QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
1,8:16.0,L. Aldridge misses 2-pt layup from 1 ft,,8,7
1,8:13.0,,Defensive rebound by C. McCollum,8,7
1,8:03.0,,J. Nurkić misses 2-pt layup from 1 ft,8,7
1,8:02.0,Defensive rebound by B. Forbes,,8,7
1,7:49.0,R. Gay makes 2-pt jump shot from 2 ft,,10,7
1,7:25.0,,J. Nurkić makes 2-pt hook shot from 3 ft (assist by D. Lillard),10,9
1,6:57.0,D. DeRozan makes 2-pt jump shot from 14 ft (assist by R. Gay),,12,9
1,6:41.0,,D. Lillard makes 2-pt jump shot from 21 ft,12,11
1,6:27.0,R. Gay makes 2-pt hook shot from 6 ft,,14,11
1,6:14.0,,D. Lillard misses 3-pt jump shot from 25 ft,14,11
1,6:13.0,Defensive rebound by D. Bertāns,,14,11
1,6:04.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,17,11
1,6:04.0,,Portland full timeout,17,11
1,6:04.0,M. Belinelli enters the game for D. Bertāns,,17,11
1,6:04.0,P. Mills enters the game for B. Forbes,,17,11
1,5:49.0,,Shooting foul by P. Mills (drawn by D. Lillard),17,11
1,5:49.0,,D. Lillard makes free throw 1 of 2,17,12
1,5:49.0,,J. Layman enters the game for M. Harkless,17,12
1,5:49.0,,D. Lillard makes free throw 2 of 2,17,13
1,5:40.0,D. DeRozan makes 2-pt jump shot from 16 ft,,19,13
1,5:29.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by J. Nurkić),19,15
1,5:13.0,L. Aldridge makes 2-pt jump shot from 9 ft,,21,15
1,5:00.0,,C. McCollum misses 2-pt jump shot from 13 ft,21,15
1,4:58.0,,Offensive rebound by J. Nurkić,21,15
1,4:58.0,,Shooting foul by M. Belinelli (drawn by J. Nurkić),21,15
1,4:58.0,,J. Nurkić makes free throw 1 of 2,21,16
1,4:58.0,,E. Turner enters the game for A. Aminu,21,16
1,4:58.0,,J. Nurkić makes free throw 2 of 2,21,17
1,4:41.0,R. Gay makes 2-pt jump shot from 10 ft,,23,17
1,4:29.0,,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),23,19
1,4:16.0,Turnover by L. Aldridge (lost ball; steal by J. Nurkić),,23,19
1,4:10.0,,J. Layman makes 2-pt dunk from 1 ft (assist by C. McCollum),23,21
1,4:09.0,San Antonio full timeout,,23,21
1,4:09.0,,R. Hood enters the game for C. McCollum,23,21
1,3:56.0,R. Gay misses 2-pt layup from 1 ft (block by J. Nurkić),,23,21
1,3:56.0,Offensive rebound by Team,,23,21
1,3:51.0,L. Aldridge misses 2-pt jump shot from 18 ft,,23,21
1,3:49.0,,Defensive rebound by D. Lillard,23,21
1,3:37.0,,R. Hood misses 3-pt jump shot from 26 ft,23,21
1,3:35.0,Defensive rebound by L. Aldridge,,23,21
1,3:26.0,Turnover by D. DeRozan (bad pass),,23,21
1,3:26.0,D. Bertāns enters the game for D. DeRozan,,23,21
1,3:26.0,B. Forbes enters the game for R. Gay,,23,21
1,3:12.0,,J. Nurkić misses 2-pt jump shot from 21 ft,23,21
1,3:09.0,Defensive rebound by D. Bertāns,,23,21
1,2:58.0,L. Aldridge makes 2-pt jump shot from 17 ft,,25,21
1,2:47.0,,J. Layman makes 2-pt dunk from 1 ft (assist by J. Nurkić),25,23
1,2:32.0,Shooting foul by J. Nurkić (drawn by L. Aldridge),,25,23
1,2:32.0,L. Aldridge makes free throw 1 of 2,,26,23
1,2:32.0,,M. Leonard enters the game for J. Nurkić,26,23
1,2:32.0,L. Aldridge misses free throw 2 of 2,,26,23
1,2:30.0,,Defensive rebound by E. Turner,26,23
1,2:22.0,,R. Hood makes 2-pt jump shot from 9 ft (assist by D. Lillard),26,25
1,2:09.0,M. Belinelli misses 3-pt jump shot from 26 ft,,26,25
1,2:07.0,,Defensive rebound by D. Lillard,26,25
1,1:52.0,,J. Layman misses 3-pt jump shot from 25 ft,26,25
1,1:49.0,Defensive rebound by D. Bertāns,,26,25
1,1:42.0,D. Bertāns makes 2-pt dunk from 1 ft (assist by B. Forbes),,28,25
1,1:19.0,,J. Layman makes 3-pt jump shot from 24 ft (assist by E. Turner),28,28
1,0:55.0,P. Mills makes 3-pt jump shot from 26 ft,,31,28
1,0:31.0,,D. Lillard misses 2-pt layup from 1 ft,31,28
1,0:30.0,Defensive rebound by M. Belinelli,,31,28
1,0:17.0,L. Aldridge makes 2-pt jump shot from 14 ft,,33,28
1,0:17.0,Shooting foul by M. Leonard (drawn by L. Aldridge),,33,28
1,0:17.0,L. Aldridge makes free throw 1 of 1,,34,28
1,0:05.0,,Personal foul by P. Mills (drawn by D. Lillard),34,28
1,0:05.0,J. Poeltl enters the game for L. Aldridge,,34,28
1,0:05.0,,C. McCollum enters the game for M. Leonard,34,28
1,0:00.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),34,31
2,11:45.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),,37,31
2,11:20.0,,M. Leonard makes 2-pt hook shot from 5 ft (assist by S. Curry),37,33
2,11:04.0,M. Belinelli misses 3-pt jump shot from 26 ft,,37,33
2,11:02.0,,Defensive rebound by E. Turner,37,33
2,10:54.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by E. Turner),37,36
2,10:43.0,P. Mills makes 2-pt layup from 1 ft,,39,36
2,10:34.0,,E. Turner makes 2-pt layup from 1 ft,39,38
2,10:33.0,San Antonio full timeout,,39,38
2,10:22.0,P. Mills misses 3-pt jump shot from 26 ft,,39,38
2,10:20.0,,Defensive rebound by R. Hood,39,38
2,10:12.0,,R. Hood makes 2-pt jump shot from 9 ft,39,40
2,9:59.0,M. Belinelli misses 2-pt jump shot from 19 ft,,39,40
2,9:53.0,Offensive rebound by J. Poeltl,,39,40
2,9:53.0,J. Poeltl makes 2-pt layup from 1 ft,,41,40
2,9:34.0,,R. Hood makes 2-pt jump shot from 9 ft,41,42
2,9:22.0,P. Mills makes 2-pt jump shot from 9 ft,,43,42
2,8:58.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by J. Layman),43,44
2,8:46.0,B. Forbes makes 3-pt jump shot from 25 ft,,46,44
2,8:28.0,,E. Turner makes 2-pt layup from 2 ft,46,46
2,8:17.0,P. Mills misses 2-pt jump shot from 21 ft,,46,46
2,8:15.0,Offensive rebound by J. Poeltl,,46,46
2,8:06.0,J. Poeltl makes 2-pt dunk at rim (assist by P. Mills),,48,46
2,8:06.0,D. DeRozan enters the game for B. Forbes,,48,46
2,8:06.0,R. Gay enters the game for P. Mills,,48,46
2,7:44.0,,Turnover by E. Turner (bad pass; steal by M. Belinelli),48,46
2,7:39.0,Turnover by D. Bertāns (out of bounds lost ball),,48,46
2,7:22.0,,J. Layman misses 3-pt jump shot from 23 ft,48,46
2,7:20.0,Defensive rebound by D. DeRozan,,48,46
2,6:58.0,D. DeRozan misses 2-pt jump shot from 16 ft,,48,46
2,6:57.0,,Defensive rebound by R. Hood,48,46
2,6:52.0,,R. Hood makes 3-pt jump shot from 25 ft,48,49
2,6:51.0,San Antonio full timeout,,48,49
2,6:51.0,L. Aldridge enters the game for M. Belinelli,,48,49
2,6:51.0,D. Cunningham enters the game for J. Poeltl,,48,49
2,6:51.0,,C. McCollum enters the game for M. Leonard,48,49
2,6:51.0,,J. Nurkić enters the game for E. Turner,48,49
2,6:33.0,D. DeRozan misses 2-pt layup from 1 ft (block by C. McCollum),,48,49
2,6:30.0,,Defensive rebound by J. Layman,48,49
2,6:28.0,,J. Layman makes 2-pt layup from 2 ft,48,51
2,6:12.0,L. Aldridge misses 2-pt jump shot from 21 ft,,48,51
2,6:09.0,,Defensive rebound by C. McCollum,48,51
2,6:01.0,,J. Nurkić misses 2-pt jump shot from 20 ft,48,51
2,5:59.0,Defensive rebound by D. Cunningham,,48,51
2,5:52.0,D. DeRozan makes 2-pt jump shot from 10 ft,,50,51
2,5:52.0,Shooting foul by C. McCollum (drawn by D. DeRozan),,50,51
2,5:52.0,,A. Aminu enters the game for R. Hood,50,51
2,5:52.0,D. DeRozan makes free throw 1 of 1,,51,51
2,5:35.0,,C. McCollum makes 2-pt jump shot from 14 ft,51,53
2,5:19.0,R. Gay misses 2-pt jump shot from 9 ft (block by C. McCollum),,51,53
2,5:19.0,,Defensive rebound by Team,51,53
2,5:19.0,P. Mills enters the game for D. Bertāns,,51,53
2,4:56.0,,J. Nurkić makes 2-pt dunk at rim (assist by S. Curry),51,55
2,4:55.0,,Technical foul by J. Nurkić,51,55
2,4:55.0,D. DeRozan makes technical free throw,,52,55
2,4:55.0,,D. Lillard enters the game for S. Curry,52,55
2,4:35.0,L. Aldridge misses 2-pt jump shot from 16 ft,,52,55
2,4:33.0,,Defensive rebound by A. Aminu,52,55
2,4:24.0,,A. Aminu misses 2-pt layup from 3 ft,52,55
2,4:24.0,,Offensive rebound by Team,52,55
2,4:24.0,Loose ball foul by D. Cunningham (drawn by J. Nurkić),,52,55
2,4:10.0,,J. Nurkić makes 2-pt hook shot from 6 ft,52,57
2,3:54.0,P. Mills misses 3-pt jump shot from 26 ft,,52,57
2,3:52.0,,Defensive rebound by A. Aminu,52,57
2,3:42.0,,Shooting foul by R. Gay (drawn by A. Aminu),52,57
2,3:42.0,,A. Aminu makes free throw 1 of 2,52,58
2,3:42.0,,A. Aminu makes free throw 2 of 2,52,59
2,3:30.0,P. Mills misses 3-pt jump shot from 23 ft,,52,59
2,3:27.0,,Defensive rebound by C. McCollum,52,59
2,3:22.0,,Shooting foul by L. Aldridge (drawn by J. Layman),52,59
2,3:22.0,,J. Layman makes free throw 1 of 2,52,60
2,3:22.0,M. Belinelli enters the game for D. Cunningham,,52,60
2,3:22.0,,J. Layman makes free throw 2 of 2,52,61
2,3:09.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by L. Aldridge),,54,61
2,2:48.0,,A. Aminu makes 2-pt layup from 1 ft,54,63
2,2:37.0,Turnover by D. DeRozan (back court),,54,63
2,2:37.0,,M. Harkless enters the game for J. Layman,54,63
2,2:23.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by A. Aminu),54,65
2,2:12.0,Turnover by D. DeRozan (bad pass),,54,65
2,1:59.0,,M. Harkless misses 2-pt layup from 2 ft,54,65
2,1:57.0,Defensive rebound by M. Belinelli,,54,65
2,1:41.0,Turnover by R. Gay (lost ball; steal by D. Lillard),,54,65
2,1:37.0,,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),54,67
2,1:37.0,San Antonio full timeout,,54,67
2,1:21.0,Turnover by L. Aldridge (lost ball; steal by D. Lillard),,54,67
2,1:16.0,,Turnover by D. Lillard (bad pass),54,67
2,1:16.0,D. Bertāns enters the game for R. Gay,,54,67
2,1:06.0,D. DeRozan misses 2-pt jump shot from 7 ft,,54,67
2,1:02.0,,Defensive rebound by C. McCollum,54,67
2,0:51.0,,C. McCollum misses 2-pt jump shot from 22 ft,54,67
2,0:49.0,Defensive rebound by D. Bertāns,,54,67
2,0:35.0,Shooting foul by M. Harkless (drawn by D. DeRozan),,54,67
2,0:35.0,D. DeRozan misses free throw 1 of 2,,54,67
2,0:35.0,Offensive rebound by Team,,54,67
2,0:35.0,B. Forbes enters the game for P. Mills,,54,67
2,0:35.0,,J. Layman enters the game for M. Harkless,54,67
2,0:35.0,D. DeRozan makes free throw 2 of 2,,55,67
2,0:30.0,,D. Lillard misses 2-pt jump shot from 15 ft,55,67
2,0:28.0,Defensive rebound by Team,,55,67
2,0:28.0,,E. Turner enters the game for J. Layman,55,67
2,0:09.0,D. DeRozan makes 2-pt jump shot from 6 ft,,57,67
2,0:01.0,,Shooting foul by D. Bertāns (drawn by A. Aminu),57,67
2,0:01.0,,A. Aminu makes free throw 1 of 3,57,68
2,0:01.0,,A. Aminu makes free throw 2 of 3,57,69
2,0:01.0,,A. Aminu makes free throw 3 of 3,57,70
2,0:00.0,Turnover by D. Bertāns (bad pass; steal by C. McCollum),,57,70
3,11:48.0,Personal foul by J. Nurkić (drawn by L. Aldridge),,57,70
3,11:42.0,Turnover by R. Gay (out of bounds lost ball),,57,70
3,11:33.0,,M. Harkless misses 2-pt layup from 2 ft (block by L. Aldridge),57,70
3,11:33.0,,Offensive rebound by Team,57,70
3,11:28.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by J. Nurkić),57,73
3,11:14.0,D. DeRozan makes 2-pt jump shot from 19 ft,,59,73
3,11:02.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),59,75
3,10:52.0,D. DeRozan misses 2-pt jump shot from 17 ft,,59,75
3,10:50.0,,Defensive rebound by A. Aminu,59,75
3,10:43.0,,D. Lillard misses 3-pt jump shot from 29 ft,59,75
3,10:41.0,Defensive rebound by L. Aldridge,,59,75
3,10:31.0,D. DeRozan misses 2-pt jump shot from 6 ft,,59,75
3,10:29.0,,Defensive rebound by A. Aminu,59,75
3,10:13.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),59,78
3,10:12.0,San Antonio full timeout,,59,78
3,10:12.0,D. Cunningham enters the game for D. Bertāns,,59,78
3,10:01.0,D. DeRozan makes 2-pt jump shot from 16 ft,,61,78
3,9:43.0,,M. Harkless misses 3-pt jump shot from 25 ft,61,78
3,9:41.0,Defensive rebound by B. Forbes,,61,78
3,9:28.0,D. DeRozan misses 2-pt jump shot from 9 ft,,61,78
3,9:26.0,,Defensive rebound by A. Aminu,61,78
3,9:15.0,,A. Aminu makes 2-pt layup from 2 ft,61,80
3,8:56.0,Turnover by L. Aldridge (lost ball; steal by D. Lillard),,61,80
3,8:51.0,,D. Lillard makes 2-pt jump shot from 19 ft,61,82
3,8:26.0,Turnover by R. Gay (lost ball; steal by A. Aminu),,61,82
3,8:25.0,,Personal take foul by R. Gay (drawn by C. McCollum),61,82
3,8:18.0,,Personal foul by R. Gay (drawn by A. Aminu),61,82
3,8:12.0,,A. Aminu misses 2-pt jump shot from 17 ft,61,82
3,8:09.0,Defensive rebound by D. DeRozan,,61,82
3,8:02.0,D. DeRozan misses 2-pt jump shot from 7 ft,,61,82
3,8:02.0,Offensive rebound by Team,,61,82
3,7:56.0,D. DeRozan makes 2-pt layup at rim,,63,82
3,7:45.0,,D. Lillard makes 2-pt jump shot from 18 ft,63,84
3,7:32.0,B. Forbes misses 3-pt jump shot from 25 ft,,63,84
3,7:30.0,,Defensive rebound by C. McCollum,63,84
3,7:27.0,,C. McCollum misses 3-pt jump shot from 25 ft,63,84
3,7:25.0,Defensive rebound by R. Gay,,63,84
3,7:19.0,R. Gay makes 2-pt jump shot from 4 ft,,65,84
3,7:19.0,Shooting foul by J. Nurkić (drawn by R. Gay),,65,84
3,7:19.0,R. Gay misses free throw 1 of 1,,65,84
3,7:15.0,,Defensive rebound by A. Aminu,65,84
3,7:09.0,,Personal foul by L. Aldridge (drawn by J. Nurkić),65,84
3,7:09.0,P. Mills enters the game for B. Forbes,,65,84
3,7:03.0,,J. Nurkić misses 2-pt jump shot from 19 ft,65,84
3,7:01.0,Defensive rebound by D. DeRozan,,65,84
3,6:49.0,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Mills),,68,84
3,6:32.0,,D. Lillard misses 3-pt jump shot from 25 ft,68,84
3,6:30.0,Defensive rebound by R. Gay,,68,84
3,6:17.0,L. Aldridge misses 2-pt jump shot from 13 ft,,68,84
3,6:15.0,Offensive rebound by D. DeRozan,,68,84
3,6:12.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,71,84
3,6:10.0,,Portland full timeout,71,84
3,6:10.0,,M. Leonard enters the game for J. Nurkić,71,84
3,5:51.0,,C. McCollum makes 2-pt jump shot from 13 ft,71,86
3,5:39.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,74,86
3,5:39.0,J. Poeltl enters the game for L. Aldridge,,74,86
3,5:39.0,,Z. Collins enters the game for M. Harkless,74,86
3,5:39.0,,R. Hood enters the game for M. Leonard,74,86
3,5:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,74,86
3,5:11.0,Defensive rebound by D. Cunningham,,74,86
3,5:03.0,D. DeRozan misses 2-pt jump shot from 13 ft,,74,86
3,5:02.0,Offensive rebound by Team,,74,86
3,5:02.0,,Loose ball foul by A. Aminu (drawn by J. Poeltl),74,86
3,4:52.0,R. Gay makes 2-pt jump shot from 19 ft,,76,86
3,4:39.0,,C. McCollum misses 2-pt layup from 1 ft,76,86
3,4:39.0,Defensive rebound by J. Poeltl,,76,86
3,4:34.0,P. Mills misses 3-pt jump shot from 27 ft,,76,86
3,4:32.0,,Defensive rebound by Z. Collins,76,86
3,4:25.0,,D. Lillard makes 2-pt dunk at rim,76,88
3,4:08.0,D. DeRozan makes 2-pt jump shot from 2 ft,,78,88
3,3:56.0,,Z. Collins misses 2-pt layup from 2 ft,78,88
3,3:54.0,Defensive rebound by J. Poeltl,,78,88
3,3:45.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,81,88
3,3:26.0,,C. McCollum misses 3-pt jump shot from 25 ft,81,88
3,3:25.0,,Offensive rebound by Team,81,88
3,3:25.0,Loose ball foul by R. Gay (drawn by Z. Collins),,81,88
3,3:25.0,D. Bertāns enters the game for R. Gay,,81,88
3,3:25.0,,J. Layman enters the game for A. Aminu,81,88
3,3:25.0,,E. Turner enters the game for C. McCollum,81,88
3,3:18.0,,Z. Collins misses 3-pt jump shot from 26 ft,81,88
3,3:16.0,Defensive rebound by D. DeRozan,,81,88
3,3:08.0,Personal foul by D. Lillard (drawn by D. DeRozan),,81,88
3,2:58.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by P. Mills),,84,88
3,2:57.0,,Portland full timeout,84,88
3,2:41.0,,E. Turner misses 2-pt jump shot from 8 ft,84,88
3,2:35.0,Defensive rebound by J. Poeltl,,84,88
3,2:28.0,D. DeRozan makes 2-pt jump shot from 12 ft,,86,88
3,2:09.0,,Turnover by D. Lillard (bad pass),86,88
3,2:00.0,D. DeRozan makes 2-pt jump shot from 9 ft (assist by P. Mills),,88,88
3,1:47.0,,D. Lillard makes 2-pt jump shot from 20 ft,88,90
3,1:37.0,J. Poeltl misses 2-pt layup from 3 ft,,88,90
3,1:35.0,,Defensive rebound by J. Layman,88,90
3,1:22.0,,D. Lillard misses 2-pt layup from 1 ft (block by J. Poeltl),88,90
3,1:21.0,,Offensive rebound by Team,88,90
3,1:21.0,Loose ball foul by J. Poeltl (drawn by D. Lillard),,88,90
3,1:21.0,,D. Lillard makes free throw 1 of 2,88,91
3,1:21.0,,D. Lillard makes free throw 2 of 2,88,92
3,1:07.0,D. DeRozan misses 2-pt jump shot from 14 ft,,88,92
3,1:05.0,,Defensive rebound by Z. Collins,88,92
3,0:59.0,,D. Lillard makes 2-pt layup from 2 ft,88,94
3,0:38.0,D. DeRozan makes 2-pt layup from 1 ft,,90,94
3,0:32.0,,D. Lillard makes 2-pt layup from 1 ft,90,96
3,0:11.0,D. DeRozan misses 2-pt jump shot from 7 ft,,90,96
3,0:10.0,,Defensive rebound by R. Hood,90,96
4,11:51.0,,Turnover by J. Layman (bad pass; steal by D. Bertāns),90,96
4,11:39.0,D. Bertāns misses 3-pt jump shot from 27 ft,,90,96
4,11:35.0,,Defensive rebound by E. Turner,90,96
4,11:23.0,,C. McCollum misses 3-pt jump shot from 27 ft,90,96
4,11:21.0,Defensive rebound by D. Bertāns,,90,96
4,11:14.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Mills),,93,96
4,11:02.0,,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),93,98
4,10:49.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,95,98
4,10:32.0,,Turnover by J. Nurkić (dbl dribble),95,98
4,10:32.0,R. Gay enters the game for D. Bertāns,,95,98
4,10:19.0,L. Aldridge misses 2-pt jump shot from 5 ft (block by J. Nurkić),,95,98
4,10:19.0,Offensive rebound by Team,,95,98
4,10:19.0,M. Belinelli enters the game for P. Mills,,95,98
4,10:12.0,L. Aldridge misses 2-pt jump shot from 11 ft,,95,98
4,10:05.0,Offensive rebound by Team,,95,98
4,9:56.0,R. Gay misses 2-pt jump shot from 15 ft,,95,98
4,9:54.0,Offensive rebound by L. Aldridge,,95,98
4,9:51.0,L. Aldridge misses 2-pt layup from 4 ft,,95,98
4,9:47.0,Offensive rebound by L. Aldridge,,95,98
4,9:46.0,L. Aldridge misses 2-pt layup from 1 ft,,95,98
4,9:46.0,Offensive rebound by L. Aldridge,,95,98
4,9:46.0,L. Aldridge misses 2-pt layup from 3 ft,,95,98
4,9:45.0,,Defensive rebound by C. McCollum,95,98
4,9:39.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Layman),95,101
4,9:27.0,Turnover by R. Gay (bad pass),,95,101
4,9:02.0,,J. Nurkić makes 2-pt hook shot from 2 ft,95,103
4,8:51.0,B. Forbes makes 2-pt jump shot from 19 ft,,97,103
4,8:41.0,,C. McCollum misses 2-pt jump shot from 9 ft,97,103
4,8:38.0,Defensive rebound by L. Aldridge,,97,103
4,8:29.0,Offensive foul by L. Aldridge (drawn by J. Nurkić),,97,103
4,8:29.0,Turnover by L. Aldridge (offensive foul),,97,103
4,8:29.0,D. DeRozan enters the game for D. Cunningham,,97,103
4,8:29.0,,D. Lillard enters the game for E. Turner,97,103
4,8:18.0,,R. Hood makes 2-pt layup from 1 ft (assist by J. Nurkić),97,105
4,8:02.0,Turnover by D. DeRozan (bad pass; steal by R. Hood),,97,105
4,7:57.0,,J. Layman misses 3-pt jump shot from 25 ft,97,105
4,7:55.0,Defensive rebound by L. Aldridge,,97,105
4,7:45.0,Turnover by B. Forbes (lost ball; steal by D. Lillard),,97,105
4,7:39.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),97,108
4,7:37.0,San Antonio full timeout,,97,108
4,7:37.0,P. Mills enters the game for B. Forbes,,97,108
4,7:23.0,Shooting foul by D. Lillard (drawn by D. DeRozan),,97,108
4,7:23.0,D. DeRozan makes free throw 1 of 2,,98,108
4,7:23.0,D. DeRozan makes free throw 2 of 2,,99,108
4,7:11.0,,C. McCollum makes 3-pt jump shot from 27 ft,99,111
4,6:46.0,D. DeRozan misses 2-pt jump shot from 22 ft,,99,111
4,6:44.0,,Defensive rebound by C. McCollum,99,111
4,6:34.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),99,113
4,6:24.0,D. DeRozan makes 2-pt layup from 2 ft,,101,113
4,6:16.0,,D. Lillard misses 3-pt jump shot from 28 ft,101,113
4,6:14.0,Defensive rebound by M. Belinelli,,101,113
4,6:08.0,Turnover by M. Belinelli (lost ball; steal by D. Lillard),,101,113
4,6:05.0,,D. Lillard makes 2-pt layup from 1 ft,101,115
4,5:57.0,L. Aldridge misses 2-pt jump shot from 14 ft,,101,115
4,5:53.0,,Defensive rebound by J. Layman,101,115
4,5:38.0,,Shooting foul by D. DeRozan (drawn by C. McCollum),101,115
4,5:38.0,,C. McCollum makes free throw 1 of 3,101,116
4,5:38.0,,C. McCollum makes free throw 2 of 3,101,117
4,5:38.0,,C. McCollum makes free throw 3 of 3,101,118
4,5:20.0,D. DeRozan makes 2-pt layup from 1 ft,,103,118
4,5:06.0,,J. Layman misses 2-pt layup from 2 ft (block by R. Gay),103,118
4,5:04.0,Defensive rebound by M. Belinelli,,103,118
4,4:52.0,Shooting foul by J. Layman (drawn by D. DeRozan),,103,118
4,4:52.0,,Portland full timeout,103,118
4,4:52.0,D. DeRozan makes free throw 1 of 2,,104,118
4,4:52.0,D. DeRozan makes free throw 2 of 2,,105,118
4,4:34.0,,D. Lillard misses 3-pt jump shot from 32 ft,105,118
4,4:32.0,Defensive rebound by L. Aldridge,,105,118
4,4:24.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. DeRozan),,107,118
4,4:07.0,,C. McCollum misses 2-pt jump shot from 7 ft,107,118
4,4:03.0,,Offensive rebound by J. Nurkić,107,118
4,4:03.0,,J. Nurkić makes 2-pt layup from 1 ft,107,120
4,3:52.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,110,120
4,3:27.0,,D. Lillard makes 2-pt dunk from 2 ft (assist by J. Nurkić),110,122
4,3:14.0,Turnover by D. DeRozan (bad pass; steal by J. Layman),,110,122
4,3:04.0,,C. McCollum misses 3-pt jump shot from 25 ft,110,122
4,3:02.0,Defensive rebound by R. Gay,,110,122
4,2:57.0,R. Gay misses 2-pt jump shot from 4 ft,,110,122
4,2:53.0,Offensive rebound by M. Belinelli,,110,122
4,2:50.0,R. Gay misses 3-pt jump shot from 23 ft,,110,122
4,2:47.0,,Defensive rebound by C. McCollum,110,122
4,2:27.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),110,125
4,2:17.0,San Antonio full timeout,,110,125
4,2:17.0,D. Eubanks enters the game for L. Aldridge,,110,125
4,2:17.0,C. Metu enters the game for D. DeRozan,,110,125
4,2:17.0,J. Poeltl enters the game for R. Gay,,110,125
4,2:17.0,Q. Pondexter enters the game for P. Mills,,110,125
4,2:17.0,,A. Aminu enters the game for R. Hood,110,125
4,2:11.0,M. Belinelli misses 2-pt jump shot from 5 ft,,110,125
4,2:10.0,Offensive rebound by J. Poeltl,,110,125
4,2:08.0,J. Poeltl makes 2-pt layup from 1 ft,,112,125
