QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
1,6:05.0,,J. Grant misses 2-pt layup from 2 ft,12,8
1,6:02.0,,Offensive rebound by J. Grant,12,8
1,6:02.0,,J. Grant makes 2-pt layup at rim,12,10
1,5:56.0,Shooting foul by T. Ferguson (drawn by D. Wright),,12,10
1,5:56.0,,Oklahoma City full timeout,12,10
1,5:56.0,J. Noah enters the game for J. Valančiūnas,,12,10
1,5:56.0,D. Wright makes free throw 1 of 2,,13,10
1,5:56.0,D. Wright makes free throw 2 of 2,,14,10
1,5:47.0,,Shooting foul by J. Noah (drawn by R. Westbrook),14,10
1,5:47.0,,R. Westbrook misses free throw 1 of 2,14,10
1,5:47.0,,Offensive rebound by Team,14,10
1,5:47.0,,A. Nader enters the game for D. Schröder,14,10
1,5:47.0,,R. Westbrook misses free throw 2 of 2,14,10
1,5:44.0,Defensive rebound by D. Wright,,14,10
1,5:38.0,D. Wright makes 2-pt layup from 1 ft,,16,10
1,5:22.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by A. Nader),16,13
1,4:58.0,Turnover by D. Wright (bad pass; steal by S. Adams),,16,13
1,4:54.0,,A. Nader misses 2-pt layup from 1 ft (block by J. Holiday),16,13
1,4:52.0,,Offensive rebound by R. Westbrook,16,13
1,4:49.0,,A. Nader misses 3-pt jump shot from 23 ft,16,13
1,4:45.0,,Offensive rebound by S. Adams,16,13
1,4:40.0,,Def 3 sec tech foul by Team,16,13
1,4:40.0,,J. Grant misses technical free throw,16,13
1,4:40.0,,Offensive rebound by Team,16,13
1,4:40.0,C. Miles enters the game for J. Holiday,,16,13
1,4:35.0,,Turnover by R. Westbrook (bad pass),16,13
1,4:24.0,J. Noah misses 2-pt dunk from 2 ft,,16,13
1,4:22.0,,Defensive rebound by S. Adams,16,13
1,4:18.0,,R. Westbrook misses 3-pt jump shot from 26 ft,16,13
1,4:18.0,Defensive rebound by C. Miles,,16,13
1,4:10.0,D. Wright makes 3-pt jump shot from 26 ft (assist by A. Bradley),,19,13
1,4:09.0,,Oklahoma City full timeout,19,13
1,4:09.0,C. Parsons enters the game for A. Bradley,,19,13
1,3:57.0,,R. Westbrook misses 2-pt jump shot from 10 ft,19,13
1,3:54.0,Defensive rebound by C. Parsons,,19,13
1,3:39.0,Turnover by J. Noah (lost ball; steal by A. Nader),,19,13
1,3:36.0,,A. Nader makes 2-pt layup from 1 ft (assist by R. Westbrook),19,15
1,3:08.0,Shooting foul by J. Grant (drawn by B. Caboclo),,19,15
1,3:08.0,B. Caboclo makes free throw 1 of 2,,20,15
1,3:08.0,,N. Noel enters the game for S. Adams,20,15
1,3:08.0,,D. Schröder enters the game for R. Westbrook,20,15
1,3:08.0,B. Caboclo makes free throw 2 of 2,,21,15
1,3:01.0,,A. Nader makes 3-pt jump shot from 25 ft (assist by J. Grant),21,18
1,2:47.0,C. Miles makes 2-pt jump shot from 18 ft,,23,18
1,2:36.0,,D. Schröder makes 2-pt layup from 2 ft,23,20
1,2:18.0,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Noah),,26,20
1,2:03.0,,N. Noel makes 2-pt jump shot from 10 ft (assist by D. Schröder),26,22
1,1:43.0,J. Noah makes 2-pt hook shot from 4 ft (assist by B. Caboclo),,28,22
1,1:19.0,,N. Noel misses 2-pt jump shot from 14 ft,28,22
1,1:17.0,,Offensive rebound by D. Schröder,28,22
1,1:15.0,,N. Noel misses 2-pt jump shot from 8 ft,28,22
1,1:13.0,Defensive rebound by D. Wright,,28,22
1,1:06.0,C. Miles misses 2-pt jump shot from 20 ft,,28,22
1,1:03.0,,Defensive rebound by A. Nader,28,22
1,0:58.0,,A. Nader misses 2-pt layup from 1 ft,28,22
1,0:57.0,Defensive rebound by J. Noah,,28,22
1,0:44.0,J. Noah misses 2-pt layup from 2 ft,,28,22
1,0:42.0,,Defensive rebound by D. Schröder,28,22
1,0:34.0,,A. Nader makes 3-pt jump shot from 24 ft (assist by D. Schröder),28,25
1,0:22.0,C. Miles misses 3-pt jump shot from 26 ft,,28,25
1,0:19.0,,Defensive rebound by N. Noel,28,25
1,0:08.0,,Personal foul by D. Wright (drawn by D. Schröder),28,25
1,0:08.0,J. Carter enters the game for C. Parsons,,28,25
1,0:08.0,J. Holiday enters the game for D. Wright,,28,25
1,0:04.0,,D. Schröder misses 2-pt jump shot from 13 ft,28,25
1,0:00.0,Defensive rebound by B. Caboclo,,28,25
2,11:42.0,,Turnover by D. Schröder (lost ball; steal by C. Parsons),28,25
2,11:37.0,C. Miles misses 2-pt jump shot from 3 ft (block by N. Noel),,28,25
2,11:34.0,,Defensive rebound by D. Schröder,28,25
2,11:22.0,,D. Schröder misses 2-pt layup from 4 ft (block by C. Parsons),28,25
2,11:20.0,,Offensive rebound by N. Noel,28,25
2,11:19.0,,N. Noel makes 2-pt jump shot from 7 ft,28,27
2,11:02.0,Personal foul by N. Noel (drawn by J. Valančiūnas),,28,27
2,10:53.0,Turnover by J. Carter (bad pass),,28,27
2,10:35.0,,M. Morris misses 2-pt jump shot from 11 ft,28,27
2,10:32.0,Defensive rebound by J. Valančiūnas,,28,27
2,10:20.0,Turnover by J. Carter (bad pass),,28,27
2,10:05.0,,M. Morris misses 2-pt jump shot from 6 ft (block by C. Miles),28,27
2,10:03.0,Defensive rebound by C. Miles,,28,27
2,9:51.0,Turnover by C. Parsons (bad pass; steal by D. Schröder),,28,27
2,9:48.0,,Shooting foul by J. Carter (drawn by A. Nader),28,27
2,9:48.0,,A. Nader makes free throw 1 of 2,28,28
2,9:48.0,,A. Nader makes free throw 2 of 2,28,29
2,9:35.0,C. Parsons misses 3-pt jump shot from 25 ft,,28,29
2,9:32.0,,Defensive rebound by R. Felton,28,29
2,9:24.0,,Turnover by D. Schröder (out of bounds lost ball),28,29
2,9:12.0,J. Valančiūnas makes 2-pt layup from 1 ft,,30,29
2,8:56.0,,M. Morris misses 2-pt hook shot from 6 ft,30,29
2,8:54.0,Defensive rebound by J. Valančiūnas,,30,29
2,8:46.0,Turnover by J. Valančiūnas (bad pass),,30,29
2,8:30.0,,R. Felton misses 2-pt jump shot from 19 ft,30,29
2,8:29.0,Defensive rebound by Team,,30,29
2,8:29.0,,Loose ball foul by M. Morris (drawn by C. Miles),30,29
2,8:29.0,T. Dorsey enters the game for J. Holiday,,30,29
2,8:29.0,,R. Westbrook enters the game for A. Nader,30,29
2,8:06.0,C. Miles makes 2-pt jump shot from 22 ft (assist by C. Parsons),,32,29
2,7:58.0,,D. Schröder misses 3-pt jump shot from 25 ft,32,29
2,7:55.0,Defensive rebound by J. Valančiūnas,,32,29
2,7:49.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,32,29
2,7:46.0,,Defensive rebound by D. Schröder,32,29
2,7:31.0,,Shooting foul by J. Carter (drawn by R. Westbrook),32,29
2,7:31.0,,R. Westbrook makes free throw 1 of 2,32,30
2,7:31.0,,S. Adams enters the game for N. Noel,32,30
2,7:31.0,,R. Westbrook makes free throw 2 of 2,32,31
2,7:13.0,J. Carter makes 2-pt jump shot from 15 ft (assist by C. Parsons),,34,31
2,7:02.0,,M. Morris misses 3-pt jump shot from 25 ft,34,31
2,6:59.0,Defensive rebound by J. Valančiūnas,,34,31
2,6:41.0,C. Miles misses 3-pt jump shot from 24 ft,,34,31
2,6:38.0,,Defensive rebound by R. Westbrook,34,31
2,6:29.0,,Shooting foul by C. Parsons (drawn by S. Adams),34,31
2,6:29.0,,Oklahoma City full timeout,34,31
2,6:29.0,A. Bradley enters the game for J. Carter,,34,31
2,6:29.0,B. Caboclo enters the game for C. Miles,,34,31
2,6:29.0,D. Wright enters the game for C. Parsons,,34,31
2,6:29.0,,T. Ferguson enters the game for R. Felton,34,31
2,6:29.0,,S. Adams misses free throw 1 of 2,34,31
2,6:29.0,,Offensive rebound by Team,34,31
2,6:29.0,,S. Adams makes free throw 2 of 2,34,32
2,6:17.0,T. Dorsey misses 2-pt layup from 1 ft,,34,32
2,6:15.0,,Defensive rebound by S. Adams,34,32
2,6:03.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Ferguson),34,34
2,6:03.0,,Shooting foul by B. Caboclo (drawn by M. Morris),34,34
2,6:03.0,,A. Nader enters the game for D. Schröder,34,34
2,6:03.0,,M. Morris misses free throw 1 of 1,34,34
2,6:01.0,Defensive rebound by D. Wright,,34,34
2,5:50.0,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Wright),,37,34
2,5:28.0,,S. Adams makes 2-pt layup from 1 ft,37,36
2,5:19.0,Shooting foul by A. Nader (drawn by D. Wright),,37,36
2,5:19.0,D. Wright makes free throw 1 of 2,,38,36
2,5:19.0,,J. Grant enters the game for M. Morris,38,36
2,5:19.0,,D. Schröder enters the game for A. Nader,38,36
2,5:19.0,D. Wright makes free throw 2 of 2,,39,36
2,5:05.0,,T. Ferguson misses 3-pt jump shot from 22 ft,39,36
2,5:02.0,,Offensive rebound by S. Adams,39,36
2,4:56.0,,R. Westbrook misses 2-pt jump shot from 12 ft,39,36
2,4:53.0,Defensive rebound by T. Dorsey,,39,36
2,4:48.0,,Violation by Team (kicked ball),39,36
2,4:48.0,J. Noah enters the game for J. Valančiūnas,,39,36
2,4:40.0,A. Bradley makes 2-pt jump shot from 17 ft,,41,36
2,4:24.0,,D. Schröder makes 2-pt layup from 3 ft,41,38
2,4:04.0,A. Bradley misses 2-pt jump shot from 20 ft,,41,38
2,4:02.0,,Defensive rebound by S. Adams,41,38
2,3:46.0,,Shooting foul by B. Caboclo (drawn by J. Grant),41,38
2,3:46.0,,J. Grant makes free throw 1 of 2,41,39
2,3:46.0,C. Miles enters the game for B. Caboclo,,41,39
2,3:46.0,,J. Grant makes free throw 2 of 2,41,40
2,3:33.0,D. Wright misses 2-pt jump shot from 7 ft,,41,40
2,3:31.0,,Defensive rebound by D. Schröder,41,40
2,3:22.0,,Turnover by S. Adams (lost ball; steal by J. Noah),41,40
2,3:18.0,Turnover by J. Noah (bad pass; steal by D. Schröder),,41,40
2,3:16.0,,T. Ferguson makes 2-pt dunk from 2 ft (assist by J. Grant),41,42
2,2:54.0,T. Dorsey misses 3-pt jump shot from 26 ft,,41,42
2,2:53.0,,Defensive rebound by S. Adams,41,42
2,2:46.0,,R. Westbrook misses 2-pt jump shot from 20 ft,41,42
2,2:42.0,Defensive rebound by A. Bradley,,41,42
2,2:36.0,D. Wright makes 2-pt layup from 1 ft (assist by T. Dorsey),,43,42
2,2:29.0,,Turnover by S. Adams (bad pass; steal by T. Dorsey),43,42
2,2:29.0,T. Dorsey makes 3-pt jump shot from 26 ft,,46,42
2,2:29.0,,Oklahoma City full timeout,46,42
2,2:10.0,,S. Adams makes 2-pt layup from 1 ft,46,44
2,1:58.0,Offensive foul by J. Noah (drawn by T. Ferguson),,46,44
2,1:58.0,Turnover by J. Noah (offensive foul),,46,44
2,1:41.0,,S. Adams misses 2-pt hook shot from 9 ft,46,44
2,1:39.0,Defensive rebound by T. Dorsey,,46,44
2,1:27.0,Turnover by A. Bradley (out of bounds lost ball),,46,44
2,1:27.0,J. Holiday enters the game for T. Dorsey,,46,44
2,1:27.0,J. Valančiūnas enters the game for J. Noah,,46,44
2,1:15.0,,J. Grant misses 2-pt dunk from 1 ft (block by J. Valančiūnas),46,44
2,1:15.0,,Offensive rebound by Team,46,44
2,1:15.0,,Personal foul by J. Valančiūnas (drawn by S. Adams),46,44
2,1:15.0,,S. Adams misses free throw 1 of 2,46,44
2,1:15.0,,Offensive rebound by Team,46,44
2,1:15.0,,S. Adams misses free throw 2 of 2,46,44
2,1:11.0,Defensive rebound by D. Wright,,46,44
2,1:05.0,D. Wright makes 2-pt jump shot from 2 ft,,48,44
2,0:54.0,,Personal foul by J. Holiday (drawn by J. Grant),48,44
2,0:54.0,,J. Grant makes free throw 1 of 2,48,45
2,0:54.0,,J. Grant makes free throw 2 of 2,48,46
2,0:43.0,D. Wright misses 2-pt jump shot from 1 ft,,48,46
2,0:41.0,,Defensive rebound by D. Schröder,48,46
2,0:35.0,,Turnover by D. Schröder (bad pass; steal by D. Wright),48,46
2,0:30.0,J. Holiday makes 2-pt layup from 2 ft (assist by D. Wright),,50,46
2,0:25.0,,R. Westbrook misses 3-pt jump shot from 26 ft,50,46
2,0:22.0,Defensive rebound by C. Miles,,50,46
2,0:04.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. Wright),,52,46
2,0:00.0,,D. Schröder misses 3-pt jump shot from 26 ft,52,46
2,0:00.0,,Offensive rebound by Team,52,46
3,11:50.0,,D. Schröder misses 2-pt jump shot from 12 ft,52,46
3,11:47.0,,Offensive rebound by S. Adams,52,46
3,11:43.0,,S. Adams makes 2-pt hook shot from 2 ft,52,48
3,11:21.0,A. Bradley makes 2-pt layup from 1 ft,,54,48
3,11:14.0,,Personal foul by A. Bradley (drawn by R. Westbrook),54,48
3,11:08.0,,J. Grant misses 3-pt jump shot from 23 ft,54,48
3,11:05.0,Defensive rebound by D. Wright,,54,48
3,10:58.0,Personal foul by R. Westbrook (drawn by D. Wright),,54,48
3,10:42.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,54,48
3,10:41.0,Offensive rebound by Team,,54,48
3,10:41.0,Turnover by Team (shot clock),,54,48
3,10:30.0,,Turnover by J. Grant (lost ball; steal by A. Bradley),54,48
3,10:25.0,B. Caboclo makes 2-pt layup from 1 ft (assist by A. Bradley),,56,48
3,10:25.0,Shooting foul by J. Grant (drawn by B. Caboclo),,56,48
3,10:25.0,B. Caboclo makes free throw 1 of 1,,57,48
3,10:07.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Grant),57,51
3,9:42.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Bradley),,60,51
3,9:24.0,,R. Westbrook misses 3-pt jump shot from 25 ft,60,51
3,9:21.0,,Offensive rebound by J. Grant,60,51
3,9:20.0,,J. Grant misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),60,51
3,9:20.0,,Offensive rebound by Team,60,51
3,9:13.0,,D. Schröder misses 2-pt jump shot from 7 ft,60,51
3,9:11.0,Defensive rebound by A. Bradley,,60,51
3,8:48.0,Turnover by Team (shot clock),,60,51
3,8:43.0,,Turnover by R. Westbrook (bad pass; steal by A. Bradley),60,51
3,8:40.0,J. Holiday makes 2-pt dunk from 1 ft (assist by A. Bradley),,62,51
3,8:28.0,,Turnover by S. Adams (lost ball; steal by J. Holiday),62,51
3,8:27.0,Turnover by J. Holiday (dbl dribble),,62,51
3,8:27.0,,Oklahoma City full timeout,62,51
3,8:13.0,,D. Schröder misses 2-pt layup from 2 ft,62,51
3,8:10.0,,Offensive rebound by S. Adams,62,51
3,8:10.0,,S. Adams misses 2-pt layup from 1 ft,62,51
3,8:09.0,Defensive rebound by J. Valančiūnas,,62,51
3,7:57.0,A. Bradley makes 2-pt jump shot from 6 ft,,64,51
3,7:44.0,,T. Ferguson misses 3-pt jump shot from 26 ft,64,51
3,7:41.0,Defensive rebound by J. Valančiūnas,,64,51
3,7:19.0,A. Bradley misses 3-pt jump shot from 25 ft (block by D. Schröder),,64,51
3,7:16.0,,Defensive rebound by S. Adams,64,51
3,7:16.0,,Shooting foul by A. Bradley (drawn by D. Schröder),64,51
3,7:16.0,,A. Nader enters the game for J. Grant,64,51
3,7:16.0,,D. Schröder makes free throw 1 of 2,64,52
3,7:16.0,,D. Schröder makes free throw 2 of 2,64,53
3,6:57.0,J. Holiday misses 2-pt layup from 2 ft,,64,53
3,6:55.0,,Defensive rebound by S. Adams,64,53
3,6:48.0,,R. Westbrook misses 3-pt jump shot from 25 ft,64,53
3,6:45.0,Defensive rebound by A. Bradley,,64,53
3,6:44.0,Memphis full timeout,,64,53
3,6:35.0,A. Bradley misses 3-pt jump shot from 25 ft,,64,53
3,6:31.0,Offensive rebound by B. Caboclo,,64,53
3,6:21.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by A. Bradley),,66,53
3,6:07.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Ferguson),66,56
3,5:47.0,Turnover by B. Caboclo (bad pass; steal by R. Westbrook),,66,56
3,5:44.0,,R. Westbrook misses 2-pt jump shot from 19 ft,66,56
3,5:42.0,Defensive rebound by A. Bradley,,66,56
3,5:37.0,,Violation by Team (kicked ball),66,56
3,5:37.0,J. Carter enters the game for J. Valančiūnas,,66,56
3,5:37.0,J. Noah enters the game for D. Wright,,66,56
3,5:30.0,J. Noah misses 2-pt hook shot from 4 ft,,66,56
3,5:28.0,,Defensive rebound by S. Adams,66,56
3,5:18.0,,S. Adams makes 2-pt jump shot from 5 ft (assist by D. Schröder),66,58
3,4:58.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by J. Carter),,68,58
3,4:43.0,,A. Nader misses 2-pt layup from 1 ft,68,58
3,4:41.0,Defensive rebound by J. Holiday,,68,58
3,4:31.0,A. Bradley misses 2-pt layup from 3 ft (block by S. Adams),,68,58
3,4:31.0,,Defensive rebound by Team,68,58
3,4:31.0,C. Miles enters the game for B. Caboclo,,68,58
3,4:31.0,C. Parsons enters the game for J. Holiday,,68,58
3,4:31.0,,R. Felton enters the game for S. Adams,68,58
3,4:31.0,,M. Morris enters the game for D. Schröder,68,58
3,4:21.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by R. Westbrook),68,60
3,4:06.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Noah),,70,60
3,3:53.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Westbrook),70,63
3,3:26.0,Turnover by C. Parsons (bad pass),,70,63
3,3:26.0,,J. Grant enters the game for T. Ferguson,70,63
3,3:19.0,,A. Nader misses 3-pt jump shot from 22 ft,70,63
3,3:15.0,,Offensive rebound by J. Grant,70,63
3,3:15.0,,J. Grant misses 2-pt layup from 1 ft,70,63
3,3:15.0,Defensive rebound by J. Carter,,70,63
3,3:04.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Noah),,73,63
3,2:38.0,,R. Westbrook misses 3-pt jump shot from 23 ft,73,63
3,2:35.0,Defensive rebound by C. Parsons,,73,63
3,2:33.0,Shooting foul by R. Felton (drawn by J. Carter),,73,63
3,2:33.0,J. Carter makes free throw 1 of 2,,74,63
3,2:33.0,J. Carter makes free throw 2 of 2,,75,63
3,2:22.0,,Shooting foul by J. Noah (drawn by R. Felton),75,63
3,2:22.0,,R. Felton makes free throw 1 of 2,75,64
3,2:22.0,,D. Schröder enters the game for R. Westbrook,75,64
3,2:22.0,,R. Felton makes free throw 2 of 2,75,65
3,2:05.0,J. Noah misses 2-pt jump shot from 2 ft,,75,65
3,2:03.0,,Defensive rebound by D. Schröder,75,65
3,1:55.0,,M. Morris misses 2-pt jump shot from 19 ft,75,65
3,1:52.0,Defensive rebound by Team,,75,65
3,1:33.0,J. Carter misses 2-pt jump shot from 19 ft,,75,65
3,1:30.0,,Defensive rebound by J. Grant,75,65
3,1:27.0,,Shooting foul by C. Parsons (drawn by A. Nader),75,65
3,1:27.0,,A. Nader makes free throw 1 of 2,75,66
3,1:27.0,D. Wright enters the game for A. Bradley,,75,66
3,1:27.0,,A. Nader makes free throw 2 of 2,75,67
3,1:11.0,Turnover by J. Noah (traveling),,75,67
3,1:11.0,,Technical foul by D. Schröder,75,67
3,1:11.0,Technical foul by J. Noah,,75,67
3,1:11.0,J. Valančiūnas enters the game for J. Noah,,75,67
3,0:58.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Valančiūnas),75,67
3,0:56.0,Defensive rebound by Team,,75,67
3,0:33.0,D. Wright misses 2-pt layup from 2 ft,,75,67
3,0:32.0,,Defensive rebound by A. Nader,75,67
3,0:14.0,,D. Schröder misses 2-pt jump shot from 14 ft,75,67
3,0:11.0,Defensive rebound by C. Miles,,75,67
3,0:04.0,Personal foul by D. Schröder (drawn by J. Valančiūnas),,75,67
3,0:01.0,D. Wright misses 3-pt jump shot from 25 ft,,75,67
3,0:01.0,Offensive rebound by Team,,75,67
4,11:42.0,Shooting foul by M. Morris (drawn by C. Parsons),,75,67
4,11:42.0,C. Parsons makes free throw 1 of 2,,76,67
4,11:42.0,T. Dorsey enters the game for J. Carter,,76,67
4,11:42.0,C. Parsons misses free throw 2 of 2,,76,67
4,11:40.0,,Defensive rebound by M. Morris,76,67
4,11:29.0,,R. Felton makes 2-pt jump shot from 14 ft,76,69
4,11:15.0,Turnover by J. Valančiūnas (lost ball; steal by A. Nader),,76,69
4,11:12.0,,J. Grant makes 2-pt dunk from 2 ft (assist by D. Schröder),76,71
4,11:11.0,Memphis full timeout,,76,71
4,10:55.0,Personal foul by M. Morris (drawn by J. Valančiūnas),,76,71
4,10:47.0,Offensive foul by T. Dorsey (drawn by R. Felton),,76,71
4,10:47.0,Turnover by T. Dorsey (offensive foul),,76,71
4,10:38.0,,D. Schröder misses 3-pt jump shot from 28 ft,76,71
4,10:35.0,,Offensive rebound by J. Grant,76,71
4,10:35.0,,Personal foul by C. Parsons (drawn by J. Grant),76,71
4,10:35.0,A. Bradley enters the game for T. Dorsey,,76,71
4,10:27.0,,D. Schröder misses 2-pt jump shot from 7 ft,76,71
4,10:24.0,Defensive rebound by J. Valančiūnas,,76,71
4,10:18.0,A. Bradley makes 3-pt jump shot from 25 ft,,79,71
4,10:04.0,,Personal foul by C. Parsons (drawn by A. Nader),79,71
4,9:53.0,,D. Schröder makes 2-pt layup from 2 ft,79,73
4,9:38.0,Personal foul by R. Felton (drawn by C. Miles),,79,73
4,9:38.0,J. Holiday enters the game for C. Parsons,,79,73
4,9:35.0,Personal foul by M. Morris (drawn by J. Valančiūnas),,79,73
4,9:25.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by D. Wright),,81,73
4,9:10.0,,D. Schröder misses 2-pt jump shot from 17 ft,81,73
4,9:08.0,Defensive rebound by A. Bradley,,81,73
4,8:58.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by A. Bradley),,83,73
4,8:48.0,,Turnover by J. Grant (bad pass; steal by D. Wright),83,73
4,8:45.0,D. Wright misses 3-pt jump shot from 23 ft,,83,73
4,8:43.0,,Defensive rebound by J. Grant,83,73
4,8:32.0,,Offensive foul by A. Nader (drawn by C. Miles),83,73
4,8:32.0,,Turnover by A. Nader (offensive foul),83,73
4,8:32.0,,S. Adams enters the game for R. Felton,83,73
4,8:32.0,,T. Ferguson enters the game for M. Morris,83,73
4,8:32.0,,R. Westbrook enters the game for D. Schröder,83,73
4,8:17.0,J. Valančiūnas makes 2-pt hook shot from 5 ft,,85,73
4,7:58.0,,A. Nader misses 3-pt jump shot from 26 ft,85,73
4,7:55.0,,Offensive rebound by R. Westbrook,85,73
4,7:51.0,,A. Nader makes 3-pt jump shot from 27 ft (assist by J. Grant),85,76
4,7:35.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,87,76
4,7:12.0,,R. Westbrook misses 3-pt jump shot from 26 ft,87,76
4,7:08.0,,Offensive rebound by S. Adams,87,76
4,7:07.0,,Turnover by S. Adams (bad pass; steal by J. Holiday),87,76
4,7:01.0,J. Valančiūnas misses 2-pt layup from 2 ft,,87,76
4,7:00.0,,Defensive rebound by S. Adams,87,76
4,6:50.0,,J. Grant misses 2-pt layup from 1 ft,87,76
4,6:48.0,Defensive rebound by J. Valančiūnas,,87,76
4,6:35.0,J. Holiday misses 3-pt jump shot from 25 ft,,87,76
4,6:34.0,Offensive rebound by Team,,87,76
4,6:34.0,,Loose ball foul by J. Grant (drawn by J. Valančiūnas),87,76
4,6:34.0,J. Valančiūnas makes free throw 1 of 2,,88,76
4,6:34.0,B. Caboclo enters the game for C. Miles,,88,76
4,6:34.0,J. Carter enters the game for D. Wright,,88,76
4,6:34.0,,D. Schröder enters the game for A. Nader,88,76
4,6:34.0,J. Valančiūnas makes free throw 2 of 2,,89,76
4,6:23.0,,R. Westbrook makes 2-pt jump shot from 13 ft,89,78
4,6:08.0,Turnover by J. Holiday (bad pass; steal by T. Ferguson),,89,78
4,6:02.0,,J. Grant makes 2-pt layup from 1 ft (assist by D. Schröder),89,80
4,6:02.0,,Shooting foul by B. Caboclo (drawn by J. Grant),89,80
4,6:02.0,J. Noah enters the game for J. Valančiūnas,,89,80
4,6:02.0,,J. Grant makes free throw 1 of 1,89,81
