QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
1,2:02.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Morris),26,36
1,1:47.0,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),,29,36
1,1:34.0,,Turnover by J. Murray (bad pass; steal by S. Adams),29,36
1,1:23.0,P. George misses 2-pt jump shot from 10 ft,,29,36
1,1:20.0,Offensive rebound by S. Adams,,29,36
1,1:17.0,Personal foul by M. Morris (drawn by D. Schröder),,29,36
1,1:17.0,D. Schröder misses free throw 1 of 2,,29,36
1,1:17.0,Offensive rebound by Team,,29,36
1,1:17.0,N. Noel enters the game for S. Adams,,29,36
1,1:17.0,,J. Hernangómez enters the game for N. Jokić,29,36
1,1:17.0,D. Schröder misses free throw 2 of 2,,29,36
1,1:13.0,,Defensive rebound by J. Murray,29,36
1,0:59.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,29,36
1,0:57.0,,Offensive rebound by J. Murray,29,36
1,0:47.0,,M. Morris makes 3-pt jump shot from 25 ft,29,39
1,0:30.0,Turnover by D. Schröder (out of bounds lost ball),,29,39
1,0:12.0,,J. Murray misses 3-pt jump shot from 25 ft,29,39
1,0:08.0,,Offensive rebound by M. Beasley,29,39
1,0:08.0,,Turnover by M. Beasley (step out of bounds),29,39
1,0:02.0,P. George makes 3-pt jump shot from 24 ft,,32,39
1,0:00.0,,M. Morris misses 3-pt jump shot from 50 ft,32,39
1,0:00.0,,Offensive rebound by Team,32,39
2,11:36.0,H. Diallo misses 2-pt layup from 1 ft,,32,39
2,11:34.0,,Defensive rebound by J. Murray,32,39
2,11:21.0,,J. Murray makes 2-pt layup from 2 ft (assist by M. Beasley),32,41
2,11:07.0,N. Noel misses 2-pt jump shot from 18 ft,,32,41
2,11:04.0,Offensive rebound by P. Patterson,,32,41
2,11:03.0,Offensive foul by H. Diallo (drawn by J. Hernangómez),,32,41
2,11:03.0,Turnover by H. Diallo (offensive foul),,32,41
2,11:03.0,,N. Young enters the game for J. Hernangómez,32,41
2,10:52.0,Violation by Team (kicked ball),,32,41
2,10:41.0,,M. Beasley misses 3-pt jump shot from 25 ft,32,41
2,10:38.0,Defensive rebound by N. Noel,,32,41
2,10:30.0,D. Schröder misses 2-pt jump shot from 14 ft,,32,41
2,10:27.0,,Defensive rebound by J. Murray,32,41
2,10:25.0,,J. Murray misses 3-pt jump shot from 25 ft,32,41
2,10:25.0,Defensive rebound by D. Schröder,,32,41
2,10:20.0,Shooting foul by J. Murray (drawn by H. Diallo),,32,41
2,10:20.0,H. Diallo misses free throw 1 of 2,,32,41
2,10:20.0,Offensive rebound by Team,,32,41
2,10:20.0,H. Diallo misses free throw 2 of 2,,32,41
2,10:18.0,,Defensive rebound by J. Murray,32,41
2,10:04.0,,J. Murray misses 3-pt jump shot from 25 ft,32,41
2,10:00.0,Defensive rebound by N. Noel,,32,41
2,9:45.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Schröder),,35,41
2,9:29.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Lyles),35,44
2,9:16.0,D. Schröder misses 2-pt layup from 7 ft,,35,44
2,9:14.0,Offensive rebound by P. Patterson,,35,44
2,9:13.0,P. Patterson misses 2-pt layup from 1 ft,,35,44
2,9:11.0,,Defensive rebound by T. Lyles,35,44
2,9:09.0,,N. Young misses 3-pt jump shot from 26 ft,35,44
2,9:09.0,Defensive rebound by N. Noel,,35,44
2,9:00.0,Turnover by D. Schröder (bad pass; steal by M. Beasley),,35,44
2,8:51.0,,N. Young makes 3-pt jump shot from 25 ft (assist by M. Morris),35,47
2,8:48.0,Oklahoma City full timeout,,35,47
2,8:48.0,T. Ferguson enters the game for H. Diallo,,35,47
2,8:38.0,D. Schröder makes 2-pt layup from 2 ft,,37,47
2,8:38.0,Shooting foul by N. Young (drawn by D. Schröder),,37,47
2,8:38.0,R. Westbrook enters the game for Á. Abrines,,37,47
2,8:38.0,,T. Craig enters the game for J. Murray,37,47
2,8:38.0,D. Schröder misses free throw 1 of 1,,37,47
2,8:38.0,,Defensive rebound by M. Morris,37,47
2,8:21.0,,Turnover by M. Beasley (out of bounds lost ball),37,47
2,8:07.0,D. Schröder misses 2-pt layup from 4 ft,,37,47
2,8:06.0,,Defensive rebound by M. Beasley,37,47
2,8:00.0,,M. Beasley misses 3-pt jump shot from 25 ft,37,47
2,7:57.0,Defensive rebound by R. Westbrook,,37,47
2,7:52.0,Personal foul by M. Beasley (drawn by N. Noel),,37,47
2,7:52.0,Á. Abrines enters the game for N. Noel,,37,47
2,7:52.0,S. Adams enters the game for D. Schröder,,37,47
2,7:52.0,,M. Plumlee enters the game for N. Young,37,47
2,7:48.0,R. Westbrook makes 2-pt jump shot from 13 ft,,39,47
2,7:35.0,,T. Lyles misses 3-pt jump shot from 25 ft,39,47
2,7:32.0,Defensive rebound by R. Westbrook,,39,47
2,7:27.0,Shooting foul by T. Craig (drawn by R. Westbrook),,39,47
2,7:27.0,R. Westbrook makes free throw 1 of 2,,40,47
2,7:27.0,,N. Jokić enters the game for T. Lyles,40,47
2,7:27.0,R. Westbrook makes free throw 2 of 2,,41,47
2,7:04.0,,N. Jokić misses 3-pt jump shot from 25 ft,41,47
2,7:02.0,Defensive rebound by Team,,41,47
2,6:50.0,R. Westbrook misses 2-pt jump shot from 18 ft,,41,47
2,6:47.0,,Defensive rebound by N. Jokić,41,47
2,6:38.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by M. Morris),41,49
2,6:30.0,P. Patterson misses 3-pt jump shot from 23 ft,,41,49
2,6:29.0,,Defensive rebound by Team,41,49
2,6:29.0,Loose ball foul by R. Westbrook (drawn by M. Plumlee),,41,49
2,6:29.0,P. George enters the game for T. Ferguson,,41,49
2,6:29.0,J. Grant enters the game for P. Patterson,,41,49
2,6:29.0,,J. Hernangómez enters the game for M. Beasley,41,49
2,6:06.0,,N. Jokić makes 2-pt layup from 2 ft,41,51
2,5:54.0,P. George misses 3-pt jump shot from 23 ft,,41,51
2,5:50.0,Offensive rebound by R. Westbrook,,41,51
2,5:45.0,J. Grant misses 3-pt jump shot from 22 ft,,41,51
2,5:42.0,,Defensive rebound by J. Hernangómez,41,51
2,5:30.0,,Turnover by N. Jokić (bad pass; steal by R. Westbrook),41,51
2,5:26.0,Turnover by Á. Abrines (step out of bounds),,41,51
2,5:26.0,,J. Murray enters the game for M. Morris,41,51
2,5:06.0,,J. Murray makes 2-pt jump shot from 14 ft,41,53
2,4:42.0,S. Adams misses 2-pt hook shot from 4 ft,,41,53
2,4:41.0,Offensive rebound by S. Adams,,41,53
2,4:37.0,Shooting foul by J. Hernangómez (drawn by P. George),,41,53
2,4:37.0,P. George makes free throw 1 of 2,,42,53
2,4:37.0,P. George misses free throw 2 of 2,,42,53
2,4:35.0,,Defensive rebound by N. Jokić,42,53
2,4:29.0,,Personal foul by P. George (drawn by J. Murray),42,53
2,4:15.0,,M. Plumlee misses 2-pt hook shot from 5 ft,42,53
2,4:14.0,Defensive rebound by R. Westbrook,,42,53
2,4:10.0,R. Westbrook makes 2-pt layup from 1 ft,,44,53
2,3:52.0,,T. Craig misses 3-pt jump shot from 27 ft,44,53
2,3:49.0,Defensive rebound by S. Adams,,44,53
2,3:38.0,Shooting foul by M. Plumlee (drawn by J. Grant),,44,53
2,3:38.0,J. Grant makes free throw 1 of 2,,45,53
2,3:38.0,D. Schröder enters the game for Á. Abrines,,45,53
2,3:38.0,,T. Lyles enters the game for M. Plumlee,45,53
2,3:38.0,J. Grant makes free throw 2 of 2,,46,53
2,3:23.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Hernangómez),46,55
2,3:09.0,R. Westbrook makes 2-pt layup from 1 ft,,48,55
2,2:54.0,,J. Murray makes 2-pt jump shot from 17 ft,48,57
2,2:38.0,P. George misses 2-pt layup from 2 ft,,48,57
2,2:34.0,Offensive rebound by S. Adams,,48,57
2,2:34.0,S. Adams misses 2-pt layup at rim,,48,57
2,2:33.0,Offensive rebound by S. Adams,,48,57
2,2:33.0,S. Adams misses 2-pt layup from 1 ft,,48,57
2,2:33.0,Offensive rebound by Team,,48,57
2,2:33.0,,Technical foul by B. Donovan,48,57
2,2:33.0,,Denver full timeout,48,57
2,2:33.0,,J. Murray makes technical free throw,48,58
2,2:26.0,P. George misses 2-pt jump shot from 16 ft,,48,58
2,2:23.0,,Defensive rebound by T. Lyles,48,58
2,2:02.0,,Turnover by N. Jokić (out of bounds lost ball),48,58
2,1:54.0,D. Schröder misses 3-pt jump shot from 25 ft,,48,58
2,1:51.0,,Defensive rebound by T. Lyles,48,58
2,1:45.0,,Turnover by J. Murray (bad pass),48,58
2,1:32.0,J. Grant makes 2-pt jump shot from 4 ft (assist by R. Westbrook),,50,58
2,1:19.0,,Turnover by T. Lyles (lost ball; steal by R. Westbrook),50,58
2,1:13.0,P. George makes 2-pt jump shot from 18 ft,,52,58
2,0:58.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),52,60
2,0:47.0,P. George misses 2-pt layup from 4 ft,,52,60
2,0:47.0,,Defensive rebound by Team,52,60
2,0:34.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,52,60
2,0:31.0,,Offensive rebound by J. Murray,52,60
2,0:19.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,52,60
2,0:14.0,Defensive rebound by R. Westbrook,,52,60
2,0:14.0,,M. Beasley enters the game for J. Hernangómez,52,60
2,0:00.0,Turnover by P. George (bad pass; steal by N. Jokić),,52,60
3,11:41.0,J. Grant misses 2-pt layup from 2 ft,,52,60
3,11:40.0,,Defensive rebound by N. Jokić,52,60
3,11:40.0,,Turnover by N. Jokić (out of bounds lost ball),52,60
3,11:31.0,Def 3 sec tech foul by Team,,52,60
3,11:31.0,P. George makes technical free throw,,53,60
3,11:23.0,Turnover by P. George (bad pass; steal by N. Jokić),,53,60
3,11:20.0,,M. Plumlee misses 2-pt layup from 2 ft (block by R. Westbrook),53,60
3,11:16.0,Defensive rebound by R. Westbrook,,53,60
3,11:11.0,R. Westbrook misses 2-pt layup from 2 ft,,53,60
3,11:09.0,,Defensive rebound by N. Jokić,53,60
3,10:52.0,,N. Jokić misses 3-pt jump shot from 25 ft,53,60
3,10:49.0,Defensive rebound by R. Westbrook,,53,60
3,10:39.0,S. Adams makes 2-pt hook shot from 2 ft,,55,60
3,10:24.0,,Offensive foul by J. Murray (drawn by T. Ferguson),55,60
3,10:24.0,,Turnover by J. Murray (offensive foul),55,60
3,10:11.0,J. Grant misses 2-pt layup from 3 ft (block by M. Plumlee),,55,60
3,10:09.0,,Defensive rebound by N. Jokić,55,60
3,10:06.0,,Turnover by N. Jokić (lost ball; steal by J. Grant),55,60
3,9:54.0,R. Westbrook misses 3-pt jump shot from 27 ft,,55,60
3,9:54.0,Offensive rebound by S. Adams,,55,60
3,9:50.0,,Denver full timeout,55,60
3,9:42.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,57,60
3,9:17.0,,M. Plumlee misses 2-pt jump shot from 4 ft,57,60
3,9:15.0,Defensive rebound by Team,,57,60
3,9:15.0,,Loose ball foul by M. Plumlee (drawn by J. Grant),57,60
3,9:15.0,,T. Lyles enters the game for M. Plumlee,57,60
3,9:04.0,J. Grant misses 3-pt jump shot from 26 ft,,57,60
3,9:01.0,,Defensive rebound by J. Hernangómez,57,60
3,8:50.0,,Personal foul by P. George (drawn by N. Jokić),57,60
3,8:39.0,,Turnover by N. Jokić (bad pass; steal by R. Westbrook),57,60
3,8:36.0,Clear path foul by J. Murray,,57,60
3,8:36.0,T. Ferguson misses clear path free throw 1 of 2,,57,60
3,8:36.0,Offensive rebound by Team,,57,60
3,8:36.0,T. Ferguson misses clear path free throw 2 of 2,,57,60
3,8:36.0,Offensive rebound by Team,,57,60
3,8:25.0,P. George misses 2-pt jump shot from 18 ft,,57,60
3,8:22.0,,Defensive rebound by N. Jokić,57,60
3,8:13.0,,Personal foul by S. Adams (drawn by N. Jokić),57,60
3,8:12.0,,Personal foul by T. Ferguson (drawn by J. Murray),57,60
3,8:12.0,,Turnover by T. Craig (bad pass),57,60
3,8:01.0,Turnover by J. Grant (bad pass; steal by N. Jokić),,57,60
3,7:41.0,,T. Craig makes 2-pt dunk at rim (assist by N. Jokić),57,62
3,7:34.0,P. George makes 2-pt layup from 2 ft,,59,62
3,7:17.0,,Shooting foul by S. Adams (drawn by N. Jokić),59,62
3,7:17.0,,N. Jokić makes free throw 1 of 2,59,63
3,7:17.0,,N. Jokić makes free throw 2 of 2,59,64
3,7:06.0,J. Grant misses 2-pt layup from 4 ft (block by T. Lyles),,59,64
3,7:06.0,Offensive rebound by J. Grant,,59,64
3,7:02.0,J. Grant makes 2-pt dunk from 3 ft,,61,64
3,6:48.0,,T. Lyles misses 3-pt jump shot from 24 ft,61,64
3,6:46.0,Defensive rebound by R. Westbrook,,61,64
3,6:37.0,R. Westbrook misses 2-pt layup from 4 ft (block by T. Craig),,61,64
3,6:35.0,,Defensive rebound by T. Lyles,61,64
3,6:31.0,,J. Murray makes 2-pt layup from 1 ft (assist by T. Lyles),61,66
3,6:21.0,P. George makes 3-pt jump shot from 25 ft,,64,66
3,6:02.0,,N. Jokić misses 2-pt jump shot from 16 ft,64,66
3,6:00.0,Defensive rebound by R. Westbrook,,64,66
3,5:56.0,Turnover by R. Westbrook (bad pass),,64,66
3,5:56.0,D. Schröder enters the game for T. Ferguson,,64,66
3,5:41.0,,Turnover by J. Murray (step out of bounds),64,66
3,5:31.0,R. Westbrook misses 3-pt jump shot from 25 ft,,64,66
3,5:28.0,,Defensive rebound by N. Jokić,64,66
3,5:21.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by N. Jokić),64,68
3,4:52.0,S. Adams misses 2-pt hook shot from 4 ft,,64,68
3,4:50.0,,Defensive rebound by N. Jokić,64,68
3,4:43.0,,T. Lyles misses 3-pt jump shot from 25 ft,64,68
3,4:40.0,Defensive rebound by R. Westbrook,,64,68
3,4:35.0,R. Westbrook misses 2-pt jump shot from 16 ft,,64,68
3,4:31.0,,Defensive rebound by J. Murray,64,68
3,4:17.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by T. Craig),64,71
3,4:06.0,P. George makes 2-pt layup from 1 ft,,66,71
3,4:06.0,Shooting foul by J. Hernangómez (drawn by P. George),,66,71
3,4:06.0,N. Noel enters the game for S. Adams,,66,71
3,4:06.0,,M. Morris enters the game for J. Murray,66,71
3,4:06.0,P. George makes free throw 1 of 1,,67,71
3,3:55.0,,Personal foul by N. Noel (drawn by N. Jokić),67,71
3,3:55.0,,N. Jokić makes free throw 1 of 2,67,72
3,3:55.0,,N. Jokić makes free throw 2 of 2,67,73
3,3:41.0,Turnover by R. Westbrook (bad pass),,67,73
3,3:41.0,T. Ferguson enters the game for J. Grant,,67,73
3,3:26.0,,M. Morris misses 2-pt layup from 2 ft,67,73
3,3:24.0,Defensive rebound by N. Noel,,67,73
3,3:14.0,Shooting foul by N. Jokić (drawn by D. Schröder),,67,73
3,3:14.0,D. Schröder makes free throw 1 of 2,,68,73
3,3:14.0,D. Schröder makes free throw 2 of 2,,69,73
3,2:55.0,,N. Jokić makes 2-pt hook shot from 4 ft,69,75
3,2:42.0,P. George makes 2-pt dunk from 2 ft (assist by R. Westbrook),,71,75
3,2:31.0,,Personal foul by T. Ferguson (drawn by J. Hernangómez),71,75
3,2:31.0,Oklahoma City full timeout,,71,75
3,2:31.0,Á. Abrines enters the game for R. Westbrook,,71,75
3,2:31.0,,J. Hernangómez makes free throw 1 of 2,71,76
3,2:31.0,,M. Beasley enters the game for T. Craig,71,76
3,2:31.0,,J. Hernangómez makes free throw 2 of 2,71,77
3,2:31.0,S. Adams enters the game for N. Noel,,71,77
3,2:08.0,D. Schröder misses 2-pt layup from 3 ft,,71,77
3,2:06.0,,Defensive rebound by N. Jokić,71,77
3,2:00.0,,M. Beasley misses 2-pt layup from 2 ft,71,77
3,1:56.0,,Offensive rebound by T. Lyles,71,77
3,1:56.0,,T. Lyles makes 2-pt layup at rim,71,79
3,1:44.0,D. Schröder misses 2-pt jump shot from 16 ft,,71,79
3,1:40.0,,Defensive rebound by J. Hernangómez,71,79
3,1:22.0,,M. Morris misses 3-pt jump shot from 24 ft,71,79
3,1:19.0,,Offensive rebound by N. Jokić,71,79
3,1:18.0,,N. Jokić makes 2-pt layup from 1 ft,71,81
3,1:05.0,P. George makes 2-pt layup from 2 ft,,73,81
3,0:37.0,,M. Beasley misses 3-pt jump shot from 26 ft,73,81
3,0:34.0,,Offensive rebound by N. Jokić,73,81
3,0:32.0,,Turnover by N. Jokić (back court),73,81
3,0:23.0,P. George makes 3-pt jump shot from 27 ft,,76,81
3,0:03.0,,M. Morris misses 2-pt layup from 2 ft,76,81
3,0:03.0,,Offensive rebound by T. Lyles,76,81
3,0:03.0,,Shooting foul by S. Adams (drawn by T. Lyles),76,81
3,0:03.0,,T. Lyles makes free throw 1 of 2,76,82
3,0:03.0,,T. Craig enters the game for J. Hernangómez,76,82
3,0:03.0,,T. Welsh enters the game for N. Jokić,76,82
3,0:03.0,,T. Lyles misses free throw 2 of 2,76,82
3,0:03.0,Defensive rebound by Team,,76,82
3,0:00.0,D. Schröder misses 2-pt jump shot from 24 ft,,76,82
3,0:00.0,Offensive rebound by Team,,76,82
4,11:49.0,,M. Plumlee misses 2-pt layup from 2 ft (block by N. Noel),76,82
4,11:49.0,,Offensive rebound by Team,76,82
4,11:47.0,,M. Beasley misses 3-pt jump shot from 25 ft,76,82
4,11:44.0,Defensive rebound by N. Noel,,76,82
4,11:26.0,P. George makes 2-pt layup from 3 ft,,78,82
4,11:05.0,,M. Plumlee makes 2-pt hook shot from 3 ft,78,84
4,10:49.0,P. George misses 2-pt jump shot from 18 ft,,78,84
4,10:47.0,,Defensive rebound by M. Morris,78,84
4,10:35.0,,M. Morris makes 2-pt jump shot from 15 ft,78,86
4,10:12.0,P. George makes 2-pt layup from 2 ft (assist by D. Schröder),,80,86
4,9:50.0,,T. Lyles makes 2-pt layup from 3 ft (assist by M. Morris),80,88
4,9:36.0,Shooting foul by T. Lyles (drawn by D. Schröder),,80,88
4,9:36.0,D. Schröder makes free throw 1 of 2,,81,88
4,9:36.0,R. Westbrook enters the game for P. George,,81,88
4,9:36.0,D. Schröder makes free throw 2 of 2,,82,88
4,9:13.0,,Turnover by T. Lyles (lost ball; steal by T. Ferguson),82,88
4,9:08.0,D. Schröder misses 2-pt layup from 2 ft (block by M. Plumlee),,82,88
4,9:05.0,,Defensive rebound by M. Morris,82,88
4,9:01.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by M. Morris),82,90
4,8:50.0,Personal foul by N. Young (drawn by Á. Abrines),,82,90
4,8:50.0,S. Adams enters the game for N. Noel,,82,90
4,8:50.0,J. Grant enters the game for D. Schröder,,82,90
4,8:39.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,84,90
4,8:17.0,,T. Lyles misses 2-pt jump shot from 9 ft,84,90
4,8:13.0,,Offensive rebound by M. Plumlee,84,90
4,8:10.0,,M. Morris misses 3-pt jump shot from 25 ft,84,90
4,8:08.0,Defensive rebound by R. Westbrook,,84,90
4,8:05.0,Personal foul by M. Plumlee (drawn by S. Adams),,84,90
4,8:05.0,,T. Craig enters the game for M. Beasley,84,90
4,7:59.0,S. Adams misses 2-pt layup from 3 ft (block by T. Lyles),,84,90
4,7:55.0,Offensive rebound by J. Grant,,84,90
4,7:52.0,Á. Abrines misses 3-pt jump shot from 25 ft,,84,90
4,7:48.0,,Defensive rebound by M. Plumlee,84,90
4,7:39.0,,T. Lyles misses 3-pt jump shot from 24 ft,84,90
4,7:34.0,,Offensive rebound by M. Plumlee,84,90
4,7:32.0,,N. Young makes 3-pt jump shot from 24 ft (assist by M. Morris),84,93
4,7:30.0,Oklahoma City full timeout,,84,93
4,7:30.0,P. George enters the game for T. Ferguson,,84,93
4,7:30.0,,J. Murray enters the game for M. Morris,84,93
4,7:19.0,Turnover by R. Westbrook (bad pass; steal by M. Plumlee),,84,93
4,7:05.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by T. Craig),84,95
4,6:51.0,S. Adams makes 2-pt hook shot from 6 ft (assist by P. George),,86,95
4,6:32.0,,J. Murray misses 2-pt jump shot from 20 ft,86,95
4,6:29.0,Defensive rebound by R. Westbrook,,86,95
4,6:23.0,P. George misses 2-pt jump shot from 11 ft,,86,95
4,6:20.0,Offensive rebound by P. George,,86,95
4,6:17.0,P. George misses 2-pt jump shot from 4 ft,,86,95
4,6:17.0,Offensive rebound by P. George,,86,95
4,6:17.0,Personal foul by T. Craig (drawn by P. George),,86,95
4,6:17.0,D. Schröder enters the game for Á. Abrines,,86,95
4,6:17.0,,M. Morris enters the game for N. Young,86,95
4,6:11.0,Shooting foul by M. Plumlee (drawn by S. Adams),,86,95
4,6:11.0,,N. Jokić enters the game for M. Plumlee,86,95
4,6:11.0,S. Adams misses free throw 1 of 2,,86,95
4,6:11.0,Offensive rebound by Team,,86,95
4,6:11.0,S. Adams makes free throw 2 of 2,,87,95
4,6:03.0,,Personal foul by D. Schröder (drawn by M. Morris),87,95
4,5:47.0,,J. Murray makes 2-pt jump shot from 7 ft,87,97
4,5:31.0,J. Grant misses 2-pt jump shot from 6 ft,,87,97
4,5:28.0,Offensive rebound by P. George,,87,97
4,5:28.0,P. George makes 2-pt layup from 1 ft,,89,97
4,5:10.0,,J. Murray makes 2-pt jump shot from 4 ft (assist by N. Jokić),89,99
