QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
2,3:51.0,Turnover by A. Gordon (offensive foul),,41,48
2,3:51.0,E. Fournier enters the game for T. Ross,,41,48
2,3:38.0,,L. Kennard makes 3-pt jump shot from 26 ft,41,51
2,3:27.0,Shooting foul by R. Jackson (drawn by D. Augustin),,41,51
2,3:27.0,D. Augustin misses free throw 1 of 2,,41,51
2,3:27.0,Offensive rebound by Team,,41,51
2,3:27.0,D. Augustin makes free throw 2 of 2,,42,51
2,3:09.0,,L. Kennard misses 2-pt jump shot from 8 ft,42,51
2,3:08.0,,Offensive rebound by A. Drummond,42,51
2,3:07.0,,A. Drummond makes 2-pt dunk from 1 ft,42,53
2,3:02.0,Orlando full timeout,,42,53
2,3:02.0,T. Ross enters the game for J. Isaac,,42,53
2,2:52.0,Turnover by D. Augustin (bad pass; steal by W. Ellington),,42,53
2,2:49.0,,Shooting foul by E. Fournier (drawn by R. Jackson),42,53
2,2:49.0,,R. Jackson misses free throw 1 of 2,42,53
2,2:49.0,,Offensive rebound by Team,42,53
2,2:49.0,,R. Jackson makes free throw 2 of 2,42,54
2,2:27.0,Turnover by N. Vučević (bad pass; steal by R. Jackson),,42,54
2,2:02.0,,W. Ellington misses 3-pt jump shot from 27 ft,42,54
2,2:00.0,,Offensive rebound by A. Drummond,42,54
2,1:49.0,,R. Jackson misses 2-pt layup from 2 ft,42,54
2,1:47.0,Defensive rebound by D. Augustin,,42,54
2,1:43.0,D. Augustin makes 2-pt layup from 1 ft,,44,54
2,1:29.0,,W. Ellington misses 3-pt jump shot from 23 ft,44,54
2,1:27.0,Defensive rebound by N. Vučević,,44,54
2,1:17.0,T. Ross misses 3-pt jump shot from 29 ft,,44,54
2,1:14.0,,Defensive rebound by A. Drummond,44,54
2,0:56.0,,W. Ellington misses 2-pt layup from 6 ft (block by D. Augustin),44,54
2,0:56.0,,Offensive rebound by Team,44,54
2,0:54.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by R. Jackson),44,57
2,0:43.0,N. Vučević misses 3-pt jump shot from 25 ft,,44,57
2,0:39.0,,Defensive rebound by B. Griffin,44,57
2,0:39.0,,Turnover by B. Griffin (bad pass),44,57
2,0:26.0,E. Fournier misses 3-pt jump shot from 24 ft,,44,57
2,0:24.0,Offensive rebound by T. Ross,,44,57
2,0:22.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,46,57
2,0:02.0,,B. Griffin makes 3-pt jump shot from 27 ft,46,60
3,11:45.0,J. Isaac misses 2-pt layup from 3 ft (block by A. Drummond),,46,60
3,11:45.0,Offensive rebound by J. Isaac,,46,60
3,11:39.0,J. Isaac misses 2-pt layup from 2 ft (block by A. Drummond),,46,60
3,11:39.0,Offensive rebound by D. Augustin,,46,60
3,11:30.0,D. Augustin makes 2-pt layup from 1 ft,,48,60
3,11:13.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by R. Jackson),48,63
3,10:55.0,Turnover by E. Fournier (bad pass; steal by A. Drummond),,48,63
3,10:47.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by A. Drummond),48,66
3,10:31.0,J. Isaac misses 3-pt jump shot from 24 ft,,48,66
3,10:24.0,Offensive rebound by N. Vučević,,48,66
3,10:24.0,N. Vučević makes 2-pt layup from 1 ft,,50,66
3,10:11.0,Violation by Team (kicked ball),,50,66
3,9:58.0,,R. Jackson misses 2-pt layup from 2 ft,50,66
3,9:56.0,Defensive rebound by N. Vučević,,50,66
3,9:43.0,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),,52,66
3,9:25.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by A. Drummond),52,69
3,9:07.0,N. Vučević misses 2-pt layup from 1 ft,,52,69
3,9:07.0,,Defensive rebound by Team,52,69
3,9:07.0,Loose ball foul by N. Vučević (drawn by B. Griffin),,52,69
3,8:52.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by R. Jackson),52,72
3,8:52.0,Orlando full timeout,,52,72
3,8:34.0,D. Augustin misses 3-pt jump shot from 23 ft (block by B. Brown),,52,72
3,8:32.0,Offensive rebound by Team,,52,72
3,8:29.0,Turnover by D. Augustin (bad pass; steal by B. Brown),,52,72
3,8:12.0,,B. Griffin makes 2-pt layup from 1 ft,52,74
3,8:12.0,,Shooting foul by A. Gordon (drawn by B. Griffin),52,74
3,8:12.0,,B. Griffin makes free throw 1 of 1,52,75
3,7:56.0,N. Vučević makes 2-pt hook shot from 8 ft,,54,75
3,7:39.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),54,77
3,7:22.0,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),,56,77
3,7:06.0,,B. Griffin misses 3-pt jump shot from 25 ft,56,77
3,7:04.0,Defensive rebound by N. Vučević,,56,77
3,6:56.0,A. Gordon misses 3-pt jump shot from 23 ft,,56,77
3,6:53.0,,Defensive rebound by B. Griffin,56,77
3,6:47.0,,R. Jackson misses 3-pt jump shot from 25 ft,56,77
3,6:45.0,Defensive rebound by N. Vučević,,56,77
3,6:37.0,Shooting foul by A. Drummond (drawn by A. Gordon),,56,77
3,6:37.0,A. Gordon makes free throw 1 of 2,,57,77
3,6:37.0,A. Gordon makes free throw 2 of 2,,58,77
3,6:22.0,,B. Griffin makes 2-pt hook shot from 2 ft,58,79
3,6:07.0,A. Gordon misses 3-pt jump shot from 23 ft,,58,79
3,6:07.0,,Defensive rebound by R. Jackson,58,79
3,5:56.0,,R. Jackson misses 3-pt jump shot from 26 ft,58,79
3,5:53.0,Defensive rebound by A. Gordon,,58,79
3,5:52.0,Shooting foul by B. Griffin (drawn by A. Gordon),,58,79
3,5:52.0,A. Gordon makes free throw 1 of 2,,59,79
3,5:52.0,W. Iwundu enters the game for J. Isaac,,59,79
3,5:52.0,A. Gordon makes free throw 2 of 2,,60,79
3,5:44.0,,Offensive foul by A. Drummond (drawn by A. Gordon),60,79
3,5:44.0,,Turnover by A. Drummond (offensive foul),60,79
3,5:34.0,Personal foul by W. Ellington (drawn by E. Fournier),,60,79
3,5:28.0,E. Fournier misses 3-pt jump shot from 27 ft,,60,79
3,5:25.0,,Defensive rebound by A. Drummond,60,79
3,5:08.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Griffin),60,82
3,4:54.0,Turnover by N. Vučević (bad pass; steal by W. Ellington),,60,82
3,4:49.0,,W. Ellington makes 2-pt jump shot from 4 ft,60,84
3,4:28.0,Turnover by E. Fournier (lost ball; steal by B. Griffin),,60,84
3,4:24.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Brown),60,86
3,4:24.0,,Shooting foul by D. Augustin (drawn by A. Drummond),60,86
3,4:24.0,Orlando full timeout,,60,86
3,4:24.0,T. Ross enters the game for E. Fournier,,60,86
3,4:24.0,,L. Galloway enters the game for B. Brown,60,86
3,4:24.0,,I. Smith enters the game for R. Jackson,60,86
3,4:24.0,,A. Drummond misses free throw 1 of 1,60,86
3,4:21.0,Defensive rebound by N. Vučević,,60,86
3,4:11.0,A. Gordon makes 2-pt layup from 1 ft (assist by D. Augustin),,62,86
3,4:11.0,Shooting foul by B. Griffin (drawn by A. Gordon),,62,86
3,4:11.0,A. Gordon makes free throw 1 of 1,,63,86
3,3:51.0,,I. Smith misses 3-pt jump shot from 25 ft,63,86
3,3:49.0,,Offensive rebound by B. Griffin,63,86
3,3:43.0,Violation by Team (kicked ball),,63,86
3,3:34.0,,B. Griffin misses 3-pt jump shot from 25 ft,63,86
3,3:31.0,Defensive rebound by W. Iwundu,,63,86
3,3:22.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by A. Gordon),,66,86
3,3:07.0,,W. Ellington misses 3-pt jump shot from 26 ft,66,86
3,3:05.0,Defensive rebound by N. Vučević,,66,86
3,2:55.0,A. Gordon misses 3-pt jump shot from 27 ft,,66,86
3,2:51.0,,Defensive rebound by I. Smith,66,86
3,2:37.0,,B. Griffin misses 2-pt layup from 1 ft,66,86
3,2:34.0,Defensive rebound by A. Gordon,,66,86
3,2:32.0,D. Augustin misses 2-pt layup from 3 ft,,66,86
3,2:30.0,,Defensive rebound by A. Drummond,66,86
3,2:21.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Griffin),66,89
3,2:19.0,Turnover by N. Vučević (inbound),,66,89
3,2:19.0,K. Birch enters the game for D. Augustin,,66,89
3,2:19.0,M. Carter-Williams enters the game for A. Gordon,,66,89
3,2:19.0,J. Isaac enters the game for N. Vučević,,66,89
3,2:19.0,,L. Kennard enters the game for W. Ellington,66,89
3,2:19.0,,T. Maker enters the game for B. Griffin,66,89
3,2:01.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),66,92
3,1:44.0,W. Iwundu makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,69,92
3,1:21.0,,L. Galloway misses 3-pt jump shot from 26 ft,69,92
3,1:19.0,Defensive rebound by K. Birch,,69,92
3,1:18.0,Shooting foul by A. Drummond (drawn by W. Iwundu),,69,92
3,1:18.0,W. Iwundu makes free throw 1 of 2,,70,92
3,1:18.0,W. Iwundu makes free throw 2 of 2,,71,92
3,1:03.0,,L. Galloway misses 3-pt jump shot from 24 ft,71,92
3,1:03.0,,Offensive rebound by A. Drummond,71,92
3,1:03.0,,Shooting foul by M. Carter-Williams (drawn by A. Drummond),71,92
3,1:03.0,,A. Drummond misses free throw 1 of 2,71,92
3,1:03.0,,Offensive rebound by Team,71,92
3,1:03.0,,A. Drummond misses free throw 2 of 2,71,92
3,1:01.0,Defensive rebound by W. Iwundu,,71,92
3,0:49.0,J. Isaac misses 3-pt jump shot from 29 ft,,71,92
3,0:46.0,,Defensive rebound by T. Maker,71,92
3,0:30.0,,L. Galloway misses 2-pt layup from 2 ft (block by K. Birch),71,92
3,0:28.0,,Offensive rebound by A. Drummond,71,92
3,0:28.0,,A. Drummond makes 2-pt hook shot from 5 ft,71,94
3,0:10.0,T. Ross misses 2-pt jump shot from 21 ft,,71,94
3,0:08.0,Offensive rebound by Team,,71,94
3,0:01.0,J. Isaac misses 3-pt jump shot from 24 ft,,71,94
3,0:01.0,Offensive rebound by Team,,71,94
4,11:43.0,,I. Smith makes 2-pt jump shot from 10 ft,71,96
4,11:28.0,E. Fournier makes 2-pt layup from 2 ft,,73,96
4,11:08.0,,I. Smith misses 2-pt jump shot from 15 ft,73,96
4,11:08.0,Defensive rebound by K. Birch,,73,96
4,10:59.0,K. Birch makes 2-pt dunk from 2 ft (assist by T. Ross),,75,96
4,10:45.0,,Shooting foul by K. Birch (drawn by Z. Pachulia),75,96
4,10:45.0,,Z. Pachulia makes free throw 1 of 2,75,97
4,10:45.0,,Z. Pachulia misses free throw 2 of 2,75,97
4,10:43.0,Defensive rebound by J. Isaac,,75,97
4,10:30.0,E. Fournier makes 2-pt layup from 3 ft,,77,97
4,10:30.0,Shooting foul by I. Smith (drawn by E. Fournier),,77,97
4,10:30.0,E. Fournier misses free throw 1 of 1,,77,97
4,10:28.0,,Defensive rebound by T. Maker,77,97
4,10:05.0,,Turnover by Team (shot clock),77,97
4,9:50.0,K. Birch makes 2-pt layup from 2 ft,,79,97
4,9:50.0,Shooting foul by I. Smith (drawn by K. Birch),,79,97
4,9:50.0,K. Birch makes free throw 1 of 1,,80,97
4,9:37.0,,L. Kennard misses 2-pt jump shot from 4 ft,80,97
4,9:37.0,Defensive rebound by Team,,80,97
4,9:22.0,E. Fournier misses 3-pt jump shot from 25 ft,,80,97
4,9:19.0,,Defensive rebound by I. Smith,80,97
4,9:06.0,,T. Maker makes 2-pt hook shot from 4 ft (assist by L. Galloway),80,99
4,8:52.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,83,99
4,8:35.0,Flagrant foul type 1 by Z. Pachulia (drawn by K. Birch),,83,99
4,8:35.0,,Turnover by Z. Pachulia (turnover),83,99
4,8:35.0,K. Birch misses flagrant free throw 1 of 2,,83,99
4,8:35.0,Offensive rebound by Team,,83,99
4,8:35.0,K. Birch misses flagrant free throw 2 of 2,,83,99
4,8:35.0,Offensive rebound by Team,,83,99
4,8:35.0,,A. Drummond enters the game for T. Maker,83,99
4,8:35.0,,B. Griffin enters the game for Z. Pachulia,83,99
4,8:28.0,E. Fournier misses 2-pt jump shot from 23 ft,,83,99
4,8:23.0,,Defensive rebound by B. Griffin,83,99
4,8:19.0,,Shooting foul by J. Isaac (drawn by B. Griffin),83,99
4,8:19.0,A. Gordon enters the game for K. Birch,,83,99
4,8:19.0,N. Vučević enters the game for J. Isaac,,83,99
4,8:19.0,,B. Griffin makes free throw 1 of 2,83,100
4,8:19.0,,B. Griffin misses free throw 2 of 2,83,100
4,8:18.0,,Offensive rebound by A. Drummond,83,100
4,8:17.0,,A. Drummond makes 2-pt layup at rim,83,102
4,8:05.0,Personal foul by L. Kennard (drawn by E. Fournier),,83,102
4,7:54.0,N. Vučević misses 2-pt jump shot from 20 ft,,83,102
4,7:45.0,Offensive rebound by M. Carter-Williams,,83,102
4,7:44.0,M. Carter-Williams misses 2-pt hook shot from 4 ft,,83,102
4,7:38.0,,Defensive rebound by B. Griffin,83,102
4,7:31.0,,B. Griffin makes 2-pt layup from 2 ft,83,104
4,7:10.0,E. Fournier misses 3-pt jump shot from 24 ft,,83,104
4,7:05.0,,Defensive rebound by A. Drummond,83,104
4,6:50.0,,I. Smith misses 2-pt jump shot from 6 ft,83,104
4,6:50.0,,Offensive rebound by A. Drummond,83,104
4,6:50.0,,A. Drummond makes 2-pt layup at rim,83,106
4,6:50.0,Orlando full timeout,,83,106
4,6:50.0,D. Augustin enters the game for M. Carter-Williams,,83,106
4,6:50.0,W. Iwundu enters the game for E. Fournier,,83,106
4,6:50.0,,W. Ellington enters the game for L. Kennard,83,106
4,6:33.0,N. Vučević misses 2-pt jump shot from 19 ft,,83,106
4,6:30.0,,Defensive rebound by B. Griffin,83,106
4,6:20.0,,Turnover by B. Griffin (bad pass; steal by N. Vučević),83,106
4,6:09.0,D. Augustin makes 2-pt layup from 2 ft (assist by T. Ross),,85,106
4,5:48.0,,I. Smith makes 2-pt jump shot from 16 ft,85,108
4,5:34.0,Turnover by N. Vučević (offensive foul),,85,108
4,5:34.0,Offensive foul by N. Vučević (drawn by B. Griffin),,85,108
4,5:22.0,,A. Drummond misses 2-pt layup from 3 ft,85,108
4,5:20.0,,Offensive rebound by A. Drummond,85,108
4,5:18.0,,Turnover by A. Drummond (lost ball; steal by A. Gordon),85,108
4,5:07.0,N. Vučević makes 2-pt layup from 3 ft (assist by W. Iwundu),,87,108
4,4:38.0,,B. Griffin misses 2-pt jump shot from 5 ft,87,108
4,4:37.0,,Offensive rebound by B. Griffin,87,108
4,4:37.0,,B. Griffin misses 2-pt layup at rim,87,108
4,4:36.0,Defensive rebound by N. Vučević,,87,108
4,4:31.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,89,108
4,4:31.0,,Detroit full timeout,89,108
4,4:20.0,,Shooting foul by N. Vučević (drawn by L. Galloway),89,108
4,4:20.0,,L. Galloway makes free throw 1 of 2,89,109
4,4:20.0,,L. Galloway makes free throw 2 of 2,89,110
4,4:10.0,Personal foul by B. Griffin (drawn by A. Gordon),,89,110
4,4:00.0,A. Gordon makes 2-pt jump shot from 20 ft,,91,110
4,3:33.0,,I. Smith misses 3-pt jump shot from 26 ft,91,110
4,3:30.0,Defensive rebound by T. Ross,,91,110
4,3:24.0,T. Ross makes 2-pt dunk from 3 ft,,93,110
4,2:58.0,,W. Ellington misses 3-pt jump shot from 23 ft,93,110
4,2:55.0,Defensive rebound by A. Gordon,,93,110
4,2:53.0,Turnover by A. Gordon (out of bounds lost ball),,93,110
4,2:41.0,,Turnover by B. Griffin (out of bounds lost ball),93,110
4,2:23.0,Turnover by A. Gordon (lost ball; steal by L. Galloway),,93,110
4,2:15.0,,Personal take foul by A. Gordon (drawn by I. Smith),93,110
4,2:15.0,Orlando full timeout,,93,110
4,2:15.0,J. Grant enters the game for D. Augustin,,93,110
4,2:15.0,A. Jefferson enters the game for A. Gordon,,93,110
4,2:15.0,J. Martin enters the game for N. Vučević,,93,110
