QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
4,4:32.0,,Defensive rebound by G. Green,87,101
4,4:20.0,,A. Rivers misses 2-pt jump shot from 7 ft,87,101
4,4:19.0,,Offensive rebound by C. Capela,87,101
4,4:19.0,,Shooting foul by D. Brooks (drawn by C. Capela),87,101
4,4:19.0,,C. Capela makes free throw 1 of 2,87,102
4,4:19.0,,C. Capela makes free throw 2 of 2,87,103
4,4:08.0,K. Anderson makes 3-pt jump shot from 22 ft (assist by M. Gasol),,90,103
4,3:47.0,Violation by Team (kicked ball),,90,103
4,3:35.0,,Shooting foul by M. Conley (drawn by J. Harden),90,103
4,3:35.0,,J. Harden makes free throw 1 of 2,90,104
4,3:35.0,,J. Harden misses free throw 2 of 2,90,104
4,3:35.0,Defensive rebound by M. Gasol,,90,104
4,3:30.0,Personal foul by G. Green (drawn by K. Anderson),,90,104
4,3:22.0,M. Conley makes 2-pt layup from 2 ft,,92,104
4,3:22.0,Shooting foul by J. Harden (drawn by M. Conley),,92,104
4,3:22.0,M. Conley makes free throw 1 of 1,,93,104
4,3:08.0,,A. Rivers makes 2-pt layup from 2 ft,93,106
4,3:00.0,Personal foul by A. Rivers (drawn by M. Conley),,93,106
4,3:00.0,M. Conley makes free throw 1 of 2,,94,106
4,3:00.0,M. Conley misses free throw 2 of 2,,94,106
4,3:00.0,,Defensive rebound by J. Harden,94,106
4,2:44.0,,Turnover by J. Harden (bad pass; steal by M. Conley),94,106
4,2:41.0,D. Brooks misses 2-pt layup from 2 ft,,94,106
4,2:39.0,,Defensive rebound by G. Green,94,106
4,2:23.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),94,108
4,2:09.0,M. Conley makes 2-pt layup from 2 ft,,96,108
4,1:58.0,,Personal foul by K. Anderson (drawn by P. Tucker),96,108
4,1:58.0,,P. Tucker makes free throw 1 of 2,96,109
4,1:58.0,,P. Tucker makes free throw 2 of 2,96,110
4,1:49.0,M. Conley makes 2-pt layup from 3 ft (assist by M. Gasol),,98,110
4,1:49.0,Shooting foul by P. Tucker (drawn by M. Conley),,98,110
4,1:49.0,M. Conley makes free throw 1 of 1,,99,110
4,1:27.0,,Turnover by A. Rivers (bad pass; steal by G. Temple),99,110
4,1:26.0,G. Temple makes 2-pt dunk from 1 ft,,101,110
4,1:11.0,,G. Green misses 3-pt jump shot from 25 ft,101,110
4,1:10.0,,Offensive rebound by Team,101,110
4,1:10.0,Loose ball foul by G. Temple (drawn by P. Tucker),,101,110
4,1:10.0,,P. Tucker makes free throw 1 of 2,101,111
4,1:10.0,,P. Tucker misses free throw 2 of 2,101,111
4,1:10.0,Defensive rebound by K. Anderson,,101,111
4,1:00.0,D. Brooks misses 3-pt jump shot from 28 ft,,101,111
4,0:58.0,,Defensive rebound by C. Capela,101,111
4,0:35.0,,A. Rivers makes 2-pt layup from 4 ft,101,113
4,0:25.0,M. Conley misses 2-pt layup from 3 ft,,101,113
4,0:23.0,,Defensive rebound by J. Harden,101,113
4,0:02.0,,Turnover by Team (shot clock),101,113
