QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
2,7:18.0,Shooting foul by D. Burton (drawn by Z. Collins),,34,49
2,7:18.0,Z. Collins makes free throw 1 of 2,,35,49
2,7:18.0,Z. Collins makes free throw 2 of 2,,36,49
2,7:08.0,,R. Felton misses 2-pt jump shot from 13 ft,36,49
2,7:06.0,Defensive rebound by M. Harkless,,36,49
2,7:00.0,D. Lillard misses 2-pt jump shot from 20 ft,,36,49
2,6:57.0,Offensive rebound by Z. Collins,,36,49
2,6:57.0,,S. Adams enters the game for N. Noel,36,49
2,6:46.0,D. Lillard misses 3-pt jump shot from 26 ft,,36,49
2,6:44.0,,Defensive rebound by A. Nader,36,49
2,6:41.0,,Shooting foul by Z. Collins (drawn by R. Westbrook),36,49
2,6:41.0,,R. Westbrook misses free throw 1 of 2,36,49
2,6:41.0,,Offensive rebound by Team,36,49
2,6:41.0,J. Nurkić enters the game for Z. Collins,,36,49
2,6:41.0,,P. George enters the game for D. Burton,36,49
2,6:41.0,,P. Patterson enters the game for R. Felton,36,49
2,6:41.0,,R. Westbrook makes free throw 2 of 2,36,50
2,6:28.0,Shooting foul by A. Nader (drawn by E. Turner),,36,50
2,6:28.0,E. Turner misses free throw 1 of 2,,36,50
2,6:28.0,Offensive rebound by Team,,36,50
2,6:28.0,E. Turner makes free throw 2 of 2,,37,50
2,6:19.0,,Shooting foul by J. Nurkić (drawn by R. Westbrook),37,50
2,6:19.0,,R. Westbrook makes free throw 1 of 2,37,51
2,6:19.0,,R. Westbrook misses free throw 2 of 2,37,51
2,6:16.0,Defensive rebound by J. Nurkić,,37,51
2,6:03.0,D. Lillard misses 2-pt layup from 2 ft,,37,51
2,6:00.0,,Defensive rebound by P. Patterson,37,51
2,5:59.0,,Shooting foul by J. Layman (drawn by P. George),37,51
2,5:59.0,,P. George makes free throw 1 of 2,37,52
2,5:59.0,,P. George makes free throw 2 of 2,37,53
2,5:44.0,D. Lillard misses 2-pt jump shot from 19 ft,,37,53
2,5:42.0,,Defensive rebound by P. George,37,53
2,5:36.0,,R. Westbrook misses 3-pt jump shot from 26 ft,37,53
2,5:31.0,Defensive rebound by E. Turner,,37,53
2,5:25.0,E. Turner makes 2-pt layup from 1 ft,,39,53
2,5:12.0,,Offensive foul by S. Adams (drawn by M. Harkless),39,53
2,5:12.0,,Turnover by S. Adams (offensive foul),39,53
2,5:12.0,A. Aminu enters the game for J. Layman,,39,53
2,5:12.0,C. McCollum enters the game for E. Turner,,39,53
2,5:12.0,,R. Felton enters the game for A. Nader,39,53
2,4:55.0,C. McCollum misses 2-pt layup from 2 ft (block by S. Adams),,39,53
2,4:54.0,,Defensive rebound by P. George,39,53
2,4:49.0,Technical foul by C. McCollum,,39,53
2,4:49.0,,P. George makes technical free throw,39,54
2,4:43.0,,Turnover by S. Adams (lost ball; steal by J. Nurkić),39,54
2,4:39.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Westbrook),,39,54
2,4:39.0,Offensive rebound by Team,,39,54
2,4:34.0,D. Lillard misses 3-pt jump shot from 25 ft,,39,54
2,4:30.0,Offensive rebound by A. Aminu,,39,54
2,4:28.0,Turnover by A. Aminu (bad pass; steal by P. Patterson),,39,54
2,4:28.0,,Personal foul by J. Nurkić (drawn by R. Westbrook),39,54
2,4:21.0,,R. Felton makes 3-pt jump shot from 27 ft (assist by R. Westbrook),39,57
2,4:02.0,Personal foul by P. Patterson (drawn by J. Nurkić),,39,57
2,4:02.0,J. Nurkić makes free throw 1 of 2,,40,57
2,4:02.0,J. Nurkić misses free throw 2 of 2,,40,57
2,4:00.0,,Defensive rebound by R. Westbrook,40,57
2,3:56.0,,P. Patterson misses 3-pt jump shot from 23 ft,40,57
2,3:52.0,Defensive rebound by D. Lillard,,40,57
2,3:40.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Harkless),,43,57
2,3:26.0,,R. Westbrook makes 2-pt jump shot from 14 ft,43,59
2,3:09.0,A. Aminu misses 2-pt layup from 1 ft,,43,59
2,3:09.0,,Defensive rebound by Team,43,59
2,2:59.0,,Oklahoma City full timeout,43,59
2,2:49.0,,R. Westbrook misses 2-pt layup from 4 ft (block by J. Nurkić),43,59
2,2:47.0,,Offensive rebound by R. Westbrook,43,59
2,2:47.0,,Shooting foul by C. McCollum (drawn by R. Westbrook),43,59
2,2:47.0,,R. Westbrook makes free throw 1 of 2,43,60
2,2:47.0,,R. Westbrook makes free throw 2 of 2,43,61
2,2:47.0,,Technical foul by R. Westbrook,43,61
2,2:47.0,D. Lillard makes technical free throw,,44,61
2,2:30.0,C. McCollum misses 3-pt jump shot from 23 ft,,44,61
2,2:27.0,,Defensive rebound by R. Westbrook,44,61
2,2:20.0,,Turnover by R. Westbrook (bad pass; steal by D. Lillard),44,61
2,2:03.0,A. Aminu misses 2-pt jump shot from 20 ft,,44,61
2,2:00.0,Offensive rebound by J. Nurkić,,44,61
2,2:00.0,Personal foul by R. Westbrook (drawn by J. Nurkić),,44,61
2,2:00.0,J. Nurkić makes free throw 1 of 2,,45,61
2,2:00.0,J. Nurkić makes free throw 2 of 2,,46,61
2,1:48.0,,Personal foul by J. Nurkić (drawn by P. George),46,61
2,1:48.0,,P. George makes free throw 1 of 2,46,62
2,1:48.0,M. Leonard enters the game for J. Nurkić,,46,62
2,1:48.0,,P. George makes free throw 2 of 2,46,63
2,1:36.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Westbrook),,46,63
2,1:33.0,,Defensive rebound by P. George,46,63
2,1:31.0,,R. Felton makes 3-pt jump shot from 26 ft (assist by R. Westbrook),46,66
2,1:10.0,A. Aminu misses 3-pt jump shot from 25 ft,,46,66
2,1:06.0,Offensive rebound by D. Lillard,,46,66
2,1:06.0,D. Lillard misses 2-pt layup from 2 ft,,46,66
2,1:04.0,,Defensive rebound by R. Westbrook,46,66
2,1:00.0,,P. Patterson misses 3-pt jump shot from 26 ft,46,66
2,0:57.0,Defensive rebound by C. McCollum,,46,66
2,0:43.0,C. McCollum makes 2-pt layup from 1 ft,,48,66
2,0:43.0,Shooting foul by R. Westbrook (drawn by C. McCollum),,48,66
2,0:43.0,,N. Noel enters the game for S. Adams,48,66
2,0:43.0,C. McCollum makes free throw 1 of 1,,49,66
2,0:26.0,,R. Westbrook misses 3-pt jump shot from 28 ft,49,66
2,0:22.0,Defensive rebound by A. Aminu,,49,66
2,0:14.0,Turnover by A. Aminu (bad pass; steal by R. Felton),,49,66
2,0:12.0,,R. Felton makes 2-pt layup from 2 ft,49,68
2,0:02.0,C. McCollum misses 2-pt jump shot from 13 ft (block by N. Noel),,49,68
2,0:02.0,,Defensive rebound by P. Patterson,49,68
3,11:46.0,,S. Adams misses 2-pt hook shot from 9 ft,49,68
3,11:43.0,Defensive rebound by A. Aminu,,49,68
3,11:26.0,A. Aminu makes 2-pt layup from 1 ft,,51,68
3,11:10.0,,Turnover by P. George (lost ball; steal by M. Harkless),51,68
3,10:58.0,D. Lillard makes 2-pt layup from 2 ft,,53,68
3,10:41.0,,R. Westbrook misses 2-pt layup from 2 ft,53,68
3,10:40.0,Defensive rebound by J. Nurkić,,53,68
3,10:27.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by D. Lillard),,56,68
3,10:14.0,,P. George misses 2-pt layup from 2 ft,56,68
3,10:12.0,Defensive rebound by M. Harkless,,56,68
3,10:06.0,C. McCollum misses 2-pt layup from 1 ft,,56,68
3,10:05.0,,Defensive rebound by S. Adams,56,68
3,9:58.0,,R. Westbrook misses 2-pt jump shot from 13 ft,56,68
3,9:55.0,,Offensive rebound by P. Patterson,56,68
3,9:50.0,,S. Adams makes 2-pt jump shot from 10 ft (assist by P. George),56,70
3,9:26.0,J. Nurkić misses 2-pt layup from 2 ft,,56,70
3,9:24.0,Offensive rebound by M. Harkless,,56,70
3,9:14.0,Turnover by M. Harkless (step out of bounds),,56,70
3,9:04.0,,Turnover by R. Westbrook (lost ball; steal by A. Aminu),56,70
3,8:59.0,D. Lillard makes 2-pt layup from 1 ft,,58,70
3,8:48.0,,P. George makes 3-pt jump shot from 25 ft,58,73
3,8:33.0,M. Harkless misses 3-pt jump shot from 25 ft,,58,73
3,8:30.0,,Defensive rebound by P. George,58,73
3,8:24.0,,Shooting foul by J. Nurkić (drawn by P. George),58,73
3,8:24.0,,P. George misses free throw 1 of 2,58,73
3,8:24.0,,Offensive rebound by Team,58,73
3,8:24.0,,P. George makes free throw 2 of 2,58,74
3,8:04.0,Turnover by M. Harkless (bad pass; steal by P. George),,58,74
3,7:53.0,,Personal foul by M. Harkless (drawn by S. Adams),58,74
3,7:50.0,,P. George misses 3-pt jump shot from 25 ft,58,74
3,7:48.0,,Offensive rebound by Team,58,74
3,7:45.0,,P. Patterson misses 3-pt jump shot from 24 ft,58,74
3,7:41.0,Defensive rebound by D. Lillard,,58,74
3,7:30.0,Personal foul by P. George (drawn by A. Aminu),,58,74
3,7:25.0,C. McCollum misses 3-pt jump shot from 27 ft,,58,74
3,7:22.0,,Defensive rebound by P. Patterson,58,74
3,7:19.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),58,77
3,7:03.0,Personal foul by R. Westbrook (drawn by D. Lillard),,58,77
3,6:54.0,A. Aminu misses 3-pt jump shot from 25 ft,,58,77
3,6:51.0,,Defensive rebound by R. Westbrook,58,77
3,6:46.0,,Turnover by R. Westbrook (lost ball; steal by M. Harkless),58,77
3,6:42.0,A. Aminu makes 2-pt layup from 2 ft,,60,77
3,6:42.0,Shooting foul by P. Patterson (drawn by A. Aminu),,60,77
3,6:42.0,,Oklahoma City full timeout,60,77
3,6:42.0,A. Aminu makes free throw 1 of 1,,61,77
3,6:32.0,,Personal foul by A. Aminu (drawn by P. George),61,77
3,6:27.0,,Personal foul by D. Lillard (drawn by R. Westbrook),61,77
3,6:18.0,,Personal foul by A. Aminu (drawn by R. Westbrook),61,77
3,6:18.0,,R. Westbrook makes free throw 1 of 2,61,78
3,6:18.0,,R. Westbrook makes free throw 2 of 2,61,79
3,6:05.0,D. Lillard misses 3-pt jump shot from 26 ft,,61,79
3,6:02.0,,Defensive rebound by P. Patterson,61,79
3,5:49.0,,R. Westbrook misses 2-pt layup from 2 ft (block by D. Lillard),61,79
3,5:48.0,Defensive rebound by D. Lillard,,61,79
3,5:44.0,Shooting foul by S. Adams (drawn by D. Lillard),,61,79
3,5:44.0,D. Lillard makes free throw 1 of 2,,62,79
3,5:44.0,J. Layman enters the game for M. Harkless,,62,79
3,5:44.0,,A. Nader enters the game for P. George,62,79
3,5:44.0,D. Lillard makes free throw 2 of 2,,63,79
3,5:26.0,,S. Adams misses 2-pt layup from 2 ft (block by J. Nurkić),63,79
3,5:26.0,,Offensive rebound by Team,63,79
3,5:24.0,,R. Westbrook misses 2-pt jump shot from 14 ft,63,79
3,5:20.0,Defensive rebound by J. Nurkić,,63,79
3,5:13.0,Turnover by D. Lillard (bad pass; steal by R. Westbrook),,63,79
3,4:57.0,,A. Nader misses 2-pt jump shot from 4 ft (block by J. Layman),63,79
3,4:55.0,Defensive rebound by J. Nurkić,,63,79
3,4:46.0,D. Lillard makes 2-pt layup from 1 ft,,65,79
3,4:45.0,,Oklahoma City full timeout,65,79
3,4:30.0,,R. Westbrook misses 3-pt jump shot from 24 ft,65,79
3,4:29.0,,Offensive rebound by P. Patterson,65,79
3,4:27.0,,P. Patterson misses 2-pt layup from 1 ft,65,79
3,4:26.0,Defensive rebound by C. McCollum,,65,79
3,4:20.0,C. McCollum misses 2-pt jump shot from 16 ft,,65,79
3,4:20.0,Offensive rebound by Team,,65,79
3,4:20.0,,Loose ball foul by T. Ferguson (drawn by J. Layman),65,79
3,4:20.0,J. Layman makes free throw 1 of 2,,66,79
3,4:20.0,J. Layman makes free throw 2 of 2,,67,79
3,4:10.0,,Personal foul by J. Nurkić (drawn by R. Westbrook),67,79
3,4:10.0,,R. Westbrook makes free throw 1 of 2,67,80
3,4:10.0,M. Leonard enters the game for J. Nurkić,,67,80
3,4:10.0,,R. Westbrook makes free throw 2 of 2,67,81
3,3:48.0,Shooting foul by A. Nader (drawn by J. Layman),,67,81
3,3:48.0,J. Layman misses free throw 1 of 3,,67,81
3,3:48.0,Offensive rebound by Team,,67,81
3,3:48.0,J. Layman makes free throw 2 of 3,,68,81
3,3:48.0,,D. Burton enters the game for A. Nader,68,81
3,3:48.0,,P. George enters the game for P. Patterson,68,81
3,3:48.0,J. Layman makes free throw 3 of 3,,69,81
3,3:37.0,,D. Burton misses 3-pt jump shot from 26 ft (block by J. Layman),69,81
3,3:33.0,,Offensive rebound by R. Westbrook,69,81
3,3:31.0,,D. Burton makes 2-pt layup from 1 ft (assist by R. Westbrook),69,83
3,3:07.0,J. Layman makes 3-pt jump shot from 23 ft (assist by C. McCollum),,72,83
3,2:50.0,,Shooting foul by M. Leonard (drawn by S. Adams),72,83
3,2:50.0,,S. Adams misses free throw 1 of 2,72,83
3,2:50.0,,Offensive rebound by Team,72,83
3,2:50.0,,R. Felton enters the game for R. Westbrook,72,83
3,2:50.0,,S. Adams makes free throw 2 of 2,72,84
3,2:50.0,Loose ball foul by M. Leonard (drawn by D. Burton),,72,84
3,2:50.0,Turnover by M. Leonard (turnover),,72,84
3,2:50.0,,N. Noel enters the game for S. Adams,72,84
3,2:50.0,,D. Burton misses free throw 1 of 1,72,84
3,2:47.0,Defensive rebound by A. Aminu,,72,84
3,2:35.0,M. Leonard misses 2-pt layup from 1 ft,,72,84
3,2:33.0,,Defensive rebound by N. Noel,72,84
3,2:33.0,,Turnover by N. Noel (bad pass),72,84
3,2:26.0,Turnover by M. Leonard (bad pass; steal by R. Felton),,72,84
3,2:19.0,,D. Burton makes 2-pt layup from 1 ft (assist by P. George),72,86
3,2:19.0,,Shooting foul by D. Lillard (drawn by D. Burton),72,86
3,2:19.0,,D. Burton makes free throw 1 of 1,72,87
3,2:02.0,D. Lillard makes 2-pt jump shot from 10 ft,,74,87
3,2:02.0,Shooting foul by R. Felton (drawn by D. Lillard),,74,87
3,2:02.0,S. Curry enters the game for C. McCollum,,74,87
3,2:02.0,D. Lillard makes free throw 1 of 1,,75,87
3,1:52.0,,P. George misses 2-pt jump shot from 16 ft,75,87
3,1:50.0,Defensive rebound by M. Leonard,,75,87
3,1:40.0,D. Lillard makes 2-pt layup from 1 ft,,77,87
3,1:23.0,,N. Noel misses 2-pt layup from 2 ft (block by J. Layman),77,87
3,1:23.0,Defensive rebound by Team,,77,87
3,1:11.0,D. Lillard misses 3-pt jump shot from 22 ft,,77,87
3,1:08.0,,Defensive rebound by P. George,77,87
3,1:05.0,,P. George misses 3-pt jump shot from 24 ft,77,87
3,1:01.0,Defensive rebound by M. Leonard,,77,87
3,0:52.0,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),,79,87
3,0:39.0,,R. Felton misses 2-pt jump shot from 11 ft (block by J. Layman),79,87
3,0:37.0,Defensive rebound by A. Aminu,,79,87
3,0:37.0,Portland full timeout,,79,87
3,0:26.0,S. Curry makes 2-pt jump shot from 2 ft,,81,87
3,0:26.0,Shooting foul by N. Noel (drawn by S. Curry),,81,87
3,0:26.0,R. Hood enters the game for D. Lillard,,81,87
3,0:26.0,S. Curry makes free throw 1 of 1,,82,87
3,0:02.0,,R. Felton misses 3-pt jump shot from 36 ft,82,87
3,0:02.0,,Offensive rebound by P. George,82,87
4,11:46.0,S. Curry misses 3-pt jump shot from 24 ft,,82,87
4,11:44.0,,Defensive rebound by P. George,82,87
4,11:31.0,,P. George misses 2-pt layup from 1 ft,82,87
4,11:30.0,Defensive rebound by A. Aminu,,82,87
4,11:16.0,Turnover by A. Aminu (lost ball; steal by P. George),,82,87
4,11:01.0,,P. George makes 2-pt jump shot from 10 ft (assist by R. Felton),82,89
4,11:01.0,,Shooting foul by A. Aminu (drawn by P. George),82,89
4,11:01.0,,P. George makes free throw 1 of 1,82,90
4,10:45.0,R. Hood makes 2-pt jump shot from 10 ft,,84,90
4,10:30.0,,P. George makes 3-pt jump shot from 25 ft,84,93
4,10:07.0,R. Hood makes 2-pt jump shot from 10 ft,,86,93
4,9:43.0,,Personal foul by A. Aminu (drawn by P. George),86,93
4,9:36.0,,D. Burton makes 2-pt layup from 2 ft (assist by P. George),86,95
4,9:36.0,Portland full timeout,,86,95
4,9:36.0,E. Turner enters the game for A. Aminu,,86,95
4,9:36.0,,R. Westbrook enters the game for T. Ferguson,86,95
4,9:24.0,S. Curry misses 2-pt jump shot from 16 ft,,86,95
4,9:20.0,,Defensive rebound by P. George,86,95
4,9:14.0,,Turnover by R. Westbrook (bad pass; steal by Z. Collins),86,95
4,9:03.0,S. Curry misses 2-pt layup from 2 ft,,86,95
4,8:59.0,,Defensive rebound by N. Noel,86,95
4,8:53.0,,R. Westbrook makes 2-pt jump shot from 14 ft,86,97
4,8:28.0,Personal foul by R. Westbrook (drawn by J. Layman),,86,97
4,8:28.0,D. Lillard enters the game for S. Curry,,86,97
4,8:20.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by E. Turner),,89,97
4,8:05.0,,P. George misses 3-pt jump shot from 24 ft,89,97
4,8:02.0,Defensive rebound by D. Lillard,,89,97
4,7:55.0,D. Lillard misses 2-pt jump shot from 22 ft,,89,97
4,7:50.0,,Defensive rebound by N. Noel,89,97
4,7:43.0,,R. Westbrook misses 2-pt layup from 1 ft,89,97
4,7:39.0,,Offensive rebound by N. Noel,89,97
4,7:39.0,,N. Noel makes 2-pt dunk at rim,89,99
4,7:30.0,D. Lillard misses 2-pt layup from 2 ft,,89,99
4,7:30.0,,Defensive rebound by P. George,89,99
4,7:23.0,,R. Felton misses 3-pt jump shot from 25 ft,89,99
4,7:23.0,Defensive rebound by J. Layman,,89,99
