QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
1,3:33.0,,Defensive rebound by D. DeRozan,13,17
1,3:26.0,,L. Aldridge misses 2-pt jump shot from 15 ft,13,17
1,3:24.0,Defensive rebound by C. McCollum,,13,17
1,3:19.0,J. Nurkić makes 2-pt hook shot from 9 ft (assist by C. McCollum),,15,17
1,2:56.0,,L. Aldridge misses 2-pt jump shot from 12 ft,15,17
1,2:54.0,Defensive rebound by C. McCollum,,15,17
1,2:45.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by J. Nurkić),,17,17
1,2:27.0,,Shooting foul by E. Turner (drawn by D. DeRozan),17,17
1,2:27.0,Portland full timeout,,17,17
1,2:27.0,S. Curry enters the game for D. Lillard,,17,17
1,2:27.0,E. Freedom enters the game for J. Nurkić,,17,17
1,2:27.0,,J. Poeltl enters the game for L. Aldridge,17,17
1,2:27.0,,D. DeRozan makes free throw 1 of 2,17,18
1,2:27.0,,D. DeRozan makes free throw 2 of 2,17,19
1,2:14.0,C. McCollum misses 3-pt jump shot from 25 ft,,17,19
1,2:12.0,,Defensive rebound by M. Belinelli,17,19
1,2:05.0,,M. Belinelli misses 2-pt jump shot from 20 ft,17,19
1,2:03.0,Defensive rebound by E. Freedom,,17,19
1,1:58.0,R. Hood misses 2-pt layup from 2 ft (block by J. Poeltl),,17,19
1,1:55.0,,Defensive rebound by R. Gay,17,19
1,1:51.0,,Turnover by M. Belinelli (bad pass; steal by E. Freedom),17,19
1,1:40.0,C. McCollum makes 2-pt layup from 2 ft,,19,19
1,1:30.0,,R. Gay misses 2-pt jump shot from 12 ft,19,19
1,1:29.0,Defensive rebound by E. Freedom,,19,19
1,1:17.0,S. Curry misses 3-pt jump shot from 26 ft,,19,19
1,1:14.0,,Defensive rebound by D. DeRozan,19,19
1,0:53.0,,R. Gay makes 2-pt jump shot from 9 ft,19,21
1,0:34.0,C. McCollum makes 2-pt layup from 2 ft,,21,21
1,0:09.0,,D. DeRozan misses 2-pt jump shot from 12 ft,21,21
1,0:08.0,,Offensive rebound by J. Poeltl,21,21
1,0:00.0,,D. DeRozan makes 2-pt jump shot from 20 ft,21,23
2,11:48.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),21,25
2,11:33.0,R. Hood misses 2-pt jump shot from 19 ft,,21,25
2,11:28.0,,Defensive rebound by M. Belinelli,21,25
2,11:23.0,,M. Belinelli makes 2-pt jump shot from 18 ft,21,27
2,11:09.0,E. Turner misses 2-pt jump shot from 21 ft,,21,27
2,11:07.0,,Defensive rebound by D. Bertāns,21,27
2,11:00.0,,Turnover by J. Poeltl (bad pass),21,27
2,10:45.0,R. Hood misses 3-pt jump shot from 26 ft,,21,27
2,10:40.0,,Defensive rebound by R. Gay,21,27
2,10:35.0,,P. Mills misses 2-pt layup from 3 ft,21,27
2,10:34.0,Defensive rebound by E. Freedom,,21,27
2,10:16.0,R. Hood misses 2-pt jump shot from 20 ft,,21,27
2,10:13.0,,Defensive rebound by D. Bertāns,21,27
2,10:01.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. Bertāns),21,30
2,9:59.0,Portland full timeout,,21,30
2,9:59.0,,B. Forbes enters the game for R. Gay,21,30
2,9:42.0,E. Freedom misses 2-pt hook shot from 6 ft,,21,30
2,9:40.0,,Defensive rebound by J. Poeltl,21,30
2,9:34.0,,B. Forbes misses 2-pt jump shot from 18 ft (block by J. Layman),21,30
2,9:30.0,Defensive rebound by J. Layman,,21,30
2,9:28.0,Turnover by J. Layman (lost ball; steal by B. Forbes),,21,30
2,9:18.0,,P. Mills misses 3-pt jump shot from 25 ft,21,30
2,9:16.0,Defensive rebound by S. Curry,,21,30
2,9:07.0,R. Hood makes 3-pt jump shot from 26 ft (assist by E. Freedom),,24,30
2,8:43.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by B. Forbes),24,32
2,8:37.0,Offensive foul by J. Layman (drawn by M. Belinelli),,24,32
2,8:37.0,Turnover by J. Layman (offensive foul),,24,32
2,8:37.0,D. Lillard enters the game for E. Turner,,24,32
2,8:37.0,,D. White enters the game for M. Belinelli,24,32
2,8:20.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Bertāns),24,35
2,8:10.0,Def 3 sec tech foul by Team,,24,35
2,8:10.0,D. Lillard makes technical free throw,,25,35
2,7:58.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),,28,35
2,7:37.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White),28,37
2,7:18.0,D. Lillard makes 2-pt jump shot from 17 ft,,30,37
2,7:05.0,,D. White makes 2-pt hook shot from 2 ft,30,39
2,6:43.0,J. Layman misses 2-pt hook shot from 8 ft,,30,39
2,6:42.0,Offensive rebound by J. Layman,,30,39
2,6:41.0,J. Layman makes 2-pt layup from 1 ft,,32,39
2,6:41.0,,San Antonio full timeout,32,39
2,6:41.0,M. Harkless enters the game for J. Layman,,32,39
2,6:41.0,,L. Aldridge enters the game for P. Mills,32,39
2,6:41.0,,D. DeRozan enters the game for J. Poeltl,32,39
2,6:31.0,,D. Bertāns misses 3-pt jump shot from 25 ft,32,39
2,6:25.0,Defensive rebound by D. Lillard,,32,39
2,6:22.0,D. Lillard misses 2-pt jump shot from 18 ft,,32,39
2,6:19.0,,Defensive rebound by L. Aldridge,32,39
2,6:15.0,,Personal foul by S. Curry (drawn by B. Forbes),32,39
2,6:15.0,J. Nurkić enters the game for E. Freedom,,32,39
2,6:07.0,,Turnover by L. Aldridge (lost ball),32,39
2,6:07.0,,Loose ball foul by L. Aldridge (drawn by J. Nurkić),32,39
2,5:49.0,S. Curry makes 2-pt jump shot from 19 ft (assist by M. Harkless),,34,39
2,5:34.0,,Shooting foul by M. Harkless (drawn by D. White),34,39
2,5:34.0,,D. White misses free throw 1 of 2,34,39
2,5:34.0,,Offensive rebound by Team,34,39
2,5:34.0,A. Aminu enters the game for S. Curry,,34,39
2,5:34.0,C. McCollum enters the game for R. Hood,,34,39
2,5:34.0,,M. Belinelli enters the game for D. Bertāns,34,39
2,5:34.0,,R. Gay enters the game for B. Forbes,34,39
2,5:34.0,,D. White makes free throw 2 of 2,34,40
2,5:19.0,M. Harkless misses 3-pt jump shot from 24 ft,,34,40
2,5:17.0,Offensive rebound by J. Nurkić,,34,40
2,5:15.0,J. Nurkić misses 2-pt layup from 2 ft (block by R. Gay),,34,40
2,5:15.0,Offensive rebound by J. Nurkić,,34,40
2,5:15.0,Shooting foul by D. DeRozan (drawn by J. Nurkić),,34,40
2,5:15.0,J. Nurkić makes free throw 1 of 2,,35,40
2,5:15.0,J. Nurkić makes free throw 2 of 2,,36,40
2,5:03.0,,D. DeRozan misses 2-pt jump shot from 19 ft,36,40
2,5:00.0,Defensive rebound by D. Lillard,,36,40
2,4:57.0,J. Nurkić misses 2-pt layup from 2 ft (block by D. DeRozan),,36,40
2,4:57.0,Offensive rebound by Team,,36,40
2,4:50.0,Personal foul by D. White (drawn by D. Lillard),,36,40
2,4:46.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,39,40
2,4:46.0,Shooting foul by D. White (drawn by D. Lillard),,39,40
2,4:46.0,,P. Mills enters the game for D. White,39,40
2,4:46.0,D. Lillard makes free throw 1 of 1,,40,40
2,4:27.0,,L. Aldridge misses 2-pt jump shot from 17 ft,40,40
2,4:26.0,Defensive rebound by Team,,40,40
2,4:10.0,C. McCollum misses 2-pt jump shot from 9 ft (block by L. Aldridge),,40,40
2,4:10.0,Offensive rebound by A. Aminu,,40,40
2,4:03.0,A. Aminu misses 2-pt jump shot from 5 ft,,40,40
2,4:01.0,,Defensive rebound by L. Aldridge,40,40
2,3:53.0,,Turnover by L. Aldridge (out of bounds lost ball),40,40
2,3:42.0,M. Harkless makes 2-pt dunk at rim (assist by J. Nurkić),,42,40
2,3:25.0,,D. DeRozan misses 2-pt jump shot from 19 ft,42,40
2,3:25.0,Defensive rebound by J. Nurkić,,42,40
2,3:14.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by M. Harkless),,44,40
2,3:14.0,,San Antonio full timeout,44,40
2,3:05.0,,P. Mills misses 2-pt jump shot from 21 ft,44,40
2,3:03.0,Defensive rebound by D. Lillard,,44,40
2,2:49.0,D. Lillard misses 2-pt jump shot from 20 ft,,44,40
2,2:47.0,,Defensive rebound by R. Gay,44,40
2,2:37.0,,R. Gay makes 2-pt jump shot from 8 ft,44,42
2,2:27.0,Turnover by J. Nurkić (bad pass; steal by L. Aldridge),,44,42
2,2:22.0,,P. Mills misses 3-pt jump shot from 24 ft,44,42
2,2:18.0,Defensive rebound by D. Lillard,,44,42
2,2:16.0,Turnover by D. Lillard (bad pass; steal by M. Belinelli),,44,42
2,2:05.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. DeRozan),44,45
2,1:41.0,J. Nurkić makes 2-pt jump shot from 21 ft (assist by C. McCollum),,46,45
2,1:22.0,,L. Aldridge misses 2-pt hook shot from 6 ft,46,45
2,1:19.0,Defensive rebound by J. Nurkić,,46,45
2,1:12.0,D. Lillard misses 2-pt jump shot from 17 ft,,46,45
2,1:11.0,,Defensive rebound by R. Gay,46,45
2,1:02.0,,Offensive foul by L. Aldridge (drawn by J. Nurkić),46,45
2,1:02.0,,Turnover by L. Aldridge (offensive foul),46,45
2,0:49.0,C. McCollum makes 2-pt jump shot from 16 ft,,48,45
2,0:34.0,,Shooting foul by J. Nurkić (drawn by R. Gay),48,45
2,0:34.0,R. Hood enters the game for M. Harkless,,48,45
2,0:34.0,,R. Gay makes free throw 1 of 2,48,46
2,0:34.0,,R. Gay misses free throw 2 of 2,48,46
2,0:33.0,Defensive rebound by R. Hood,,48,46
2,0:11.0,D. Lillard makes 2-pt jump shot from 17 ft,,50,46
2,0:03.0,,D. DeRozan makes 2-pt jump shot from 20 ft,50,48
3,11:43.0,,D. White makes 2-pt layup from 3 ft (assist by L. Aldridge),50,50
3,11:21.0,C. McCollum misses 3-pt jump shot from 25 ft,,50,50
3,11:17.0,,Defensive rebound by L. Aldridge,50,50
3,11:08.0,,D. DeRozan misses 2-pt jump shot from 15 ft,50,50
3,11:06.0,Defensive rebound by A. Aminu,,50,50
3,10:56.0,A. Aminu misses 2-pt layup from 2 ft (block by J. Poeltl),,50,50
3,10:50.0,Offensive rebound by C. McCollum,,50,50
3,10:50.0,C. McCollum misses 2-pt jump shot from 1 ft,,50,50
3,10:48.0,,Defensive rebound by B. Forbes,50,50
3,10:41.0,,B. Forbes makes 2-pt jump shot from 17 ft (assist by J. Poeltl),50,52
3,10:21.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by C. McCollum),,52,52
3,10:08.0,,D. White makes 2-pt layup from 1 ft,52,54
3,9:56.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Poeltl),,52,54
3,9:55.0,Offensive rebound by Team,,52,54
3,9:52.0,Turnover by J. Nurkić (bad pass),,52,54
3,9:35.0,,D. White misses 2-pt jump shot from 17 ft,52,54
3,9:26.0,Defensive rebound by J. Nurkić,,52,54
3,9:18.0,J. Nurkić misses 2-pt jump shot from 20 ft,,52,54
3,9:16.0,,Defensive rebound by D. White,52,54
3,9:01.0,,D. White misses 3-pt jump shot from 26 ft,52,54
3,8:53.0,,Offensive rebound by J. Poeltl,52,54
3,8:53.0,,J. Poeltl makes 2-pt layup from 1 ft,52,56
3,8:26.0,J. Nurkić makes 2-pt hook shot from 4 ft,,54,56
3,8:19.0,,Personal foul by D. Lillard (drawn by D. White),54,56
3,8:08.0,,D. DeRozan misses 2-pt jump shot from 16 ft,54,56
3,8:06.0,Defensive rebound by J. Nurkić,,54,56
3,7:54.0,Turnover by J. Nurkić (3 sec),,54,56
3,7:42.0,,L. Aldridge misses 2-pt jump shot from 18 ft,54,56
3,7:40.0,Defensive rebound by J. Nurkić,,54,56
3,7:32.0,D. Lillard misses 2-pt layup from 2 ft,,54,56
3,7:32.0,Offensive rebound by J. Nurkić,,54,56
3,7:32.0,Turnover by J. Nurkić (traveling),,54,56
3,7:19.0,,D. DeRozan misses 2-pt jump shot from 6 ft,54,56
3,7:17.0,Defensive rebound by J. Nurkić,,54,56
3,7:08.0,C. McCollum misses 2-pt layup from 2 ft (block by J. Poeltl),,54,56
3,7:08.0,,Defensive rebound by D. DeRozan,54,56
3,7:03.0,,Shooting foul by J. Nurkić (drawn by D. DeRozan),54,56
3,7:03.0,Portland full timeout,,54,56
3,7:03.0,J. Layman enters the game for C. McCollum,,54,56
3,7:03.0,,D. DeRozan makes free throw 1 of 2,54,57
3,7:03.0,,D. DeRozan makes free throw 2 of 2,54,58
3,6:51.0,D. Lillard makes 2-pt jump shot from 20 ft,,56,58
3,6:32.0,,J. Poeltl makes 2-pt layup from 2 ft,56,60
3,6:18.0,D. Lillard makes 2-pt layup from 2 ft,,58,60
3,6:07.0,,J. Poeltl misses 2-pt layup from 2 ft,58,60
3,6:05.0,Defensive rebound by J. Layman,,58,60
3,5:56.0,D. Lillard makes 2-pt layup from 2 ft,,60,60
3,5:55.0,,San Antonio full timeout,60,60
3,5:55.0,,M. Belinelli enters the game for B. Forbes,60,60
3,5:50.0,,Offensive foul by L. Aldridge (drawn by D. Lillard),60,60
3,5:50.0,,Turnover by L. Aldridge (offensive foul),60,60
3,5:38.0,J. Layman misses 3-pt jump shot from 25 ft,,60,60
3,5:36.0,Offensive rebound by Team,,60,60
3,5:36.0,,R. Gay enters the game for J. Poeltl,60,60
3,5:31.0,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),,62,60
3,5:19.0,,D. White makes 2-pt layup from 2 ft,62,62
3,5:04.0,J. Nurkić misses 2-pt jump shot from 11 ft,,62,62
3,5:03.0,,Defensive rebound by D. DeRozan,62,62
3,4:56.0,,D. DeRozan makes 2-pt jump shot from 9 ft,62,64
3,4:47.0,Personal foul by M. Belinelli (drawn by J. Layman),,62,64
3,4:47.0,R. Hood enters the game for A. Aminu,,62,64
3,4:47.0,E. Turner enters the game for M. Harkless,,62,64
3,4:40.0,R. Hood misses 3-pt jump shot from 25 ft,,62,64
3,4:36.0,,Defensive rebound by D. DeRozan,62,64
3,4:27.0,,D. DeRozan misses 2-pt jump shot from 9 ft,62,64
3,4:23.0,Defensive rebound by R. Hood,,62,64
3,4:12.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,65,64
3,3:50.0,,L. Aldridge misses 2-pt jump shot from 12 ft,65,64
3,3:47.0,Defensive rebound by E. Turner,,65,64
3,3:41.0,J. Nurkić misses 2-pt hook shot from 3 ft,,65,64
3,3:38.0,,Defensive rebound by D. DeRozan,65,64
3,3:27.0,,R. Gay misses 3-pt jump shot from 25 ft,65,64
3,3:24.0,Defensive rebound by J. Nurkić,,65,64
3,3:07.0,J. Nurkić makes 2-pt jump shot from 17 ft (assist by J. Layman),,67,64
3,2:46.0,,D. DeRozan makes 2-pt layup at rim,67,66
3,2:27.0,D. Lillard makes 2-pt layup from 2 ft,,69,66
3,2:27.0,Shooting foul by D. White (drawn by D. Lillard),,69,66
3,2:27.0,S. Curry enters the game for J. Layman,,69,66
3,2:27.0,E. Freedom enters the game for J. Nurkić,,69,66
3,2:27.0,,D. Bertāns enters the game for D. DeRozan,69,66
3,2:27.0,,P. Mills enters the game for D. White,69,66
3,2:27.0,D. Lillard makes free throw 1 of 1,,70,66
3,2:10.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by L. Aldridge),70,68
3,2:00.0,D. Lillard makes 3-pt jump shot from 26 ft,,73,68
3,1:47.0,,R. Gay makes 3-pt jump shot from 24 ft,73,71
3,1:36.0,D. Lillard misses 3-pt jump shot from 26 ft,,73,71
3,1:36.0,,Defensive rebound by R. Gay,73,71
3,1:16.0,,Shooting foul by E. Freedom (drawn by L. Aldridge),73,71
3,1:16.0,,L. Aldridge misses free throw 1 of 2,73,71
3,1:16.0,,Offensive rebound by Team,73,71
3,1:16.0,,L. Aldridge makes free throw 2 of 2,73,72
3,0:55.0,R. Hood misses 2-pt jump shot from 8 ft,,73,72
3,0:55.0,,Defensive rebound by Team,73,72
3,0:55.0,J. Layman enters the game for D. Lillard,,73,72
3,0:55.0,,J. Poeltl enters the game for L. Aldridge,73,72
3,0:38.0,,R. Gay misses 2-pt hook shot from 4 ft,73,72
3,0:35.0,Defensive rebound by E. Freedom,,73,72
3,0:29.0,R. Hood makes 3-pt jump shot from 26 ft,,76,72
3,0:06.0,,R. Gay misses 2-pt jump shot from 7 ft,76,72
3,0:04.0,Defensive rebound by R. Hood,,76,72
3,0:03.0,Personal take foul by M. Belinelli (drawn by R. Hood),,76,72
3,0:01.0,E. Freedom misses 2-pt jump shot from 13 ft,,76,72
3,0:00.0,Offensive rebound by S. Curry,,76,72
4,11:42.0,R. Hood misses 3-pt jump shot from 25 ft,,76,72
4,11:38.0,,Defensive rebound by R. Gay,76,72
4,11:26.0,,R. Gay makes 2-pt jump shot from 20 ft,76,74
4,11:09.0,J. Layman makes 2-pt layup from 1 ft (assist by E. Turner),,78,74
4,10:59.0,,P. Mills makes 2-pt layup from 2 ft,78,76
4,10:42.0,S. Curry misses 3-pt jump shot from 27 ft,,78,76
4,10:38.0,,Defensive rebound by D. Bertāns,78,76
4,10:32.0,,M. Belinelli misses 2-pt jump shot from 21 ft,78,76
4,10:27.0,Defensive rebound by S. Curry,,78,76
4,10:13.0,R. Hood makes 2-pt jump shot from 18 ft,,80,76
4,10:02.0,,P. Mills misses 2-pt jump shot from 17 ft,80,76
4,10:00.0,Defensive rebound by E. Turner,,80,76
4,9:52.0,E. Turner misses 2-pt layup from 2 ft (block by J. Poeltl),,80,76
4,9:49.0,,Defensive rebound by J. Poeltl,80,76
4,9:49.0,,Personal foul by E. Turner (drawn by J. Poeltl),80,76
4,9:43.0,,Shooting foul by E. Freedom (drawn by M. Belinelli),80,76
4,9:43.0,,M. Belinelli makes free throw 1 of 2,80,77
4,9:43.0,,M. Belinelli makes free throw 2 of 2,80,78
4,9:23.0,Shooting foul by J. Poeltl (drawn by R. Hood),,80,78
4,9:23.0,R. Hood misses free throw 1 of 2,,80,78
4,9:23.0,Offensive rebound by Team,,80,78
4,9:23.0,R. Hood misses free throw 2 of 2,,80,78
4,9:20.0,,Defensive rebound by R. Gay,80,78
4,9:09.0,,R. Gay misses 2-pt jump shot from 7 ft,80,78
4,9:08.0,Defensive rebound by Team,,80,78
4,8:43.0,S. Curry misses 2-pt jump shot from 10 ft,,80,78
4,8:43.0,Offensive rebound by Team,,80,78
4,8:43.0,Turnover by Team (shot clock),,80,78
4,8:43.0,,L. Aldridge enters the game for R. Gay,80,78
4,8:43.0,,B. Forbes enters the game for J. Poeltl,80,78
4,8:33.0,,B. Forbes makes 3-pt jump shot from 25 ft,80,81
4,8:32.0,Portland full timeout,,80,81
4,8:32.0,M. Harkless enters the game for R. Hood,,80,81
4,8:32.0,D. Lillard enters the game for E. Freedom,,80,81
4,8:32.0,J. Nurkić enters the game for E. Turner,,80,81
4,8:13.0,D. Lillard makes 2-pt jump shot from 20 ft,,82,81
4,8:03.0,,Personal foul by J. Nurkić (drawn by L. Aldridge),82,81
4,7:50.0,,L. Aldridge makes 2-pt layup from 1 ft,82,83
4,7:35.0,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),,84,83
4,7:26.0,,Turnover by P. Mills (out of bounds lost ball),84,83
4,7:18.0,D. Lillard misses 2-pt jump shot from 18 ft,,84,83
4,7:14.0,,Defensive rebound by M. Belinelli,84,83
4,7:09.0,,M. Belinelli misses 3-pt jump shot from 26 ft,84,83
4,7:04.0,Defensive rebound by J. Layman,,84,83
4,6:51.0,M. Harkless misses 2-pt layup from 3 ft (block by L. Aldridge),,84,83
4,6:48.0,,Defensive rebound by M. Belinelli,84,83
4,6:41.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by B. Forbes),84,86
4,6:16.0,J. Nurkić misses 2-pt layup from 4 ft,,84,86
4,6:14.0,Offensive rebound by J. Nurkić,,84,86
4,6:09.0,J. Nurkić misses 2-pt layup from 3 ft,,84,86
4,6:05.0,Offensive rebound by J. Nurkić,,84,86
4,6:05.0,J. Nurkić makes 2-pt layup at rim,,86,86
4,5:55.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),86,89
4,5:38.0,D. Lillard misses 3-pt jump shot from 25 ft,,86,89
4,5:36.0,,Defensive rebound by B. Forbes,86,89
4,5:27.0,,B. Forbes misses 2-pt jump shot from 15 ft,86,89
4,5:25.0,Defensive rebound by J. Layman,,86,89
4,5:19.0,Shooting foul by B. Forbes (drawn by D. Lillard),,86,89
4,5:19.0,D. Lillard makes free throw 1 of 2,,87,89
4,5:19.0,R. Hood enters the game for S. Curry,,87,89
4,5:19.0,,D. DeRozan enters the game for M. Belinelli,87,89
4,5:19.0,D. Lillard makes free throw 2 of 2,,88,89
4,5:02.0,,P. Mills misses 3-pt jump shot from 25 ft,88,89
4,5:00.0,Defensive rebound by J. Layman,,88,89
4,4:47.0,Turnover by J. Nurkić (bad pass; steal by P. Mills),,88,89
4,4:45.0,,B. Forbes makes 2-pt layup from 4 ft (assist by P. Mills),88,91
4,4:45.0,,Shooting foul by J. Layman (drawn by B. Forbes),88,91
4,4:45.0,,D. White enters the game for P. Mills,88,91
4,4:45.0,,B. Forbes makes free throw 1 of 1,88,92
4,4:27.0,D. Lillard misses 2-pt layup from 2 ft,,88,92
4,4:22.0,Offensive rebound by J. Nurkić,,88,92
4,4:22.0,J. Nurkić makes 2-pt layup at rim,,90,92
4,4:12.0,,D. Bertāns misses 3-pt jump shot from 26 ft,90,92
4,4:08.0,Defensive rebound by D. Lillard,,90,92
4,3:57.0,J. Nurkić misses 2-pt layup from 2 ft,,90,92
4,3:57.0,,Defensive rebound by Team,90,92
4,3:39.0,,Shooting foul by J. Layman (drawn by D. Bertāns),90,92
4,3:39.0,Portland full timeout,,90,92
4,3:39.0,A. Aminu enters the game for J. Layman,,90,92
4,3:39.0,,D. Bertāns makes free throw 1 of 3,90,93
4,3:39.0,,D. Bertāns makes free throw 2 of 3,90,94
4,3:39.0,,D. Bertāns makes free throw 3 of 3,90,95
4,3:27.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,92,95
4,3:06.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. DeRozan),92,98
4,2:44.0,M. Harkless misses 2-pt jump shot from 6 ft,,92,98
4,2:41.0,Offensive rebound by J. Nurkić,,92,98
4,2:37.0,D. Lillard misses 2-pt layup from 2 ft (block by L. Aldridge),,92,98
4,2:34.0,,Defensive rebound by D. DeRozan,92,98
4,2:11.0,,D. White makes 2-pt jump shot from 22 ft,92,100
4,1:46.0,J. Nurkić misses 3-pt jump shot from 26 ft,,92,100
4,1:44.0,,Defensive rebound by D. Bertāns,92,100
4,1:32.0,,Turnover by D. DeRozan (bad pass; steal by J. Nurkić),92,100
