QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
1,2:41.0,,H. Barnes misses 2-pt hook shot from 4 ft,21,15
1,2:36.0,,Offensive rebound by D. Jordan,21,15
1,2:36.0,,D. Jordan makes 2-pt layup from 1 ft,21,17
1,2:24.0,M. Harrell makes 2-pt dunk from 1 ft (assist by T. Harris),,23,17
1,2:06.0,,D. Smith makes 3-pt jump shot from 26 ft,23,20
1,1:46.0,S. Thornwell makes 2-pt layup at rim (assist by M. Harrell),,25,20
1,1:22.0,,D. Smith misses 3-pt jump shot from 27 ft,25,20
1,1:19.0,Defensive rebound by S. Thornwell,,25,20
1,1:12.0,P. Beverley misses 3-pt jump shot from 25 ft,,25,20
1,1:09.0,,Defensive rebound by D. Finney-Smith,25,20
1,1:02.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Harris),25,23
1,0:52.0,L. Williams misses 2-pt jump shot from 12 ft,,25,23
1,0:49.0,,Defensive rebound by H. Barnes,25,23
1,0:38.0,,H. Barnes misses 3-pt jump shot from 26 ft,25,23
1,0:35.0,Defensive rebound by P. Beverley,,25,23
1,0:32.0,P. Beverley makes 2-pt layup from 4 ft,,27,23
1,0:32.0,Shooting foul by D. Finney-Smith (drawn by P. Beverley),,27,23
1,0:32.0,J. Motley enters the game for T. Harris,,27,23
1,0:32.0,,L. Dončić enters the game for H. Barnes,27,23
1,0:32.0,,M. Kleber enters the game for D. Jordan,27,23
1,0:32.0,,D. Nowitzki enters the game for D. Smith,27,23
1,0:32.0,P. Beverley misses free throw 1 of 1,,27,23
1,0:32.0,,Defensive rebound by D. Nowitzki,27,23
1,0:11.0,,Shooting foul by S. Thornwell (drawn by L. Dončić),27,23
1,0:11.0,,L. Dončić makes free throw 1 of 2,27,24
1,0:11.0,J. Robinson enters the game for S. Thornwell,,27,24
1,0:11.0,,D. Powell enters the game for D. Nowitzki,27,24
1,0:11.0,,L. Dončić misses free throw 2 of 2,27,24
1,0:10.0,,Offensive rebound by M. Kleber,27,24
1,0:10.0,,M. Kleber makes 2-pt layup from 1 ft,27,26
1,0:04.0,Personal foul by D. Finney-Smith (drawn by L. Williams),,27,26
1,0:04.0,L. Williams makes free throw 1 of 2,,28,26
1,0:04.0,S. Thornwell enters the game for P. Beverley,,28,26
1,0:04.0,T. Wallace enters the game for J. Robinson,,28,26
1,0:04.0,,J. Brunson enters the game for D. Finney-Smith,28,26
1,0:04.0,,D. Nowitzki enters the game for D. Powell,28,26
1,0:04.0,L. Williams makes free throw 2 of 2,,29,26
1,0:00.0,,L. Dončić misses 3-pt jump shot from 28 ft,29,26
1,0:00.0,,Offensive rebound by Team,29,26
2,11:49.0,Personal foul by D. Nowitzki (drawn by M. Gortat),,29,26
2,11:43.0,J. Motley misses 2-pt jump shot from 11 ft,,29,26
2,11:40.0,,Defensive rebound by D. Harris,29,26
2,11:30.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by L. Dončić),29,29
2,11:18.0,Shooting foul by M. Kleber (drawn by S. Thornwell),,29,29
2,11:18.0,S. Thornwell misses free throw 1 of 2,,29,29
2,11:18.0,Offensive rebound by Team,,29,29
2,11:18.0,S. Thornwell makes free throw 2 of 2,,30,29
2,11:02.0,,L. Dončić misses 3-pt jump shot from 25 ft,30,29
2,11:01.0,Defensive rebound by Team,,30,29
2,11:01.0,M. Scott enters the game for M. Gortat,,30,29
2,10:41.0,M. Scott misses 3-pt jump shot from 25 ft,,30,29
2,10:38.0,,Defensive rebound by M. Kleber,30,29
2,10:29.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Harris),30,31
2,10:17.0,M. Scott makes 2-pt jump shot from 15 ft (assist by L. Williams),,32,31
2,9:52.0,,D. Harris misses 3-pt jump shot from 28 ft,32,31
2,9:51.0,,Offensive rebound by Team,32,31
2,9:48.0,,D. Harris makes 2-pt layup from 1 ft (assist by L. Dončić),32,33
2,9:28.0,J. Motley makes 2-pt dunk at rim (assist by L. Williams),,34,33
2,9:05.0,,Shooting foul by M. Scott (drawn by D. Finney-Smith),34,33
2,9:05.0,,D. Finney-Smith makes free throw 1 of 2,34,34
2,9:05.0,A. Bradley enters the game for S. Thornwell,,34,34
2,9:05.0,,D. Finney-Smith makes free throw 2 of 2,34,35
2,8:54.0,J. Motley makes 2-pt layup from 3 ft (assist by L. Williams),,36,35
2,8:47.0,,D. Harris misses 3-pt jump shot from 25 ft,36,35
2,8:42.0,Defensive rebound by M. Scott,,36,35
2,8:34.0,Turnover by L. Williams (lost ball; steal by D. Harris),,36,35
2,8:30.0,,D. Harris makes 2-pt layup from 1 ft (assist by M. Kleber),36,37
2,8:22.0,T. Wallace misses 2-pt jump shot from 17 ft,,36,37
2,8:22.0,,Defensive rebound by M. Kleber,36,37
2,8:07.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,36,37
2,8:05.0,,Offensive rebound by D. Finney-Smith,36,37
2,8:04.0,,Turnover by D. Finney-Smith (off goaltending),36,37
2,7:53.0,M. Scott misses 3-pt jump shot from 25 ft,,36,37
2,7:50.0,Offensive rebound by L. Williams,,36,37
2,7:48.0,L. Williams makes 2-pt jump shot from 4 ft,,38,37
2,7:38.0,,Personal foul by M. Scott (drawn by M. Kleber),38,37
2,7:38.0,P. Beverley enters the game for T. Wallace,,38,37
2,7:38.0,S. Gilgeous-Alexander enters the game for L. Williams,,38,37
2,7:31.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by L. Dončić),38,40
2,7:15.0,Loose ball foul by J. Motley (drawn by D. Finney-Smith),,38,40
2,7:15.0,Turnover by J. Motley (turnover),,38,40
2,7:15.0,T. Harris enters the game for M. Scott,,38,40
2,7:06.0,,L. Dončić misses 3-pt jump shot from 25 ft,38,40
2,7:05.0,Defensive rebound by Team,,38,40
2,7:05.0,,Loose ball foul by D. Finney-Smith (drawn by A. Bradley),38,40
2,7:05.0,M. Harrell enters the game for J. Motley,,38,40
2,7:05.0,,D. Jordan enters the game for D. Finney-Smith,38,40
2,7:05.0,,W. Matthews enters the game for D. Nowitzki,38,40
2,6:55.0,S. Gilgeous-Alexander makes 2-pt jump shot from 19 ft (assist by M. Harrell),,40,40
2,6:53.0,,Dallas full timeout,40,40
2,6:53.0,,J. Brunson enters the game for D. Harris,40,40
2,6:31.0,,M. Kleber misses 3-pt jump shot from 23 ft,40,40
2,6:30.0,,Offensive rebound by M. Kleber,40,40
2,6:25.0,,Personal foul by S. Gilgeous-Alexander (drawn by D. Jordan),40,40
2,6:25.0,,D. Smith enters the game for L. Dončić,40,40
2,6:20.0,,W. Matthews makes 2-pt jump shot from 10 ft (assist by D. Smith),40,42
2,6:06.0,M. Harrell makes 2-pt jump shot from 6 ft,,42,42
2,5:59.0,,Personal foul by P. Beverley (drawn by W. Matthews),42,42
2,5:59.0,,W. Matthews misses free throw 1 of 2,42,42
2,5:59.0,,Offensive rebound by Team,42,42
2,5:59.0,,W. Matthews misses free throw 2 of 2,42,42
2,5:56.0,Defensive rebound by T. Harris,,42,42
2,5:45.0,T. Harris misses 2-pt jump shot from 16 ft,,42,42
2,5:42.0,Offensive rebound by P. Beverley,,42,42
2,5:41.0,Shooting foul by M. Kleber (drawn by M. Harrell),,42,42
2,5:41.0,M. Harrell misses free throw 1 of 2,,42,42
2,5:41.0,Offensive rebound by Team,,42,42
2,5:41.0,,H. Barnes enters the game for M. Kleber,42,42
2,5:41.0,M. Harrell makes free throw 2 of 2,,43,42
2,5:22.0,,Shooting foul by T. Harris (drawn by D. Smith),43,42
2,5:22.0,,D. Smith makes free throw 1 of 2,43,43
2,5:22.0,,D. Smith makes free throw 2 of 2,43,44
2,5:11.0,S. Gilgeous-Alexander makes 2-pt layup at rim,,45,44
2,4:57.0,,H. Barnes makes 2-pt layup from 3 ft,45,46
2,4:57.0,,Shooting foul by T. Harris (drawn by H. Barnes),45,46
2,4:57.0,,H. Barnes makes free throw 1 of 1,45,47
2,4:43.0,P. Beverley misses 3-pt jump shot from 25 ft,,45,47
2,4:38.0,Offensive rebound by P. Beverley,,45,47
2,4:31.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,47,47
2,4:12.0,,D. Smith misses 3-pt jump shot from 25 ft,47,47
2,4:09.0,Defensive rebound by P. Beverley,,47,47
2,3:55.0,M. Harrell misses 2-pt hook shot from 5 ft,,47,47
2,3:53.0,,Defensive rebound by D. Smith,47,47
2,3:48.0,,Turnover by D. Smith (bad pass; steal by P. Beverley),47,47
2,3:43.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Harris),,50,47
2,3:15.0,,H. Barnes makes 2-pt jump shot from 6 ft,50,49
2,3:10.0,LA Clippers full timeout,,50,49
2,3:10.0,M. Scott enters the game for T. Harris,,50,49
2,3:10.0,,L. Dončić enters the game for J. Brunson,50,49
2,2:54.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,50,49
2,2:53.0,,Defensive rebound by Team,50,49
2,2:45.0,,Personal foul by M. Scott (drawn by H. Barnes),50,49
2,2:45.0,,H. Barnes makes free throw 1 of 2,50,50
2,2:45.0,J. Motley enters the game for S. Gilgeous-Alexander,,50,50
2,2:45.0,L. Williams enters the game for M. Harrell,,50,50
2,2:45.0,,H. Barnes makes free throw 2 of 2,50,51
2,2:27.0,M. Scott misses 3-pt jump shot from 25 ft,,50,51
2,2:27.0,,Defensive rebound by Team,50,51
2,2:27.0,M. Harrell enters the game for M. Scott,,50,51
2,2:14.0,,L. Dončić makes 2-pt jump shot from 6 ft,50,53
2,1:59.0,P. Beverley makes 2-pt jump shot from 10 ft (assist by A. Bradley),,52,53
2,1:48.0,,Personal foul by P. Beverley (drawn by L. Dončić),52,53
2,1:48.0,,L. Dončić misses free throw 1 of 2,52,53
2,1:48.0,,Offensive rebound by Team,52,53
2,1:48.0,,L. Dončić makes free throw 2 of 2,52,54
2,1:41.0,Shooting foul by D. Jordan (drawn by L. Williams),,52,54
2,1:41.0,L. Williams makes free throw 1 of 2,,53,54
2,1:41.0,L. Williams makes free throw 2 of 2,,54,54
2,1:30.0,,W. Matthews makes 2-pt jump shot from 6 ft,54,56
2,1:22.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,56,56
2,1:05.0,,L. Dončić misses 2-pt jump shot from 13 ft,56,56
2,1:01.0,Defensive rebound by P. Beverley,,56,56
2,0:55.0,J. Motley misses 2-pt jump shot from 6 ft,,56,56
2,0:53.0,,Defensive rebound by D. Smith,56,56
2,0:46.0,,W. Matthews misses 3-pt jump shot from 25 ft,56,56
2,0:43.0,,Offensive rebound by D. Jordan,56,56
2,0:31.0,,D. Smith makes 2-pt jump shot from 24 ft,56,58
2,0:09.0,L. Williams misses 3-pt jump shot from 27 ft,,56,58
2,0:04.0,,Defensive rebound by D. Jordan,56,58
2,0:00.0,,L. Dončić misses 3-pt jump shot from 31 ft,56,58
2,0:00.0,,Offensive rebound by Team,56,58
3,11:50.0,Turnover by M. Harrell (bad pass; steal by D. Jordan),,56,58
3,11:35.0,,H. Barnes misses 2-pt jump shot from 5 ft (block by M. Harrell),56,58
3,11:32.0,Defensive rebound by A. Bradley,,56,58
3,11:25.0,A. Bradley makes 2-pt jump shot from 18 ft,,58,58
3,11:05.0,,L. Dončić makes 2-pt jump shot from 20 ft,58,60
3,10:44.0,S. Gilgeous-Alexander misses 2-pt jump shot from 8 ft,,58,60
3,10:42.0,,Defensive rebound by D. Jordan,58,60
3,10:37.0,,L. Dončić misses 3-pt jump shot from 27 ft,58,60
3,10:36.0,Defensive rebound by Team,,58,60
3,10:22.0,T. Harris misses 2-pt jump shot from 9 ft,,58,60
3,10:19.0,,Defensive rebound by D. Jordan,58,60
3,10:11.0,,D. Smith makes 2-pt layup from 5 ft,58,62
3,9:55.0,A. Bradley misses 3-pt jump shot from 25 ft,,58,62
3,9:51.0,,Defensive rebound by D. Jordan,58,62
3,9:33.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Jordan),58,65
3,9:32.0,LA Clippers full timeout,,58,65
3,9:14.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Harris),,61,65
3,8:57.0,,L. Dončić misses 3-pt jump shot from 25 ft,61,65
3,8:57.0,Defensive rebound by Team,,61,65
3,8:57.0,,Loose ball foul by D. Jordan (drawn by M. Harrell),61,65
3,8:42.0,Turnover by A. Bradley (bad pass; steal by L. Dončić),,61,65
3,8:38.0,,L. Dončić misses 2-pt layup from 1 ft,61,65
3,8:38.0,,Offensive rebound by Team,61,65
3,8:29.0,,Turnover by D. Smith (out of bounds lost ball),61,65
3,8:16.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Harris),,64,65
3,7:51.0,,D. Jordan misses 2-pt jump shot from 5 ft (block by T. Harris),64,65
3,7:48.0,,Offensive rebound by D. Jordan,64,65
3,7:46.0,,D. Smith makes 2-pt jump shot from 15 ft (assist by D. Jordan),64,67
3,7:36.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,64,67
3,7:35.0,Offensive rebound by M. Harrell,,64,67
3,7:35.0,M. Harrell misses 2-pt layup from 1 ft,,64,67
3,7:33.0,,Defensive rebound by D. Jordan,64,67
3,7:33.0,L. Williams enters the game for S. Gilgeous-Alexander,,64,67
3,7:18.0,,Shooting foul by M. Harrell (drawn by L. Dončić),64,67
3,7:18.0,,L. Dončić misses free throw 1 of 2,64,67
3,7:18.0,,Offensive rebound by Team,64,67
3,7:18.0,,L. Dončić makes free throw 2 of 2,64,68
3,7:04.0,P. Beverley makes 2-pt layup from 1 ft,,66,68
3,6:50.0,Loose ball foul by M. Harrell (drawn by W. Matthews),,66,68
3,6:37.0,,D. Smith misses 2-pt jump shot from 19 ft,66,68
3,6:34.0,Defensive rebound by T. Harris,,66,68
3,6:24.0,A. Bradley misses 3-pt jump shot from 25 ft,,66,68
3,6:22.0,,Defensive rebound by D. Jordan,66,68
3,6:19.0,,H. Barnes misses 3-pt jump shot from 25 ft,66,68
3,6:18.0,,Offensive rebound by Team,66,68
3,6:18.0,Loose ball foul by M. Harrell (drawn by D. Jordan),,66,68
3,6:18.0,M. Gortat enters the game for M. Harrell,,66,68
3,6:06.0,,W. Matthews misses 3-pt jump shot from 25 ft,66,68
3,6:03.0,Defensive rebound by M. Gortat,,66,68
3,5:52.0,L. Williams misses 3-pt jump shot from 27 ft,,66,68
3,5:49.0,,Defensive rebound by W. Matthews,66,68
3,5:39.0,,Personal foul by P. Beverley (drawn by H. Barnes),66,68
3,5:27.0,,H. Barnes misses 2-pt jump shot from 5 ft,66,68
3,5:25.0,Defensive rebound by A. Bradley,,66,68
3,5:14.0,P. Beverley misses 3-pt jump shot from 23 ft,,66,68
3,5:12.0,,Defensive rebound by D. Smith,66,68
3,5:05.0,,D. Smith misses 2-pt layup from 1 ft,66,68
3,5:04.0,Defensive rebound by P. Beverley,,66,68
3,4:59.0,P. Beverley misses 3-pt jump shot from 25 ft,,66,68
3,4:57.0,Offensive rebound by A. Bradley,,66,68
3,4:55.0,A. Bradley misses 2-pt layup from 1 ft,,66,68
3,4:53.0,,Defensive rebound by D. Smith,66,68
3,4:52.0,,Personal foul by L. Williams (drawn by L. Dončić),66,68
3,4:52.0,,L. Dončić makes free throw 1 of 2,66,69
3,4:52.0,,L. Dončić makes free throw 2 of 2,66,70
3,4:40.0,L. Williams misses 3-pt jump shot from 26 ft,,66,70
3,4:37.0,,Defensive rebound by D. Jordan,66,70
3,4:30.0,,L. Dončić makes 2-pt layup from 1 ft,66,72
3,4:12.0,P. Beverley misses 3-pt jump shot from 25 ft,,66,72
3,4:09.0,,Defensive rebound by L. Dončić,66,72
3,4:06.0,,Offensive foul by L. Dončić (drawn by P. Beverley),66,72
3,4:06.0,,Turnover by L. Dončić (offensive foul),66,72
3,4:06.0,,D. Harris enters the game for L. Dončić,66,72
3,3:47.0,Shooting foul by D. Smith (drawn by P. Beverley),,66,72
3,3:47.0,P. Beverley makes free throw 1 of 2,,67,72
3,3:47.0,,Dallas full timeout,67,72
3,3:47.0,,M. Kleber enters the game for H. Barnes,67,72
3,3:47.0,,D. Nowitzki enters the game for D. Jordan,67,72
3,3:47.0,P. Beverley misses free throw 2 of 2,,67,72
3,3:44.0,Offensive rebound by M. Gortat,,67,72
3,3:42.0,T. Harris misses 3-pt jump shot from 25 ft,,67,72
3,3:38.0,Offensive rebound by P. Beverley,,67,72
3,3:34.0,A. Bradley misses 3-pt jump shot from 25 ft,,67,72
3,3:30.0,,Defensive rebound by M. Kleber,67,72
3,3:16.0,,D. Smith misses 2-pt jump shot from 8 ft,67,72
3,3:15.0,,Offensive rebound by M. Kleber,67,72
3,3:08.0,,Offensive foul by D. Smith (drawn by P. Beverley),67,72
3,3:08.0,,Turnover by D. Smith (offensive foul),67,72
3,3:08.0,S. Gilgeous-Alexander enters the game for P. Beverley,,67,72
3,3:08.0,J. Robinson enters the game for L. Williams,,67,72
3,2:43.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,67,72
3,2:40.0,Offensive rebound by A. Bradley,,67,72
3,2:32.0,J. Robinson misses 3-pt jump shot from 23 ft,,67,72
3,2:29.0,,Defensive rebound by D. Harris,67,72
3,2:15.0,,W. Matthews misses 2-pt jump shot from 18 ft,67,72
3,2:13.0,Defensive rebound by J. Robinson,,67,72
3,2:08.0,Shooting foul by D. Nowitzki (drawn by T. Harris),,67,72
3,2:08.0,T. Harris makes free throw 1 of 2,,68,72
3,2:08.0,L. Williams enters the game for A. Bradley,,68,72
3,2:08.0,,D. Finney-Smith enters the game for W. Matthews,68,72
3,2:08.0,T. Harris makes free throw 2 of 2,,69,72
3,2:00.0,,Personal foul by J. Robinson (drawn by D. Harris),69,72
3,2:00.0,,D. Harris makes free throw 1 of 2,69,73
3,2:00.0,J. Motley enters the game for M. Gortat,,69,73
3,2:00.0,,D. Harris misses free throw 2 of 2,69,73
3,1:57.0,Defensive rebound by T. Harris,,69,73
3,1:50.0,Personal foul by D. Finney-Smith (drawn by L. Williams),,69,73
3,1:43.0,Shooting foul by D. Harris (drawn by T. Harris),,69,73
3,1:43.0,T. Harris makes free throw 1 of 2,,70,73
3,1:43.0,T. Harris makes free throw 2 of 2,,71,73
3,1:30.0,,Turnover by M. Kleber (off goaltending),71,73
3,1:22.0,L. Williams misses 2-pt jump shot from 12 ft,,71,73
3,1:20.0,Offensive rebound by J. Motley,,71,73
3,1:20.0,Shooting foul by D. Nowitzki (drawn by J. Motley),,71,73
3,1:20.0,J. Motley makes free throw 1 of 2,,72,73
3,1:20.0,,L. Dončić enters the game for D. Smith,72,73
3,1:20.0,J. Motley makes free throw 2 of 2,,73,73
3,1:05.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by L. Dončić),73,76
3,0:50.0,L. Williams misses 3-pt jump shot from 25 ft,,73,76
3,0:47.0,,Defensive rebound by D. Harris,73,76
3,0:41.0,,D. Harris makes 2-pt layup from 1 ft,73,78
3,0:30.0,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,,73,78
3,0:28.0,,Defensive rebound by L. Dončić,73,78
3,0:08.0,,Offensive foul by M. Kleber (drawn by J. Robinson),73,78
3,0:08.0,,Turnover by M. Kleber (offensive foul),73,78
3,0:08.0,A. Bradley enters the game for J. Motley,,73,78
3,0:08.0,,D. Powell enters the game for D. Nowitzki,73,78
3,0:01.0,Offensive foul by L. Williams (drawn by D. Harris),,73,78
3,0:01.0,Turnover by L. Williams (offensive foul),,73,78
3,0:00.0,,D. Harris misses 3-pt jump shot from 47 ft,73,78
3,0:00.0,,Offensive rebound by Team,73,78
4,11:47.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,73,78
4,11:42.0,Defensive rebound by J. Robinson,,73,78
4,11:34.0,T. Wallace misses 2-pt jump shot from 12 ft,,73,78
4,11:32.0,Offensive rebound by J. Motley,,73,78
4,11:31.0,J. Motley misses 2-pt layup from 2 ft,,73,78
4,11:29.0,Offensive rebound by T. Wallace,,73,78
4,11:27.0,T. Wallace makes 2-pt layup from 1 ft,,75,78
4,11:13.0,,L. Dončić misses 3-pt jump shot from 27 ft,75,78
4,11:12.0,Defensive rebound by Team,,75,78
4,11:03.0,T. Wallace misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,75,78
4,11:03.0,Offensive rebound by Team,,75,78
4,10:56.0,A. Bradley misses 2-pt jump shot from 20 ft,,75,78
4,10:53.0,,Defensive rebound by L. Dončić,75,78
4,10:38.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,75,78
4,10:37.0,,Offensive rebound by Team,75,78
4,10:37.0,,Personal foul by M. Scott (drawn by M. Kleber),75,78
4,10:37.0,,D. Powell enters the game for D. Nowitzki,75,78
4,10:23.0,,Turnover by Team (shot clock),75,78
4,10:11.0,Shooting foul by D. Finney-Smith (drawn by T. Wallace),,75,78
4,10:11.0,T. Wallace makes free throw 1 of 2,,76,78
4,10:11.0,T. Wallace makes free throw 2 of 2,,77,78
4,9:51.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by L. Dončić),77,81
4,9:35.0,Shooting foul by M. Kleber (drawn by J. Motley),,77,81
4,9:35.0,J. Motley misses free throw 1 of 2,,77,81
4,9:35.0,Offensive rebound by Team,,77,81
4,9:35.0,J. Motley makes free throw 2 of 2,,78,81
4,9:23.0,,Turnover by D. Harris (lost ball; steal by J. Robinson),78,81
4,9:23.0,Flagrant foul type 1 by D. Harris (drawn by A. Bradley),,78,81
4,9:23.0,A. Bradley makes flagrant free throw 1 of 2,,79,81
4,9:23.0,A. Bradley makes flagrant free throw 2 of 2,,80,81
4,9:01.0,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Bradley),,83,81
4,8:44.0,,D. Powell makes 2-pt dunk at rim (assist by D. Harris),83,83
4,8:29.0,J. Robinson makes 3-pt jump shot from 25 ft (assist by A. Bradley),,86,83
4,8:13.0,,Turnover by L. Dončić (bad pass; steal by J. Motley),86,83
