QUARTER,TIME_REMAINING,BROOKLYN_ACTION,BOSTON_ACTION,BROOKLYN_SCORE,BOSTON_SCORE
4,8:18.0,,G. Hayward misses 2-pt jump shot from 20 ft,90,97
4,8:16.0,Defensive rebound by T. Pinson,,90,97
4,8:11.0,R. Kurucs misses 3-pt jump shot from 23 ft,,90,97
4,8:09.0,,Defensive rebound by M. Morris,90,97
4,8:01.0,,Turnover by G. Hayward (traveling),90,97
4,7:48.0,Turnover by S. Napier (lost ball; steal by M. Smart),,90,97
4,7:44.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by M. Morris),90,99
4,7:32.0,Turnover by T. Pinson (traveling),,90,99
4,7:13.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by M. Morris),90,102
4,7:12.0,Brooklyn full timeout,,90,102
4,7:12.0,R. Hollis-Jefferson enters the game for E. Davis,,90,102
4,7:02.0,Personal foul by M. Morris (drawn by D. Carroll),,90,102
4,6:52.0,R. Hollis-Jefferson makes 2-pt layup from 4 ft (assist by S. Napier),,92,102
4,6:47.0,,Personal foul by D. Carroll (drawn by M. Smart),92,102
4,6:38.0,,Turnover by A. Baynes (3 sec),92,102
4,6:25.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Carroll),,94,102
4,6:05.0,,Personal foul by R. Hollis-Jefferson (drawn by M. Morris),94,102
4,6:05.0,,A. Horford enters the game for A. Baynes,94,102
4,6:05.0,,T. Rozier enters the game for G. Hayward,94,102
4,5:53.0,,M. Morris misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),94,102
4,5:51.0,Defensive rebound by D. Carroll,,94,102
4,5:38.0,R. Kurucs misses 2-pt layup from 3 ft (block by M. Morris),,94,102
4,5:34.0,,Defensive rebound by A. Horford,94,102
4,5:21.0,,Boston full timeout,94,102
4,5:21.0,,J. Tatum enters the game for M. Morris,94,102
4,5:19.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by J. Tatum),94,105
4,5:07.0,D. Carroll misses 2-pt layup from 2 ft (block by M. Smart),,94,105
4,5:05.0,,Defensive rebound by A. Horford,94,105
4,4:44.0,,M. Smart misses 3-pt jump shot from 27 ft,94,105
4,4:42.0,Defensive rebound by S. Napier,,94,105
4,4:37.0,S. Napier misses 3-pt jump shot from 26 ft,,94,105
4,4:35.0,,Defensive rebound by T. Rozier,94,105
4,4:29.0,,J. Brown misses 3-pt jump shot from 25 ft,94,105
4,4:27.0,Defensive rebound by D. Carroll,,94,105
4,4:23.0,Turnover by D. Carroll (lost ball),,94,105
4,4:22.0,Loose ball foul by D. Carroll (drawn by M. Smart),,94,105
4,4:22.0,,M. Smart makes free throw 1 of 2,94,106
4,4:22.0,E. Davis enters the game for R. Kurucs,,94,106
4,4:22.0,,M. Smart makes free throw 2 of 2,94,107
4,4:06.0,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,,94,107
4,4:04.0,,Defensive rebound by J. Tatum,94,107
4,3:48.0,,M. Smart makes 2-pt layup from 2 ft (assist by A. Horford),94,109
4,3:33.0,Personal foul by T. Rozier (drawn by R. Hollis-Jefferson),,94,109
4,3:19.0,S. Napier misses 2-pt layup from 4 ft,,94,109
4,3:18.0,,Defensive rebound by T. Rozier,94,109
4,3:14.0,,M. Smart misses 3-pt jump shot from 27 ft,94,109
4,3:10.0,,Offensive rebound by J. Brown,94,109
4,3:05.0,,Boston full timeout,94,109
4,3:05.0,M. Creek enters the game for D. Carroll,,94,109
4,2:59.0,,Turnover by M. Smart (bad pass; steal by S. Napier),94,109
4,2:55.0,T. Pinson makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,97,109
4,2:37.0,,A. Horford misses 2-pt hook shot from 6 ft,97,109
4,2:35.0,Defensive rebound by E. Davis,,97,109
4,2:27.0,Turnover by T. Pinson (bad pass; steal by A. Horford),,97,109
4,2:23.0,,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),97,111
4,2:10.0,T. Pinson misses 3-pt jump shot from 27 ft,,97,111
4,2:08.0,,Defensive rebound by T. Rozier,97,111
4,1:47.0,,J. Brown misses 2-pt dunk from 1 ft,97,111
4,1:45.0,Defensive rebound by E. Davis,,97,111
4,1:32.0,R. Hollis-Jefferson makes 2-pt dunk from 3 ft (assist by S. Napier),,99,111
4,1:13.0,,A. Horford misses 3-pt jump shot from 25 ft,99,111
4,1:11.0,Defensive rebound by M. Creek,,99,111
4,1:04.0,S. Napier makes 3-pt jump shot from 26 ft (assist by M. Creek),,102,111
4,0:42.0,,J. Brown misses 2-pt jump shot from 15 ft,102,111
4,0:41.0,,Offensive rebound by Team,102,111
4,0:41.0,Loose ball foul by S. Napier (drawn by M. Smart),,102,111
4,0:41.0,,M. Smart makes free throw 1 of 2,102,112
4,0:41.0,,M. Smart misses free throw 2 of 2,102,112
4,0:41.0,Defensive rebound by R. Hollis-Jefferson,,102,112
4,0:34.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,104,112
4,0:11.0,,T. Rozier misses 3-pt jump shot from 26 ft,104,112
4,0:09.0,Defensive rebound by E. Davis,,104,112
4,0:02.0,M. Creek misses 2-pt jump shot from 19 ft,,104,112
4,0:01.0,,Defensive rebound by A. Horford,104,112
