QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
1,3:23.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,20,19
1,3:19.0,Defensive rebound by D. Jordan,,20,19
1,3:01.0,N. Vonleh misses 3-pt jump shot from 24 ft,,20,19
1,2:58.0,Offensive rebound by D. Jordan,,20,19
1,2:54.0,K. Knox makes 3-pt jump shot from 28 ft (assist by D. Jordan),,23,19
1,2:38.0,,D. Sabonis misses 2-pt hook shot from 6 ft,23,19
1,2:36.0,Defensive rebound by D. Jordan,,23,19
1,2:24.0,A. Trier misses 3-pt jump shot from 27 ft,,23,19
1,2:20.0,,Defensive rebound by B. Bogdanović,23,19
1,2:08.0,,C. Joseph misses 2-pt jump shot from 8 ft,23,19
1,2:07.0,Loose ball foul by N. Vonleh (drawn by D. Sabonis),,23,19
1,2:07.0,,Offensive rebound by Team,23,19
1,2:07.0,New York full timeout,,23,19
1,2:07.0,M. Robinson enters the game for D. Jordan,,23,19
1,2:07.0,,A. Holiday enters the game for B. Bogdanović,23,19
1,2:07.0,,D. McDermott enters the game for W. Matthews,23,19
1,2:07.0,,D. Sabonis makes free throw 1 of 2,23,20
1,2:07.0,,D. Sabonis makes free throw 2 of 2,23,21
1,1:47.0,Shooting foul by D. McDermott (drawn by K. Knox),,23,21
1,1:47.0,K. Knox makes free throw 1 of 2,,24,21
1,1:47.0,K. Knox makes free throw 2 of 2,,25,21
1,1:26.0,,D. Sabonis makes 2-pt hook shot from 7 ft,25,23
1,1:13.0,E. Mudiay misses 2-pt jump shot from 7 ft,,25,23
1,1:12.0,Offensive rebound by Team,,25,23
1,1:12.0,,Loose ball foul by D. Sabonis (drawn by N. Vonleh),25,23
1,1:12.0,N. Vonleh makes free throw 1 of 2,,26,23
1,1:12.0,N. Vonleh makes free throw 2 of 2,,27,23
1,0:54.0,,D. Sabonis misses 2-pt layup from 3 ft (block by M. Robinson),27,23
1,0:51.0,Defensive rebound by M. Robinson,,27,23
1,0:40.0,A. Trier misses 2-pt jump shot from 16 ft,,27,23
1,0:37.0,,Defensive rebound by C. Joseph,27,23
1,0:36.0,,Personal foul by N. Vonleh (drawn by C. Joseph),27,23
1,0:36.0,,C. Joseph makes free throw 1 of 2,27,24
1,0:36.0,L. Thomas enters the game for N. Vonleh,,27,24
1,0:36.0,,T. Leaf enters the game for M. Turner,27,24
1,0:36.0,,C. Joseph makes free throw 2 of 2,27,25
1,0:29.0,A. Trier misses 3-pt jump shot from 26 ft,,27,25
1,0:28.0,,Defensive rebound by D. McDermott,27,25
1,0:07.0,,A. Holiday makes 2-pt jump shot from 19 ft,27,27
1,0:00.0,E. Mudiay makes 2-pt jump shot from 14 ft,,29,27
2,11:38.0,,A. Holiday misses 2-pt jump shot from 20 ft,29,27
2,11:34.0,,Offensive rebound by T. Leaf,29,27
2,11:34.0,,T. Leaf makes 2-pt layup from 1 ft,29,29
2,11:19.0,D. Dotson misses 2-pt jump shot from 19 ft,,29,29
2,11:17.0,,Defensive rebound by D. Sabonis,29,29
2,11:07.0,,D. Sabonis misses 3-pt jump shot from 26 ft,29,29
2,11:04.0,Defensive rebound by E. Mudiay,,29,29
2,11:01.0,E. Mudiay makes 2-pt layup from 3 ft,,31,29
2,10:49.0,,Turnover by D. Sabonis (lost ball; steal by D. Dotson),31,29
2,10:45.0,Turnover by A. Trier (traveling),,31,29
2,10:38.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),31,31
2,10:38.0,,Shooting foul by M. Robinson (drawn by D. Sabonis),31,31
2,10:38.0,,D. Sabonis misses free throw 1 of 1,31,31
2,10:36.0,Defensive rebound by D. Dotson,,31,31
2,10:20.0,L. Thomas misses 3-pt jump shot from 24 ft,,31,31
2,10:17.0,,Defensive rebound by D. Sabonis,31,31
2,10:12.0,,D. McDermott misses 3-pt jump shot from 27 ft,31,31
2,10:07.0,Defensive rebound by A. Trier,,31,31
2,9:54.0,M. Robinson makes 2-pt layup from 1 ft (assist by D. Dotson),,33,31
2,9:45.0,,C. Joseph misses 3-pt jump shot from 24 ft,33,31
2,9:43.0,,Offensive rebound by D. McDermott,33,31
2,9:42.0,,D. McDermott makes 2-pt layup from 1 ft,33,33
2,9:42.0,,Shooting foul by M. Robinson (drawn by D. McDermott),33,33
2,9:42.0,,D. McDermott misses free throw 1 of 1,33,33
2,9:39.0,,Offensive rebound by D. Sabonis,33,33
2,9:38.0,,D. Sabonis misses 2-pt layup from 1 ft (block by M. Robinson),33,33
2,9:35.0,Defensive rebound by L. Thomas,,33,33
2,9:30.0,Shooting foul by D. McDermott (drawn by M. Robinson),,33,33
2,9:30.0,M. Robinson makes free throw 1 of 2,,34,33
2,9:30.0,M. Robinson misses free throw 2 of 2,,34,33
2,9:29.0,,Defensive rebound by D. Sabonis,34,33
2,9:20.0,,D. McDermott makes 2-pt jump shot from 19 ft (assist by C. Joseph),34,35
2,9:09.0,Personal foul by A. Holiday (drawn by E. Mudiay),,34,35
2,9:09.0,,T. Young enters the game for T. Leaf,34,35
2,8:55.0,Turnover by A. Trier (bad pass),,34,35
2,8:43.0,,D. Sabonis misses 2-pt jump shot from 15 ft,34,35
2,8:40.0,Defensive rebound by E. Mudiay,,34,35
2,8:37.0,L. Thomas makes 2-pt layup at rim (assist by E. Mudiay),,36,35
2,8:25.0,,Offensive foul by D. Sabonis (drawn by L. Thomas),36,35
2,8:25.0,,Turnover by D. Sabonis (offensive foul),36,35
2,8:08.0,Turnover by L. Thomas (lost ball; steal by D. McDermott),,36,35
2,8:08.0,,B. Bogdanović enters the game for A. Holiday,36,35
2,8:08.0,,D. Collison enters the game for D. McDermott,36,35
2,7:55.0,,T. Young misses 2-pt layup from 1 ft,36,35
2,7:53.0,Defensive rebound by L. Thomas,,36,35
2,7:45.0,A. Trier misses 2-pt jump shot from 17 ft,,36,35
2,7:43.0,,Defensive rebound by Team,36,35
2,7:43.0,Loose ball foul by M. Robinson (drawn by D. Sabonis),,36,35
2,7:43.0,D. Jordan enters the game for M. Robinson,,36,35
2,7:43.0,D. Smith enters the game for A. Trier,,36,35
2,7:33.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),36,37
2,7:27.0,New York full timeout,,36,37
2,7:27.0,N. Vonleh enters the game for L. Thomas,,36,37
2,7:27.0,,W. Matthews enters the game for C. Joseph,36,37
2,7:17.0,Turnover by D. Dotson (traveling),,36,37
2,7:03.0,,D. Sabonis misses 2-pt layup from 1 ft (block by E. Mudiay),36,37
2,7:00.0,Defensive rebound by D. Jordan,,36,37
2,6:46.0,D. Dotson makes 3-pt jump shot from 27 ft (assist by D. Jordan),,39,37
2,6:24.0,,W. Matthews misses 3-pt jump shot from 25 ft,39,37
2,6:21.0,Defensive rebound by D. Dotson,,39,37
2,6:02.0,D. Dotson makes 2-pt jump shot from 6 ft,,41,37
2,5:48.0,,D. Sabonis misses 2-pt jump shot from 12 ft,41,37
2,5:45.0,Defensive rebound by D. Jordan,,41,37
2,5:35.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by D. Jordan),,44,37
2,5:26.0,,Indiana full timeout,44,37
2,5:26.0,,M. Turner enters the game for D. Sabonis,44,37
2,5:21.0,,M. Turner misses 2-pt jump shot from 20 ft,44,37
2,5:17.0,Defensive rebound by D. Jordan,,44,37
2,5:08.0,N. Vonleh misses 2-pt layup at rim,,44,37
2,5:05.0,Offensive rebound by N. Vonleh,,44,37
2,5:04.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by N. Vonleh),,47,37
2,4:53.0,,B. Bogdanović makes 2-pt jump shot from 12 ft,47,39
2,4:27.0,Turnover by D. Smith (bad pass),,47,39
2,4:17.0,,D. Collison makes 2-pt jump shot from 18 ft,47,41
2,3:52.0,D. Smith misses 2-pt jump shot from 21 ft,,47,41
2,3:47.0,Offensive rebound by D. Jordan,,47,41
2,3:47.0,D. Jordan makes 2-pt dunk at rim,,49,41
2,3:40.0,,Shooting foul by D. Smith (drawn by D. Collison),49,41
2,3:40.0,,D. Collison makes free throw 1 of 2,49,42
2,3:40.0,K. Knox enters the game for D. Smith,,49,42
2,3:40.0,,D. Collison makes free throw 2 of 2,49,43
2,3:21.0,Personal foul by T. Young (drawn by N. Vonleh),,49,43
2,3:08.0,Turnover by D. Dotson (traveling),,49,43
2,2:57.0,,M. Turner misses 2-pt jump shot from 19 ft,49,43
2,2:54.0,Defensive rebound by K. Knox,,49,43
2,2:45.0,Turnover by D. Jordan (bad pass; steal by M. Turner),,49,43
2,2:42.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),49,46
2,2:19.0,K. Knox misses 2-pt jump shot from 18 ft,,49,46
2,2:16.0,,Defensive rebound by D. Collison,49,46
2,2:02.0,,T. Young misses 3-pt jump shot from 27 ft,49,46
2,1:58.0,,Offensive rebound by T. Young,49,46
2,1:56.0,,D. Collison makes 2-pt layup from 1 ft (assist by T. Young),49,48
2,1:32.0,D. Jordan misses 2-pt layup from 1 ft,,49,48
2,1:30.0,,Defensive rebound by M. Turner,49,48
2,1:21.0,,Shooting foul by D. Dotson (drawn by W. Matthews),49,48
2,1:21.0,,W. Matthews makes free throw 1 of 3,49,49
2,1:21.0,A. Trier enters the game for D. Dotson,,49,49
2,1:21.0,,C. Joseph enters the game for D. Collison,49,49
2,1:21.0,,W. Matthews makes free throw 2 of 3,49,50
2,1:21.0,,W. Matthews makes free throw 3 of 3,49,51
2,1:03.0,N. Vonleh misses 2-pt hook shot from 2 ft (block by M. Turner),,49,51
2,0:59.0,,Defensive rebound by C. Joseph,49,51
2,0:51.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,49,51
2,0:48.0,Defensive rebound by K. Knox,,49,51
2,0:40.0,E. Mudiay misses 2-pt jump shot from 16 ft,,49,51
2,0:37.0,,Defensive rebound by M. Turner,49,51
2,0:34.0,,W. Matthews makes 2-pt layup at rim (assist by T. Young),49,53
2,0:10.0,K. Knox makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,52,53
2,0:01.0,,B. Bogdanović makes 2-pt layup from 1 ft,52,55
2,0:00.0,Turnover by D. Jordan (bad pass; steal by C. Joseph),,52,55
2,0:00.0,,C. Joseph misses 2-pt jump shot from 13 ft,52,55
2,0:00.0,,Offensive rebound by Team,52,55
3,11:50.0,,Personal foul by K. Knox (drawn by B. Bogdanović),52,55
3,11:40.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Collison),52,58
3,11:24.0,D. Dotson misses 3-pt jump shot from 27 ft,,52,58
3,11:21.0,,Defensive rebound by T. Young,52,58
3,11:12.0,,M. Turner misses 3-pt jump shot from 27 ft,52,58
3,11:08.0,Defensive rebound by N. Vonleh,,52,58
3,10:58.0,Turnover by D. Smith (bad pass; steal by D. Collison),,52,58
3,10:54.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by D. Collison),52,61
3,10:52.0,New York full timeout,,52,61
3,10:31.0,D. Dotson misses 2-pt jump shot from 5 ft,,52,61
3,10:30.0,Offensive rebound by Team,,52,61
3,10:28.0,D. Dotson misses 2-pt jump shot from 18 ft,,52,61
3,10:23.0,,Defensive rebound by M. Turner,52,61
3,10:16.0,,T. Young misses 3-pt jump shot from 27 ft,52,61
3,10:13.0,Defensive rebound by K. Knox,,52,61
3,10:06.0,K. Knox misses 2-pt jump shot from 18 ft,,52,61
3,10:01.0,,Defensive rebound by W. Matthews,52,61
3,9:40.0,,B. Bogdanović makes 3-pt jump shot from 30 ft (assist by T. Young),52,64
3,9:17.0,D. Smith makes 3-pt jump shot from 28 ft (assist by K. Knox),,55,64
3,9:06.0,,Turnover by W. Matthews (lost ball; steal by D. Smith),55,64
3,8:55.0,Shooting foul by B. Bogdanović (drawn by N. Vonleh),,55,64
3,8:55.0,N. Vonleh makes free throw 1 of 2,,56,64
3,8:55.0,N. Vonleh makes free throw 2 of 2,,57,64
3,8:45.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,57,64
3,8:42.0,Defensive rebound by N. Vonleh,,57,64
3,8:31.0,D. Dotson misses 3-pt jump shot from 28 ft,,57,64
3,8:28.0,,Defensive rebound by M. Turner,57,64
3,8:19.0,,T. Young misses 2-pt jump shot from 20 ft,57,64
3,8:15.0,Defensive rebound by D. Dotson,,57,64
3,8:07.0,D. Smith misses 3-pt jump shot from 28 ft,,57,64
3,8:04.0,Offensive rebound by D. Jordan,,57,64
3,8:04.0,Shooting foul by T. Young (drawn by D. Jordan),,57,64
3,8:04.0,D. Jordan makes free throw 1 of 2,,58,64
3,8:04.0,D. Jordan makes free throw 2 of 2,,59,64
3,7:47.0,,Shooting foul by K. Knox (drawn by M. Turner),59,64
3,7:47.0,,M. Turner misses free throw 1 of 2,59,64
3,7:47.0,,Offensive rebound by Team,59,64
3,7:47.0,,M. Turner misses free throw 2 of 2,59,64
3,7:45.0,,Offensive rebound by Team,59,64
3,7:40.0,,D. Collison makes 2-pt jump shot from 21 ft (assist by M. Turner),59,66
3,7:19.0,N. Vonleh makes 2-pt layup from 2 ft (assist by D. Dotson),,61,66
3,7:09.0,,D. Collison misses 2-pt jump shot from 11 ft,61,66
3,7:06.0,Defensive rebound by N. Vonleh,,61,66
3,6:57.0,D. Smith misses 2-pt layup from 1 ft,,61,66
3,6:55.0,,Defensive rebound by T. Young,61,66
3,6:49.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by W. Matthews),61,68
3,6:49.0,,Shooting foul by K. Knox (drawn by B. Bogdanović),61,68
3,6:49.0,A. Trier enters the game for K. Knox,,61,68
3,6:49.0,,B. Bogdanović makes free throw 1 of 1,61,69
3,6:25.0,A. Trier misses 2-pt jump shot from 15 ft,,61,69
3,6:22.0,,Defensive rebound by D. Collison,61,69
3,6:10.0,,Turnover by M. Turner (bad pass),61,69
3,5:56.0,Personal foul by B. Bogdanović (drawn by D. Dotson),,61,69
3,5:47.0,Turnover by D. Dotson (bad pass; steal by M. Turner),,61,69
3,5:43.0,,D. Collison misses 2-pt jump shot from 21 ft,61,69
3,5:40.0,Defensive rebound by N. Vonleh,,61,69
3,5:34.0,D. Smith misses 2-pt layup from 1 ft,,61,69
3,5:31.0,Offensive rebound by D. Jordan,,61,69
3,5:31.0,D. Jordan makes 2-pt layup from 1 ft,,63,69
3,5:17.0,,T. Young makes 3-pt jump shot from 24 ft (assist by D. Collison),63,72
3,4:49.0,N. Vonleh makes 2-pt layup from 3 ft,,65,72
3,4:20.0,,T. Young misses 2-pt jump shot from 19 ft,65,72
3,4:17.0,Defensive rebound by D. Jordan,,65,72
3,4:10.0,D. Smith misses 2-pt layup from 1 ft,,65,72
3,4:06.0,Offensive rebound by D. Smith,,65,72
3,4:04.0,Turnover by D. Smith (bad pass; steal by T. Young),,65,72
3,3:59.0,,Turnover by B. Bogdanović (bad pass; steal by N. Vonleh),65,72
3,3:53.0,A. Trier misses 2-pt layup from 4 ft,,65,72
3,3:48.0,,Defensive rebound by T. Young,65,72
3,3:47.0,,Indiana full timeout,65,72
3,3:47.0,E. Mudiay enters the game for D. Jordan,,65,72
3,3:47.0,M. Robinson enters the game for D. Smith,,65,72
3,3:47.0,,C. Joseph enters the game for B. Bogdanović,65,72
3,3:47.0,,D. Sabonis enters the game for T. Young,65,72
3,3:41.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Collison),65,75
3,3:17.0,A. Trier misses 3-pt jump shot from 29 ft,,65,75
3,3:13.0,,Defensive rebound by D. Sabonis,65,75
3,3:03.0,,M. Turner misses 2-pt layup from 1 ft,65,75
3,3:01.0,Defensive rebound by A. Trier,,65,75
3,2:47.0,A. Trier makes 3-pt jump shot from 27 ft (assist by N. Vonleh),,68,75
3,2:36.0,,Shooting foul by A. Trier (drawn by D. Collison),68,75
3,2:36.0,,D. Collison makes free throw 1 of 2,68,76
3,2:36.0,L. Thomas enters the game for N. Vonleh,,68,76
3,2:36.0,,D. Collison makes free throw 2 of 2,68,77
3,2:21.0,Turnover by E. Mudiay (lost ball; steal by D. Collison),,68,77
3,2:02.0,,Shooting foul by L. Thomas (drawn by M. Turner),68,77
3,2:02.0,J. Jenkins enters the game for D. Dotson,,68,77
3,2:02.0,,D. McDermott enters the game for D. Collison,68,77
3,2:02.0,,M. Turner makes free throw 1 of 2,68,78
3,2:02.0,,M. Turner misses free throw 2 of 2,68,78
3,2:02.0,Defensive rebound by Team,,68,78
3,2:02.0,,Loose ball foul by D. Sabonis (drawn by M. Robinson),68,78
3,1:47.0,L. Thomas misses 2-pt jump shot from 20 ft,,68,78
3,1:45.0,,Defensive rebound by C. Joseph,68,78
3,1:30.0,,M. Turner makes 2-pt layup at rim,68,80
3,1:08.0,A. Trier makes 2-pt layup from 1 ft,,70,80
3,1:08.0,,Violation by Team (def goaltending),70,80
3,1:01.0,,D. McDermott makes 2-pt layup at rim (assist by D. Sabonis),70,82
3,0:42.0,E. Mudiay misses 2-pt layup from 1 ft (block by C. Joseph),,70,82
3,0:42.0,Offensive rebound by Team,,70,82
3,0:38.0,E. Mudiay misses 2-pt jump shot from 20 ft,,70,82
3,0:34.0,Offensive rebound by A. Trier,,70,82
3,0:26.0,A. Trier misses 2-pt layup from 3 ft (block by M. Turner),,70,82
3,0:23.0,,Defensive rebound by D. Sabonis,70,82
3,0:19.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by C. Joseph),70,85
3,0:19.0,New York full timeout,,70,85
3,0:00.0,E. Mudiay makes 3-pt jump shot from 30 ft (assist by J. Jenkins),,73,85
4,11:43.0,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Jenkins),,75,85
4,11:23.0,,D. Sabonis misses 2-pt layup from 1 ft (block by M. Robinson),75,85
4,11:22.0,,Offensive rebound by Team,75,85
4,11:19.0,,D. Collison misses 3-pt jump shot from 26 ft,75,85
4,11:15.0,Defensive rebound by M. Robinson,,75,85
4,11:10.0,E. Mudiay makes 2-pt layup from 1 ft,,77,85
4,10:50.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),77,87
4,10:34.0,M. Robinson makes 2-pt layup at rim (assist by E. Mudiay),,79,87
4,10:21.0,,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),79,89
4,10:04.0,J. Jenkins misses 2-pt jump shot from 22 ft,,79,89
4,10:01.0,,Defensive rebound by D. McDermott,79,89
4,9:53.0,,Personal foul by M. Robinson (drawn by D. Sabonis),79,89
4,9:43.0,,D. McDermott misses 3-pt jump shot from 23 ft,79,89
4,9:40.0,Defensive rebound by L. Thomas,,79,89
4,9:33.0,Personal foul by D. Collison (drawn by E. Mudiay),,79,89
4,9:29.0,E. Mudiay makes 2-pt jump shot from 18 ft (assist by J. Jenkins),,81,89
4,9:18.0,,D. Sabonis makes 2-pt jump shot from 16 ft (assist by D. Collison),81,91
4,9:18.0,,Shooting foul by M. Robinson (drawn by D. Sabonis),81,91
4,9:18.0,D. Jordan enters the game for M. Robinson,,81,91
4,9:18.0,,D. Sabonis misses free throw 1 of 1,81,91
4,9:17.0,Defensive rebound by D. Jordan,,81,91
4,9:08.0,J. Jenkins misses 3-pt jump shot from 28 ft,,81,91
4,9:06.0,,Defensive rebound by D. Sabonis,81,91
4,9:01.0,,Offensive foul by D. Sabonis (drawn by L. Thomas),81,91
4,9:01.0,,Turnover by D. Sabonis (offensive foul),81,91
4,9:01.0,K. Knox enters the game for J. Jenkins,,81,91
4,8:51.0,Turnover by A. Trier (lost ball; steal by D. Collison),,81,91
4,8:47.0,,D. Collison makes 2-pt layup from 2 ft (assist by B. Bogdanović),81,93
4,8:24.0,Turnover by D. Jordan (bad pass; steal by D. Sabonis),,81,93
4,8:17.0,,D. Collison misses 2-pt jump shot from 19 ft,81,93
4,8:16.0,Defensive rebound by E. Mudiay,,81,93
4,8:16.0,Personal foul by D. Sabonis (drawn by E. Mudiay),,81,93
4,8:16.0,,M. Turner enters the game for D. Sabonis,81,93
4,8:05.0,Personal foul by D. McDermott (drawn by A. Trier),,81,93
4,7:54.0,E. Mudiay misses 3-pt jump shot from 27 ft,,81,93
4,7:51.0,,Defensive rebound by C. Joseph,81,93
4,7:39.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner),81,95
4,7:38.0,New York full timeout,,81,95
4,7:38.0,D. Dotson enters the game for L. Thomas,,81,95
4,7:38.0,,W. Matthews enters the game for B. Bogdanović,81,95
4,7:38.0,,T. Young enters the game for D. Collison,81,95
4,7:19.0,Turnover by A. Trier (lost ball; steal by T. Young),,81,95
4,7:14.0,,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),81,97
4,6:58.0,A. Trier makes 2-pt layup from 1 ft,,83,97
4,6:46.0,,C. Joseph misses 2-pt jump shot from 14 ft,83,97
4,6:44.0,Defensive rebound by K. Knox,,83,97
4,6:39.0,Personal foul by T. Young (drawn by K. Knox),,83,97
4,6:39.0,D. Smith enters the game for E. Mudiay,,83,97
4,6:30.0,A. Trier misses 3-pt jump shot from 27 ft,,83,97
4,6:27.0,,Defensive rebound by M. Turner,83,97
4,6:18.0,,Personal foul by K. Knox (drawn by T. Young),83,97
4,6:05.0,,Shooting foul by D. Dotson (drawn by M. Turner),83,97
4,6:05.0,,M. Turner misses free throw 1 of 2,83,97
4,6:05.0,,Offensive rebound by Team,83,97
4,6:05.0,,M. Turner misses free throw 2 of 2,83,97
4,6:03.0,Defensive rebound by D. Jordan,,83,97
4,5:47.0,K. Knox makes 3-pt jump shot from 27 ft (assist by D. Smith),,86,97
4,5:45.0,,Indiana full timeout,86,97
4,5:45.0,E. Mudiay enters the game for A. Trier,,86,97
4,5:45.0,,B. Bogdanović enters the game for D. McDermott,86,97
4,5:35.0,,T. Young makes 2-pt layup from 5 ft,86,99
4,5:16.0,E. Mudiay misses 2-pt jump shot from 8 ft,,86,99
4,5:13.0,,Defensive rebound by B. Bogdanović,86,99
4,5:03.0,,Offensive foul by T. Young (drawn by D. Jordan),86,99
4,5:03.0,,Turnover by T. Young (offensive foul),86,99
4,5:03.0,N. Vonleh enters the game for K. Knox,,86,99
4,4:46.0,Shooting foul by M. Turner (drawn by E. Mudiay),,86,99
4,4:46.0,E. Mudiay makes free throw 1 of 2,,87,99
4,4:46.0,E. Mudiay makes free throw 2 of 2,,88,99
4,4:38.0,,Turnover by C. Joseph (bad pass; steal by N. Vonleh),88,99
4,4:27.0,D. Dotson misses 2-pt layup from 2 ft,,88,99
4,4:26.0,,Defensive rebound by M. Turner,88,99
4,4:21.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,88,99
4,4:18.0,Defensive rebound by D. Dotson,,88,99
4,4:10.0,D. Dotson misses 2-pt jump shot from 6 ft,,88,99
4,4:09.0,,Defensive rebound by M. Turner,88,99
4,4:00.0,,M. Turner misses 3-pt jump shot from 27 ft,88,99
4,3:57.0,Defensive rebound by D. Smith,,88,99
4,3:48.0,Offensive foul by N. Vonleh (drawn by C. Joseph),,88,99
4,3:48.0,Turnover by N. Vonleh (offensive foul),,88,99
4,3:48.0,,Indiana full timeout,88,99
4,3:48.0,,D. Collison enters the game for C. Joseph,88,99
4,3:32.0,,W. Matthews misses 2-pt jump shot from 12 ft,88,99
4,3:29.0,Defensive rebound by D. Jordan,,88,99
4,3:12.0,Offensive foul by D. Smith (drawn by T. Young),,88,99
