QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
1,7:41.0,Offensive rebound by D. White,,6,4
1,7:41.0,D. White misses 2-pt layup at rim,,6,4
1,7:41.0,,Defensive rebound by N. Jokić,6,4
1,7:41.0,,Personal foul by J. Poeltl (drawn by N. Jokić),6,4
1,7:28.0,,P. Millsap makes 2-pt hook shot from 5 ft (assist by J. Murray),6,6
1,7:28.0,San Antonio full timeout,,6,6
1,7:28.0,R. Gay enters the game for J. Poeltl,,6,6
1,7:14.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by M. Belinelli),,8,6
1,6:51.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by J. Murray),8,8
1,6:35.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Gay),,11,8
1,6:35.0,Shooting foul by G. Harris (drawn by M. Belinelli),,11,8
1,6:35.0,M. Belinelli makes free throw 1 of 1,,12,8
1,6:21.0,,P. Millsap makes 2-pt layup from 3 ft (assist by W. Barton),12,10
1,6:04.0,D. White makes 2-pt layup from 2 ft (assist by L. Aldridge),,14,10
1,5:42.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),14,13
1,5:28.0,Shooting foul by P. Millsap (drawn by D. White),,14,13
1,5:28.0,D. White makes free throw 1 of 2,,15,13
1,5:28.0,P. Mills enters the game for B. Forbes,,15,13
1,5:28.0,,M. Morris enters the game for J. Murray,15,13
1,5:28.0,D. White makes free throw 2 of 2,,16,13
1,5:03.0,,W. Barton makes 2-pt jump shot from 8 ft,16,15
1,4:53.0,Personal foul by N. Jokić (drawn by L. Aldridge),,16,15
1,4:44.0,M. Belinelli misses 3-pt jump shot from 24 ft,,16,15
1,4:42.0,,Defensive rebound by P. Millsap,16,15
1,4:30.0,,G. Harris misses 3-pt jump shot from 23 ft,16,15
1,4:26.0,Defensive rebound by D. White,,16,15
1,4:17.0,L. Aldridge misses 2-pt jump shot from 20 ft,,16,15
1,4:15.0,,Defensive rebound by G. Harris,16,15
1,4:10.0,,G. Harris misses 2-pt layup from 2 ft,16,15
1,4:07.0,,Offensive rebound by P. Millsap,16,15
1,4:07.0,,P. Millsap makes 2-pt dunk from 1 ft,16,17
1,3:55.0,P. Mills misses 2-pt layup from 2 ft,,16,17
1,3:54.0,,Defensive rebound by P. Millsap,16,17
1,3:43.0,,P. Millsap misses 2-pt jump shot from 11 ft,16,17
1,3:39.0,Defensive rebound by L. Aldridge,,16,17
1,3:33.0,Shooting foul by P. Millsap (drawn by L. Aldridge),,16,17
1,3:33.0,L. Aldridge misses free throw 1 of 2,,16,17
1,3:33.0,Offensive rebound by Team,,16,17
1,3:33.0,D. Bertāns enters the game for D. White,,16,17
1,3:33.0,,M. Beasley enters the game for G. Harris,16,17
1,3:33.0,,M. Plumlee enters the game for P. Millsap,16,17
1,3:33.0,L. Aldridge makes free throw 2 of 2,,17,17
1,3:23.0,,W. Barton misses 2-pt jump shot from 14 ft,17,17
1,3:19.0,,Offensive rebound by M. Plumlee,17,17
1,3:17.0,,M. Morris misses 3-pt jump shot from 23 ft,17,17
1,3:13.0,Defensive rebound by D. Bertāns,,17,17
1,3:04.0,L. Aldridge misses 2-pt jump shot from 19 ft,,17,17
1,3:01.0,,Defensive rebound by W. Barton,17,17
1,2:55.0,,W. Barton misses 2-pt layup from 2 ft,17,17
1,2:53.0,Defensive rebound by D. Bertāns,,17,17
1,2:43.0,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Mills),,19,17
1,2:42.0,,Denver full timeout,19,17
1,2:42.0,,T. Craig enters the game for W. Barton,19,17
1,2:42.0,,J. Murray enters the game for N. Jokić,19,17
1,2:32.0,,M. Morris misses 2-pt jump shot from 15 ft,19,17
1,2:29.0,Defensive rebound by R. Gay,,19,17
1,2:21.0,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),,21,17
1,2:10.0,,Personal foul by P. Mills (drawn by J. Murray),21,17
1,2:10.0,,J. Murray makes free throw 1 of 2,21,18
1,2:10.0,,J. Murray makes free throw 2 of 2,21,19
1,1:53.0,R. Gay misses 2-pt jump shot from 12 ft,,21,19
1,1:51.0,,Defensive rebound by M. Plumlee,21,19
1,1:44.0,,J. Murray misses 2-pt jump shot from 17 ft,21,19
1,1:41.0,Defensive rebound by L. Aldridge,,21,19
1,1:29.0,L. Aldridge makes 2-pt hook shot from 6 ft,,23,19
1,1:07.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by T. Craig),23,21
1,0:56.0,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),,25,21
1,0:35.0,,M. Beasley misses 2-pt jump shot from 14 ft,25,21
1,0:31.0,Defensive rebound by P. Mills,,25,21
1,0:22.0,Personal foul by M. Plumlee (drawn by L. Aldridge),,25,21
1,0:22.0,L. Aldridge makes free throw 1 of 2,,26,21
1,0:22.0,L. Aldridge misses free throw 2 of 2,,26,21
1,0:21.0,,Defensive rebound by M. Beasley,26,21
1,0:02.0,,J. Murray misses 2-pt layup from 2 ft,26,21
1,0:02.0,,Offensive rebound by M. Plumlee,26,21
1,0:00.0,,M. Plumlee misses 2-pt layup from 1 ft,26,21
1,0:00.0,Defensive rebound by R. Gay,,26,21
2,11:41.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,28,21
2,11:21.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Plumlee),28,23
2,11:09.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by P. Mills),,31,23
2,10:51.0,,Turnover by M. Plumlee (bad pass; steal by B. Forbes),31,23
2,10:45.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Bertāns),,33,23
2,10:45.0,,Denver full timeout,33,23
2,10:29.0,,J. Murray misses 2-pt jump shot from 6 ft (block by J. Poeltl),33,23
2,10:25.0,Defensive rebound by D. DeRozan,,33,23
2,10:21.0,D. DeRozan makes 2-pt layup from 2 ft,,35,23
2,10:02.0,,M. Beasley misses 2-pt layup from 4 ft,35,23
2,10:02.0,Defensive rebound by Team,,35,23
2,10:02.0,,W. Barton enters the game for M. Beasley,35,23
2,10:02.0,,G. Harris enters the game for J. Murray,35,23
2,10:02.0,,N. Jokić enters the game for M. Plumlee,35,23
2,9:50.0,P. Mills misses 3-pt jump shot from 24 ft,,35,23
2,9:48.0,,Defensive rebound by M. Morris,35,23
2,9:39.0,,G. Harris misses 3-pt jump shot from 25 ft,35,23
2,9:37.0,Defensive rebound by B. Forbes,,35,23
2,9:30.0,D. DeRozan misses 2-pt jump shot from 9 ft,,35,23
2,9:26.0,Offensive rebound by P. Mills,,35,23
2,9:25.0,D. DeRozan makes 2-pt layup from 1 ft (assist by P. Mills),,37,23
2,9:07.0,,W. Barton misses 3-pt jump shot from 25 ft,37,23
2,9:04.0,Defensive rebound by D. Bertāns,,37,23
2,8:58.0,Shooting foul by G. Harris (drawn by D. DeRozan),,37,23
2,8:58.0,D. DeRozan makes free throw 1 of 2,,38,23
2,8:58.0,,P. Millsap enters the game for T. Craig,38,23
2,8:58.0,D. DeRozan makes free throw 2 of 2,,39,23
2,8:38.0,,N. Jokić misses 2-pt jump shot from 11 ft,39,23
2,8:36.0,Defensive rebound by D. Bertāns,,39,23
2,8:29.0,D. DeRozan makes 2-pt layup from 3 ft,,41,23
2,8:28.0,,Denver full timeout,41,23
2,8:28.0,Technical foul by,,41,23
2,8:28.0,D. DeRozan makes technical free throw,,42,23
2,8:15.0,,N. Jokić misses 2-pt hook shot from 4 ft,42,23
2,8:14.0,,Offensive rebound by N. Jokić,42,23
2,8:13.0,,N. Jokić misses 2-pt layup from 2 ft,42,23
2,8:10.0,,Offensive rebound by N. Jokić,42,23
2,8:10.0,,N. Jokić makes 2-pt layup from 1 ft,42,25
2,7:53.0,D. Bertāns misses 3-pt jump shot from 25 ft,,42,25
2,7:50.0,,Defensive rebound by G. Harris,42,25
2,7:44.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),42,28
2,7:32.0,Personal foul by G. Harris (drawn by J. Poeltl),,42,28
2,7:26.0,D. DeRozan misses 2-pt jump shot from 16 ft,,42,28
2,7:23.0,,Defensive rebound by W. Barton,42,28
2,7:20.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by W. Barton),42,30
2,7:20.0,,Shooting foul by D. Bertāns (drawn by M. Morris),42,30
2,7:20.0,,M. Morris makes free throw 1 of 1,42,31
2,7:17.0,San Antonio full timeout,,42,31
2,7:17.0,L. Aldridge enters the game for P. Mills,,42,31
2,7:17.0,D. White enters the game for J. Poeltl,,42,31
2,7:07.0,B. Forbes misses 2-pt layup from 3 ft,,42,31
2,7:05.0,,Defensive rebound by N. Jokić,42,31
2,7:01.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),42,34
2,6:41.0,L. Aldridge misses 2-pt jump shot from 15 ft,,42,34
2,6:39.0,,Defensive rebound by P. Millsap,42,34
2,6:33.0,,M. Morris misses 2-pt jump shot from 18 ft,42,34
2,6:30.0,Defensive rebound by D. Bertāns,,42,34
2,6:21.0,D. White makes 2-pt jump shot from 5 ft,,44,34
2,6:08.0,,Shooting foul by D. Bertāns (drawn by P. Millsap),44,34
2,6:08.0,,P. Millsap misses free throw 1 of 2,44,34
2,6:08.0,,Offensive rebound by Team,44,34
2,6:08.0,R. Gay enters the game for D. Bertāns,,44,34
2,6:08.0,,J. Murray enters the game for M. Morris,44,34
2,6:08.0,,P. Millsap misses free throw 2 of 2,44,34
2,6:03.0,Defensive rebound by D. DeRozan,,44,34
2,5:49.0,L. Aldridge misses 2-pt jump shot from 14 ft,,44,34
2,5:44.0,Offensive rebound by R. Gay,,44,34
2,5:42.0,B. Forbes misses 3-pt jump shot from 24 ft,,44,34
2,5:39.0,,Defensive rebound by W. Barton,44,34
2,5:31.0,,W. Barton misses 3-pt jump shot from 25 ft,44,34
2,5:27.0,Defensive rebound by R. Gay,,44,34
2,5:23.0,D. White misses 3-pt jump shot from 22 ft,,44,34
2,5:21.0,Offensive rebound by L. Aldridge,,44,34
2,5:19.0,L. Aldridge misses 2-pt layup from 2 ft (block by P. Millsap),,44,34
2,5:16.0,,Defensive rebound by N. Jokić,44,34
2,5:04.0,,P. Millsap misses 2-pt jump shot from 2 ft,44,34
2,5:03.0,,Offensive rebound by N. Jokić,44,34
2,5:03.0,,Personal foul by L. Aldridge (drawn by N. Jokić),44,34
2,5:03.0,M. Belinelli enters the game for B. Forbes,,44,34
2,4:56.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),44,36
2,4:45.0,D. White makes 2-pt jump shot from 12 ft (assist by D. DeRozan),,46,36
2,4:18.0,,N. Jokić makes 2-pt jump shot from 6 ft,46,38
2,4:03.0,R. Gay misses 2-pt jump shot from 16 ft,,46,38
2,3:59.0,,Defensive rebound by P. Millsap,46,38
2,3:51.0,,P. Millsap makes 2-pt layup from 1 ft,46,40
2,3:37.0,D. White makes 2-pt jump shot from 20 ft,,48,40
2,3:16.0,,J. Murray misses 2-pt jump shot from 11 ft,48,40
2,3:13.0,Defensive rebound by D. White,,48,40
2,3:02.0,L. Aldridge misses 2-pt layup from 2 ft,,48,40
2,3:00.0,,Defensive rebound by N. Jokić,48,40
2,2:55.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),48,42
2,2:40.0,Personal foul by J. Murray (drawn by L. Aldridge),,48,42
2,2:40.0,,M. Morris enters the game for G. Harris,48,42
2,2:30.0,Shooting foul by W. Barton (drawn by D. DeRozan),,48,42
2,2:30.0,D. DeRozan makes free throw 1 of 2,,49,42
2,2:30.0,D. DeRozan makes free throw 2 of 2,,50,42
2,2:15.0,,W. Barton misses 3-pt jump shot from 25 ft,50,42
2,2:11.0,Defensive rebound by D. DeRozan,,50,42
2,2:04.0,D. DeRozan makes 2-pt jump shot from 13 ft,,52,42
2,1:52.0,,M. Morris makes 2-pt jump shot from 15 ft,52,44
2,1:38.0,Personal foul by N. Jokić (drawn by L. Aldridge),,52,44
2,1:38.0,L. Aldridge makes free throw 1 of 2,,53,44
2,1:38.0,L. Aldridge makes free throw 2 of 2,,54,44
2,1:27.0,,W. Barton misses 3-pt jump shot from 25 ft,54,44
2,1:24.0,Defensive rebound by R. Gay,,54,44
2,1:18.0,Turnover by D. White (bad pass; steal by J. Murray),,54,44
2,1:13.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by M. Morris),54,46
2,0:48.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by D. DeRozan),,56,46
2,0:36.0,,Shooting foul by D. White (drawn by N. Jokić),56,46
2,0:36.0,,N. Jokić makes free throw 1 of 2,56,47
2,0:36.0,D. Bertāns enters the game for R. Gay,,56,47
2,0:36.0,,T. Craig enters the game for P. Millsap,56,47
2,0:36.0,,N. Jokić makes free throw 2 of 2,56,48
2,0:30.0,D. White makes 3-pt jump shot from 25 ft,,59,48
2,0:21.0,,Personal foul by M. Belinelli (drawn by N. Jokić),59,48
2,0:21.0,,N. Jokić makes free throw 1 of 2,59,49
2,0:21.0,,N. Jokić misses free throw 2 of 2,59,49
2,0:21.0,Defensive rebound by D. DeRozan,,59,49
2,0:06.0,D. DeRozan misses 2-pt jump shot from 15 ft,,59,49
2,0:02.0,Offensive rebound by D. DeRozan,,59,49
2,0:01.0,D. Bertāns misses 3-pt jump shot from 27 ft,,59,49
2,0:01.0,Offensive rebound by Team,,59,49
3,11:47.0,D. White misses 2-pt jump shot from 14 ft,,59,49
3,11:42.0,,Defensive rebound by G. Harris,59,49
3,11:32.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),59,52
3,11:17.0,Personal foul by P. Millsap (drawn by D. White),,59,52
3,11:08.0,Shooting foul by P. Millsap (drawn by L. Aldridge),,59,52
3,11:08.0,,M. Plumlee enters the game for P. Millsap,59,52
3,11:08.0,L. Aldridge makes free throw 1 of 2,,60,52
3,11:08.0,L. Aldridge makes free throw 2 of 2,,61,52
3,10:50.0,,N. Jokić misses 2-pt jump shot from 7 ft,61,52
3,10:50.0,Defensive rebound by Team,,61,52
3,10:50.0,,Loose ball foul by N. Jokić (drawn by D. DeRozan),61,52
3,10:31.0,L. Aldridge misses 2-pt jump shot from 14 ft,,61,52
3,10:27.0,Offensive rebound by J. Poeltl,,61,52
3,10:22.0,J. Poeltl misses 2-pt hook shot from 7 ft,,61,52
3,10:19.0,,Defensive rebound by N. Jokić,61,52
3,10:12.0,,Personal foul by J. Poeltl (drawn by N. Jokić),61,52
3,10:05.0,,G. Harris makes 2-pt layup from 3 ft (assist by N. Jokić),61,54
3,10:05.0,,Shooting foul by B. Forbes (drawn by G. Harris),61,54
3,10:05.0,Violation by Team (def goaltending),,61,54
3,10:05.0,,G. Harris misses free throw 1 of 1,61,54
3,10:03.0,Defensive rebound by L. Aldridge,,61,54
3,9:48.0,D. White makes 2-pt layup from 2 ft,,63,54
3,9:39.0,,Turnover by N. Jokić (bad pass),63,54
3,9:27.0,Shooting foul by W. Barton (drawn by D. DeRozan),,63,54
3,9:27.0,D. DeRozan makes free throw 1 of 2,,64,54
3,9:27.0,D. DeRozan makes free throw 2 of 2,,65,54
3,9:11.0,,G. Harris misses 2-pt jump shot from 15 ft,65,54
3,9:08.0,Defensive rebound by L. Aldridge,,65,54
3,8:53.0,D. DeRozan misses 2-pt jump shot from 17 ft,,65,54
3,8:51.0,,Defensive rebound by W. Barton,65,54
3,8:36.0,,J. Murray misses 2-pt jump shot from 9 ft (block by D. White),65,54
3,8:35.0,Defensive rebound by J. Poeltl,,65,54
3,8:35.0,Personal foul by M. Plumlee (drawn by J. Poeltl),,65,54
3,8:35.0,J. Poeltl misses free throw 1 of 2,,65,54
3,8:35.0,Offensive rebound by Team,,65,54
3,8:35.0,J. Poeltl makes free throw 2 of 2,,66,54
3,8:27.0,,Personal foul by J. Poeltl (drawn by N. Jokić),66,54
3,8:13.0,,M. Plumlee misses 2-pt hook shot from 5 ft,66,54
3,8:11.0,Defensive rebound by L. Aldridge,,66,54
3,7:59.0,L. Aldridge misses 2-pt layup from 2 ft,,66,54
3,7:57.0,,Defensive rebound by N. Jokić,66,54
3,7:56.0,Violation by Team (kicked ball),,66,54
3,7:46.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),66,56
3,7:46.0,San Antonio full timeout,,66,56
3,7:32.0,J. Poeltl misses 2-pt layup from 4 ft (block by M. Plumlee),,66,56
3,7:30.0,,Defensive rebound by N. Jokić,66,56
3,7:27.0,,Turnover by N. Jokić (bad pass; steal by D. DeRozan),66,56
3,7:11.0,L. Aldridge misses 3-pt jump shot from 23 ft,,66,56
3,7:08.0,,Defensive rebound by N. Jokić,66,56
3,7:00.0,,W. Barton misses 3-pt jump shot from 22 ft,66,56
3,6:58.0,Defensive rebound by L. Aldridge,,66,56
3,6:46.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,69,56
3,6:24.0,,N. Jokić misses 2-pt jump shot from 4 ft (block by J. Poeltl),69,56
3,6:22.0,Defensive rebound by B. Forbes,,69,56
3,6:20.0,D. White makes 2-pt dunk from 1 ft (assist by B. Forbes),,71,56
3,6:05.0,,Shooting foul by J. Poeltl (drawn by W. Barton),71,56
3,6:05.0,,W. Barton misses free throw 1 of 2,71,56
3,6:05.0,,Offensive rebound by Team,71,56
3,6:05.0,R. Gay enters the game for J. Poeltl,,71,56
3,6:05.0,,M. Morris enters the game for J. Murray,71,56
3,6:05.0,,W. Barton makes free throw 2 of 2,71,57
3,5:45.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by R. Gay),,73,57
3,5:45.0,,Denver full timeout,73,57
3,5:45.0,,M. Beasley enters the game for W. Barton,73,57
3,5:42.0,,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),73,59
3,5:19.0,R. Gay makes 2-pt jump shot from 12 ft (assist by L. Aldridge),,75,59
3,4:53.0,,M. Morris misses 2-pt jump shot from 16 ft,75,59
3,4:51.0,,Offensive rebound by Team,75,59
3,4:51.0,M. Belinelli enters the game for D. DeRozan,,75,59
3,4:51.0,P. Mills enters the game for B. Forbes,,75,59
3,4:40.0,,G. Harris misses 3-pt jump shot from 25 ft,75,59
3,4:37.0,Defensive rebound by P. Mills,,75,59
3,4:28.0,R. Gay makes 2-pt layup from 1 ft (assist by P. Mills),,77,59
3,4:28.0,Shooting foul by M. Plumlee (drawn by R. Gay),,77,59
3,4:28.0,R. Gay makes free throw 1 of 1,,78,59
3,4:19.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Beasley),78,62
3,4:02.0,R. Gay misses 2-pt jump shot from 9 ft,,78,62
3,4:00.0,,Defensive rebound by M. Plumlee,78,62
3,3:56.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Plumlee),78,64
3,3:32.0,L. Aldridge makes 2-pt jump shot from 10 ft,,80,64
3,3:32.0,D. Bertāns enters the game for D. White,,80,64
3,3:09.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by M. Morris),80,66
3,2:51.0,Turnover by P. Mills (bad pass; steal by M. Morris),,80,66
3,2:47.0,,G. Harris makes 2-pt layup from 2 ft,80,68
3,2:31.0,L. Aldridge misses 2-pt jump shot from 13 ft,,80,68
3,2:30.0,,Defensive rebound by M. Plumlee,80,68
3,2:13.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by M. Morris),80,71
3,1:50.0,R. Gay misses 2-pt jump shot from 11 ft,,80,71
3,1:50.0,,Defensive rebound by Team,80,71
3,1:38.0,,M. Beasley misses 3-pt jump shot from 25 ft,80,71
3,1:35.0,Defensive rebound by L. Aldridge,,80,71
3,1:28.0,M. Belinelli misses 2-pt jump shot from 14 ft,,80,71
3,1:24.0,,Defensive rebound by M. Beasley,80,71
3,1:21.0,,M. Beasley makes 3-pt jump shot from 24 ft,80,74
3,1:20.0,San Antonio full timeout,,80,74
3,1:20.0,,J. Murray enters the game for G. Harris,80,74
3,1:04.0,Turnover by R. Gay (bad pass),,80,74
3,0:42.0,,J. Murray misses 2-pt jump shot from 6 ft,80,74
3,0:40.0,Defensive rebound by R. Gay,,80,74
3,0:36.0,D. Bertāns misses 3-pt jump shot from 25 ft,,80,74
3,0:30.0,Offensive rebound by R. Gay,,80,74
3,0:30.0,R. Gay misses 2-pt layup from 1 ft,,80,74
3,0:30.0,,Defensive rebound by J. Murray,80,74
3,0:28.0,,Shooting foul by P. Mills (drawn by J. Murray),80,74
3,0:28.0,,J. Murray misses free throw 1 of 2,80,74
3,0:28.0,,Offensive rebound by Team,80,74
3,0:28.0,B. Forbes enters the game for R. Gay,,80,74
3,0:28.0,,T. Craig enters the game for N. Jokić,80,74
3,0:28.0,,J. Murray makes free throw 2 of 2,80,75
3,0:13.0,Shooting foul by M. Plumlee (drawn by L. Aldridge),,80,75
3,0:13.0,L. Aldridge makes free throw 1 of 2,,81,75
3,0:13.0,D. White enters the game for B. Forbes,,81,75
3,0:13.0,L. Aldridge makes free throw 2 of 2,,82,75
3,0:03.0,,M. Morris misses 2-pt jump shot from 19 ft,82,75
3,0:03.0,Defensive rebound by M. Belinelli,,82,75
4,11:47.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Beasley),82,77
4,11:36.0,Turnover by D. DeRozan (out of bounds lost ball),,82,77
4,11:23.0,,M. Morris makes 2-pt jump shot from 8 ft,82,79
4,11:06.0,P. Mills misses 3-pt jump shot from 23 ft,,82,79
4,11:02.0,Offensive rebound by J. Poeltl,,82,79
4,10:58.0,M. Belinelli makes 2-pt layup from 2 ft,,84,79
4,10:46.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by M. Morris),84,81
4,10:24.0,D. DeRozan makes 2-pt layup from 3 ft,,86,81
4,10:04.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Morris),86,84
4,9:48.0,P. Mills makes 3-pt jump shot from 25 ft,,89,84
4,9:29.0,,Shooting foul by D. Bertāns (drawn by P. Millsap),89,84
4,9:29.0,,P. Millsap makes free throw 1 of 2,89,85
4,9:29.0,R. Gay enters the game for D. Bertāns,,89,85
4,9:29.0,,P. Millsap makes free throw 2 of 2,89,86
4,9:10.0,P. Mills makes 2-pt layup from 2 ft,,91,86
4,8:54.0,,M. Beasley makes 2-pt jump shot from 13 ft (assist by J. Murray),91,88
4,8:35.0,R. Gay misses 2-pt jump shot from 6 ft,,91,88
4,8:34.0,Offensive rebound by R. Gay,,91,88
4,8:34.0,Personal foul by M. Plumlee (drawn by R. Gay),,91,88
4,8:34.0,B. Forbes enters the game for M. Belinelli,,91,88
4,8:34.0,D. White enters the game for P. Mills,,91,88
4,8:34.0,,G. Harris enters the game for M. Morris,91,88
4,8:34.0,,N. Jokić enters the game for M. Plumlee,91,88
4,8:25.0,D. DeRozan makes 2-pt jump shot from 19 ft,,93,88
4,8:10.0,,J. Murray makes 2-pt layup from 1 ft,93,90
4,7:51.0,D. White misses 2-pt layup from 2 ft,,93,90
4,7:47.0,Offensive rebound by J. Poeltl,,93,90
4,7:47.0,J. Poeltl makes 2-pt layup from 1 ft,,95,90
4,7:37.0,,G. Harris misses 2-pt jump shot from 7 ft,95,90
4,7:35.0,Defensive rebound by J. Poeltl,,95,90
4,7:24.0,B. Forbes misses 3-pt jump shot from 26 ft,,95,90
4,7:23.0,,Defensive rebound by Team,95,90
4,7:13.0,,N. Jokić misses 2-pt jump shot from 7 ft,95,90
4,7:11.0,Defensive rebound by R. Gay,,95,90
4,6:59.0,D. DeRozan misses 2-pt jump shot from 20 ft,,95,90
4,6:57.0,,Defensive rebound by M. Beasley,95,90
4,6:49.0,,P. Millsap makes 2-pt layup from 2 ft (assist by M. Beasley),95,92
4,6:49.0,,Shooting foul by J. Poeltl (drawn by P. Millsap),95,92
4,6:49.0,L. Aldridge enters the game for J. Poeltl,,95,92
4,6:49.0,,Denver full timeout,95,92
4,6:49.0,,P. Millsap makes free throw 1 of 1,95,93
4,6:26.0,Turnover by B. Forbes (traveling),,95,93
4,6:04.0,,J. Murray makes 2-pt jump shot from 16 ft,95,95
4,5:39.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by B. Forbes),,97,95
4,5:21.0,,J. Murray makes 2-pt jump shot from 21 ft,97,97
4,5:04.0,Turnover by L. Aldridge (out of bounds lost ball),,97,97
4,4:50.0,,Shooting foul by L. Aldridge (drawn by J. Murray),97,97
4,4:50.0,,J. Murray makes free throw 1 of 2,97,98
4,4:50.0,,J. Murray makes free throw 2 of 2,97,99
4,4:40.0,B. Forbes misses 3-pt jump shot from 25 ft,,97,99
4,4:37.0,,Defensive rebound by P. Millsap,97,99
4,4:33.0,,M. Beasley misses 3-pt jump shot from 23 ft,97,99
4,4:30.0,,Offensive rebound by Team,97,99
4,4:30.0,Loose ball foul by L. Aldridge (drawn by N. Jokić),,97,99
4,4:24.0,,N. Jokić misses 3-pt jump shot from 24 ft,97,99
