QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
1,2:10.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,31,16
1,2:08.0,Defensive rebound by N. Jokić,,31,16
1,2:01.0,M. Beasley misses 2-pt jump shot from 18 ft,,31,16
1,1:59.0,,Defensive rebound by E. Mudiay,31,16
1,1:53.0,,D. Dotson misses 3-pt jump shot from 25 ft,31,16
1,1:51.0,Defensive rebound by W. Barton,,31,16
1,1:35.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,33,16
1,1:35.0,T. Craig enters the game for W. Barton,,33,16
1,1:35.0,J. Hernangómez enters the game for N. Jokić,,33,16
1,1:35.0,,K. Allen enters the game for D. Dotson,33,16
1,1:35.0,,K. Knox enters the game for E. Mudiay,33,16
1,1:08.0,,K. Allen misses 2-pt layup from 3 ft,33,16
1,1:06.0,Defensive rebound by M. Plumlee,,33,16
1,1:00.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),,35,16
1,0:45.0,,K. Knox misses 3-pt jump shot from 26 ft,35,16
1,0:43.0,Defensive rebound by M. Morris,,35,16
1,0:33.0,T. Craig misses 2-pt jump shot from 6 ft,,35,16
1,0:32.0,Offensive rebound by M. Plumlee,,35,16
1,0:31.0,M. Plumlee makes 2-pt layup at rim,,37,16
1,0:31.0,,Violation by Team (def goaltending),37,16
1,0:10.0,,K. Allen makes 2-pt layup from 2 ft,37,18
1,0:00.0,M. Morris misses 3-pt jump shot from 25 ft (block by M. Robinson),,37,18
1,0:00.0,,Defensive rebound by M. Robinson,37,18
2,11:49.0,,M. Robinson makes 2-pt layup from 1 ft (assist by K. Allen),37,20
2,11:37.0,Offensive foul by M. Beasley (drawn by K. Allen),,37,20
2,11:37.0,Turnover by M. Beasley (offensive foul),,37,20
2,11:20.0,,K. Knox misses 2-pt layup from 3 ft (block by M. Plumlee),37,20
2,11:19.0,,Offensive rebound by Team,37,20
2,11:15.0,,K. Allen misses 2-pt jump shot from 13 ft,37,20
2,11:13.0,,Offensive rebound by M. Robinson,37,20
2,11:13.0,,M. Robinson makes 2-pt layup from 1 ft,37,22
2,10:57.0,Shooting foul by K. Knox (drawn by M. Beasley),,37,22
2,10:57.0,M. Beasley makes free throw 1 of 2,,38,22
2,10:57.0,M. Beasley makes free throw 2 of 2,,39,22
2,10:42.0,,M. Robinson makes 2-pt layup from 1 ft (assist by F. Ntilikina),39,24
2,10:42.0,,Shooting foul by J. Hernangómez (drawn by M. Robinson),39,24
2,10:42.0,,M. Robinson makes free throw 1 of 1,39,25
2,10:25.0,M. Beasley misses 3-pt jump shot from 25 ft,,39,25
2,10:23.0,,Defensive rebound by M. Robinson,39,25
2,10:19.0,,Shooting foul by T. Craig (drawn by K. Knox),39,25
2,10:19.0,,K. Knox makes free throw 1 of 2,39,26
2,10:19.0,,K. Knox makes free throw 2 of 2,39,27
2,10:01.0,T. Craig misses 3-pt jump shot from 23 ft,,39,27
2,9:59.0,,Defensive rebound by F. Ntilikina,39,27
2,9:48.0,,K. Knox makes 2-pt layup from 2 ft,39,29
2,9:46.0,Denver full timeout,,39,29
2,9:46.0,P. Millsap enters the game for J. Hernangómez,,39,29
2,9:25.0,M. Plumlee misses 2-pt hook shot from 5 ft,,39,29
2,9:23.0,,Defensive rebound by M. Robinson,39,29
2,8:58.0,,L. Thomas misses 2-pt jump shot from 5 ft,39,29
2,8:56.0,Defensive rebound by P. Millsap,,39,29
2,8:52.0,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Craig),,42,29
2,8:41.0,,K. Knox misses 3-pt jump shot from 25 ft,42,29
2,8:39.0,Defensive rebound by M. Plumlee,,42,29
2,8:27.0,P. Millsap misses 3-pt jump shot from 27 ft,,42,29
2,8:25.0,,Defensive rebound by F. Ntilikina,42,29
2,8:15.0,,K. Allen misses 3-pt jump shot from 23 ft,42,29
2,8:13.0,Defensive rebound by M. Plumlee,,42,29
2,7:59.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by P. Millsap),,45,29
2,7:50.0,,New York full timeout,45,29
2,7:50.0,G. Harris enters the game for M. Beasley,,45,29
2,7:50.0,J. Murray enters the game for M. Morris,,45,29
2,7:50.0,,E. Mudiay enters the game for K. Allen,45,29
2,7:30.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,45,29
2,7:29.0,Defensive rebound by Team,,45,29
2,7:29.0,,Loose ball foul by M. Robinson (drawn by T. Craig),45,29
2,7:29.0,,D. Dotson enters the game for F. Ntilikina,45,29
2,7:29.0,,D. Jordan enters the game for M. Robinson,45,29
2,7:12.0,P. Millsap misses 2-pt hook shot from 4 ft,,45,29
2,7:10.0,,Defensive rebound by K. Knox,45,29
2,7:05.0,,K. Knox misses 3-pt jump shot from 27 ft,45,29
2,7:03.0,,Offensive rebound by Team,45,29
2,7:03.0,W. Barton enters the game for T. Craig,,45,29
2,6:56.0,,E. Mudiay misses 2-pt jump shot from 13 ft,45,29
2,6:54.0,,Offensive rebound by D. Jordan,45,29
2,6:43.0,,K. Knox misses 2-pt dunk from 1 ft,45,29
2,6:41.0,Defensive rebound by G. Harris,,45,29
2,6:20.0,Turnover by W. Barton (bad pass; steal by K. Knox),,45,29
2,6:17.0,,Turnover by K. Knox (lost ball; steal by G. Harris),45,29
2,6:13.0,J. Murray misses 3-pt jump shot from 25 ft,,45,29
2,6:11.0,Offensive rebound by M. Plumlee,,45,29
2,6:06.0,W. Barton misses 3-pt jump shot from 25 ft,,45,29
2,6:05.0,Offensive rebound by P. Millsap,,45,29
2,6:05.0,P. Millsap misses 2-pt dunk from 3 ft,,45,29
2,6:04.0,Offensive rebound by P. Millsap,,45,29
2,6:01.0,M. Plumlee misses 2-pt jump shot from 5 ft,,45,29
2,5:59.0,,Defensive rebound by Team,45,29
2,5:59.0,N. Jokić enters the game for M. Plumlee,,45,29
2,5:38.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by D. Dotson),45,32
2,5:15.0,N. Jokić misses 2-pt jump shot from 18 ft,,45,32
2,5:13.0,,Defensive rebound by D. Dotson,45,32
2,5:01.0,,D. Dotson misses 2-pt jump shot from 18 ft,45,32
2,4:59.0,Defensive rebound by N. Jokić,,45,32
2,4:45.0,N. Jokić makes 3-pt jump shot from 25 ft,,48,32
2,4:28.0,,K. Knox misses 3-pt jump shot from 25 ft,48,32
2,4:26.0,Defensive rebound by N. Jokić,,48,32
2,4:21.0,P. Millsap misses 2-pt layup from 2 ft,,48,32
2,4:19.0,Offensive rebound by P. Millsap,,48,32
2,4:17.0,P. Millsap makes 2-pt layup from 2 ft,,50,32
2,4:07.0,,Turnover by D. Dotson (bad pass; steal by J. Murray),50,32
2,4:07.0,,Clear path foul by J. Murray,50,32
2,4:07.0,,M. Hezonja enters the game for K. Knox,50,32
2,4:07.0,,F. Ntilikina enters the game for L. Thomas,50,32
2,4:07.0,J. Murray makes clear path free throw 1 of 2,,51,32
2,4:07.0,J. Murray makes clear path free throw 2 of 2,,52,32
2,3:59.0,W. Barton misses 2-pt jump shot from 16 ft,,52,32
2,3:57.0,,Defensive rebound by D. Jordan,52,32
2,3:46.0,,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by E. Mudiay),52,35
2,3:22.0,W. Barton misses 2-pt jump shot from 9 ft,,52,35
2,3:20.0,,Defensive rebound by D. Jordan,52,35
2,3:09.0,,Turnover by D. Jordan (bad pass),52,35
2,2:57.0,G. Harris misses 2-pt layup from 7 ft,,52,35
2,2:55.0,,Defensive rebound by D. Dotson,52,35
2,2:53.0,,Personal foul by N. Jokić (drawn by D. Dotson),52,35
2,2:38.0,,E. Mudiay misses 2-pt layup from 2 ft,52,35
2,2:36.0,Defensive rebound by W. Barton,,52,35
2,2:31.0,N. Jokić misses 2-pt layup from 1 ft,,52,35
2,2:29.0,,Defensive rebound by D. Jordan,52,35
2,2:27.0,,E. Mudiay makes 2-pt dunk from 1 ft (assist by F. Ntilikina),52,37
2,2:10.0,J. Murray misses 3-pt jump shot from 25 ft,,52,37
2,2:09.0,,Defensive rebound by D. Jordan,52,37
2,2:02.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by E. Mudiay),52,39
2,2:00.0,Denver full timeout,,52,39
2,1:46.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),,54,39
2,1:34.0,,Shooting foul by P. Millsap (drawn by M. Hezonja),54,39
2,1:34.0,,M. Hezonja makes free throw 1 of 2,54,40
2,1:34.0,,M. Hezonja misses free throw 2 of 2,54,40
2,1:32.0,,Offensive rebound by F. Ntilikina,54,40
2,1:29.0,,D. Dotson misses 3-pt jump shot from 26 ft,54,40
2,1:28.0,Defensive rebound by Team,,54,40
2,1:18.0,N. Jokić misses 2-pt jump shot from 16 ft,,54,40
2,1:16.0,,Defensive rebound by D. Jordan,54,40
2,1:06.0,,D. Jordan makes 2-pt layup from 2 ft (assist by E. Mudiay),54,42
2,1:06.0,,Shooting foul by N. Jokić (drawn by D. Jordan),54,42
2,1:06.0,,D. Jordan misses free throw 1 of 1,54,42
2,1:04.0,Defensive rebound by P. Millsap,,54,42
2,0:46.0,G. Harris misses 3-pt jump shot from 22 ft,,54,42
2,0:44.0,Offensive rebound by N. Jokić,,54,42
2,0:43.0,N. Jokić makes 2-pt layup from 1 ft,,56,42
2,0:28.0,,E. Mudiay misses 2-pt jump shot from 10 ft,56,42
2,0:26.0,Defensive rebound by N. Jokić,,56,42
2,0:07.0,J. Murray misses 3-pt jump shot from 25 ft,,56,42
2,0:05.0,,Defensive rebound by D. Jordan,56,42
2,0:00.0,,D. Dotson misses 3-pt jump shot from 34 ft,56,42
2,0:00.0,,Offensive rebound by Team,56,42
3,11:45.0,,K. Knox misses 2-pt jump shot from 13 ft,56,42
3,11:43.0,Defensive rebound by N. Jokić,,56,42
3,11:25.0,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,59,42
3,11:00.0,,E. Mudiay makes 2-pt jump shot from 10 ft,59,44
3,10:40.0,W. Barton misses 3-pt jump shot from 26 ft,,59,44
3,10:38.0,,Defensive rebound by D. Jordan,59,44
3,10:19.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by M. Hezonja),59,47
3,9:57.0,N. Jokić makes 2-pt layup from 3 ft,,61,47
3,9:57.0,Shooting foul by K. Knox (drawn by N. Jokić),,61,47
3,9:57.0,N. Jokić makes free throw 1 of 1,,62,47
3,9:46.0,,E. Mudiay misses 3-pt jump shot from 25 ft,62,47
3,9:44.0,Defensive rebound by N. Jokić,,62,47
3,9:30.0,Personal foul by D. Dotson (drawn by G. Harris),,62,47
3,9:16.0,J. Murray makes 2-pt jump shot from 14 ft,,64,47
3,9:04.0,,Shooting foul by W. Barton (drawn by D. Jordan),64,47
3,9:04.0,,D. Jordan makes free throw 1 of 2,64,48
3,9:04.0,,D. Jordan misses free throw 2 of 2,64,48
3,9:02.0,Defensive rebound by N. Jokić,,64,48
3,8:49.0,P. Millsap misses 2-pt layup from 2 ft,,64,48
3,8:47.0,,Defensive rebound by D. Dotson,64,48
3,8:40.0,,M. Hezonja misses 2-pt hook shot from 5 ft,64,48
3,8:38.0,,Offensive rebound by D. Jordan,64,48
3,8:38.0,,D. Jordan misses 2-pt layup at rim,64,48
3,8:36.0,Defensive rebound by J. Murray,,64,48
3,8:21.0,N. Jokić misses 2-pt layup at rim (block by D. Jordan),,64,48
3,8:19.0,Offensive rebound by N. Jokić,,64,48
3,8:19.0,N. Jokić misses 2-pt layup from 1 ft,,64,48
3,8:18.0,,Defensive rebound by E. Mudiay,64,48
3,8:13.0,,E. Mudiay misses 2-pt layup from 4 ft (block by J. Murray),64,48
3,8:12.0,,Offensive rebound by Team,64,48
3,7:56.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by M. Hezonja),64,51
3,7:41.0,N. Jokić misses 3-pt jump shot from 25 ft,,64,51
3,7:39.0,,Defensive rebound by M. Hezonja,64,51
3,7:34.0,,Shooting foul by N. Jokić (drawn by M. Hezonja),64,51
3,7:34.0,,M. Hezonja makes free throw 1 of 2,64,52
3,7:34.0,,M. Hezonja makes free throw 2 of 2,64,53
3,7:18.0,J. Murray misses 2-pt jump shot from 18 ft,,64,53
3,7:16.0,,Defensive rebound by M. Hezonja,64,53
3,7:01.0,,M. Hezonja makes 2-pt jump shot from 20 ft,64,55
3,6:38.0,Turnover by G. Harris (traveling),,64,55
3,6:38.0,,New York full timeout,64,55
3,6:23.0,,D. Jordan makes 2-pt dunk at rim (assist by M. Hezonja),64,57
3,6:08.0,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),,67,57
3,5:52.0,,M. Hezonja makes 2-pt jump shot from 17 ft,67,59
3,5:37.0,G. Harris misses 2-pt layup from 1 ft,,67,59
3,5:35.0,Offensive rebound by G. Harris,,67,59
3,5:16.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,69,59
3,5:16.0,M. Morris enters the game for P. Millsap,,69,59
3,5:16.0,M. Plumlee enters the game for J. Murray,,69,59
3,4:56.0,,Turnover by E. Mudiay (lost ball; steal by W. Barton),69,59
3,4:43.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,72,59
3,4:43.0,,New York full timeout,72,59
3,4:27.0,,M. Hezonja misses 2-pt layup from 1 ft,72,59
3,4:25.0,Defensive rebound by W. Barton,,72,59
3,4:22.0,W. Barton misses 3-pt jump shot from 26 ft,,72,59
3,4:20.0,,Defensive rebound by D. Jordan,72,59
3,4:09.0,,E. Mudiay misses 3-pt jump shot from 23 ft,72,59
3,4:07.0,Defensive rebound by G. Harris,,72,59
3,4:07.0,,M. Robinson enters the game for D. Jordan,72,59
3,4:07.0,,L. Thomas enters the game for K. Knox,72,59
3,3:45.0,W. Barton misses 3-pt jump shot from 26 ft,,72,59
3,3:43.0,Offensive rebound by M. Morris,,72,59
3,3:36.0,Turnover by G. Harris (bad pass; steal by D. Dotson),,72,59
3,3:31.0,,D. Dotson misses 3-pt jump shot from 26 ft,72,59
3,3:29.0,Defensive rebound by G. Harris,,72,59
3,3:08.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,74,59
3,2:48.0,,E. Mudiay misses 2-pt layup from 1 ft,74,59
3,2:46.0,,Offensive rebound by M. Robinson,74,59
3,2:46.0,,M. Robinson makes 2-pt dunk at rim,74,61
3,2:25.0,Turnover by M. Morris (bad pass),,74,61
3,2:25.0,M. Beasley enters the game for G. Harris,,74,61
3,2:25.0,,K. Allen enters the game for D. Dotson,74,61
3,2:25.0,,F. Ntilikina enters the game for E. Mudiay,74,61
3,2:01.0,,M. Robinson misses 2-pt layup from 4 ft (block by M. Beasley),74,61
3,1:59.0,Defensive rebound by N. Jokić,,74,61
3,1:49.0,N. Jokić misses 2-pt jump shot from 9 ft,,74,61
3,1:47.0,,Defensive rebound by M. Hezonja,74,61
3,1:42.0,,M. Hezonja misses 3-pt jump shot from 25 ft,74,61
3,1:40.0,Defensive rebound by N. Jokić,,74,61
3,1:31.0,N. Jokić misses 2-pt layup from 2 ft,,74,61
3,1:29.0,Offensive rebound by M. Plumlee,,74,61
3,1:28.0,N. Jokić makes 2-pt layup from 2 ft (assist by M. Plumlee),,76,61
3,1:19.0,,K. Allen misses 2-pt jump shot from 8 ft,76,61
3,1:17.0,Defensive rebound by M. Beasley,,76,61
3,1:08.0,Shooting foul by M. Robinson (drawn by N. Jokić),,76,61
3,1:08.0,J. Murray enters the game for W. Barton,,76,61
3,1:08.0,,K. Knox enters the game for M. Hezonja,76,61
3,1:08.0,N. Jokić makes free throw 1 of 2,,77,61
3,1:08.0,N. Jokić misses free throw 2 of 2,,77,61
3,1:06.0,,Defensive rebound by K. Allen,77,61
3,0:47.0,,L. Thomas misses 2-pt jump shot from 10 ft,77,61
3,0:45.0,Defensive rebound by N. Jokić,,77,61
3,0:38.0,M. Morris misses 3-pt jump shot from 23 ft,,77,61
3,0:34.0,Offensive rebound by Team,,77,61
3,0:34.0,P. Millsap enters the game for N. Jokić,,77,61
3,0:33.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Murray),,80,61
3,0:12.0,,Shooting foul by M. Morris (drawn by K. Allen),80,61
3,0:12.0,,K. Allen makes free throw 1 of 2,80,62
3,0:12.0,,K. Allen misses free throw 2 of 2,80,62
3,0:10.0,Defensive rebound by M. Beasley,,80,62
3,0:00.0,M. Morris makes 2-pt layup from 1 ft,,82,62
4,11:45.0,M. Beasley misses 3-pt jump shot from 28 ft (block by M. Robinson),,82,62
4,11:43.0,,Defensive rebound by M. Robinson,82,62
4,11:38.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by K. Allen),82,64
4,11:38.0,,Shooting foul by J. Murray (drawn by M. Robinson),82,64
4,11:38.0,,M. Robinson makes free throw 1 of 1,82,65
4,11:24.0,Personal foul by F. Ntilikina (drawn by P. Millsap),,82,65
4,11:11.0,J. Murray makes 2-pt layup from 1 ft,,84,65
4,10:58.0,,Def 3 sec tech foul by Team,84,65
4,10:58.0,,K. Knox misses technical free throw,84,65
4,10:58.0,,Offensive rebound by Team,84,65
4,10:50.0,,K. Allen misses 2-pt jump shot from 23 ft,84,65
4,10:48.0,,Offensive rebound by M. Robinson,84,65
4,10:46.0,,M. Robinson makes 2-pt layup from 1 ft,84,67
4,10:29.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Beasley),,86,67
4,10:16.0,,Shooting foul by J. Murray (drawn by F. Ntilikina),86,67
4,10:16.0,,F. Ntilikina makes free throw 1 of 2,86,68
4,10:16.0,,F. Ntilikina makes free throw 2 of 2,86,69
4,10:00.0,J. Murray misses 2-pt hook shot from 4 ft (block by M. Robinson),,86,69
4,9:58.0,,Defensive rebound by M. Robinson,86,69
4,9:54.0,,K. Knox makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),86,72
4,9:52.0,Denver full timeout,,86,72
4,9:39.0,Shooting foul by L. Thomas (drawn by P. Millsap),,86,72
4,9:39.0,P. Millsap makes free throw 1 of 2,,87,72
4,9:39.0,P. Millsap makes free throw 2 of 2,,88,72
4,9:29.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,88,72
4,9:27.0,Defensive rebound by M. Plumlee,,88,72
4,9:06.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,91,72
4,8:48.0,,L. Thomas misses 3-pt jump shot from 22 ft,91,72
4,8:46.0,Defensive rebound by P. Millsap,,91,72
4,8:39.0,Personal foul by F. Ntilikina (drawn by P. Millsap),,91,72
4,8:39.0,,E. Mudiay enters the game for L. Thomas,91,72
4,8:33.0,J. Murray makes 2-pt jump shot from 18 ft (assist by P. Millsap),,93,72
4,8:20.0,,K. Allen misses 2-pt jump shot from 15 ft,93,72
4,8:19.0,Defensive rebound by J. Murray,,93,72
4,8:13.0,J. Murray makes 2-pt jump shot from 13 ft,,95,72
4,8:13.0,Shooting foul by K. Allen (drawn by J. Murray),,95,72
4,8:13.0,,D. Dotson enters the game for K. Allen,95,72
4,8:13.0,J. Murray makes free throw 1 of 1,,96,72
4,7:51.0,,K. Knox makes 2-pt jump shot from 21 ft (assist by D. Dotson),96,74
4,7:35.0,J. Murray misses 3-pt jump shot from 27 ft,,96,74
4,7:33.0,,Defensive rebound by K. Knox,96,74
4,7:28.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by F. Ntilikina),96,76
4,7:28.0,,Shooting foul by M. Beasley (drawn by E. Mudiay),96,76
4,7:28.0,,E. Mudiay makes free throw 1 of 1,96,77
4,7:05.0,M. Plumlee makes 2-pt layup from 3 ft (assist by J. Murray),,98,77
4,6:53.0,,K. Knox misses 2-pt layup from 1 ft,98,77
4,6:52.0,,Offensive rebound by M. Robinson,98,77
4,6:52.0,,M. Robinson makes 2-pt dunk at rim,98,79
4,6:32.0,P. Millsap misses 2-pt layup from 2 ft (block by E. Mudiay),,98,79
4,6:31.0,,Defensive rebound by E. Mudiay,98,79
4,6:25.0,,E. Mudiay misses 2-pt layup from 2 ft,98,79
4,6:23.0,Defensive rebound by M. Plumlee,,98,79
4,6:22.0,Personal take foul by F. Ntilikina (drawn by M. Plumlee),,98,79
4,6:22.0,Technical foul by P. Millsap,,98,79
4,6:22.0,,D. Dotson makes technical free throw,98,80
4,6:22.0,M. Plumlee makes free throw 1 of 2,,99,80
4,6:22.0,M. Plumlee makes free throw 2 of 2,,100,80
4,6:06.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,100,80
4,6:04.0,Defensive rebound by Team,,100,80
4,6:04.0,,Loose ball foul by M. Robinson (drawn by M. Plumlee),100,80
4,6:04.0,W. Barton enters the game for P. Millsap,,100,80
4,6:04.0,T. Craig enters the game for M. Morris,,100,80
4,6:04.0,M. Plumlee misses free throw 1 of 2,,100,80
4,6:04.0,Offensive rebound by Team,,100,80
4,6:04.0,M. Plumlee makes free throw 2 of 2,,101,80
4,5:47.0,,E. Mudiay misses 2-pt layup from 1 ft (block by J. Murray),101,80
4,5:45.0,Defensive rebound by J. Murray,,101,80
4,5:41.0,M. Beasley misses 3-pt jump shot from 23 ft,,101,80
4,5:39.0,,Defensive rebound by K. Knox,101,80
4,5:32.0,,K. Knox makes 2-pt layup from 1 ft,101,82
4,5:17.0,W. Barton misses 2-pt jump shot from 12 ft,,101,82
4,5:16.0,Offensive rebound by Team,,101,82
4,5:03.0,M. Beasley misses 2-pt jump shot from 21 ft,,101,82
4,5:01.0,,Defensive rebound by E. Mudiay,101,82
4,4:52.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by E. Mudiay),101,85
4,4:33.0,Denver full timeout,,101,85
