QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
4,4:36.0,Offensive rebound by T. Ross,,100,84
4,4:29.0,Shooting foul by P. Siakam (drawn by J. Isaac),,100,84
4,4:29.0,J. Isaac misses free throw 1 of 2,,100,84
4,4:29.0,Offensive rebound by Team,,100,84
4,4:29.0,E. Fournier enters the game for W. Iwundu,,100,84
4,4:29.0,J. Isaac makes free throw 2 of 2,,101,84
4,4:18.0,,D. Green makes 3-pt jump shot from 24 ft (assist by M. Gasol),101,87
4,4:00.0,D. Augustin makes 2-pt layup from 4 ft,,103,87
4,3:50.0,,N. Powell misses 2-pt layup from 1 ft (block by N. Vučević),103,87
4,3:48.0,Defensive rebound by T. Ross,,103,87
4,3:41.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),,106,87
4,3:20.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by D. Green),106,89
4,3:09.0,,Violation by Team (kicked ball),106,89
4,3:08.0,Personal foul by D. Green (drawn by D. Augustin),,106,89
4,3:00.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by D. Augustin),,109,89
4,2:59.0,,Toronto full timeout,109,89
4,2:59.0,,O. Anunoby enters the game for M. Gasol,109,89
4,2:59.0,,C. Boucher enters the game for D. Green,109,89
4,2:59.0,,J. Lin enters the game for K. Lowry,109,89
4,2:59.0,,P. McCaw enters the game for N. Powell,109,89
4,2:59.0,,J. Meeks enters the game for P. Siakam,109,89
4,2:47.0,,P. McCaw makes 2-pt layup from 2 ft,109,91
4,2:32.0,E. Fournier misses 2-pt jump shot from 18 ft,,109,91
4,2:29.0,,Defensive rebound by J. Meeks,109,91
4,2:25.0,,C. Boucher misses 3-pt jump shot from 25 ft,109,91
4,2:22.0,Defensive rebound by J. Isaac,,109,91
4,2:01.0,N. Vučević misses 2-pt hook shot from 8 ft,,109,91
4,1:57.0,Offensive rebound by N. Vučević,,109,91
4,1:56.0,N. Vučević misses 2-pt layup from 1 ft,,109,91
4,1:56.0,,Defensive rebound by P. McCaw,109,91
4,1:54.0,,P. McCaw makes 2-pt hook shot from 2 ft,109,93
4,1:54.0,,Shooting foul by J. Isaac (drawn by P. McCaw),109,93
4,1:54.0,,P. McCaw makes free throw 1 of 1,109,94
4,1:44.0,T. Ross makes 2-pt dunk from 3 ft (assist by N. Vučević),,111,94
4,1:36.0,,J. Lin misses 2-pt jump shot from 4 ft,111,94
4,1:35.0,,Offensive rebound by Team,111,94
4,1:29.0,,J. Meeks misses 2-pt hook shot from 7 ft,111,94
4,1:25.0,Defensive rebound by E. Fournier,,111,94
4,1:06.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),,113,94
4,0:55.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. McCaw),113,96
4,0:37.0,J. Isaac misses 2-pt jump shot from 10 ft,,113,96
4,0:35.0,,Defensive rebound by O. Anunoby,113,96
4,0:30.0,,J. Lin makes 2-pt layup from 2 ft,113,98
4,0:06.0,Turnover by Team (shot clock),,113,98
