QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
1,2:13.0,J. Brunson makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,26,20
1,1:49.0,,M. Plumlee misses 2-pt hook shot from 4 ft,26,20
1,1:47.0,Defensive rebound by M. Kleber,,26,20
1,1:38.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,26,20
1,1:34.0,Offensive rebound by D. Finney-Smith,,26,20
1,1:31.0,J. Brunson makes 3-pt jump shot from 25 ft (assist by S. Mejri),,29,20
1,1:07.0,,W. Barton makes 2-pt layup from 1 ft (assist by P. Millsap),29,22
1,0:52.0,J. Brunson misses 3-pt jump shot from 24 ft,,29,22
1,0:50.0,,Defensive rebound by M. Plumlee,29,22
1,0:43.0,,M. Morris makes 2-pt jump shot from 5 ft,29,24
1,0:24.0,T. Hardaway misses 3-pt jump shot from 27 ft,,29,24
1,0:20.0,,Defensive rebound by M. Plumlee,29,24
1,0:02.0,,W. Barton makes 2-pt jump shot from 7 ft,29,26
1,0:00.0,T. Hardaway misses 3-pt jump shot from 35 ft,,29,26
1,0:00.0,Offensive rebound by Team,,29,26
2,11:35.0,L. Dončić makes 2-pt layup from 4 ft,,31,26
2,11:22.0,,Turnover by M. Beasley (lost ball; steal by D. Finney-Smith),31,26
2,11:06.0,L. Dončić misses 3-pt jump shot from 25 ft,,31,26
2,11:02.0,,Defensive rebound by M. Beasley,31,26
2,10:59.0,,J. Murray misses 3-pt jump shot from 25 ft,31,26
2,10:53.0,Defensive rebound by L. Dončić,,31,26
2,10:45.0,D. Harris misses 3-pt jump shot from 26 ft,,31,26
2,10:42.0,Offensive rebound by D. Powell,,31,26
2,10:41.0,D. Harris misses 3-pt jump shot from 22 ft,,31,26
2,10:38.0,,Defensive rebound by J. Murray,31,26
2,10:29.0,,P. Millsap makes 2-pt hook shot from 3 ft (assist by J. Murray),31,28
2,10:11.0,D. Powell makes 2-pt jump shot from 6 ft (assist by D. Nowitzki),,33,28
2,10:00.0,,J. Murray makes 2-pt dunk from 1 ft (assist by M. Plumlee),33,30
2,9:45.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,33,30
2,9:40.0,,Defensive rebound by J. Murray,33,30
2,9:30.0,,J. Murray makes 3-pt jump shot from 24 ft,33,33
2,9:29.0,Dallas full timeout,,33,33
2,9:18.0,Turnover by D. Nowitzki (bad pass; steal by M. Morris),,33,33
2,9:13.0,,Turnover by M. Morris (bad pass; steal by L. Dončić),33,33
2,9:12.0,Turnover by D. Powell (bad pass; steal by P. Millsap),,33,33
2,9:12.0,,Shooting foul by D. Harris (drawn by P. Millsap),33,33
2,9:12.0,,P. Millsap makes free throw 1 of 2,33,34
2,9:12.0,J. Jackson enters the game for D. Finney-Smith,,33,34
2,9:12.0,M. Kleber enters the game for D. Powell,,33,34
2,9:12.0,,P. Millsap makes free throw 2 of 2,33,35
2,8:52.0,M. Kleber makes 2-pt layup from 3 ft (assist by L. Dončić),,35,35
2,8:36.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),35,37
2,8:16.0,M. Kleber misses 2-pt layup from 1 ft,,35,37
2,8:15.0,Offensive rebound by Team,,35,37
2,8:15.0,,Loose ball foul by M. Plumlee (drawn by M. Kleber),35,37
2,8:03.0,L. Dončić misses 2-pt jump shot from 10 ft,,35,37
2,7:59.0,,Defensive rebound by P. Millsap,35,37
2,7:50.0,,Turnover by M. Plumlee (bad pass; steal by D. Harris),35,37
2,7:45.0,Shooting foul by M. Beasley (drawn by L. Dončić),,35,37
2,7:45.0,L. Dončić makes free throw 1 of 2,,36,37
2,7:45.0,L. Dončić makes free throw 2 of 2,,37,37
2,7:32.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),37,40
2,7:08.0,M. Kleber misses 3-pt jump shot from 22 ft,,37,40
2,7:05.0,,Defensive rebound by M. Plumlee,37,40
2,7:01.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by M. Morris),37,42
2,6:55.0,Dallas full timeout,,37,42
2,6:55.0,J. Brunson enters the game for L. Dončić,,37,42
2,6:55.0,D. Powell enters the game for D. Nowitzki,,37,42
2,6:55.0,,N. Jokić enters the game for P. Millsap,37,42
2,6:42.0,Turnover by J. Brunson (lost ball; steal by M. Morris),,37,42
2,6:38.0,,M. Beasley misses 3-pt jump shot from 24 ft,37,42
2,6:35.0,,Offensive rebound by M. Plumlee,37,42
2,6:30.0,,Personal foul by J. Jackson (drawn by M. Plumlee),37,42
2,6:26.0,,J. Murray misses 2-pt jump shot from 18 ft,37,42
2,6:21.0,Defensive rebound by M. Kleber,,37,42
2,6:19.0,J. Jackson misses 3-pt jump shot from 24 ft,,37,42
2,6:15.0,,Defensive rebound by M. Plumlee,37,42
2,6:08.0,,M. Morris makes 3-pt jump shot from 25 ft,37,45
2,5:49.0,M. Kleber makes 2-pt dunk at rim (assist by D. Harris),,39,45
2,5:31.0,,M. Morris misses 3-pt jump shot from 25 ft,39,45
2,5:28.0,Defensive rebound by J. Brunson,,39,45
2,5:26.0,Shooting foul by M. Morris (drawn by D. Harris),,39,45
2,5:26.0,D. Harris makes free throw 1 of 2,,40,45
2,5:26.0,,W. Barton enters the game for M. Beasley,40,45
2,5:26.0,,G. Harris enters the game for J. Murray,40,45
2,5:26.0,D. Harris makes free throw 2 of 2,,41,45
2,5:04.0,,N. Jokić misses 2-pt jump shot from 4 ft,41,45
2,5:04.0,Defensive rebound by M. Kleber,,41,45
2,5:04.0,Personal take foul by N. Jokić (drawn by M. Kleber),,41,45
2,4:52.0,D. Harris misses 3-pt jump shot from 25 ft,,41,45
2,4:49.0,,Defensive rebound by N. Jokić,41,45
2,4:40.0,,G. Harris makes 2-pt jump shot from 20 ft (assist by M. Plumlee),41,47
2,4:37.0,Dallas full timeout,,41,47
2,4:37.0,T. Hardaway enters the game for D. Harris,,41,47
2,4:37.0,S. Mejri enters the game for D. Powell,,41,47
2,4:17.0,M. Kleber makes 3-pt jump shot from 22 ft (assist by T. Hardaway),,44,47
2,4:01.0,,Turnover by G. Harris (bad pass; steal by J. Jackson),44,47
2,3:58.0,J. Jackson misses 2-pt layup at rim (block by W. Barton),,44,47
2,3:53.0,Offensive rebound by J. Brunson,,44,47
2,3:44.0,J. Brunson misses 2-pt layup from 2 ft (block by N. Jokić),,44,47
2,3:44.0,,Defensive rebound by N. Jokić,44,47
2,3:44.0,,Personal foul by S. Mejri (drawn by N. Jokić),44,47
2,3:44.0,L. Dončić enters the game for J. Jackson,,44,47
2,3:44.0,,P. Millsap enters the game for M. Morris,44,47
2,3:44.0,,J. Murray enters the game for M. Plumlee,44,47
2,3:34.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),44,49
2,3:34.0,Violation by Team (def goaltending),,44,49
2,3:18.0,Turnover by L. Dončić (lost ball; steal by W. Barton),,44,49
2,3:09.0,,J. Murray misses 2-pt jump shot from 14 ft,44,49
2,3:06.0,,Offensive rebound by N. Jokić,44,49
2,3:05.0,,W. Barton misses 3-pt jump shot from 25 ft,44,49
2,3:05.0,Defensive rebound by M. Kleber,,44,49
2,2:52.0,L. Dončić makes 2-pt jump shot from 11 ft,,46,49
2,2:28.0,,Turnover by G. Harris (lost ball; steal by S. Mejri),46,49
2,2:22.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Brunson),,49,49
2,2:20.0,,Denver full timeout,49,49
2,2:05.0,,Shooting foul by S. Mejri (drawn by N. Jokić),49,49
2,2:05.0,,N. Jokić makes free throw 1 of 2,49,50
2,2:05.0,D. Powell enters the game for S. Mejri,,49,50
2,2:05.0,,N. Jokić makes free throw 2 of 2,49,51
2,1:56.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Brunson),,52,51
2,1:42.0,,Turnover by N. Jokić (bad pass),52,51
2,1:21.0,J. Brunson makes 2-pt jump shot from 7 ft (assist by M. Kleber),,54,51
2,1:01.0,,P. Millsap misses 2-pt jump shot from 8 ft,54,51
2,0:58.0,Defensive rebound by L. Dončić,,54,51
2,0:55.0,Personal foul by J. Murray (drawn by L. Dončić),,54,51
2,0:55.0,L. Dončić misses free throw 1 of 2,,54,51
2,0:55.0,Offensive rebound by Team,,54,51
2,0:55.0,L. Dončić makes free throw 2 of 2,,55,51
2,0:45.0,,G. Harris misses 2-pt jump shot from 18 ft,55,51
2,0:40.0,Defensive rebound by M. Kleber,,55,51
2,0:36.0,T. Hardaway misses 2-pt jump shot from 17 ft,,55,51
2,0:32.0,,Defensive rebound by N. Jokić,55,51
2,0:26.0,,Turnover by N. Jokić (bad pass; steal by J. Brunson),55,51
2,0:04.0,Personal foul by G. Harris (drawn by L. Dončić),,55,51
2,0:04.0,L. Dončić misses free throw 1 of 2,,55,51
2,0:04.0,Offensive rebound by Team,,55,51
2,0:04.0,L. Dončić misses free throw 2 of 2,,55,51
2,0:03.0,Offensive rebound by Team,,55,51
2,0:03.0,,Loose ball foul by P. Millsap (drawn by M. Kleber),55,51
2,0:03.0,M. Kleber makes free throw 1 of 2,,56,51
2,0:03.0,,M. Plumlee enters the game for P. Millsap,56,51
2,0:03.0,M. Kleber makes free throw 2 of 2,,57,51
2,0:00.0,,W. Barton misses 3-pt jump shot from 34 ft,57,51
2,0:00.0,,Offensive rebound by Team,57,51
3,11:50.0,D. Nowitzki misses 2-pt jump shot from 22 ft,,57,51
3,11:45.0,,Defensive rebound by N. Jokić,57,51
3,11:35.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by P. Millsap),57,54
3,11:22.0,L. Dončić misses 2-pt jump shot from 11 ft,,57,54
3,11:18.0,,Defensive rebound by G. Harris,57,54
3,11:04.0,,P. Millsap makes 2-pt layup from 2 ft,57,56
3,10:48.0,J. Brunson misses 2-pt jump shot from 9 ft,,57,56
3,10:46.0,Offensive rebound by J. Brunson,,57,56
3,10:46.0,J. Brunson makes 2-pt layup from 8 ft,,59,56
3,10:46.0,Shooting foul by W. Barton (drawn by J. Brunson),,59,56
3,10:46.0,J. Brunson makes free throw 1 of 1,,60,56
3,10:34.0,,Shooting foul by J. Brunson (drawn by J. Murray),60,56
3,10:34.0,,J. Murray makes free throw 1 of 2,60,57
3,10:34.0,,J. Murray makes free throw 2 of 2,60,58
3,10:19.0,J. Brunson makes 3-pt jump shot from 24 ft (assist by L. Dončić),,63,58
3,9:58.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by N. Jokić),63,61
3,9:44.0,L. Dončić makes 2-pt layup from 2 ft,,65,61
3,9:31.0,,P. Millsap misses 3-pt jump shot from 25 ft,65,61
3,9:30.0,,Offensive rebound by N. Jokić,65,61
3,9:19.0,,G. Harris misses 2-pt jump shot from 17 ft,65,61
3,9:16.0,Defensive rebound by J. Brunson,,65,61
3,9:00.0,T. Hardaway misses 2-pt layup from 2 ft,,65,61
3,8:56.0,Offensive rebound by D. Powell,,65,61
3,8:56.0,D. Powell misses 2-pt layup from 1 ft,,65,61
3,8:55.0,,Defensive rebound by P. Millsap,65,61
3,8:48.0,,P. Millsap makes 2-pt dunk at rim (assist by N. Jokić),65,63
3,8:30.0,L. Dončić makes 3-pt jump shot from 25 ft,,68,63
3,8:12.0,,W. Barton misses 2-pt jump shot from 13 ft,68,63
3,8:09.0,Defensive rebound by D. Powell,,68,63
3,8:09.0,Turnover by D. Powell (step out of bounds),,68,63
3,8:06.0,,J. Murray misses 3-pt jump shot from 23 ft,68,63
3,8:04.0,Defensive rebound by L. Dončić,,68,63
3,7:58.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,71,63
3,7:57.0,,Denver full timeout,71,63
3,7:43.0,,P. Millsap makes 2-pt jump shot from 8 ft,71,65
3,7:27.0,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by L. Dončić),,74,65
3,7:15.0,,J. Murray makes 2-pt jump shot from 8 ft,74,67
3,7:00.0,T. Hardaway makes 2-pt layup from 2 ft (assist by L. Dončić),,76,67
3,6:41.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),76,69
3,6:28.0,L. Dončić misses 3-pt jump shot from 27 ft,,76,69
3,6:27.0,,Defensive rebound by N. Jokić,76,69
3,6:18.0,,Personal foul by D. Nowitzki (drawn by J. Murray),76,69
3,6:04.0,,N. Jokić misses 2-pt jump shot from 14 ft,76,69
3,6:01.0,Defensive rebound by L. Dončić,,76,69
3,5:55.0,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić),,79,69
3,5:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,79,69
3,5:42.0,Defensive rebound by Team,,79,69
3,5:42.0,,M. Morris enters the game for N. Jokić,79,69
3,5:42.0,,M. Plumlee enters the game for J. Murray,79,69
3,5:28.0,L. Dončić misses 2-pt layup from 2 ft,,79,69
3,5:25.0,,Defensive rebound by P. Millsap,79,69
3,5:11.0,,M. Morris makes 2-pt jump shot from 21 ft (assist by P. Millsap),79,71
3,4:50.0,Personal foul by W. Barton (drawn by D. Powell),,79,71
3,4:50.0,M. Kleber enters the game for D. Nowitzki,,79,71
3,4:40.0,T. Hardaway misses 3-pt jump shot from 24 ft (block by W. Barton),,79,71
3,4:36.0,,Defensive rebound by M. Plumlee,79,71
3,4:31.0,,P. Millsap misses 2-pt jump shot from 8 ft,79,71
3,4:29.0,,Offensive rebound by M. Plumlee,79,71
3,4:17.0,,P. Millsap makes 2-pt layup from 2 ft,79,73
3,3:53.0,D. Powell misses 2-pt jump shot from 3 ft,,79,73
3,3:49.0,Offensive rebound by D. Powell,,79,73
3,3:49.0,D. Powell makes 2-pt layup from 1 ft,,81,73
3,3:44.0,Technical foul by D. Nowitzki,,81,73
3,3:44.0,,W. Barton misses technical free throw,81,73
3,3:44.0,,Offensive rebound by Team,81,73
3,3:44.0,,M. Beasley enters the game for G. Harris,81,73
3,3:30.0,,M. Beasley misses 3-pt jump shot from 24 ft,81,73
3,3:27.0,Defensive rebound by L. Dončić,,81,73
3,3:24.0,T. Hardaway makes 2-pt dunk from 1 ft (assist by L. Dončić),,83,73
3,3:07.0,,W. Barton misses 3-pt jump shot from 25 ft,83,73
3,3:03.0,Defensive rebound by M. Kleber,,83,73
3,2:43.0,L. Dončić misses 3-pt jump shot from 28 ft,,83,73
3,2:40.0,,Defensive rebound by W. Barton,83,73
3,2:36.0,,Shooting foul by M. Kleber (drawn by W. Barton),83,73
3,2:36.0,Dallas full timeout,,83,73
3,2:36.0,D. Finney-Smith enters the game for L. Dončić,,83,73
3,2:36.0,,J. Hernangómez enters the game for P. Millsap,83,73
3,2:36.0,,W. Barton makes free throw 1 of 2,83,74
3,2:36.0,,W. Barton makes free throw 2 of 2,83,75
3,2:21.0,Shooting foul by M. Plumlee (drawn by D. Powell),,83,75
3,2:21.0,D. Powell makes free throw 1 of 2,,84,75
3,2:21.0,,J. Murray enters the game for W. Barton,84,75
3,2:21.0,D. Powell makes free throw 2 of 2,,85,75
3,2:09.0,,M. Beasley misses 3-pt jump shot from 24 ft,85,75
3,2:06.0,Defensive rebound by D. Powell,,85,75
3,1:57.0,D. Powell misses 2-pt layup from 7 ft (block by M. Plumlee),,85,75
3,1:53.0,,Defensive rebound by M. Plumlee,85,75
3,1:52.0,,J. Murray misses 3-pt jump shot from 25 ft,85,75
3,1:48.0,Defensive rebound by D. Powell,,85,75
3,1:40.0,D. Powell misses 2-pt layup from 3 ft (block by M. Plumlee),,85,75
3,1:36.0,,Defensive rebound by J. Hernangómez,85,75
3,1:31.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by J. Murray),85,77
3,1:10.0,J. Brunson makes 2-pt layup from 2 ft,,87,77
3,0:56.0,,M. Morris misses 3-pt jump shot from 25 ft,87,77
3,0:53.0,Defensive rebound by D. Powell,,87,77
3,0:36.0,M. Kleber misses 2-pt layup from 3 ft (block by J. Hernangómez),,87,77
3,0:33.0,Offensive rebound by M. Kleber,,87,77
3,0:32.0,M. Kleber makes 2-pt jump shot from 7 ft,,89,77
3,0:19.0,,M. Beasley makes 2-pt jump shot from 12 ft (assist by J. Murray),89,79
3,0:06.0,Personal take foul by M. Morris (drawn by J. Brunson),,89,79
4,11:41.0,,M. Beasley misses 2-pt jump shot from 14 ft,89,79
4,11:37.0,Defensive rebound by L. Dončić,,89,79
4,11:21.0,L. Dončić makes 2-pt jump shot from 6 ft,,91,79
4,11:09.0,,M. Beasley misses 2-pt jump shot from 17 ft,91,79
4,11:05.0,,Offensive rebound by M. Plumlee,91,79
4,11:04.0,,M. Beasley misses 3-pt jump shot from 25 ft,91,79
4,11:01.0,,Offensive rebound by J. Murray,91,79
4,10:55.0,,M. Beasley makes 2-pt jump shot from 14 ft,91,81
4,10:27.0,Turnover by L. Dončić (bad pass; steal by J. Murray),,91,81
4,10:24.0,,Turnover by M. Morris (traveling),91,81
4,10:14.0,S. Mejri misses 2-pt layup from 2 ft,,91,81
4,10:12.0,,Defensive rebound by M. Plumlee,91,81
4,10:12.0,,Personal take foul by D. Harris (drawn by M. Plumlee),91,81
4,10:12.0,C. Lee enters the game for D. Harris,,91,81
4,9:48.0,,J. Murray makes 3-pt jump shot from 25 ft,91,84
4,9:20.0,D. Finney-Smith misses 2-pt jump shot from 10 ft,,91,84
4,9:20.0,Offensive rebound by Team,,91,84
4,9:20.0,Turnover by Team (shot clock),,91,84
4,9:02.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,91,84
4,8:59.0,Defensive rebound by Team,,91,84
4,8:42.0,L. Dončić misses 2-pt layup from 5 ft,,91,84
4,8:39.0,Offensive rebound by L. Dončić,,91,84
4,8:36.0,C. Lee misses 3-pt jump shot from 25 ft,,91,84
4,8:34.0,,Defensive rebound by J. Hernangómez,91,84
4,8:30.0,,M. Beasley makes 3-pt jump shot from 22 ft (assist by M. Morris),91,87
4,8:28.0,Dallas full timeout,,91,87
4,8:28.0,J. Brunson enters the game for M. Kleber,,91,87
4,8:28.0,T. Hardaway enters the game for C. Lee,,91,87
4,8:28.0,D. Powell enters the game for S. Mejri,,91,87
4,8:28.0,,N. Jokić enters the game for J. Hernangómez,91,87
4,8:13.0,L. Dončić makes 2-pt jump shot from 7 ft (assist by D. Finney-Smith),,93,87
4,7:57.0,,M. Beasley misses 3-pt jump shot from 25 ft,93,87
4,7:54.0,Defensive rebound by D. Powell,,93,87
4,7:45.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,93,87
4,7:41.0,,Defensive rebound by M. Plumlee,93,87
4,7:38.0,,Turnover by M. Plumlee (bad pass; steal by L. Dončić),93,87
4,7:33.0,L. Dončić misses 2-pt layup from 2 ft (block by M. Morris),,93,87
4,7:33.0,Offensive rebound by Team,,93,87
4,7:33.0,,P. Millsap enters the game for M. Plumlee,93,87
4,7:18.0,L. Dončić misses 3-pt jump shot from 27 ft,,93,87
4,7:14.0,,Defensive rebound by N. Jokić,93,87
4,7:08.0,,M. Beasley makes 2-pt layup from 2 ft (assist by J. Murray),93,89
4,6:50.0,Turnover by J. Brunson (bad pass),,93,89
4,6:38.0,,Personal foul by T. Hardaway (drawn by J. Murray),93,89
4,6:38.0,M. Kleber enters the game for L. Dončić,,93,89
4,6:29.0,,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),93,91
4,6:13.0,Personal foul by M. Beasley (drawn by D. Powell),,93,91
4,6:01.0,Shooting foul by P. Millsap (drawn by D. Powell),,93,91
4,6:01.0,D. Powell makes free throw 1 of 2,,94,91
4,6:01.0,D. Powell makes free throw 2 of 2,,95,91
4,5:48.0,,Personal foul by D. Powell (drawn by N. Jokić),95,91
4,5:41.0,,M. Morris misses 2-pt jump shot from 17 ft,95,91
4,5:38.0,Defensive rebound by M. Kleber,,95,91
4,5:22.0,M. Kleber misses 2-pt jump shot from 5 ft,,95,91
4,5:22.0,,Defensive rebound by Team,95,91
4,5:22.0,Loose ball foul by D. Powell (drawn by N. Jokić),,95,91
4,5:10.0,,J. Murray misses 2-pt jump shot from 4 ft,95,91
4,5:08.0,,Offensive rebound by J. Murray,95,91
4,5:07.0,,M. Morris misses 3-pt jump shot from 25 ft,95,91
4,5:07.0,Defensive rebound by M. Kleber,,95,91
4,4:46.0,J. Brunson misses 3-pt jump shot from 25 ft,,95,91
4,4:43.0,,Defensive rebound by N. Jokić,95,91
4,4:43.0,,G. Harris enters the game for M. Beasley,95,91
4,4:28.0,,N. Jokić makes 2-pt jump shot from 8 ft,95,93
4,4:26.0,Dallas full timeout,,95,93
4,4:26.0,L. Dončić enters the game for D. Finney-Smith,,95,93
4,4:11.0,J. Brunson misses 3-pt jump shot from 24 ft,,95,93
4,4:07.0,,Defensive rebound by J. Murray,95,93
4,3:59.0,,P. Millsap misses 2-pt jump shot from 3 ft,95,93
4,3:57.0,Defensive rebound by L. Dončić,,95,93
4,3:52.0,L. Dončić misses 3-pt jump shot from 26 ft,,95,93
4,3:49.0,,Defensive rebound by N. Jokić,95,93
4,3:34.0,,N. Jokić misses 3-pt jump shot from 24 ft,95,93
4,3:32.0,Defensive rebound by L. Dončić,,95,93
4,3:16.0,L. Dončić misses 2-pt jump shot from 9 ft,,95,93
4,3:13.0,,Defensive rebound by N. Jokić,95,93
4,2:59.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by G. Harris),95,95
4,2:38.0,T. Hardaway misses 3-pt jump shot from 26 ft,,95,95
4,2:37.0,,Defensive rebound by Team,95,95
4,2:19.0,,J. Murray misses 3-pt jump shot from 24 ft,95,95
4,2:16.0,Defensive rebound by J. Brunson,,95,95
4,2:00.0,L. Dončić makes 2-pt layup from 3 ft,,97,95
4,1:46.0,,N. Jokić makes 2-pt layup from 3 ft (assist by G. Harris),97,97
4,1:35.0,T. Hardaway misses 2-pt jump shot from 17 ft,,97,97
4,1:28.0,Offensive rebound by M. Kleber,,97,97
4,1:23.0,Turnover by L. Dončić (lost ball; steal by G. Harris),,97,97
4,1:06.0,,Personal foul by J. Brunson (drawn by N. Jokić),97,97
4,1:06.0,,N. Jokić misses free throw 1 of 2,97,97
4,1:06.0,,Offensive rebound by Team,97,97
4,1:06.0,,N. Jokić makes free throw 2 of 2,97,98
4,0:43.0,J. Brunson misses 2-pt jump shot from 13 ft,,97,98
4,0:40.0,,Defensive rebound by P. Millsap,97,98
4,0:20.0,,Turnover by G. Harris (bad pass),97,98
4,0:20.0,,M. Plumlee enters the game for N. Jokić,97,98
4,0:05.0,L. Dončić makes 2-pt dunk from 2 ft,,99,98
4,0:05.0,Shooting foul by P. Millsap (drawn by L. Dončić),,99,98
4,0:05.0,,N. Jokić enters the game for J. Murray,99,98
4,0:05.0,L. Dončić misses free throw 1 of 1,,99,98
4,0:05.0,,Defensive rebound by P. Millsap,99,98
