QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
3,7:54.0,,Offensive foul by J. McGee (drawn by H. Barnes),60,61
3,7:54.0,,Turnover by J. McGee (offensive foul),60,61
3,7:38.0,H. Barnes misses 2-pt hook shot from 4 ft (block by J. McGee),,60,61
3,7:35.0,,Defensive rebound by K. Kuzma,60,61
3,7:30.0,,K. Kuzma misses 2-pt jump shot from 7 ft,60,61
3,7:27.0,Defensive rebound by D. Jordan,,60,61
3,7:24.0,H. Barnes makes 2-pt layup from 3 ft (assist by D. Smith),,62,61
3,7:03.0,,Turnover by L. Ball (bad pass; steal by L. Dončić),62,61
3,6:59.0,D. Smith makes 2-pt layup from 2 ft,,64,61
3,6:59.0,,LA Lakers full timeout,64,61
3,6:59.0,D. Finney-Smith enters the game for W. Matthews,,64,61
3,6:59.0,,T. Chandler enters the game for J. McGee,64,61
3,6:42.0,,Turnover by K. Kuzma (lost ball; steal by H. Barnes),64,61
3,6:39.0,D. Smith makes 3-pt jump shot from 23 ft (assist by H. Barnes),,67,61
3,6:21.0,,L. James misses 3-pt jump shot from 26 ft,67,61
3,6:19.0,Defensive rebound by D. Smith,,67,61
3,6:14.0,D. Smith misses 3-pt jump shot from 26 ft,,67,61
3,6:08.0,,Defensive rebound by L. James,67,61
3,6:06.0,,B. Ingram misses 2-pt layup from 1 ft,67,61
3,6:03.0,Defensive rebound by D. Finney-Smith,,67,61
3,5:49.0,L. Dončić misses 2-pt jump shot from 12 ft,,67,61
3,5:49.0,,Defensive rebound by Team,67,61
3,5:49.0,Loose ball foul by D. Jordan (drawn by K. Kuzma),,67,61
3,5:49.0,Technical foul by D. Jordan,,67,61
3,5:49.0,,K. Kuzma misses technical free throw,67,61
3,5:49.0,,Offensive rebound by Team,67,61
3,5:35.0,,K. Kuzma makes 2-pt hook shot from 2 ft,67,63
3,5:14.0,H. Barnes misses 2-pt jump shot from 13 ft,,67,63
3,5:10.0,,Defensive rebound by B. Ingram,67,63
3,5:03.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. James),67,66
3,4:51.0,Shooting foul by L. Ball (drawn by H. Barnes),,67,66
3,4:51.0,H. Barnes misses free throw 1 of 2,,67,66
3,4:51.0,Offensive rebound by Team,,67,66
3,4:51.0,,K. Caldwell-Pope enters the game for L. Ball,67,66
3,4:51.0,H. Barnes makes free throw 2 of 2,,68,66
3,4:41.0,,Turnover by K. Kuzma (bad pass),68,66
3,4:19.0,Turnover by D. Smith (bad pass; steal by T. Chandler),,68,66
3,4:08.0,,B. Ingram misses 2-pt layup from 1 ft,68,66
3,4:06.0,Defensive rebound by D. Finney-Smith,,68,66
3,3:52.0,Shooting foul by L. James (drawn by H. Barnes),,68,66
3,3:52.0,H. Barnes makes free throw 1 of 2,,69,66
3,3:52.0,J. Barea enters the game for L. Dončić,,69,66
3,3:52.0,D. Harris enters the game for D. Smith,,69,66
3,3:52.0,,J. Hart enters the game for L. James,69,66
3,3:52.0,H. Barnes misses free throw 2 of 2,,69,66
3,3:47.0,,Defensive rebound by K. Kuzma,69,66
3,3:34.0,,B. Ingram makes 2-pt jump shot from 13 ft,69,68
3,3:22.0,Def 3 sec tech foul by Team,,69,68
3,3:22.0,H. Barnes makes technical free throw,,70,68
3,3:22.0,,Technical foul by T. Chandler,70,68
3,3:22.0,H. Barnes makes technical free throw,,71,68
3,3:13.0,Turnover by D. Finney-Smith (traveling),,71,68
3,2:54.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,71,68
3,2:54.0,Defensive rebound by H. Barnes,,71,68
3,2:36.0,D. Jordan misses 2-pt layup from 2 ft,,71,68
3,2:34.0,,Defensive rebound by T. Chandler,71,68
3,2:32.0,,Shooting foul by D. Harris (drawn by K. Kuzma),71,68
3,2:32.0,,K. Kuzma makes free throw 1 of 2,71,69
3,2:32.0,W. Matthews enters the game for H. Barnes,,71,69
3,2:32.0,D. Powell enters the game for D. Jordan,,71,69
3,2:32.0,,K. Kuzma makes free throw 2 of 2,71,70
3,2:19.0,Shooting foul by B. Ingram (drawn by D. Harris),,71,70
3,2:19.0,D. Harris misses free throw 1 of 2,,71,70
3,2:19.0,Offensive rebound by Team,,71,70
3,2:19.0,D. Harris makes free throw 2 of 2,,72,70
3,2:06.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by B. Ingram),72,73
3,1:51.0,J. Barea misses 3-pt jump shot from 26 ft,,72,73
3,1:47.0,,Defensive rebound by K. Caldwell-Pope,72,73
3,1:36.0,,T. Chandler makes 2-pt layup from 1 ft (assist by K. Kuzma),72,75
3,1:23.0,Personal foul by J. Hart (drawn by W. Matthews),,72,75
3,1:23.0,W. Matthews makes free throw 1 of 2,,73,75
3,1:23.0,W. Matthews misses free throw 2 of 2,,73,75
3,1:20.0,,Defensive rebound by K. Kuzma,73,75
3,1:11.0,,K. Kuzma makes 3-pt jump shot from 28 ft (assist by B. Ingram),73,78
3,0:59.0,Shooting foul by T. Chandler (drawn by D. Powell),,73,78
3,0:59.0,D. Powell makes free throw 1 of 2,,74,78
3,0:59.0,D. Powell makes free throw 2 of 2,,75,78
3,0:47.0,,K. Kuzma misses 3-pt jump shot from 26 ft,75,78
3,0:45.0,Defensive rebound by D. Harris,,75,78
3,0:23.0,J. Barea misses 3-pt jump shot from 26 ft,,75,78
3,0:21.0,,Defensive rebound by T. Chandler,75,78
3,0:07.0,,Personal foul by D. Finney-Smith (drawn by B. Ingram),75,78
3,0:07.0,,L. James enters the game for T. Chandler,75,78
3,0:01.0,,L. James misses 2-pt layup from 4 ft (block by W. Matthews),75,78
3,0:00.0,Defensive rebound by J. Barea,,75,78
4,11:47.0,,J. Hart makes 2-pt layup from 3 ft (assist by L. Ball),75,80
4,11:39.0,Personal foul by K. Caldwell-Pope (drawn by D. Harris),,75,80
4,11:34.0,Personal foul by J. McGee (drawn by D. Powell),,75,80
4,11:28.0,Shooting foul by J. McGee (drawn by D. Powell),,75,80
4,11:28.0,,T. Chandler enters the game for J. McGee,75,80
4,11:28.0,D. Powell makes free throw 1 of 1,,76,80
4,11:28.0,D. Powell makes free throw 1 of 1,,77,80
4,11:17.0,,Personal foul by D. Powell (drawn by T. Chandler),77,80
4,11:02.0,,L. James makes 2-pt layup from 2 ft,77,82
4,10:44.0,D. Powell misses 3-pt jump shot from 28 ft,,77,82
4,10:41.0,Offensive rebound by D. Harris,,77,82
4,10:38.0,D. Harris makes 3-pt jump shot from 26 ft,,80,82
4,10:33.0,,Offensive foul by L. Ball (drawn by J. Barea),80,82
4,10:33.0,,Turnover by L. Ball (offensive foul),80,82
4,10:33.0,,B. Ingram enters the game for L. Ball,80,82
4,10:22.0,Offensive foul by D. Powell (drawn by K. Caldwell-Pope),,80,82
4,10:22.0,Turnover by D. Powell (offensive foul),,80,82
4,10:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,80,82
4,10:07.0,,Offensive rebound by T. Chandler,80,82
4,10:07.0,,T. Chandler makes 2-pt layup at rim,80,84
4,10:07.0,,Shooting foul by D. Powell (drawn by T. Chandler),80,84
4,10:07.0,Technical foul by J. Barea,,80,84
4,10:07.0,,K. Caldwell-Pope makes technical free throw,80,85
4,10:07.0,,T. Chandler makes free throw 1 of 1,80,86
4,9:51.0,D. Powell makes 2-pt jump shot from 1 ft (assist by W. Matthews),,82,86
4,9:38.0,,L. James makes 2-pt layup from 2 ft,82,88
4,9:29.0,J. Barea makes 2-pt jump shot from 15 ft,,84,88
4,9:08.0,,Shooting foul by W. Matthews (drawn by L. James),84,88
4,9:08.0,,L. James makes free throw 1 of 2,84,89
4,9:08.0,H. Barnes enters the game for D. Finney-Smith,,84,89
4,9:08.0,,L. James makes free throw 2 of 2,84,90
4,8:57.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Barea),,86,90
4,8:56.0,,LA Lakers full timeout,86,90
4,8:32.0,,L. James misses 2-pt jump shot from 17 ft,86,90
4,8:32.0,,Offensive rebound by Team,86,90
4,8:32.0,,Turnover by Team (shot clock),86,90
4,8:19.0,J. Barea misses 2-pt jump shot from 5 ft,,86,90
4,8:17.0,,Defensive rebound by T. Chandler,86,90
4,8:13.0,,J. Hart misses 3-pt jump shot from 28 ft,86,90
4,8:13.0,,Offensive rebound by L. James,86,90
4,8:13.0,,Personal foul by D. Harris (drawn by L. James),86,90
4,8:13.0,L. Dončić enters the game for J. Barea,,86,90
4,8:13.0,D. Jordan enters the game for W. Matthews,,86,90
4,8:13.0,D. Smith enters the game for D. Powell,,86,90
4,8:13.0,,K. Kuzma enters the game for L. James,86,90
4,8:01.0,,B. Ingram makes 2-pt jump shot from 18 ft,86,92
4,7:53.0,Turnover by D. Smith (out of bounds lost ball),,86,92
4,7:40.0,,B. Ingram misses 2-pt jump shot from 13 ft,86,92
4,7:36.0,,Offensive rebound by T. Chandler,86,92
4,7:34.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by K. Kuzma),86,95
