QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
4,2:09.0,,C. McCollum misses 3-pt jump shot from 25 ft,113,107
4,2:04.0,Defensive rebound by T. Ferguson,,113,107
4,1:55.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,113,107
4,1:55.0,Turnover by R. Westbrook (offensive foul),,113,107
4,1:39.0,,C. McCollum makes 2-pt jump shot from 5 ft (assist by D. Lillard),113,109
4,1:22.0,J. Grant misses 2-pt jump shot from 5 ft,,113,109
4,1:22.0,,Defensive rebound by M. Harkless,113,109
4,1:22.0,,Personal foul by R. Westbrook (drawn by M. Harkless),113,109
4,1:22.0,,M. Harkless makes free throw 1 of 2,113,110
4,1:22.0,,M. Harkless makes free throw 2 of 2,113,111
4,1:22.0,Oklahoma City full timeout,,113,111
4,1:10.0,Turnover by P. George (lost ball; steal by S. Curry),,113,111
4,0:57.0,,C. McCollum makes 2-pt jump shot from 22 ft,113,113
4,0:39.0,P. George makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,115,113
4,0:39.0,,Portland full timeout,115,113
4,0:32.0,,D. Lillard makes 2-pt layup from 2 ft,115,115
4,0:18.0,R. Westbrook misses 2-pt layup from 1 ft,,115,115
4,0:17.0,,Defensive rebound by A. Aminu,115,115
4,0:00.0,,D. Lillard makes 3-pt jump shot from 36 ft,115,118
