QUARTER,TIME_REMAINING,HOUSTON_ACTION,DENVER_ACTION,HOUSTON_SCORE,DENVER_SCORE
1,5:25.0,,P. Millsap misses 2-pt jump shot from 4 ft,20,18
1,5:23.0,Defensive rebound by J. Harden,,20,18
1,5:19.0,J. Ennis makes 2-pt layup from 2 ft (assist by J. Harden),,22,18
1,5:08.0,,Personal foul by A. Rivers (drawn by N. Jokić),22,18
1,5:08.0,,M. Plumlee enters the game for P. Millsap,22,18
1,5:08.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Morris),22,21
1,4:38.0,J. Harden makes 3-pt jump shot from 26 ft,,25,21
1,4:27.0,,M. Morris makes 2-pt layup from 3 ft,25,23
1,4:11.0,A. Rivers misses 3-pt jump shot from 25 ft,,25,23
1,4:09.0,Offensive rebound by P. Tucker,,25,23
1,4:09.0,A. Rivers makes 3-pt jump shot from 24 ft,,28,23
1,3:49.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by N. Jokić),28,25
1,3:39.0,J. Harden misses 2-pt layup from 3 ft,,28,25
1,3:37.0,,Defensive rebound by M. Plumlee,28,25
1,3:37.0,,Personal foul by A. Rivers (drawn by M. Plumlee),28,25
1,3:19.0,,T. Craig misses 3-pt jump shot from 23 ft,28,25
1,3:14.0,,Offensive rebound by N. Jokić,28,25
1,3:14.0,,N. Jokić makes 2-pt layup from 1 ft,28,27
1,3:03.0,J. Harden makes 2-pt layup from 2 ft,,30,27
1,2:50.0,,M. Beasley misses 3-pt jump shot from 25 ft,30,27
1,2:46.0,,Offensive rebound by N. Jokić,30,27
1,2:42.0,,M. Beasley misses 3-pt jump shot from 23 ft,30,27
1,2:39.0,Defensive rebound by P. Tucker,,30,27
1,2:27.0,P. Tucker makes 2-pt hook shot from 6 ft (assist by J. Harden),,32,27
1,2:15.0,,M. Morris makes 2-pt jump shot from 13 ft,32,29
1,2:14.0,Houston full timeout,,32,29
1,2:14.0,K. Faried enters the game for J. Harden,,32,29
1,2:14.0,C. Paul enters the game for P. Tucker,,32,29
1,2:14.0,,W. Barton enters the game for N. Jokić,32,29
1,2:14.0,,T. Lyles enters the game for M. Morris,32,29
1,1:56.0,K. Faried misses 2-pt layup from 1 ft (block by W. Barton),,32,29
1,1:53.0,,Defensive rebound by T. Craig,32,29
1,1:47.0,,Shooting foul by A. Rivers (drawn by M. Plumlee),32,29
1,1:47.0,,M. Plumlee makes free throw 1 of 2,32,30
1,1:47.0,E. Gordon enters the game for A. Rivers,,32,30
1,1:47.0,,M. Plumlee makes free throw 2 of 2,32,31
1,1:37.0,G. Green misses 3-pt jump shot from 23 ft,,32,31
1,1:34.0,Offensive rebound by J. Ennis,,32,31
1,1:30.0,K. Faried makes 2-pt dunk from 1 ft (assist by E. Gordon),,34,31
1,1:09.0,,W. Barton makes 2-pt jump shot from 9 ft,34,33
1,0:56.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by G. Green),,37,33
1,0:35.0,,M. Beasley makes 2-pt jump shot from 18 ft (assist by W. Barton),37,35
1,0:31.0,E. Gordon makes 2-pt layup from 4 ft,,39,35
1,0:31.0,Shooting foul by M. Beasley (drawn by E. Gordon),,39,35
1,0:31.0,,J. Hernangómez enters the game for M. Beasley,39,35
1,0:31.0,E. Gordon makes free throw 1 of 1,,40,35
1,0:09.0,,W. Barton misses 2-pt jump shot from 11 ft,40,35
1,0:05.0,,Offensive rebound by T. Lyles,40,35
1,0:05.0,,T. Lyles misses 2-pt layup from 1 ft,40,35
1,0:04.0,Defensive rebound by E. Gordon,,40,35
1,0:00.0,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,43,35
2,11:39.0,E. Gordon makes 2-pt layup from 2 ft (assist by C. Paul),,45,35
2,11:24.0,,Personal foul by E. Gordon (drawn by T. Lyles),45,35
2,11:10.0,,M. Plumlee makes 2-pt layup from 2 ft,45,37
2,10:55.0,E. Gordon misses 3-pt jump shot from 25 ft,,45,37
2,10:53.0,,Defensive rebound by W. Barton,45,37
2,10:40.0,,Personal foul by K. Faried (drawn by M. Plumlee),45,37
2,10:35.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),45,39
2,10:23.0,Turnover by C. Paul (lost ball; steal by T. Craig),,45,39
2,10:18.0,,T. Craig makes 2-pt dunk from 1 ft (assist by T. Lyles),45,41
2,10:03.0,K. Faried makes 2-pt dunk from 1 ft (assist by E. Gordon),,47,41
2,9:43.0,,M. Plumlee misses 2-pt layup from 2 ft,47,41
2,9:41.0,Defensive rebound by K. Faried,,47,41
2,9:28.0,K. Faried makes 2-pt jump shot from 9 ft (assist by E. Gordon),,49,41
2,9:14.0,,W. Barton makes 3-pt jump shot from 25 ft,49,44
2,8:55.0,E. Gordon misses 3-pt jump shot from 27 ft,,49,44
2,8:52.0,,Defensive rebound by W. Barton,49,44
2,8:47.0,,Personal foul by G. Green (drawn by M. Plumlee),49,44
2,8:47.0,G. Clark enters the game for J. Ennis,,49,44
2,8:47.0,J. Harden enters the game for G. Green,,49,44
2,8:43.0,,T. Lyles misses 3-pt jump shot from 26 ft,49,44
2,8:40.0,Defensive rebound by J. Harden,,49,44
2,8:35.0,Turnover by G. Clark (lost ball; steal by J. Hernangómez),,49,44
2,8:30.0,,Shooting foul by J. Harden (drawn by T. Craig),49,44
2,8:30.0,,T. Craig makes free throw 1 of 2,49,45
2,8:30.0,A. Rivers enters the game for C. Paul,,49,45
2,8:30.0,,T. Craig makes free throw 2 of 2,49,46
2,8:08.0,K. Faried misses 2-pt layup from 2 ft,,49,46
2,8:04.0,Offensive rebound by K. Faried,,49,46
2,8:00.0,K. Faried makes 2-pt layup from 3 ft,,51,46
2,7:55.0,,W. Barton misses 3-pt jump shot from 28 ft,51,46
2,7:55.0,,Offensive rebound by T. Craig,51,46
2,7:45.0,,T. Craig makes 2-pt dunk from 1 ft,51,48
2,7:41.0,J. Harden misses 2-pt layup from 2 ft,,51,48
2,7:41.0,Offensive rebound by K. Faried,,51,48
2,7:41.0,Shooting foul by M. Plumlee (drawn by K. Faried),,51,48
2,7:41.0,K. Faried makes free throw 1 of 2,,52,48
2,7:41.0,,M. Beasley enters the game for J. Hernangómez,52,48
2,7:41.0,,P. Millsap enters the game for M. Plumlee,52,48
2,7:41.0,K. Faried makes free throw 2 of 2,,53,48
2,7:31.0,,Shooting foul by G. Clark (drawn by T. Craig),53,48
2,7:31.0,,T. Craig makes free throw 1 of 2,53,49
2,7:31.0,P. Tucker enters the game for G. Clark,,53,49
2,7:31.0,,M. Morris enters the game for W. Barton,53,49
2,7:31.0,,T. Craig makes free throw 2 of 2,53,50
2,7:12.0,J. Harden misses 2-pt layup from 2 ft,,53,50
2,7:10.0,Offensive rebound by J. Harden,,53,50
2,7:09.0,K. Faried misses 2-pt dunk from 2 ft (block by P. Millsap),,53,50
2,7:07.0,,Defensive rebound by T. Craig,53,50
2,7:03.0,,M. Beasley makes 2-pt dunk from 2 ft (assist by T. Craig),53,52
2,6:53.0,Shooting foul by T. Lyles (drawn by J. Harden),,53,52
2,6:53.0,,Denver full timeout,53,52
2,6:53.0,J. Harden misses free throw 1 of 2,,53,52
2,6:53.0,Offensive rebound by Team,,53,52
2,6:53.0,J. Harden makes free throw 2 of 2,,54,52
2,6:41.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by P. Millsap),54,55
2,6:23.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Harden),,57,55
2,6:08.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by P. Millsap),57,57
2,5:52.0,Personal foul by P. Millsap (drawn by K. Faried),,57,57
2,5:52.0,,N. Jokić enters the game for T. Lyles,57,57
2,5:44.0,Turnover by E. Gordon (bad pass; steal by P. Millsap),,57,57
2,5:40.0,,Personal foul by P. Tucker (drawn by M. Beasley),57,57
2,5:40.0,,M. Beasley makes free throw 1 of 2,57,58
2,5:40.0,J. Ennis enters the game for E. Gordon,,57,58
2,5:40.0,,M. Beasley makes free throw 2 of 2,57,59
2,5:31.0,A. Rivers misses 3-pt jump shot from 25 ft,,57,59
2,5:29.0,,Defensive rebound by Team,57,59
2,5:19.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Jokić),57,62
2,4:55.0,Shooting foul by N. Jokić (drawn by J. Harden),,57,62
2,4:55.0,J. Harden makes free throw 1 of 2,,58,62
2,4:55.0,C. Paul enters the game for K. Faried,,58,62
2,4:55.0,J. Harden makes free throw 2 of 2,,59,62
2,4:40.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by T. Craig),59,64
2,4:33.0,Turnover by J. Harden (bad pass; steal by M. Beasley),,59,64
2,4:32.0,,Personal take foul by J. Harden (drawn by M. Beasley),59,64
2,4:32.0,,M. Beasley makes free throw 1 of 2,59,65
2,4:32.0,,M. Beasley makes free throw 2 of 2,59,66
2,4:16.0,P. Tucker misses 3-pt jump shot from 24 ft,,59,66
2,4:13.0,,Defensive rebound by N. Jokić,59,66
2,4:03.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Beasley),59,69
2,4:01.0,Houston full timeout,,59,69
2,4:01.0,K. Faried enters the game for J. Ennis,,59,69
2,4:01.0,E. Gordon enters the game for A. Rivers,,59,69
2,3:54.0,Turnover by J. Harden (bad pass),,59,69
2,3:36.0,,P. Millsap makes 2-pt layup from 2 ft,59,71
2,3:20.0,K. Faried makes 2-pt dunk from 1 ft (assist by J. Harden),,61,71
2,3:11.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by P. Millsap),61,74
2,2:56.0,C. Paul makes 2-pt jump shot from 14 ft,,63,74
2,2:43.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by N. Jokić),63,77
2,2:23.0,K. Faried makes 2-pt layup from 1 ft (assist by C. Paul),,65,77
2,2:06.0,,Shooting foul by E. Gordon (drawn by N. Jokić),65,77
2,2:06.0,,N. Jokić makes free throw 1 of 2,65,78
2,2:06.0,,N. Jokić makes free throw 2 of 2,65,79
2,1:46.0,C. Paul misses 2-pt jump shot from 14 ft,,65,79
2,1:43.0,,Defensive rebound by M. Beasley,65,79
2,1:40.0,,Turnover by M. Beasley (lost ball; steal by J. Harden),65,79
2,1:37.0,C. Paul makes 2-pt layup from 5 ft,,67,79
2,1:37.0,Shooting foul by M. Morris (drawn by C. Paul),,67,79
2,1:37.0,C. Paul makes free throw 1 of 1,,68,79
2,1:24.0,,N. Jokić makes 2-pt layup from 4 ft,68,81
2,1:00.0,E. Gordon makes 3-pt jump shot from 22 ft (assist by C. Paul),,71,81
2,0:46.0,,N. Jokić misses 2-pt hook shot from 3 ft,71,81
2,0:44.0,Defensive rebound by J. Harden,,71,81
2,0:38.0,J. Harden misses 2-pt layup from 2 ft,,71,81
2,0:37.0,Offensive rebound by K. Faried,,71,81
2,0:34.0,J. Harden misses 3-pt jump shot from 22 ft,,71,81
2,0:34.0,,Defensive rebound by M. Beasley,71,81
2,0:28.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by P. Millsap),71,83
2,0:05.0,C. Paul misses 3-pt jump shot from 27 ft,,71,83
2,0:01.0,,Defensive rebound by N. Jokić,71,83
3,11:44.0,J. Harden misses 3-pt jump shot from 22 ft,,71,83
3,11:41.0,,Defensive rebound by N. Jokić,71,83
3,11:36.0,,Turnover by P. Millsap (lost ball; steal by P. Tucker),71,83
3,11:24.0,P. Tucker misses 3-pt jump shot from 23 ft,,71,83
3,11:21.0,,Defensive rebound by M. Morris,71,83
3,11:08.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by N. Jokić),71,86
3,10:50.0,J. Harden misses 3-pt jump shot from 26 ft,,71,86
3,10:46.0,,Defensive rebound by N. Jokić,71,86
3,10:36.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by W. Barton),71,88
3,10:13.0,C. Paul makes 2-pt layup from 3 ft,,73,88
3,9:58.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),73,91
3,9:38.0,K. Faried makes 2-pt dunk from 1 ft (assist by C. Paul),,75,91
3,9:10.0,,N. Jokić makes 2-pt layup from 1 ft,75,93
3,9:00.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,77,93
3,8:53.0,,Turnover by W. Barton (out of bounds lost ball),77,93
3,8:41.0,C. Paul makes 2-pt jump shot from 11 ft,,79,93
3,8:40.0,,Denver full timeout,79,93
3,8:26.0,,Turnover by M. Beasley (lost ball; steal by J. Harden),79,93
3,8:15.0,J. Harden misses 3-pt jump shot from 27 ft,,79,93
3,8:13.0,Offensive rebound by Team,,79,93
3,7:56.0,J. Harden misses 2-pt jump shot from 13 ft,,79,93
3,7:52.0,,Defensive rebound by P. Millsap,79,93
3,7:46.0,,W. Barton misses 3-pt jump shot from 23 ft,79,93
3,7:46.0,Defensive rebound by P. Tucker,,79,93
3,7:32.0,C. Paul makes 3-pt jump shot from 25 ft,,82,93
3,7:14.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by N. Jokić),82,96
3,6:47.0,Shooting foul by N. Jokić (drawn by K. Faried),,82,96
3,6:47.0,K. Faried makes free throw 1 of 2,,83,96
3,6:47.0,K. Faried makes free throw 2 of 2,,84,96
3,6:35.0,,Personal foul by K. Faried (drawn by N. Jokić),84,96
3,6:35.0,J. Ennis enters the game for K. Faried,,84,96
3,6:33.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by W. Barton),84,98
3,6:08.0,C. Paul misses 3-pt jump shot from 25 ft,,84,98
3,6:04.0,,Defensive rebound by W. Barton,84,98
3,5:51.0,,Turnover by M. Morris (bad pass; steal by P. Tucker),84,98
3,5:42.0,E. Gordon misses 3-pt jump shot from 27 ft,,84,98
3,5:38.0,,Defensive rebound by N. Jokić,84,98
3,5:33.0,,P. Millsap misses 3-pt jump shot from 25 ft,84,98
3,5:30.0,Defensive rebound by E. Gordon,,84,98
3,5:30.0,Personal foul by M. Beasley (drawn by C. Paul),,84,98
3,5:30.0,A. Rivers enters the game for C. Paul,,84,98
3,5:19.0,Shooting foul by W. Barton (drawn by E. Gordon),,84,98
3,5:19.0,E. Gordon makes free throw 1 of 2,,85,98
3,5:19.0,,T. Craig enters the game for W. Barton,85,98
3,5:19.0,E. Gordon makes free throw 2 of 2,,86,98
3,5:13.0,,Personal take foul by E. Gordon (drawn by M. Morris),86,98
3,5:13.0,G. Green enters the game for E. Gordon,,86,98
3,5:00.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by N. Jokić),86,100
3,4:48.0,J. Harden makes 3-pt jump shot from 28 ft,,89,100
3,4:31.0,,Turnover by N. Jokić (lost ball; steal by P. Tucker),89,100
3,4:26.0,J. Ennis makes 2-pt dunk from 1 ft (assist by J. Harden),,91,100
3,4:03.0,,Personal foul by G. Green (drawn by P. Millsap),91,100
3,4:03.0,,M. Plumlee enters the game for P. Millsap,91,100
3,3:56.0,,N. Jokić misses 3-pt jump shot from 25 ft,91,100
3,3:51.0,,Offensive rebound by M. Plumlee,91,100
3,3:40.0,,M. Plumlee misses 2-pt jump shot from 7 ft (block by J. Harden),91,100
3,3:38.0,Defensive rebound by G. Green,,91,100
3,3:32.0,J. Harden misses 3-pt jump shot from 26 ft,,91,100
3,3:30.0,,Defensive rebound by N. Jokić,91,100
3,3:27.0,,T. Craig makes 2-pt dunk from 1 ft (assist by N. Jokić),91,102
3,3:04.0,Turnover by J. Harden (bad pass; steal by M. Morris),,91,102
3,2:59.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by M. Morris),91,105
3,2:58.0,Houston full timeout,,91,105
3,2:58.0,I. Hartenstein enters the game for P. Tucker,,91,105
3,2:49.0,G. Green misses 3-pt jump shot from 22 ft,,91,105
3,2:45.0,,Defensive rebound by M. Plumlee,91,105
3,2:42.0,,T. Craig makes 2-pt dunk from 1 ft (assist by M. Plumlee),91,107
3,2:27.0,J. Harden misses 3-pt jump shot from 26 ft,,91,107
3,2:24.0,,Defensive rebound by N. Jokić,91,107
3,2:10.0,,N. Jokić makes 2-pt hook shot from 2 ft (assist by M. Beasley),91,109
3,1:48.0,A. Rivers misses 3-pt jump shot from 24 ft,,91,109
3,1:46.0,,Defensive rebound by N. Jokić,91,109
3,1:33.0,,M. Beasley misses 2-pt jump shot from 5 ft,91,109
3,1:30.0,Defensive rebound by I. Hartenstein,,91,109
3,1:22.0,Shooting foul by N. Jokić (drawn by J. Harden),,91,109
3,1:22.0,C. Paul enters the game for A. Rivers,,91,109
3,1:22.0,,T. Lyles enters the game for N. Jokić,91,109
3,1:22.0,J. Harden misses free throw 1 of 2,,91,109
3,1:22.0,Offensive rebound by Team,,91,109
3,1:22.0,J. Harden misses free throw 2 of 2,,91,109
3,1:17.0,,Defensive rebound by M. Morris,91,109
3,0:57.0,,Shooting foul by I. Hartenstein (drawn by T. Lyles),91,109
3,0:57.0,,T. Lyles misses free throw 1 of 2,91,109
3,0:57.0,,Offensive rebound by Team,91,109
3,0:57.0,A. Rivers enters the game for J. Harden,,91,109
3,0:57.0,,W. Barton enters the game for M. Beasley,91,109
3,0:57.0,,T. Lyles makes free throw 2 of 2,91,110
3,0:38.0,G. Green makes 2-pt layup from 2 ft (assist by A. Rivers),,93,110
3,0:30.0,,M. Morris makes 3-pt jump shot from 25 ft,93,113
3,0:04.0,J. Ennis misses 3-pt jump shot from 23 ft,,93,113
3,0:02.0,Offensive rebound by I. Hartenstein,,93,113
3,0:02.0,I. Hartenstein makes 2-pt layup from 1 ft,,95,113
3,0:00.0,,M. Plumlee misses 3-pt jump shot from 65 ft,95,113
3,0:00.0,,Offensive rebound by Team,95,113
4,11:49.0,,M. Plumlee misses 2-pt layup from 5 ft (block by I. Hartenstein),95,113
4,11:46.0,Defensive rebound by J. Ennis,,95,113
4,11:38.0,G. Green makes 2-pt layup from 2 ft (assist by C. Paul),,97,113
4,11:18.0,,Personal foul by I. Hartenstein (drawn by M. Plumlee),97,113
4,11:14.0,,Personal foul by J. Ennis (drawn by T. Lyles),97,113
4,11:02.0,,T. Lyles misses 2-pt jump shot from 10 ft,97,113
4,10:58.0,Defensive rebound by C. Paul,,97,113
4,10:57.0,Shooting foul by T. Craig (drawn by J. Ennis),,97,113
4,10:57.0,J. Ennis makes free throw 1 of 2,,98,113
4,10:57.0,J. Ennis makes free throw 2 of 2,,99,113
4,10:45.0,,M. Plumlee makes 2-pt layup from 3 ft,99,115
4,10:28.0,C. Paul makes 2-pt layup from 3 ft,,101,115
4,10:14.0,,Personal foul by G. Green (drawn by W. Barton),101,115
4,10:07.0,,M. Beasley makes 2-pt layup from 2 ft (assist by M. Plumlee),101,117
4,10:07.0,,Shooting foul by J. Ennis (drawn by M. Beasley),101,117
4,10:07.0,,M. Beasley makes free throw 1 of 1,101,118
4,9:57.0,C. Paul makes 3-pt jump shot from 25 ft,,104,118
4,9:38.0,,Turnover by W. Barton (bad pass; steal by I. Hartenstein),104,118
4,9:28.0,A. Rivers misses 3-pt jump shot from 23 ft,,104,118
4,9:27.0,Offensive rebound by Team,,104,118
4,9:12.0,J. Ennis misses 3-pt jump shot from 23 ft,,104,118
4,9:11.0,,Defensive rebound by M. Plumlee,104,118
4,8:48.0,,T. Lyles misses 2-pt jump shot from 15 ft,104,118
4,8:45.0,Defensive rebound by C. Paul,,104,118
4,8:38.0,G. Green misses 3-pt jump shot from 23 ft,,104,118
4,8:36.0,,Defensive rebound by M. Plumlee,104,118
4,8:23.0,,Personal foul by J. Ennis (drawn by M. Beasley),104,118
4,8:23.0,,M. Beasley misses free throw 1 of 2,104,118
4,8:23.0,,Offensive rebound by Team,104,118
4,8:23.0,J. Harden enters the game for J. Ennis,,104,118
4,8:23.0,P. Tucker enters the game for A. Rivers,,104,118
4,8:23.0,,M. Morris enters the game for W. Barton,104,118
4,8:23.0,,M. Beasley makes free throw 2 of 2,104,119
4,8:08.0,I. Hartenstein misses 2-pt dunk from 3 ft (block by M. Plumlee),,104,119
4,8:03.0,,Defensive rebound by M. Morris,104,119
4,7:44.0,,T. Lyles misses 3-pt jump shot from 25 ft,104,119
4,7:41.0,,Offensive rebound by T. Craig,104,119
4,7:40.0,,T. Craig misses 2-pt hook shot from 6 ft (block by G. Green),104,119
4,7:40.0,,Offensive rebound by Team,104,119
4,7:40.0,K. Faried enters the game for I. Hartenstein,,104,119
4,7:34.0,,M. Beasley misses 3-pt jump shot from 26 ft,104,119
4,7:31.0,Defensive rebound by K. Faried,,104,119
4,7:11.0,J. Harden makes 3-pt jump shot from 23 ft,,107,119
4,6:54.0,,M. Morris misses 2-pt jump shot from 7 ft,107,119
4,6:53.0,,Offensive rebound by M. Morris,107,119
4,6:51.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by M. Morris),107,121
4,6:31.0,C. Paul misses 3-pt jump shot from 25 ft,,107,121
4,6:28.0,,Defensive rebound by M. Morris,107,121
4,6:21.0,,T. Craig makes 2-pt layup from 1 ft (assist by M. Morris),107,123
4,6:19.0,Houston full timeout,,107,123
4,6:19.0,A. Rivers enters the game for C. Paul,,107,123
4,6:19.0,,P. Millsap enters the game for M. Plumlee,107,123
4,6:00.0,A. Rivers makes 2-pt jump shot from 8 ft (assist by P. Tucker),,109,123
4,5:43.0,,M. Morris misses 3-pt jump shot from 24 ft,109,123
4,5:41.0,Defensive rebound by P. Tucker,,109,123
4,5:31.0,P. Tucker misses 3-pt jump shot from 22 ft,,109,123
4,5:28.0,,Defensive rebound by M. Morris,109,123
4,5:10.0,,Personal foul by K. Faried (drawn by M. Morris),109,123
4,5:10.0,,M. Morris misses free throw 1 of 2,109,123
4,5:10.0,,Offensive rebound by Team,109,123
4,5:10.0,,N. Jokić enters the game for T. Lyles,109,123
4,5:10.0,,M. Morris makes free throw 2 of 2,109,124
4,4:59.0,G. Green misses 2-pt layup from 2 ft,,109,124
4,4:55.0,Offensive rebound by G. Green,,109,124
4,4:46.0,Shooting foul by P. Millsap (drawn by K. Faried),,109,124
4,4:46.0,K. Faried misses free throw 1 of 2,,109,124
4,4:46.0,Offensive rebound by Team,,109,124
4,4:46.0,K. Faried makes free throw 2 of 2,,110,124
4,4:32.0,,T. Craig misses 3-pt jump shot from 22 ft,110,124
4,4:29.0,Defensive rebound by P. Tucker,,110,124
4,4:17.0,J. Harden makes 3-pt jump shot from 26 ft,,113,124
4,4:16.0,,Denver full timeout,113,124
4,3:56.0,,N. Jokić makes 2-pt hook shot from 3 ft,113,126
4,3:29.0,Turnover by G. Green (out of bounds lost ball),,113,126
4,3:13.0,,N. Jokić makes 2-pt layup from 3 ft (assist by M. Beasley),113,128
4,2:54.0,K. Faried misses 3-pt jump shot from 23 ft,,113,128
4,2:51.0,,Defensive rebound by N. Jokić,113,128
4,2:29.0,,Personal foul by K. Faried (drawn by N. Jokić),113,128
4,2:29.0,,N. Jokić makes free throw 1 of 2,113,129
4,2:29.0,J. Ennis enters the game for G. Green,,113,129
4,2:29.0,,N. Jokić makes free throw 2 of 2,113,130
4,2:16.0,J. Harden misses 3-pt jump shot from 25 ft (block by T. Craig),,113,130
4,2:12.0,Offensive rebound by J. Harden,,113,130
4,2:10.0,K. Faried makes 2-pt layup from 2 ft (assist by J. Harden),,115,130
4,1:45.0,,T. Craig makes 2-pt dunk at rim (assist by N. Jokić),115,132
4,1:34.0,Turnover by J. Harden (lost ball; steal by M. Morris),,115,132
4,1:30.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Morris),115,134
4,1:05.0,J. Harden makes 3-pt jump shot from 25 ft,,118,134
4,0:47.0,,Shooting foul by A. Rivers (drawn by N. Jokić),118,134
4,0:47.0,,N. Jokić makes free throw 1 of 2,118,135
4,0:47.0,G. Clark enters the game for K. Faried,,118,135
4,0:47.0,G. Green enters the game for J. Harden,,118,135
4,0:47.0,I. Hartenstein enters the game for P. Tucker,,118,135
4,0:47.0,,B. Goodwin enters the game for M. Beasley,118,135
4,0:47.0,,J. Hernangómez enters the game for T. Craig,118,135
4,0:47.0,,T. Lydon enters the game for P. Millsap,118,135
4,0:47.0,,T. Lyles enters the game for M. Morris,118,135
4,0:47.0,,N. Jokić makes free throw 2 of 2,118,136
4,0:38.0,I. Hartenstein misses 2-pt jump shot from 8 ft,,118,136
4,0:36.0,Offensive rebound by I. Hartenstein,,118,136
4,0:36.0,I. Hartenstein makes 2-pt layup from 1 ft,,120,136
4,0:17.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,120,136
4,0:14.0,Defensive rebound by G. Clark,,120,136
4,0:05.0,A. Rivers makes 2-pt layup from 2 ft,,122,136
