QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
2,11:13.0,S. Adams makes free throw 1 of 2,,28,32
2,11:13.0,R. Felton enters the game for A. Nader,,28,32
2,11:13.0,S. Adams misses free throw 2 of 2,,28,32
2,11:10.0,,Defensive rebound by G. Dieng,28,32
2,10:57.0,,D. Rose makes 2-pt jump shot from 11 ft,28,34
2,10:30.0,M. Morris misses 2-pt jump shot from 17 ft,,28,34
2,10:27.0,,Defensive rebound by D. Rose,28,34
2,10:19.0,,D. Rose misses 2-pt jump shot from 18 ft,28,34
2,10:16.0,Defensive rebound by M. Morris,,28,34
2,10:16.0,Turnover by M. Morris (bad pass),,28,34
2,9:58.0,,G. Dieng misses 2-pt hook shot from 7 ft,28,34
2,9:56.0,,Offensive rebound by D. Rose,28,34
2,9:54.0,,D. Rose makes 2-pt jump shot from 11 ft,28,36
2,9:54.0,,Shooting foul by D. Schröder (drawn by D. Rose),28,36
2,9:54.0,,D. Rose makes free throw 1 of 1,28,37
2,9:37.0,P. George makes 2-pt jump shot from 6 ft (assist by R. Felton),,30,37
2,9:21.0,,K. Bates-Diop misses 3-pt jump shot from 24 ft,30,37
2,9:18.0,Defensive rebound by D. Schröder,,30,37
2,9:10.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,32,37
2,8:53.0,,Shooting foul by M. Morris (drawn by K. Bates-Diop),32,37
2,8:53.0,,K. Bates-Diop misses free throw 1 of 2,32,37
2,8:53.0,,Offensive rebound by Team,32,37
2,8:53.0,R. Westbrook enters the game for D. Schröder,,32,37
2,8:53.0,,K. Bates-Diop makes free throw 2 of 2,32,38
2,8:42.0,P. George misses 2-pt jump shot from 16 ft,,32,38
2,8:39.0,,Defensive rebound by T. Jones,32,38
2,8:31.0,,Turnover by T. Jones (bad pass; steal by P. George),32,38
2,8:28.0,Shooting foul by T. Jones (drawn by R. Westbrook),,32,38
2,8:28.0,R. Westbrook misses free throw 1 of 2,,32,38
2,8:28.0,Offensive rebound by Team,,32,38
2,8:28.0,T. Ferguson enters the game for P. George,,32,38
2,8:28.0,,J. Okogie enters the game for G. Dieng,32,38
2,8:28.0,,K. Towns enters the game for D. Rose,32,38
2,8:28.0,R. Westbrook makes free throw 2 of 2,,33,38
2,8:17.0,,T. Jones misses 2-pt jump shot from 1 ft,33,38
2,8:16.0,Defensive rebound by T. Ferguson,,33,38
2,8:09.0,R. Felton makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,36,38
2,7:39.0,,K. Towns misses 2-pt jump shot from 5 ft,36,38
2,7:36.0,Defensive rebound by S. Adams,,36,38
2,7:31.0,T. Ferguson misses 3-pt jump shot from 23 ft,,36,38
2,7:28.0,,Defensive rebound by A. Tolliver,36,38
2,7:24.0,,K. Bates-Diop makes 2-pt layup from 2 ft (assist by A. Tolliver),36,40
2,7:09.0,R. Westbrook misses 3-pt jump shot from 27 ft,,36,40
2,7:07.0,,Defensive rebound by K. Towns,36,40
2,6:57.0,,Shooting foul by M. Morris (drawn by K. Towns),36,40
2,6:57.0,,Minnesota full timeout,36,40
2,6:57.0,J. Grant enters the game for S. Adams,,36,40
2,6:57.0,,J. Teague enters the game for T. Jones,36,40
2,6:57.0,,K. Towns makes free throw 1 of 2,36,41
2,6:57.0,,K. Towns makes free throw 2 of 2,36,42
2,6:46.0,Personal foul by J. Teague (drawn by M. Morris),,36,42
2,6:39.0,Turnover by R. Westbrook (lost ball; steal by K. Towns),,36,42
2,6:21.0,,K. Towns makes 2-pt hook shot from 6 ft,36,44
2,6:01.0,M. Morris misses 2-pt layup from 11 ft,,36,44
2,5:59.0,,Defensive rebound by K. Towns,36,44
2,5:54.0,,Shooting foul by R. Westbrook (drawn by K. Towns),36,44
2,5:54.0,,K. Towns makes free throw 1 of 2,36,45
2,5:54.0,S. Adams enters the game for R. Felton,,36,45
2,5:54.0,P. George enters the game for M. Morris,,36,45
2,5:54.0,,D. Šarić enters the game for K. Bates-Diop,36,45
2,5:54.0,,A. Wiggins enters the game for A. Tolliver,36,45
2,5:54.0,,K. Towns makes free throw 2 of 2,36,46
2,5:43.0,R. Westbrook makes 2-pt jump shot from 19 ft,,38,46
2,5:24.0,,K. Towns makes 2-pt jump shot from 20 ft,38,48
2,5:09.0,P. George makes 2-pt jump shot from 2 ft,,40,48
2,5:07.0,Technical foul by D. Schröder,,40,48
2,5:07.0,,J. Teague makes technical free throw,40,49
2,4:56.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Teague),40,52
2,4:47.0,R. Westbrook makes 2-pt jump shot from 18 ft,,42,52
2,4:34.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by J. Teague),42,54
2,4:20.0,Offensive foul by T. Ferguson (drawn by J. Okogie),,42,54
2,4:20.0,Turnover by T. Ferguson (offensive foul),,42,54
2,4:20.0,D. Schröder enters the game for T. Ferguson,,42,54
2,4:07.0,,K. Towns misses 2-pt layup from 5 ft,42,54
2,4:01.0,,Offensive rebound by K. Towns,42,54
2,4:01.0,,K. Towns misses 2-pt layup at rim (block by S. Adams),42,54
2,4:00.0,Defensive rebound by R. Westbrook,,42,54
2,3:59.0,D. Schröder misses 3-pt jump shot from 25 ft,,42,54
2,3:58.0,Offensive rebound by S. Adams,,42,54
2,3:50.0,R. Westbrook makes 2-pt jump shot from 17 ft,,44,54
2,3:37.0,,J. Teague misses 2-pt jump shot from 12 ft,44,54
2,3:37.0,Defensive rebound by R. Westbrook,,44,54
2,3:30.0,Shooting foul by J. Okogie (drawn by R. Westbrook),,44,54
2,3:30.0,R. Westbrook misses free throw 1 of 2,,44,54
2,3:30.0,Offensive rebound by Team,,44,54
2,3:30.0,R. Westbrook makes free throw 2 of 2,,45,54
2,3:17.0,,J. Okogie makes 3-pt jump shot from 26 ft (assist by D. Šarić),45,57
2,2:49.0,P. George misses 3-pt jump shot from 26 ft,,45,57
2,2:45.0,Offensive rebound by J. Grant,,45,57
2,2:42.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),,48,57
2,2:30.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),48,60
2,2:17.0,J. Grant misses 3-pt jump shot from 25 ft,,48,60
2,2:14.0,,Defensive rebound by A. Wiggins,48,60
2,2:02.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),48,62
2,1:46.0,D. Schröder makes 2-pt jump shot from 19 ft,,50,62
2,1:27.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by D. Šarić),50,65
2,1:13.0,S. Adams makes 2-pt jump shot from 8 ft,,52,65
2,1:13.0,Shooting foul by K. Towns (drawn by S. Adams),,52,65
2,1:13.0,Oklahoma City full timeout,,52,65
2,1:13.0,,G. Dieng enters the game for K. Towns,52,65
2,1:13.0,S. Adams misses free throw 1 of 1,,52,65
2,1:12.0,,Defensive rebound by D. Šarić,52,65
2,0:57.0,,G. Dieng makes 2-pt layup from 2 ft (assist by A. Wiggins),52,67
2,0:40.0,R. Westbrook misses 3-pt jump shot from 23 ft,,52,67
2,0:38.0,,Defensive rebound by D. Šarić,52,67
2,0:30.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),52,69
2,0:27.0,R. Westbrook makes 2-pt layup from 1 ft,,54,69
2,0:27.0,,A. Wiggins makes 2-pt jump shot from 17 ft,54,71
2,0:01.0,J. Grant misses 2-pt layup at rim (block by J. Teague),,54,71
2,0:01.0,Offensive rebound by J. Grant,,54,71
2,0:00.0,P. George makes 3-pt jump shot from 26 ft (assist by J. Grant),,57,71
3,11:49.0,R. Westbrook makes 2-pt layup from 1 ft,,59,71
3,11:33.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),59,74
3,11:17.0,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),,62,74
3,11:03.0,,Shooting foul by T. Ferguson (drawn by J. Teague),62,74
3,11:03.0,,J. Teague makes free throw 1 of 2,62,75
3,11:03.0,,J. Teague makes free throw 2 of 2,62,76
3,10:43.0,T. Ferguson misses 3-pt jump shot from 25 ft,,62,76
3,10:38.0,,Defensive rebound by J. Okogie,62,76
3,10:36.0,,J. Okogie misses 2-pt layup from 3 ft (block by J. Grant),62,76
3,10:36.0,Defensive rebound by Team,,62,76
3,10:26.0,P. George misses 3-pt jump shot from 26 ft,,62,76
3,10:23.0,,Defensive rebound by K. Towns,62,76
3,10:18.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,76
3,10:18.0,,Offensive rebound by Team,62,76
3,10:18.0,Loose ball foul by J. Grant (drawn by D. Šarić),,62,76
3,10:15.0,,Personal foul by T. Ferguson (drawn by K. Towns),62,76
3,10:15.0,A. Nader enters the game for T. Ferguson,,62,76
3,10:05.0,,J. Teague makes 2-pt layup from 3 ft,62,78
3,9:48.0,A. Nader makes 3-pt jump shot from 27 ft (assist by S. Adams),,65,78
3,9:26.0,,K. Towns makes 2-pt jump shot at rim (assist by J. Okogie),65,80
3,9:24.0,Turnover by R. Westbrook (out of bounds lost ball),,65,80
3,9:14.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),65,83
3,9:06.0,R. Westbrook makes 2-pt layup from 2 ft,,67,83
3,9:06.0,Shooting foul by J. Teague (drawn by R. Westbrook),,67,83
3,9:06.0,R. Westbrook misses free throw 1 of 1,,67,83
3,9:04.0,,Defensive rebound by D. Šarić,67,83
3,9:04.0,,Personal foul by R. Westbrook (drawn by D. Šarić),67,83
3,8:46.0,,K. Towns misses 2-pt layup from 1 ft (block by S. Adams),67,83
3,8:43.0,,Offensive rebound by K. Towns,67,83
3,8:41.0,,J. Okogie misses 3-pt jump shot from 26 ft,67,83
3,8:38.0,Defensive rebound by A. Nader,,67,83
3,8:29.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by A. Nader),,70,83
3,8:21.0,,J. Okogie misses 2-pt jump shot from 4 ft,70,83
3,8:18.0,Defensive rebound by S. Adams,,70,83
3,8:13.0,R. Westbrook misses 3-pt jump shot from 23 ft,,70,83
3,8:10.0,,Defensive rebound by D. Šarić,70,83
3,7:56.0,,Offensive foul by D. Šarić (drawn by R. Westbrook),70,83
3,7:56.0,,Turnover by D. Šarić (offensive foul),70,83
3,7:42.0,P. George misses 2-pt jump shot from 18 ft (block by A. Wiggins),,70,83
3,7:39.0,,Defensive rebound by J. Teague,70,83
3,7:36.0,,D. Šarić misses 3-pt jump shot from 26 ft,70,83
3,7:36.0,Defensive rebound by R. Westbrook,,70,83
3,7:29.0,P. George misses 3-pt jump shot from 24 ft,,70,83
3,7:26.0,,Defensive rebound by K. Towns,70,83
3,7:05.0,,K. Towns misses 2-pt layup from 7 ft,70,83
3,7:03.0,,Offensive rebound by K. Towns,70,83
3,7:03.0,,K. Towns makes 2-pt jump shot from 3 ft,70,85
3,6:54.0,A. Nader misses 3-pt jump shot from 23 ft,,70,85
3,6:54.0,,Defensive rebound by Team,70,85
3,6:54.0,,Minnesota full timeout,70,85
3,6:31.0,,Shooting foul by J. Grant (drawn by K. Towns),70,85
3,6:31.0,,K. Towns misses free throw 1 of 2,70,85
3,6:31.0,,Offensive rebound by Team,70,85
3,6:31.0,,D. Rose enters the game for J. Okogie,70,85
3,6:31.0,,K. Towns misses free throw 2 of 2,70,85
3,6:29.0,Defensive rebound by R. Westbrook,,70,85
3,6:19.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,73,85
3,5:54.0,,D. Rose makes 2-pt jump shot from 9 ft,73,87
3,5:45.0,R. Westbrook makes 2-pt layup from 1 ft,,75,87
3,5:45.0,Shooting foul by D. Rose (drawn by R. Westbrook),,75,87
3,5:45.0,D. Schröder enters the game for P. George,,75,87
3,5:45.0,R. Westbrook misses free throw 1 of 1,,75,87
3,5:41.0,,Defensive rebound by A. Wiggins,75,87
3,5:37.0,,Turnover by A. Wiggins (lost ball; steal by S. Adams),75,87
3,5:25.0,S. Adams misses 2-pt hook shot from 14 ft,,75,87
3,5:22.0,,Defensive rebound by D. Šarić,75,87
3,5:03.0,,K. Towns makes 2-pt jump shot from 10 ft,75,89
3,4:52.0,,Violation by Team (kicked ball),75,89
3,4:52.0,,T. Gibson enters the game for D. Šarić,75,89
3,4:43.0,R. Westbrook misses 2-pt jump shot from 11 ft,,75,89
3,4:41.0,Offensive rebound by S. Adams,,75,89
3,4:39.0,S. Adams makes 2-pt layup at rim,,77,89
3,4:25.0,,Shooting foul by J. Grant (drawn by A. Wiggins),77,89
3,4:25.0,,A. Wiggins misses free throw 1 of 2,77,89
3,4:25.0,,Offensive rebound by Team,77,89
3,4:25.0,,A. Wiggins makes free throw 2 of 2,77,90
3,4:08.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),,80,90
3,3:50.0,,K. Towns makes 2-pt layup from 4 ft (assist by J. Teague),80,92
3,3:49.0,Personal foul by J. Teague (drawn by R. Westbrook),,80,92
3,3:42.0,D. Schröder misses 3-pt jump shot from 24 ft,,80,92
3,3:40.0,,Defensive rebound by T. Gibson,80,92
3,3:31.0,,T. Gibson misses 2-pt layup from 2 ft (block by A. Nader),80,92
3,3:30.0,,Offensive rebound by Team,80,92
3,3:25.0,,D. Rose makes 2-pt layup from 3 ft (assist by J. Teague),80,94
3,3:12.0,A. Nader misses 3-pt jump shot from 25 ft,,80,94
3,3:10.0,,Defensive rebound by K. Towns,80,94
3,2:58.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),80,97
3,2:41.0,D. Schröder makes 2-pt jump shot from 14 ft,,82,97
3,2:27.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),82,99
3,2:08.0,D. Schröder misses 3-pt jump shot from 24 ft,,82,99
3,2:05.0,Offensive rebound by S. Adams,,82,99
3,1:55.0,R. Westbrook makes 3-pt jump shot from 24 ft,,85,99
3,1:44.0,,A. Wiggins misses 2-pt layup from 2 ft,85,99
3,1:40.0,,Offensive rebound by A. Wiggins,85,99
3,1:40.0,,A. Wiggins misses 2-pt layup from 1 ft,85,99
3,1:39.0,Defensive rebound by R. Westbrook,,85,99
3,1:36.0,R. Westbrook misses 2-pt layup from 1 ft,,85,99
3,1:34.0,,Defensive rebound by D. Rose,85,99
3,1:27.0,,Offensive foul by D. Rose (drawn by D. Schröder),85,99
3,1:27.0,,Turnover by D. Rose (offensive foul),85,99
3,1:27.0,Oklahoma City full timeout,,85,99
3,1:27.0,P. George enters the game for S. Adams,,85,99
3,1:27.0,M. Morris enters the game for J. Grant,,85,99
3,1:27.0,N. Noel enters the game for R. Westbrook,,85,99
3,1:27.0,,T. Jones enters the game for J. Teague,85,99
3,1:27.0,,A. Tolliver enters the game for K. Towns,85,99
3,1:11.0,P. George misses 2-pt layup from 8 ft,,85,99
3,1:08.0,,Defensive rebound by D. Rose,85,99
3,1:05.0,,D. Rose misses 2-pt layup from 8 ft,85,99
3,1:03.0,Defensive rebound by M. Morris,,85,99
3,0:54.0,P. George makes 2-pt jump shot from 15 ft,,87,99
3,0:31.0,,D. Rose misses 3-pt jump shot from 26 ft (block by A. Nader),87,99
3,0:26.0,Defensive rebound by D. Schröder,,87,99
3,0:24.0,P. George misses 3-pt jump shot from 25 ft,,87,99
3,0:20.0,,Defensive rebound by A. Wiggins,87,99
3,0:03.0,,A. Wiggins makes 3-pt jump shot from 30 ft,87,102
3,0:00.0,A. Nader misses 3-pt jump shot from 28 ft,,87,102
3,0:00.0,Offensive rebound by Team,,87,102
4,11:53.0,,Personal foul by N. Noel (drawn by K. Towns),87,102
4,11:41.0,,Shooting foul by P. George (drawn by A. Tolliver),87,102
4,11:41.0,,A. Tolliver makes free throw 1 of 3,87,103
4,11:41.0,,A. Tolliver makes free throw 2 of 3,87,104
4,11:41.0,,A. Tolliver makes free throw 3 of 3,87,105
4,11:24.0,P. George misses 3-pt jump shot from 25 ft,,87,105
4,11:22.0,Offensive rebound by M. Morris,,87,105
4,11:20.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Morris),,90,105
4,10:53.0,,Shooting foul by N. Noel (drawn by K. Towns),90,105
4,10:53.0,,K. Towns makes free throw 1 of 2,90,106
4,10:53.0,,K. Towns makes free throw 2 of 2,90,107
4,10:44.0,N. Noel makes 2-pt layup from 9 ft (assist by M. Morris),,92,107
4,10:20.0,,K. Towns makes 2-pt jump shot from 16 ft (assist by T. Jones),92,109
4,10:09.0,Shooting foul by T. Jones (drawn by D. Schröder),,92,109
4,10:09.0,D. Schröder makes free throw 1 of 2,,93,109
4,10:09.0,D. Schröder makes free throw 2 of 2,,94,109
4,9:57.0,,K. Towns misses 3-pt jump shot from 29 ft,94,109
4,9:55.0,Defensive rebound by D. Schröder,,94,109
4,9:40.0,P. George misses 2-pt layup from 3 ft,,94,109
4,9:38.0,,Defensive rebound by K. Towns,94,109
4,9:35.0,,K. Bates-Diop misses 2-pt layup from 2 ft (block by R. Felton),94,109
4,9:34.0,,Offensive rebound by Team,94,109
4,9:27.0,,Shooting foul by M. Morris (drawn by D. Rose),94,109
4,9:27.0,,D. Rose makes free throw 1 of 2,94,110
4,9:27.0,R. Westbrook enters the game for D. Schröder,,94,110
4,9:27.0,,D. Rose makes free throw 2 of 2,94,111
4,9:18.0,P. George makes 2-pt jump shot from 18 ft,,96,111
4,8:51.0,,A. Tolliver misses 2-pt jump shot from 17 ft,96,111
4,8:47.0,Defensive rebound by M. Morris,,96,111
4,8:42.0,P. George misses 3-pt jump shot from 28 ft,,96,111
4,8:38.0,,Defensive rebound by K. Bates-Diop,96,111
4,8:26.0,,A. Tolliver misses 3-pt jump shot from 26 ft,96,111
4,8:23.0,Defensive rebound by M. Morris,,96,111
4,8:16.0,P. George misses 2-pt jump shot from 8 ft,,96,111
4,8:13.0,Offensive rebound by P. George,,96,111
4,8:04.0,M. Morris misses 2-pt jump shot from 11 ft,,96,111
4,8:01.0,,Defensive rebound by K. Towns,96,111
4,7:51.0,,D. Rose misses 2-pt jump shot from 2 ft,96,111
4,7:49.0,Defensive rebound by N. Noel,,96,111
4,7:42.0,P. George makes 3-pt jump shot from 25 ft,,99,111
4,7:41.0,,Minnesota full timeout,99,111
4,7:41.0,S. Adams enters the game for R. Felton,,99,111
4,7:41.0,D. Schröder enters the game for N. Noel,,99,111
4,7:41.0,,T. Gibson enters the game for T. Jones,99,111
4,7:41.0,,J. Okogie enters the game for D. Rose,99,111
4,7:41.0,,D. Šarić enters the game for A. Tolliver,99,111
4,7:41.0,,J. Teague enters the game for K. Towns,99,111
4,7:25.0,,J. Teague makes 2-pt jump shot from 8 ft,99,113
4,7:08.0,P. George misses 3-pt jump shot from 26 ft,,99,113
4,7:07.0,Offensive rebound by Team,,99,113
4,7:07.0,,Loose ball foul by T. Gibson (drawn by S. Adams),99,113
4,7:07.0,,A. Wiggins enters the game for K. Bates-Diop,99,113
