QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
1,6:42.0,T. Young misses 3-pt jump shot from 28 ft,,11,17
1,6:40.0,Offensive rebound by D. Dedmon,,11,17
1,6:37.0,T. Young misses 2-pt layup from 4 ft,,11,17
1,6:36.0,Offensive rebound by T. Young,,11,17
1,6:36.0,T. Young makes 2-pt layup from 1 ft,,13,17
1,6:36.0,,Miami full timeout,13,17
1,6:36.0,D. Bembry enters the game for K. Huerter,,13,17
1,6:36.0,A. Poythress enters the game for A. Len,,13,17
1,6:22.0,,D. Waiters makes 2-pt layup from 1 ft,13,19
1,6:08.0,K. Bazemore misses 3-pt jump shot from 24 ft,,13,19
1,6:06.0,Offensive rebound by K. Bazemore,,13,19
1,6:04.0,Personal foul by J. Richardson (drawn by K. Bazemore),,13,19
1,6:04.0,,D. Wade enters the game for J. Richardson,13,19
1,5:52.0,K. Bazemore misses 2-pt layup from 7 ft (block by K. Olynyk),,13,19
1,5:51.0,Offensive rebound by K. Bazemore,,13,19
1,5:51.0,,Loose ball foul by B. Adebayo (drawn by K. Bazemore),13,19
1,5:47.0,Shooting foul by K. Olynyk (drawn by T. Young),,13,19
1,5:47.0,T. Young makes free throw 1 of 2,,14,19
1,5:47.0,B. Johnson enters the game for K. Bazemore,,14,19
1,5:47.0,,D. Jones enters the game for B. Adebayo,14,19
1,5:47.0,T. Young makes free throw 2 of 2,,15,19
1,5:32.0,,D. Waiters makes 2-pt jump shot from 7 ft,15,21
1,5:20.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),,18,21
1,5:04.0,,D. Wade makes 2-pt layup from 1 ft,18,23
1,4:53.0,Turnover by T. Young (discontinued dribble),,18,23
1,4:41.0,,K. Olynyk misses 2-pt layup from 2 ft,18,23
1,4:39.0,Defensive rebound by B. Johnson,,18,23
1,4:30.0,B. Johnson makes 2-pt layup from 5 ft,,20,23
1,4:23.0,,Shooting foul by A. Poythress (drawn by D. Waiters),20,23
1,4:23.0,,D. Waiters makes free throw 1 of 2,20,24
1,4:23.0,V. Carter enters the game for D. Dedmon,,20,24
1,4:23.0,,D. Waiters misses free throw 2 of 2,20,24
1,4:20.0,Defensive rebound by V. Carter,,20,24
1,4:07.0,B. Johnson misses 3-pt jump shot from 23 ft,,20,24
1,4:04.0,,Defensive rebound by K. Olynyk,20,24
1,3:44.0,,J. Winslow makes 2-pt layup from 2 ft (assist by D. Jones),20,26
1,3:30.0,T. Young makes 2-pt jump shot from 8 ft,,22,26
1,3:14.0,,K. Olynyk misses 2-pt hook shot from 10 ft,22,26
1,3:12.0,Defensive rebound by D. Bembry,,22,26
1,3:05.0,V. Carter misses 3-pt jump shot from 25 ft,,22,26
1,3:03.0,,Defensive rebound by K. Olynyk,22,26
1,2:53.0,,Turnover by D. Waiters (bad pass; steal by D. Bembry),22,26
1,2:48.0,B. Johnson makes 2-pt dunk from 2 ft (assist by D. Bembry),,24,26
1,2:32.0,,J. Winslow makes 2-pt jump shot from 19 ft (assist by K. Olynyk),24,28
1,2:19.0,Shooting foul by D. Jones (drawn by A. Poythress),,24,28
1,2:19.0,A. Poythress makes free throw 1 of 2,,25,28
1,2:19.0,J. Adams enters the game for T. Young,,25,28
1,2:19.0,,U. Haslem enters the game for K. Olynyk,25,28
1,2:19.0,,R. McGruder enters the game for D. Waiters,25,28
1,2:19.0,,J. Richardson enters the game for J. Winslow,25,28
1,2:19.0,A. Poythress makes free throw 2 of 2,,26,28
1,2:03.0,,D. Jones misses 3-pt jump shot from 23 ft,26,28
1,2:01.0,Defensive rebound by B. Johnson,,26,28
1,1:42.0,Turnover by J. Adams (bad pass; steal by D. Jones),,26,28
1,1:38.0,,D. Jones makes 2-pt dunk from 2 ft,26,30
1,1:21.0,V. Carter misses 2-pt jump shot from 11 ft,,26,30
1,1:13.0,Offensive rebound by D. Bembry,,26,30
1,1:11.0,D. Bembry makes 2-pt layup from 1 ft,,28,30
1,1:08.0,,J. Richardson misses 2-pt layup from 3 ft,28,30
1,1:08.0,,Offensive rebound by D. Jones,28,30
1,1:03.0,,D. Jones makes 2-pt dunk at rim,28,32
1,0:47.0,D. Bembry misses 2-pt layup from 2 ft (block by D. Wade),,28,32
1,0:43.0,,Defensive rebound by D. Jones,28,32
1,0:37.0,,D. Wade misses 2-pt jump shot from 8 ft,28,32
1,0:37.0,,Offensive rebound by Team,28,32
1,0:37.0,Loose ball foul by D. Bembry (drawn by U. Haslem),,28,32
1,0:37.0,A. Len enters the game for A. Poythress,,28,32
1,0:26.0,,R. McGruder misses 3-pt jump shot from 24 ft,28,32
1,0:22.0,Defensive rebound by B. Johnson,,28,32
1,0:05.0,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Adams),,31,32
1,0:00.0,,J. Richardson misses 2-pt jump shot from 13 ft,31,32
1,0:00.0,,Offensive rebound by Team,31,32
2,11:50.0,V. Carter makes 3-pt jump shot from 24 ft (assist by J. Adams),,34,32
2,11:33.0,,Turnover by D. Wade (lost ball; steal by B. Johnson),34,32
2,11:29.0,B. Johnson misses 2-pt layup from 1 ft (block by J. Richardson),,34,32
2,11:27.0,,Defensive rebound by R. McGruder,34,32
2,11:18.0,,Shooting foul by A. Len (drawn by D. Wade),34,32
2,11:18.0,,D. Wade makes free throw 1 of 2,34,33
2,11:18.0,,H. Whiteside enters the game for U. Haslem,34,33
2,11:18.0,,D. Wade misses free throw 2 of 2,34,33
2,11:16.0,Defensive rebound by A. Len,,34,33
2,11:03.0,K. Huerter misses 3-pt jump shot from 26 ft,,34,33
2,11:01.0,,Defensive rebound by H. Whiteside,34,33
2,10:51.0,,Personal foul by K. Huerter (drawn by D. Wade),34,33
2,10:46.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by D. Wade),34,35
2,10:38.0,A. Len misses 2-pt layup from 1 ft (block by H. Whiteside),,34,35
2,10:34.0,,Defensive rebound by R. McGruder,34,35
2,10:28.0,,Turnover by D. Jones (lost ball; steal by V. Carter),34,35
2,10:21.0,J. Adams misses 3-pt jump shot from 23 ft,,34,35
2,10:19.0,Offensive rebound by B. Johnson,,34,35
2,10:18.0,B. Johnson misses 2-pt layup from 1 ft,,34,35
2,10:16.0,Offensive rebound by B. Johnson,,34,35
2,10:14.0,V. Carter makes 3-pt jump shot from 27 ft (assist by K. Huerter),,37,35
2,9:58.0,,Personal foul by K. Huerter (drawn by J. Richardson),37,35
2,9:58.0,K. Bazemore enters the game for K. Huerter,,37,35
2,9:44.0,,J. Richardson makes 2-pt jump shot from 15 ft,37,37
2,9:32.0,A. Len misses 3-pt jump shot from 26 ft,,37,37
2,9:30.0,,Defensive rebound by D. Jones,37,37
2,9:20.0,,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),37,39
2,9:07.0,B. Johnson misses 2-pt jump shot from 14 ft (block by D. Wade),,37,39
2,9:04.0,,Defensive rebound by J. Richardson,37,39
2,9:00.0,,Turnover by H. Whiteside (lost ball; steal by J. Adams),37,39
2,8:59.0,Personal take foul by D. Wade (drawn by J. Adams),,37,39
2,8:59.0,D. Dedmon enters the game for A. Len,,37,39
2,8:59.0,,J. Winslow enters the game for D. Jones,37,39
2,8:38.0,K. Bazemore misses 2-pt jump shot from 15 ft,,37,39
2,8:38.0,,Defensive rebound by H. Whiteside,37,39
2,8:24.0,,D. Wade makes 2-pt layup from 1 ft,37,41
2,8:15.0,Personal foul by J. Richardson (drawn by K. Bazemore),,37,41
2,8:15.0,J. Anderson enters the game for B. Johnson,,37,41
2,8:15.0,,D. Waiters enters the game for J. Richardson,37,41
2,8:10.0,J. Adams makes 3-pt jump shot from 23 ft (assist by V. Carter),,40,41
2,7:48.0,,J. Winslow makes 2-pt jump shot from 12 ft,40,43
2,7:40.0,J. Adams misses 2-pt jump shot from 6 ft (block by R. McGruder),,40,43
2,7:39.0,Offensive rebound by J. Adams,,40,43
2,7:35.0,V. Carter misses 3-pt jump shot from 29 ft,,40,43
2,7:33.0,,Defensive rebound by D. Wade,40,43
2,7:28.0,,D. Wade makes 2-pt layup from 2 ft,40,45
2,7:28.0,Violation by Team (def goaltending),,40,45
2,7:12.0,Turnover by D. Dedmon (lost ball; steal by D. Waiters),,40,45
2,7:07.0,,Turnover by D. Waiters (discontinued dribble),40,45
2,7:07.0,,K. Olynyk enters the game for D. Wade,40,45
2,6:56.0,K. Bazemore makes 2-pt layup from 2 ft,,42,45
2,6:42.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by D. Waiters),42,48
2,6:30.0,K. Bazemore makes 2-pt layup from 1 ft,,44,48
2,6:14.0,,J. Winslow makes 2-pt jump shot from 14 ft,44,50
2,6:04.0,V. Carter makes 3-pt jump shot from 23 ft (assist by J. Adams),,47,50
2,5:57.0,,Miami full timeout,47,50
2,5:57.0,T. Young enters the game for J. Adams,,47,50
2,5:48.0,,R. McGruder makes 3-pt jump shot from 26 ft (assist by H. Whiteside),47,53
2,5:31.0,J. Anderson misses 3-pt jump shot from 26 ft,,47,53
2,5:29.0,,Defensive rebound by D. Waiters,47,53
2,5:09.0,,K. Olynyk misses 3-pt jump shot from 25 ft,47,53
2,5:08.0,,Offensive rebound by J. Winslow,47,53
2,5:08.0,,Shooting foul by J. Anderson (drawn by J. Winslow),47,53
2,5:08.0,,J. Winslow misses free throw 1 of 2,47,53
2,5:08.0,,Offensive rebound by Team,47,53
2,5:08.0,,J. Winslow makes free throw 2 of 2,47,54
2,4:51.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Young),,50,54
2,4:32.0,,D. Waiters misses 2-pt jump shot from 16 ft,50,54
2,4:30.0,,Offensive rebound by H. Whiteside,50,54
2,4:29.0,,H. Whiteside makes 2-pt layup at rim,50,56
2,4:20.0,K. Bazemore misses 2-pt jump shot from 17 ft,,50,56
2,4:19.0,,Defensive rebound by H. Whiteside,50,56
2,4:11.0,,J. Winslow misses 2-pt jump shot from 20 ft,50,56
2,4:09.0,Defensive rebound by D. Dedmon,,50,56
2,3:59.0,V. Carter misses 3-pt jump shot from 27 ft,,50,56
2,3:55.0,,Defensive rebound by H. Whiteside,50,56
2,3:45.0,,H. Whiteside misses 2-pt hook shot from 9 ft,50,56
2,3:43.0,Defensive rebound by T. Young,,50,56
2,3:40.0,Turnover by T. Young (bad pass; steal by J. Winslow),,50,56
2,3:34.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Waiters),50,58
2,3:26.0,Atlanta full timeout,,50,58
2,3:26.0,D. Bembry enters the game for K. Bazemore,,50,58
2,3:26.0,A. Poythress enters the game for V. Carter,,50,58
2,3:26.0,,B. Adebayo enters the game for R. McGruder,50,58
2,3:26.0,,J. Richardson enters the game for H. Whiteside,50,58
2,3:14.0,D. Bembry makes 2-pt layup from 1 ft (assist by D. Dedmon),,52,58
2,2:58.0,,J. Richardson misses 2-pt jump shot from 16 ft,52,58
2,2:58.0,Defensive rebound by A. Poythress,,52,58
2,2:49.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),,55,58
2,2:26.0,,J. Winslow misses 3-pt jump shot from 24 ft,55,58
2,2:23.0,Defensive rebound by D. Bembry,,55,58
2,2:03.0,T. Young misses 3-pt jump shot from 25 ft,,55,58
2,2:00.0,,Defensive rebound by K. Olynyk,55,58
2,1:52.0,,Def 3 sec tech foul by Team,55,58
2,1:52.0,,J. Richardson makes technical free throw,55,59
2,1:52.0,A. Len enters the game for D. Dedmon,,55,59
2,1:52.0,,D. Jones enters the game for B. Adebayo,55,59
2,1:52.0,,R. McGruder enters the game for J. Richardson,55,59
2,1:52.0,,D. Wade enters the game for D. Waiters,55,59
2,1:42.0,,Personal foul by J. Anderson (drawn by K. Olynyk),55,59
2,1:42.0,,K. Olynyk makes free throw 1 of 2,55,60
2,1:42.0,,K. Olynyk makes free throw 2 of 2,55,61
2,1:24.0,D. Bembry makes 2-pt dunk from 1 ft,,57,61
2,1:07.0,,Turnover by D. Wade (bad pass; steal by J. Anderson),57,61
2,1:05.0,Personal foul by K. Olynyk (drawn by J. Anderson),,57,61
2,1:05.0,,U. Haslem enters the game for K. Olynyk,57,61
2,0:56.0,T. Young makes 2-pt layup from 2 ft (assist by A. Len),,59,61
2,0:41.0,,Turnover by J. Winslow (bad pass),59,61
2,0:34.0,Personal foul by D. Jones (drawn by T. Young),,59,61
2,0:34.0,T. Young makes free throw 1 of 2,,60,61
2,0:34.0,B. Johnson enters the game for A. Len,,60,61
2,0:34.0,T. Young makes free throw 2 of 2,,61,61
2,0:22.0,,Turnover by D. Wade (out of bounds lost ball),61,61
2,0:01.0,T. Young misses 2-pt jump shot from 13 ft,,61,61
2,0:00.0,,Defensive rebound by J. Winslow,61,61
3,11:43.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,63,61
3,11:18.0,,J. Richardson misses 3-pt jump shot from 26 ft,63,61
3,11:16.0,Defensive rebound by K. Bazemore,,63,61
3,11:09.0,K. Huerter misses 3-pt jump shot from 26 ft,,63,61
3,11:07.0,,Defensive rebound by B. Adebayo,63,61
3,11:03.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Winslow),63,63
3,11:03.0,,Shooting foul by K. Bazemore (drawn by B. Adebayo),63,63
3,11:03.0,,B. Adebayo makes free throw 1 of 1,63,64
3,10:50.0,K. Bazemore misses 3-pt jump shot from 25 ft,,63,64
3,10:47.0,,Defensive rebound by D. Waiters,63,64
3,10:36.0,,J. Winslow makes 2-pt jump shot from 8 ft,63,66
3,10:25.0,Personal foul by B. Adebayo (drawn by K. Bazemore),,63,66
3,10:20.0,K. Bazemore misses 3-pt jump shot from 24 ft,,63,66
3,10:14.0,,Defensive rebound by J. Richardson,63,66
3,10:12.0,,Shooting foul by K. Bazemore (drawn by D. Waiters),63,66
3,10:12.0,,D. Waiters makes free throw 1 of 2,63,67
3,10:12.0,,D. Waiters makes free throw 2 of 2,63,68
3,9:55.0,A. Len misses 3-pt jump shot from 23 ft,,63,68
3,9:55.0,,Defensive rebound by Team,63,68
3,9:43.0,,D. Waiters misses 3-pt jump shot from 23 ft,63,68
3,9:42.0,,Offensive rebound by Team,63,68
3,9:42.0,Loose ball foul by T. Young (drawn by J. Winslow),,63,68
3,9:34.0,,Turnover by D. Waiters (lost ball; steal by D. Dedmon),63,68
3,9:32.0,Personal foul by K. Olynyk (drawn by T. Young),,63,68
3,9:18.0,K. Huerter makes 3-pt jump shot from 23 ft,,66,68
3,9:07.0,,Offensive foul by K. Olynyk (drawn by T. Young),66,68
3,9:07.0,,Turnover by K. Olynyk (offensive foul),66,68
3,9:07.0,,D. Jones enters the game for K. Olynyk,66,68
3,8:55.0,T. Young misses 2-pt jump shot from 12 ft,,66,68
3,8:53.0,Offensive rebound by T. Young,,66,68
3,8:50.0,Turnover by T. Young (bad pass; steal by J. Winslow),,66,68
3,8:46.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Richardson),66,70
3,8:32.0,Turnover by T. Young (lost ball; steal by J. Winslow),,66,70
3,8:28.0,,Shooting foul by A. Len (drawn by D. Jones),66,70
3,8:28.0,,D. Jones misses free throw 1 of 2,66,70
3,8:28.0,,Offensive rebound by Team,66,70
3,8:28.0,,D. Jones makes free throw 2 of 2,66,71
3,8:13.0,Turnover by A. Len (bad pass; steal by D. Jones),,66,71
3,8:08.0,,J. Richardson misses 3-pt jump shot from 26 ft,66,71
3,8:05.0,Defensive rebound by Team,,66,71
3,7:56.0,Personal foul by D. Jones (drawn by T. Young),,66,71
3,7:52.0,Shooting foul by D. Jones (drawn by K. Bazemore),,66,71
3,7:52.0,K. Bazemore makes free throw 1 of 3,,67,71
3,7:52.0,A. Poythress enters the game for A. Len,,67,71
3,7:52.0,,R. McGruder enters the game for D. Jones,67,71
3,7:52.0,K. Bazemore misses free throw 2 of 3,,67,71
3,7:52.0,Offensive rebound by Team,,67,71
3,7:52.0,K. Bazemore makes free throw 3 of 3,,68,71
3,7:40.0,,J. Richardson misses 3-pt jump shot from 25 ft,68,71
3,7:33.0,Defensive rebound by K. Huerter,,68,71
3,7:29.0,Shooting foul by J. Richardson (drawn by K. Bazemore),,68,71
3,7:29.0,K. Bazemore makes free throw 1 of 3,,69,71
3,7:29.0,K. Bazemore misses free throw 2 of 3,,69,71
3,7:29.0,Offensive rebound by Team,,69,71
3,7:29.0,V. Carter enters the game for D. Dedmon,,69,71
3,7:29.0,B. Johnson enters the game for K. Huerter,,69,71
3,7:29.0,K. Bazemore makes free throw 3 of 3,,70,71
3,7:02.0,,B. Adebayo misses 2-pt jump shot from 10 ft,70,71
3,7:00.0,Defensive rebound by K. Bazemore,,70,71
3,6:52.0,B. Johnson makes 2-pt jump shot from 10 ft (assist by K. Bazemore),,72,71
3,6:36.0,,R. McGruder misses 3-pt jump shot from 24 ft,72,71
3,6:34.0,Defensive rebound by K. Bazemore,,72,71
3,6:26.0,Turnover by T. Young (lost ball; steal by D. Waiters),,72,71
3,6:23.0,,D. Waiters makes 2-pt layup from 1 ft,72,73
3,6:23.0,Atlanta full timeout,,72,73
3,6:23.0,J. Adams enters the game for K. Bazemore,,72,73
3,6:23.0,D. Bembry enters the game for T. Young,,72,73
3,6:23.0,,D. Wade enters the game for J. Richardson,72,73
3,6:05.0,Turnover by A. Poythress (traveling),,72,73
3,5:56.0,,B. Adebayo misses 2-pt jump shot from 7 ft,72,73
3,5:53.0,Defensive rebound by V. Carter,,72,73
3,5:43.0,V. Carter misses 2-pt jump shot from 11 ft,,72,73
3,5:41.0,,Defensive rebound by B. Adebayo,72,73
3,5:29.0,,D. Wade misses 2-pt jump shot from 11 ft,72,73
3,5:27.0,Defensive rebound by A. Poythress,,72,73
3,5:08.0,D. Bembry misses 2-pt layup from 2 ft,,72,73
3,5:06.0,,Defensive rebound by B. Adebayo,72,73
3,4:59.0,,D. Waiters makes 2-pt layup from 1 ft,72,75
3,4:44.0,Turnover by D. Bembry (lost ball; steal by D. Waiters),,72,75
3,4:43.0,,Personal take foul by D. Bembry (drawn by B. Adebayo),72,75
3,4:43.0,,B. Adebayo makes free throw 1 of 2,72,76
3,4:43.0,,B. Adebayo makes free throw 2 of 2,72,77
3,4:24.0,D. Bembry makes 3-pt jump shot from 26 ft (assist by J. Adams),,75,77
3,3:57.0,,Miami full timeout,75,77
3,3:57.0,K. Huerter enters the game for B. Johnson,,75,77
3,3:57.0,,B. Adebayo misses 3-pt jump shot from 26 ft,75,77
3,3:57.0,,Offensive rebound by Team,75,77
3,3:57.0,,Turnover by Team (shot clock),75,77
3,3:42.0,J. Adams makes 3-pt jump shot from 25 ft (assist by K. Huerter),,78,77
3,3:27.0,,D. Wade misses 2-pt jump shot from 12 ft,78,77
3,3:24.0,Defensive rebound by K. Huerter,,78,77
3,3:20.0,K. Huerter misses 3-pt jump shot from 25 ft,,78,77
3,3:18.0,,Defensive rebound by B. Adebayo,78,77
3,2:55.0,,J. Winslow misses 3-pt jump shot from 23 ft,78,77
3,2:51.0,,Offensive rebound by J. Winslow,78,77
3,2:47.0,,D. Waiters misses 2-pt layup from 1 ft (block by D. Bembry),78,77
3,2:44.0,Defensive rebound by A. Poythress,,78,77
3,2:35.0,Shooting foul by B. Adebayo (drawn by A. Poythress),,78,77
3,2:35.0,A. Poythress makes free throw 1 of 2,,79,77
3,2:35.0,,J. Richardson enters the game for B. Adebayo,79,77
3,2:35.0,,H. Whiteside enters the game for D. Waiters,79,77
3,2:35.0,A. Poythress makes free throw 2 of 2,,80,77
3,2:27.0,,Offensive foul by H. Whiteside (drawn by V. Carter),80,77
3,2:27.0,,Turnover by H. Whiteside (offensive foul),80,77
3,2:20.0,V. Carter misses 2-pt layup from 2 ft,,80,77
3,2:18.0,Offensive rebound by A. Poythress,,80,77
3,2:18.0,A. Poythress misses 2-pt layup from 2 ft,,80,77
3,2:18.0,Offensive rebound by A. Poythress,,80,77
3,2:18.0,A. Poythress misses 2-pt layup from 3 ft,,80,77
3,2:16.0,Offensive rebound by A. Poythress,,80,77
3,2:07.0,A. Poythress misses 2-pt layup at rim,,80,77
3,2:05.0,,Defensive rebound by H. Whiteside,80,77
3,1:55.0,,D. Wade makes 2-pt jump shot from 21 ft,80,79
3,1:38.0,V. Carter makes 3-pt jump shot from 25 ft (assist by D. Bembry),,83,79
3,1:23.0,,J. Winslow makes 2-pt layup from 2 ft (assist by H. Whiteside),83,81
3,1:03.0,D. Bembry makes 2-pt dunk from 1 ft,,85,81
3,0:49.0,,H. Whiteside makes 2-pt hook shot from 9 ft (assist by D. Wade),85,83
3,0:34.0,A. Poythress misses 3-pt jump shot from 26 ft,,85,83
3,0:32.0,,Defensive rebound by H. Whiteside,85,83
3,0:11.0,,J. Winslow makes 2-pt layup from 1 ft,85,85
3,0:00.0,D. Bembry misses 2-pt hook shot from 6 ft,,85,85
3,0:00.0,Offensive rebound by Team,,85,85
4,11:43.0,,D. Wade makes 2-pt hook shot from 5 ft,85,87
4,11:26.0,V. Carter misses 3-pt jump shot from 24 ft,,85,87
4,11:26.0,,Defensive rebound by J. Richardson,85,87
4,11:10.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Jones),85,90
4,10:56.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),,88,90
4,10:48.0,,Shooting foul by V. Carter (drawn by D. Jones),88,90
4,10:48.0,,D. Jones makes free throw 1 of 2,88,91
4,10:48.0,,D. Jones misses free throw 2 of 2,88,91
4,10:45.0,Defensive rebound by V. Carter,,88,91
4,10:38.0,Shooting foul by D. Wade (drawn by D. Dedmon),,88,91
4,10:38.0,D. Dedmon misses free throw 1 of 2,,88,91
4,10:38.0,Offensive rebound by Team,,88,91
4,10:38.0,D. Dedmon makes free throw 2 of 2,,89,91
4,10:20.0,,Shooting foul by K. Huerter (drawn by D. Wade),89,91
4,10:20.0,,D. Wade makes free throw 1 of 2,89,92
4,10:20.0,A. Len enters the game for V. Carter,,89,92
4,10:20.0,,D. Wade misses free throw 2 of 2,89,92
4,10:16.0,Defensive rebound by D. Dedmon,,89,92
4,9:56.0,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),,91,92
4,9:38.0,,J. Richardson misses 3-pt jump shot from 26 ft,91,92
4,9:38.0,Defensive rebound by Team,,91,92
4,9:38.0,,Loose ball foul by H. Whiteside (drawn by A. Len),91,92
4,9:23.0,K. Bazemore misses 3-pt jump shot from 23 ft,,91,92
4,9:20.0,Offensive rebound by D. Dedmon,,91,92
4,9:17.0,D. Dedmon makes 2-pt layup from 2 ft,,93,92
4,8:59.0,,D. Wade misses 2-pt jump shot from 11 ft,93,92
4,8:57.0,Defensive rebound by D. Dedmon,,93,92
4,8:46.0,T. Young misses 3-pt jump shot from 25 ft,,93,92
4,8:44.0,,Defensive rebound by R. McGruder,93,92
4,8:38.0,,D. Jones makes 2-pt dunk from 1 ft (assist by J. Richardson),93,94
4,8:16.0,Turnover by T. Young (bad pass; steal by J. Richardson),,93,94
4,8:06.0,,Turnover by H. Whiteside (lost ball; steal by D. Dedmon),93,94
4,7:55.0,K. Bazemore misses 3-pt jump shot from 26 ft,,93,94
4,7:52.0,,Defensive rebound by D. Jones,93,94
4,7:33.0,,D. Wade makes 3-pt jump shot from 26 ft,93,97
4,7:14.0,K. Huerter misses 3-pt jump shot from 25 ft,,93,97
4,7:13.0,,Defensive rebound by Team,93,97
4,7:13.0,,Miami full timeout,93,97
4,7:13.0,,B. Adebayo enters the game for H. Whiteside,93,97
4,7:00.0,,D. Wade makes 2-pt jump shot from 14 ft (assist by J. Richardson),93,99
4,6:42.0,D. Dedmon makes 2-pt layup from 2 ft,,95,99
4,6:25.0,,D. Wade makes 2-pt jump shot from 12 ft (assist by J. Richardson),95,101
4,6:18.0,Offensive foul by K. Huerter (drawn by J. Richardson),,95,101
4,6:18.0,Turnover by K. Huerter (offensive foul),,95,101
4,6:18.0,J. Adams enters the game for K. Huerter,,95,101
4,6:18.0,D. Bembry enters the game for T. Young,,95,101
4,6:18.0,,K. Olynyk enters the game for D. Jones,95,101
4,6:00.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),95,104
4,5:43.0,A. Len misses 2-pt layup from 3 ft,,95,104
4,5:42.0,Offensive rebound by A. Len,,95,104
4,5:40.0,A. Len misses 2-pt layup at rim,,95,104
4,5:40.0,,Defensive rebound by Team,95,104
4,5:40.0,Loose ball foul by A. Len (drawn by B. Adebayo),,95,104
4,5:29.0,,Offensive foul by B. Adebayo (drawn by K. Bazemore),95,104
4,5:29.0,,Turnover by B. Adebayo (offensive foul),95,104
