QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
2,10:24.0,,D. Schröder misses 3-pt jump shot from 32 ft,36,37
2,10:20.0,Defensive rebound by D. Favors,,36,37
2,10:09.0,J. Crowder makes 2-pt dunk from 1 ft (assist by J. Ingles),,38,37
2,9:59.0,,Personal foul by R. Neto (drawn by N. Noel),38,37
2,9:59.0,R. O'Neale enters the game for K. Korver,,38,37
2,9:49.0,,Turnover by N. Noel (lost ball; steal by R. Neto),38,37
2,9:46.0,R. Neto misses 2-pt layup from 1 ft,,38,37
2,9:45.0,Offensive rebound by D. Favors,,38,37
2,9:45.0,D. Favors makes 2-pt dunk from 1 ft,,40,37
2,9:45.0,Shooting foul by A. Nader (drawn by D. Favors),,40,37
2,9:45.0,,Oklahoma City full timeout,40,37
2,9:45.0,T. Sefolosha enters the game for J. Crowder,,40,37
2,9:45.0,D. Favors makes free throw 1 of 1,,41,37
2,9:39.0,,Personal foul by R. O'Neale (drawn by P. George),41,37
2,9:34.0,,Personal foul by R. Neto (drawn by D. Schröder),41,37
2,9:34.0,,R. Westbrook enters the game for P. George,41,37
2,9:23.0,,R. Westbrook misses 3-pt jump shot from 25 ft,41,37
2,9:20.0,,Offensive rebound by A. Nader,41,37
2,9:08.0,,Turnover by D. Schröder (bad pass; steal by R. O'Neale),41,37
2,9:04.0,R. O'Neale makes 2-pt layup from 2 ft,,43,37
2,8:48.0,,D. Schröder misses 2-pt layup from 2 ft (block by D. Favors),43,37
2,8:45.0,Defensive rebound by R. Neto,,43,37
2,8:44.0,R. O'Neale misses 3-pt jump shot from 25 ft,,43,37
2,8:39.0,,Defensive rebound by R. Westbrook,43,37
2,8:35.0,,D. Schröder misses 3-pt jump shot from 25 ft,43,37
2,8:35.0,,Offensive rebound by Team,43,37
2,8:35.0,D. Mitchell enters the game for J. Ingles,,43,37
2,8:35.0,R. Rubio enters the game for R. Neto,,43,37
2,8:35.0,,T. Ferguson enters the game for A. Nader,43,37
2,8:21.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),43,40
2,8:12.0,Personal foul by T. Ferguson (drawn by D. Mitchell),,43,40
2,8:12.0,R. Gobert enters the game for D. Favors,,43,40
2,8:05.0,Shooting foul by T. Ferguson (drawn by D. Mitchell),,43,40
2,8:05.0,D. Mitchell makes free throw 1 of 2,,44,40
2,8:05.0,,S. Adams enters the game for T. Ferguson,44,40
2,8:05.0,,P. George enters the game for N. Noel,44,40
2,8:05.0,D. Mitchell makes free throw 2 of 2,,45,40
2,7:58.0,,Personal foul by R. Rubio (drawn by R. Westbrook),45,40
2,7:58.0,,R. Westbrook makes free throw 1 of 2,45,41
2,7:58.0,,R. Westbrook makes free throw 2 of 2,45,42
2,7:38.0,T. Sefolosha misses 2-pt jump shot from 22 ft,,45,42
2,7:37.0,,Defensive rebound by P. George,45,42
2,7:27.0,,P. George makes 3-pt jump shot from 23 ft (assist by S. Adams),45,45
2,7:07.0,R. Gobert misses 2-pt dunk from 1 ft (block by R. Westbrook),,45,45
2,7:03.0,Offensive rebound by T. Sefolosha,,45,45
2,7:03.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,48,45
2,6:52.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),48,48
2,6:39.0,Personal foul by P. George (drawn by R. Rubio),,48,48
2,6:39.0,R. Rubio makes free throw 1 of 2,,49,48
2,6:39.0,R. Rubio makes free throw 2 of 2,,50,48
2,6:28.0,,Turnover by R. Westbrook (bad pass; steal by R. Gobert),50,48
2,6:21.0,Turnover by T. Sefolosha (bad pass; steal by S. Adams),,50,48
2,6:15.0,,P. George misses 3-pt jump shot from 25 ft,50,48
2,6:13.0,Defensive rebound by R. Gobert,,50,48
2,6:01.0,R. Gobert misses 2-pt jump shot from 2 ft (block by J. Grant),,50,48
2,6:01.0,,Defensive rebound by Team,50,48
2,6:01.0,J. Crowder enters the game for T. Sefolosha,,50,48
2,5:50.0,,D. Schröder misses 3-pt jump shot from 23 ft,50,48
2,5:47.0,,Offensive rebound by R. Westbrook,50,48
2,5:41.0,,R. Westbrook misses 2-pt jump shot from 8 ft,50,48
2,5:41.0,Defensive rebound by R. O'Neale,,50,48
2,5:32.0,D. Mitchell misses 2-pt layup from 2 ft,,50,48
2,5:29.0,,Defensive rebound by R. Westbrook,50,48
2,5:25.0,,Shooting foul by D. Mitchell (drawn by J. Grant),50,48
2,5:25.0,,J. Grant makes free throw 1 of 2,50,49
2,5:25.0,,J. Grant makes free throw 2 of 2,50,50
2,5:15.0,R. Rubio misses 2-pt layup from 2 ft,,50,50
2,5:14.0,,Defensive rebound by S. Adams,50,50
2,5:09.0,,Personal foul by R. O'Neale (drawn by P. George),50,50
2,5:09.0,,P. George makes free throw 1 of 2,50,51
2,5:09.0,,P. George makes free throw 2 of 2,50,52
2,5:00.0,D. Mitchell misses 2-pt layup from 2 ft (block by J. Grant),,50,52
2,4:57.0,,Defensive rebound by R. Westbrook,50,52
2,4:55.0,,D. Schröder misses 2-pt layup at rim,50,52
2,4:53.0,Defensive rebound by J. Crowder,,50,52
2,4:46.0,R. O'Neale misses 2-pt layup from 1 ft,,50,52
2,4:43.0,Offensive rebound by R. Gobert,,50,52
2,4:43.0,R. Gobert makes 2-pt layup at rim,,52,52
2,4:35.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),52,55
2,4:33.0,Utah full timeout,,52,55
2,4:33.0,J. Ingles enters the game for R. O'Neale,,52,55
2,4:20.0,Turnover by R. Gobert (lost ball; steal by S. Adams),,52,55
2,4:18.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by D. Schröder),52,57
2,4:03.0,J. Ingles misses 3-pt jump shot from 24 ft,,52,57
2,3:58.0,,Defensive rebound by R. Westbrook,52,57
2,3:52.0,,Turnover by R. Westbrook (bad pass; steal by R. Rubio),52,57
2,3:45.0,J. Crowder misses 3-pt jump shot from 23 ft,,52,57
2,3:41.0,,Defensive rebound by R. Westbrook,52,57
2,3:33.0,,R. Westbrook makes 3-pt jump shot from 26 ft,52,60
2,3:01.0,J. Crowder misses 3-pt jump shot from 23 ft,,52,60
2,2:59.0,,Defensive rebound by D. Schröder,52,60
2,2:53.0,,D. Schröder misses 3-pt jump shot from 23 ft,52,60
2,2:48.0,Defensive rebound by R. Gobert,,52,60
2,2:37.0,R. Rubio misses 3-pt jump shot from 25 ft,,52,60
2,2:36.0,,Defensive rebound by R. Westbrook,52,60
2,2:31.0,,R. Westbrook misses 3-pt jump shot from 26 ft,52,60
2,2:25.0,Defensive rebound by J. Crowder,,52,60
2,2:21.0,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),,55,60
2,1:59.0,,P. George makes 2-pt layup from 1 ft,55,62
2,1:45.0,R. Rubio misses 2-pt jump shot from 12 ft,,55,62
2,1:43.0,,Defensive rebound by P. George,55,62
2,1:30.0,,R. Westbrook misses 2-pt jump shot from 9 ft (block by D. Mitchell),55,62
2,1:26.0,Defensive rebound by R. Gobert,,55,62
2,1:20.0,Personal foul by P. George (drawn by R. Gobert),,55,62
2,1:20.0,R. Gobert misses free throw 1 of 2,,55,62
2,1:20.0,Offensive rebound by Team,,55,62
2,1:20.0,R. Gobert misses free throw 2 of 2,,55,62
2,1:19.0,,Defensive rebound by R. Westbrook,55,62
2,0:59.0,,Turnover by S. Adams (out of bounds lost ball),55,62
2,0:35.0,D. Mitchell misses 2-pt jump shot from 23 ft,,55,62
2,0:32.0,,Defensive rebound by P. George,55,62
2,0:27.0,,Personal foul by J. Crowder (drawn by D. Schröder),55,62
2,0:27.0,,Technical foul by D. Schröder,55,62
2,0:27.0,Technical foul by J. Crowder,,55,62
2,0:27.0,,D. Schröder makes free throw 1 of 2,55,63
2,0:27.0,,D. Schröder makes free throw 2 of 2,55,64
2,0:07.0,D. Mitchell makes 2-pt jump shot from 8 ft,,57,64
2,0:00.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),57,66
3,11:46.0,,R. Westbrook makes 2-pt jump shot from 18 ft,57,68
3,11:46.0,,Shooting foul by R. Rubio (drawn by R. Westbrook),57,68
3,11:46.0,,R. Westbrook misses free throw 1 of 1,57,68
3,11:43.0,Defensive rebound by D. Favors,,57,68
3,11:35.0,D. Mitchell makes 2-pt jump shot from 4 ft,,59,68
3,11:13.0,,P. George makes 2-pt jump shot from 1 ft,59,70
3,10:49.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,62,70
3,10:36.0,,T. Ferguson misses 3-pt jump shot from 25 ft,62,70
3,10:34.0,Defensive rebound by R. Gobert,,62,70
3,10:18.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Gobert),,64,70
3,10:00.0,,R. Westbrook makes 2-pt layup from 2 ft,64,72
3,9:52.0,Personal foul by R. Westbrook (drawn by R. Rubio),,64,72
3,9:49.0,Personal foul by R. Westbrook (drawn by R. Rubio),,64,72
3,9:35.0,D. Mitchell misses 3-pt jump shot from 24 ft,,64,72
3,9:33.0,,Defensive rebound by J. Grant,64,72
3,9:29.0,,R. Westbrook makes 2-pt jump shot from 17 ft,64,74
3,9:20.0,Personal foul by T. Ferguson (drawn by D. Mitchell),,64,74
3,9:20.0,,Technical foul by T. Ferguson,64,74
3,9:20.0,R. Rubio makes technical free throw,,65,74
3,9:10.0,D. Favors makes 2-pt hook shot from 5 ft (assist by R. Rubio),,67,74
3,8:52.0,,P. George makes 2-pt layup from 1 ft,67,76
3,8:27.0,Turnover by Team (shot clock),,67,76
3,8:18.0,,T. Ferguson misses 3-pt jump shot from 25 ft,67,76
3,8:15.0,Defensive rebound by J. Ingles,,67,76
3,8:10.0,Shooting foul by J. Grant (drawn by R. Gobert),,67,76
3,8:10.0,R. Gobert misses free throw 1 of 2,,67,76
3,8:10.0,Offensive rebound by Team,,67,76
3,8:10.0,R. Gobert makes free throw 2 of 2,,68,76
3,8:01.0,,Personal foul by D. Favors (drawn by J. Grant),68,76
3,7:54.0,,R. Westbrook misses 2-pt layup from 2 ft,68,76
3,7:53.0,Defensive rebound by R. Gobert,,68,76
3,7:38.0,D. Mitchell misses 2-pt jump shot from 2 ft,,68,76
3,7:35.0,Offensive rebound by R. Gobert,,68,76
3,7:35.0,R. Gobert makes 2-pt layup from 2 ft,,70,76
3,7:35.0,Violation by Team (delay of game),,70,76
3,7:20.0,,J. Grant misses 2-pt layup from 2 ft,70,76
3,7:17.0,Defensive rebound by R. Gobert,,70,76
3,7:14.0,Turnover by R. Rubio (step out of bounds),,70,76
3,7:14.0,,Oklahoma City full timeout,70,76
3,7:03.0,,S. Adams misses 2-pt jump shot from 8 ft,70,76
3,7:01.0,Defensive rebound by D. Favors,,70,76
3,6:51.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by D. Favors),,73,76
3,6:30.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by S. Adams),73,78
3,6:17.0,J. Ingles misses 3-pt jump shot from 26 ft,,73,78
3,6:15.0,,Defensive rebound by J. Grant,73,78
3,6:15.0,J. Crowder enters the game for D. Favors,,73,78
3,6:15.0,R. O'Neale enters the game for J. Ingles,,73,78
3,6:15.0,,D. Schröder enters the game for T. Ferguson,73,78
3,5:56.0,,S. Adams misses 2-pt jump shot from 9 ft,73,78
3,5:55.0,Defensive rebound by R. Gobert,,73,78
3,5:50.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,76,78
3,5:38.0,,R. Westbrook misses 2-pt jump shot from 18 ft,76,78
3,5:36.0,Defensive rebound by R. Rubio,,76,78
3,5:27.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,79,78
3,5:13.0,,P. George misses 3-pt jump shot from 28 ft,79,78
3,5:11.0,Defensive rebound by R. O'Neale,,79,78
3,5:03.0,D. Mitchell misses 3-pt jump shot from 26 ft,,79,78
3,5:02.0,Offensive rebound by Team,,79,78
3,5:02.0,,Loose ball foul by J. Grant (drawn by R. Gobert),79,78
3,5:02.0,R. Gobert misses free throw 1 of 2,,79,78
3,5:02.0,Offensive rebound by Team,,79,78
3,5:02.0,,D. Burton enters the game for P. George,79,78
3,5:02.0,R. Gobert makes free throw 2 of 2,,80,78
3,4:57.0,,R. Westbrook makes 2-pt jump shot from 12 ft,80,80
3,4:57.0,,Shooting foul by R. O'Neale (drawn by R. Westbrook),80,80
3,4:57.0,,R. Westbrook makes free throw 1 of 1,80,81
3,4:43.0,D. Mitchell misses 2-pt dunk from 1 ft,,80,81
3,4:41.0,,Defensive rebound by R. Westbrook,80,81
3,4:38.0,,R. Westbrook misses 3-pt jump shot from 28 ft,80,81
3,4:35.0,,Offensive rebound by S. Adams,80,81
3,4:32.0,,Turnover by S. Adams (turnover),80,81
3,4:32.0,,Loose ball foul by S. Adams (drawn by J. Crowder),80,81
3,4:32.0,J. Crowder makes free throw 1 of 2,,81,81
3,4:32.0,K. Korver enters the game for R. O'Neale,,81,81
3,4:32.0,J. Crowder makes free throw 2 of 2,,82,81
3,4:21.0,,R. Westbrook makes 2-pt layup from 2 ft,82,83
3,3:57.0,J. Crowder misses 3-pt jump shot from 25 ft,,82,83
3,3:56.0,,Defensive rebound by Team,82,83
3,3:56.0,Loose ball foul by R. Gobert (drawn by R. Westbrook),,82,83
3,3:56.0,J. Ingles enters the game for R. Rubio,,82,83
3,3:56.0,,M. Morris enters the game for J. Grant,82,83
3,3:41.0,,D. Burton misses 2-pt jump shot from 14 ft,82,83
3,3:37.0,Defensive rebound by J. Crowder,,82,83
3,3:29.0,R. Gobert makes 2-pt layup from 3 ft (assist by J. Crowder),,84,83
3,3:16.0,,D. Burton misses 3-pt jump shot from 23 ft,84,83
3,3:14.0,Defensive rebound by J. Crowder,,84,83
3,3:10.0,J. Crowder misses 3-pt jump shot from 25 ft,,84,83
3,3:06.0,,Defensive rebound by D. Burton,84,83
3,3:00.0,,D. Schröder misses 3-pt jump shot from 26 ft,84,83
3,2:56.0,Defensive rebound by K. Korver,,84,83
3,2:49.0,D. Mitchell misses 2-pt layup from 2 ft,,84,83
3,2:45.0,,Defensive rebound by D. Schröder,84,83
3,2:43.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. Schröder),84,86
3,2:39.0,Utah full timeout,,84,86
3,2:39.0,D. Favors enters the game for R. Gobert,,84,86
3,2:39.0,R. Neto enters the game for D. Mitchell,,84,86
3,2:39.0,,N. Noel enters the game for S. Adams,84,86
3,2:27.0,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Favors),,87,86
3,2:15.0,,R. Westbrook misses 2-pt layup from 2 ft (block by D. Favors),87,86
3,2:13.0,Defensive rebound by J. Ingles,,87,86
3,2:10.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,89,86
3,1:53.0,,D. Schröder misses 2-pt layup from 2 ft,89,86
3,1:50.0,,Offensive rebound by R. Westbrook,89,86
3,1:49.0,,R. Westbrook makes 3-pt jump shot from 25 ft,89,89
3,1:35.0,Turnover by J. Ingles (bad pass; steal by M. Morris),,89,89
3,1:29.0,,D. Schröder makes 2-pt layup from 1 ft,89,91
3,1:08.0,Turnover by J. Crowder (lost ball; steal by N. Noel),,89,91
3,1:01.0,,D. Burton misses 2-pt layup from 2 ft,89,91
3,0:59.0,Defensive rebound by K. Korver,,89,91
3,0:52.0,Turnover by K. Korver (bad pass; steal by D. Burton),,89,91
3,0:47.0,,D. Burton misses 2-pt layup from 2 ft,89,91
3,0:45.0,Defensive rebound by Team,,89,91
3,0:45.0,,P. George enters the game for R. Westbrook,89,91
3,0:36.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Neto),,92,91
3,0:16.0,,N. Noel misses 2-pt layup from 2 ft,92,91
3,0:16.0,Defensive rebound by J. Crowder,,92,91
3,0:16.0,Personal foul by N. Noel (drawn by J. Crowder),,92,91
3,0:16.0,J. Crowder misses free throw 1 of 2,,92,91
3,0:16.0,Offensive rebound by Team,,92,91
3,0:16.0,R. O'Neale enters the game for K. Korver,,92,91
3,0:16.0,J. Crowder makes free throw 2 of 2,,93,91
3,0:05.0,,Personal foul by J. Crowder (drawn by P. George),93,91
3,0:05.0,,P. George makes free throw 1 of 2,93,92
3,0:05.0,K. Korver enters the game for R. Neto,,93,92
3,0:05.0,D. Mitchell enters the game for R. O'Neale,,93,92
3,0:05.0,,P. George makes free throw 2 of 2,93,93
3,0:00.0,D. Mitchell makes 2-pt jump shot from 11 ft,,95,93
4,11:50.0,Turnover by D. Favors (lost ball; steal by N. Noel),,95,93
4,11:35.0,,M. Morris misses 2-pt jump shot from 7 ft,95,93
4,11:31.0,Defensive rebound by R. Neto,,95,93
4,11:21.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Neto),,98,93
4,11:01.0,,N. Noel makes 2-pt dunk at rim (assist by M. Morris),98,95
4,10:37.0,R. Neto misses 2-pt jump shot from 12 ft,,98,95
4,10:36.0,Offensive rebound by Team,,98,95
4,10:36.0,,Loose ball foul by N. Noel (drawn by D. Favors),98,95
4,10:23.0,R. Neto misses 2-pt jump shot from 12 ft,,98,95
4,10:20.0,Offensive rebound by D. Favors,,98,95
4,10:20.0,D. Favors makes 2-pt layup from 1 ft,,100,95
4,10:04.0,,N. Noel misses 2-pt hook shot from 2 ft,100,95
4,10:02.0,Defensive rebound by J. Crowder,,100,95
4,9:56.0,Shooting foul by D. Burton (drawn by D. Favors),,100,95
4,9:56.0,D. Favors makes free throw 1 of 2,,101,95
4,9:56.0,D. Favors makes free throw 2 of 2,,102,95
4,9:39.0,,Shooting foul by D. Favors (drawn by P. George),102,95
4,9:39.0,,P. George makes free throw 1 of 2,102,96
4,9:39.0,,P. George makes free throw 2 of 2,102,97
4,9:18.0,J. Ingles misses 2-pt layup from 1 ft,,102,97
4,9:16.0,Offensive rebound by J. Ingles,,102,97
4,9:16.0,,T. Ferguson enters the game for D. Burton,102,97
4,9:16.0,,R. Westbrook enters the game for D. Schröder,102,97
4,9:07.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Neto),,105,97
4,8:48.0,,P. George misses 2-pt layup from 3 ft (block by J. Crowder),105,97
4,8:45.0,Defensive rebound by R. Neto,,105,97
4,8:43.0,R. Neto makes 2-pt layup from 1 ft,,107,97
4,8:30.0,,Personal foul by R. O'Neale (drawn by M. Morris),107,97
4,8:30.0,D. Mitchell enters the game for R. Neto,,107,97
4,8:30.0,,S. Adams enters the game for N. Noel,107,97
4,8:24.0,,S. Adams misses 2-pt layup from 2 ft (block by D. Favors),107,97
4,8:21.0,,Offensive rebound by S. Adams,107,97
4,8:21.0,,S. Adams makes 2-pt layup from 1 ft,107,99
4,8:05.0,Turnover by D. Favors (traveling),,107,99
4,7:50.0,,R. Westbrook makes 3-pt jump shot from 25 ft,107,102
4,7:27.0,R. O'Neale misses 2-pt layup from 2 ft,,107,102
4,7:25.0,,Defensive rebound by S. Adams,107,102
4,7:22.0,,P. George makes 3-pt jump shot from 26 ft,107,105
4,7:20.0,Utah full timeout,,107,105
4,7:20.0,R. Gobert enters the game for J. Crowder,,107,105
4,7:20.0,R. Rubio enters the game for J. Ingles,,107,105
4,7:20.0,,J. Grant enters the game for M. Morris,107,105
4,7:05.0,D. Mitchell makes 2-pt layup from 1 ft,,109,105
4,6:52.0,,P. George makes 3-pt jump shot from 22 ft (assist by R. Westbrook),109,108
4,6:36.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Rubio),,111,108
4,6:36.0,Shooting foul by T. Ferguson (drawn by D. Favors),,111,108
4,6:36.0,D. Favors makes free throw 1 of 1,,112,108
4,6:27.0,,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),112,110
4,6:07.0,D. Mitchell misses 3-pt jump shot from 27 ft,,112,110
4,6:05.0,,Defensive rebound by R. Westbrook,112,110
