QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
4,1:52.0,E. Gordon enters the game for K. Faried,,111,115
4,1:52.0,I. Shumpert enters the game for G. Green,,111,115
4,1:52.0,,L. Deng enters the game for D. Šarić,111,115
4,1:30.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by K. Towns),111,117
4,1:21.0,J. Harden misses 3-pt jump shot from 27 ft,,111,117
4,1:20.0,,Defensive rebound by Team,111,117
4,1:08.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),111,119
4,1:08.0,Houston full timeout,,111,119
4,0:55.0,J. Harden misses 3-pt jump shot from 27 ft,,111,119
4,0:53.0,Offensive rebound by Team,,111,119
4,0:48.0,C. Paul misses 3-pt jump shot from 23 ft,,111,119
4,0:45.0,,Defensive rebound by J. Teague,111,119
4,0:37.0,,Turnover by L. Deng (bad pass),111,119
4,0:33.0,Turnover by J. Harden (out of bounds lost ball),,111,119
4,0:22.0,,J. Okogie misses 3-pt jump shot from 24 ft,111,119
4,0:19.0,,Offensive rebound by L. Deng,111,119
4,0:07.0,,J. Teague makes 2-pt jump shot from 8 ft,111,121
4,0:00.0,J. Harden misses 3-pt jump shot from 27 ft,,111,121
4,0:00.0,Offensive rebound by Team,,111,121
