QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
1,4:22.0,,K. Thompson misses 2-pt jump shot from 23 ft,14,17
1,4:20.0,Defensive rebound by E. Freedom,,14,17
1,4:08.0,A. Aminu makes 2-pt dunk from 2 ft (assist by E. Freedom),,16,17
1,3:48.0,,S. Curry misses 2-pt jump shot from 12 ft,16,17
1,3:47.0,,Offensive rebound by K. Looney,16,17
1,3:47.0,,K. Looney misses 2-pt layup at rim,16,17
1,3:46.0,Defensive rebound by M. Harkless,,16,17
1,3:41.0,Personal foul by A. McKinnie (drawn by M. Harkless),,16,17
1,3:41.0,Z. Collins enters the game for A. Aminu,,16,17
1,3:41.0,R. Hood enters the game for E. Freedom,,16,17
1,3:41.0,,S. Livingston enters the game for K. Thompson,16,17
1,3:29.0,Z. Collins misses 2-pt jump shot from 7 ft,,16,17
1,3:28.0,,Defensive rebound by D. Green,16,17
1,3:21.0,,Turnover by D. Green (bad pass),16,17
1,3:07.0,Turnover by C. McCollum (bad pass),,16,17
1,2:57.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),16,20
1,2:55.0,Portland full timeout,,16,20
1,2:55.0,S. Curry enters the game for M. Harkless,,16,20
1,2:55.0,E. Turner enters the game for C. McCollum,,16,20
1,2:44.0,D. Lillard misses 2-pt jump shot from 13 ft,,16,20
1,2:43.0,,Defensive rebound by Team,16,20
1,2:25.0,,A. McKinnie makes 3-pt jump shot from 26 ft (assist by S. Livingston),16,23
1,2:03.0,Z. Collins makes 2-pt dunk from 2 ft (assist by D. Lillard),,18,23
1,1:51.0,,Turnover by S. Livingston (bad pass),18,23
1,1:40.0,Z. Collins misses 2-pt layup from 5 ft (block by K. Looney),,18,23
1,1:39.0,Offensive rebound by Team,,18,23
1,1:32.0,S. Curry misses 3-pt jump shot from 24 ft,,18,23
1,1:27.0,,Defensive rebound by S. Livingston,18,23
1,1:13.0,,S. Curry misses 2-pt layup from 8 ft,18,23
1,1:12.0,,Offensive rebound by D. Green,18,23
1,1:12.0,,D. Green misses 2-pt layup at rim,18,23
1,1:10.0,,Offensive rebound by D. Green,18,23
1,1:01.0,,K. Looney makes 2-pt layup from 2 ft (assist by D. Green),18,25
1,0:53.0,Shooting foul by A. McKinnie (drawn by D. Lillard),,18,25
1,0:53.0,D. Lillard makes free throw 1 of 2,,19,25
1,0:53.0,D. Lillard makes free throw 2 of 2,,20,25
1,0:40.0,,D. Green misses 3-pt jump shot from 27 ft,20,25
1,0:38.0,,Offensive rebound by K. Looney,20,25
1,0:32.0,,S. Livingston misses 2-pt jump shot from 12 ft,20,25
1,0:31.0,Defensive rebound by E. Turner,,20,25
1,0:21.0,Turnover by D. Lillard (bad pass; steal by K. Looney),,20,25
1,0:17.0,,S. Livingston makes 2-pt layup from 1 ft (assist by A. McKinnie),20,27
1,0:01.0,R. Hood makes 3-pt jump shot from 23 ft (assist by S. Curry),,23,27
2,11:44.0,Shooting foul by J. Jerebko (drawn by Z. Collins),,23,27
2,11:44.0,Z. Collins makes free throw 1 of 2,,24,27
2,11:44.0,Z. Collins makes free throw 2 of 2,,25,27
2,11:31.0,,K. Thompson misses 2-pt jump shot from 16 ft,25,27
2,11:30.0,Defensive rebound by Z. Collins,,25,27
2,11:17.0,Turnover by Z. Collins (traveling),,25,27
2,11:06.0,,Q. Cook misses 2-pt jump shot from 18 ft,25,27
2,11:05.0,Defensive rebound by E. Turner,,25,27
2,10:55.0,Z. Collins misses 3-pt jump shot from 25 ft,,25,27
2,10:53.0,,Defensive rebound by J. Jerebko,25,27
2,10:45.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by J. Bell),25,29
2,10:28.0,R. Hood makes 2-pt jump shot from 12 ft (assist by E. Turner),,27,29
2,10:08.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by J. Jerebko),27,32
2,9:48.0,C. McCollum misses 2-pt layup from 4 ft,,27,32
2,9:47.0,Offensive rebound by C. McCollum,,27,32
2,9:45.0,C. McCollum misses 2-pt layup from 1 ft,,27,32
2,9:44.0,,Defensive rebound by J. Bell,27,32
2,9:34.0,,Q. Cook misses 3-pt jump shot from 27 ft,27,32
2,9:32.0,Defensive rebound by Z. Collins,,27,32
2,9:25.0,Z. Collins misses 3-pt jump shot from 27 ft,,27,32
2,9:23.0,,Defensive rebound by J. Jerebko,27,32
2,9:06.0,,J. Bell misses 2-pt layup from 3 ft (block by Z. Collins),27,32
2,9:05.0,,Offensive rebound by J. Bell,27,32
2,9:02.0,,J. Bell makes 2-pt jump shot from 12 ft,27,34
2,8:59.0,Portland full timeout,,27,34
2,8:59.0,E. Freedom enters the game for Z. Collins,,27,34
2,8:38.0,C. McCollum makes 2-pt jump shot from 10 ft,,29,34
2,8:38.0,Shooting foul by K. Thompson (drawn by C. McCollum),,29,34
2,8:38.0,C. McCollum makes free throw 1 of 1,,30,34
2,8:22.0,,K. Thompson misses 2-pt jump shot from 19 ft,30,34
2,8:21.0,Defensive rebound by E. Turner,,30,34
2,8:09.0,Shooting foul by S. Livingston (drawn by R. Hood),,30,34
2,8:09.0,R. Hood makes free throw 1 of 2,,31,34
2,8:09.0,,A. Iguodala enters the game for S. Livingston,31,34
2,8:09.0,R. Hood makes free throw 2 of 2,,32,34
2,7:56.0,,Q. Cook misses 2-pt jump shot from 16 ft (block by S. Curry),32,34
2,7:55.0,Defensive rebound by E. Turner,,32,34
2,7:48.0,C. McCollum misses 2-pt layup from 5 ft (block by A. Iguodala),,32,34
2,7:48.0,Offensive rebound by Team,,32,34
2,7:40.0,S. Curry misses 2-pt jump shot from 12 ft,,32,34
2,7:33.0,Offensive rebound by E. Freedom,,32,34
2,7:33.0,E. Freedom misses 2-pt layup from 1 ft,,32,34
2,7:32.0,,Defensive rebound by J. Bell,32,34
2,7:29.0,,J. Jerebko makes 3-pt jump shot from 28 ft (assist by K. Thompson),32,37
2,7:12.0,Turnover by E. Turner (bad pass; steal by A. Iguodala),,32,37
2,7:09.0,,Turnover by A. Iguodala (lost ball; steal by R. Hood),32,37
2,6:57.0,Personal foul by J. Bell (drawn by E. Freedom),,32,37
2,6:57.0,,S. Curry enters the game for J. Bell,32,37
2,6:57.0,,D. Green enters the game for Q. Cook,32,37
2,6:50.0,E. Turner misses 2-pt jump shot from 8 ft,,32,37
2,6:49.0,,Defensive rebound by A. Iguodala,32,37
2,6:42.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by A. Iguodala),32,39
2,6:20.0,R. Hood misses 3-pt jump shot from 28 ft,,32,39
2,6:18.0,Offensive rebound by S. Curry,,32,39
2,6:12.0,,Violation by Team (kicked ball),32,39
2,6:12.0,M. Harkless enters the game for C. McCollum,,32,39
2,6:12.0,D. Lillard enters the game for E. Turner,,32,39
2,6:01.0,S. Curry misses 2-pt jump shot from 22 ft,,32,39
2,5:59.0,Offensive rebound by E. Freedom,,32,39
2,5:59.0,E. Freedom misses 2-pt layup from 1 ft,,32,39
2,5:58.0,Offensive rebound by S. Curry,,32,39
2,5:52.0,S. Curry misses 2-pt jump shot from 20 ft,,32,39
2,5:50.0,Offensive rebound by Team,,32,39
2,5:39.0,Turnover by E. Freedom (lost ball; steal by D. Green),,32,39
2,5:33.0,,Personal foul by S. Curry (drawn by D. Green),32,39
2,5:29.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),32,42
2,5:06.0,E. Freedom makes 2-pt layup from 3 ft (assist by D. Lillard),,34,42
2,4:46.0,,J. Jerebko makes 2-pt jump shot from 17 ft (assist by A. Iguodala),34,44
2,4:28.0,D. Lillard misses 3-pt jump shot from 32 ft,,34,44
2,4:26.0,Offensive rebound by R. Hood,,34,44
2,4:19.0,M. Harkless misses 2-pt jump shot from 7 ft,,34,44
2,4:17.0,Offensive rebound by Team,,34,44
2,4:17.0,A. Aminu enters the game for S. Curry,,34,44
2,4:17.0,C. McCollum enters the game for R. Hood,,34,44
2,4:15.0,Personal foul by K. Thompson (drawn by D. Lillard),,34,44
2,4:15.0,D. Lillard makes free throw 1 of 2,,35,44
2,4:15.0,,K. Looney enters the game for J. Jerebko,35,44
2,4:15.0,,A. McKinnie enters the game for K. Thompson,35,44
2,4:15.0,D. Lillard makes free throw 2 of 2,,36,44
2,4:08.0,,S. Curry misses 3-pt jump shot from 25 ft (block by M. Harkless),36,44
2,4:06.0,Defensive rebound by E. Freedom,,36,44
2,3:57.0,Shooting foul by S. Curry (drawn by M. Harkless),,36,44
2,3:57.0,M. Harkless makes free throw 1 of 2,,37,44
2,3:57.0,M. Harkless makes free throw 2 of 2,,38,44
2,3:45.0,,A. McKinnie misses 2-pt hook shot from 7 ft,38,44
2,3:44.0,Defensive rebound by A. Aminu,,38,44
2,3:40.0,C. McCollum misses 3-pt jump shot from 31 ft,,38,44
2,3:38.0,,Defensive rebound by A. Iguodala,38,44
2,3:33.0,,S. Curry misses 2-pt jump shot from 16 ft,38,44
2,3:32.0,Defensive rebound by E. Freedom,,38,44
2,3:18.0,A. Aminu misses 3-pt jump shot from 26 ft,,38,44
2,3:16.0,,Defensive rebound by S. Curry,38,44
2,3:06.0,Violation by Team (kicked ball),,38,44
2,3:06.0,,Golden State full timeout,38,44
2,3:06.0,,K. Thompson enters the game for A. McKinnie,38,44
2,2:57.0,,D. Green makes 2-pt hook shot from 8 ft,38,46
2,2:39.0,E. Freedom makes 2-pt jump shot from 11 ft,,40,46
2,2:27.0,,D. Green misses 2-pt jump shot from 16 ft,40,46
2,2:25.0,Defensive rebound by D. Lillard,,40,46
2,2:18.0,Turnover by D. Lillard (bad pass; steal by K. Thompson),,40,46
2,2:13.0,,Turnover by A. Iguodala (bad pass),40,46
2,2:02.0,C. McCollum misses 3-pt jump shot from 28 ft,,40,46
2,2:00.0,,Defensive rebound by D. Green,40,46
2,1:54.0,,K. Thompson misses 2-pt jump shot from 10 ft,40,46
2,1:53.0,Defensive rebound by E. Freedom,,40,46
2,1:46.0,C. McCollum makes 2-pt jump shot from 13 ft,,42,46
2,1:28.0,,K. Thompson misses 3-pt jump shot from 27 ft,42,46
2,1:26.0,Defensive rebound by E. Freedom,,42,46
2,1:11.0,Turnover by C. McCollum (lost ball; steal by S. Curry),,42,46
2,1:04.0,,S. Curry makes 2-pt layup from 11 ft,42,48
2,0:46.0,Shooting foul by K. Thompson (drawn by D. Lillard),,42,48
2,0:46.0,D. Lillard makes free throw 1 of 3,,43,48
2,0:46.0,D. Lillard makes free throw 2 of 3,,44,48
2,0:46.0,,A. McKinnie enters the game for K. Thompson,44,48
2,0:46.0,D. Lillard makes free throw 3 of 3,,45,48
2,0:39.0,,S. Curry makes 3-pt jump shot from 27 ft,45,51
2,0:30.0,Turnover by D. Lillard (bad pass; steal by K. Looney),,45,51
2,0:12.0,,S. Curry makes 3-pt jump shot from 28 ft,45,54
2,0:00.0,Turnover by M. Harkless (step out of bounds),,45,54
3,11:47.0,Turnover by E. Freedom (lost ball; steal by A. Bogut),,45,54
3,11:43.0,,Personal foul by D. Lillard (drawn by A. Iguodala),45,54
3,11:38.0,,Personal foul by A. Aminu (drawn by S. Curry),45,54
3,11:34.0,,Offensive foul by A. Bogut (drawn by D. Lillard),45,54
3,11:34.0,,Turnover by A. Bogut (offensive foul),45,54
3,11:11.0,Shooting foul by D. Green (drawn by A. Aminu),,45,54
3,11:11.0,A. Aminu misses free throw 1 of 2,,45,54
3,11:11.0,Offensive rebound by Team,,45,54
3,11:11.0,A. Aminu makes free throw 2 of 2,,46,54
3,10:59.0,,K. Thompson misses 3-pt jump shot from 26 ft,46,54
3,10:57.0,Defensive rebound by A. Aminu,,46,54
3,10:47.0,D. Lillard misses 2-pt layup from 4 ft (block by A. Bogut),,46,54
3,10:46.0,Offensive rebound by E. Freedom,,46,54
3,10:46.0,E. Freedom makes 2-pt layup at rim,,48,54
3,10:28.0,,S. Curry misses 3-pt jump shot from 27 ft,48,54
3,10:26.0,Defensive rebound by E. Freedom,,48,54
3,10:10.0,D. Lillard misses 2-pt jump shot from 21 ft,,48,54
3,10:05.0,Offensive rebound by E. Freedom,,48,54
3,10:05.0,E. Freedom misses 2-pt layup from 4 ft (block by D. Green),,48,54
3,10:04.0,,Defensive rebound by S. Curry,48,54
3,9:54.0,,K. Thompson misses 2-pt jump shot from 11 ft,48,54
3,9:52.0,,Offensive rebound by A. Bogut,48,54
3,9:51.0,,A. Bogut makes 2-pt layup from 3 ft,48,56
3,9:24.0,C. McCollum misses 2-pt jump shot from 10 ft (block by K. Thompson),,48,56
3,9:23.0,,Defensive rebound by A. Bogut,48,56
3,9:19.0,,S. Curry makes 3-pt jump shot from 30 ft (assist by A. Iguodala),48,59
3,9:04.0,Personal foul by A. Bogut (drawn by E. Freedom),,48,59
3,8:56.0,Personal foul by A. Bogut (drawn by C. McCollum),,48,59
3,8:56.0,,K. Looney enters the game for A. Bogut,48,59
3,8:46.0,Turnover by E. Freedom (bad pass; steal by K. Thompson),,48,59
3,8:36.0,,S. Curry misses 2-pt jump shot from 11 ft,48,59
3,8:35.0,Defensive rebound by E. Freedom,,48,59
3,8:27.0,M. Harkless misses 2-pt hook shot from 8 ft,,48,59
3,8:26.0,Offensive rebound by A. Aminu,,48,59
3,8:19.0,C. McCollum misses 3-pt jump shot from 28 ft,,48,59
3,8:17.0,,Defensive rebound by K. Thompson,48,59
3,7:58.0,,K. Thompson misses 2-pt jump shot from 17 ft,48,59
3,7:57.0,Defensive rebound by A. Aminu,,48,59
3,7:45.0,Offensive foul by A. Aminu (drawn by K. Looney),,48,59
3,7:45.0,Turnover by A. Aminu (offensive foul),,48,59
3,7:32.0,,S. Curry makes 3-pt jump shot from 26 ft,48,62
3,7:31.0,Portland full timeout,,48,62
3,7:15.0,C. McCollum makes 2-pt jump shot from 11 ft (assist by D. Lillard),,50,62
3,6:53.0,,A. Iguodala makes 2-pt jump shot from 18 ft (assist by S. Curry),50,64
3,6:35.0,Turnover by D. Lillard (bad pass; steal by D. Green),,50,64
3,6:33.0,Violation by Team (kicked ball),,50,64
3,6:29.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by K. Thompson),50,67
3,6:14.0,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),,52,67
3,6:08.0,,S. Curry misses 3-pt jump shot from 29 ft,52,67
3,6:06.0,Defensive rebound by E. Freedom,,52,67
3,5:58.0,C. McCollum misses 2-pt jump shot from 17 ft,,52,67
3,5:56.0,Offensive rebound by C. McCollum,,52,67
3,5:55.0,Shooting foul by S. Curry (drawn by C. McCollum),,52,67
3,5:55.0,C. McCollum misses free throw 1 of 2,,52,67
3,5:55.0,Offensive rebound by Team,,52,67
3,5:55.0,R. Hood enters the game for A. Aminu,,52,67
3,5:55.0,C. McCollum makes free throw 2 of 2,,53,67
3,5:40.0,,A. Iguodala misses 3-pt jump shot from 27 ft,53,67
3,5:39.0,Defensive rebound by D. Lillard,,53,67
3,5:29.0,D. Lillard misses 2-pt jump shot from 14 ft,,53,67
3,5:28.0,,Defensive rebound by D. Green,53,67
3,5:23.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),53,70
3,4:55.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by R. Hood),,56,70
3,4:44.0,,Personal foul by D. Lillard (drawn by A. Iguodala),56,70
3,4:44.0,Z. Collins enters the game for E. Freedom,,56,70
3,4:44.0,,A. McKinnie enters the game for A. Iguodala,56,70
3,4:37.0,,Turnover by D. Green (bad pass),56,70
3,4:29.0,C. McCollum makes 2-pt jump shot from 18 ft,,58,70
3,4:25.0,,Golden State full timeout,58,70
3,4:12.0,,K. Thompson misses 3-pt jump shot from 27 ft,58,70
3,4:10.0,Defensive rebound by D. Lillard,,58,70
3,4:00.0,M. Harkless makes 2-pt dunk from 1 ft (assist by Z. Collins),,60,70
3,3:41.0,,D. Green misses 2-pt jump shot from 11 ft (block by M. Harkless),60,70
3,3:39.0,Defensive rebound by M. Harkless,,60,70
3,3:29.0,C. McCollum misses 2-pt jump shot from 19 ft (block by K. Thompson),,60,70
3,3:27.0,Offensive rebound by M. Harkless,,60,70
3,3:22.0,R. Hood misses 3-pt jump shot from 27 ft,,60,70
3,3:20.0,,Defensive rebound by D. Green,60,70
3,3:17.0,,S. Curry makes 3-pt jump shot from 29 ft,60,73
3,2:49.0,Personal foul by D. Green (drawn by Z. Collins),,60,73
3,2:49.0,S. Curry enters the game for C. McCollum,,60,73
3,2:49.0,,A. Iguodala enters the game for K. Thompson,60,73
3,2:49.0,Z. Collins makes free throw 1 of 2,,61,73
3,2:49.0,E. Turner enters the game for M. Harkless,,61,73
3,2:49.0,Z. Collins misses free throw 2 of 2,,61,73
3,2:47.0,Offensive rebound by Z. Collins,,61,73
3,2:37.0,R. Hood makes 3-pt jump shot from 26 ft,,64,73
3,2:20.0,,Turnover by S. Curry (bad pass),64,73
3,2:05.0,Turnover by R. Hood (lost ball; steal by K. Looney),,64,73
3,2:01.0,,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),64,75
3,1:32.0,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),,67,75
3,1:10.0,,Offensive foul by D. Green (drawn by R. Hood),67,75
3,1:10.0,,Turnover by D. Green (offensive foul),67,75
3,1:10.0,,J. Jerebko enters the game for D. Green,67,75
3,0:50.0,Shooting foul by S. Curry (drawn by R. Hood),,67,75
3,0:50.0,R. Hood makes free throw 1 of 2,,68,75
3,0:50.0,R. Hood makes free throw 2 of 2,,69,75
3,0:42.0,,S. Curry misses 3-pt jump shot from 28 ft,69,75
3,0:39.0,Defensive rebound by S. Curry,,69,75
3,0:29.0,D. Lillard misses 2-pt layup from 7 ft,,69,75
3,0:25.0,,Defensive rebound by A. McKinnie,69,75
3,0:24.0,,Personal foul by R. Hood (drawn by S. Curry),69,75
3,0:24.0,,Q. Cook enters the game for A. Iguodala,69,75
3,0:24.0,,K. Thompson enters the game for A. McKinnie,69,75
3,0:08.0,,S. Curry makes 2-pt layup from 12 ft,69,77
3,0:01.0,D. Lillard makes 2-pt layup from 10 ft,,71,77
4,11:41.0,,J. Jerebko misses 2-pt jump shot from 9 ft,71,77
4,11:40.0,,Offensive rebound by J. Jerebko,71,77
4,11:40.0,,Shooting foul by C. McCollum (drawn by J. Jerebko),71,77
4,11:40.0,,J. Jerebko makes free throw 1 of 2,71,78
4,11:40.0,,J. Jerebko makes free throw 2 of 2,71,79
4,11:23.0,C. McCollum makes 2-pt layup from 1 ft (assist by E. Turner),,73,79
4,11:09.0,,Q. Cook makes 3-pt jump shot from 24 ft (assist by J. Bell),73,82
4,10:50.0,S. Curry misses 3-pt jump shot from 25 ft,,73,82
4,10:46.0,Offensive rebound by Team,,73,82
4,10:34.0,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),,75,82
4,10:14.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by J. Jerebko),75,84
4,9:54.0,Personal foul by S. Livingston (drawn by R. Hood),,75,84
4,9:47.0,Shooting foul by J. Bell (drawn by Z. Collins),,75,84
4,9:47.0,Z. Collins makes free throw 1 of 2,,76,84
4,9:47.0,Z. Collins misses free throw 2 of 2,,76,84
4,9:44.0,,Defensive rebound by J. Jerebko,76,84
4,9:32.0,,Q. Cook makes 3-pt jump shot from 27 ft,76,87
4,9:20.0,R. Hood misses 3-pt jump shot from 23 ft,,76,87
4,9:18.0,,Defensive rebound by J. Jerebko,76,87
4,9:01.0,,J. Jerebko misses 2-pt jump shot from 22 ft,76,87
4,9:00.0,Defensive rebound by E. Turner,,76,87
4,8:51.0,R. Hood makes 2-pt jump shot from 9 ft (assist by S. Curry),,78,87
4,8:51.0,Shooting foul by J. Bell (drawn by R. Hood),,78,87
4,8:51.0,D. Lillard enters the game for E. Turner,,78,87
4,8:51.0,R. Hood makes free throw 1 of 1,,79,87
4,8:36.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by J. Bell),79,90
4,8:33.0,Portland full timeout,,79,90
4,8:33.0,M. Harkless enters the game for S. Curry,,79,90
4,8:33.0,E. Turner enters the game for R. Hood,,79,90
4,8:33.0,,A. Iguodala enters the game for J. Jerebko,79,90
4,8:13.0,M. Harkless misses 3-pt jump shot from 23 ft,,79,90
4,8:11.0,,Defensive rebound by J. Bell,79,90
4,7:56.0,,Shooting foul by Z. Collins (drawn by J. Bell),79,90
4,7:56.0,,J. Bell makes free throw 1 of 2,79,91
4,7:56.0,R. Hood enters the game for E. Turner,,79,91
4,7:56.0,,J. Bell misses free throw 2 of 2,79,91
4,7:55.0,,Offensive rebound by Q. Cook,79,91
4,7:52.0,,K. Thompson misses 3-pt jump shot from 27 ft,79,91
4,7:50.0,Defensive rebound by D. Lillard,,79,91
4,7:35.0,Turnover by M. Harkless (bad pass; steal by A. Iguodala),,79,91
4,7:31.0,,Shooting foul by Z. Collins (drawn by S. Livingston),79,91
4,7:31.0,,S. Livingston makes free throw 1 of 2,79,92
4,7:31.0,E. Freedom enters the game for Z. Collins,,79,92
4,7:31.0,,S. Livingston makes free throw 2 of 2,79,93
4,7:10.0,M. Harkless makes 2-pt layup from 3 ft (assist by D. Lillard),,81,93
4,7:02.0,,Golden State full timeout,81,93
4,7:02.0,,S. Curry enters the game for J. Bell,81,93
4,7:02.0,,D. Green enters the game for Q. Cook,81,93
4,7:02.0,,K. Looney enters the game for S. Livingston,81,93
4,6:54.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Looney),81,95
4,6:31.0,R. Hood misses 2-pt jump shot from 20 ft,,81,95
4,6:27.0,,Defensive rebound by A. Iguodala,81,95
4,6:18.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Curry),81,97
4,6:00.0,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),,83,97
4,5:41.0,,D. Green misses 2-pt jump shot from 18 ft (block by M. Harkless),83,97
4,5:37.0,,Offensive rebound by D. Green,83,97
4,5:35.0,,D. Green misses 3-pt jump shot from 26 ft,83,97
4,5:32.0,Defensive rebound by R. Hood,,83,97
4,5:26.0,Shooting foul by A. Iguodala (drawn by D. Lillard),,83,97
4,5:26.0,D. Lillard makes free throw 1 of 2,,84,97
4,5:26.0,D. Lillard makes free throw 2 of 2,,85,97
4,5:16.0,,S. Curry misses 2-pt jump shot from 19 ft,85,97
4,5:12.0,Defensive rebound by C. McCollum,,85,97
4,5:02.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,88,97
4,4:43.0,,Shooting foul by C. McCollum (drawn by K. Thompson),88,97
4,4:43.0,,K. Thompson makes free throw 1 of 3,88,98
4,4:43.0,,K. Thompson makes free throw 2 of 3,88,99
4,4:43.0,,K. Thompson makes free throw 3 of 3,88,100
4,4:21.0,M. Harkless misses 3-pt jump shot from 24 ft (block by D. Green),,88,100
4,4:19.0,,Defensive rebound by S. Curry,88,100
4,4:16.0,,K. Thompson makes 2-pt dunk from 2 ft (assist by S. Curry),88,102
4,4:16.0,Portland full timeout,,88,102
4,4:07.0,Turnover by D. Lillard (bad pass; steal by K. Thompson),,88,102
4,4:03.0,,Turnover by K. Thompson (bad pass; steal by M. Harkless),88,102
4,3:59.0,E. Freedom makes 2-pt layup from 3 ft (assist by M. Harkless),,90,102
4,3:45.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),90,105
4,3:31.0,D. Lillard misses 3-pt jump shot from 29 ft,,90,105
4,3:29.0,Offensive rebound by R. Hood,,90,105
4,3:27.0,Shooting foul by K. Looney (drawn by R. Hood),,90,105
