QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
1,6:09.0,,K. Olynyk misses free throw 1 of 3,10,10
1,6:09.0,,Offensive rebound by Team,10,10
1,6:09.0,,K. Olynyk makes free throw 2 of 3,10,11
1,6:09.0,,K. Olynyk makes free throw 3 of 3,10,12
1,5:54.0,K. Love misses 3-pt jump shot from 25 ft,,10,12
1,5:50.0,,Defensive rebound by J. Richardson,10,12
1,5:32.0,,J. Winslow misses 2-pt jump shot from 8 ft,10,12
1,5:28.0,Defensive rebound by C. Osman,,10,12
1,5:26.0,Turnover by C. Osman (bad pass),,10,12
1,5:26.0,,D. Wade enters the game for J. Richardson,10,12
1,5:15.0,,B. Adebayo misses 2-pt hook shot from 5 ft,10,12
1,5:12.0,Defensive rebound by M. Chriss,,10,12
1,5:08.0,C. Sexton makes 2-pt layup from 3 ft,,12,12
1,4:54.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by D. Wade),12,15
1,4:40.0,K. Love makes 2-pt jump shot from 11 ft (assist by C. Sexton),,14,15
1,4:19.0,,Offensive foul by D. Waiters (drawn by C. Sexton),14,15
1,4:19.0,,Turnover by D. Waiters (offensive foul),14,15
1,4:19.0,D. Nwaba enters the game for K. Love,,14,15
1,4:19.0,,G. Dragić enters the game for K. Olynyk,14,15
1,4:19.0,,D. Jones enters the game for D. Waiters,14,15
1,4:04.0,C. Sexton makes 2-pt layup from 3 ft,,16,15
1,3:47.0,,D. Jones makes 2-pt layup from 4 ft (assist by D. Wade),16,17
1,3:34.0,M. Chriss makes 2-pt dunk from 2 ft (assist by D. Nwaba),,18,17
1,3:21.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Wade),18,19
1,3:06.0,C. Osman misses 3-pt jump shot from 24 ft,,18,19
1,3:05.0,Offensive rebound by Team,,18,19
1,3:05.0,Cleveland full timeout,,18,19
1,3:05.0,,H. Whiteside enters the game for B. Adebayo,18,19
1,3:01.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by C. Osman),,21,19
1,2:48.0,,Turnover by D. Jones (bad pass; steal by D. Nwaba),21,19
1,2:42.0,C. Sexton misses 2-pt layup from 5 ft (block by D. Jones),,21,19
1,2:42.0,Offensive rebound by Team,,21,19
1,2:39.0,Turnover by C. Sexton (discontinued dribble),,21,19
1,2:22.0,,G. Dragić makes 3-pt jump shot from 26 ft,21,22
1,2:05.0,M. Chriss makes 2-pt layup from 2 ft (assist by C. Sexton),,23,22
1,1:58.0,,Shooting foul by C. Osman (drawn by J. Winslow),23,22
1,1:58.0,,J. Winslow makes free throw 1 of 2,23,23
1,1:58.0,B. Knight enters the game for C. Osman,,23,23
1,1:58.0,N. Stauskas enters the game for C. Sexton,,23,23
1,1:58.0,,J. Winslow makes free throw 2 of 2,23,24
1,1:43.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by B. Knight),,26,24
1,1:24.0,,G. Dragić misses 3-pt jump shot from 26 ft,26,24
1,1:17.0,,Offensive rebound by J. Winslow,26,24
1,1:07.0,,H. Whiteside makes 2-pt dunk from 3 ft (assist by G. Dragić),26,26
1,0:49.0,B. Knight misses 2-pt jump shot from 7 ft,,26,26
1,0:46.0,,Defensive rebound by J. Winslow,26,26
1,0:45.0,,J. Winslow makes 2-pt layup from 3 ft,26,28
1,0:40.0,Personal foul by D. Jones (drawn by J. Clarkson),,26,28
1,0:40.0,,J. Richardson enters the game for J. Winslow,26,28
1,0:32.0,J. Clarkson misses 3-pt jump shot from 28 ft,,26,28
1,0:29.0,,Defensive rebound by H. Whiteside,26,28
1,0:21.0,,Turnover by G. Dragić (lost ball; steal by B. Knight),26,28
1,0:20.0,,Technical foul by G. Dragić,26,28
1,0:20.0,J. Clarkson makes technical free throw,,27,28
1,0:04.0,Shooting foul by H. Whiteside (drawn by J. Clarkson),,27,28
1,0:04.0,J. Clarkson makes free throw 1 of 2,,28,28
1,0:04.0,J. Clarkson makes free throw 2 of 2,,29,28
2,11:48.0,B. Knight makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,32,28
2,11:20.0,,D. Wade makes 2-pt jump shot from 14 ft,32,30
2,11:01.0,N. Stauskas misses 2-pt layup from 4 ft (block by D. Jones),,32,30
2,11:01.0,Offensive rebound by Team,,32,30
2,10:55.0,Turnover by J. Clarkson (out of bounds lost ball),,32,30
2,10:33.0,,G. Dragić makes 2-pt jump shot from 15 ft,32,32
2,10:10.0,Turnover by A. Žižić (3 sec),,32,32
2,9:52.0,,H. Whiteside misses 2-pt jump shot from 13 ft,32,32
2,9:49.0,Defensive rebound by A. Žižić,,32,32
2,9:40.0,B. Knight misses 2-pt jump shot from 16 ft,,32,32
2,9:37.0,,Defensive rebound by H. Whiteside,32,32
2,9:37.0,,G. Dragić makes 2-pt jump shot from 11 ft,32,34
2,9:37.0,,Shooting foul by J. Clarkson (drawn by G. Dragić),32,34
2,9:37.0,L. Nance enters the game for N. Stauskas,,32,34
2,9:37.0,,G. Dragić misses free throw 1 of 1,32,34
2,9:33.0,Defensive rebound by A. Žižić,,32,34
2,9:23.0,B. Knight makes 3-pt jump shot from 28 ft (assist by D. Nwaba),,35,34
2,8:58.0,,H. Whiteside misses 2-pt jump shot from 5 ft,35,34
2,8:55.0,,Offensive rebound by H. Whiteside,35,34
2,8:54.0,,H. Whiteside makes 2-pt layup from 1 ft,35,36
2,8:41.0,Turnover by J. Clarkson (lost ball; steal by D. Wade),,35,36
2,8:39.0,,Personal take foul by L. Nance (drawn by D. Wade),35,36
2,8:37.0,,Personal foul by J. Clarkson (drawn by J. Richardson),35,36
2,8:30.0,,Turnover by D. Wade (bad pass; steal by D. Nwaba),35,36
2,8:19.0,Shooting foul by D. Jones (drawn by A. Žižić),,35,36
2,8:19.0,A. Žižić misses free throw 1 of 2,,35,36
2,8:19.0,Offensive rebound by Team,,35,36
2,8:19.0,,K. Olynyk enters the game for D. Jones,35,36
2,8:19.0,A. Žižić makes free throw 2 of 2,,36,36
2,8:12.0,,G. Dragić makes 2-pt layup from 3 ft (assist by K. Olynyk),36,38
2,8:01.0,A. Žižić misses 2-pt hook shot from 5 ft,,36,38
2,7:56.0,Offensive rebound by B. Knight,,36,38
2,7:56.0,B. Knight makes 2-pt layup at rim,,38,38
2,7:38.0,,Turnover by H. Whiteside (bad pass),38,38
2,7:38.0,K. Love enters the game for J. Clarkson,,38,38
2,7:38.0,C. Sexton enters the game for A. Žižić,,38,38
2,7:38.0,,R. McGruder enters the game for G. Dragić,38,38
2,7:38.0,,D. Waiters enters the game for D. Wade,38,38
2,7:27.0,K. Love misses 3-pt jump shot from 26 ft,,38,38
2,7:24.0,,Defensive rebound by H. Whiteside,38,38
2,7:16.0,,Shooting foul by B. Knight (drawn by J. Richardson),38,38
2,7:16.0,,J. Richardson makes free throw 1 of 2,38,39
2,7:16.0,C. Osman enters the game for D. Nwaba,,38,39
2,7:16.0,,J. Richardson makes free throw 2 of 2,38,40
2,7:00.0,B. Knight makes 2-pt jump shot from 12 ft (assist by C. Osman),,40,40
2,6:39.0,,J. Richardson makes 2-pt jump shot from 21 ft (assist by K. Olynyk),40,42
2,6:21.0,B. Knight makes 3-pt jump shot from 25 ft (assist by K. Love),,43,42
2,5:56.0,,J. Richardson misses 2-pt layup from 5 ft,43,42
2,5:56.0,,Offensive rebound by R. McGruder,43,42
2,5:51.0,,R. McGruder makes 2-pt jump shot from 4 ft,43,44
2,5:41.0,Turnover by C. Sexton (bad pass; steal by K. Olynyk),,43,44
2,5:32.0,,K. Olynyk misses 3-pt jump shot from 26 ft,43,44
2,5:28.0,Defensive rebound by K. Love,,43,44
2,5:15.0,K. Love makes 2-pt jump shot from 9 ft (assist by B. Knight),,45,44
2,5:15.0,,Miami full timeout,45,44
2,5:15.0,D. Nwaba enters the game for B. Knight,,45,44
2,5:15.0,,B. Adebayo enters the game for J. Richardson,45,44
2,5:15.0,,J. Winslow enters the game for H. Whiteside,45,44
2,4:55.0,,J. Winslow misses 3-pt jump shot from 23 ft,45,44
2,4:52.0,Defensive rebound by K. Love,,45,44
2,4:50.0,Shooting foul by D. Waiters (drawn by C. Sexton),,45,44
2,4:50.0,C. Sexton makes free throw 1 of 2,,46,44
2,4:50.0,C. Sexton makes free throw 2 of 2,,47,44
2,4:31.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Waiters),47,46
2,4:09.0,Shooting foul by D. Waiters (drawn by D. Nwaba),,47,46
2,4:09.0,D. Nwaba makes free throw 1 of 2,,48,46
2,4:09.0,,J. Richardson enters the game for D. Waiters,48,46
2,4:09.0,D. Nwaba misses free throw 2 of 2,,48,46
2,4:06.0,,Defensive rebound by J. Winslow,48,46
2,3:56.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by J. Winslow),48,48
2,3:45.0,K. Love misses 3-pt jump shot from 25 ft,,48,48
2,3:44.0,Offensive rebound by Team,,48,48
2,3:44.0,,Loose ball foul by J. Richardson (drawn by L. Nance),48,48
2,3:40.0,Shooting foul by K. Olynyk (drawn by C. Osman),,48,48
2,3:40.0,C. Osman makes free throw 1 of 2,,49,48
2,3:40.0,C. Osman makes free throw 2 of 2,,50,48
2,3:27.0,,J. Richardson makes 3-pt jump shot from 27 ft (assist by R. McGruder),50,51
2,3:09.0,K. Love misses 3-pt jump shot from 25 ft,,50,51
2,3:06.0,,Defensive rebound by J. Winslow,50,51
2,2:59.0,,Turnover by R. McGruder (step out of bounds),50,51
2,2:59.0,Cleveland full timeout,,50,51
2,2:39.0,C. Osman misses 3-pt jump shot from 26 ft,,50,51
2,2:38.0,,Defensive rebound by Team,50,51
2,2:28.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),50,54
2,1:58.0,C. Sexton makes 2-pt jump shot from 10 ft (assist by K. Love),,52,54
2,1:48.0,,J. Winslow makes 3-pt jump shot from 26 ft (assist by K. Olynyk),52,57
2,1:29.0,Turnover by L. Nance (lost ball; steal by K. Olynyk),,52,57
2,1:20.0,,J. Richardson misses 2-pt layup from 4 ft,52,57
2,1:18.0,Defensive rebound by K. Love,,52,57
2,1:04.0,C. Osman misses 2-pt layup from 6 ft (block by B. Adebayo),,52,57
2,1:03.0,Offensive rebound by Team,,52,57
2,0:59.0,C. Osman misses 3-pt jump shot from 24 ft,,52,57
2,0:58.0,,Defensive rebound by B. Adebayo,52,57
2,0:58.0,,Turnover by B. Adebayo (out of bounds lost ball),52,57
2,0:52.0,C. Sexton makes 2-pt jump shot from 8 ft,,54,57
2,0:40.0,,J. Winslow misses 2-pt layup from 4 ft (block by L. Nance),54,57
2,0:40.0,Defensive rebound by Team,,54,57
2,0:34.0,C. Sexton makes 3-pt jump shot from 25 ft,,57,57
2,0:16.0,,R. McGruder misses 3-pt jump shot from 25 ft,57,57
2,0:13.0,Defensive rebound by C. Osman,,57,57
2,0:01.0,K. Love misses 3-pt jump shot from 26 ft,,57,57
2,0:00.0,,Defensive rebound by B. Adebayo,57,57
3,12:00.0,Violation by Team (delay of game),,57,57
3,11:44.0,C. Osman misses 2-pt layup from 3 ft,,57,57
3,11:40.0,,Defensive rebound by J. Winslow,57,57
3,11:33.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Winslow),57,60
3,11:09.0,C. Sexton misses 2-pt hook shot from 5 ft,,57,60
3,11:05.0,,Defensive rebound by K. Olynyk,57,60
3,10:59.0,,Turnover by J. Winslow (bad pass; steal by K. Love),57,60
3,10:47.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by B. Knight),,60,60
3,10:20.0,,Shooting foul by L. Nance (drawn by K. Olynyk),60,60
3,10:20.0,,K. Olynyk makes free throw 1 of 2,60,61
3,10:20.0,M. Chriss enters the game for L. Nance,,60,61
3,10:20.0,,K. Olynyk makes free throw 2 of 2,60,62
3,10:11.0,K. Love makes 3-pt jump shot from 26 ft (assist by C. Sexton),,63,62
3,9:57.0,,Personal foul by C. Osman (drawn by K. Olynyk),63,62
3,9:52.0,,J. Richardson misses 3-pt jump shot from 24 ft,63,62
3,9:48.0,Defensive rebound by M. Chriss,,63,62
3,9:42.0,K. Love makes 3-pt jump shot from 27 ft (assist by B. Knight),,66,62
3,9:24.0,,Personal foul by B. Knight (drawn by D. Waiters),66,62
3,9:14.0,,D. Waiters misses 3-pt jump shot from 25 ft,66,62
3,9:11.0,Defensive rebound by C. Osman,,66,62
3,9:07.0,K. Love misses 3-pt jump shot from 25 ft,,66,62
3,9:06.0,Offensive rebound by Team,,66,62
3,8:53.0,C. Osman misses 3-pt jump shot from 23 ft,,66,62
3,8:50.0,,Defensive rebound by J. Winslow,66,62
3,8:41.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Winslow),66,65
3,8:25.0,K. Love misses 3-pt jump shot from 26 ft,,66,65
3,8:22.0,,Defensive rebound by J. Winslow,66,65
3,8:20.0,,J. Winslow makes 2-pt layup from 5 ft,66,67
3,8:20.0,,Shooting foul by C. Sexton (drawn by J. Winslow),66,67
3,8:20.0,,J. Winslow misses free throw 1 of 1,66,67
3,8:16.0,,Offensive rebound by B. Adebayo,66,67
3,8:13.0,,Shooting foul by M. Chriss (drawn by B. Adebayo),66,67
3,8:13.0,,B. Adebayo makes free throw 1 of 2,66,68
3,8:13.0,,B. Adebayo makes free throw 2 of 2,66,69
3,7:57.0,M. Chriss misses 2-pt layup from 6 ft,,66,69
3,7:52.0,Offensive rebound by M. Chriss,,66,69
3,7:52.0,M. Chriss makes 2-pt layup from 1 ft,,68,69
3,7:52.0,J. Clarkson enters the game for B. Knight,,68,69
3,7:34.0,,Personal foul by K. Love (drawn by J. Richardson),68,69
3,7:34.0,,J. Richardson makes free throw 1 of 2,68,70
3,7:34.0,,J. Richardson makes free throw 2 of 2,68,71
3,7:14.0,K. Love misses 2-pt layup from 5 ft,,68,71
3,7:09.0,Offensive rebound by M. Chriss,,68,71
3,7:09.0,M. Chriss makes 2-pt dunk from 1 ft,,70,71
3,7:01.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by J. Winslow),70,73
3,6:42.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by C. Sexton),,73,73
3,6:28.0,,J. Winslow makes 2-pt layup from 3 ft,73,75
3,6:15.0,K. Love misses 2-pt jump shot from 10 ft,,73,75
3,6:10.0,,Defensive rebound by D. Waiters,73,75
3,6:03.0,,K. Olynyk makes 2-pt layup from 4 ft (assist by J. Richardson),73,77
3,6:03.0,,Shooting foul by M. Chriss (drawn by K. Olynyk),73,77
3,6:03.0,,Miami full timeout,73,77
3,6:03.0,D. Nwaba enters the game for K. Love,,73,77
3,6:03.0,,K. Olynyk makes free throw 1 of 1,73,78
3,5:54.0,D. Nwaba misses 2-pt dunk from 5 ft (block by K. Olynyk),,73,78
3,5:50.0,,Defensive rebound by B. Adebayo,73,78
3,5:48.0,,Shooting foul by C. Osman (drawn by J. Winslow),73,78
3,5:48.0,,J. Winslow makes free throw 1 of 2,73,79
3,5:48.0,,D. Wade enters the game for D. Waiters,73,79
3,5:48.0,,J. Winslow misses free throw 2 of 2,73,79
3,5:45.0,Defensive rebound by M. Chriss,,73,79
3,5:35.0,Personal foul by K. Olynyk (drawn by D. Nwaba),,73,79
3,5:28.0,J. Clarkson misses 3-pt jump shot from 23 ft,,73,79
3,5:26.0,Offensive rebound by J. Clarkson,,73,79
3,5:26.0,M. Chriss misses 3-pt jump shot from 23 ft,,73,79
3,5:26.0,,Defensive rebound by D. Wade,73,79
3,5:06.0,,D. Wade makes 2-pt layup from 4 ft,73,81
3,4:45.0,C. Sexton makes 2-pt jump shot from 17 ft,,75,81
3,4:25.0,,J. Richardson misses 2-pt jump shot from 5 ft,75,81
3,4:24.0,,Offensive rebound by B. Adebayo,75,81
3,4:24.0,,B. Adebayo makes 2-pt layup at rim,75,83
3,4:12.0,C. Sexton makes 2-pt jump shot from 9 ft,,77,83
3,3:59.0,,J. Winslow makes 2-pt dunk from 3 ft (assist by B. Adebayo),77,85
3,3:34.0,C. Osman makes 3-pt jump shot from 26 ft (assist by D. Nwaba),,80,85
3,3:20.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by J. Winslow),80,87
3,2:55.0,Turnover by J. Clarkson (out of bounds lost ball),,80,87
3,2:55.0,Cleveland full timeout,,80,87
3,2:55.0,B. Knight enters the game for M. Chriss,,80,87
3,2:55.0,A. Žižić enters the game for C. Sexton,,80,87
3,2:55.0,,G. Dragić enters the game for K. Olynyk,80,87
3,2:55.0,,D. Jones enters the game for J. Richardson,80,87
3,2:44.0,,Personal foul by A. Žižić (drawn by D. Wade),80,87
3,2:44.0,,D. Wade misses free throw 1 of 2,80,87
3,2:44.0,,Offensive rebound by Team,80,87
3,2:44.0,,D. Wade misses free throw 2 of 2,80,87
3,2:41.0,,Offensive rebound by B. Adebayo,80,87
3,2:37.0,,G. Dragić misses 3-pt jump shot from 25 ft,80,87
3,2:35.0,Defensive rebound by A. Žižić,,80,87
3,2:21.0,J. Clarkson makes 3-pt jump shot from 28 ft (assist by B. Knight),,83,87
3,2:00.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by D. Wade),83,89
3,1:33.0,C. Osman misses 3-pt jump shot from 23 ft,,83,89
3,1:29.0,,Defensive rebound by D. Jones,83,89
3,1:23.0,,Shooting foul by D. Nwaba (drawn by D. Jones),83,89
3,1:23.0,,D. Jones makes free throw 1 of 2,83,90
3,1:23.0,N. Stauskas enters the game for C. Osman,,83,90
3,1:23.0,,R. McGruder enters the game for B. Adebayo,83,90
3,1:23.0,,H. Whiteside enters the game for J. Winslow,83,90
3,1:23.0,,D. Jones misses free throw 2 of 2,83,90
3,1:22.0,,Offensive rebound by H. Whiteside,83,90
3,1:15.0,,H. Whiteside misses 2-pt layup at rim,83,90
3,1:14.0,Defensive rebound by A. Žižić,,83,90
3,1:03.0,N. Stauskas misses 2-pt jump shot from 14 ft,,83,90
3,0:59.0,,Defensive rebound by H. Whiteside,83,90
3,0:55.0,,G. Dragić makes 2-pt layup from 2 ft,83,92
3,0:43.0,N. Stauskas misses 3-pt jump shot from 23 ft,,83,92
3,0:40.0,,Defensive rebound by H. Whiteside,83,92
3,0:34.0,,D. Wade misses 2-pt jump shot from 3 ft,83,92
3,0:30.0,Defensive rebound by D. Nwaba,,83,92
3,0:21.0,B. Knight misses 3-pt jump shot from 23 ft,,83,92
3,0:19.0,,Defensive rebound by D. Jones,83,92
3,0:16.0,,D. Wade makes 2-pt layup from 4 ft (assist by D. Jones),83,94
3,0:03.0,J. Clarkson misses 3-pt jump shot from 26 ft,,83,94
3,0:01.0,,Defensive rebound by D. Jones,83,94
4,11:44.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by R. McGruder),83,96
4,11:26.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by B. Knight),,86,96
4,11:09.0,,G. Dragić misses 2-pt jump shot from 12 ft,86,96
4,11:06.0,Defensive rebound by N. Stauskas,,86,96
4,10:57.0,Def 3 sec tech foul by Team,,86,96
4,10:57.0,K. Love makes technical free throw,,87,96
4,10:47.0,B. Knight makes 2-pt layup from 3 ft (assist by A. Žižić),,89,96
4,10:47.0,,Miami full timeout,89,96
4,10:27.0,,D. Jones misses 3-pt jump shot from 23 ft,89,96
4,10:25.0,Defensive rebound by A. Žižić,,89,96
4,10:17.0,Shooting foul by G. Dragić (drawn by N. Stauskas),,89,96
4,10:17.0,N. Stauskas makes free throw 1 of 2,,90,96
4,10:17.0,N. Stauskas makes free throw 2 of 2,,91,96
4,9:55.0,,H. Whiteside makes 2-pt dunk from 3 ft (assist by D. Wade),91,98
4,9:35.0,B. Knight misses 3-pt jump shot from 26 ft,,91,98
4,9:31.0,,Defensive rebound by D. Jones,91,98
4,9:27.0,,Shooting foul by J. Clarkson (drawn by D. Wade),91,98
4,9:27.0,,D. Wade makes free throw 1 of 2,91,99
4,9:27.0,,D. Wade makes free throw 2 of 2,91,100
4,9:02.0,B. Knight misses 3-pt jump shot from 25 ft,,91,100
4,9:00.0,,Defensive rebound by H. Whiteside,91,100
4,8:54.0,,G. Dragić misses 2-pt jump shot from 4 ft,91,100
4,8:52.0,,Offensive rebound by D. Wade,91,100
4,8:52.0,M. Chriss enters the game for A. Žižić,,91,100
4,8:46.0,,D. Wade makes 2-pt jump shot from 11 ft,91,102
4,8:29.0,M. Chriss misses 2-pt layup from 4 ft (block by D. Wade),,91,102
4,8:24.0,,Defensive rebound by G. Dragić,91,102
4,8:23.0,,Turnover by G. Dragić (lost ball; steal by M. Chriss),91,102
4,8:17.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by N. Stauskas),,94,102
4,7:58.0,,R. McGruder misses 3-pt jump shot from 25 ft,94,102
4,7:57.0,,Offensive rebound by Team,94,102
4,7:57.0,Loose ball foul by M. Chriss (drawn by H. Whiteside),,94,102
4,7:57.0,C. Osman enters the game for J. Clarkson,,94,102
4,7:57.0,C. Sexton enters the game for B. Knight,,94,102
4,7:57.0,,J. Richardson enters the game for G. Dragić,94,102
4,7:47.0,,D. Wade misses 2-pt jump shot from 12 ft,94,102
4,7:47.0,Defensive rebound by Team,,94,102
4,7:47.0,,Loose ball foul by H. Whiteside (drawn by M. Chriss),94,102
4,7:47.0,,J. Winslow enters the game for D. Wade,94,102
4,7:28.0,C. Sexton misses 2-pt jump shot from 8 ft,,94,102
4,7:25.0,,Defensive rebound by H. Whiteside,94,102
4,7:14.0,,Offensive foul by J. Winslow (drawn by C. Osman),94,102
4,7:14.0,,Turnover by J. Winslow (offensive foul),94,102
4,7:01.0,K. Love misses 2-pt jump shot from 17 ft,,94,102
4,6:59.0,,Defensive rebound by J. Winslow,94,102
4,6:54.0,,R. McGruder misses 2-pt jump shot from 9 ft,94,102
4,6:53.0,,Offensive rebound by R. McGruder,94,102
4,6:53.0,,Shooting foul by K. Love (drawn by R. McGruder),94,102
4,6:53.0,,R. McGruder makes free throw 1 of 2,94,103
4,6:53.0,,R. McGruder makes free throw 2 of 2,94,104
4,6:31.0,N. Stauskas misses 3-pt jump shot from 28 ft,,94,104
4,6:29.0,,Defensive rebound by J. Winslow,94,104
4,6:15.0,,D. Jones makes 2-pt jump shot from 16 ft (assist by J. Richardson),94,106
4,6:13.0,Cleveland full timeout,,94,106
4,6:13.0,J. Clarkson enters the game for N. Stauskas,,94,106
4,5:51.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by C. Osman),,97,106
4,5:35.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Winslow),97,109
4,5:35.0,,Flagrant foul type 1 by K. Love (drawn by R. McGruder),97,109
4,5:35.0,,R. McGruder makes flagrant free throw 1 of 1,97,110
4,5:20.0,,J. Winslow misses 2-pt jump shot from 17 ft,97,110
4,5:16.0,,Offensive rebound by D. Jones,97,110
4,5:15.0,,D. Jones misses 2-pt jump shot from 5 ft,97,110
4,5:15.0,,Offensive rebound by D. Jones,97,110
4,5:13.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by D. Jones),97,113
4,4:48.0,C. Sexton misses 3-pt jump shot from 25 ft,,97,113
4,4:46.0,,Defensive rebound by R. McGruder,97,113
4,4:41.0,,Personal foul by M. Chriss (drawn by H. Whiteside),97,113
4,4:41.0,,H. Whiteside misses free throw 1 of 2,97,113
4,4:41.0,,Offensive rebound by Team,97,113
4,4:41.0,,H. Whiteside makes free throw 2 of 2,97,114
4,4:29.0,J. Clarkson misses 3-pt jump shot from 25 ft,,97,114
4,4:25.0,,Defensive rebound by R. McGruder,97,114
4,4:24.0,,Personal foul by J. Clarkson (drawn by R. McGruder),97,114
4,4:24.0,,R. McGruder makes free throw 1 of 2,97,115
4,4:24.0,,R. McGruder makes free throw 2 of 2,97,116
4,4:24.0,Cleveland full timeout,,97,116
4,4:24.0,A. Žižić enters the game for M. Chriss,,97,116
4,4:17.0,,Violation by Team (kicked ball),97,116
4,4:00.0,Turnover by C. Sexton (bad pass),,97,116
4,3:50.0,,Offensive foul by H. Whiteside (drawn by C. Sexton),97,116
4,3:50.0,,Turnover by H. Whiteside (offensive foul),97,116
4,3:40.0,C. Sexton makes 2-pt jump shot from 11 ft (assist by K. Love),,99,116
4,3:20.0,,D. Jones makes 3-pt jump shot from 24 ft (assist by J. Richardson),99,119
4,3:15.0,Turnover by C. Osman (bad pass; steal by J. Richardson),,99,119
4,3:10.0,,D. Jones misses 2-pt dunk from 3 ft,99,119
4,3:07.0,,Offensive rebound by J. Richardson,99,119
4,2:53.0,,J. Winslow misses 3-pt jump shot from 31 ft,99,119
4,2:50.0,,Offensive rebound by R. McGruder,99,119
4,2:47.0,,J. Richardson misses 3-pt jump shot from 24 ft,99,119
4,2:44.0,,Offensive rebound by H. Whiteside,99,119
4,2:41.0,,H. Whiteside misses 2-pt layup from 3 ft,99,119
4,2:39.0,Defensive rebound by A. Žižić,,99,119
4,2:38.0,Shooting foul by J. Winslow (drawn by A. Žižić),,99,119
4,2:38.0,A. Žižić makes free throw 1 of 2,,100,119
4,2:38.0,D. Nwaba enters the game for K. Love,,100,119
4,2:38.0,A. Žižić misses free throw 2 of 2,,100,119
