QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
2,7:13.0,Defensive rebound by M. Morris,,36,28
2,7:06.0,Turnover by T. Rozier (traveling),,36,28
2,7:06.0,,D. Collison enters the game for C. Joseph,36,28
2,6:50.0,,W. Matthews misses 2-pt layup from 2 ft,36,28
2,6:50.0,Defensive rebound by Team,,36,28
2,6:50.0,,Loose ball foul by D. Sabonis (drawn by T. Rozier),36,28
2,6:50.0,K. Irving enters the game for J. Tatum,,36,28
2,6:35.0,K. Irving misses 3-pt jump shot from 23 ft,,36,28
2,6:33.0,,Defensive rebound by D. Collison,36,28
2,6:17.0,,D. Sabonis makes 2-pt layup from 2 ft,36,30
2,6:10.0,M. Morris misses 3-pt jump shot from 24 ft,,36,30
2,6:07.0,,Defensive rebound by T. Young,36,30
2,5:57.0,,T. Evans makes 2-pt layup from 4 ft,36,32
2,5:57.0,,Shooting foul by D. Theis (drawn by T. Evans),36,32
2,5:57.0,G. Hayward enters the game for T. Rozier,,36,32
2,5:57.0,,M. Turner enters the game for T. Young,36,32
2,5:57.0,,T. Evans makes free throw 1 of 1,36,33
2,5:45.0,Offensive foul by G. Hayward (drawn by T. Evans),,36,33
2,5:45.0,Turnover by G. Hayward (offensive foul),,36,33
2,5:45.0,,B. Bogdanović enters the game for T. Evans,36,33
2,5:45.0,,T. Young enters the game for D. Sabonis,36,33
2,5:23.0,,T. Young makes 2-pt layup from 1 ft (assist by W. Matthews),36,35
2,4:59.0,K. Irving makes 2-pt jump shot from 16 ft,,38,35
2,4:39.0,,W. Matthews misses 3-pt jump shot from 27 ft,38,35
2,4:35.0,Defensive rebound by D. Theis,,38,35
2,4:30.0,K. Irving misses 3-pt jump shot from 27 ft,,38,35
2,4:29.0,,Defensive rebound by B. Bogdanović,38,35
2,4:14.0,,D. Collison misses 2-pt layup from 1 ft,38,35
2,4:11.0,Defensive rebound by M. Morris,,38,35
2,4:01.0,M. Morris makes 2-pt jump shot from 20 ft (assist by K. Irving),,40,35
2,3:34.0,,D. Collison misses 3-pt jump shot from 27 ft,40,35
2,3:31.0,Defensive rebound by M. Morris,,40,35
2,3:24.0,Turnover by K. Irving (bad pass; steal by D. Collison),,40,35
2,3:20.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Collison),40,37
2,3:20.0,Boston full timeout,,40,37
2,3:20.0,A. Horford enters the game for M. Morris,,40,37
2,3:20.0,J. Tatum enters the game for D. Theis,,40,37
2,3:06.0,Shooting foul by M. Turner (drawn by J. Tatum),,40,37
2,3:06.0,J. Tatum makes free throw 1 of 2,,41,37
2,3:06.0,J. Tatum makes free throw 2 of 2,,42,37
2,2:48.0,,M. Turner makes 2-pt dunk from 2 ft (assist by B. Bogdanović),42,39
2,2:35.0,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Horford),,45,39
2,2:19.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),45,41
2,2:07.0,Offensive foul by J. Brown (drawn by D. Collison),,45,41
2,2:07.0,Turnover by J. Brown (offensive foul),,45,41
2,1:51.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,45,41
2,1:48.0,Defensive rebound by J. Tatum,,45,41
2,1:41.0,Turnover by J. Tatum (bad pass; steal by D. Collison),,45,41
2,1:38.0,,Shooting foul by K. Irving (drawn by D. Collison),45,41
2,1:38.0,,D. Collison makes free throw 1 of 2,45,42
2,1:38.0,,D. Collison makes free throw 2 of 2,45,43
2,1:22.0,G. Hayward makes 2-pt layup from 1 ft,,47,43
2,1:12.0,,D. Collison makes 2-pt layup from 1 ft,47,45
2,0:57.0,K. Irving misses 2-pt jump shot from 11 ft,,47,45
2,0:55.0,,Defensive rebound by B. Bogdanović,47,45
2,0:42.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),47,47
2,0:29.0,J. Tatum misses 3-pt jump shot from 27 ft,,47,47
2,0:27.0,,Defensive rebound by M. Turner,47,47
2,0:07.0,,Shooting foul by A. Horford (drawn by D. Collison),47,47
2,0:07.0,T. Rozier enters the game for J. Brown,,47,47
2,0:07.0,,C. Joseph enters the game for B. Bogdanović,47,47
2,0:07.0,,D. Collison makes free throw 1 of 2,47,48
2,0:07.0,,D. Collison makes free throw 2 of 2,47,49
2,0:00.0,K. Irving misses 2-pt jump shot from 15 ft,,47,49
2,0:00.0,Offensive rebound by Team,,47,49
3,11:46.0,A. Horford misses 2-pt layup from 3 ft,,47,49
3,11:43.0,Offensive rebound by A. Horford,,47,49
3,11:43.0,A. Horford misses 2-pt layup at rim,,47,49
3,11:42.0,Offensive rebound by A. Horford,,47,49
3,11:42.0,A. Horford misses 2-pt layup at rim,,47,49
3,11:40.0,,Defensive rebound by T. Young,47,49
3,11:28.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by D. Collison),47,51
3,11:10.0,A. Baynes makes 2-pt layup from 1 ft (assist by K. Irving),,49,51
3,11:05.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by W. Matthews),49,54
3,11:03.0,Boston full timeout,,49,54
3,10:46.0,K. Irving misses 2-pt jump shot from 17 ft,,49,54
3,10:42.0,,Defensive rebound by B. Bogdanović,49,54
3,10:38.0,,Shooting foul by J. Brown (drawn by B. Bogdanović),49,54
3,10:38.0,,B. Bogdanović makes free throw 1 of 2,49,55
3,10:38.0,,B. Bogdanović makes free throw 2 of 2,49,56
3,10:20.0,J. Brown makes 2-pt layup from 1 ft,,51,56
3,10:02.0,,M. Turner misses 3-pt jump shot from 27 ft,51,56
3,9:58.0,Defensive rebound by J. Tatum,,51,56
3,9:53.0,J. Tatum misses 2-pt jump shot from 18 ft,,51,56
3,9:50.0,,Defensive rebound by Team,51,56
3,9:44.0,,Turnover by W. Matthews (bad pass; steal by J. Tatum),51,56
3,9:40.0,Turnover by J. Tatum (bad pass; steal by W. Matthews),,51,56
3,9:30.0,,D. Collison misses 2-pt jump shot from 19 ft,51,56
3,9:28.0,,Offensive rebound by T. Young,51,56
3,9:28.0,,T. Young makes 2-pt dunk from 1 ft,51,58
3,9:03.0,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),,54,58
3,8:46.0,,W. Matthews misses 3-pt jump shot from 27 ft,54,58
3,8:42.0,Defensive rebound by J. Brown,,54,58
3,8:34.0,A. Horford misses 2-pt hook shot from 8 ft,,54,58
3,8:30.0,,Defensive rebound by T. Young,54,58
3,8:22.0,,T. Young misses 2-pt hook shot from 4 ft,54,58
3,8:20.0,Defensive rebound by A. Horford,,54,58
3,8:14.0,A. Horford misses 3-pt jump shot from 28 ft,,54,58
3,8:10.0,,Defensive rebound by B. Bogdanović,54,58
3,8:05.0,,B. Bogdanović makes 2-pt layup from 1 ft,54,60
3,7:50.0,Turnover by A. Horford (traveling),,54,60
3,7:37.0,,Turnover by D. Collison (back court),54,60
3,7:37.0,G. Hayward enters the game for A. Horford,,54,60
3,7:37.0,M. Morris enters the game for J. Tatum,,54,60
3,7:26.0,J. Brown misses 3-pt jump shot from 28 ft,,54,60
3,7:22.0,,Defensive rebound by T. Young,54,60
3,7:11.0,,Turnover by T. Young (bad pass; steal by A. Baynes),54,60
3,6:57.0,M. Morris makes 2-pt jump shot from 12 ft,,56,60
3,6:51.0,,Indiana full timeout,56,60
3,6:43.0,,W. Matthews misses 3-pt jump shot from 29 ft,56,60
3,6:40.0,,Offensive rebound by T. Young,56,60
3,6:39.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by T. Young),56,63
3,6:27.0,K. Irving misses 2-pt jump shot from 17 ft,,56,63
3,6:24.0,,Defensive rebound by D. Collison,56,63
3,6:14.0,,M. Turner misses 2-pt jump shot from 19 ft,56,63
3,6:11.0,Defensive rebound by M. Morris,,56,63
3,6:05.0,J. Brown makes 3-pt jump shot from 27 ft (assist by K. Irving),,59,63
3,5:47.0,,Shooting foul by A. Baynes (drawn by M. Turner),59,63
3,5:47.0,,M. Turner makes free throw 1 of 2,59,64
3,5:47.0,,M. Turner makes free throw 2 of 2,59,65
3,5:38.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by K. Irving),,62,65
3,5:25.0,,Turnover by W. Matthews (back court),62,65
3,5:16.0,Offensive foul by A. Baynes (drawn by M. Turner),,62,65
3,5:16.0,Turnover by A. Baynes (offensive foul),,62,65
3,4:52.0,,D. Collison misses 3-pt jump shot from 26 ft,62,65
3,4:49.0,Defensive rebound by A. Baynes,,62,65
3,4:39.0,K. Irving makes 2-pt jump shot from 20 ft,,64,65
3,4:18.0,,T. Young makes 2-pt layup from 2 ft,64,67
3,4:18.0,Violation by Team (def goaltending),,64,67
3,4:01.0,M. Morris misses 2-pt jump shot from 19 ft,,64,67
3,3:58.0,,Defensive rebound by B. Bogdanović,64,67
3,3:47.0,,B. Bogdanović misses 2-pt layup from 1 ft,64,67
3,3:43.0,,Offensive rebound by M. Turner,64,67
3,3:43.0,,Shooting foul by M. Morris (drawn by M. Turner),64,67
3,3:43.0,,M. Turner misses free throw 1 of 2,64,67
3,3:43.0,,Offensive rebound by Team,64,67
3,3:43.0,A. Horford enters the game for A. Baynes,,64,67
3,3:43.0,T. Rozier enters the game for J. Brown,,64,67
3,3:43.0,,T. Evans enters the game for B. Bogdanović,64,67
3,3:43.0,,D. Sabonis enters the game for T. Young,64,67
3,3:43.0,,M. Turner makes free throw 2 of 2,64,68
3,3:29.0,A. Horford makes 2-pt jump shot from 21 ft (assist by G. Hayward),,66,68
3,3:11.0,,W. Matthews misses 2-pt jump shot from 17 ft,66,68
3,3:08.0,,Offensive rebound by D. Sabonis,66,68
3,3:07.0,,Turnover by D. Sabonis (bad pass; steal by G. Hayward),66,68
3,2:56.0,G. Hayward misses 2-pt layup from 1 ft,,66,68
3,2:54.0,Offensive rebound by A. Horford,,66,68
3,2:54.0,A. Horford makes 2-pt layup at rim,,68,68
3,2:31.0,,M. Turner misses 2-pt layup from 1 ft,68,68
3,2:29.0,,Offensive rebound by D. Sabonis,68,68
3,2:28.0,,D. Sabonis makes 2-pt layup from 1 ft,68,70
3,2:17.0,Shooting foul by D. Sabonis (drawn by T. Rozier),,68,70
3,2:17.0,T. Rozier misses free throw 1 of 2,,68,70
3,2:17.0,Offensive rebound by Team,,68,70
3,2:17.0,,C. Joseph enters the game for W. Matthews,68,70
3,2:17.0,T. Rozier makes free throw 2 of 2,,69,70
3,2:05.0,,Shooting foul by T. Rozier (drawn by D. Collison),69,70
3,2:05.0,,D. Collison makes free throw 1 of 2,69,71
3,2:05.0,,D. Collison makes free throw 2 of 2,69,72
3,1:51.0,K. Irving makes 2-pt layup from 2 ft,,71,72
3,1:33.0,,M. Turner misses 3-pt jump shot from 26 ft,71,72
3,1:30.0,,Offensive rebound by D. Collison,71,72
3,1:29.0,,T. Evans misses 3-pt jump shot from 27 ft,71,72
3,1:25.0,Defensive rebound by A. Horford,,71,72
3,1:18.0,A. Horford misses 3-pt jump shot from 26 ft,,71,72
3,1:15.0,,Defensive rebound by D. Sabonis,71,72
3,0:54.0,,D. Sabonis misses 2-pt jump shot from 17 ft,71,72
3,0:51.0,Defensive rebound by Team,,71,72
3,0:51.0,,Loose ball foul by M. Turner (drawn by M. Morris),71,72
3,0:51.0,J. Tatum enters the game for K. Irving,,71,72
3,0:51.0,,B. Bogdanović enters the game for M. Turner,71,72
3,0:39.0,A. Horford misses 2-pt layup from 1 ft,,71,72
3,0:38.0,Offensive rebound by A. Horford,,71,72
3,0:36.0,Turnover by A. Horford (lost ball; steal by C. Joseph),,71,72
3,0:27.0,,C. Joseph misses 2-pt layup at rim,71,72
3,0:25.0,Defensive rebound by M. Morris,,71,72
3,0:25.0,Personal foul by D. Sabonis (drawn by M. Morris),,71,72
3,0:25.0,M. Morris makes free throw 1 of 2,,72,72
3,0:25.0,M. Morris makes free throw 2 of 2,,73,72
3,0:00.0,,T. Evans misses 2-pt layup from 1 ft,73,72
3,0:00.0,,Offensive rebound by D. Collison,73,72
3,0:00.0,,D. Collison misses 2-pt layup from 1 ft,73,72
3,0:00.0,,Offensive rebound by Team,73,72
4,11:42.0,Violation by Team (kicked ball),,73,72
4,11:36.0,,C. Joseph misses 2-pt jump shot from 15 ft,73,72
4,11:33.0,Defensive rebound by M. Morris,,73,72
4,11:14.0,T. Rozier makes 3-pt jump shot from 25 ft,,76,72
4,10:55.0,,Turnover by D. Sabonis (bad pass; steal by T. Rozier),76,72
4,10:44.0,A. Horford misses 2-pt jump shot from 17 ft,,76,72
4,10:41.0,,Defensive rebound by D. Sabonis,76,72
4,10:33.0,,T. Evans makes 2-pt layup from 3 ft,76,74
4,10:09.0,Turnover by T. Rozier (bad pass),,76,74
4,9:54.0,,Personal foul by A. Horford (drawn by T. Evans),76,74
4,9:49.0,,D. Sabonis makes 2-pt jump shot from 15 ft (assist by C. Joseph),76,76
4,9:24.0,Shooting foul by T. Evans (drawn by A. Horford),,76,76
4,9:24.0,A. Horford makes free throw 1 of 2,,77,76
4,9:24.0,A. Horford makes free throw 2 of 2,,78,76
4,9:06.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by T. Evans),78,78
4,8:52.0,M. Morris makes 2-pt jump shot from 18 ft,,80,78
4,8:42.0,,T. Evans misses 3-pt jump shot from 27 ft,80,78
4,8:38.0,,Offensive rebound by Team,80,78
4,8:38.0,Loose ball foul by M. Morris (drawn by T. Young),,80,78
4,8:38.0,A. Baynes enters the game for G. Hayward,,80,78
4,8:38.0,K. Irving enters the game for A. Horford,,80,78
4,8:32.0,,Shooting foul by K. Irving (drawn by T. Evans),80,78
4,8:32.0,,T. Evans makes free throw 1 of 2,80,79
4,8:32.0,,T. Evans makes free throw 2 of 2,80,80
4,8:18.0,T. Rozier misses 3-pt jump shot from 27 ft,,80,80
4,8:14.0,,Defensive rebound by C. Joseph,80,80
4,8:03.0,,Personal foul by T. Rozier (drawn by T. Evans),80,80
4,7:55.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,80,80
4,7:53.0,Defensive rebound by A. Baynes,,80,80
4,7:41.0,K. Irving misses 2-pt jump shot from 9 ft,,80,80
4,7:38.0,,Defensive rebound by D. Sabonis,80,80
4,7:33.0,,T. Evans makes 2-pt layup from 2 ft,80,82
4,7:18.0,Personal foul by T. Evans (drawn by J. Tatum),,80,82
4,7:06.0,Shooting foul by B. Bogdanović (drawn by J. Tatum),,80,82
4,7:06.0,J. Tatum misses free throw 1 of 2,,80,82
4,7:06.0,Offensive rebound by Team,,80,82
4,7:06.0,D. Theis enters the game for M. Morris,,80,82
4,7:06.0,J. Tatum makes free throw 2 of 2,,81,82
4,6:48.0,,Turnover by T. Evans (bad pass; steal by T. Rozier),81,82
4,6:45.0,Flagrant foul type 1 by C. Joseph (drawn by J. Tatum),,81,82
4,6:45.0,,Indiana full timeout,81,82
4,6:45.0,A. Horford enters the game for A. Baynes,,81,82
4,6:45.0,M. Morris enters the game for D. Theis,,81,82
4,6:45.0,,W. Matthews enters the game for B. Bogdanović,81,82
4,6:45.0,,M. Turner enters the game for T. Young,81,82
4,6:45.0,J. Tatum makes flagrant free throw 1 of 2,,82,82
4,6:45.0,J. Tatum makes flagrant free throw 2 of 2,,83,82
4,6:38.0,K. Irving misses 3-pt jump shot from 28 ft,,83,82
4,6:35.0,,Defensive rebound by T. Evans,83,82
4,6:19.0,,D. Sabonis misses 2-pt jump shot from 19 ft,83,82
4,6:16.0,Defensive rebound by M. Morris,,83,82
4,5:55.0,J. Tatum misses 2-pt jump shot from 12 ft,,83,82
4,5:53.0,Offensive rebound by Team,,83,82
4,5:53.0,,Loose ball foul by D. Sabonis (drawn by A. Horford),83,82
4,5:53.0,A. Horford makes free throw 1 of 2,,84,82
4,5:53.0,G. Hayward enters the game for T. Rozier,,84,82
4,5:53.0,A. Horford misses free throw 2 of 2,,84,82
4,5:52.0,,Defensive rebound by M. Turner,84,82
4,5:31.0,,T. Evans misses 2-pt jump shot from 21 ft,84,82
4,5:29.0,,Offensive rebound by Team,84,82
4,5:25.0,,Shooting foul by M. Morris (drawn by D. Sabonis),84,82
4,5:25.0,,D. Sabonis misses free throw 1 of 2,84,82
4,5:25.0,,Offensive rebound by Team,84,82
4,5:25.0,,D. Sabonis makes free throw 2 of 2,84,83
4,5:08.0,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Horford),,87,83
4,5:01.0,,Indiana full timeout,87,83
4,5:01.0,,B. Bogdanović enters the game for W. Matthews,87,83
4,5:01.0,,T. Young enters the game for D. Sabonis,87,83
4,4:44.0,,T. Evans misses 2-pt jump shot from 20 ft,87,83
4,4:42.0,Defensive rebound by J. Tatum,,87,83
4,4:24.0,G. Hayward makes 2-pt jump shot from 8 ft,,89,83
4,4:24.0,Shooting foul by M. Turner (drawn by G. Hayward),,89,83
4,4:24.0,,D. Collison enters the game for C. Joseph,89,83
4,4:24.0,G. Hayward makes free throw 1 of 1,,90,83
4,4:15.0,,Personal foul by G. Hayward (drawn by B. Bogdanović),90,83
4,4:15.0,,B. Bogdanović makes free throw 1 of 2,90,84
4,4:15.0,,B. Bogdanović makes free throw 2 of 2,90,85
4,3:54.0,G. Hayward makes 3-pt jump shot from 25 ft,,93,85
4,3:35.0,,Turnover by D. Collison (bad pass; steal by K. Irving),93,85
