QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
2,6:41.0,Defensive rebound by R. Rubio,,44,35
2,6:23.0,Turnover by G. Niang (traveling),,44,35
2,6:12.0,,Offensive foul by J. Randle (drawn by R. O'Neale),44,35
2,6:12.0,,Turnover by J. Randle (offensive foul),44,35
2,6:12.0,,S. Hill enters the game for J. Randle,44,35
2,5:55.0,R. O'Neale misses 2-pt jump shot from 10 ft (block by E. Moore),,44,35
2,5:52.0,,Defensive rebound by S. Hill,44,35
2,5:46.0,,N. Mirotić misses 3-pt jump shot from 26 ft,44,35
2,5:44.0,Defensive rebound by Team,,44,35
2,5:31.0,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),,46,35
2,5:10.0,,Turnover by S. Hill (bad pass; steal by R. O'Neale),46,35
2,5:07.0,Turnover by R. Rubio (traveling),,46,35
2,5:07.0,,New Orleans full timeout,46,35
2,5:07.0,J. Crowder enters the game for G. Niang,,46,35
2,5:07.0,J. Ingles enters the game for R. O'Neale,,46,35
2,4:54.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by E. Payton),46,38
2,4:30.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,48,38
2,4:09.0,,N. Mirotić makes 2-pt hook shot from 5 ft (assist by J. Holiday),48,40
2,3:59.0,Personal foul by E. Moore (drawn by D. Mitchell),,48,40
2,3:47.0,R. Rubio misses 3-pt jump shot from 25 ft,,48,40
2,3:46.0,,Defensive rebound by N. Mirotić,48,40
2,3:38.0,,N. Mirotić misses 2-pt layup from 1 ft,48,40
2,3:35.0,Defensive rebound by J. Ingles,,48,40
2,3:32.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Crowder),,51,40
2,3:22.0,,Personal foul by J. Crowder (drawn by N. Mirotić),51,40
2,3:16.0,,S. Hill makes 2-pt jump shot from 15 ft (assist by E. Payton),51,42
2,3:00.0,J. Crowder misses 3-pt jump shot from 23 ft,,51,42
2,2:57.0,,Defensive rebound by E. Moore,51,42
2,2:51.0,,J. Holiday misses 2-pt jump shot from 3 ft,51,42
2,2:48.0,Defensive rebound by R. Rubio,,51,42
2,2:44.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,53,42
2,2:32.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by E. Payton),53,45
2,2:14.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Crowder),,56,45
2,2:00.0,,Turnover by N. Mirotić (bad pass),56,45
2,1:50.0,R. Rubio misses 2-pt layup from 2 ft,,56,45
2,1:46.0,,Defensive rebound by S. Hill,56,45
2,1:41.0,,E. Moore misses 2-pt layup from 3 ft (block by R. Gobert),56,45
2,1:41.0,,Offensive rebound by Team,56,45
2,1:29.0,,S. Hill misses 2-pt layup from 2 ft,56,45
2,1:27.0,Defensive rebound by J. Ingles,,56,45
2,1:22.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),,58,45
2,1:14.0,,Shooting foul by R. Rubio (drawn by J. Holiday),58,45
2,1:14.0,,J. Holiday makes free throw 1 of 2,58,46
2,1:14.0,,J. Holiday makes free throw 2 of 2,58,47
2,1:04.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,60,47
2,0:53.0,,S. Hill misses 3-pt jump shot from 23 ft,60,47
2,0:50.0,,Offensive rebound by E. Payton,60,47
2,0:48.0,,Offensive foul by E. Payton (drawn by R. Rubio),60,47
2,0:48.0,,Turnover by E. Payton (offensive foul),60,47
2,0:37.0,D. Mitchell misses 2-pt layup from 1 ft,,60,47
2,0:35.0,Offensive rebound by R. Gobert,,60,47
2,0:34.0,R. Gobert makes 2-pt dunk from 1 ft,,62,47
2,0:30.0,,Turnover by J. Holiday (lost ball; steal by J. Ingles),62,47
2,0:28.0,Personal foul by E. Moore (drawn by R. Rubio),,62,47
2,0:28.0,R. Rubio makes free throw 1 of 2,,63,47
2,0:28.0,R. O'Neale enters the game for J. Crowder,,63,47
2,0:28.0,R. Rubio makes free throw 2 of 2,,64,47
2,0:13.0,,J. Holiday makes 2-pt layup from 1 ft,64,49
2,0:01.0,R. Rubio misses 3-pt jump shot from 26 ft,,64,49
2,0:01.0,,Defensive rebound by N. Mirotić,64,49
3,11:47.0,D. Mitchell misses 2-pt jump shot from 8 ft (block by J. Holiday),,64,49
3,11:43.0,,Defensive rebound by E. Payton,64,49
3,11:40.0,,E. Moore misses 3-pt jump shot from 23 ft,64,49
3,11:36.0,Defensive rebound by J. Ingles,,64,49
3,11:31.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),,67,49
3,11:20.0,,New Orleans full timeout,67,49
3,11:20.0,,I. Clark enters the game for E. Payton,67,49
3,11:11.0,,N. Mirotić misses 3-pt jump shot from 25 ft,67,49
3,11:08.0,Defensive rebound by R. Gobert,,67,49
3,11:01.0,J. Ingles misses 3-pt jump shot from 26 ft,,67,49
3,10:59.0,,Defensive rebound by N. Mirotić,67,49
3,10:43.0,,J. Randle makes 2-pt layup from 3 ft,67,51
3,10:19.0,R. Rubio misses 3-pt jump shot from 22 ft,,67,51
3,10:19.0,Offensive rebound by Team,,67,51
3,10:19.0,Personal foul by N. Mirotić (drawn by R. Gobert),,67,51
3,10:09.0,D. Favors misses 3-pt jump shot from 23 ft,,67,51
3,10:06.0,Offensive rebound by R. Gobert,,67,51
3,10:02.0,R. Gobert makes 2-pt layup from 1 ft,,69,51
3,9:54.0,,Turnover by J. Holiday (traveling),69,51
3,9:43.0,D. Favors makes 2-pt jump shot from 15 ft (assist by R. Rubio),,71,51
3,9:28.0,,E. Moore misses 2-pt jump shot from 11 ft (block by R. Gobert),71,51
3,9:23.0,,Offensive rebound by J. Randle,71,51
3,9:21.0,,N. Mirotić misses 3-pt jump shot from 23 ft,71,51
3,9:19.0,,Offensive rebound by J. Holiday,71,51
3,9:18.0,,J. Holiday misses 3-pt jump shot from 25 ft,71,51
3,9:16.0,,Offensive rebound by N. Mirotić,71,51
3,9:15.0,,N. Mirotić makes 2-pt layup from 1 ft,71,53
3,9:04.0,Shooting foul by N. Mirotić (drawn by D. Favors),,71,53
3,9:04.0,D. Favors makes free throw 1 of 2,,72,53
3,9:04.0,D. Favors makes free throw 2 of 2,,73,53
3,8:51.0,,I. Clark makes 2-pt jump shot from 10 ft,73,55
3,8:32.0,D. Favors misses 3-pt jump shot from 23 ft,,73,55
3,8:28.0,,Defensive rebound by E. Moore,73,55
3,8:27.0,,Turnover by E. Moore (lost ball; steal by R. Gobert),73,55
3,8:27.0,Personal foul by E. Moore (drawn by R. Gobert),,73,55
3,8:17.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,75,55
3,7:58.0,,N. Mirotić misses 3-pt jump shot from 25 ft,75,55
3,7:54.0,,Offensive rebound by J. Holiday,75,55
3,7:48.0,,J. Holiday makes 2-pt layup from 1 ft,75,57
3,7:30.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,77,57
3,7:25.0,,New Orleans full timeout,77,57
3,7:14.0,,J. Holiday makes 2-pt layup at rim,77,59
3,6:59.0,Shooting foul by E. Moore (drawn by D. Mitchell),,77,59
3,6:59.0,D. Mitchell makes free throw 1 of 2,,78,59
3,6:59.0,J. Crowder enters the game for D. Favors,,78,59
3,6:59.0,R. O'Neale enters the game for J. Ingles,,78,59
3,6:59.0,D. Mitchell makes free throw 2 of 2,,79,59
3,6:46.0,,J. Holiday misses 3-pt jump shot from 25 ft,79,59
3,6:43.0,Defensive rebound by R. Rubio,,79,59
3,6:37.0,R. Rubio makes 2-pt layup from 2 ft,,81,59
3,6:27.0,,Personal foul by D. Mitchell (drawn by I. Clark),81,59
3,6:22.0,,N. Mirotić misses 3-pt jump shot from 26 ft,81,59
3,6:19.0,Defensive rebound by D. Mitchell,,81,59
3,6:13.0,D. Mitchell makes 3-pt jump shot from 25 ft,,84,59
3,6:03.0,,J. Randle makes 2-pt dunk from 1 ft,84,61
3,5:48.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by R. Rubio),,87,61
3,5:40.0,,E. Moore misses 3-pt jump shot from 24 ft,87,61
3,5:38.0,Defensive rebound by R. Gobert,,87,61
3,5:22.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Rubio),,89,61
3,5:14.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Holiday),89,63
3,5:06.0,,Violation by Team (kicked ball),89,63
3,5:03.0,Personal foul by J. Holiday (drawn by D. Mitchell),,89,63
3,5:03.0,D. Mitchell makes free throw 1 of 2,,90,63
3,5:03.0,,S. Hill enters the game for I. Clark,90,63
3,5:03.0,,F. Jackson enters the game for J. Holiday,90,63
3,5:03.0,D. Mitchell misses free throw 2 of 2,,90,63
3,5:01.0,,Defensive rebound by N. Mirotić,90,63
3,4:51.0,,J. Randle makes 2-pt dunk from 1 ft (assist by S. Hill),90,65
3,4:26.0,Turnover by D. Mitchell (lost ball; steal by S. Hill),,90,65
3,4:26.0,,Personal foul by R. O'Neale (drawn by S. Hill),90,65
3,4:26.0,D. Exum enters the game for R. Rubio,,90,65
3,4:18.0,,Offensive foul by J. Randle (drawn by R. Gobert),90,65
3,4:18.0,,Turnover by J. Randle (offensive foul),90,65
3,4:18.0,,J. Okafor enters the game for J. Randle,90,65
3,4:04.0,J. Crowder misses 3-pt jump shot from 25 ft,,90,65
3,4:04.0,,Defensive rebound by Team,90,65
3,4:04.0,,Personal foul by R. Gobert (drawn by J. Okafor),90,65
3,4:04.0,D. Favors enters the game for R. Gobert,,90,65
3,3:58.0,,Personal foul by R. O'Neale (drawn by J. Okafor),90,65
3,3:53.0,,Shooting foul by D. Exum (drawn by F. Jackson),90,65
3,3:53.0,,F. Jackson misses free throw 1 of 2,90,65
3,3:53.0,,Offensive rebound by Team,90,65
3,3:53.0,,F. Jackson makes free throw 2 of 2,90,66
3,3:43.0,D. Exum makes 2-pt layup from 3 ft,,92,66
3,3:33.0,,Shooting foul by D. Favors (drawn by J. Okafor),92,66
3,3:33.0,,J. Okafor makes free throw 1 of 2,92,67
3,3:33.0,,K. Williams enters the game for E. Moore,92,67
3,3:33.0,,J. Okafor makes free throw 2 of 2,92,68
3,3:24.0,D. Exum makes 2-pt layup from 1 ft,,94,68
3,3:24.0,Shooting foul by J. Okafor (drawn by D. Exum),,94,68
3,3:24.0,A. Burks enters the game for D. Mitchell,,94,68
3,3:24.0,D. Exum misses free throw 1 of 1,,94,68
3,3:24.0,,Defensive rebound by N. Mirotić,94,68
3,3:07.0,,J. Okafor makes 2-pt dunk from 1 ft (assist by S. Hill),94,70
3,2:53.0,D. Exum misses 3-pt jump shot from 26 ft,,94,70
3,2:50.0,,Defensive rebound by K. Williams,94,70
3,2:38.0,,S. Hill misses 2-pt jump shot from 19 ft,94,70
3,2:34.0,Defensive rebound by R. O'Neale,,94,70
3,2:14.0,A. Burks makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,97,70
3,2:02.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by F. Jackson),97,73
3,1:43.0,D. Favors makes 2-pt dunk from 1 ft (assist by A. Burks),,99,73
3,1:35.0,,Personal foul by D. Exum (drawn by N. Mirotić),99,73
3,1:35.0,,N. Mirotić misses free throw 1 of 2,99,73
3,1:35.0,,Offensive rebound by Team,99,73
3,1:35.0,,N. Mirotić makes free throw 2 of 2,99,74
3,1:31.0,D. Exum misses 2-pt layup from 2 ft,,99,74
3,1:26.0,Offensive rebound by D. Favors,,99,74
3,1:24.0,D. Favors misses 2-pt layup from 2 ft,,99,74
3,1:22.0,,Defensive rebound by J. Okafor,99,74
3,1:20.0,,Shooting foul by D. Favors (drawn by S. Hill),99,74
3,1:20.0,,S. Hill makes free throw 1 of 2,99,75
3,1:20.0,,T. Frazier enters the game for N. Mirotić,99,75
3,1:20.0,,S. Hill misses free throw 2 of 2,99,75
3,1:20.0,,Offensive rebound by J. Okafor,99,75
3,1:20.0,,J. Okafor makes 2-pt layup from 1 ft,99,77
3,1:20.0,,Shooting foul by J. Crowder (drawn by J. Okafor),99,77
3,1:20.0,,J. Okafor makes free throw 1 of 1,99,78
3,1:11.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Exum),,101,78
3,1:00.0,,F. Jackson misses 2-pt jump shot from 6 ft,101,78
3,0:58.0,,Offensive rebound by J. Okafor,101,78
3,0:57.0,,J. Okafor makes 2-pt jump shot from 11 ft,101,80
3,0:45.0,Offensive foul by D. Favors (drawn by S. Hill),,101,80
3,0:45.0,Turnover by D. Favors (offensive foul),,101,80
3,0:45.0,E. Udoh enters the game for D. Favors,,101,80
3,0:32.0,,Shooting foul by R. O'Neale (drawn by F. Jackson),101,80
3,0:32.0,,F. Jackson makes free throw 1 of 2,101,81
3,0:32.0,,F. Jackson makes free throw 2 of 2,101,82
3,0:14.0,Personal foul by K. Williams (drawn by D. Exum),,101,82
3,0:14.0,D. Exum misses free throw 1 of 2,,101,82
3,0:14.0,Offensive rebound by Team,,101,82
3,0:14.0,D. Exum makes free throw 2 of 2,,102,82
3,0:01.0,,Turnover by S. Hill (lost ball; steal by A. Burks),102,82
4,11:56.0,,Shooting foul by E. Udoh (drawn by F. Jackson),102,82
4,11:56.0,,F. Jackson misses free throw 1 of 2,102,82
4,11:56.0,,Offensive rebound by Team,102,82
4,11:56.0,,F. Jackson makes free throw 2 of 2,102,83
4,11:41.0,J. Ingles misses 2-pt jump shot from 8 ft,,102,83
4,11:41.0,,Defensive rebound by Team,102,83
4,11:26.0,,K. Williams misses 2-pt layup from 2 ft,102,83
4,11:25.0,Defensive rebound by Team,,102,83
4,11:12.0,A. Burks misses 2-pt jump shot from 7 ft,,102,83
4,11:10.0,,Defensive rebound by K. Williams,102,83
4,11:01.0,,W. Johnson misses 3-pt jump shot from 25 ft,102,83
4,10:59.0,Defensive rebound by A. Burks,,102,83
4,10:45.0,Shooting foul by K. Williams (drawn by A. Burks),,102,83
4,10:45.0,A. Burks makes free throw 1 of 2,,103,83
4,10:45.0,G. Allen enters the game for D. Exum,,103,83
4,10:45.0,,C. Diallo enters the game for J. Okafor,103,83
4,10:45.0,A. Burks makes free throw 2 of 2,,104,83
4,10:25.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by T. Frazier),104,85
4,10:16.0,Utah full timeout,,104,85
4,10:16.0,D. Exum enters the game for A. Burks,,104,85
4,10:16.0,R. Gobert enters the game for E. Udoh,,104,85
4,10:06.0,G. Allen misses 2-pt jump shot from 10 ft,,104,85
4,10:04.0,,Defensive rebound by T. Frazier,104,85
4,9:59.0,,F. Jackson makes 3-pt jump shot from 23 ft (assist by T. Frazier),104,88
4,9:42.0,Turnover by G. Allen (traveling),,104,88
4,9:42.0,D. Mitchell enters the game for D. Exum,,104,88
4,9:42.0,R. Rubio enters the game for J. Ingles,,104,88
4,9:28.0,,F. Jackson misses 2-pt layup from 3 ft,104,88
4,9:23.0,,Offensive rebound by C. Diallo,104,88
4,9:23.0,,C. Diallo makes 2-pt dunk from 1 ft,104,90
4,9:19.0,Shooting foul by T. Frazier (drawn by R. Rubio),,104,90
4,9:19.0,R. Rubio makes free throw 1 of 2,,105,90
4,9:19.0,J. Crowder enters the game for G. Niang,,105,90
4,9:19.0,R. Rubio makes free throw 2 of 2,,106,90
4,9:05.0,,T. Frazier makes 2-pt jump shot from 15 ft,106,92
4,9:05.0,,Shooting foul by R. Rubio (drawn by T. Frazier),106,92
4,9:05.0,,T. Frazier misses free throw 1 of 1,106,92
4,9:05.0,Defensive rebound by R. Gobert,,106,92
4,8:50.0,J. Crowder misses 2-pt layup at rim,,106,92
4,8:48.0,,Defensive rebound by C. Diallo,106,92
4,8:42.0,,F. Jackson misses 3-pt jump shot from 25 ft,106,92
4,8:41.0,,Offensive rebound by T. Frazier,106,92
4,8:28.0,,T. Frazier misses 3-pt jump shot from 27 ft,106,92
