QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
1,6:14.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),17,20
1,5:56.0,J. Crowder misses 3-pt jump shot from 24 ft,,17,20
1,5:56.0,,Defensive rebound by Team,17,20
1,5:56.0,Loose ball foul by R. Gobert (drawn by M. Leonard),,17,20
1,5:41.0,,M. Leonard misses 3-pt jump shot from 24 ft,17,20
1,5:37.0,Defensive rebound by K. Korver,,17,20
1,5:28.0,R. Gobert makes 2-pt layup from 2 ft (assist by K. Korver),,19,20
1,5:20.0,,C. McCollum makes 3-pt jump shot from 24 ft,19,23
1,5:02.0,Offensive foul by J. Crowder (drawn by C. McCollum),,19,23
1,5:02.0,Turnover by J. Crowder (offensive foul),,19,23
1,4:49.0,,Shooting foul by D. Mitchell (drawn by D. Lillard),19,23
1,4:49.0,,D. Lillard makes free throw 1 of 3,19,24
1,4:49.0,,D. Lillard makes free throw 2 of 3,19,25
1,4:49.0,,D. Lillard makes free throw 3 of 3,19,26
1,4:37.0,D. Mitchell misses 3-pt jump shot from 25 ft,,19,26
1,4:36.0,,Defensive rebound by M. Leonard,19,26
1,4:25.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),19,29
1,4:12.0,Turnover by R. O'Neale (lost ball; steal by D. Lillard),,19,29
1,4:09.0,,D. Lillard makes 2-pt layup from 3 ft,19,31
1,4:09.0,Utah full timeout,,19,31
1,4:09.0,,J. Layman enters the game for A. Aminu,19,31
1,4:09.0,,E. Turner enters the game for M. Harkless,19,31
1,3:55.0,K. Korver misses 3-pt jump shot from 25 ft,,19,31
1,3:53.0,,Defensive rebound by M. Leonard,19,31
1,3:43.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by D. Lillard),19,34
1,3:30.0,Turnover by D. Mitchell (lost ball; steal by E. Turner),,19,34
1,3:23.0,,C. McCollum makes 2-pt jump shot from 16 ft,19,36
1,3:01.0,Shooting foul by D. Lillard (drawn by D. Mitchell),,19,36
1,3:01.0,D. Favors enters the game for R. Gobert,,19,36
1,3:01.0,R. Rubio enters the game for R. O'Neale,,19,36
1,3:01.0,,Z. Collins enters the game for M. Leonard,19,36
1,3:01.0,D. Mitchell makes free throw 1 of 2,,20,36
1,3:01.0,D. Mitchell makes free throw 2 of 2,,21,36
1,2:47.0,,D. Lillard misses 2-pt jump shot from 21 ft,21,36
1,2:44.0,,Offensive rebound by Z. Collins,21,36
1,2:37.0,,Z. Collins makes 2-pt hook shot from 2 ft (assist by D. Lillard),21,38
1,2:37.0,J. Ingles enters the game for D. Mitchell,,21,38
1,2:17.0,D. Favors misses 2-pt layup from 2 ft,,21,38
1,2:16.0,,Defensive rebound by D. Lillard,21,38
1,2:06.0,,Z. Collins misses 3-pt jump shot from 25 ft,21,38
1,2:03.0,Defensive rebound by R. Rubio,,21,38
1,1:46.0,D. Favors misses 2-pt layup from 2 ft (block by J. Layman),,21,38
1,1:44.0,,Defensive rebound by C. McCollum,21,38
1,1:41.0,,C. McCollum makes 2-pt jump shot from 9 ft,21,40
1,1:23.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),,23,40
1,1:02.0,,Z. Collins makes 3-pt jump shot from 25 ft (assist by E. Turner),23,43
1,0:50.0,D. Favors makes 2-pt hook shot from 4 ft (assist by R. Rubio),,25,43
1,0:35.0,,Offensive foul by D. Lillard (drawn by R. Rubio),25,43
1,0:35.0,,Turnover by D. Lillard (offensive foul),25,43
1,0:35.0,,Violation by Team (delay of game),25,43
1,0:35.0,,S. Curry enters the game for D. Lillard,25,43
1,0:23.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,27,43
1,0:02.0,,C. McCollum makes 2-pt jump shot from 18 ft,27,45
1,0:00.0,R. Rubio misses 3-pt jump shot from 47 ft,,27,45
1,0:00.0,Offensive rebound by Team,,27,45
2,11:48.0,,J. Layman misses 2-pt hook shot from 5 ft,27,45
2,11:47.0,Defensive rebound by J. Ingles,,27,45
2,11:39.0,R. Rubio misses 3-pt jump shot from 23 ft,,27,45
2,11:36.0,,Defensive rebound by E. Turner,27,45
2,11:30.0,,E. Turner makes 2-pt layup from 2 ft,27,47
2,11:13.0,J. Crowder misses 3-pt jump shot from 25 ft,,27,47
2,11:11.0,,Defensive rebound by E. Turner,27,47
2,11:03.0,,Z. Collins misses 2-pt jump shot from 14 ft,27,47
2,11:00.0,Defensive rebound by J. Ingles,,27,47
2,10:50.0,R. Rubio makes 2-pt jump shot from 8 ft,,29,47
2,10:35.0,,Personal foul by R. Rubio (drawn by S. Curry),29,47
2,10:35.0,,Offensive foul by J. Layman (drawn by R. Rubio),29,47
2,10:35.0,,Turnover by J. Layman (offensive foul),29,47
2,10:21.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Favors),,32,47
2,10:05.0,,Personal foul by J. Ingles (drawn by Z. Collins),32,47
2,9:58.0,,Turnover by C. McCollum (bad pass; steal by R. Rubio),32,47
2,9:51.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by J. Crowder),,35,47
2,9:32.0,,Shooting foul by R. O'Neale (drawn by Z. Collins),35,47
2,9:32.0,,Z. Collins makes free throw 1 of 2,35,48
2,9:32.0,,Z. Collins misses free throw 2 of 2,35,48
2,9:30.0,Defensive rebound by J. Crowder,,35,48
2,9:13.0,J. Ingles misses 3-pt jump shot from 25 ft,,35,48
2,9:11.0,,Defensive rebound by C. McCollum,35,48
2,9:05.0,,Shooting foul by R. O'Neale (drawn by C. McCollum),35,48
2,9:05.0,,C. McCollum makes free throw 1 of 2,35,49
2,9:05.0,G. Niang enters the game for J. Crowder,,35,49
2,9:05.0,,C. McCollum misses free throw 2 of 2,35,49
2,9:02.0,Defensive rebound by R. O'Neale,,35,49
2,8:49.0,G. Niang misses 3-pt jump shot from 23 ft,,35,49
2,8:46.0,,Defensive rebound by J. Layman,35,49
2,8:39.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),35,52
2,8:17.0,Shooting foul by E. Turner (drawn by R. Rubio),,35,52
2,8:17.0,R. Rubio makes free throw 1 of 2,,36,52
2,8:17.0,R. Gobert enters the game for D. Favors,,36,52
2,8:17.0,D. Mitchell enters the game for J. Ingles,,36,52
2,8:17.0,,D. Lillard enters the game for C. McCollum,36,52
2,8:17.0,R. Rubio makes free throw 2 of 2,,37,52
2,8:04.0,,D. Lillard misses 3-pt jump shot from 27 ft,37,52
2,8:02.0,Defensive rebound by R. O'Neale,,37,52
2,7:53.0,R. Rubio misses 2-pt jump shot from 19 ft,,37,52
2,7:51.0,,Defensive rebound by D. Lillard,37,52
2,7:43.0,,D. Lillard makes 2-pt jump shot from 14 ft,37,54
2,7:34.0,R. Rubio misses 3-pt jump shot from 24 ft,,37,54
2,7:34.0,,Defensive rebound by S. Curry,37,54
2,7:26.0,,S. Curry misses 3-pt jump shot from 25 ft,37,54
2,7:25.0,Defensive rebound by R. O'Neale,,37,54
2,7:25.0,Utah full timeout,,37,54
2,7:25.0,K. Korver enters the game for R. Rubio,,37,54
2,7:16.0,Shooting foul by Z. Collins (drawn by R. Gobert),,37,54
2,7:16.0,R. Gobert makes free throw 1 of 2,,38,54
2,7:16.0,R. Gobert misses free throw 2 of 2,,38,54
2,7:14.0,,Defensive rebound by J. Layman,38,54
2,6:55.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Layman),38,57
2,6:46.0,D. Mitchell makes 2-pt layup from 2 ft,,40,57
2,6:33.0,,J. Layman makes 3-pt jump shot from 24 ft (assist by D. Lillard),40,60
2,6:22.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,42,60
2,6:06.0,,E. Turner makes 2-pt jump shot from 15 ft (assist by D. Lillard),42,62
2,5:57.0,D. Mitchell makes 2-pt jump shot from 14 ft,,44,62
2,5:40.0,,Shooting foul by R. O'Neale (drawn by D. Lillard),44,62
2,5:40.0,,D. Lillard makes free throw 1 of 2,44,63
2,5:40.0,,M. Harkless enters the game for E. Turner,44,63
2,5:40.0,,D. Lillard makes free throw 2 of 2,44,64
2,5:22.0,D. Mitchell misses 2-pt layup from 2 ft,,44,64
2,5:20.0,Offensive rebound by D. Mitchell,,44,64
2,5:13.0,K. Korver misses 3-pt jump shot from 26 ft,,44,64
2,5:11.0,,Defensive rebound by Z. Collins,44,64
2,5:00.0,,J. Layman misses 3-pt jump shot from 23 ft,44,64
2,4:56.0,Defensive rebound by K. Korver,,44,64
2,4:52.0,Shooting foul by Z. Collins (drawn by D. Mitchell),,44,64
2,4:52.0,D. Mitchell misses free throw 1 of 2,,44,64
2,4:52.0,Offensive rebound by Team,,44,64
2,4:52.0,,A. Aminu enters the game for Z. Collins,44,64
2,4:52.0,,M. Leonard enters the game for J. Layman,44,64
2,4:52.0,D. Mitchell makes free throw 2 of 2,,45,64
2,4:38.0,,D. Lillard makes 3-pt jump shot from 26 ft,45,67
2,4:26.0,D. Mitchell misses 3-pt jump shot from 27 ft,,45,67
2,4:24.0,,Defensive rebound by D. Lillard,45,67
2,4:16.0,,D. Lillard makes 3-pt jump shot from 24 ft,45,70
2,4:15.0,Utah full timeout,,45,70
2,4:15.0,J. Crowder enters the game for K. Korver,,45,70
2,4:15.0,J. Ingles enters the game for G. Niang,,45,70
2,4:15.0,R. Rubio enters the game for R. O'Neale,,45,70
2,4:09.0,Offensive foul by J. Ingles (drawn by A. Aminu),,45,70
2,4:09.0,Turnover by J. Ingles (offensive foul),,45,70
2,3:57.0,,Turnover by D. Lillard (bad pass; steal by R. Rubio),45,70
2,3:54.0,D. Mitchell makes 2-pt dunk at rim,,47,70
2,3:39.0,,D. Lillard misses 2-pt layup from 1 ft (block by R. Gobert),47,70
2,3:38.0,Defensive rebound by D. Mitchell,,47,70
2,3:38.0,,C. McCollum enters the game for S. Curry,47,70
2,3:25.0,R. Rubio misses 3-pt jump shot from 25 ft,,47,70
2,3:24.0,,Defensive rebound by A. Aminu,47,70
2,3:09.0,,Turnover by C. McCollum (bad pass; steal by J. Ingles),47,70
2,2:52.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,49,70
2,2:33.0,,M. Harkless misses 3-pt jump shot from 25 ft,49,70
2,2:31.0,Defensive rebound by R. Gobert,,49,70
2,2:24.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,51,70
2,2:24.0,,Portland full timeout,51,70
2,2:12.0,,C. McCollum misses 3-pt jump shot from 24 ft,51,70
2,2:10.0,,Offensive rebound by M. Harkless,51,70
2,2:09.0,,M. Harkless misses 2-pt layup at rim,51,70
2,2:09.0,Defensive rebound by R. Gobert,,51,70
2,2:08.0,Offensive foul by J. Crowder (drawn by D. Lillard),,51,70
2,2:08.0,Turnover by J. Crowder (offensive foul),,51,70
2,2:01.0,,Turnover by D. Lillard (bad pass),51,70
2,1:47.0,J. Crowder misses 3-pt jump shot from 27 ft,,51,70
2,1:45.0,,Defensive rebound by D. Lillard,51,70
2,1:39.0,,Personal foul by R. Rubio (drawn by D. Lillard),51,70
2,1:39.0,,D. Lillard makes free throw 1 of 2,51,71
2,1:39.0,R. O'Neale enters the game for R. Rubio,,51,71
2,1:39.0,,D. Lillard makes free throw 2 of 2,51,72
2,1:26.0,R. Gobert makes 2-pt hook shot from 1 ft (assist by J. Crowder),,53,72
2,1:11.0,,M. Harkless makes 2-pt jump shot from 4 ft (assist by M. Leonard),53,74
2,1:02.0,Personal foul by M. Harkless (drawn by D. Mitchell),,53,74
2,1:02.0,,J. Layman enters the game for M. Harkless,53,74
2,0:54.0,Personal foul by M. Leonard (drawn by J. Ingles),,53,74
2,0:54.0,J. Ingles makes free throw 1 of 2,,54,74
2,0:54.0,J. Ingles makes free throw 2 of 2,,55,74
2,0:30.0,,Turnover by Team (shot clock),55,74
2,0:30.0,,E. Turner enters the game for J. Layman,55,74
2,0:08.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by J. Crowder),,58,74
2,0:00.0,,D. Lillard misses 2-pt layup from 1 ft,58,74
2,0:00.0,,Offensive rebound by A. Aminu,58,74
2,0:00.0,,A. Aminu misses 2-pt layup at rim,58,74
2,0:00.0,,Offensive rebound by Team,58,74
3,11:48.0,,Personal foul by D. Mitchell (drawn by M. Leonard),58,74
3,11:40.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by M. Leonard),58,76
3,11:25.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,60,76
3,11:09.0,,D. Lillard misses 3-pt jump shot from 25 ft,60,76
3,11:08.0,Defensive rebound by R. Gobert,,60,76
3,10:51.0,Turnover by J. Ingles (bad pass; steal by D. Lillard),,60,76
3,10:46.0,,C. McCollum misses 2-pt layup from 2 ft,60,76
3,10:44.0,Defensive rebound by D. Favors,,60,76
3,10:40.0,R. Gobert misses 2-pt layup from 2 ft,,60,76
3,10:38.0,Offensive rebound by R. Rubio,,60,76
3,10:36.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Rubio),,63,76
3,10:21.0,,M. Harkless misses 3-pt jump shot from 25 ft,63,76
3,10:19.0,Defensive rebound by D. Mitchell,,63,76
3,10:04.0,D. Mitchell makes 2-pt jump shot from 5 ft,,65,76
3,9:48.0,,D. Lillard makes 2-pt layup from 1 ft,65,78
3,9:37.0,R. Rubio misses 2-pt layup from 2 ft,,65,78
3,9:34.0,,Defensive rebound by M. Leonard,65,78
3,9:26.0,,D. Lillard misses 3-pt jump shot from 25 ft,65,78
3,9:25.0,Defensive rebound by R. Gobert,,65,78
3,9:09.0,D. Mitchell makes 2-pt jump shot from 4 ft (assist by R. Gobert),,67,78
3,9:09.0,,Portland full timeout,67,78
3,8:55.0,,A. Aminu misses 3-pt jump shot from 25 ft,67,78
3,8:53.0,Defensive rebound by R. Gobert,,67,78
3,8:40.0,Turnover by R. Rubio (bad pass; steal by M. Harkless),,67,78
3,8:35.0,,M. Harkless makes 2-pt dunk at rim,67,80
3,8:20.0,Turnover by D. Mitchell (traveling),,67,80
3,8:07.0,,Turnover by C. McCollum (bad pass; steal by D. Mitchell),67,80
3,7:57.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,70,80
3,7:36.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),70,82
3,7:16.0,Turnover by R. Rubio (bad pass; steal by C. McCollum),,70,82
3,7:13.0,,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),70,84
3,7:02.0,Personal foul by C. McCollum (drawn by R. Gobert),,70,84
3,7:02.0,G. Allen enters the game for D. Favors,,70,84
3,7:02.0,J. Crowder enters the game for R. Rubio,,70,84
3,6:53.0,D. Mitchell misses 2-pt jump shot from 5 ft,,70,84
3,6:53.0,,Defensive rebound by Team,70,84
3,6:36.0,,C. McCollum misses 3-pt jump shot from 28 ft,70,84
3,6:33.0,,Offensive rebound by M. Leonard,70,84
3,6:30.0,,C. McCollum makes 2-pt layup from 1 ft (assist by M. Leonard),70,86
3,6:11.0,D. Mitchell misses 2-pt jump shot from 19 ft,,70,86
3,6:08.0,,Defensive rebound by C. McCollum,70,86
3,5:58.0,,C. McCollum misses 2-pt layup from 1 ft,70,86
3,5:58.0,Defensive rebound by R. Gobert,,70,86
3,5:48.0,J. Ingles misses 3-pt jump shot from 24 ft,,70,86
3,5:46.0,,Defensive rebound by D. Lillard,70,86
3,5:29.0,,Personal foul by J. Crowder (drawn by D. Lillard),70,86
3,5:29.0,R. O'Neale enters the game for J. Ingles,,70,86
3,5:26.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),70,88
3,5:11.0,D. Mitchell misses 2-pt jump shot from 8 ft,,70,88
3,5:09.0,,Defensive rebound by A. Aminu,70,88
3,5:07.0,,Flagrant foul type 1 by G. Allen (drawn by A. Aminu),70,88
3,5:07.0,,A. Aminu makes flagrant free throw 1 of 2,70,89
3,5:07.0,,A. Aminu makes flagrant free throw 2 of 2,70,90
3,5:01.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by M. Harkless),70,93
3,4:48.0,J. Crowder misses 2-pt layup from 2 ft (block by C. McCollum),,70,93
3,4:47.0,,Defensive rebound by M. Leonard,70,93
3,4:36.0,,D. Lillard misses 2-pt layup from 5 ft (block by R. Gobert),70,93
3,4:35.0,Defensive rebound by Team,,70,93
3,4:26.0,D. Mitchell misses 2-pt layup from 2 ft (block by A. Aminu),,70,93
3,4:24.0,,Defensive rebound by M. Leonard,70,93
3,4:14.0,,Turnover by A. Aminu (lost ball; steal by R. O'Neale),70,93
3,4:02.0,Turnover by R. Gobert (bad pass; steal by M. Harkless),,70,93
3,3:57.0,,D. Lillard makes 2-pt layup from 1 ft,70,95
3,3:48.0,R. O'Neale misses 3-pt jump shot from 23 ft,,70,95
3,3:48.0,,Defensive rebound by Team,70,95
3,3:47.0,Loose ball foul by R. Gobert (drawn by M. Leonard),,70,95
3,3:43.0,,Personal foul by R. O'Neale (drawn by D. Lillard),70,95
3,3:43.0,,D. Lillard makes free throw 1 of 2,70,96
3,3:43.0,,D. Lillard makes free throw 2 of 2,70,97
3,3:35.0,G. Allen misses 2-pt jump shot from 4 ft,,70,97
3,3:34.0,Offensive rebound by R. Gobert,,70,97
3,3:32.0,G. Allen makes 3-pt jump shot from 26 ft (assist by R. Gobert),,73,97
3,3:10.0,,C. McCollum misses 2-pt jump shot from 18 ft,73,97
3,3:08.0,Defensive rebound by G. Allen,,73,97
3,3:08.0,Personal foul by C. McCollum (drawn by G. Allen),,73,97
3,3:08.0,,J. Layman enters the game for A. Aminu,73,97
3,3:08.0,,E. Turner enters the game for M. Harkless,73,97
3,2:58.0,D. Mitchell misses 2-pt jump shot from 16 ft,,73,97
3,2:55.0,,Defensive rebound by E. Turner,73,97
3,2:48.0,,Turnover by J. Layman (bad pass; steal by G. Allen),73,97
3,2:41.0,Turnover by G. Allen (bad pass; steal by C. McCollum),,73,97
3,2:38.0,,Personal foul by G. Allen (drawn by C. McCollum),73,97
3,2:38.0,Utah full timeout,,73,97
3,2:38.0,D. Favors enters the game for R. Gobert,,73,97
3,2:38.0,J. Ingles enters the game for D. Mitchell,,73,97
3,2:38.0,R. Rubio enters the game for R. O'Neale,,73,97
3,2:38.0,,C. McCollum makes free throw 1 of 2,73,98
3,2:38.0,,C. McCollum makes free throw 2 of 2,73,99
3,2:22.0,G. Allen makes 3-pt jump shot from 26 ft (assist by J. Ingles),,76,99
3,2:05.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Turner),76,102
3,1:52.0,R. Rubio misses 2-pt jump shot from 8 ft,,76,102
3,1:49.0,Offensive rebound by D. Favors,,76,102
3,1:49.0,D. Favors makes 2-pt layup at rim,,78,102
3,1:27.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),78,105
3,1:01.0,J. Crowder misses 3-pt jump shot from 42 ft,,78,105
3,1:01.0,Offensive rebound by Team,,78,105
3,1:01.0,Turnover by Team (shot clock),,78,105
3,1:01.0,,Z. Collins enters the game for M. Leonard,78,105
3,1:01.0,,S. Curry enters the game for C. McCollum,78,105
3,0:45.0,,Shooting foul by J. Ingles (drawn by Z. Collins),78,105
3,0:45.0,,Z. Collins makes free throw 1 of 2,78,106
3,0:45.0,,Z. Collins makes free throw 2 of 2,78,107
3,0:38.0,G. Allen misses 3-pt jump shot from 26 ft,,78,107
3,0:36.0,,Defensive rebound by J. Layman,78,107
3,0:22.0,,J. Layman misses 2-pt layup from 2 ft,78,107
3,0:22.0,,Offensive rebound by Z. Collins,78,107
3,0:19.0,,Turnover by Z. Collins (bad pass; steal by G. Allen),78,107
3,0:12.0,Shooting foul by J. Layman (drawn by J. Ingles),,78,107
3,0:12.0,J. Ingles makes free throw 1 of 2,,79,107
3,0:12.0,J. Ingles makes free throw 2 of 2,,80,107
3,0:05.0,,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),80,109
3,0:00.0,R. Rubio misses 2-pt jump shot from 16 ft,,80,109
3,0:00.0,Offensive rebound by Team,,80,109
4,11:47.0,J. Crowder makes 3-pt jump shot from 25 ft,,83,109
4,11:26.0,,E. Turner misses 2-pt jump shot from 18 ft,83,109
4,11:25.0,Defensive rebound by D. Favors,,83,109
4,11:20.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,86,109
4,11:20.0,Shooting foul by J. Layman (drawn by J. Crowder),,86,109
4,11:20.0,J. Crowder misses free throw 1 of 1,,86,109
4,11:18.0,,Defensive rebound by E. Turner,86,109
4,10:59.0,,J. Layman makes 2-pt layup from 2 ft,86,111
4,10:36.0,D. Favors misses 2-pt hook shot from 4 ft,,86,111
4,10:35.0,,Defensive rebound by D. Lillard,86,111
4,10:25.0,,D. Lillard makes 2-pt hook shot from 5 ft,86,113
4,10:09.0,G. Allen misses 2-pt layup from 1 ft (block by J. Layman),,86,113
4,10:07.0,,Defensive rebound by J. Layman,86,113
4,10:01.0,,Shooting foul by D. Favors (drawn by Z. Collins),86,113
4,10:01.0,,Z. Collins makes free throw 1 of 2,86,114
4,10:01.0,K. Korver enters the game for G. Allen,,86,114
4,10:01.0,,Z. Collins makes free throw 2 of 2,86,115
4,9:50.0,R. Rubio makes 2-pt jump shot from 5 ft,,88,115
4,9:27.0,,Z. Collins makes 2-pt jump shot from 13 ft (assist by J. Layman),88,117
4,9:19.0,Turnover by R. Rubio (bad pass),,88,117
4,9:19.0,G. Niang enters the game for J. Ingles,,88,117
4,9:01.0,,E. Turner misses 2-pt hook shot from 2 ft,88,117
4,9:00.0,,Offensive rebound by Z. Collins,88,117
4,9:00.0,,Personal foul by J. Crowder (drawn by E. Turner),88,117
4,9:00.0,R. O'Neale enters the game for J. Crowder,,88,117
4,8:58.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by E. Turner),88,120
4,8:43.0,R. Rubio misses 2-pt jump shot from 15 ft,,88,120
4,8:41.0,,Defensive rebound by D. Lillard,88,120
4,8:34.0,,E. Turner misses 2-pt jump shot from 8 ft,88,120
4,8:31.0,,Offensive rebound by Z. Collins,88,120
4,8:24.0,,Shooting foul by K. Korver (drawn by E. Turner),88,120
4,8:24.0,,E. Turner misses free throw 1 of 2,88,120
4,8:24.0,,Offensive rebound by Team,88,120
4,8:24.0,G. Allen enters the game for R. Rubio,,88,120
4,8:24.0,,E. Turner makes free throw 2 of 2,88,121
4,8:11.0,K. Korver misses 3-pt jump shot from 25 ft,,88,121
4,8:06.0,,Defensive rebound by S. Curry,88,121
4,8:00.0,,S. Curry misses 2-pt layup from 2 ft,88,121
4,7:58.0,Defensive rebound by D. Favors,,88,121
4,7:53.0,K. Korver makes 3-pt jump shot from 24 ft (assist by G. Allen),,91,121
4,7:27.0,,E. Turner misses 2-pt layup from 2 ft,91,121
4,7:25.0,Defensive rebound by K. Korver,,91,121
4,7:15.0,D. Favors misses 2-pt jump shot from 18 ft,,91,121
4,7:12.0,Offensive rebound by R. O'Neale,,91,121
4,7:03.0,G. Allen makes 2-pt jump shot from 3 ft,,93,121
4,6:48.0,,Turnover by E. Turner (bad pass; steal by D. Favors),93,121
4,6:43.0,G. Allen misses 3-pt jump shot from 26 ft,,93,121
4,6:42.0,Offensive rebound by D. Favors,,93,121
4,6:40.0,D. Favors makes 2-pt hook shot from 4 ft,,95,121
4,6:40.0,,Portland full timeout,95,121
4,6:40.0,N. Mitrou-Long enters the game for D. Favors,,95,121
4,6:40.0,E. Udoh enters the game for K. Korver,,95,121
4,6:40.0,,W. Baldwin enters the game for D. Lillard,95,121
4,6:40.0,,C. Swanigan enters the game for E. Turner,95,121
4,6:22.0,,S. Curry makes 2-pt jump shot from 2 ft,95,123
4,6:07.0,G. Niang makes 2-pt jump shot from 7 ft,,97,123
4,5:53.0,,J. Layman misses 3-pt jump shot from 25 ft,97,123
4,5:52.0,Defensive rebound by Team,,97,123
4,5:40.0,Turnover by R. O'Neale (out of bounds lost ball),,97,123
4,5:24.0,,Turnover by S. Curry (bad pass; steal by G. Niang),97,123
4,5:12.0,G. Allen misses 2-pt jump shot from 18 ft,,97,123
4,5:10.0,,Defensive rebound by Z. Collins,97,123
4,4:54.0,,Z. Collins misses 2-pt hook shot from 4 ft,97,123
4,4:52.0,,Offensive rebound by Z. Collins,97,123
4,4:48.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by Z. Collins),97,126
4,4:24.0,E. Udoh makes 2-pt layup from 1 ft (assist by G. Niang),,99,126
4,4:04.0,,W. Baldwin makes 2-pt jump shot from 14 ft,99,128
4,4:02.0,Utah full timeout,,99,128
4,4:02.0,T. Cavanaugh enters the game for R. O'Neale,,99,128
4,3:50.0,G. Niang misses 3-pt jump shot from 24 ft,,99,128
4,3:47.0,,Defensive rebound by Z. Collins,99,128
4,3:34.0,,C. Swanigan misses 2-pt jump shot from 21 ft,99,128
