QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
1,0:55.0,,A. Wiggins makes 2-pt jump shot from 8 ft,21,23
1,0:45.0,M. Morris makes 2-pt layup from 2 ft,,23,23
1,0:36.0,,D. Rose makes 2-pt jump shot from 3 ft,23,25
1,0:25.0,Turnover by T. Lyles (bad pass; steal by D. Šarić),,23,25
1,0:02.0,,D. Rose misses 3-pt jump shot from 33 ft,23,25
1,0:01.0,Defensive rebound by T. Lyles,,23,25
2,11:46.0,Personal foul by G. Dieng (drawn by M. Plumlee),,23,25
2,11:36.0,T. Lyles misses 2-pt jump shot from 6 ft,,23,25
2,11:33.0,,Defensive rebound by G. Dieng,23,25
2,11:21.0,,G. Dieng misses 2-pt jump shot from 11 ft,23,25
2,11:19.0,Defensive rebound by M. Morris,,23,25
2,11:10.0,T. Lyles misses 3-pt jump shot from 27 ft,,23,25
2,11:08.0,,Defensive rebound by Team,23,25
2,10:56.0,,Def 3 sec tech foul by Team,23,25
2,10:56.0,,R. Covington misses technical free throw,23,25
2,10:56.0,,Offensive rebound by Team,23,25
2,10:52.0,,G. Dieng misses 2-pt jump shot from 21 ft,23,25
2,10:49.0,Defensive rebound by Team,,23,25
2,10:49.0,,Violation by Team (kicked ball),23,25
2,10:31.0,T. Lyles misses 2-pt jump shot from 7 ft,,23,25
2,10:29.0,,Defensive rebound by D. Šarić,23,25
2,10:19.0,,T. Jones misses 2-pt jump shot from 21 ft,23,25
2,10:14.0,,Offensive rebound by D. Šarić,23,25
2,10:13.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by G. Dieng),23,28
2,9:55.0,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Plumlee),,25,28
2,9:41.0,,R. Covington misses 2-pt layup from 3 ft,25,28
2,9:38.0,Defensive rebound by M. Plumlee,,25,28
2,9:31.0,T. Lyles makes 2-pt dunk from 2 ft (assist by M. Plumlee),,27,28
2,9:12.0,,D. Rose makes 2-pt jump shot from 9 ft,27,30
2,9:01.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Morris),,30,30
2,8:47.0,,D. Šarić misses 3-pt jump shot from 25 ft,30,30
2,8:44.0,,Offensive rebound by G. Dieng,30,30
2,8:43.0,,D. Šarić makes 2-pt jump shot from 19 ft (assist by G. Dieng),30,32
2,8:26.0,T. Lyles makes 2-pt layup from 2 ft (assist by M. Plumlee),,32,32
2,8:07.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by G. Dieng),32,35
2,8:07.0,Denver full timeout,,32,35
2,7:57.0,Personal foul by G. Dieng (drawn by M. Morris),,32,35
2,7:48.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),,35,35
2,7:29.0,,Shooting foul by M. Beasley (drawn by T. Jones),35,35
2,7:29.0,,T. Jones makes free throw 1 of 2,35,36
2,7:29.0,,K. Towns enters the game for G. Dieng,35,36
2,7:29.0,,T. Jones makes free throw 2 of 2,35,37
2,7:16.0,M. Plumlee misses 2-pt layup from 5 ft,,35,37
2,7:14.0,,Defensive rebound by R. Covington,35,37
2,6:57.0,,D. Rose makes 2-pt jump shot from 4 ft,35,39
2,6:39.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),,37,39
2,6:32.0,,R. Covington misses 3-pt jump shot from 25 ft,37,39
2,6:32.0,,Offensive rebound by Team,37,39
2,6:32.0,G. Harris enters the game for J. Murray,,37,39
2,6:32.0,,J. Teague enters the game for T. Jones,37,39
2,6:19.0,,Personal foul by M. Plumlee (drawn by K. Towns),37,39
2,6:19.0,P. Millsap enters the game for T. Lyles,,37,39
2,6:07.0,,K. Towns misses 2-pt layup from 7 ft,37,39
2,6:05.0,Defensive rebound by P. Millsap,,37,39
2,6:02.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Morris),,40,39
2,5:45.0,,D. Šarić misses 2-pt jump shot from 20 ft,40,39
2,5:43.0,Defensive rebound by M. Morris,,40,39
2,5:38.0,Turnover by P. Millsap (bad pass; steal by J. Teague),,40,39
2,5:29.0,,Personal foul by M. Beasley (drawn by D. Šarić),40,39
2,5:29.0,N. Jokić enters the game for M. Plumlee,,40,39
2,5:29.0,,T. Gibson enters the game for D. Šarić,40,39
2,5:26.0,,Personal foul by M. Morris (drawn by K. Towns),40,39
2,5:22.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),40,41
2,5:22.0,,Shooting foul by M. Beasley (drawn by T. Gibson),40,41
2,5:22.0,J. Hernangómez enters the game for M. Beasley,,40,41
2,5:22.0,J. Murray enters the game for M. Morris,,40,41
2,5:22.0,,T. Gibson makes free throw 1 of 1,40,42
2,5:09.0,P. Millsap makes 2-pt layup from 5 ft (assist by J. Hernangómez),,42,42
2,4:50.0,,Personal foul by P. Millsap (drawn by K. Towns),42,42
2,4:50.0,,K. Towns makes free throw 1 of 2,42,43
2,4:50.0,,A. Wiggins enters the game for D. Rose,42,43
2,4:50.0,,K. Towns misses free throw 2 of 2,42,43
2,4:48.0,Defensive rebound by N. Jokić,,42,43
2,4:33.0,Offensive foul by N. Jokić (drawn by R. Covington),,42,43
2,4:33.0,Turnover by N. Jokić (offensive foul),,42,43
2,4:18.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),42,45
2,4:05.0,Turnover by J. Hernangómez (lost ball; steal by R. Covington),,42,45
2,3:58.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),42,47
2,3:46.0,J. Murray makes 2-pt layup from 1 ft,,44,47
2,3:33.0,,Turnover by A. Wiggins (out of bounds lost ball),44,47
2,3:18.0,N. Jokić makes 2-pt layup from 2 ft,,46,47
2,3:02.0,,K. Towns makes 2-pt hook shot from 7 ft,46,49
2,2:59.0,Denver full timeout,,46,49
2,2:45.0,J. Hernangómez misses 3-pt jump shot from 27 ft,,46,49
2,2:42.0,,Defensive rebound by T. Gibson,46,49
2,2:26.0,,Shooting foul by P. Millsap (drawn by K. Towns),46,49
2,2:26.0,,K. Towns makes free throw 1 of 2,46,50
2,2:26.0,,K. Towns makes free throw 2 of 2,46,51
2,2:16.0,P. Millsap misses 2-pt jump shot from 12 ft,,46,51
2,2:12.0,,Defensive rebound by K. Towns,46,51
2,2:05.0,,Shooting foul by J. Murray (drawn by J. Teague),46,51
2,2:05.0,,J. Teague misses free throw 1 of 2,46,51
2,2:05.0,,Offensive rebound by Team,46,51
2,2:05.0,,J. Teague makes free throw 2 of 2,46,52
2,1:54.0,Shooting foul by T. Gibson (drawn by G. Harris),,46,52
2,1:54.0,G. Harris makes free throw 1 of 2,,47,52
2,1:54.0,M. Plumlee enters the game for P. Millsap,,47,52
2,1:54.0,G. Harris makes free throw 2 of 2,,48,52
2,1:36.0,,Turnover by J. Teague (bad pass; steal by M. Plumlee),48,52
2,1:32.0,G. Harris makes 2-pt jump shot from 21 ft (assist by M. Plumlee),,50,52
2,1:20.0,,Shooting foul by M. Plumlee (drawn by K. Towns),50,52
2,1:20.0,,K. Towns makes free throw 1 of 2,50,53
2,1:20.0,,K. Towns makes free throw 2 of 2,50,54
2,1:13.0,N. Jokić misses 2-pt jump shot from 21 ft,,50,54
2,1:02.0,Offensive rebound by J. Hernangómez,,50,54
2,1:02.0,J. Hernangómez misses 2-pt layup from 1 ft,,50,54
2,1:01.0,,Defensive rebound by K. Towns,50,54
2,0:49.0,,R. Covington misses 3-pt jump shot from 25 ft,50,54
2,0:47.0,,Offensive rebound by K. Towns,50,54
2,0:47.0,,Turnover by Team (shot clock),50,54
2,0:35.0,Turnover by J. Hernangómez (traveling),,50,54
2,0:28.0,,Offensive foul by J. Teague (drawn by J. Murray),50,54
2,0:28.0,,Turnover by J. Teague (offensive foul),50,54
2,0:28.0,,G. Dieng enters the game for K. Towns,50,54
2,0:13.0,N. Jokić misses 3-pt jump shot from 25 ft,,50,54
2,0:10.0,Offensive rebound by M. Plumlee,,50,54
2,0:08.0,G. Harris misses 3-pt jump shot from 25 ft,,50,54
2,0:07.0,,Defensive rebound by J. Teague,50,54
2,0:07.0,,Personal foul by N. Jokić (drawn by J. Teague),50,54
2,0:07.0,,J. Teague makes free throw 1 of 2,50,55
2,0:07.0,M. Beasley enters the game for M. Plumlee,,50,55
2,0:07.0,,J. Teague makes free throw 2 of 2,50,56
2,0:01.0,J. Murray misses 2-pt layup from 3 ft,,50,56
2,0:01.0,Offensive rebound by Team,,50,56
3,11:50.0,Offensive foul by J. Murray (drawn by J. Teague),,50,56
3,11:50.0,Turnover by J. Murray (offensive foul),,50,56
3,11:36.0,,Turnover by R. Covington (lost ball; steal by J. Murray),50,56
3,11:24.0,J. Murray misses 3-pt jump shot from 26 ft,,50,56
3,11:22.0,,Defensive rebound by K. Towns,50,56
3,11:12.0,,J. Teague misses 2-pt layup from 1 ft (block by J. Murray),50,56
3,11:08.0,Defensive rebound by N. Jokić,,50,56
3,11:05.0,N. Jokić misses 3-pt jump shot from 25 ft,,50,56
3,11:01.0,,Defensive rebound by K. Towns,50,56
3,10:50.0,,K. Towns misses 3-pt jump shot from 25 ft,50,56
3,10:50.0,Defensive rebound by J. Hernangómez,,50,56
3,10:41.0,G. Harris makes 2-pt dunk from 1 ft,,52,56
3,10:22.0,,A. Wiggins misses 2-pt jump shot from 16 ft,52,56
3,10:19.0,Defensive rebound by P. Millsap,,52,56
3,10:10.0,P. Millsap makes 2-pt layup from 2 ft,,54,56
3,10:01.0,,Minnesota full timeout,54,56
3,9:53.0,,A. Wiggins misses 2-pt layup from 4 ft,54,56
3,9:50.0,Defensive rebound by J. Murray,,54,56
3,9:47.0,Shooting foul by A. Wiggins (drawn by P. Millsap),,54,56
3,9:47.0,P. Millsap misses free throw 1 of 2,,54,56
3,9:47.0,Offensive rebound by Team,,54,56
3,9:47.0,P. Millsap makes free throw 2 of 2,,55,56
3,9:33.0,,Turnover by K. Towns (bad pass; steal by P. Millsap),55,56
3,9:16.0,G. Harris misses 3-pt jump shot from 23 ft,,55,56
3,9:13.0,,Defensive rebound by T. Gibson,55,56
3,8:55.0,,Turnover by K. Towns (lost ball; steal by P. Millsap),55,56
3,8:38.0,J. Murray misses 2-pt jump shot from 21 ft,,55,56
3,8:34.0,,Defensive rebound by T. Gibson,55,56
3,8:16.0,,Personal foul by P. Millsap (drawn by K. Towns),55,56
3,8:13.0,Violation by Team (kicked ball),,55,56
3,8:06.0,,Turnover by K. Towns (3 sec),55,56
3,7:55.0,P. Millsap makes 2-pt jump shot from 17 ft (assist by J. Murray),,57,56
3,7:42.0,,A. Wiggins misses 2-pt jump shot from 20 ft,57,56
3,7:40.0,Defensive rebound by G. Harris,,57,56
3,7:34.0,J. Murray misses 3-pt jump shot from 24 ft,,57,56
3,7:31.0,Offensive rebound by N. Jokić,,57,56
3,7:30.0,N. Jokić misses 2-pt hook shot from 1 ft,,57,56
3,7:26.0,,Defensive rebound by T. Gibson,57,56
3,7:16.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by K. Towns),57,59
3,7:01.0,Personal foul by T. Gibson (drawn by N. Jokić),,57,59
3,6:55.0,Personal foul by A. Wiggins (drawn by G. Harris),,57,59
3,6:43.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,60,59
3,6:24.0,,Turnover by K. Towns (lost ball; steal by P. Millsap),60,59
3,6:20.0,P. Millsap makes 2-pt layup from 2 ft (assist by G. Harris),,62,59
3,6:07.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),62,62
3,6:00.0,P. Millsap makes 2-pt jump shot from 12 ft (assist by N. Jokić),,64,62
3,5:48.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),64,65
3,5:36.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),,67,65
3,5:23.0,,K. Towns misses 2-pt jump shot from 4 ft,67,65
3,5:23.0,Defensive rebound by Team,,67,65
3,5:23.0,,Loose ball foul by K. Towns (drawn by P. Millsap),67,65
3,5:23.0,M. Plumlee enters the game for P. Millsap,,67,65
3,5:23.0,,D. Rose enters the game for R. Covington,67,65
3,5:23.0,,D. Šarić enters the game for T. Gibson,67,65
3,5:07.0,J. Hernangómez misses 2-pt jump shot from 5 ft,,67,65
3,5:05.0,,Defensive rebound by J. Teague,67,65
3,4:48.0,,Turnover by J. Teague (bad pass; steal by G. Harris),67,65
3,4:47.0,G. Harris misses 2-pt layup from 1 ft,,67,65
3,4:47.0,Offensive rebound by J. Hernangómez,,67,65
3,4:40.0,J. Hernangómez makes 2-pt dunk at rim,,69,65
3,4:31.0,,J. Teague misses 3-pt jump shot from 25 ft,69,65
3,4:31.0,,Offensive rebound by D. Rose,69,65
3,4:26.0,,D. Šarić misses 3-pt jump shot from 26 ft,69,65
3,4:22.0,Defensive rebound by M. Plumlee,,69,65
3,4:15.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,72,65
3,3:59.0,,Shooting foul by J. Murray (drawn by D. Šarić),72,65
3,3:59.0,,D. Šarić makes free throw 1 of 2,72,66
3,3:59.0,M. Morris enters the game for G. Harris,,72,66
3,3:59.0,,T. Jones enters the game for J. Teague,72,66
3,3:59.0,,D. Šarić makes free throw 2 of 2,72,67
3,3:43.0,J. Murray misses 2-pt jump shot from 6 ft,,72,67
3,3:40.0,,Defensive rebound by A. Wiggins,72,67
3,3:34.0,,K. Towns misses 3-pt jump shot from 26 ft,72,67
3,3:32.0,Defensive rebound by J. Hernangómez,,72,67
3,3:21.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),,75,67
3,2:58.0,,A. Wiggins misses 3-pt jump shot from 22 ft,75,67
3,2:56.0,,Offensive rebound by D. Šarić,75,67
3,2:53.0,,D. Rose misses 3-pt jump shot from 26 ft,75,67
3,2:49.0,Defensive rebound by N. Jokić,,75,67
3,2:34.0,J. Murray makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,78,67
3,2:27.0,,Minnesota full timeout,78,67
3,2:27.0,,G. Dieng enters the game for K. Towns,78,67
3,2:12.0,,D. Rose misses 3-pt jump shot from 25 ft (block by J. Murray),78,67
3,2:09.0,Defensive rebound by N. Jokić,,78,67
3,1:56.0,J. Murray makes 2-pt jump shot from 11 ft (assist by N. Jokić),,80,67
3,1:40.0,,Turnover by A. Wiggins (bad pass; steal by M. Plumlee),80,67
3,1:38.0,Turnover by M. Plumlee (bad pass),,80,67
3,1:20.0,,A. Wiggins misses 2-pt layup from 2 ft (block by M. Plumlee),80,67
3,1:20.0,,Offensive rebound by Team,80,67
3,1:13.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by G. Dieng),80,70
3,0:56.0,J. Hernangómez misses 3-pt jump shot from 23 ft,,80,70
3,0:55.0,,Defensive rebound by Team,80,70
3,0:55.0,Loose ball foul by N. Jokić (drawn by G. Dieng),,80,70
3,0:55.0,T. Lyles enters the game for N. Jokić,,80,70
3,0:41.0,,A. Wiggins makes 2-pt layup from 4 ft,80,72
3,0:31.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,83,72
3,0:18.0,,Shooting foul by J. Murray (drawn by D. Rose),83,72
3,0:18.0,,D. Rose makes free throw 1 of 2,83,73
3,0:18.0,G. Harris enters the game for J. Murray,,83,73
3,0:18.0,,D. Rose makes free throw 2 of 2,83,74
3,0:04.0,M. Morris makes 2-pt jump shot from 10 ft,,85,74
3,0:00.0,,T. Jones misses 2-pt layup from 2 ft,85,74
3,0:00.0,,Offensive rebound by Team,85,74
4,11:43.0,,T. Jones misses 3-pt jump shot from 25 ft,85,74
4,11:37.0,,Offensive rebound by D. Rose,85,74
4,11:34.0,,R. Covington misses 3-pt jump shot from 26 ft,85,74
4,11:30.0,Defensive rebound by M. Plumlee,,85,74
4,11:19.0,M. Morris makes 2-pt jump shot from 15 ft,,87,74
4,11:09.0,,Turnover by T. Jones (bad pass; steal by G. Harris),87,74
4,10:56.0,G. Harris misses 3-pt jump shot from 23 ft,,87,74
4,10:53.0,,Defensive rebound by G. Dieng,87,74
4,10:42.0,,Shooting foul by G. Harris (drawn by D. Rose),87,74
4,10:42.0,,D. Rose makes free throw 1 of 2,87,75
4,10:42.0,,D. Rose makes free throw 2 of 2,87,76
4,10:20.0,M. Morris misses 2-pt jump shot from 13 ft,,87,76
4,10:18.0,,Defensive rebound by G. Dieng,87,76
4,10:05.0,,Turnover by D. Rose (lost ball; steal by M. Plumlee),87,76
4,9:55.0,M. Beasley misses 2-pt layup from 7 ft (block by G. Dieng),,87,76
4,9:54.0,Offensive rebound by G. Harris,,87,76
4,9:53.0,Turnover by M. Morris (step out of bounds),,87,76
4,9:42.0,,D. Šarić misses 3-pt jump shot from 25 ft,87,76
4,9:39.0,Defensive rebound by M. Beasley,,87,76
4,9:28.0,Personal foul by D. Šarić (drawn by T. Lyles),,87,76
4,9:20.0,M. Plumlee makes 2-pt layup from 1 ft,,89,76
4,9:06.0,,Shooting foul by M. Plumlee (drawn by D. Rose),89,76
4,9:06.0,,D. Rose makes free throw 1 of 2,89,77
4,9:06.0,,D. Rose makes free throw 2 of 2,89,78
4,8:49.0,T. Lyles misses 2-pt jump shot from 7 ft,,89,78
4,8:47.0,,Defensive rebound by G. Dieng,89,78
4,8:42.0,,T. Jones misses 3-pt jump shot from 23 ft,89,78
4,8:42.0,Defensive rebound by M. Beasley,,89,78
4,8:33.0,Turnover by G. Harris (bad pass; steal by R. Covington),,89,78
4,8:20.0,,T. Jones makes 2-pt layup from 1 ft (assist by D. Šarić),89,80
4,8:20.0,Denver full timeout,,89,80
4,8:20.0,N. Jokić enters the game for M. Plumlee,,89,80
4,8:04.0,Turnover by T. Lyles (lost ball; steal by G. Dieng),,89,80
4,8:03.0,,Personal foul by N. Jokić (drawn by G. Dieng),89,80
4,7:45.0,,D. Šarić makes 2-pt layup from 3 ft (assist by D. Rose),89,82
4,7:45.0,,Shooting foul by T. Lyles (drawn by D. Šarić),89,82
4,7:45.0,,D. Šarić makes free throw 1 of 1,89,83
4,7:33.0,Turnover by N. Jokić (bad pass; steal by T. Jones),,89,83
4,7:25.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by D. Šarić),89,86
4,7:10.0,G. Harris misses 2-pt layup from 3 ft (block by G. Dieng),,89,86
4,7:08.0,,Defensive rebound by D. Šarić,89,86
4,7:03.0,,D. Šarić makes 2-pt jump shot from 20 ft (assist by D. Rose),89,88
4,7:02.0,Denver full timeout,,89,88
4,7:02.0,P. Millsap enters the game for M. Beasley,,89,88
4,7:02.0,J. Murray enters the game for T. Lyles,,89,88
4,6:44.0,J. Murray misses 3-pt jump shot from 26 ft,,89,88
4,6:41.0,,Defensive rebound by Team,89,88
4,6:24.0,,D. Rose misses 2-pt jump shot from 21 ft,89,88
4,6:20.0,Defensive rebound by M. Morris,,89,88
4,6:15.0,Personal foul by R. Covington (drawn by G. Harris),,89,88
4,6:09.0,N. Jokić misses 3-pt jump shot from 25 ft,,89,88
4,6:07.0,,Defensive rebound by Team,89,88
4,5:48.0,,Turnover by G. Dieng (bad pass; steal by N. Jokić),89,88
4,5:26.0,J. Murray misses 3-pt jump shot from 25 ft,,89,88
4,5:23.0,,Defensive rebound by D. Šarić,89,88
4,5:09.0,,G. Dieng misses 2-pt jump shot from 15 ft,89,88
4,5:06.0,Defensive rebound by P. Millsap,,89,88
4,4:56.0,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Morris),,92,88
4,4:55.0,,Minnesota full timeout,92,88
4,4:55.0,J. Hernangómez enters the game for M. Morris,,92,88
4,4:55.0,,J. Teague enters the game for G. Dieng,92,88
4,4:55.0,,K. Towns enters the game for T. Jones,92,88
4,4:44.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by K. Towns),92,91
4,4:23.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,94,91
4,4:06.0,,K. Towns misses 2-pt layup from 3 ft (block by P. Millsap),94,91
4,4:03.0,Defensive rebound by G. Harris,,94,91
4,3:45.0,N. Jokić misses 2-pt jump shot from 2 ft,,94,91
4,3:43.0,,Defensive rebound by R. Covington,94,91
4,3:19.0,,D. Rose misses 3-pt jump shot from 28 ft,94,91
4,3:15.0,Defensive rebound by P. Millsap,,94,91
4,3:07.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,97,91
4,2:52.0,,R. Covington misses 3-pt jump shot from 26 ft,97,91
4,2:50.0,,Offensive rebound by D. Šarić,97,91
4,2:41.0,,J. Teague misses 2-pt jump shot from 22 ft,97,91
4,2:40.0,,Offensive rebound by Team,97,91
4,2:40.0,Loose ball foul by G. Harris (drawn by K. Towns),,97,91
4,2:40.0,,K. Towns makes free throw 1 of 2,97,92
4,2:40.0,,K. Towns makes free throw 2 of 2,97,93
4,2:26.0,Turnover by J. Murray (bad pass; steal by D. Rose),,97,93
4,2:23.0,,R. Covington makes 2-pt dunk at rim (assist by D. Šarić),97,95
4,2:06.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,99,95
4,1:53.0,,R. Covington misses 3-pt jump shot from 26 ft,99,95
4,1:48.0,Defensive rebound by G. Harris,,99,95
4,1:32.0,P. Millsap makes 2-pt jump shot from 5 ft,,101,95
4,1:32.0,,Minnesota full timeout,101,95
4,1:32.0,M. Plumlee enters the game for N. Jokić,,101,95
4,1:32.0,,A. Wiggins enters the game for D. Šarić,101,95
4,1:26.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),101,97
4,1:26.0,,Shooting foul by P. Millsap (drawn by K. Towns),101,97
4,1:26.0,N. Jokić enters the game for M. Plumlee,,101,97
4,1:26.0,,K. Towns misses free throw 1 of 1,101,97
4,1:26.0,Defensive rebound by Team,,101,97
4,1:15.0,Personal foul by J. Teague (drawn by J. Murray),,101,97
4,1:01.0,N. Jokić misses 2-pt jump shot from 12 ft,,101,97
4,1:01.0,,Defensive rebound by R. Covington,101,97
4,0:46.0,,A. Wiggins misses 3-pt jump shot from 26 ft,101,97
