QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
4,1:19.0,,Turnover by L. Dončić (bad pass),104,99
4,1:07.0,Personal foul by L. Dončić (drawn by D. White),,104,99
4,0:58.0,D. White makes 2-pt jump shot from 17 ft,,106,99
4,0:49.0,,J. Brunson makes 2-pt jump shot from 22 ft (assist by L. Dončić),106,101
4,0:35.0,Turnover by L. Aldridge (3 sec),,106,101
4,0:35.0,,Dallas full timeout,106,101
4,0:35.0,,T. Hardaway enters the game for D. Finney-Smith,106,101
4,0:32.0,,L. Dončić misses 3-pt jump shot from 25 ft,106,101
4,0:30.0,,Offensive rebound by L. Dončić,106,101
4,0:30.0,,Personal foul by P. Mills (drawn by L. Dončić),106,101
4,0:30.0,,L. Dončić misses free throw 1 of 2,106,101
4,0:30.0,,Offensive rebound by Team,106,101
4,0:30.0,,L. Dončić misses free throw 2 of 2,106,101
4,0:27.0,Defensive rebound by D. DeRozan,,106,101
4,0:24.0,San Antonio full timeout,,106,101
4,0:24.0,San Antonio full timeout,,106,101
4,0:23.0,Personal take foul by D. Powell (drawn by L. Aldridge),,106,101
4,0:23.0,L. Aldridge makes free throw 1 of 2,,107,101
4,0:23.0,L. Aldridge makes free throw 2 of 2,,108,101
4,0:16.0,,J. Brunson makes 2-pt layup from 1 ft,108,103
4,0:15.0,Personal take foul by M. Kleber (drawn by D. DeRozan),,108,103
4,0:15.0,D. DeRozan makes free throw 1 of 2,,109,103
4,0:15.0,D. DeRozan makes free throw 2 of 2,,110,103
4,0:09.0,,J. Brunson makes 2-pt layup from 1 ft,110,105
4,0:08.0,Personal take foul by T. Hardaway (drawn by D. DeRozan),,110,105
4,0:08.0,D. DeRozan makes free throw 1 of 2,,111,105
4,0:08.0,D. DeRozan makes free throw 2 of 2,,112,105
