QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
1,2:16.0,,M. Morris misses free throw 2 of 2,17,26
1,2:16.0,Defensive rebound by E. İlyasova,,17,26
1,1:58.0,P. Connaughton makes 2-pt jump shot from 3 ft (assist by E. İlyasova),,19,26
1,1:50.0,,T. Rozier makes 2-pt layup from 1 ft,19,28
1,1:25.0,G. Hill misses 2-pt hook shot from 8 ft,,19,28
1,1:23.0,,Defensive rebound by A. Baynes,19,28
1,1:19.0,,G. Hayward misses 3-pt jump shot from 26 ft,19,28
1,1:17.0,Defensive rebound by G. Hill,,19,28
1,1:10.0,Personal foul by M. Morris (drawn by K. Middleton),,19,28
1,1:10.0,G. Antetokounmpo enters the game for E. İlyasova,,19,28
1,1:10.0,E. Bledsoe enters the game for B. Lopez,,19,28
1,1:10.0,N. Mirotić enters the game for K. Middleton,,19,28
1,1:10.0,,J. Brown enters the game for M. Morris,19,28
1,1:10.0,,J. Tatum enters the game for M. Smart,19,28
1,0:56.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,19,28
1,0:55.0,Offensive rebound by N. Mirotić,,19,28
1,0:54.0,N. Mirotić misses 2-pt layup from 1 ft,,19,28
1,0:53.0,,Defensive rebound by J. Brown,19,28
1,0:35.0,,J. Brown misses 3-pt jump shot from 27 ft,19,28
1,0:33.0,Defensive rebound by G. Hill,,19,28
1,0:28.0,G. Hill misses 3-pt jump shot from 27 ft,,19,28
1,0:26.0,,Defensive rebound by A. Baynes,19,28
1,0:06.0,,Personal foul by E. Bledsoe (drawn by J. Tatum),19,28
1,0:06.0,,J. Tatum makes free throw 1 of 2,19,29
1,0:06.0,S. Brown enters the game for E. Bledsoe,,19,29
1,0:06.0,,S. Ojeleye enters the game for A. Baynes,19,29
1,0:06.0,,J. Tatum makes free throw 2 of 2,19,30
1,0:00.0,P. Connaughton makes 3-pt jump shot from 24 ft (assist by G. Hill),,22,30
2,11:39.0,,T. Rozier misses 3-pt jump shot from 26 ft,22,30
2,11:35.0,Defensive rebound by N. Mirotić,,22,30
2,11:25.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by S. Brown),,25,30
2,11:16.0,,Personal foul by G. Hill (drawn by A. Horford),25,30
2,11:16.0,E. Bledsoe enters the game for G. Hill,,25,30
2,11:04.0,,Offensive foul by J. Brown (drawn by E. Bledsoe),25,30
2,11:04.0,,Turnover by J. Brown (offensive foul),25,30
2,10:44.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,27,30
2,10:29.0,,A. Horford misses 2-pt hook shot from 8 ft,27,30
2,10:28.0,Defensive rebound by P. Connaughton,,27,30
2,10:23.0,S. Brown misses 3-pt jump shot from 26 ft,,27,30
2,10:19.0,,Defensive rebound by T. Rozier,27,30
2,10:07.0,,J. Tatum misses 3-pt jump shot from 26 ft,27,30
2,10:05.0,Defensive rebound by P. Connaughton,,27,30
2,9:53.0,G. Antetokounmpo misses 2-pt hook shot from 7 ft,,27,30
2,9:51.0,Offensive rebound by G. Antetokounmpo,,27,30
2,9:48.0,E. Bledsoe misses 2-pt layup from 3 ft (block by T. Rozier),,27,30
2,9:46.0,Offensive rebound by Team,,27,30
2,9:46.0,K. Middleton enters the game for P. Connaughton,,27,30
2,9:46.0,,K. Irving enters the game for G. Hayward,27,30
2,9:41.0,N. Mirotić misses 3-pt jump shot from 23 ft,,27,30
2,9:39.0,,Defensive rebound by A. Horford,27,30
2,9:34.0,,Shooting foul by N. Mirotić (drawn by J. Brown),27,30
2,9:34.0,,J. Brown makes free throw 1 of 2,27,31
2,9:34.0,,J. Brown makes free throw 2 of 2,27,32
2,9:21.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,29,32
2,9:08.0,,K. Irving makes 2-pt layup from 1 ft,29,34
2,9:08.0,Violation by Team (def goaltending),,29,34
2,8:50.0,S. Brown misses 3-pt jump shot from 23 ft,,29,34
2,8:48.0,,Defensive rebound by J. Brown,29,34
2,8:43.0,,Personal foul by S. Brown (drawn by K. Irving),29,34
2,8:43.0,P. Connaughton enters the game for S. Brown,,29,34
2,8:43.0,B. Lopez enters the game for N. Mirotić,,29,34
2,8:34.0,,Turnover by T. Rozier (bad pass),29,34
2,8:22.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,29,34
2,8:21.0,,Defensive rebound by Team,29,34
2,8:14.0,,J. Tatum misses 2-pt jump shot from 4 ft,29,34
2,8:13.0,,Offensive rebound by J. Tatum,29,34
2,8:12.0,,J. Tatum misses 2-pt layup at rim,29,34
2,8:10.0,Defensive rebound by K. Middleton,,29,34
2,8:07.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,29,34
2,8:05.0,,Defensive rebound by A. Horford,29,34
2,7:58.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Tatum),29,37
2,7:57.0,Milwaukee full timeout,,29,37
2,7:39.0,K. Middleton misses 2-pt layup from 1 ft,,29,37
2,7:37.0,Offensive rebound by G. Antetokounmpo,,29,37
2,7:35.0,K. Middleton misses 3-pt jump shot from 23 ft (block by A. Horford),,29,37
2,7:34.0,,Defensive rebound by Team,29,37
2,7:17.0,,T. Rozier misses 2-pt jump shot from 17 ft,29,37
2,7:14.0,Defensive rebound by B. Lopez,,29,37
2,7:07.0,B. Lopez misses 3-pt jump shot from 26 ft,,29,37
2,7:05.0,Offensive rebound by G. Antetokounmpo,,29,37
2,7:02.0,K. Middleton misses 3-pt jump shot from 24 ft,,29,37
2,7:00.0,Offensive rebound by B. Lopez,,29,37
2,6:59.0,Personal foul by J. Brown (drawn by G. Antetokounmpo),,29,37
2,6:59.0,G. Hill enters the game for E. Bledsoe,,29,37
2,6:59.0,,M. Smart enters the game for T. Rozier,29,37
2,6:53.0,K. Middleton misses 2-pt jump shot from 6 ft (block by J. Tatum),,29,37
2,6:52.0,Offensive rebound by Team,,29,37
2,6:46.0,K. Middleton misses 2-pt jump shot from 21 ft,,29,37
2,6:44.0,,Defensive rebound by J. Tatum,29,37
2,6:32.0,,K. Irving misses 2-pt jump shot from 7 ft (block by B. Lopez),29,37
2,6:30.0,Defensive rebound by P. Connaughton,,29,37
2,6:21.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,31,37
2,6:05.0,,M. Smart misses 3-pt jump shot from 25 ft,31,37
2,6:03.0,Defensive rebound by G. Antetokounmpo,,31,37
2,5:55.0,Turnover by B. Lopez (bad pass),,31,37
2,5:55.0,E. İlyasova enters the game for G. Antetokounmpo,,31,37
2,5:55.0,,G. Hayward enters the game for J. Brown,31,37
2,5:55.0,,M. Morris enters the game for J. Tatum,31,37
2,5:39.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by M. Smart),31,39
2,5:28.0,E. İlyasova misses 2-pt hook shot from 7 ft,,31,39
2,5:26.0,,Defensive rebound by M. Morris,31,39
2,5:16.0,,M. Smart misses 3-pt jump shot from 24 ft,31,39
2,5:14.0,,Offensive rebound by A. Horford,31,39
2,5:09.0,,G. Hayward misses 3-pt jump shot from 23 ft,31,39
2,5:07.0,,Offensive rebound by M. Smart,31,39
2,5:03.0,,K. Irving misses 3-pt jump shot from 26 ft,31,39
2,5:01.0,Defensive rebound by B. Lopez,,31,39
2,4:53.0,K. Middleton makes 2-pt layup from 1 ft,,33,39
2,4:45.0,,Turnover by K. Irving (lost ball; steal by E. İlyasova),33,39
2,4:42.0,G. Hill makes 2-pt layup from 1 ft (assist by E. İlyasova),,35,39
2,4:42.0,,Violation by Team (def goaltending),35,39
2,4:42.0,,Boston full timeout,35,39
2,4:42.0,,A. Baynes enters the game for A. Horford,35,39
2,4:27.0,,K. Irving misses 2-pt jump shot from 10 ft,35,39
2,4:25.0,Defensive rebound by P. Connaughton,,35,39
2,4:20.0,G. Hill makes 2-pt jump shot from 9 ft,,37,39
2,4:06.0,,Personal foul by G. Hill (drawn by K. Irving),37,39
2,4:04.0,,Turnover by K. Irving (traveling),37,39
2,3:45.0,K. Middleton misses 2-pt layup from 5 ft,,37,39
2,3:43.0,Offensive rebound by G. Hill,,37,39
2,3:43.0,Milwaukee full timeout,,37,39
2,3:43.0,G. Antetokounmpo enters the game for G. Hill,,37,39
2,3:43.0,E. Bledsoe enters the game for B. Lopez,,37,39
2,3:43.0,,J. Brown enters the game for A. Baynes,37,39
2,3:43.0,,A. Horford enters the game for M. Smart,37,39
2,3:39.0,E. İlyasova makes 2-pt jump shot from 21 ft (assist by K. Middleton),,39,39
2,3:20.0,,Turnover by G. Hayward (lost ball; steal by E. Bledsoe),39,39
2,3:19.0,Turnover by E. Bledsoe (lost ball; steal by J. Brown),,39,39
2,3:18.0,,Personal foul by E. Bledsoe (drawn by J. Brown),39,39
2,3:18.0,,J. Brown makes free throw 1 of 2,39,40
2,3:18.0,,J. Brown makes free throw 2 of 2,39,41
2,3:06.0,Shooting foul by A. Horford (drawn by K. Middleton),,39,41
2,3:06.0,K. Middleton makes free throw 1 of 3,,40,41
2,3:06.0,K. Middleton makes free throw 2 of 3,,41,41
2,3:06.0,N. Mirotić enters the game for E. Bledsoe,,41,41
2,3:06.0,K. Middleton makes free throw 3 of 3,,42,41
2,2:56.0,,K. Irving makes 2-pt layup from 1 ft,42,43
2,2:40.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),,44,43
2,2:28.0,,K. Irving misses 3-pt jump shot from 26 ft,44,43
2,2:27.0,Defensive rebound by G. Antetokounmpo,,44,43
2,2:19.0,K. Middleton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,47,43
2,1:56.0,,A. Horford misses 2-pt hook shot from 8 ft,47,43
2,1:55.0,,Offensive rebound by M. Morris,47,43
2,1:54.0,,M. Morris misses 2-pt layup at rim,47,43
2,1:53.0,,Offensive rebound by M. Morris,47,43
2,1:52.0,,M. Morris misses 2-pt layup at rim,47,43
2,1:51.0,Defensive rebound by G. Antetokounmpo,,47,43
2,1:51.0,Shooting foul by J. Brown (drawn by N. Mirotić),,47,43
2,1:51.0,N. Mirotić misses free throw 1 of 2,,47,43
2,1:51.0,Offensive rebound by Team,,47,43
2,1:51.0,,J. Tatum enters the game for J. Brown,47,43
2,1:51.0,N. Mirotić misses free throw 2 of 2,,47,43
2,1:51.0,,Defensive rebound by J. Tatum,47,43
2,1:37.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Irving),47,46
2,1:37.0,,Shooting foul by K. Middleton (drawn by M. Morris),47,46
2,1:37.0,,M. Morris misses free throw 1 of 1,47,46
2,1:37.0,Defensive rebound by G. Antetokounmpo,,47,46
2,1:23.0,P. Connaughton misses 3-pt jump shot from 27 ft,,47,46
2,1:21.0,,Defensive rebound by J. Tatum,47,46
2,1:13.0,,J. Tatum misses 2-pt layup from 1 ft,47,46
2,1:11.0,Defensive rebound by N. Mirotić,,47,46
2,1:07.0,K. Middleton misses 3-pt jump shot from 27 ft,,47,46
2,1:05.0,,Defensive rebound by A. Horford,47,46
2,1:02.0,,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),47,48
2,1:02.0,Violation by Team (def goaltending),,47,48
2,0:38.0,P. Connaughton misses 2-pt layup from 3 ft (block by G. Hayward),,47,48
2,0:36.0,,Defensive rebound by M. Morris,47,48
2,0:29.0,,Shooting foul by G. Antetokounmpo (drawn by M. Morris),47,48
2,0:29.0,,M. Morris makes free throw 1 of 2,47,49
2,0:29.0,,M. Morris misses free throw 2 of 2,47,49
2,0:29.0,Defensive rebound by G. Antetokounmpo,,47,49
2,0:07.0,Offensive foul by G. Antetokounmpo (drawn by M. Morris),,47,49
2,0:07.0,Turnover by G. Antetokounmpo (offensive foul),,47,49
2,0:07.0,S. Brown enters the game for G. Antetokounmpo,,47,49
2,0:01.0,,A. Horford misses 3-pt jump shot from 26 ft,47,49
2,0:00.0,,Offensive rebound by Team,47,49
3,11:46.0,,J. Brown misses 3-pt jump shot from 26 ft,47,49
3,11:44.0,Defensive rebound by E. Bledsoe,,47,49
3,11:36.0,B. Lopez misses 3-pt jump shot from 22 ft,,47,49
3,11:34.0,Offensive rebound by N. Mirotić,,47,49
3,11:34.0,Shooting foul by J. Brown (drawn by N. Mirotić),,47,49
3,11:34.0,N. Mirotić makes free throw 1 of 2,,48,49
3,11:34.0,N. Mirotić makes free throw 2 of 2,,49,49
3,11:21.0,,M. Morris misses 3-pt jump shot from 25 ft,49,49
3,11:19.0,Defensive rebound by N. Mirotić,,49,49
3,11:11.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,52,49
3,10:53.0,,A. Horford makes 2-pt hook shot from 3 ft (assist by K. Irving),52,51
3,10:39.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,55,51
3,10:24.0,,M. Morris makes 2-pt layup from 2 ft (assist by A. Horford),55,53
3,10:11.0,B. Lopez misses 3-pt jump shot from 27 ft,,55,53
3,10:09.0,,Defensive rebound by J. Brown,55,53
3,10:04.0,,Personal foul by K. Middleton (drawn by K. Irving),55,53
3,10:04.0,,G. Hayward enters the game for J. Brown,55,53
3,9:55.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),55,55
3,9:36.0,G. Antetokounmpo makes 2-pt hook shot from 7 ft,,57,55
3,9:23.0,,G. Hayward misses 2-pt layup from 2 ft (block by E. Bledsoe),57,55
3,9:22.0,,Offensive rebound by Team,57,55
3,9:17.0,,K. Irving misses 3-pt jump shot from 23 ft,57,55
3,9:16.0,Defensive rebound by Team,,57,55
3,8:55.0,N. Mirotić misses 2-pt hook shot from 5 ft,,57,55
3,8:53.0,,Defensive rebound by M. Morris,57,55
3,8:47.0,,J. Tatum makes 2-pt layup from 4 ft,57,57
3,8:47.0,,Shooting foul by N. Mirotić (drawn by J. Tatum),57,57
3,8:47.0,,J. Tatum makes free throw 1 of 1,57,58
3,8:33.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),,59,58
3,8:18.0,,Shooting foul by G. Antetokounmpo (drawn by M. Morris),59,58
3,8:18.0,,M. Morris makes free throw 1 of 2,59,59
3,8:18.0,Milwaukee full timeout,,59,59
3,8:18.0,P. Connaughton enters the game for G. Antetokounmpo,,59,59
3,8:18.0,,M. Morris misses free throw 2 of 2,59,59
3,8:18.0,Defensive rebound by N. Mirotić,,59,59
3,8:02.0,Personal foul by K. Irving (drawn by K. Middleton),,59,59
3,7:49.0,K. Middleton misses 3-pt jump shot from 22 ft,,59,59
3,7:47.0,,Defensive rebound by J. Tatum,59,59
3,7:40.0,,A. Horford misses 3-pt jump shot from 25 ft,59,59
3,7:39.0,,Offensive rebound by M. Morris,59,59
3,7:32.0,,K. Irving misses 2-pt jump shot from 14 ft,59,59
3,7:30.0,Defensive rebound by B. Lopez,,59,59
3,7:20.0,N. Mirotić misses 3-pt jump shot from 25 ft,,59,59
3,7:18.0,,Defensive rebound by K. Irving,59,59
3,7:17.0,,Personal foul by K. Middleton (drawn by K. Irving),59,59
3,7:01.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),59,62
3,6:51.0,E. Bledsoe makes 2-pt layup from 1 ft,,61,62
3,6:34.0,,J. Tatum misses 3-pt jump shot from 26 ft,61,62
3,6:30.0,Defensive rebound by B. Lopez,,61,62
3,6:26.0,K. Middleton misses 3-pt jump shot from 23 ft,,61,62
3,6:24.0,,Defensive rebound by G. Hayward,61,62
3,6:20.0,,Shooting foul by B. Lopez (drawn by J. Tatum),61,62
3,6:20.0,,J. Tatum misses free throw 1 of 2,61,62
3,6:20.0,,Offensive rebound by Team,61,62
3,6:20.0,G. Hill enters the game for B. Lopez,,61,62
3,6:20.0,E. İlyasova enters the game for K. Middleton,,61,62
3,6:20.0,,J. Tatum makes free throw 2 of 2,61,63
3,6:11.0,E. Bledsoe makes 2-pt layup from 2 ft,,63,63
3,6:11.0,Shooting foul by M. Morris (drawn by E. Bledsoe),,63,63
3,6:11.0,,A. Baynes enters the game for A. Horford,63,63
3,6:11.0,E. Bledsoe misses free throw 1 of 1,,63,63
3,6:11.0,,Defensive rebound by M. Morris,63,63
3,5:58.0,,G. Hayward misses 2-pt jump shot from 18 ft,63,63
3,5:56.0,Defensive rebound by P. Connaughton,,63,63
3,5:44.0,E. İlyasova misses 2-pt jump shot from 15 ft,,63,63
3,5:42.0,,Defensive rebound by J. Tatum,63,63
3,5:38.0,,Offensive foul by J. Tatum (drawn by G. Hill),63,63
3,5:38.0,,Turnover by J. Tatum (offensive foul),63,63
3,5:38.0,S. Brown enters the game for N. Mirotić,,63,63
3,5:31.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,63,63
3,5:30.0,,Defensive rebound by Team,63,63
3,5:13.0,,G. Hayward makes 2-pt layup from 1 ft (assist by K. Irving),63,65
3,4:56.0,E. İlyasova misses 3-pt jump shot from 26 ft,,63,65
3,4:54.0,,Defensive rebound by G. Hayward,63,65
3,4:45.0,,J. Tatum misses 3-pt jump shot from 23 ft,63,65
3,4:43.0,Defensive rebound by E. İlyasova,,63,65
3,4:38.0,Personal foul by A. Baynes (drawn by E. İlyasova),,63,65
3,4:38.0,B. Lopez enters the game for E. Bledsoe,,63,65
3,4:38.0,,T. Rozier enters the game for M. Morris,63,65
3,4:38.0,,M. Smart enters the game for J. Tatum,63,65
3,4:25.0,E. İlyasova misses 2-pt jump shot from 12 ft,,63,65
3,4:24.0,Offensive rebound by B. Lopez,,63,65
3,4:23.0,B. Lopez makes 2-pt dunk at rim,,65,65
3,4:12.0,,Shooting foul by S. Brown (drawn by K. Irving),65,65
3,4:12.0,,K. Irving makes free throw 1 of 2,65,66
3,4:12.0,,A. Horford enters the game for A. Baynes,65,66
3,4:12.0,,K. Irving makes free throw 2 of 2,65,67
3,3:57.0,G. Hill misses 2-pt layup from 2 ft,,65,67
3,3:55.0,Offensive rebound by E. İlyasova,,65,67
3,3:54.0,E. İlyasova makes 2-pt layup at rim,,67,67
3,3:37.0,,T. Rozier misses 3-pt jump shot from 23 ft,67,67
3,3:35.0,Defensive rebound by B. Lopez,,67,67
3,3:25.0,G. Hill makes 2-pt layup from 2 ft,,69,67
3,3:13.0,,Personal foul by B. Lopez (drawn by K. Irving),69,67
3,3:13.0,,K. Irving makes free throw 1 of 2,69,68
3,3:13.0,,K. Irving misses free throw 2 of 2,69,68
3,3:13.0,Defensive rebound by E. İlyasova,,69,68
3,2:50.0,P. Connaughton misses 2-pt jump shot from 8 ft,,69,68
3,2:48.0,,Defensive rebound by T. Rozier,69,68
3,2:39.0,,A. Horford misses 2-pt jump shot from 17 ft,69,68
3,2:37.0,Defensive rebound by E. İlyasova,,69,68
3,2:33.0,G. Hill makes 3-pt jump shot from 26 ft,,72,68
3,2:31.0,,Boston full timeout,72,68
3,2:17.0,,A. Horford misses 3-pt jump shot from 26 ft,72,68
3,2:14.0,Defensive rebound by B. Lopez,,72,68
3,2:02.0,S. Brown makes 2-pt hook shot from 7 ft (assist by G. Hill),,74,68
3,1:42.0,,T. Rozier misses 3-pt jump shot from 25 ft (block by P. Connaughton),74,68
3,1:40.0,Defensive rebound by S. Brown,,74,68
3,1:36.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by S. Brown),,76,68
3,1:28.0,,Turnover by K. Irving (traveling),76,68
3,1:28.0,,J. Brown enters the game for G. Hayward,76,68
3,1:28.0,,J. Tatum enters the game for T. Rozier,76,68
3,1:16.0,G. Hill makes 2-pt jump shot from 4 ft,,78,68
3,0:53.0,,Turnover by M. Smart (lost ball; steal by E. İlyasova),78,68
3,0:48.0,P. Connaughton misses 2-pt layup from 2 ft (block by J. Tatum),,78,68
3,0:46.0,,Defensive rebound by J. Tatum,78,68
3,0:42.0,,J. Tatum makes 2-pt layup at rim,78,70
3,0:30.0,Personal foul by M. Smart (drawn by G. Hill),,78,70
3,0:30.0,G. Hill makes free throw 1 of 2,,79,70
3,0:30.0,N. Mirotić enters the game for E. İlyasova,,79,70
3,0:30.0,G. Hill makes free throw 2 of 2,,80,70
3,0:20.0,,Personal foul by G. Hill (drawn by K. Irving),80,70
3,0:20.0,,K. Irving makes free throw 1 of 2,80,71
3,0:20.0,E. Bledsoe enters the game for S. Brown,,80,71
3,0:20.0,K. Middleton enters the game for G. Hill,,80,71
3,0:20.0,,G. Hayward enters the game for J. Brown,80,71
3,0:20.0,,K. Irving makes free throw 2 of 2,80,72
3,0:03.0,N. Mirotić misses 2-pt jump shot from 19 ft,,80,72
3,0:01.0,Offensive rebound by Team,,80,72
3,0:00.0,Turnover by E. Bledsoe (bad pass; steal by M. Smart),,80,72
3,0:00.0,,M. Smart misses 3-pt jump shot from 63 ft,80,72
3,0:00.0,,Offensive rebound by Team,80,72
4,11:45.0,Shooting foul by K. Irving (drawn by P. Connaughton),,80,72
4,11:45.0,P. Connaughton makes free throw 1 of 3,,81,72
4,11:45.0,P. Connaughton makes free throw 2 of 3,,82,72
4,11:45.0,P. Connaughton misses free throw 3 of 3,,82,72
4,11:45.0,,Defensive rebound by A. Horford,82,72
4,11:19.0,,Turnover by Team (shot clock),82,72
4,11:07.0,Turnover by K. Middleton (bad pass; steal by K. Irving),,82,72
4,11:03.0,,Shooting foul by E. Bledsoe (drawn by K. Irving),82,72
4,11:03.0,,K. Irving makes free throw 1 of 2,82,73
4,11:03.0,,K. Irving makes free throw 2 of 2,82,74
4,10:46.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,84,74
