QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
1,8:00.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Allen),,7,8
1,7:46.0,,E. Fournier misses 3-pt jump shot from 25 ft,7,8
1,7:43.0,,Offensive rebound by N. Vučević,7,8
1,7:42.0,,N. Vučević makes 2-pt hook shot from 4 ft,7,10
1,7:32.0,D. Russell misses 2-pt jump shot from 13 ft,,7,10
1,7:29.0,Offensive rebound by D. Russell,,7,10
1,7:23.0,D. Carroll misses 3-pt jump shot from 23 ft,,7,10
1,7:19.0,,Defensive rebound by E. Fournier,7,10
1,7:15.0,,Shooting foul by J. Allen (drawn by A. Gordon),7,10
1,7:15.0,,A. Gordon makes free throw 1 of 2,7,11
1,7:15.0,,A. Gordon makes free throw 2 of 2,7,12
1,7:02.0,T. Graham makes 2-pt layup at rim (assist by J. Harris),,9,12
1,7:02.0,Shooting foul by J. Isaac (drawn by T. Graham),,9,12
1,7:02.0,T. Graham makes free throw 1 of 1,,10,12
1,7:01.0,,Turnover by J. Isaac (bad pass),10,12
1,6:48.0,D. Carroll makes 2-pt layup from 2 ft (assist by T. Graham),,12,12
1,6:34.0,,N. Vučević misses 2-pt jump shot from 6 ft (block by J. Allen),12,12
1,6:31.0,,Offensive rebound by N. Vučević,12,12
1,6:28.0,,D. Augustin makes 2-pt jump shot from 20 ft (assist by N. Vučević),12,14
1,6:19.0,D. Russell misses 3-pt jump shot from 26 ft,,12,14
1,6:16.0,,Defensive rebound by J. Isaac,12,14
1,6:02.0,,D. Augustin makes 3-pt jump shot from 26 ft,12,17
1,5:49.0,D. Carroll makes 2-pt layup from 1 ft (assist by D. Russell),,14,17
1,5:36.0,,A. Gordon misses 2-pt layup from 4 ft (block by J. Allen),14,17
1,5:33.0,Defensive rebound by J. Allen,,14,17
1,5:29.0,D. Russell misses 3-pt jump shot from 25 ft,,14,17
1,5:27.0,,Defensive rebound by E. Fournier,14,17
1,5:22.0,,D. Augustin misses 3-pt jump shot from 24 ft,14,17
1,5:17.0,,Offensive rebound by J. Isaac,14,17
1,5:17.0,,J. Isaac makes 2-pt layup from 1 ft,14,19
1,5:01.0,J. Harris makes 2-pt layup from 2 ft,,16,19
1,5:01.0,,Orlando full timeout,16,19
1,5:01.0,S. Dinwiddie enters the game for T. Graham,,16,19
1,5:01.0,R. Hollis-Jefferson enters the game for D. Russell,,16,19
1,5:01.0,,W. Iwundu enters the game for A. Gordon,16,19
1,4:44.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),16,22
1,4:33.0,J. Harris misses 3-pt jump shot from 25 ft,,16,22
1,4:31.0,,Defensive rebound by D. Augustin,16,22
1,4:22.0,,D. Augustin makes 2-pt hook shot from 4 ft,16,24
1,4:11.0,S. Dinwiddie makes 2-pt layup from 1 ft,,18,24
1,3:56.0,,Offensive foul by D. Augustin (drawn by S. Dinwiddie),18,24
1,3:56.0,,Turnover by D. Augustin (offensive foul),18,24
1,3:56.0,E. Davis enters the game for J. Allen,,18,24
1,3:56.0,S. Napier enters the game for J. Harris,,18,24
1,3:56.0,,T. Ross enters the game for E. Fournier,18,24
1,3:41.0,S. Napier misses 3-pt jump shot from 25 ft,,18,24
1,3:38.0,,Defensive rebound by N. Vučević,18,24
1,3:24.0,,J. Isaac misses 2-pt jump shot from 16 ft,18,24
1,3:21.0,Defensive rebound by D. Carroll,,18,24
1,3:10.0,S. Napier makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,21,24
1,2:56.0,,Turnover by D. Augustin (out of bounds lost ball),21,24
1,2:56.0,,I. Briscoe enters the game for D. Augustin,21,24
1,2:56.0,,A. Gordon enters the game for J. Isaac,21,24
1,2:38.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,23,24
1,2:23.0,,Turnover by W. Iwundu (lost ball; steal by D. Carroll),23,24
1,2:14.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,23,24
1,2:12.0,,Defensive rebound by N. Vučević,23,24
1,2:03.0,,T. Ross makes 2-pt jump shot from 14 ft,23,26
1,1:45.0,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,,23,26
1,1:43.0,,Defensive rebound by A. Gordon,23,26
1,1:38.0,,T. Ross misses 3-pt jump shot from 26 ft,23,26
1,1:36.0,Defensive rebound by E. Davis,,23,26
1,1:29.0,S. Napier misses 2-pt jump shot from 14 ft,,23,26
1,1:25.0,,Defensive rebound by T. Ross,23,26
1,1:16.0,,A. Gordon misses 2-pt jump shot from 18 ft,23,26
1,1:15.0,,Offensive rebound by Team,23,26
1,1:15.0,Loose ball foul by E. Davis (drawn by N. Vučević),,23,26
1,1:15.0,,M. Bamba enters the game for N. Vučević,23,26
1,1:04.0,,M. Bamba misses 2-pt jump shot from 18 ft,23,26
1,1:00.0,Defensive rebound by R. Hollis-Jefferson,,23,26
1,0:55.0,Turnover by S. Dinwiddie (traveling),,23,26
1,0:41.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by T. Ross),23,29
1,0:31.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,23,29
1,0:27.0,Offensive rebound by E. Davis,,23,29
1,0:27.0,E. Davis makes 2-pt dunk at rim,,25,29
1,0:11.0,,A. Gordon makes 2-pt jump shot from 5 ft,25,31
1,0:11.0,,Shooting foul by D. Carroll (drawn by W. Iwundu),25,31
1,0:11.0,,W. Iwundu makes free throw 1 of 1,25,32
1,0:03.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,25,32
1,0:01.0,,Defensive rebound by W. Iwundu,25,32
2,11:41.0,,M. Bamba makes 2-pt dunk from 2 ft (assist by A. Gordon),25,34
2,11:12.0,S. Napier misses 2-pt layup from 2 ft,,25,34
2,11:09.0,,Defensive rebound by I. Briscoe,25,34
2,11:03.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Fournier),25,37
2,10:47.0,E. Davis makes 2-pt layup from 3 ft (assist by D. Russell),,27,37
2,10:37.0,,Personal foul by S. Napier (drawn by I. Briscoe),27,37
2,10:37.0,S. Dinwiddie enters the game for R. Kurucs,,27,37
2,10:37.0,R. Hollis-Jefferson enters the game for D. Russell,,27,37
2,10:26.0,,A. Gordon misses 2-pt layup from 1 ft,27,37
2,10:23.0,Defensive rebound by E. Davis,,27,37
2,10:13.0,S. Napier misses 3-pt jump shot from 26 ft,,27,37
2,10:12.0,,Defensive rebound by Team,27,37
2,10:12.0,Loose ball foul by E. Davis (drawn by M. Bamba),,27,37
2,9:51.0,,I. Briscoe misses 2-pt jump shot from 12 ft (block by S. Napier),27,37
2,9:48.0,,Offensive rebound by A. Gordon,27,37
2,9:46.0,,A. Gordon makes 3-pt jump shot from 25 ft,27,40
2,9:29.0,D. Carroll misses 2-pt jump shot from 11 ft,,27,40
2,9:26.0,,Defensive rebound by E. Fournier,27,40
2,9:20.0,,T. Ross misses 3-pt jump shot from 26 ft,27,40
2,9:17.0,Defensive rebound by E. Davis,,27,40
2,8:58.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,,27,40
2,8:55.0,,Defensive rebound by T. Ross,27,40
2,8:48.0,,M. Bamba makes 2-pt jump shot from 21 ft (assist by I. Briscoe),27,42
2,8:28.0,S. Napier makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,30,42
2,8:09.0,,I. Briscoe makes 2-pt layup from 2 ft,30,44
2,7:54.0,S. Dinwiddie misses 2-pt layup from 3 ft,,30,44
2,7:51.0,,Defensive rebound by E. Fournier,30,44
2,7:44.0,,E. Fournier misses 2-pt jump shot from 9 ft,30,44
2,7:41.0,Defensive rebound by S. Napier,,30,44
2,7:36.0,S. Napier misses 3-pt jump shot from 25 ft,,30,44
2,7:32.0,,Defensive rebound by M. Bamba,30,44
2,7:22.0,,M. Bamba makes 3-pt jump shot from 26 ft (assist by A. Gordon),30,47
2,7:21.0,Brooklyn full timeout,,30,47
2,7:21.0,T. Graham enters the game for D. Carroll,,30,47
2,7:21.0,J. Harris enters the game for R. Hollis-Jefferson,,30,47
2,7:21.0,D. Russell enters the game for S. Napier,,30,47
2,7:21.0,,W. Iwundu enters the game for E. Fournier,30,47
2,7:04.0,J. Harris misses 2-pt layup from 5 ft (block by M. Bamba),,30,47
2,7:00.0,,Defensive rebound by I. Briscoe,30,47
2,6:59.0,,W. Iwundu makes 2-pt dunk from 2 ft (assist by I. Briscoe),30,49
2,6:36.0,J. Harris makes 3-pt jump shot from 28 ft (assist by D. Russell),,33,49
2,6:08.0,,W. Iwundu makes 3-pt jump shot from 26 ft (assist by I. Briscoe),33,52
2,5:57.0,Shooting foul by W. Iwundu (drawn by E. Davis),,33,52
2,5:57.0,E. Davis makes free throw 1 of 2,,34,52
2,5:57.0,,D. Augustin enters the game for M. Bamba,34,52
2,5:57.0,,J. Isaac enters the game for I. Briscoe,34,52
2,5:57.0,,N. Vučević enters the game for A. Gordon,34,52
2,5:57.0,E. Davis makes free throw 2 of 2,,35,52
2,5:33.0,,T. Ross makes 2-pt jump shot from 22 ft,35,54
2,5:21.0,D. Russell makes 2-pt layup from 3 ft,,37,54
2,5:07.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by W. Iwundu),37,56
2,4:56.0,T. Graham misses 3-pt jump shot from 26 ft,,37,56
2,4:53.0,,Defensive rebound by N. Vučević,37,56
2,4:35.0,,J. Isaac makes 2-pt layup from 2 ft (assist by N. Vučević),37,58
2,4:22.0,D. Russell makes 3-pt jump shot from 25 ft,,40,58
2,3:53.0,,W. Iwundu misses 2-pt jump shot from 21 ft,40,58
2,3:51.0,Defensive rebound by T. Graham,,40,58
2,3:42.0,D. Russell makes 3-pt jump shot from 26 ft,,43,58
2,3:42.0,,Orlando full timeout,43,58
2,3:42.0,J. Allen enters the game for E. Davis,,43,58
2,3:42.0,,E. Fournier enters the game for W. Iwundu,43,58
2,3:20.0,,N. Vučević misses 2-pt hook shot from 8 ft,43,58
2,3:18.0,Defensive rebound by J. Allen,,43,58
2,3:10.0,D. Russell misses 2-pt jump shot from 16 ft,,43,58
2,3:08.0,,Defensive rebound by N. Vučević,43,58
2,3:08.0,R. Kurucs enters the game for S. Dinwiddie,,43,58
2,3:08.0,,A. Gordon enters the game for T. Ross,43,58
2,2:45.0,,E. Fournier makes 2-pt jump shot from 20 ft,43,60
2,2:23.0,D. Russell makes 2-pt jump shot from 9 ft,,45,60
2,2:13.0,,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),45,62
2,2:13.0,,Shooting foul by R. Kurucs (drawn by E. Fournier),45,62
2,2:13.0,,E. Fournier makes free throw 1 of 1,45,63
2,2:04.0,Personal foul by D. Augustin (drawn by R. Kurucs),,45,63
2,2:04.0,D. Carroll enters the game for R. Kurucs,,45,63
2,1:48.0,T. Graham misses 3-pt jump shot from 25 ft,,45,63
2,1:46.0,,Defensive rebound by N. Vučević,45,63
2,1:39.0,,Turnover by D. Augustin (bad pass),45,63
2,1:39.0,,I. Briscoe enters the game for D. Augustin,45,63
2,1:33.0,Offensive foul by J. Harris (drawn by A. Gordon),,45,63
2,1:33.0,Turnover by J. Harris (offensive foul),,45,63
2,1:19.0,,I. Briscoe misses 3-pt jump shot from 23 ft,45,63
2,1:17.0,Defensive rebound by J. Allen,,45,63
2,1:11.0,D. Russell makes 3-pt jump shot from 27 ft (assist by J. Harris),,48,63
2,0:54.0,,J. Isaac misses 3-pt jump shot from 23 ft,48,63
2,0:52.0,Defensive rebound by T. Graham,,48,63
2,0:48.0,D. Russell makes 3-pt jump shot from 26 ft,,51,63
2,0:38.0,,Shooting foul by J. Allen (drawn by E. Fournier),51,63
2,0:38.0,,E. Fournier makes free throw 1 of 2,51,64
2,0:38.0,,E. Fournier makes free throw 2 of 2,51,65
2,0:31.0,D. Russell makes 3-pt jump shot from 26 ft,,54,65
2,0:09.0,,J. Isaac misses 2-pt layup from 3 ft (block by J. Allen),54,65
2,0:06.0,Defensive rebound by J. Allen,,54,65
2,0:05.0,Turnover by D. Carroll (bad pass),,54,65
2,0:05.0,S. Dinwiddie enters the game for D. Russell,,54,65
2,0:02.0,,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),54,67
2,0:00.0,T. Graham misses 3-pt jump shot from 35 ft,,54,67
2,0:00.0,Offensive rebound by Team,,54,67
3,11:45.0,,Shooting foul by T. Graham (drawn by D. Augustin),54,67
3,11:45.0,,D. Augustin misses free throw 1 of 2,54,67
3,11:45.0,,Offensive rebound by Team,54,67
3,11:45.0,,D. Augustin makes free throw 2 of 2,54,68
3,11:10.0,Shooting foul by E. Fournier (drawn by J. Allen),,54,68
3,11:10.0,J. Allen misses free throw 1 of 2,,54,68
3,11:10.0,Offensive rebound by Team,,54,68
3,11:10.0,J. Allen makes free throw 2 of 2,,55,68
3,10:57.0,,Turnover by E. Fournier (bad pass; steal by J. Allen),55,68
3,10:53.0,Turnover by J. Allen (bad pass; steal by E. Fournier),,55,68
3,10:41.0,,A. Gordon makes 2-pt layup from 2 ft,55,70
3,10:25.0,Personal foul by E. Fournier (drawn by D. Russell),,55,70
3,10:19.0,D. Russell makes 2-pt jump shot from 6 ft,,57,70
3,10:07.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),57,73
3,9:55.0,J. Allen misses 2-pt jump shot from 7 ft (block by N. Vučević),,57,73
3,9:51.0,Offensive rebound by R. Kurucs,,57,73
3,9:49.0,T. Graham misses 3-pt jump shot from 27 ft,,57,73
3,9:47.0,,Defensive rebound by A. Gordon,57,73
3,9:35.0,,A. Gordon makes 2-pt layup from 2 ft,57,75
3,9:27.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,60,75
3,9:27.0,Away from play foul by A. Gordon (drawn by J. Allen),,60,75
3,9:27.0,J. Allen makes free throw 1 of 1,,61,75
3,9:24.0,,Personal foul by T. Graham (drawn by A. Gordon),61,75
3,9:10.0,,D. Augustin makes 2-pt layup from 2 ft (assist by N. Vučević),61,77
3,8:56.0,J. Allen misses 2-pt layup from 2 ft,,61,77
3,8:56.0,,Defensive rebound by N. Vučević,61,77
3,8:44.0,,Turnover by A. Gordon (lost ball; steal by R. Kurucs),61,77
3,8:39.0,R. Kurucs makes 2-pt layup from 1 ft,,63,77
3,8:23.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by D. Augustin),63,79
3,8:08.0,J. Allen makes 2-pt hook shot from 7 ft (assist by D. Russell),,65,79
3,7:52.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),65,82
3,7:40.0,T. Graham misses 2-pt layup from 2 ft (block by J. Isaac),,65,82
3,7:40.0,Offensive rebound by Team,,65,82
3,7:33.0,J. Allen misses 2-pt hook shot from 6 ft,,65,82
3,7:29.0,,Defensive rebound by N. Vučević,65,82
3,7:22.0,,N. Vučević misses 3-pt jump shot from 26 ft,65,82
3,7:19.0,Defensive rebound by J. Allen,,65,82
3,7:02.0,D. Russell makes 3-pt jump shot from 28 ft,,68,82
3,6:48.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),68,84
3,6:48.0,,Orlando full timeout,68,84
3,6:48.0,S. Dinwiddie enters the game for R. Kurucs,,68,84
3,6:43.0,Offensive foul by J. Harris (drawn by J. Isaac),,68,84
3,6:43.0,Turnover by J. Harris (offensive foul),,68,84
3,6:30.0,,N. Vučević makes 2-pt hook shot from 5 ft,68,86
3,6:18.0,D. Russell makes 2-pt jump shot from 10 ft,,70,86
3,6:18.0,D. Carroll enters the game for T. Graham,,70,86
3,6:18.0,R. Hollis-Jefferson enters the game for D. Russell,,70,86
3,6:18.0,,W. Iwundu enters the game for A. Gordon,70,86
3,5:58.0,,E. Fournier misses 2-pt layup from 3 ft,70,86
3,5:56.0,Defensive rebound by J. Allen,,70,86
3,5:50.0,J. Harris misses 3-pt jump shot from 25 ft,,70,86
3,5:48.0,Offensive rebound by J. Allen,,70,86
3,5:41.0,Turnover by S. Dinwiddie (lost ball; steal by W. Iwundu),,70,86
3,5:37.0,,D. Augustin misses 3-pt jump shot from 23 ft,70,86
3,5:33.0,Defensive rebound by S. Dinwiddie,,70,86
3,5:32.0,S. Dinwiddie makes 2-pt layup from 1 ft,,72,86
3,5:32.0,Shooting foul by W. Iwundu (drawn by S. Dinwiddie),,72,86
3,5:32.0,S. Napier enters the game for J. Harris,,72,86
3,5:32.0,S. Dinwiddie makes free throw 1 of 1,,73,86
3,5:15.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by J. Isaac),73,88
3,5:15.0,,Shooting foul by J. Allen (drawn by N. Vučević),73,88
3,5:15.0,,N. Vučević makes free throw 1 of 1,73,89
3,5:02.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by S. Napier),,76,89
3,5:01.0,,Orlando full timeout,76,89
3,5:01.0,E. Davis enters the game for J. Allen,,76,89
3,4:53.0,,Personal foul by S. Napier (drawn by D. Augustin),76,89
3,4:44.0,,N. Vučević misses 3-pt jump shot from 26 ft,76,89
3,4:41.0,Defensive rebound by E. Davis,,76,89
3,4:38.0,Shooting foul by W. Iwundu (drawn by D. Carroll),,76,89
3,4:38.0,D. Carroll misses free throw 1 of 2,,76,89
3,4:38.0,Offensive rebound by Team,,76,89
3,4:38.0,,I. Briscoe enters the game for D. Augustin,76,89
3,4:38.0,D. Carroll misses free throw 2 of 2,,76,89
3,4:36.0,,Defensive rebound by J. Isaac,76,89
3,4:21.0,,E. Fournier makes 2-pt jump shot from 19 ft,76,91
3,4:00.0,D. Carroll makes 2-pt layup at rim (assist by S. Napier),,78,91
3,3:36.0,,J. Isaac misses 3-pt jump shot from 26 ft,78,91
3,3:36.0,Defensive rebound by S. Napier,,78,91
3,3:27.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by S. Napier),,81,91
3,3:04.0,,N. Vučević misses 2-pt jump shot from 19 ft,81,91
3,3:04.0,,Offensive rebound by I. Briscoe,81,91
3,2:58.0,,Turnover by I. Briscoe (bad pass),81,91
3,2:58.0,,A. Gordon enters the game for E. Fournier,81,91
3,2:58.0,,T. Ross enters the game for J. Isaac,81,91
3,2:44.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,81,91
3,2:44.0,,Defensive rebound by Team,81,91
3,2:44.0,,M. Bamba enters the game for N. Vučević,81,91
3,2:31.0,,I. Briscoe misses 3-pt jump shot from 25 ft,81,91
3,2:28.0,Defensive rebound by R. Hollis-Jefferson,,81,91
3,2:25.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,81,91
3,2:25.0,Offensive rebound by R. Hollis-Jefferson,,81,91
3,2:22.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,81,91
3,2:18.0,Offensive rebound by R. Hollis-Jefferson,,81,91
3,2:18.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,81,91
3,2:18.0,Offensive rebound by E. Davis,,81,91
3,2:14.0,D. Carroll misses 3-pt jump shot from 26 ft,,81,91
3,2:12.0,,Defensive rebound by M. Bamba,81,91
3,2:02.0,,M. Bamba makes 2-pt jump shot from 19 ft,81,93
3,1:55.0,Offensive foul by S. Dinwiddie (drawn by I. Briscoe),,81,93
3,1:55.0,Turnover by S. Dinwiddie (offensive foul),,81,93
3,1:42.0,,T. Ross makes 2-pt jump shot from 14 ft (assist by M. Bamba),81,95
3,1:24.0,S. Napier makes 3-pt jump shot from 28 ft (assist by E. Davis),,84,95
3,1:10.0,,M. Bamba misses 3-pt jump shot from 23 ft,84,95
3,1:07.0,Defensive rebound by S. Dinwiddie,,84,95
3,1:02.0,S. Dinwiddie makes 2-pt jump shot from 9 ft,,86,95
3,1:02.0,Shooting foul by T. Ross (drawn by S. Dinwiddie),,86,95
3,1:02.0,S. Dinwiddie misses free throw 1 of 1,,86,95
3,0:58.0,Offensive rebound by Team,,86,95
3,0:58.0,,E. Fournier enters the game for W. Iwundu,86,95
3,0:48.0,Turnover by S. Dinwiddie (bad pass; steal by E. Fournier),,86,95
3,0:44.0,,A. Gordon misses 3-pt jump shot from 26 ft,86,95
3,0:43.0,Defensive rebound by Team,,86,95
3,0:43.0,T. Graham enters the game for R. Hollis-Jefferson,,86,95
3,0:35.0,S. Napier misses 3-pt jump shot from 27 ft,,86,95
3,0:31.0,,Defensive rebound by T. Ross,86,95
3,0:24.0,,E. Fournier misses 2-pt hook shot from 8 ft,86,95
3,0:22.0,Defensive rebound by E. Davis,,86,95
3,0:01.0,S. Napier misses 3-pt jump shot from 27 ft,,86,95
3,0:01.0,Offensive rebound by Team,,86,95
4,11:48.0,S. Napier makes 3-pt jump shot from 24 ft (assist by D. Russell),,89,95
4,11:31.0,,T. Ross makes 2-pt dunk from 1 ft (assist by A. Gordon),89,97
4,11:14.0,Offensive foul by E. Davis (drawn by T. Ross),,89,97
4,11:14.0,Turnover by E. Davis (offensive foul),,89,97
4,11:05.0,,T. Ross misses 3-pt jump shot from 26 ft,89,97
4,11:02.0,Defensive rebound by S. Napier,,89,97
4,10:47.0,D. Russell misses 3-pt jump shot from 26 ft,,89,97
4,10:43.0,,Defensive rebound by E. Fournier,89,97
4,10:36.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by E. Fournier),89,100
4,10:17.0,T. Graham makes 3-pt jump shot from 26 ft (assist by S. Napier),,92,100
4,9:57.0,,E. Fournier misses 2-pt jump shot from 17 ft,92,100
4,9:54.0,Defensive rebound by E. Davis,,92,100
4,9:35.0,D. Carroll makes 2-pt layup from 1 ft,,94,100
4,9:19.0,,Offensive foul by M. Bamba (drawn by D. Carroll),94,100
4,9:19.0,,Turnover by M. Bamba (offensive foul),94,100
4,9:19.0,,J. Isaac enters the game for A. Gordon,94,100
4,9:07.0,S. Napier misses 3-pt jump shot from 26 ft,,94,100
4,9:07.0,Offensive rebound by Team,,94,100
4,8:53.0,E. Davis makes 2-pt dunk from 2 ft (assist by D. Carroll),,96,100
4,8:38.0,,E. Fournier misses 2-pt jump shot from 15 ft,96,100
4,8:36.0,Defensive rebound by S. Napier,,96,100
4,8:30.0,D. Russell misses 2-pt layup from 3 ft,,96,100
4,8:28.0,,Defensive rebound by M. Bamba,96,100
4,8:18.0,,Turnover by M. Bamba (bad pass),96,100
4,8:18.0,,Loose ball foul by I. Briscoe (drawn by D. Carroll),96,100
4,8:07.0,S. Napier misses 3-pt jump shot from 26 ft,,96,100
4,8:03.0,,Defensive rebound by M. Bamba,96,100
4,7:54.0,,I. Briscoe makes 2-pt layup from 3 ft,96,102
4,7:44.0,Personal foul by I. Briscoe (drawn by S. Napier),,96,102
4,7:44.0,S. Dinwiddie enters the game for D. Carroll,,96,102
4,7:44.0,J. Harris enters the game for S. Napier,,96,102
4,7:35.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,96,102
4,7:33.0,Offensive rebound by E. Davis,,96,102
4,7:30.0,D. Russell misses 3-pt jump shot from 26 ft,,96,102
4,7:27.0,,Defensive rebound by I. Briscoe,96,102
4,7:24.0,,I. Briscoe makes 2-pt layup from 3 ft,96,104
4,7:08.0,D. Russell makes 2-pt jump shot from 7 ft,,98,104
4,6:48.0,,Shooting foul by E. Davis (drawn by J. Isaac),98,104
4,6:48.0,,Orlando full timeout,98,104
4,6:48.0,J. Allen enters the game for E. Davis,,98,104
4,6:48.0,,D. Augustin enters the game for M. Bamba,98,104
4,6:48.0,,N. Vučević enters the game for I. Briscoe,98,104
4,6:48.0,,J. Isaac misses free throw 1 of 2,98,104
4,6:48.0,,Offensive rebound by Team,98,104
4,6:48.0,,J. Isaac makes free throw 2 of 2,98,105
4,6:36.0,J. Harris makes 3-pt jump shot from 23 ft (assist by D. Russell),,101,105
4,6:17.0,,Offensive foul by J. Isaac (drawn by S. Dinwiddie),101,105
4,6:17.0,,Turnover by J. Isaac (offensive foul),101,105
4,6:04.0,J. Harris misses 3-pt jump shot from 25 ft,,101,105
4,6:01.0,,Defensive rebound by N. Vučević,101,105
4,5:54.0,,D. Augustin makes 2-pt layup from 2 ft,101,107
4,5:44.0,D. Russell makes 2-pt jump shot from 9 ft,,103,107
4,5:28.0,,N. Vučević misses 2-pt jump shot from 19 ft,103,107
4,5:27.0,,Offensive rebound by E. Fournier,103,107
4,5:26.0,,E. Fournier misses 2-pt layup from 3 ft,103,107
4,5:26.0,,Offensive rebound by E. Fournier,103,107
4,5:24.0,,E. Fournier makes 2-pt layup from 1 ft,103,109
4,5:17.0,J. Harris misses 3-pt jump shot from 26 ft,,103,109
4,5:14.0,,Defensive rebound by N. Vučević,103,109
4,4:50.0,,D. Augustin makes 2-pt jump shot from 6 ft (assist by N. Vučević),103,111
4,4:32.0,Shooting foul by J. Isaac (drawn by S. Dinwiddie),,103,111
4,4:32.0,S. Dinwiddie makes free throw 1 of 2,,104,111
4,4:32.0,D. Carroll enters the game for T. Graham,,104,111
4,4:32.0,S. Dinwiddie makes free throw 2 of 2,,105,111
4,4:14.0,,Turnover by E. Fournier (bad pass; steal by J. Harris),105,111
4,4:04.0,Brooklyn full timeout,,105,111
