QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
4,7:15.0,C. Miles makes free throw 3 of 3,,76,96
4,6:57.0,,J. Isaac misses 2-pt layup from 3 ft (block by C. Boucher),76,96
4,6:53.0,,Offensive rebound by T. Ross,76,96
4,6:51.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),76,99
4,6:40.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. Wright),,79,99
4,6:15.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by N. Vučević),79,101
4,6:01.0,C. Boucher makes 3-pt jump shot from 26 ft (assist by D. Wright),,82,101
4,5:52.0,,Personal foul by O. Anunoby (drawn by E. Fournier),82,101
4,5:52.0,,Orlando full timeout,82,101
4,5:45.0,,J. Isaac misses 2-pt layup from 4 ft (block by S. Ibaka),82,101
4,5:45.0,,Offensive rebound by Team,82,101
4,5:38.0,,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),82,103
4,5:24.0,Turnover by D. Wright (out of bounds lost ball),,82,103
4,5:04.0,,T. Ross misses 3-pt jump shot from 24 ft,82,103
4,5:00.0,Defensive rebound by S. Ibaka,,82,103
4,4:49.0,O. Anunoby misses 2-pt jump shot from 7 ft,,82,103
4,4:46.0,,Defensive rebound by N. Vučević,82,103
4,4:41.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by D. Augustin),82,106
4,4:26.0,S. Ibaka misses 2-pt jump shot from 16 ft,,82,106
4,4:23.0,,Defensive rebound by T. Ross,82,106
4,4:03.0,,Shooting foul by C. Boucher (drawn by J. Isaac),82,106
4,4:03.0,,J. Isaac makes free throw 1 of 2,82,107
4,4:03.0,L. Brown enters the game for O. Anunoby,,82,107
4,4:03.0,M. Richardson enters the game for S. Ibaka,,82,107
4,4:03.0,,J. Isaac makes free throw 2 of 2,82,108
4,3:55.0,C. Boucher misses 2-pt layup from 4 ft,,82,108
4,3:52.0,,Defensive rebound by D. Augustin,82,108
4,3:40.0,,J. Isaac misses 2-pt hook shot from 8 ft,82,108
4,3:38.0,Defensive rebound by D. Wright,,82,108
4,3:30.0,L. Brown misses 3-pt jump shot from 24 ft,,82,108
4,3:24.0,,Defensive rebound by N. Vučević,82,108
4,3:22.0,,Orlando full timeout,82,108
4,3:22.0,,K. Birch enters the game for D. Augustin,82,108
4,3:22.0,,I. Briscoe enters the game for E. Fournier,82,108
4,3:22.0,,J. Grant enters the game for J. Isaac,82,108
4,3:22.0,,W. Iwundu enters the game for T. Ross,82,108
4,3:22.0,,J. Martin enters the game for N. Vučević,82,108
4,3:13.0,,J. Grant makes 2-pt jump shot from 19 ft (assist by K. Birch),82,110
4,2:54.0,C. Miles misses 2-pt layup from 4 ft (block by J. Martin),,82,110
4,2:54.0,Offensive rebound by Team,,82,110
4,2:45.0,L. Brown misses 2-pt jump shot from 4 ft,,82,110
4,2:40.0,Offensive rebound by C. Miles,,82,110
4,2:40.0,C. Miles misses 2-pt layup at rim,,82,110
4,2:39.0,,Defensive rebound by J. Martin,82,110
4,2:33.0,,K. Birch misses 2-pt layup from 3 ft,82,110
4,2:30.0,Defensive rebound by L. Brown,,82,110
4,2:25.0,L. Brown misses 2-pt layup from 2 ft,,82,110
4,2:22.0,Offensive rebound by D. Wright,,82,110
4,2:22.0,D. Wright misses 2-pt layup at rim,,82,110
4,2:21.0,,Defensive rebound by J. Martin,82,110
4,2:15.0,,J. Martin misses 2-pt jump shot from 17 ft (block by C. Boucher),82,110
4,2:15.0,,Offensive rebound by W. Iwundu,82,110
4,2:09.0,,W. Iwundu makes 2-pt layup from 1 ft,82,112
4,1:52.0,M. Richardson misses 3-pt jump shot from 25 ft,,82,112
4,1:49.0,Offensive rebound by M. Richardson,,82,112
4,1:44.0,Shooting foul by J. Martin (drawn by M. Richardson),,82,112
4,1:44.0,M. Richardson makes free throw 1 of 2,,83,112
4,1:44.0,M. Richardson makes free throw 2 of 2,,84,112
4,1:32.0,,Turnover by J. Grant (bad pass; steal by L. Brown),84,112
4,1:28.0,L. Brown misses 2-pt layup from 3 ft (block by K. Birch),,84,112
4,1:28.0,Offensive rebound by Team,,84,112
4,1:25.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by D. Wright),,87,112
4,1:06.0,,K. Birch makes 2-pt layup from 3 ft,87,114
4,0:52.0,D. Wright misses 3-pt jump shot from 25 ft,,87,114
4,0:49.0,,Defensive rebound by J. Martin,87,114
4,0:40.0,,J. Grant misses 2-pt jump shot from 19 ft,87,114
4,0:36.0,,Offensive rebound by K. Birch,87,114
4,0:34.0,,J. Martin makes 2-pt dunk from 1 ft (assist by K. Birch),87,116
4,0:24.0,C. Miles misses 3-pt jump shot from 26 ft,,87,116
4,0:20.0,,Defensive rebound by W. Iwundu,87,116
