QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
1,5:50.0,,E. Bledsoe makes 2-pt layup from 1 ft,24,12
1,5:43.0,R. Lopez misses 2-pt jump shot from 13 ft,,24,12
1,5:43.0,,Defensive rebound by E. Bledsoe,24,12
1,5:31.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),24,15
1,5:19.0,J. Parker misses 2-pt jump shot from 17 ft,,24,15
1,5:19.0,,Defensive rebound by K. Middleton,24,15
1,5:03.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),24,17
1,5:03.0,Chicago full timeout,,24,17
1,5:03.0,C. Hutchison enters the game for J. Parker,,24,17
1,4:52.0,J. Holiday makes 3-pt jump shot from 29 ft (assist by Z. LaVine),,27,17
1,4:26.0,,E. Bledsoe makes 2-pt layup from 2 ft,27,19
1,4:24.0,,Violation by Team (delay of game),27,19
1,4:00.0,Z. LaVine misses 2-pt jump shot from 20 ft,,27,19
1,3:57.0,,Defensive rebound by P. Connaughton,27,19
1,3:53.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,27,19
1,3:49.0,Defensive rebound by J. Holiday,,27,19
1,3:43.0,Z. LaVine makes 2-pt layup from 3 ft,,29,19
1,3:43.0,Shooting foul by E. İlyasova (drawn by Z. LaVine),,29,19
1,3:43.0,,T. Maker enters the game for B. Lopez,29,19
1,3:43.0,,T. Snell enters the game for K. Middleton,29,19
1,3:43.0,Z. LaVine makes free throw 1 of 1,,30,19
1,3:35.0,,Turnover by E. İlyasova (traveling),30,19
1,3:35.0,J. Parker enters the game for Z. LaVine,,30,19
1,3:15.0,J. Parker makes 3-pt jump shot from 24 ft (assist by J. Holiday),,33,19
1,2:57.0,,Turnover by T. Snell (bad pass; steal by J. Holiday),33,19
1,2:50.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,33,19
1,2:47.0,,Defensive rebound by E. İlyasova,33,19
1,2:38.0,,T. Snell misses 3-pt jump shot from 26 ft,33,19
1,2:38.0,,Offensive rebound by Team,33,19
1,2:38.0,Loose ball foul by J. Holiday (drawn by E. İlyasova),,33,19
1,2:38.0,A. Blakeney enters the game for R. Arcidiacono,,33,19
1,2:38.0,S. Harrison enters the game for J. Holiday,,33,19
1,2:38.0,,G. Antetokounmpo enters the game for E. Bledsoe,33,19
1,2:38.0,,M. Brogdon enters the game for E. İlyasova,33,19
1,2:31.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,33,19
1,2:31.0,Defensive rebound by Team,,33,19
1,2:15.0,J. Parker makes 2-pt jump shot from 20 ft,,35,19
1,1:57.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),35,22
1,1:41.0,J. Parker misses 2-pt layup from 2 ft,,35,22
1,1:39.0,,Defensive rebound by G. Antetokounmpo,35,22
1,1:23.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,35,24
1,1:07.0,A. Blakeney makes 3-pt jump shot from 26 ft (assist by C. Hutchison),,38,24
1,0:50.0,,T. Maker misses 3-pt jump shot from 28 ft,38,24
1,0:47.0,Defensive rebound by C. Hutchison,,38,24
1,0:33.0,A. Blakeney makes 2-pt jump shot from 13 ft,,40,24
1,0:12.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by M. Brogdon),40,27
1,0:00.0,J. Parker misses 3-pt jump shot from 28 ft,,40,27
1,0:00.0,Offensive rebound by Team,,40,27
2,11:40.0,Turnover by R. Lopez (3 sec),,40,27
2,11:23.0,,T. Snell misses 3-pt jump shot from 25 ft,40,27
2,11:20.0,,Offensive rebound by G. Antetokounmpo,40,27
2,11:15.0,,M. Brogdon misses 2-pt layup from 2 ft,40,27
2,11:10.0,Defensive rebound by J. Parker,,40,27
2,10:57.0,C. Hutchison misses 3-pt jump shot from 24 ft,,40,27
2,10:55.0,,Defensive rebound by P. Connaughton,40,27
2,10:47.0,,M. Brogdon misses 2-pt layup from 3 ft,40,27
2,10:44.0,Defensive rebound by S. Harrison,,40,27
2,10:40.0,S. Harrison misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,40,27
2,10:37.0,,Defensive rebound by T. Snell,40,27
2,10:37.0,,Personal foul by R. Lopez (drawn by G. Antetokounmpo),40,27
2,10:28.0,,T. Maker misses 3-pt jump shot from 27 ft,40,27
2,10:24.0,Defensive rebound by S. Harrison,,40,27
2,10:14.0,A. Blakeney misses 2-pt jump shot from 12 ft,,40,27
2,10:11.0,,Defensive rebound by P. Connaughton,40,27
2,10:02.0,,M. Brogdon misses 3-pt jump shot from 27 ft,40,27
2,9:57.0,Defensive rebound by A. Blakeney,,40,27
2,9:55.0,Shooting foul by T. Maker (drawn by S. Harrison),,40,27
2,9:55.0,S. Harrison misses free throw 1 of 2,,40,27
2,9:55.0,Offensive rebound by Team,,40,27
2,9:55.0,Z. LaVine enters the game for A. Blakeney,,40,27
2,9:55.0,,S. Brown enters the game for P. Connaughton,40,27
2,9:55.0,S. Harrison makes free throw 2 of 2,,41,27
2,9:31.0,,Turnover by Team (shot clock),41,27
2,9:21.0,Turnover by J. Parker (lost ball; steal by T. Snell),,41,27
2,9:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,41,29
2,9:04.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by S. Harrison),,43,29
2,8:50.0,,T. Maker misses 2-pt layup from 6 ft (block by R. Lopez),43,29
2,8:47.0,Defensive rebound by S. Harrison,,43,29
2,8:38.0,J. Parker makes 2-pt layup from 1 ft,,45,29
2,8:16.0,,T. Snell makes 2-pt dunk from 1 ft (assist by S. Brown),45,31
2,7:52.0,Turnover by Z. LaVine (bad pass),,45,31
2,7:52.0,W. Carter enters the game for R. Lopez,,45,31
2,7:52.0,,K. Middleton enters the game for T. Snell,45,31
2,7:40.0,,M. Brogdon misses 2-pt layup from 2 ft,45,31
2,7:40.0,Defensive rebound by Team,,45,31
2,7:29.0,Z. LaVine misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,45,31
2,7:29.0,,Defensive rebound by M. Brogdon,45,31
2,7:22.0,,G. Antetokounmpo makes 2-pt jump shot from 6 ft (assist by M. Brogdon),45,33
2,7:10.0,J. Parker misses 2-pt jump shot from 17 ft,,45,33
2,7:07.0,,Defensive rebound by G. Antetokounmpo,45,33
2,7:02.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,45,33
2,6:59.0,Defensive rebound by Z. LaVine,,45,33
2,6:50.0,Z. LaVine makes 2-pt layup from 1 ft,,47,33
2,6:50.0,,Milwaukee full timeout,47,33
2,6:50.0,R. Arcidiacono enters the game for S. Harrison,,47,33
2,6:50.0,A. Blakeney enters the game for J. Parker,,47,33
2,6:50.0,,E. Bledsoe enters the game for M. Brogdon,47,33
2,6:50.0,,E. İlyasova enters the game for T. Maker,47,33
2,6:40.0,,Shooting foul by A. Blakeney (drawn by E. İlyasova),47,33
2,6:40.0,,E. İlyasova misses free throw 1 of 2,47,33
2,6:40.0,,Offensive rebound by Team,47,33
2,6:40.0,,E. İlyasova makes free throw 2 of 2,47,34
2,6:19.0,Z. LaVine misses 2-pt layup from 2 ft (block by E. İlyasova),,47,34
2,6:16.0,,Defensive rebound by G. Antetokounmpo,47,34
2,6:11.0,,Turnover by E. Bledsoe (bad pass; steal by C. Hutchison),47,34
2,6:07.0,Turnover by A. Blakeney (traveling),,47,34
2,6:07.0,,B. Lopez enters the game for G. Antetokounmpo,47,34
2,5:53.0,,K. Middleton misses 3-pt jump shot from 26 ft,47,34
2,5:51.0,Defensive rebound by Z. LaVine,,47,34
2,5:31.0,W. Carter makes 2-pt jump shot from 17 ft (assist by A. Blakeney),,49,34
2,5:12.0,,K. Middleton makes 2-pt jump shot from 16 ft,49,36
2,4:53.0,W. Carter makes 2-pt jump shot from 10 ft (assist by Z. LaVine),,51,36
2,4:29.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),51,38
2,4:08.0,A. Blakeney misses 3-pt jump shot from 23 ft,,51,38
2,4:04.0,,Defensive rebound by K. Middleton,51,38
2,3:58.0,,Personal foul by Z. LaVine (drawn by K. Middleton),51,38
2,3:58.0,J. Holiday enters the game for A. Blakeney,,51,38
2,3:51.0,,K. Middleton misses 2-pt layup from 3 ft,51,38
2,3:48.0,Defensive rebound by C. Hutchison,,51,38
2,3:47.0,Personal foul by K. Middleton (drawn by C. Hutchison),,51,38
2,3:32.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Holiday),,54,38
2,3:13.0,,E. İlyasova misses 3-pt jump shot from 26 ft,54,38
2,3:10.0,,Offensive rebound by B. Lopez,54,38
2,3:10.0,,Turnover by K. Middleton (bad pass),54,38
2,3:10.0,,P. Connaughton enters the game for S. Brown,54,38
2,2:53.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by W. Carter),,57,38
2,2:34.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by P. Connaughton),57,41
2,2:18.0,Z. LaVine misses 2-pt layup from 2 ft (block by B. Lopez),,57,41
2,2:18.0,Offensive rebound by Team,,57,41
2,2:18.0,Chicago full timeout,,57,41
2,2:18.0,J. Parker enters the game for C. Hutchison,,57,41
2,2:18.0,,G. Antetokounmpo enters the game for E. İlyasova,57,41
2,2:09.0,J. Parker misses 2-pt jump shot from 8 ft,,57,41
2,2:04.0,,Defensive rebound by P. Connaughton,57,41
2,1:55.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,57,41
2,1:52.0,Defensive rebound by W. Carter,,57,41
2,1:45.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Carter),,60,41
2,1:36.0,,Turnover by K. Middleton (bad pass; steal by R. Arcidiacono),60,41
2,1:30.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,63,41
2,1:13.0,,P. Connaughton misses 3-pt jump shot from 27 ft,63,41
2,1:10.0,Defensive rebound by W. Carter,,63,41
2,0:59.0,Z. LaVine misses 2-pt jump shot from 15 ft,,63,41
2,0:57.0,,Defensive rebound by B. Lopez,63,41
2,0:41.0,,K. Middleton makes 2-pt layup from 2 ft,63,43
2,0:25.0,Z. LaVine misses 2-pt jump shot from 14 ft,,63,43
2,0:23.0,,Defensive rebound by K. Middleton,63,43
2,0:04.0,,Shooting foul by J. Parker (drawn by K. Middleton),63,43
2,0:04.0,,K. Middleton makes free throw 1 of 2,63,44
2,0:04.0,,T. Maker enters the game for G. Antetokounmpo,63,44
2,0:04.0,,K. Middleton makes free throw 2 of 2,63,45
2,0:00.0,Turnover by Z. LaVine (lost ball; steal by E. Bledsoe),,63,45
3,11:51.0,Z. LaVine misses 2-pt jump shot from 14 ft,,63,45
3,11:47.0,,Defensive rebound by G. Antetokounmpo,63,45
3,11:39.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),63,48
3,11:28.0,J. Parker misses 2-pt jump shot from 17 ft,,63,48
3,11:26.0,,Defensive rebound by K. Middleton,63,48
3,11:20.0,,B. Lopez misses 3-pt jump shot from 27 ft,63,48
3,11:17.0,Defensive rebound by J. Parker,,63,48
3,11:14.0,J. Holiday misses 3-pt jump shot from 24 ft,,63,48
3,11:11.0,,Defensive rebound by B. Lopez,63,48
3,11:05.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,63,48
3,11:03.0,Defensive rebound by J. Parker,,63,48
3,10:58.0,Turnover by J. Holiday (bad pass),,63,48
3,10:51.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,63,48
3,10:47.0,Defensive rebound by R. Arcidiacono,,63,48
3,10:28.0,J. Parker misses 3-pt jump shot from 23 ft,,63,48
3,10:25.0,,Defensive rebound by E. Bledsoe,63,48
3,10:25.0,,Personal foul by J. Holiday (drawn by G. Antetokounmpo),63,48
3,10:21.0,,Shooting foul by J. Parker (drawn by G. Antetokounmpo),63,48
3,10:21.0,,G. Antetokounmpo misses free throw 1 of 2,63,48
3,10:21.0,,Offensive rebound by Team,63,48
3,10:21.0,,G. Antetokounmpo makes free throw 2 of 2,63,49
3,10:07.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,63,49
3,10:04.0,,Defensive rebound by G. Antetokounmpo,63,49
3,10:02.0,,E. Bledsoe makes 2-pt layup at rim,63,51
3,10:02.0,,Personal foul by R. Arcidiacono (drawn by E. Bledsoe),63,51
3,10:02.0,,E. Bledsoe makes free throw 1 of 1,63,52
3,9:37.0,W. Carter makes 2-pt layup from 1 ft,,65,52
3,9:21.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),65,55
3,9:01.0,J. Holiday makes 2-pt jump shot from 7 ft (assist by W. Carter),,67,55
3,8:52.0,,Shooting foul by W. Carter (drawn by G. Antetokounmpo),67,55
3,8:52.0,,G. Antetokounmpo makes free throw 1 of 2,67,56
3,8:52.0,,G. Antetokounmpo makes free throw 2 of 2,67,57
3,8:30.0,W. Carter makes 2-pt hook shot from 3 ft,,69,57
3,8:17.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,69,57
3,8:17.0,Defensive rebound by W. Carter,,69,57
3,8:02.0,Z. LaVine misses 3-pt jump shot from 27 ft,,69,57
3,7:59.0,,Defensive rebound by E. Bledsoe,69,57
3,7:52.0,,K. Middleton makes 2-pt layup from 2 ft,69,59
3,7:47.0,Personal foul by K. Middleton (drawn by J. Holiday),,69,59
3,7:25.0,J. Holiday misses 2-pt jump shot from 16 ft,,69,59
3,7:24.0,Offensive rebound by J. Holiday,,69,59
3,7:18.0,J. Parker misses 3-pt jump shot from 27 ft,,69,59
3,7:15.0,,Defensive rebound by B. Lopez,69,59
3,7:03.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),69,62
3,7:03.0,Chicago full timeout,,69,62
3,6:48.0,Turnover by Z. LaVine (bad pass; steal by K. Middleton),,69,62
3,6:44.0,,E. Bledsoe makes 2-pt dunk from 1 ft (assist by K. Middleton),69,64
3,6:36.0,J. Parker makes 2-pt layup from 3 ft,,71,64
3,6:27.0,,Offensive foul by G. Antetokounmpo (drawn by R. Arcidiacono),71,64
3,6:27.0,,Turnover by G. Antetokounmpo (offensive foul),71,64
3,6:07.0,J. Holiday misses 3-pt jump shot from 30 ft,,71,64
3,6:03.0,,Defensive rebound by G. Antetokounmpo,71,64
3,5:52.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),71,67
3,5:40.0,Turnover by W. Carter (lost ball; steal by E. Bledsoe),,71,67
3,5:35.0,,Turnover by E. Bledsoe (bad pass; steal by J. Holiday),71,67
3,5:28.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by J. Holiday),,74,67
3,5:14.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by K. Middleton),74,70
3,4:54.0,Turnover by J. Parker (bad pass; steal by E. Bledsoe),,74,70
3,4:46.0,,E. Bledsoe makes 2-pt layup from 1 ft,74,72
3,4:46.0,Chicago full timeout,,74,72
3,4:46.0,C. Hutchison enters the game for J. Parker,,74,72
3,4:46.0,,P. Connaughton enters the game for M. Brogdon,74,72
3,4:33.0,W. Carter misses 2-pt jump shot from 11 ft,,74,72
3,4:31.0,,Defensive rebound by G. Antetokounmpo,74,72
3,4:28.0,,Shooting foul by C. Hutchison (drawn by G. Antetokounmpo),74,72
3,4:28.0,,G. Antetokounmpo misses free throw 1 of 2,74,72
3,4:28.0,,Offensive rebound by Team,74,72
3,4:28.0,,G. Antetokounmpo misses free throw 2 of 2,74,72
3,4:24.0,Defensive rebound by Z. LaVine,,74,72
3,4:22.0,R. Arcidiacono misses 3-pt jump shot from 27 ft,,74,72
3,4:18.0,,Defensive rebound by K. Middleton,74,72
3,4:15.0,,K. Middleton makes 2-pt layup from 1 ft,74,74
3,4:15.0,Violation by Team (def goaltending),,74,74
3,3:56.0,R. Arcidiacono misses 3-pt jump shot from 27 ft,,74,74
3,3:54.0,,Defensive rebound by Team,74,74
3,3:28.0,,K. Middleton misses 3-pt jump shot from 27 ft,74,74
3,3:22.0,,Offensive rebound by G. Antetokounmpo,74,74
3,3:22.0,,G. Antetokounmpo makes 2-pt dunk at rim,74,76
3,3:14.0,J. Holiday misses 2-pt jump shot from 12 ft,,74,76
3,3:11.0,,Defensive rebound by K. Middleton,74,76
3,3:05.0,,K. Middleton makes 2-pt layup from 1 ft (assist by P. Connaughton),74,78
3,2:47.0,Z. LaVine misses 3-pt jump shot from 27 ft,,74,78
3,2:44.0,,Defensive rebound by P. Connaughton,74,78
3,2:31.0,,Shooting foul by C. Hutchison (drawn by G. Antetokounmpo),74,78
3,2:31.0,,G. Antetokounmpo makes free throw 1 of 2,74,79
3,2:31.0,A. Blakeney enters the game for R. Arcidiacono,,74,79
3,2:31.0,S. Harrison enters the game for J. Holiday,,74,79
3,2:31.0,,T. Maker enters the game for B. Lopez,74,79
3,2:31.0,,G. Antetokounmpo makes free throw 2 of 2,74,80
3,2:12.0,A. Blakeney misses 2-pt jump shot from 15 ft,,74,80
3,2:09.0,,Defensive rebound by K. Middleton,74,80
3,2:08.0,,K. Middleton makes 2-pt dunk from 2 ft,74,82
3,2:07.0,Chicago full timeout,,74,82
3,2:07.0,R. Lopez enters the game for W. Carter,,74,82
3,1:58.0,Z. LaVine misses 2-pt layup from 3 ft (block by T. Maker),,74,82
3,1:58.0,Offensive rebound by Team,,74,82
3,1:52.0,Shooting foul by P. Connaughton (drawn by C. Hutchison),,74,82
3,1:52.0,C. Hutchison misses free throw 1 of 2,,74,82
3,1:52.0,Offensive rebound by Team,,74,82
3,1:52.0,C. Hutchison makes free throw 2 of 2,,75,82
3,1:42.0,,Shooting foul by C. Hutchison (drawn by E. Bledsoe),75,82
3,1:42.0,,E. Bledsoe misses free throw 1 of 2,75,82
3,1:42.0,,Offensive rebound by Team,75,82
3,1:42.0,,E. Bledsoe makes free throw 2 of 2,75,83
3,1:27.0,C. Hutchison misses 2-pt layup from 1 ft,,75,83
3,1:24.0,,Defensive rebound by T. Maker,75,83
3,1:15.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by P. Connaughton),75,86
3,1:00.0,Z. LaVine makes 2-pt layup at rim,,77,86
3,0:46.0,,P. Connaughton misses 3-pt jump shot from 28 ft,77,86
3,0:44.0,Defensive rebound by S. Harrison,,77,86
3,0:39.0,Shooting foul by T. Maker (drawn by Z. LaVine),,77,86
3,0:39.0,Z. LaVine makes free throw 1 of 2,,78,86
3,0:39.0,,T. Snell enters the game for K. Middleton,78,86
3,0:39.0,Z. LaVine misses free throw 2 of 2,,78,86
3,0:32.0,,Defensive rebound by T. Maker,78,86
3,0:29.0,,T. Maker misses 3-pt jump shot from 27 ft,78,86
3,0:26.0,Defensive rebound by C. Hutchison,,78,86
3,0:23.0,Turnover by Z. LaVine (bad pass; steal by T. Snell),,78,86
3,0:19.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,78,86
3,0:12.0,,Offensive rebound by G. Antetokounmpo,78,86
3,0:12.0,,G. Antetokounmpo makes 2-pt layup at rim,78,88
3,0:03.0,Shooting foul by P. Connaughton (drawn by C. Hutchison),,78,88
3,0:03.0,C. Hutchison makes free throw 1 of 2,,79,88
3,0:03.0,J. Holiday enters the game for Z. LaVine,,79,88
3,0:03.0,C. Hutchison makes free throw 2 of 2,,80,88
3,0:00.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,80,91
4,11:42.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by P. Connaughton),80,94
4,11:26.0,J. Parker misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,80,94
4,11:20.0,Offensive rebound by R. Lopez,,80,94
4,11:19.0,J. Holiday misses 3-pt jump shot from 27 ft,,80,94
4,11:16.0,,Defensive rebound by M. Brogdon,80,94
4,11:13.0,,T. Maker misses 3-pt jump shot from 23 ft,80,94
4,11:10.0,Defensive rebound by S. Harrison,,80,94
4,11:06.0,S. Harrison makes 2-pt layup from 2 ft,,82,94
4,11:06.0,,Violation by Team (def goaltending),82,94
4,10:47.0,,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by T. Maker),82,97
4,10:36.0,J. Parker misses 2-pt jump shot from 14 ft,,82,97
4,10:34.0,,Defensive rebound by P. Connaughton,82,97
4,10:31.0,,P. Connaughton misses 3-pt jump shot from 27 ft,82,97
4,10:28.0,Defensive rebound by J. Parker,,82,97
4,10:24.0,Personal foul by M. Brogdon (drawn by S. Harrison),,82,97
4,10:14.0,Turnover by J. Parker (bad pass; steal by P. Connaughton),,82,97
4,10:08.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),82,100
4,10:08.0,Chicago full timeout,,82,100
4,9:55.0,Shooting foul by T. Maker (drawn by R. Lopez),,82,100
4,9:55.0,R. Lopez misses free throw 1 of 2,,82,100
4,9:55.0,Offensive rebound by Team,,82,100
4,9:55.0,R. Lopez makes free throw 2 of 2,,83,100
4,9:40.0,,Turnover by G. Antetokounmpo (bad pass),83,100
4,9:25.0,R. Lopez misses 2-pt hook shot from 4 ft,,83,100
4,9:18.0,Offensive rebound by S. Harrison,,83,100
4,9:18.0,S. Harrison makes 2-pt layup from 1 ft,,85,100
4,9:14.0,,M. Brogdon misses 3-pt jump shot from 27 ft,85,100
4,9:12.0,Defensive rebound by J. Parker,,85,100
4,9:06.0,Personal foul by T. Snell (drawn by R. Lopez),,85,100
4,9:06.0,,B. Lopez enters the game for G. Antetokounmpo,85,100
4,9:06.0,,K. Middleton enters the game for T. Maker,85,100
4,9:00.0,S. Harrison misses 2-pt jump shot from 12 ft,,85,100
4,8:57.0,,Defensive rebound by B. Lopez,85,100
4,8:47.0,,B. Lopez misses 3-pt jump shot from 26 ft,85,100
4,8:44.0,Defensive rebound by J. Parker,,85,100
4,8:41.0,A. Blakeney misses 3-pt jump shot from 26 ft,,85,100
4,8:38.0,,Defensive rebound by K. Middleton,85,100
4,8:28.0,,T. Snell makes 2-pt jump shot from 15 ft (assist by K. Middleton),85,102
4,8:16.0,Personal foul by K. Middleton (drawn by J. Parker),,85,102
4,8:05.0,A. Blakeney makes 3-pt jump shot from 24 ft (assist by J. Parker),,88,102
4,7:51.0,,K. Middleton makes 2-pt jump shot from 8 ft,88,104
4,7:40.0,S. Harrison misses 2-pt layup from 3 ft,,88,104
4,7:38.0,,Defensive rebound by P. Connaughton,88,104
4,7:28.0,,B. Lopez misses 3-pt jump shot from 26 ft,88,104
4,7:25.0,Defensive rebound by J. Holiday,,88,104
4,7:15.0,A. Blakeney makes 2-pt jump shot from 20 ft (assist by R. Lopez),,90,104
4,7:01.0,,Turnover by T. Snell (out of bounds lost ball),90,104
4,7:01.0,R. Arcidiacono enters the game for S. Harrison,,90,104
4,7:01.0,Z. LaVine enters the game for J. Holiday,,90,104
4,6:41.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by Z. LaVine),,92,104
4,6:19.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by K. Middleton),92,106
4,6:08.0,A. Blakeney makes 2-pt jump shot from 12 ft,,94,106
4,5:55.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by M. Brogdon),94,108
4,5:44.0,R. Lopez misses 2-pt jump shot from 20 ft,,94,108
4,5:41.0,,Defensive rebound by K. Middleton,94,108
4,5:29.0,,B. Lopez misses 3-pt jump shot from 22 ft,94,108
4,5:27.0,,Offensive rebound by M. Brogdon,94,108
4,5:25.0,,K. Middleton misses 3-pt jump shot from 26 ft,94,108
4,5:22.0,,Offensive rebound by M. Brogdon,94,108
4,5:17.0,,Milwaukee full timeout,94,108
4,5:17.0,W. Carter enters the game for R. Lopez,,94,108
4,5:17.0,,E. Bledsoe enters the game for P. Connaughton,94,108
