QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
1,6:39.0,Offensive rebound by Team,,8,13
1,6:39.0,,Loose ball foul by A. Gordon (drawn by B. Griffin),8,13
1,6:39.0,,Orlando full timeout,8,13
1,6:33.0,Turnover by R. Jackson (bad pass; steal by A. Gordon),,8,13
1,6:24.0,,A. Gordon misses 2-pt jump shot from 21 ft,8,13
1,6:21.0,Defensive rebound by A. Drummond,,8,13
1,6:15.0,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),,10,13
1,5:59.0,,A. Gordon misses 2-pt jump shot from 16 ft,10,13
1,5:56.0,Defensive rebound by R. Bullock,,10,13
1,5:50.0,A. Drummond makes 2-pt layup from 5 ft (assist by R. Jackson),,12,13
1,5:33.0,,A. Gordon misses 2-pt jump shot from 6 ft,12,13
1,5:31.0,Defensive rebound by A. Drummond,,12,13
1,5:27.0,Turnover by R. Jackson (bad pass; steal by E. Fournier),,12,13
1,5:19.0,,Turnover by E. Fournier (bad pass; steal by R. Bullock),12,13
1,5:12.0,Turnover by G. Robinson (lost ball; steal by A. Gordon),,12,13
1,5:05.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by A. Gordon),12,15
1,4:54.0,B. Griffin misses 3-pt jump shot from 27 ft,,12,15
1,4:50.0,,Defensive rebound by N. Vučević,12,15
1,4:45.0,,W. Iwundu misses 2-pt jump shot from 19 ft,12,15
1,4:42.0,Defensive rebound by A. Drummond,,12,15
1,4:33.0,G. Robinson misses 2-pt layup from 5 ft,,12,15
1,4:31.0,,Defensive rebound by A. Gordon,12,15
1,4:23.0,,Personal foul by R. Jackson (drawn by D. Augustin),12,15
1,4:23.0,L. Galloway enters the game for R. Bullock,,12,15
1,4:23.0,I. Smith enters the game for R. Jackson,,12,15
1,4:23.0,,J. Grant enters the game for D. Augustin,12,15
1,4:23.0,,T. Ross enters the game for W. Iwundu,12,15
1,4:18.0,,E. Fournier makes 2-pt layup from 4 ft (assist by A. Gordon),12,17
1,3:59.0,Shooting foul by N. Vučević (drawn by B. Griffin),,12,17
1,3:59.0,B. Griffin makes free throw 1 of 2,,13,17
1,3:59.0,S. Johnson enters the game for G. Robinson,,13,17
1,3:59.0,B. Griffin makes free throw 2 of 2,,14,17
1,3:45.0,,Personal foul by B. Griffin (drawn by A. Gordon),14,17
1,3:40.0,,E. Fournier makes 2-pt jump shot from 17 ft (assist by A. Gordon),14,19
1,3:27.0,A. Drummond makes 2-pt layup from 2 ft (assist by L. Galloway),,16,19
1,3:15.0,,N. Vučević makes 2-pt layup from 1 ft,16,21
1,3:15.0,Violation by Team (def goaltending),,16,21
1,3:11.0,Detroit full timeout,,16,21
1,3:11.0,,M. Bamba enters the game for E. Fournier,16,21
1,3:11.0,,J. Simmons enters the game for N. Vučević,16,21
1,2:58.0,B. Griffin misses 2-pt hook shot from 6 ft (block by T. Ross),,16,21
1,2:54.0,,Defensive rebound by T. Ross,16,21
1,2:47.0,,A. Gordon misses 3-pt jump shot from 27 ft,16,21
1,2:42.0,,Offensive rebound by J. Simmons,16,21
1,2:36.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),16,24
1,2:36.0,,Shooting foul by I. Smith (drawn by T. Ross),16,24
1,2:36.0,,T. Ross makes free throw 1 of 1,16,25
1,2:28.0,Turnover by I. Smith (lost ball; steal by J. Grant),,16,25
1,2:24.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by J. Grant),16,27
1,2:11.0,I. Smith misses 2-pt layup from 4 ft,,16,27
1,2:06.0,Offensive rebound by A. Drummond,,16,27
1,2:06.0,A. Drummond misses 2-pt layup from 1 ft,,16,27
1,2:05.0,,Defensive rebound by J. Simmons,16,27
1,2:01.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by J. Grant),16,29
1,1:44.0,A. Drummond misses 2-pt layup from 5 ft,,16,29
1,1:42.0,,Defensive rebound by A. Gordon,16,29
1,1:38.0,,A. Gordon misses 3-pt jump shot from 26 ft,16,29
1,1:37.0,,Offensive rebound by J. Grant,16,29
1,1:37.0,,Personal foul by L. Galloway (drawn by J. Grant),16,29
1,1:30.0,,J. Simmons misses 2-pt layup from 5 ft,16,29
1,1:30.0,,Offensive rebound by Team,16,29
1,1:25.0,,T. Ross makes 2-pt jump shot from 10 ft (assist by J. Grant),16,31
1,1:18.0,Detroit full timeout,,16,31
1,1:00.0,I. Smith misses 2-pt jump shot from 19 ft,,16,31
1,0:58.0,Offensive rebound by A. Drummond,,16,31
1,0:58.0,A. Drummond makes 2-pt dunk from 1 ft,,18,31
1,0:43.0,,A. Gordon misses 2-pt jump shot from 20 ft,18,31
1,0:41.0,Defensive rebound by B. Griffin,,18,31
1,0:39.0,A. Drummond makes 2-pt layup from 3 ft (assist by B. Griffin),,20,31
1,0:30.0,,J. Grant misses 2-pt jump shot from 14 ft,20,31
1,0:28.0,Defensive rebound by A. Drummond,,20,31
1,0:24.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,23,31
1,0:01.0,,Turnover by J. Grant (lost ball; steal by I. Smith),23,31
1,0:00.0,,Violation by Team (kicked ball),23,31
1,0:00.0,A. Drummond makes 3-pt jump shot from 29 ft (assist by S. Johnson),,26,31
2,11:43.0,Turnover by Z. Pachulia (bad pass),,26,31
2,11:30.0,,J. Simmons misses 2-pt jump shot from 19 ft,26,31
2,11:27.0,Defensive rebound by L. Galloway,,26,31
2,11:22.0,J. Calderón misses 3-pt jump shot from 28 ft,,26,31
2,11:19.0,,Defensive rebound by J. Simmons,26,31
2,11:14.0,,T. Ross misses 3-pt jump shot from 28 ft,26,31
2,11:12.0,Defensive rebound by S. Johnson,,26,31
2,11:01.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by S. Johnson),,29,31
2,10:40.0,,J. Simmons misses 2-pt jump shot from 7 ft,29,31
2,10:38.0,Defensive rebound by Z. Pachulia,,29,31
2,10:28.0,I. Smith makes 2-pt jump shot from 4 ft,,31,31
2,10:14.0,,Turnover by M. Bamba (lost ball; steal by Z. Pachulia),31,31
2,10:12.0,Shooting foul by M. Bamba (drawn by Z. Pachulia),,31,31
2,10:12.0,Z. Pachulia makes free throw 1 of 2,,32,31
2,10:12.0,Z. Pachulia makes free throw 2 of 2,,33,31
2,9:51.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by J. Grant),33,33
2,9:44.0,Turnover by J. Calderón (traveling),,33,33
2,9:26.0,,J. Martin misses 2-pt jump shot from 23 ft,33,33
2,9:23.0,Defensive rebound by I. Smith,,33,33
2,9:21.0,I. Smith makes 2-pt layup from 3 ft,,35,33
2,9:06.0,,M. Bamba makes 2-pt dunk from 2 ft (assist by J. Grant),35,35
2,8:49.0,S. Johnson makes 2-pt layup from 2 ft,,37,35
2,8:35.0,,J. Simmons misses 2-pt jump shot from 18 ft,37,35
2,8:33.0,Defensive rebound by S. Johnson,,37,35
2,8:29.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by I. Smith),,40,35
2,8:15.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Grant),40,38
2,8:02.0,I. Smith misses 2-pt jump shot from 4 ft,,40,38
2,8:00.0,Offensive rebound by Z. Pachulia,,40,38
2,7:58.0,Z. Pachulia misses 2-pt layup from 5 ft (block by M. Bamba),,40,38
2,7:55.0,Offensive rebound by J. Calderón,,40,38
2,7:54.0,S. Johnson misses 3-pt jump shot from 26 ft,,40,38
2,7:54.0,,Defensive rebound by J. Martin,40,38
2,7:43.0,,M. Bamba misses 3-pt jump shot from 25 ft,40,38
2,7:41.0,Defensive rebound by S. Johnson,,40,38
2,7:36.0,S. Johnson makes 2-pt layup from 3 ft,,42,38
2,7:23.0,,Orlando full timeout,42,38
2,7:23.0,R. Jackson enters the game for J. Calderón,,42,38
2,7:23.0,G. Robinson enters the game for L. Galloway,,42,38
2,7:14.0,,Shooting foul by R. Jackson (drawn by J. Simmons),42,38
2,7:14.0,,J. Simmons makes free throw 1 of 2,42,39
2,7:14.0,,E. Fournier enters the game for M. Bamba,42,39
2,7:14.0,,A. Gordon enters the game for J. Martin,42,39
2,7:14.0,,N. Vučević enters the game for T. Ross,42,39
2,7:14.0,,J. Simmons misses free throw 2 of 2,42,39
2,7:11.0,Defensive rebound by S. Johnson,,42,39
2,6:57.0,Personal foul by J. Grant (drawn by Z. Pachulia),,42,39
2,6:52.0,R. Jackson misses 3-pt jump shot from 26 ft,,42,39
2,6:48.0,,Defensive rebound by N. Vučević,42,39
2,6:30.0,,N. Vučević misses 2-pt hook shot from 7 ft,42,39
2,6:27.0,Defensive rebound by Z. Pachulia,,42,39
2,6:20.0,R. Jackson misses 3-pt jump shot from 26 ft,,42,39
2,6:16.0,,Defensive rebound by A. Gordon,42,39
2,6:06.0,,N. Vučević misses 2-pt layup from 6 ft,42,39
2,6:02.0,Defensive rebound by Z. Pachulia,,42,39
2,5:59.0,S. Johnson misses 2-pt layup from 7 ft (block by A. Gordon),,42,39
2,5:59.0,,Defensive rebound by Team,42,39
2,5:59.0,A. Drummond enters the game for S. Johnson,,42,39
2,5:59.0,B. Griffin enters the game for Z. Pachulia,,42,39
2,5:59.0,,D. Augustin enters the game for J. Grant,42,39
2,5:47.0,,Turnover by E. Fournier (bad pass; steal by A. Drummond),42,39
2,5:44.0,Shooting foul by A. Gordon (drawn by G. Robinson),,42,39
2,5:44.0,G. Robinson makes free throw 1 of 2,,43,39
2,5:44.0,G. Robinson makes free throw 2 of 2,,44,39
2,5:39.0,,Personal foul by B. Griffin (drawn by A. Gordon),44,39
2,5:31.0,,E. Fournier misses 2-pt jump shot from 5 ft,44,39
2,5:29.0,Defensive rebound by A. Drummond,,44,39
2,5:19.0,B. Griffin makes 2-pt hook shot from 3 ft,,46,39
2,5:05.0,,A. Gordon makes 2-pt layup from 2 ft (assist by D. Augustin),46,41
2,4:56.0,I. Smith misses 3-pt jump shot from 26 ft,,46,41
2,4:54.0,,Defensive rebound by N. Vučević,46,41
2,4:42.0,,A. Gordon makes 2-pt dunk at rim,46,43
2,4:36.0,Detroit full timeout,,46,43
2,4:36.0,R. Bullock enters the game for I. Smith,,46,43
2,4:27.0,Personal foul by A. Gordon (drawn by B. Griffin),,46,43
2,4:27.0,,J. Martin enters the game for A. Gordon,46,43
2,4:17.0,Turnover by R. Jackson (bad pass),,46,43
2,4:04.0,,D. Augustin misses 3-pt jump shot from 26 ft,46,43
2,4:01.0,Defensive rebound by A. Drummond,,46,43
2,3:51.0,Shooting foul by J. Martin (drawn by G. Robinson),,46,43
2,3:51.0,G. Robinson makes free throw 1 of 2,,47,43
2,3:51.0,G. Robinson makes free throw 2 of 2,,48,43
2,3:41.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),48,45
2,3:41.0,Violation by Team (def goaltending),,48,45
2,3:30.0,Turnover by R. Jackson (bad pass),,48,45
2,3:30.0,,T. Ross enters the game for J. Simmons,48,45
2,3:21.0,,D. Augustin makes 2-pt layup from 1 ft,48,47
2,3:02.0,B. Griffin misses 2-pt layup from 4 ft,,48,47
2,3:00.0,,Defensive rebound by D. Augustin,48,47
2,2:55.0,,J. Martin misses 2-pt layup from 3 ft,48,47
2,2:53.0,,Offensive rebound by D. Augustin,48,47
2,2:50.0,,Turnover by T. Ross (bad pass; steal by B. Griffin),48,47
2,2:47.0,G. Robinson misses 2-pt layup from 4 ft (block by J. Martin),,48,47
2,2:47.0,Offensive rebound by Team,,48,47
2,2:45.0,Personal foul by E. Fournier (drawn by R. Jackson),,48,47
2,2:45.0,R. Jackson misses free throw 1 of 2,,48,47
2,2:45.0,Offensive rebound by Team,,48,47
2,2:45.0,R. Jackson makes free throw 2 of 2,,49,47
2,2:26.0,,N. Vučević misses 2-pt jump shot from 16 ft,49,47
2,2:23.0,Defensive rebound by R. Bullock,,49,47
2,2:18.0,B. Griffin makes 2-pt dunk from 2 ft (assist by R. Jackson),,51,47
2,2:02.0,,N. Vučević misses 2-pt hook shot from 7 ft,51,47
2,2:02.0,Defensive rebound by A. Drummond,,51,47
2,1:45.0,A. Drummond makes 2-pt layup from 2 ft,,53,47
2,1:32.0,,E. Fournier misses 2-pt jump shot from 23 ft,53,47
2,1:28.0,,Offensive rebound by E. Fournier,53,47
2,1:28.0,,J. Simmons enters the game for E. Fournier,53,47
2,1:18.0,,N. Vučević misses 3-pt jump shot from 25 ft,53,47
2,1:18.0,Defensive rebound by Team,,53,47
2,1:01.0,Shooting foul by N. Vučević (drawn by A. Drummond),,53,47
2,1:01.0,A. Drummond makes free throw 1 of 2,,54,47
2,1:01.0,,M. Bamba enters the game for N. Vučević,54,47
2,1:01.0,A. Drummond makes free throw 2 of 2,,55,47
2,0:52.0,,T. Ross misses 2-pt jump shot from 17 ft,55,47
2,0:48.0,Defensive rebound by R. Bullock,,55,47
2,0:41.0,R. Bullock misses 2-pt layup from 4 ft (block by M. Bamba),,55,47
2,0:38.0,Offensive rebound by A. Drummond,,55,47
2,0:38.0,A. Drummond makes 2-pt layup from 1 ft,,57,47
2,0:32.0,,D. Augustin makes 3-pt jump shot from 26 ft,57,50
2,0:32.0,,Shooting foul by R. Jackson (drawn by D. Augustin),57,50
2,0:32.0,I. Smith enters the game for R. Jackson,,57,50
2,0:32.0,,D. Augustin makes free throw 1 of 1,57,51
2,0:20.0,Def 3 sec tech foul by Team,,57,51
2,0:20.0,R. Bullock makes technical free throw,,58,51
2,0:07.0,B. Griffin misses 2-pt hook shot from 7 ft (block by J. Martin),,58,51
2,0:05.0,,Defensive rebound by M. Bamba,58,51
2,0:00.0,,J. Simmons misses 2-pt jump shot from 11 ft,58,51
2,0:00.0,,Offensive rebound by Team,58,51
3,11:45.0,Turnover by G. Robinson (traveling),,58,51
3,11:23.0,,E. Fournier misses 3-pt jump shot from 26 ft,58,51
3,11:20.0,Defensive rebound by B. Griffin,,58,51
3,11:13.0,R. Bullock misses 2-pt layup from 3 ft (block by N. Vučević),,58,51
3,11:10.0,,Defensive rebound by E. Fournier,58,51
3,11:06.0,,D. Augustin makes 3-pt jump shot from 27 ft (assist by E. Fournier),58,54
3,10:38.0,R. Jackson misses 3-pt jump shot from 28 ft,,58,54
3,10:38.0,Offensive rebound by Team,,58,54
3,10:38.0,Turnover by Team (shot clock),,58,54
3,10:20.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by A. Gordon),58,57
3,10:09.0,B. Griffin misses 3-pt jump shot from 26 ft,,58,57
3,10:05.0,,Defensive rebound by E. Fournier,58,57
3,10:04.0,,Personal foul by G. Robinson (drawn by E. Fournier),58,57
3,9:54.0,,N. Vučević misses 3-pt jump shot from 26 ft,58,57
3,9:52.0,Defensive rebound by B. Griffin,,58,57
3,9:37.0,A. Drummond misses 2-pt hook shot from 5 ft,,58,57
3,9:34.0,,Defensive rebound by N. Vučević,58,57
3,9:30.0,,D. Augustin misses 3-pt jump shot from 25 ft,58,57
3,9:27.0,,Offensive rebound by A. Gordon,58,57
3,9:18.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),58,60
3,8:48.0,G. Robinson makes 3-pt jump shot from 25 ft,,61,60
3,8:29.0,,E. Fournier makes 2-pt layup from 3 ft,61,62
3,8:20.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),,63,62
3,8:08.0,,N. Vučević makes 2-pt hook shot from 6 ft,63,64
3,7:57.0,Def 3 sec tech foul by Team,,63,64
3,7:57.0,R. Jackson makes technical free throw,,64,64
3,7:45.0,A. Drummond makes 2-pt layup from 3 ft,,66,64
3,7:28.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by D. Augustin),66,66
3,7:16.0,R. Bullock misses 3-pt jump shot from 25 ft,,66,66
3,7:14.0,,Defensive rebound by N. Vučević,66,66
3,7:05.0,,A. Gordon makes 2-pt hook shot from 7 ft,66,68
3,7:05.0,Detroit full timeout,,66,68
3,6:56.0,R. Bullock misses 2-pt jump shot from 11 ft,,66,68
3,6:53.0,,Defensive rebound by D. Augustin,66,68
3,6:34.0,,A. Gordon makes 2-pt layup from 5 ft (assist by E. Fournier),66,70
3,6:10.0,R. Jackson misses 3-pt jump shot from 30 ft,,66,70
3,6:07.0,,Defensive rebound by A. Gordon,66,70
3,6:07.0,,Offensive foul by A. Gordon (drawn by B. Griffin),66,70
3,6:07.0,,Turnover by A. Gordon (offensive foul),66,70
3,6:07.0,L. Galloway enters the game for R. Bullock,,66,70
3,6:07.0,,J. Martin enters the game for A. Gordon,66,70
3,5:54.0,G. Robinson misses 3-pt jump shot from 23 ft,,66,70
3,5:50.0,,Defensive rebound by N. Vučević,66,70
3,5:36.0,,D. Augustin makes 2-pt layup from 3 ft (assist by N. Vučević),66,72
3,5:14.0,Shooting foul by J. Martin (drawn by B. Griffin),,66,72
3,5:14.0,B. Griffin misses free throw 1 of 2,,66,72
3,5:14.0,Offensive rebound by Team,,66,72
3,5:14.0,S. Johnson enters the game for R. Jackson,,66,72
3,5:14.0,I. Smith enters the game for G. Robinson,,66,72
3,5:14.0,B. Griffin makes free throw 2 of 2,,67,72
3,5:07.0,,Personal foul by S. Johnson (drawn by E. Fournier),67,72
3,5:07.0,,T. Ross enters the game for W. Iwundu,67,72
3,5:00.0,,E. Fournier makes 2-pt layup from 2 ft (assist by J. Martin),67,74
3,4:44.0,A. Drummond misses 2-pt hook shot from 5 ft,,67,74
3,4:42.0,,Defensive rebound by E. Fournier,67,74
3,4:39.0,,Turnover by E. Fournier (bad pass),67,74
3,4:25.0,L. Galloway misses 3-pt jump shot from 27 ft,,67,74
3,4:25.0,,Defensive rebound by Team,67,74
3,4:15.0,,N. Vučević makes 2-pt jump shot from 11 ft (assist by J. Martin),67,76
3,4:01.0,S. Johnson misses 2-pt layup from 4 ft,,67,76
3,4:01.0,Offensive rebound by A. Drummond,,67,76
3,4:01.0,A. Drummond misses 2-pt layup at rim,,67,76
3,4:01.0,,Defensive rebound by Team,67,76
3,3:49.0,,J. Martin misses 3-pt jump shot from 26 ft,67,76
3,3:47.0,Defensive rebound by L. Galloway,,67,76
3,3:40.0,B. Griffin misses 2-pt layup from 2 ft,,67,76
3,3:38.0,,Defensive rebound by N. Vučević,67,76
3,3:29.0,,Personal foul by L. Galloway (drawn by E. Fournier),67,76
3,3:22.0,,T. Ross makes 2-pt jump shot from 17 ft,67,78
3,3:01.0,B. Griffin makes 2-pt dunk from 2 ft (assist by L. Galloway),,69,78
3,2:38.0,,N. Vučević misses 2-pt jump shot from 12 ft,69,78
3,2:35.0,Defensive rebound by I. Smith,,69,78
3,2:20.0,I. Smith misses 3-pt jump shot from 23 ft,,69,78
3,2:17.0,,Defensive rebound by T. Ross,69,78
3,2:08.0,,Turnover by E. Fournier (lost ball; steal by A. Drummond),69,78
3,2:01.0,Turnover by A. Drummond (bad pass),,69,78
3,2:01.0,,Orlando full timeout,69,78
3,2:01.0,,J. Grant enters the game for D. Augustin,69,78
3,2:01.0,,J. Simmons enters the game for E. Fournier,69,78
3,1:53.0,,Offensive foul by N. Vučević (drawn by L. Galloway),69,78
3,1:53.0,,Turnover by N. Vučević (offensive foul),69,78
3,1:30.0,B. Griffin misses 2-pt jump shot from 8 ft,,69,78
3,1:25.0,Offensive rebound by A. Drummond,,69,78
3,1:25.0,A. Drummond makes 2-pt layup at rim,,71,78
3,1:16.0,,N. Vučević makes 2-pt dunk from 3 ft,71,80
3,1:05.0,Turnover by I. Smith (bad pass; steal by T. Ross),,71,80
3,0:59.0,,J. Martin misses 2-pt layup from 4 ft,71,80
3,0:56.0,Defensive rebound by L. Galloway,,71,80
3,0:38.0,B. Griffin makes 3-pt jump shot from 26 ft,,74,80
3,0:28.0,,J. Grant misses 2-pt layup from 7 ft,74,80
3,0:25.0,Defensive rebound by A. Drummond,,74,80
3,0:20.0,B. Griffin makes 2-pt layup from 2 ft (assist by I. Smith),,76,80
3,0:08.0,,Personal foul by I. Smith (drawn by J. Grant),76,80
3,0:03.0,,Turnover by J. Grant (bad pass; steal by I. Smith),76,80
3,0:00.0,I. Smith makes 2-pt layup from 2 ft,,78,80
4,11:45.0,,T. Ross misses 2-pt jump shot from 20 ft,78,80
4,11:41.0,Defensive rebound by S. Johnson,,78,80
4,11:39.0,Turnover by S. Johnson (lost ball; steal by J. Simmons),,78,80
4,11:37.0,,Turnover by M. Bamba (out of bounds lost ball),78,80
4,11:19.0,I. Smith makes 2-pt layup from 2 ft,,80,80
4,10:51.0,,T. Ross misses 3-pt jump shot from 27 ft,80,80
4,10:49.0,Defensive rebound by L. Galloway,,80,80
4,10:30.0,S. Johnson misses 3-pt jump shot from 24 ft,,80,80
4,10:27.0,,Defensive rebound by T. Ross,80,80
4,10:20.0,,J. Martin misses 3-pt jump shot from 24 ft,80,80
4,10:17.0,Defensive rebound by I. Smith,,80,80
4,10:00.0,L. Galloway misses 3-pt jump shot from 27 ft,,80,80
4,9:58.0,,Defensive rebound by J. Martin,80,80
4,9:44.0,,Turnover by J. Simmons (lost ball; steal by I. Smith),80,80
4,9:37.0,S. Johnson makes 3-pt jump shot from 27 ft (assist by J. Calderón),,83,80
4,9:16.0,,T. Ross misses 3-pt jump shot from 25 ft,83,80
4,9:14.0,,Offensive rebound by T. Ross,83,80
4,9:12.0,,Shooting foul by J. Calderón (drawn by J. Simmons),83,80
4,9:12.0,,J. Simmons makes free throw 1 of 2,83,81
4,9:12.0,,J. Simmons makes free throw 2 of 2,83,82
4,8:56.0,S. Johnson makes 3-pt jump shot from 28 ft (assist by I. Smith),,86,82
4,8:48.0,,Offensive foul by M. Bamba (drawn by Z. Pachulia),86,82
4,8:48.0,,Turnover by M. Bamba (offensive foul),86,82
4,8:33.0,I. Smith misses 3-pt jump shot from 27 ft,,86,82
4,8:30.0,,Defensive rebound by M. Bamba,86,82
4,8:23.0,,Turnover by J. Simmons (lost ball; steal by J. Calderón),86,82
4,8:17.0,Turnover by L. Galloway (bad pass; steal by J. Grant),,86,82
4,8:11.0,,T. Ross misses 2-pt jump shot from 12 ft,86,82
4,8:07.0,Defensive rebound by L. Galloway,,86,82
4,7:52.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,86,82
4,7:50.0,,Defensive rebound by J. Simmons,86,82
4,7:42.0,,Turnover by J. Simmons (lost ball; steal by J. Calderón),86,82
4,7:34.0,S. Johnson misses 3-pt jump shot from 28 ft,,86,82
4,7:27.0,Offensive rebound by Z. Pachulia,,86,82
4,7:27.0,Z. Pachulia misses 2-pt layup at rim,,86,82
4,7:27.0,Offensive rebound by J. Calderón,,86,82
4,7:24.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by S. Johnson),,89,82
4,7:24.0,,Orlando full timeout,89,82
4,7:24.0,,D. Augustin enters the game for M. Bamba,89,82
4,7:24.0,,A. Gordon enters the game for J. Grant,89,82
4,7:24.0,,W. Iwundu enters the game for J. Martin,89,82
4,7:24.0,,N. Vučević enters the game for J. Simmons,89,82
4,7:10.0,,Turnover by T. Ross (bad pass; steal by J. Calderón),89,82
4,7:04.0,L. Galloway misses 3-pt jump shot from 26 ft,,89,82
4,7:01.0,,Defensive rebound by A. Gordon,89,82
4,6:51.0,,N. Vučević misses 3-pt jump shot from 27 ft,89,82
4,6:44.0,Defensive rebound by S. Johnson,,89,82
4,6:28.0,I. Smith misses 3-pt jump shot from 25 ft,,89,82
4,6:26.0,,Defensive rebound by N. Vučević,89,82
4,6:20.0,,Shooting foul by Z. Pachulia (drawn by N. Vučević),89,82
4,6:20.0,,N. Vučević makes free throw 1 of 2,89,83
4,6:20.0,,E. Fournier enters the game for T. Ross,89,83
4,6:20.0,,N. Vučević makes free throw 2 of 2,89,84
4,6:05.0,L. Galloway misses 3-pt jump shot from 24 ft,,89,84
4,6:03.0,,Defensive rebound by A. Gordon,89,84
4,5:52.0,,Turnover by N. Vučević (bad pass; steal by S. Johnson),89,84
4,5:30.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by I. Smith),,92,84
4,5:11.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),92,87
4,5:09.0,Detroit full timeout,,92,87
4,5:09.0,A. Drummond enters the game for L. Galloway,,92,87
4,5:09.0,B. Griffin enters the game for S. Johnson,,92,87
4,5:09.0,R. Jackson enters the game for Z. Pachulia,,92,87
4,5:09.0,G. Robinson enters the game for I. Smith,,92,87
4,4:51.0,B. Griffin misses 3-pt jump shot from 27 ft,,92,87
4,4:48.0,Offensive rebound by A. Drummond,,92,87
4,4:46.0,Turnover by A. Drummond (lost ball; steal by E. Fournier),,92,87
4,4:39.0,,E. Fournier makes 2-pt jump shot from 8 ft,92,89
4,4:16.0,R. Jackson misses 3-pt jump shot from 23 ft,,92,89
4,4:14.0,,Defensive rebound by A. Gordon,92,89
4,4:07.0,,D. Augustin misses 2-pt layup from 6 ft,92,89
4,4:07.0,Defensive rebound by Team,,92,89
4,4:07.0,,Loose ball foul by N. Vučević (drawn by B. Griffin),92,89
4,4:07.0,L. Galloway enters the game for J. Calderón,,92,89
4,4:07.0,,T. Ross enters the game for W. Iwundu,92,89
4,3:55.0,R. Jackson makes 2-pt jump shot from 17 ft,,94,89
4,3:38.0,,E. Fournier makes 2-pt dunk from 6 ft (assist by A. Gordon),94,91
4,3:19.0,G. Robinson misses 3-pt jump shot from 27 ft,,94,91
