QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
1,7:02.0,,Shooting foul by B. Bogdanović (drawn by C. Capela),9,10
1,7:02.0,,C. Capela makes free throw 1 of 2,9,11
1,7:02.0,,C. Capela makes free throw 2 of 2,9,12
1,6:48.0,B. Hield misses 3-pt jump shot from 30 ft,,9,12
1,6:48.0,Offensive rebound by M. Bagley,,9,12
1,6:46.0,Personal foul by C. Paul (drawn by M. Bagley),,9,12
1,6:46.0,,Houston full timeout,9,12
1,6:46.0,,D. House enters the game for C. Paul,9,12
1,6:46.0,,I. Shumpert enters the game for P. Tucker,9,12
1,6:36.0,D. Fox makes 2-pt jump shot from 23 ft,,11,12
1,6:22.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),11,14
1,6:09.0,M. Bagley makes 2-pt layup from 2 ft,,13,14
1,5:55.0,,E. Gordon misses 3-pt jump shot from 26 ft,13,14
1,5:52.0,Defensive rebound by H. Barnes,,13,14
1,5:48.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Fox),,15,14
1,5:30.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),15,16
1,5:07.0,M. Bagley misses 2-pt jump shot from 8 ft,,15,16
1,5:05.0,,Defensive rebound by C. Capela,15,16
1,4:57.0,,J. Harden makes 3-pt jump shot from 27 ft,15,19
1,4:32.0,H. Barnes misses 2-pt jump shot from 5 ft,,15,19
1,4:30.0,,Defensive rebound by C. Capela,15,19
1,4:23.0,,Shooting foul by D. Fox (drawn by J. Harden),15,19
1,4:23.0,,J. Harden makes free throw 1 of 3,15,20
1,4:23.0,,J. Harden makes free throw 2 of 3,15,21
1,4:23.0,,A. Rivers enters the game for E. Gordon,15,21
1,4:23.0,,J. Harden makes free throw 3 of 3,15,22
1,4:12.0,B. Hield makes 2-pt jump shot from 12 ft,,17,22
1,3:58.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),17,24
1,3:43.0,H. Barnes misses 2-pt jump shot from 7 ft,,17,24
1,3:41.0,Offensive rebound by M. Bagley,,17,24
1,3:39.0,M. Bagley misses 2-pt layup at rim,,17,24
1,3:38.0,,Defensive rebound by J. Harden,17,24
1,3:36.0,,C. Capela misses 2-pt layup from 2 ft (block by M. Bagley),17,24
1,3:36.0,,Offensive rebound by C. Capela,17,24
1,3:36.0,,C. Capela makes 2-pt layup from 2 ft,17,26
1,3:36.0,,Shooting foul by H. Barnes (drawn by C. Capela),17,26
1,3:36.0,,C. Capela makes free throw 1 of 1,17,27
1,3:26.0,D. Fox misses 2-pt dunk from 1 ft,,17,27
1,3:24.0,Offensive rebound by B. Bogdanović,,17,27
1,3:22.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,20,27
1,3:02.0,,J. Harden makes 3-pt jump shot from 24 ft,20,30
1,2:58.0,Sacramento full timeout,,20,30
1,2:58.0,K. Koufos enters the game for M. Bagley,,20,30
1,2:58.0,,P. Tucker enters the game for C. Capela,20,30
1,2:41.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,20,30
1,2:40.0,Offensive rebound by B. Bogdanović,,20,30
1,2:37.0,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,23,30
1,2:16.0,,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),23,33
1,1:59.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Barnes),,26,33
1,1:41.0,,P. Tucker misses 3-pt jump shot from 25 ft,26,33
1,1:38.0,Defensive rebound by B. Hield,,26,33
1,1:26.0,B. Hield misses 2-pt jump shot from 11 ft,,26,33
1,1:25.0,,Defensive rebound by P. Tucker,26,33
1,1:03.0,,J. Harden misses 3-pt jump shot from 26 ft,26,33
1,1:00.0,Defensive rebound by B. Bogdanović,,26,33
1,0:53.0,D. Fox makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,29,33
1,0:32.0,,J. Harden misses 2-pt layup from 3 ft (block by B. Hield),29,33
1,0:29.0,Defensive rebound by B. Bogdanović,,29,33
1,0:26.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),,31,33
1,0:26.0,Shooting foul by P. Tucker (drawn by B. Hield),,31,33
1,0:26.0,C. Brewer enters the game for D. Fox,,31,33
1,0:26.0,Y. Ferrell enters the game for K. Koufos,,31,33
1,0:26.0,,C. Paul enters the game for P. Tucker,31,33
1,0:26.0,B. Hield makes free throw 1 of 1,,32,33
1,0:03.0,,Shooting foul by C. Brewer (drawn by J. Harden),32,33
1,0:03.0,,J. Harden makes free throw 1 of 2,32,34
1,0:03.0,,J. Harden makes free throw 2 of 2,32,35
1,0:03.0,Turnover by C. Brewer (bad pass; steal by I. Shumpert),,32,35
1,0:00.0,,C. Paul misses 3-pt jump shot from 27 ft,32,35
1,0:00.0,,Offensive rebound by Team,32,35
2,11:46.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),,34,35
2,11:46.0,Shooting foul by P. Tucker (drawn by K. Koufos),,34,35
2,11:46.0,K. Koufos makes free throw 1 of 1,,35,35
2,11:32.0,,A. Rivers misses 2-pt jump shot from 8 ft,35,35
2,11:30.0,Defensive rebound by K. Koufos,,35,35
2,11:25.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,38,35
2,11:12.0,,A. Rivers misses 3-pt jump shot from 24 ft,38,35
2,11:08.0,Defensive rebound by B. Bogdanović,,38,35
2,11:03.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,41,35
2,10:44.0,,C. Paul misses 3-pt jump shot from 26 ft,41,35
2,10:43.0,Defensive rebound by Y. Ferrell,,41,35
2,10:36.0,Personal foul by A. Rivers (drawn by B. Bogdanović),,41,35
2,10:36.0,,E. Gordon enters the game for A. Rivers,41,35
2,10:30.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,44,35
2,10:15.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),44,38
2,10:04.0,Personal foul by C. Capela (drawn by B. Bogdanović),,44,38
2,9:54.0,K. Koufos misses 2-pt hook shot from 4 ft,,44,38
2,9:52.0,,Defensive rebound by E. Gordon,44,38
2,9:43.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),44,41
2,9:31.0,Turnover by Y. Ferrell (bad pass),,44,41
2,9:24.0,,P. Tucker misses 3-pt jump shot from 26 ft,44,41
2,9:21.0,,Offensive rebound by C. Capela,44,41
2,9:19.0,,C. Capela misses 2-pt hook shot from 6 ft,44,41
2,9:17.0,Defensive rebound by A. Burks,,44,41
2,9:10.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by A. Burks),,47,41
2,9:00.0,,Turnover by I. Shumpert (bad pass; steal by A. Burks),47,41
2,8:49.0,K. Koufos makes 2-pt layup from 2 ft (assist by B. Bogdanović),,49,41
2,8:31.0,,Personal foul by C. Brewer (drawn by C. Paul),49,41
2,8:25.0,,C. Paul misses 2-pt jump shot from 10 ft,49,41
2,8:23.0,Defensive rebound by A. Burks,,49,41
2,8:02.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by K. Koufos),,51,41
2,7:44.0,,I. Shumpert misses 3-pt jump shot from 26 ft,51,41
2,7:43.0,Defensive rebound by C. Brewer,,51,41
2,7:31.0,C. Brewer misses 2-pt jump shot from 20 ft,,51,41
2,7:29.0,,Defensive rebound by C. Capela,51,41
2,7:19.0,,C. Paul makes 2-pt jump shot from 12 ft (assist by P. Tucker),51,43
2,7:04.0,Turnover by B. Bogdanović (bad pass; steal by C. Paul),,51,43
2,6:54.0,,E. Gordon misses 3-pt jump shot from 26 ft,51,43
2,6:52.0,Defensive rebound by Team,,51,43
2,6:52.0,,Houston full timeout,51,43
2,6:52.0,W. Cauley-Stein enters the game for Y. Ferrell,,51,43
2,6:52.0,D. Fox enters the game for K. Koufos,,51,43
2,6:52.0,,J. Harden enters the game for C. Capela,51,43
2,6:52.0,,D. House enters the game for I. Shumpert,51,43
2,6:36.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,51,43
2,6:34.0,,Defensive rebound by J. Harden,51,43
2,6:25.0,,J. Harden makes 2-pt layup at rim,51,45
2,6:04.0,Personal foul by P. Tucker (drawn by A. Burks),,51,45
2,6:04.0,,C. Capela enters the game for P. Tucker,51,45
2,5:54.0,B. Bogdanović misses 2-pt layup from 3 ft,,51,45
2,5:52.0,Offensive rebound by B. Bogdanović,,51,45
2,5:51.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,51,45
2,5:50.0,,Defensive rebound by C. Paul,51,45
2,5:44.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),51,48
2,5:31.0,W. Cauley-Stein makes 2-pt jump shot from 17 ft,,53,48
2,5:16.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by D. House),53,51
2,5:08.0,Turnover by D. Fox (lost ball; steal by E. Gordon),,53,51
2,5:03.0,,Offensive foul by J. Harden (drawn by C. Brewer),53,51
2,5:03.0,,Turnover by J. Harden (offensive foul),53,51
2,5:03.0,H. Barnes enters the game for C. Brewer,,53,51
2,5:03.0,B. Hield enters the game for A. Burks,,53,51
2,5:03.0,,A. Rivers enters the game for C. Paul,53,51
2,4:45.0,B. Hield misses 2-pt jump shot from 12 ft,,53,51
2,4:44.0,,Defensive rebound by J. Harden,53,51
2,4:36.0,,Shooting foul by B. Hield (drawn by J. Harden),53,51
2,4:36.0,,J. Harden makes free throw 1 of 2,53,52
2,4:36.0,,J. Harden makes free throw 2 of 2,53,53
2,4:17.0,H. Barnes misses 3-pt jump shot from 26 ft,,53,53
2,4:14.0,,Defensive rebound by C. Capela,53,53
2,3:53.0,,J. Harden makes 3-pt jump shot from 27 ft,53,56
2,3:43.0,D. Fox misses 2-pt jump shot from 7 ft,,53,56
2,3:40.0,,Defensive rebound by J. Harden,53,56
2,3:31.0,,J. Harden misses 3-pt jump shot from 29 ft,53,56
2,3:29.0,Defensive rebound by H. Barnes,,53,56
2,3:11.0,Turnover by D. Fox (out of bounds lost ball),,53,56
2,3:11.0,,Technical foul by,53,56
2,3:11.0,,J. Harden makes technical free throw,53,57
2,3:02.0,Technical foul by D. Fox,,53,57
2,3:02.0,,J. Harden makes technical free throw,53,58
2,2:49.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),53,61
2,2:36.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),,56,61
2,2:36.0,Shooting foul by E. Gordon (drawn by B. Bogdanović),,56,61
2,2:36.0,Sacramento full timeout,,56,61
2,2:36.0,B. Bogdanović makes free throw 1 of 1,,57,61
2,2:18.0,,Turnover by A. Rivers (traveling),57,61
2,2:08.0,D. Fox misses 2-pt jump shot from 6 ft,,57,61
2,2:05.0,,Defensive rebound by C. Capela,57,61
2,1:55.0,,J. Harden misses 3-pt jump shot from 30 ft,57,61
2,1:55.0,Defensive rebound by Team,,57,61
2,1:39.0,D. Fox makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,60,61
2,1:17.0,,D. House misses 3-pt jump shot from 24 ft,60,61
2,1:15.0,Defensive rebound by W. Cauley-Stein,,60,61
2,0:51.0,D. Fox misses 2-pt jump shot from 20 ft,,60,61
2,0:49.0,,Defensive rebound by C. Capela,60,61
2,0:47.0,,Turnover by C. Capela (bad pass),60,61
2,0:42.0,Personal foul by A. Rivers (drawn by D. Fox),,60,61
2,0:42.0,D. Fox misses free throw 1 of 2,,60,61
2,0:42.0,Offensive rebound by Team,,60,61
2,0:42.0,D. Fox misses free throw 2 of 2,,60,61
2,0:42.0,,Defensive rebound by J. Harden,60,61
2,0:30.0,,J. Harden misses 3-pt jump shot from 27 ft,60,61
2,0:28.0,,Offensive rebound by C. Capela,60,61
2,0:19.0,,J. Harden makes 2-pt layup from 1 ft,60,63
2,0:00.0,D. Fox misses 2-pt jump shot from 8 ft,,60,63
2,0:00.0,Offensive rebound by Team,,60,63
3,11:45.0,Offensive foul by M. Bagley (drawn by P. Tucker),,60,63
3,11:45.0,Turnover by M. Bagley (offensive foul),,60,63
3,11:26.0,,Turnover by E. Gordon (bad pass; steal by B. Hield),60,63
3,11:17.0,B. Hield misses 3-pt jump shot from 26 ft,,60,63
3,11:15.0,Offensive rebound by M. Bagley,,60,63
3,11:12.0,M. Bagley makes 2-pt jump shot from 18 ft,,62,63
3,11:12.0,Violation by Team (delay of game),,62,63
3,10:56.0,,E. Gordon makes 3-pt jump shot from 30 ft (assist by J. Harden),62,66
3,10:38.0,B. Hield misses 2-pt layup from 6 ft,,62,66
3,10:36.0,,Defensive rebound by C. Capela,62,66
3,10:30.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),62,68
3,10:18.0,M. Bagley misses 2-pt jump shot from 20 ft,,62,68
3,10:17.0,,Defensive rebound by P. Tucker,62,68
3,10:11.0,,C. Paul makes 3-pt jump shot from 27 ft,62,71
3,10:09.0,Sacramento full timeout,,62,71
3,9:55.0,Turnover by W. Cauley-Stein (lost ball; steal by C. Paul),,62,71
3,9:47.0,,J. Harden misses 3-pt jump shot from 27 ft,62,71
3,9:43.0,Defensive rebound by D. Fox,,62,71
3,9:42.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),,64,71
3,9:31.0,,J. Harden misses 2-pt layup from 3 ft (block by D. Fox),64,71
3,9:31.0,,Offensive rebound by Team,64,71
3,9:19.0,,C. Paul makes 2-pt layup from 2 ft (assist by J. Harden),64,73
3,8:56.0,H. Barnes misses 2-pt hook shot from 10 ft,,64,73
3,8:53.0,Offensive rebound by M. Bagley,,64,73
3,8:48.0,Offensive foul by M. Bagley (drawn by P. Tucker),,64,73
3,8:48.0,Turnover by M. Bagley (offensive foul),,64,73
3,8:30.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),64,75
3,8:17.0,D. Fox makes 3-pt jump shot from 25 ft,,67,75
3,8:10.0,,E. Gordon misses 3-pt jump shot from 26 ft,67,75
3,8:07.0,,Offensive rebound by Team,67,75
3,7:53.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),67,77
3,7:37.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),,70,77
3,7:22.0,,C. Paul makes 2-pt jump shot from 16 ft,70,79
3,7:07.0,Turnover by H. Barnes (traveling),,70,79
3,6:52.0,,C. Paul misses 2-pt jump shot from 18 ft,70,79
3,6:50.0,,Offensive rebound by C. Capela,70,79
3,6:42.0,,J. Harden misses 3-pt jump shot from 28 ft,70,79
3,6:40.0,Defensive rebound by M. Bagley,,70,79
3,6:31.0,M. Bagley makes 2-pt jump shot from 16 ft (assist by H. Barnes),,72,79
3,6:17.0,,J. Harden makes 2-pt layup from 1 ft,72,81
3,6:11.0,M. Bagley makes 2-pt layup from 7 ft (assist by D. Fox),,74,81
3,6:01.0,,C. Paul makes 2-pt jump shot from 18 ft,74,83
3,5:51.0,D. Fox makes 3-pt jump shot from 27 ft,,77,83
3,5:32.0,,C. Paul misses 3-pt jump shot from 22 ft,77,83
3,5:31.0,Defensive rebound by D. Fox,,77,83
3,5:26.0,D. Fox misses 3-pt jump shot from 26 ft,,77,83
3,5:24.0,,Defensive rebound by C. Capela,77,83
3,5:14.0,,J. Harden misses 3-pt jump shot from 24 ft,77,83
3,5:11.0,,Offensive rebound by P. Tucker,77,83
3,4:59.0,,J. Harden misses 3-pt jump shot from 27 ft,77,83
3,4:58.0,Defensive rebound by Team,,77,83
3,4:58.0,,D. House enters the game for C. Paul,77,83
3,4:42.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,77,83
3,4:38.0,,Defensive rebound by J. Harden,77,83
3,4:33.0,,D. House misses 3-pt jump shot from 23 ft,77,83
3,4:30.0,Defensive rebound by M. Bagley,,77,83
3,4:25.0,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,79,83
3,4:25.0,Shooting foul by D. House (drawn by B. Hield),,79,83
3,4:25.0,,I. Shumpert enters the game for P. Tucker,79,83
3,4:25.0,B. Hield makes free throw 1 of 1,,80,83
3,4:10.0,,I. Shumpert misses 3-pt jump shot from 27 ft,80,83
3,4:08.0,Defensive rebound by D. Fox,,80,83
3,4:00.0,M. Bagley misses 2-pt jump shot from 16 ft,,80,83
3,3:58.0,,Defensive rebound by D. House,80,83
3,3:53.0,,J. Harden misses 3-pt jump shot from 29 ft,80,83
3,3:52.0,Defensive rebound by M. Bagley,,80,83
3,3:38.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Hield),,83,83
3,3:22.0,,Houston full timeout,83,83
3,3:22.0,B. Bogdanović enters the game for H. Barnes,,83,83
3,3:22.0,K. Koufos enters the game for W. Cauley-Stein,,83,83
3,3:22.0,,A. Rivers enters the game for E. Gordon,83,83
3,3:13.0,,J. Harden makes 3-pt jump shot from 23 ft,83,86
3,2:52.0,B. Hield misses 3-pt jump shot from 26 ft,,83,86
3,2:51.0,,Defensive rebound by Team,83,86
3,2:36.0,,J. Harden makes 2-pt jump shot from 9 ft,83,88
3,2:19.0,M. Bagley misses 2-pt jump shot from 11 ft,,83,88
3,2:16.0,Offensive rebound by D. Fox,,83,88
3,2:13.0,B. Hield misses 3-pt jump shot from 25 ft,,83,88
3,2:09.0,M. Bagley makes 2-pt dunk from 1 ft,,85,88
3,2:09.0,Offensive rebound by M. Bagley,,85,88
3,1:48.0,,Personal foul by D. Fox (drawn by J. Harden),85,88
3,1:48.0,,P. Tucker enters the game for C. Capela,85,88
3,1:34.0,,J. Harden misses 3-pt jump shot from 24 ft,85,88
3,1:30.0,Defensive rebound by D. Fox,,85,88
3,1:25.0,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),,87,88
3,1:09.0,,J. Harden misses 3-pt jump shot from 26 ft,87,88
3,1:07.0,Defensive rebound by K. Koufos,,87,88
3,1:02.0,,Violation by Team (def goaltending),87,88
3,1:02.0,M. Bagley makes 2-pt hook shot from 5 ft (assist by D. Fox),,89,88
3,0:50.0,,Offensive foul by D. House (drawn by D. Fox),89,88
3,0:50.0,,Turnover by D. House (offensive foul),89,88
3,0:50.0,Y. Ferrell enters the game for D. Fox,,89,88
3,0:50.0,,C. Paul enters the game for D. House,89,88
3,0:36.0,M. Bagley makes 2-pt jump shot from 14 ft,,91,88
3,0:30.0,,Turnover by J. Harden (bad pass),91,88
3,0:08.0,M. Bagley makes 2-pt hook shot from 9 ft (assist by B. Bogdanović),,93,88
3,0:01.0,,C. Paul makes 3-pt jump shot from 26 ft,93,91
4,11:39.0,,C. Paul misses 3-pt jump shot from 26 ft,93,91
4,11:36.0,Defensive rebound by B. Bogdanović,,93,91
4,11:15.0,K. Koufos misses 2-pt hook shot from 9 ft,,93,91
4,11:15.0,,Defensive rebound by P. Tucker,93,91
4,10:51.0,,C. Paul misses 3-pt jump shot from 22 ft,93,91
4,10:48.0,Defensive rebound by H. Barnes,,93,91
4,10:34.0,C. Brewer misses 2-pt jump shot from 22 ft,,93,91
4,10:32.0,,Defensive rebound by P. Tucker,93,91
4,10:30.0,,Shooting foul by K. Koufos (drawn by C. Capela),93,91
4,10:30.0,,C. Capela misses free throw 1 of 2,93,91
4,10:30.0,,Offensive rebound by Team,93,91
4,10:30.0,,E. Gordon enters the game for I. Shumpert,93,91
4,10:30.0,,C. Capela makes free throw 2 of 2,93,92
4,10:08.0,Turnover by Y. Ferrell (bad pass; steal by C. Paul),,93,92
4,10:04.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),93,94
4,10:04.0,Sacramento full timeout,,93,94
4,10:04.0,W. Cauley-Stein enters the game for K. Koufos,,93,94
4,9:47.0,Turnover by H. Barnes (traveling),,93,94
4,9:32.0,,Shooting foul by Y. Ferrell (drawn by C. Paul),93,94
4,9:32.0,,C. Paul makes free throw 1 of 2,93,95
4,9:32.0,D. Fox enters the game for Y. Ferrell,,93,95
4,9:32.0,,C. Paul misses free throw 2 of 2,93,95
4,9:31.0,Defensive rebound by W. Cauley-Stein,,93,95
4,9:18.0,H. Barnes makes 2-pt dunk from 2 ft (assist by D. Fox),,95,95
4,9:03.0,,C. Paul makes 3-pt jump shot from 30 ft,95,98
4,8:40.0,D. Fox misses 2-pt jump shot from 9 ft,,95,98
4,8:39.0,Offensive rebound by W. Cauley-Stein,,95,98
4,8:39.0,Shooting foul by C. Capela (drawn by W. Cauley-Stein),,95,98
4,8:39.0,W. Cauley-Stein misses free throw 1 of 2,,95,98
4,8:39.0,Offensive rebound by Team,,95,98
4,8:39.0,W. Cauley-Stein misses free throw 2 of 2,,95,98
4,8:39.0,,Defensive rebound by P. Tucker,95,98
4,8:21.0,,A. Rivers misses 3-pt jump shot from 30 ft,95,98
4,8:20.0,Defensive rebound by W. Cauley-Stein,,95,98
4,8:07.0,Shooting foul by A. Rivers (drawn by D. Fox),,95,98
4,8:07.0,D. Fox makes free throw 1 of 2,,96,98
4,8:07.0,D. Fox makes free throw 2 of 2,,97,98
4,7:51.0,,E. Gordon misses 3-pt jump shot from 27 ft,97,98
4,7:50.0,Defensive rebound by B. Bogdanović,,97,98
4,7:42.0,Shooting foul by C. Paul (drawn by C. Brewer),,97,98
4,7:42.0,C. Brewer misses free throw 1 of 2,,97,98
4,7:42.0,Offensive rebound by Team,,97,98
4,7:42.0,C. Brewer makes free throw 2 of 2,,98,98
4,7:28.0,,C. Paul misses 2-pt jump shot from 9 ft (block by D. Fox),98,98
4,7:28.0,,Offensive rebound by Team,98,98
4,7:24.0,,Personal foul by W. Cauley-Stein (drawn by C. Paul),98,98
4,7:13.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by C. Paul),98,101
4,6:58.0,C. Brewer misses 2-pt layup from 1 ft,,98,101
4,6:57.0,Offensive rebound by C. Brewer,,98,101
4,6:57.0,C. Brewer misses 2-pt layup from 1 ft (block by C. Capela),,98,101
4,6:56.0,Offensive rebound by W. Cauley-Stein,,98,101
4,6:55.0,,Houston full timeout,98,101
4,6:55.0,B. Hield enters the game for C. Brewer,,98,101
4,6:55.0,,J. Harden enters the game for A. Rivers,98,101
4,6:53.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,98,101
4,6:51.0,,Defensive rebound by P. Tucker,98,101
4,6:30.0,,Turnover by J. Harden (bad pass),98,101
4,6:09.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),,100,101
4,5:45.0,,Shooting foul by B. Hield (drawn by J. Harden),100,101
4,5:45.0,,J. Harden makes free throw 1 of 3,100,102
4,5:45.0,,J. Harden makes free throw 2 of 3,100,103
4,5:45.0,M. Bagley enters the game for W. Cauley-Stein,,100,103
4,5:45.0,,D. House enters the game for C. Paul,100,103
4,5:45.0,,J. Harden makes free throw 3 of 3,100,104
4,5:32.0,D. Fox misses 2-pt jump shot from 21 ft,,100,104
4,5:32.0,Offensive rebound by Team,,100,104
4,5:32.0,,Loose ball foul by E. Gordon (drawn by M. Bagley),100,104
4,5:17.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,100,104
4,5:14.0,,Defensive rebound by D. House,100,104
4,5:03.0,,J. Harden misses 3-pt jump shot from 26 ft,100,104
4,5:01.0,Defensive rebound by D. Fox,,100,104
4,4:52.0,H. Barnes misses 3-pt jump shot from 24 ft,,100,104
4,4:49.0,,Defensive rebound by Team,100,104
4,4:32.0,,J. Harden makes 2-pt jump shot from 10 ft,100,106
4,4:16.0,M. Bagley makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),,102,106
4,3:53.0,,J. Harden makes 2-pt jump shot from 8 ft,102,108
4,3:34.0,B. Hield misses 3-pt jump shot from 26 ft,,102,108
4,3:34.0,,Defensive rebound by Team,102,108
4,3:34.0,,Houston full timeout,102,108
4,3:34.0,,C. Paul enters the game for D. House,102,108
4,3:13.0,,J. Harden makes 3-pt jump shot from 27 ft,102,111
4,2:58.0,D. Fox misses 3-pt jump shot from 28 ft,,102,111
4,2:54.0,Offensive rebound by B. Bogdanović,,102,111
4,2:54.0,B. Bogdanović misses 2-pt layup from 1 ft,,102,111
4,2:52.0,Offensive rebound by M. Bagley,,102,111
4,2:52.0,M. Bagley misses 2-pt dunk from 1 ft,,102,111
4,2:52.0,Offensive rebound by H. Barnes,,102,111
4,2:45.0,B. Bogdanović makes 2-pt hook shot from 5 ft,,104,111
4,2:23.0,,J. Harden misses 3-pt jump shot from 26 ft,104,111
4,2:20.0,Defensive rebound by M. Bagley,,104,111
4,2:11.0,M. Bagley misses 2-pt hook shot from 6 ft,,104,111
4,2:09.0,,Defensive rebound by C. Capela,104,111
4,2:01.0,,E. Gordon misses 3-pt jump shot from 29 ft,104,111
4,1:58.0,Defensive rebound by B. Hield,,104,111
4,1:55.0,B. Hield misses 2-pt jump shot from 5 ft,,104,111
4,1:54.0,Offensive rebound by M. Bagley,,104,111
4,1:54.0,M. Bagley misses 2-pt layup from 1 ft,,104,111
4,1:53.0,,Defensive rebound by J. Harden,104,111
4,1:49.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),104,113
4,1:49.0,Sacramento full timeout,,104,113
4,1:37.0,D. Fox misses 3-pt jump shot from 27 ft,,104,113
4,1:34.0,,Defensive rebound by C. Paul,104,113
