QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
1,1:40.0,Turnover by K. Birch (offensive foul),,20,14
1,1:40.0,Offensive foul by K. Birch (drawn by M. Brogdon),,20,14
1,1:40.0,,P. Connaughton enters the game for S. Brown,20,14
1,1:29.0,,Offensive rebound by Team,20,14
1,1:29.0,,M. Brogdon misses 2-pt layup from 3 ft,20,14
1,1:29.0,,Shooting foul by W. Iwundu (drawn by M. Brogdon),20,14
1,1:29.0,,M. Brogdon makes free throw 1 of 2,20,15
1,1:29.0,,M. Brogdon makes free throw 2 of 2,20,16
1,1:10.0,Offensive foul by I. Briscoe (drawn by E. İlyasova),,20,16
1,1:10.0,Turnover by I. Briscoe (offensive foul),,20,16
1,0:53.0,,G. Hill makes 3-pt jump shot from 28 ft (assist by M. Brogdon),20,19
1,0:39.0,Turnover by K. Birch (lost ball; steal by D. Wilson),,20,19
1,0:31.0,,M. Brogdon misses 3-pt jump shot from 28 ft,20,19
1,0:28.0,,Offensive rebound by E. İlyasova,20,19
1,0:18.0,,M. Brogdon misses 2-pt layup from 3 ft (block by K. Birch),20,19
1,0:16.0,Defensive rebound by Team,,20,19
2,11:47.0,T. Ross misses 2-pt layup from 2 ft (block by G. Hill),,20,19
2,11:47.0,Offensive rebound by Team,,20,19
2,11:43.0,T. Ross misses 2-pt jump shot from 15 ft,,20,19
2,11:39.0,Offensive rebound by K. Birch,,20,19
2,11:31.0,A. Gordon misses 2-pt layup from 2 ft,,20,19
2,11:28.0,,Defensive rebound by D. Wilson,20,19
2,11:13.0,,D. Wilson misses 3-pt jump shot from 26 ft,20,19
2,11:11.0,,Offensive rebound by E. İlyasova,20,19
2,11:09.0,,M. Brogdon misses 2-pt layup from 1 ft,20,19
2,11:07.0,,Offensive rebound by E. İlyasova,20,19
2,11:05.0,,E. İlyasova misses 2-pt layup from 1 ft,20,19
2,11:02.0,,Offensive rebound by E. İlyasova,20,19
2,10:59.0,,P. Connaughton misses 3-pt jump shot from 30 ft,20,19
2,10:55.0,Defensive rebound by T. Ross,,20,19
2,10:49.0,K. Birch makes 2-pt dunk from 1 ft (assist by T. Ross),,22,19
2,10:27.0,,E. İlyasova misses 3-pt jump shot from 27 ft,22,19
2,10:24.0,Defensive rebound by A. Gordon,,22,19
2,10:12.0,A. Gordon makes 2-pt layup from 1 ft,,24,19
2,10:12.0,Shooting foul by P. Connaughton (drawn by A. Gordon),,24,19
2,10:12.0,,E. Bledsoe enters the game for G. Hill,24,19
2,10:12.0,,K. Middleton enters the game for E. İlyasova,24,19
2,10:12.0,A. Gordon makes free throw 1 of 1,,25,19
2,9:54.0,,M. Brogdon makes 2-pt layup from 3 ft,25,21
2,9:44.0,T. Ross makes 3-pt jump shot from 27 ft (assist by I. Briscoe),,28,21
2,9:31.0,,D. Wilson misses 3-pt jump shot from 25 ft,28,21
2,9:29.0,,Offensive rebound by E. Bledsoe,28,21
2,9:29.0,,Shooting foul by A. Gordon (drawn by E. Bledsoe),28,21
2,9:29.0,,E. Bledsoe makes free throw 1 of 2,28,22
2,9:29.0,,E. Bledsoe makes free throw 2 of 2,28,23
2,9:19.0,Personal foul by K. Middleton (drawn by A. Gordon),,28,23
2,9:19.0,,B. Lopez enters the game for M. Brogdon,28,23
2,9:19.0,,T. Snell enters the game for D. Wilson,28,23
2,9:05.0,A. Gordon misses 2-pt jump shot from 11 ft,,28,23
2,9:01.0,,Defensive rebound by B. Lopez,28,23
2,8:59.0,,Shooting foul by I. Briscoe (drawn by E. Bledsoe),28,23
2,8:59.0,,E. Bledsoe misses free throw 1 of 2,28,23
2,8:59.0,,Offensive rebound by Team,28,23
2,8:59.0,,E. Bledsoe makes free throw 2 of 2,28,24
2,8:42.0,T. Ross makes 2-pt jump shot from 13 ft (assist by K. Birch),,30,24
2,8:20.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by K. Middleton),30,26
2,8:05.0,E. Fournier misses 2-pt jump shot from 11 ft,,30,26
2,8:02.0,,Defensive rebound by E. Bledsoe,30,26
2,7:59.0,,Offensive foul by E. Bledsoe (drawn by I. Briscoe),30,26
2,7:59.0,,Turnover by E. Bledsoe (offensive foul),30,26
2,7:59.0,J. Isaac enters the game for E. Fournier,,30,26
2,7:59.0,W. Iwundu enters the game for A. Gordon,,30,26
2,7:48.0,T. Ross makes 2-pt jump shot from 13 ft (assist by I. Briscoe),,32,26
2,7:34.0,,Turnover by K. Middleton (bad pass; steal by W. Iwundu),32,26
2,7:31.0,W. Iwundu misses 2-pt layup from 2 ft,,32,26
2,7:30.0,Offensive rebound by K. Birch,,32,26
2,7:29.0,K. Birch makes 2-pt dunk from 1 ft,,34,26
2,7:29.0,,Milwaukee full timeout,34,26
2,7:15.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),34,28
2,6:53.0,T. Ross makes 3-pt jump shot from 27 ft,,37,28
2,6:42.0,,K. Middleton makes 2-pt layup from 2 ft (assist by E. Bledsoe),37,30
2,6:27.0,T. Ross makes 3-pt jump shot from 27 ft (assist by I. Briscoe),,40,30
2,6:18.0,,Personal foul by J. Isaac (drawn by K. Middleton),40,30
2,6:18.0,D. Augustin enters the game for K. Birch,,40,30
2,6:18.0,N. Vučević enters the game for I. Briscoe,,40,30
2,6:18.0,,D. Wilson enters the game for P. Connaughton,40,30
2,6:13.0,,Shooting foul by W. Iwundu (drawn by K. Middleton),40,30
2,6:13.0,,K. Middleton makes free throw 1 of 2,40,31
2,6:13.0,,K. Middleton makes free throw 2 of 2,40,32
2,6:02.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by W. Iwundu),,42,32
2,5:50.0,,T. Snell makes 2-pt layup from 2 ft (assist by E. Bledsoe),42,34
2,5:38.0,Personal foul by B. Lopez (drawn by N. Vučević),,42,34
2,5:31.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by D. Augustin),,44,34
2,5:19.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by K. Middleton),44,37
2,5:04.0,J. Isaac makes 3-pt jump shot from 22 ft (assist by N. Vučević),,47,37
2,4:57.0,,K. Middleton makes 2-pt jump shot from 10 ft,47,39
2,4:57.0,,Shooting foul by W. Iwundu (drawn by K. Middleton),47,39
2,4:57.0,E. Fournier enters the game for W. Iwundu,,47,39
2,4:57.0,,K. Middleton makes free throw 1 of 1,47,40
2,4:43.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. Augustin),,49,40
2,4:18.0,,B. Lopez misses 2-pt jump shot from 10 ft (block by J. Isaac),49,40
2,4:15.0,Defensive rebound by J. Isaac,,49,40
2,3:56.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Fournier),,51,40
2,3:51.0,,Personal foul by D. Augustin (drawn by E. Bledsoe),51,40
2,3:51.0,,E. İlyasova enters the game for B. Lopez,51,40
2,3:51.0,,Offensive rebound by Team,51,40
2,3:51.0,,E. Bledsoe misses free throw 1 of 2,51,40
2,3:51.0,,E. Bledsoe misses free throw 2 of 2,51,40
2,3:48.0,Defensive rebound by N. Vučević,,51,40
2,3:33.0,Turnover by E. Fournier (lost ball; steal by T. Snell),,51,40
2,3:30.0,,T. Snell makes 2-pt layup from 2 ft,51,42
2,3:16.0,J. Isaac makes 3-pt jump shot from 27 ft (assist by D. Augustin),,54,42
2,2:51.0,,T. Snell misses 2-pt jump shot from 4 ft (block by T. Ross),54,42
2,2:47.0,Defensive rebound by T. Ross,,54,42
2,2:39.0,J. Isaac misses 2-pt layup from 3 ft (block by E. İlyasova),,54,42
2,2:39.0,,Defensive rebound by Team,54,42
2,2:39.0,Orlando full timeout,,54,42
2,2:39.0,A. Gordon enters the game for T. Ross,,54,42
2,2:39.0,,M. Brogdon enters the game for E. Bledsoe,54,42
2,2:39.0,,G. Hill enters the game for T. Snell,54,42
2,2:19.0,,Turnover by E. İlyasova (traveling),54,42
2,2:05.0,E. Fournier misses 2-pt jump shot from 10 ft,,54,42
2,2:02.0,,Defensive rebound by K. Middleton,54,42
2,1:54.0,,M. Brogdon misses 2-pt layup from 2 ft,54,42
2,1:51.0,,Offensive rebound by D. Wilson,54,42
2,1:49.0,,D. Wilson makes 2-pt hook shot from 8 ft,54,44
2,1:29.0,Turnover by A. Gordon (offensive foul),,54,44
2,1:29.0,Offensive foul by A. Gordon (drawn by E. İlyasova),,54,44
2,1:18.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by D. Wilson),54,47
2,1:03.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by N. Vučević),,57,47
2,0:48.0,,K. Middleton misses 3-pt jump shot from 26 ft,57,47
2,0:44.0,Defensive rebound by D. Augustin,,57,47
2,0:43.0,D. Augustin makes 2-pt layup at rim,,59,47
2,0:32.0,,Shooting foul by E. Fournier (drawn by M. Brogdon),59,47
2,0:32.0,,M. Brogdon makes free throw 1 of 2,59,48
2,0:32.0,T. Ross enters the game for A. Gordon,,59,48
2,0:32.0,,S. Brown enters the game for K. Middleton,59,48
2,0:32.0,,M. Brogdon makes free throw 2 of 2,59,49
2,0:25.0,D. Augustin misses 3-pt jump shot from 25 ft,,59,49
2,0:22.0,,Defensive rebound by E. İlyasova,59,49
2,0:03.0,,M. Brogdon misses 3-pt jump shot from 26 ft,59,49
2,0:01.0,,Offensive rebound by G. Hill,59,49
2,0:00.0,,G. Hill misses 2-pt jump shot from 16 ft,59,49
2,0:00.0,,Offensive rebound by Team,59,49
3,11:47.0,A. Gordon makes 2-pt dunk from 2 ft (assist by D. Augustin),,61,49
3,11:38.0,,Personal foul by D. Augustin (drawn by E. Bledsoe),61,49
3,11:36.0,,Turnover by M. Brogdon (bad pass; steal by A. Gordon),61,49
3,11:30.0,A. Gordon misses 2-pt layup from 3 ft (block by B. Lopez),,61,49
3,11:26.0,,Defensive rebound by K. Middleton,61,49
3,11:24.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),61,51
3,11:10.0,Offensive foul by D. Augustin (drawn by E. Bledsoe),,61,51
3,11:10.0,Turnover by D. Augustin (offensive foul),,61,51
3,10:58.0,,B. Lopez misses 3-pt jump shot from 29 ft,61,51
3,10:55.0,Defensive rebound by N. Vučević,,61,51
3,10:47.0,J. Isaac misses 3-pt jump shot from 27 ft,,61,51
3,10:44.0,,Defensive rebound by B. Lopez,61,51
3,10:35.0,,K. Middleton misses 2-pt jump shot from 14 ft,61,51
3,10:32.0,Defensive rebound by E. Fournier,,61,51
3,10:26.0,E. Fournier misses 2-pt jump shot from 14 ft,,61,51
3,10:19.0,N. Vučević makes 2-pt layup at rim,,63,51
3,10:19.0,Offensive rebound by N. Vučević,,63,51
3,10:05.0,,M. Brogdon misses 2-pt layup from 2 ft,63,51
3,9:59.0,,Offensive rebound by E. Bledsoe,63,51
3,9:59.0,,E. Bledsoe makes 2-pt layup from 1 ft,63,53
3,9:48.0,Turnover by J. Isaac (bad pass; steal by B. Lopez),,63,53
3,9:43.0,,E. Bledsoe misses 2-pt layup from 2 ft,63,53
3,9:40.0,Defensive rebound by E. Fournier,,63,53
3,9:39.0,Personal foul by E. İlyasova (drawn by D. Augustin),,63,53
3,9:29.0,N. Vučević misses 3-pt jump shot from 26 ft,,63,53
3,9:25.0,,Defensive rebound by K. Middleton,63,53
3,9:03.0,,B. Lopez misses 2-pt hook shot from 8 ft,63,53
3,9:00.0,Defensive rebound by N. Vučević,,63,53
3,8:55.0,D. Augustin makes 2-pt layup from 2 ft,,65,53
3,8:33.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by M. Brogdon),65,56
3,8:15.0,A. Gordon misses 2-pt layup from 4 ft,,65,56
3,8:10.0,N. Vučević misses 2-pt layup at rim,,65,56
3,8:10.0,Offensive rebound by N. Vučević,,65,56
3,8:10.0,,Defensive rebound by B. Lopez,65,56
3,8:03.0,,M. Brogdon misses 2-pt jump shot from 7 ft,65,56
3,8:00.0,Defensive rebound by N. Vučević,,65,56
3,7:56.0,A. Gordon misses 3-pt jump shot from 26 ft,,65,56
3,7:54.0,,Defensive rebound by M. Brogdon,65,56
3,7:45.0,,Offensive foul by M. Brogdon (drawn by D. Augustin),65,56
3,7:45.0,,Turnover by M. Brogdon (offensive foul),65,56
3,7:29.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),,67,56
3,7:18.0,,M. Brogdon misses 3-pt jump shot from 25 ft,67,56
3,7:14.0,Defensive rebound by J. Isaac,,67,56
3,7:05.0,D. Augustin misses 2-pt layup from 1 ft (block by M. Brogdon),,67,56
3,7:01.0,Offensive rebound by N. Vučević,,67,56
3,6:58.0,E. Fournier misses 2-pt layup from 4 ft (block by B. Lopez),,67,56
3,6:58.0,Offensive rebound by Team,,67,56
3,6:58.0,,Milwaukee full timeout,67,56
3,6:58.0,,T. Snell enters the game for M. Brogdon,67,56
3,6:58.0,,D. Wilson enters the game for B. Lopez,67,56
3,6:53.0,E. Fournier misses 3-pt jump shot from 27 ft,,67,56
3,6:49.0,,Defensive rebound by E. Bledsoe,67,56
3,6:40.0,,K. Middleton misses 3-pt jump shot from 25 ft,67,56
3,6:37.0,Defensive rebound by N. Vučević,,67,56
3,6:34.0,Personal foul by E. İlyasova (drawn by D. Augustin),,67,56
3,6:30.0,Personal foul by K. Middleton (drawn by A. Gordon),,67,56
3,6:18.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,69,56
3,6:05.0,,D. Wilson misses 3-pt jump shot from 24 ft,69,56
3,6:02.0,Defensive rebound by A. Gordon,,69,56
3,6:02.0,W. Iwundu enters the game for A. Gordon,,69,56
3,5:39.0,E. Fournier misses 3-pt jump shot from 25 ft,,69,56
3,5:36.0,,Defensive rebound by K. Middleton,69,56
3,5:17.0,,E. Bledsoe makes 2-pt layup from 3 ft,69,58
3,5:04.0,N. Vučević misses 3-pt jump shot from 26 ft,,69,58
3,5:01.0,,Defensive rebound by D. Wilson,69,58
3,4:56.0,,Personal foul by E. Fournier (drawn by E. Bledsoe),69,58
3,4:56.0,I. Briscoe enters the game for D. Augustin,,69,58
3,4:56.0,,G. Hill enters the game for E. Bledsoe,69,58
3,4:42.0,,E. İlyasova makes 2-pt jump shot from 12 ft,69,60
3,4:29.0,Turnover by I. Briscoe (step out of bounds),,69,60
3,4:20.0,,Personal foul by W. Iwundu (drawn by K. Middleton),69,60
3,4:09.0,,K. Middleton misses 2-pt layup from 5 ft,69,60
3,4:07.0,Defensive rebound by N. Vučević,,69,60
3,4:04.0,E. Fournier misses 3-pt jump shot from 26 ft,,69,60
3,4:00.0,,Defensive rebound by D. Wilson,69,60
3,3:54.0,,T. Snell misses 2-pt layup from 1 ft,69,60
3,3:51.0,Defensive rebound by W. Iwundu,,69,60
3,3:50.0,W. Iwundu misses 3-pt jump shot from 27 ft (block by T. Snell),,69,60
3,3:42.0,,Defensive rebound by K. Middleton,69,60
3,3:36.0,,E. İlyasova misses 2-pt jump shot from 19 ft,69,60
3,3:36.0,Defensive rebound by N. Vučević,,69,60
3,3:14.0,W. Iwundu makes 3-pt jump shot from 24 ft (assist by N. Vučević),,72,60
3,2:56.0,,D. Wilson misses 2-pt jump shot from 12 ft,72,60
3,2:56.0,Defensive rebound by J. Isaac,,72,60
3,2:46.0,J. Isaac makes 3-pt jump shot from 28 ft (assist by I. Briscoe),,75,60
3,2:45.0,,Milwaukee full timeout,75,60
3,2:45.0,K. Birch enters the game for E. Fournier,,75,60
3,2:45.0,A. Gordon enters the game for J. Isaac,,75,60
3,2:45.0,T. Ross enters the game for N. Vučević,,75,60
3,2:45.0,,M. Brogdon enters the game for E. İlyasova,75,60
3,2:45.0,,B. Lopez enters the game for K. Middleton,75,60
3,2:32.0,,B. Lopez makes 2-pt layup from 2 ft,75,62
3,2:15.0,T. Ross makes 2-pt jump shot from 19 ft (assist by I. Briscoe),,77,62
3,1:57.0,,M. Brogdon misses 2-pt layup from 2 ft,77,62
3,1:54.0,Defensive rebound by K. Birch,,77,62
3,1:42.0,T. Ross misses 3-pt jump shot from 29 ft,,77,62
3,1:37.0,,Defensive rebound by M. Brogdon,77,62
3,1:27.0,,G. Hill misses 2-pt layup from 2 ft,77,62
3,1:24.0,Defensive rebound by W. Iwundu,,77,62
3,1:14.0,A. Gordon makes 2-pt jump shot from 13 ft,,79,62
3,0:56.0,,B. Lopez misses 3-pt jump shot from 28 ft,79,62
3,0:53.0,,Offensive rebound by M. Brogdon,79,62
3,0:51.0,,Shooting foul by T. Ross (drawn by M. Brogdon),79,62
3,0:51.0,,M. Brogdon makes free throw 1 of 2,79,63
3,0:51.0,,P. Connaughton enters the game for T. Snell,79,63
3,0:51.0,,M. Brogdon makes free throw 2 of 2,79,64
3,0:46.0,Orlando full timeout,,79,64
3,0:38.0,T. Ross misses 3-pt jump shot from 27 ft,,79,64
3,0:35.0,,Defensive rebound by P. Connaughton,79,64
3,0:31.0,,M. Brogdon misses 3-pt jump shot from 27 ft,79,64
3,0:28.0,Defensive rebound by A. Gordon,,79,64
3,0:17.0,A. Gordon misses 2-pt jump shot from 15 ft,,79,64
3,0:14.0,,Defensive rebound by B. Lopez,79,64
3,0:00.0,,B. Lopez misses 3-pt jump shot from 27 ft,79,64
3,0:00.0,Defensive rebound by K. Birch,,79,64
4,11:48.0,,D. Wilson misses 3-pt jump shot from 26 ft,79,64
4,11:40.0,Defensive rebound by T. Ross,,79,64
4,11:27.0,A. Gordon misses 2-pt dunk from 2 ft (block by B. Lopez),,79,64
4,11:26.0,,Defensive rebound by E. Bledsoe,79,64
4,11:26.0,,Personal foul by E. Fournier (drawn by E. Bledsoe),79,64
4,11:26.0,,E. İlyasova enters the game for D. Wilson,79,64
4,11:13.0,,B. Lopez makes 2-pt hook shot from 1 ft,79,66
4,11:13.0,,Shooting foul by A. Gordon (drawn by B. Lopez),79,66
4,11:13.0,,B. Lopez makes free throw 1 of 1,79,67
4,10:59.0,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),,81,67
4,10:52.0,,Turnover by M. Brogdon (dbl dribble),81,67
4,10:39.0,Shooting foul by E. İlyasova (drawn by A. Gordon),,81,67
4,10:39.0,A. Gordon makes free throw 1 of 2,,82,67
4,10:39.0,A. Gordon misses free throw 2 of 2,,82,67
4,10:33.0,,Defensive rebound by E. İlyasova,82,67
4,10:27.0,,Offensive foul by B. Lopez (drawn by K. Birch),82,67
4,10:27.0,,Turnover by B. Lopez (offensive foul),82,67
4,10:12.0,E. Fournier makes 2-pt jump shot from 13 ft,,84,67
4,9:49.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by E. Bledsoe),84,69
4,9:31.0,I. Briscoe makes 2-pt jump shot from 17 ft (assist by E. Fournier),,86,69
4,9:21.0,,M. Brogdon misses 2-pt layup from 2 ft (block by K. Birch),86,69
4,9:16.0,Defensive rebound by K. Birch,,86,69
4,9:13.0,Shooting foul by E. Bledsoe (drawn by K. Birch),,86,69
4,9:13.0,K. Birch makes free throw 1 of 2,,87,69
4,9:13.0,,K. Middleton enters the game for M. Brogdon,87,69
4,9:13.0,K. Birch makes free throw 2 of 2,,88,69
4,8:49.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by E. İlyasova),88,71
4,8:27.0,I. Briscoe makes 3-pt jump shot from 26 ft (assist by E. Fournier),,91,71
4,8:15.0,,P. Connaughton misses 3-pt jump shot from 24 ft,91,71
4,8:15.0,Defensive rebound by A. Gordon,,91,71
4,8:05.0,Turnover by A. Gordon (lost ball; steal by B. Lopez),,91,71
4,8:05.0,,Personal foul by A. Gordon (drawn by B. Lopez),91,71
4,8:05.0,J. Isaac enters the game for E. Fournier,,91,71
4,8:05.0,W. Iwundu enters the game for A. Gordon,,91,71
4,7:56.0,,P. Connaughton misses 3-pt jump shot from 29 ft,91,71
4,7:55.0,Defensive rebound by Team,,91,71
4,7:47.0,Personal foul by B. Lopez (drawn by I. Briscoe),,91,71
4,7:47.0,,D. Wilson enters the game for B. Lopez,91,71
4,7:39.0,J. Isaac misses 3-pt jump shot from 26 ft,,91,71
4,7:34.0,,Defensive rebound by K. Middleton,91,71
4,7:33.0,,K. Middleton misses 2-pt layup from 1 ft,91,71
4,7:29.0,Defensive rebound by W. Iwundu,,91,71
4,7:21.0,J. Isaac makes 2-pt dunk from 3 ft (assist by I. Briscoe),,93,71
4,7:21.0,,Milwaukee full timeout,93,71
4,7:21.0,,S. Brown enters the game for P. Connaughton,93,71
4,7:00.0,,K. Middleton makes 2-pt layup from 1 ft,93,73
4,6:40.0,T. Ross misses 2-pt jump shot from 18 ft,,93,73
4,6:38.0,,Defensive rebound by S. Brown,93,73
4,6:29.0,,K. Middleton misses 2-pt layup from 3 ft (block by K. Birch),93,73
4,6:24.0,,Offensive rebound by K. Middleton,93,73
4,6:22.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Birch),93,73
4,6:22.0,,Offensive rebound by Team,93,73
4,6:22.0,N. Vučević enters the game for K. Birch,,93,73
4,6:18.0,,K. Middleton misses 2-pt jump shot from 6 ft,93,73
4,6:16.0,Defensive rebound by I. Briscoe,,93,73
4,6:05.0,W. Iwundu misses 3-pt jump shot from 28 ft,,93,73
4,6:02.0,,Defensive rebound by K. Middleton,93,73
4,5:59.0,,E. Bledsoe misses 2-pt layup from 1 ft,93,73
