QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
4,3:11.0,N. Vučević misses 2-pt hook shot from 9 ft,,94,92
4,3:09.0,,Defensive rebound by M. Gasol,94,92
4,2:58.0,,M. Gasol makes 2-pt layup from 1 ft (assist by K. Lowry),94,94
4,2:38.0,N. Vučević misses 2-pt hook shot from 7 ft,,94,94
4,2:36.0,,Defensive rebound by P. Siakam,94,94
4,2:19.0,,P. Siakam misses 2-pt layup from 2 ft,94,94
4,2:16.0,,Offensive rebound by P. Siakam,94,94
4,2:16.0,,P. Siakam makes 2-pt layup at rim,94,96
4,1:57.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by A. Gordon),,97,96
4,1:46.0,,Turnover by K. Lowry (bad pass; steal by E. Fournier),97,96
4,1:44.0,E. Fournier makes 2-pt layup from 2 ft,,99,96
4,1:35.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by P. Siakam),99,99
4,1:17.0,A. Gordon misses 2-pt jump shot from 11 ft,,99,99
4,1:14.0,,Defensive rebound by K. Leonard,99,99
4,1:02.0,,K. Leonard makes 2-pt jump shot from 13 ft,99,101
4,1:02.0,Orlando full timeout,,99,101
4,1:02.0,T. Ross enters the game for J. Isaac,,99,101
4,0:57.0,T. Ross misses 3-pt jump shot from 27 ft,,99,101
4,0:56.0,Offensive rebound by Team,,99,101
4,0:56.0,,Loose ball foul by D. Green (drawn by A. Gordon),99,101
4,0:44.0,D. Augustin makes 2-pt layup from 2 ft,,101,101
4,0:27.0,,M. Gasol misses 3-pt jump shot from 22 ft,101,101
4,0:24.0,Defensive rebound by N. Vučević,,101,101
4,0:04.0,D. Augustin makes 3-pt jump shot from 28 ft,,104,101
4,0:03.0,,Toronto full timeout,104,101
4,0:03.0,M. Carter-Williams enters the game for D. Augustin,,104,101
4,0:03.0,J. Isaac enters the game for T. Ross,,104,101
4,0:03.0,W. Iwundu enters the game for N. Vučević,,104,101
4,0:01.0,,K. Leonard misses 3-pt jump shot from 27 ft,104,101
4,0:00.0,Defensive rebound by Team,,104,101
4,0:00.0,Orlando full timeout,,104,101
