QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
1OT,4:14.0,,Defensive rebound by M. Leonard,111,111
1OT,4:06.0,,M. Leonard misses 3-pt jump shot from 27 ft,111,111
1OT,4:03.0,Defensive rebound by D. Green,,111,111
1OT,3:58.0,D. Green misses 2-pt hook shot from 6 ft,,111,111
1OT,3:57.0,Offensive rebound by K. Looney,,111,111
1OT,3:56.0,K. Looney misses 2-pt layup from 1 ft,,111,111
1OT,3:54.0,K. Looney makes 2-pt layup from 1 ft,,113,111
1OT,3:54.0,Offensive rebound by K. Looney,,113,111
1OT,3:28.0,,M. Leonard misses 3-pt jump shot from 25 ft,113,111
1OT,3:26.0,Defensive rebound by S. Curry,,113,111
1OT,3:17.0,A. McKinnie misses 3-pt jump shot from 24 ft,,113,111
1OT,3:15.0,Offensive rebound by K. Looney,,113,111
1OT,3:14.0,K. Thompson misses 3-pt jump shot from 28 ft,,113,111
1OT,3:10.0,,Defensive rebound by E. Turner,113,111
1OT,2:57.0,,E. Turner makes 2-pt jump shot from 14 ft (assist by D. Lillard),113,113
1OT,2:42.0,Shooting foul by E. Turner (drawn by D. Green),,113,113
1OT,2:42.0,D. Green misses free throw 1 of 2,,113,113
1OT,2:42.0,Offensive rebound by Team,,113,113
1OT,2:42.0,D. Green makes free throw 2 of 2,,114,113
1OT,2:24.0,,C. McCollum misses 2-pt jump shot from 15 ft,114,113
1OT,2:21.0,Defensive rebound by K. Thompson,,114,113
1OT,2:09.0,K. Thompson misses 3-pt jump shot from 25 ft,,114,113
1OT,2:07.0,Offensive rebound by A. McKinnie,,114,113
1OT,2:03.0,K. Thompson misses 2-pt jump shot from 6 ft (block by C. McCollum),,114,113
1OT,2:03.0,,Defensive rebound by Team,114,113
1OT,1:53.0,,Personal foul by K. Thompson (drawn by D. Lillard),114,113
1OT,1:41.0,,C. McCollum makes 2-pt jump shot from 16 ft,114,115
1OT,1:27.0,S. Curry misses 3-pt jump shot from 28 ft,,114,115
1OT,1:24.0,Offensive rebound by A. McKinnie,,114,115
1OT,1:24.0,A. McKinnie makes 2-pt layup from 2 ft,,116,115
1OT,1:02.0,,E. Turner misses 2-pt jump shot from 4 ft,116,115
1OT,0:59.0,Defensive rebound by K. Thompson,,116,115
1OT,0:39.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,119,115
1OT,0:39.0,,Portland full timeout,119,115
1OT,0:39.0,,S. Curry enters the game for E. Turner,119,115
1OT,0:32.0,,D. Lillard makes 2-pt layup at rim,119,117
1OT,0:12.0,S. Curry misses 2-pt jump shot from 3 ft,,119,117
1OT,0:11.0,,Defensive rebound by S. Curry,119,117
1OT,0:03.0,,D. Lillard misses 2-pt layup from 3 ft (block by D. Green),119,117
1OT,0:03.0,,Offensive rebound by Team,119,117
1OT,0:03.0,,E. Turner enters the game for S. Curry,119,117
1OT,0:03.0,,Portland full timeout,119,117
1OT,0:01.0,,D. Lillard misses 3-pt jump shot from 22 ft,119,117
1OT,0:01.0,Defensive rebound by S. Curry,,119,117
