QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
1,2:23.0,Defensive rebound by J. Embiid,,24,25
1,2:07.0,Shooting foul by K. Birch (drawn by J. Embiid),,24,25
1,2:07.0,J. Embiid misses free throw 1 of 2,,24,25
1,2:07.0,Offensive rebound by Team,,24,25
1,2:07.0,J. Embiid makes free throw 2 of 2,,25,25
1,1:56.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),25,27
1,1:40.0,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Redick),,28,27
1,1:28.0,,W. Iwundu misses 3-pt jump shot from 25 ft,28,27
1,1:28.0,Defensive rebound by T. McConnell,,28,27
1,1:12.0,Shooting foul by A. Gordon (drawn by J. Embiid),,28,27
1,1:12.0,J. Embiid makes free throw 1 of 2,,29,27
1,1:12.0,J. Embiid misses free throw 2 of 2,,29,27
1,1:09.0,,Defensive rebound by T. Ross,29,27
1,1:00.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by T. Ross),29,30
1,0:47.0,J. Redick misses 3-pt jump shot from 26 ft,,29,30
1,0:43.0,,Defensive rebound by A. Gordon,29,30
1,0:41.0,,Shooting foul by M. Scott (drawn by K. Birch),29,30
1,0:41.0,,K. Birch makes free throw 1 of 2,29,31
1,0:41.0,,K. Birch misses free throw 2 of 2,29,31
1,0:39.0,Defensive rebound by J. Embiid,,29,31
1,0:33.0,Offensive foul by J. Embiid (drawn by K. Birch),,29,31
1,0:33.0,Turnover by J. Embiid (offensive foul),,29,31
1,0:33.0,T. Harris enters the game for J. Embiid,,29,31
1,0:23.0,,W. Iwundu misses 2-pt jump shot from 15 ft,29,31
1,0:17.0,,Offensive rebound by K. Birch,29,31
1,0:17.0,,K. Birch misses 2-pt layup at rim,29,31
1,0:17.0,Defensive rebound by M. Scott,,29,31
1,0:02.0,T. McConnell misses 2-pt layup from 8 ft (block by M. Carter-Williams),,29,31
1,0:01.0,Offensive rebound by J. Simmons,,29,31
1,0:01.0,J. Simmons makes 2-pt layup from 2 ft,,31,31
2,11:44.0,T. Harris makes 2-pt jump shot from 12 ft,,33,31
2,11:31.0,,M. Carter-Williams makes 2-pt jump shot from 3 ft,33,33
2,11:20.0,J. Redick misses 2-pt jump shot from 21 ft,,33,33
2,11:16.0,,Defensive rebound by A. Gordon,33,33
2,10:59.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by A. Gordon),33,36
2,10:44.0,Turnover by T. McConnell (bad pass; steal by E. Fournier),,33,36
2,10:42.0,,E. Fournier misses 2-pt layup from 1 ft,33,36
2,10:40.0,,Offensive rebound by K. Birch,33,36
2,10:40.0,,K. Birch makes 2-pt dunk at rim,33,38
2,10:20.0,J. Embiid makes 2-pt layup from 1 ft,,35,38
2,10:00.0,,A. Gordon makes 2-pt layup from 2 ft,35,40
2,9:40.0,Personal foul by K. Birch (drawn by J. Embiid),,35,40
2,9:37.0,T. Harris makes 2-pt layup from 2 ft (assist by J. Redick),,37,40
2,9:31.0,,Orlando full timeout,37,40
2,9:24.0,,Shooting foul by T. Harris (drawn by K. Birch),37,40
2,9:24.0,,K. Birch makes free throw 1 of 2,37,41
2,9:24.0,,K. Birch makes free throw 2 of 2,37,42
2,9:06.0,Turnover by J. Embiid (lost ball; steal by M. Carter-Williams),,37,42
2,9:00.0,,E. Fournier makes 2-pt layup from 3 ft (assist by A. Gordon),37,44
2,8:37.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. Harris),,40,44
2,8:21.0,,Turnover by E. Fournier (bad pass),40,44
2,8:21.0,J. Butler enters the game for T. McConnell,,40,44
2,8:21.0,S. Milton enters the game for J. Redick,,40,44
2,8:21.0,M. Scott enters the game for J. Simmons,,40,44
2,8:03.0,S. Milton makes 2-pt layup from 2 ft (assist by T. Harris),,42,44
2,7:48.0,,M. Carter-Williams misses 2-pt layup from 2 ft,42,44
2,7:45.0,Defensive rebound by J. Embiid,,42,44
2,7:37.0,J. Butler makes 2-pt jump shot from 6 ft (assist by T. Harris),,44,44
2,7:37.0,Shooting foul by M. Carter-Williams (drawn by J. Butler),,44,44
2,7:37.0,B. Marjanović enters the game for J. Embiid,,44,44
2,7:37.0,,W. Iwundu enters the game for E. Fournier,44,44
2,7:37.0,J. Butler makes free throw 1 of 1,,45,44
2,7:15.0,,T. Ross misses 3-pt jump shot from 26 ft,45,44
2,7:13.0,Defensive rebound by J. Butler,,45,44
2,7:08.0,T. Harris misses 2-pt jump shot from 21 ft,,45,44
2,7:06.0,,Defensive rebound by M. Carter-Williams,45,44
2,7:00.0,,A. Gordon misses 3-pt jump shot from 23 ft,45,44
2,6:56.0,,Offensive rebound by W. Iwundu,45,44
2,6:55.0,,K. Birch misses 2-pt layup from 9 ft,45,44
2,6:54.0,,Offensive rebound by A. Gordon,45,44
2,6:53.0,,Turnover by A. Gordon (lost ball; steal by J. Butler),45,44
2,6:45.0,B. Marjanović misses 2-pt layup from 3 ft,,45,44
2,6:43.0,Offensive rebound by B. Marjanović,,45,44
2,6:40.0,B. Marjanović makes 2-pt layup from 2 ft,,47,44
2,6:26.0,,Shooting foul by S. Milton (drawn by M. Carter-Williams),47,44
2,6:26.0,,M. Carter-Williams makes free throw 1 of 2,47,45
2,6:26.0,,J. Isaac enters the game for K. Birch,47,45
2,6:26.0,,N. Vučević enters the game for A. Gordon,47,45
2,6:26.0,,M. Carter-Williams makes free throw 2 of 2,47,46
2,6:14.0,S. Milton makes 3-pt jump shot from 25 ft (assist by J. Butler),,50,46
2,6:00.0,,N. Vučević misses 2-pt layup from 3 ft (block by B. Marjanović),50,46
2,5:57.0,Defensive rebound by B. Marjanović,,50,46
2,5:48.0,T. Harris misses 3-pt jump shot from 26 ft,,50,46
2,5:42.0,,Defensive rebound by M. Carter-Williams,50,46
2,5:33.0,,Shooting foul by B. Marjanović (drawn by N. Vučević),50,46
2,5:33.0,,N. Vučević makes free throw 1 of 2,50,47
2,5:33.0,,D. Augustin enters the game for M. Carter-Williams,50,47
2,5:33.0,,N. Vučević makes free throw 2 of 2,50,48
2,5:19.0,T. Harris misses 2-pt jump shot from 13 ft,,50,48
2,5:15.0,,Defensive rebound by D. Augustin,50,48
2,5:06.0,,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),50,51
2,4:47.0,T. Harris makes 2-pt layup from 3 ft,,52,51
2,4:37.0,,T. Ross misses 2-pt jump shot from 18 ft,52,51
2,4:33.0,Defensive rebound by B. Marjanović,,52,51
2,4:24.0,B. Marjanović misses 2-pt layup from 2 ft,,52,51
2,4:22.0,Offensive rebound by B. Marjanović,,52,51
2,4:21.0,B. Marjanović makes 2-pt dunk from 3 ft,,54,51
2,4:04.0,,Shooting foul by B. Marjanović (drawn by W. Iwundu),54,51
2,4:04.0,,W. Iwundu makes free throw 1 of 2,54,52
2,4:04.0,Philadelphia full timeout,,54,52
2,4:04.0,J. Embiid enters the game for T. Harris,,54,52
2,4:04.0,T. McConnell enters the game for B. Marjanović,,54,52
2,4:04.0,J. Redick enters the game for S. Milton,,54,52
2,4:04.0,,A. Gordon enters the game for T. Ross,54,52
2,4:04.0,,W. Iwundu makes free throw 2 of 2,54,53
2,3:42.0,J. Embiid misses 2-pt layup from 3 ft,,54,53
2,3:41.0,,Defensive rebound by N. Vučević,54,53
2,3:29.0,,Personal foul by J. Butler (drawn by N. Vučević),54,53
2,3:29.0,,N. Vučević makes free throw 1 of 2,54,54
2,3:29.0,,N. Vučević makes free throw 2 of 2,54,55
2,3:29.0,,E. Fournier enters the game for W. Iwundu,54,55
2,3:05.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),,56,55
2,2:48.0,,J. Isaac misses 3-pt jump shot from 24 ft,56,55
2,2:44.0,Defensive rebound by J. Embiid,,56,55
2,2:36.0,Personal foul by A. Gordon (drawn by J. Embiid),,56,55
2,2:26.0,J. Embiid misses 2-pt jump shot from 13 ft,,56,55
2,2:24.0,,Defensive rebound by J. Isaac,56,55
2,2:08.0,,N. Vučević misses 2-pt layup from 2 ft,56,55
2,2:07.0,,Offensive rebound by N. Vučević,56,55
2,2:06.0,,N. Vučević misses 2-pt layup from 4 ft,56,55
2,2:06.0,,Offensive rebound by N. Vučević,56,55
2,2:05.0,,N. Vučević misses 2-pt layup at rim,56,55
2,2:05.0,Defensive rebound by J. Embiid,,56,55
2,1:50.0,J. Embiid makes 2-pt hook shot from 11 ft,,58,55
2,1:35.0,,D. Augustin makes 2-pt jump shot from 19 ft,58,57
2,1:09.0,T. McConnell makes 2-pt jump shot from 13 ft (assist by J. Butler),,60,57
2,0:52.0,,N. Vučević misses 3-pt jump shot from 26 ft,60,57
2,0:50.0,Defensive rebound by M. Scott,,60,57
2,0:31.0,J. Butler misses 2-pt jump shot from 16 ft,,60,57
2,0:27.0,,Defensive rebound by J. Isaac,60,57
2,0:10.0,,D. Augustin misses 2-pt jump shot from 14 ft,60,57
2,0:06.0,,Offensive rebound by D. Augustin,60,57
2,0:02.0,,J. Isaac misses 2-pt layup from 3 ft,60,57
2,0:00.0,Defensive rebound by T. McConnell,,60,57
3,11:37.0,T. Harris misses 3-pt jump shot from 25 ft,,60,57
3,11:33.0,,Defensive rebound by N. Vučević,60,57
3,11:20.0,,E. Fournier makes 2-pt layup from 2 ft,60,59
3,11:08.0,J. Redick misses 2-pt jump shot from 20 ft,,60,59
3,11:04.0,,Defensive rebound by N. Vučević,60,59
3,10:58.0,,E. Fournier makes 2-pt layup from 2 ft,60,61
3,10:43.0,Turnover by J. Butler (step out of bounds),,60,61
3,10:22.0,,A. Gordon misses 2-pt jump shot from 7 ft (block by J. Butler),60,61
3,10:18.0,,Offensive rebound by A. Gordon,60,61
3,10:17.0,,A. Gordon makes 2-pt jump shot from 5 ft,60,63
3,10:03.0,J. Embiid makes 2-pt dunk from 2 ft (assist by J. Butler),,62,63
3,9:38.0,,Turnover by A. Gordon (step out of bounds),62,63
3,9:24.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Butler),,65,63
3,9:11.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),65,66
3,8:52.0,J. Redick misses 3-pt jump shot from 25 ft,,65,66
3,8:49.0,,Defensive rebound by J. Isaac,65,66
3,8:42.0,,Turnover by D. Augustin (lost ball; steal by T. Harris),65,66
3,8:37.0,T. Harris misses 2-pt layup from 2 ft (block by J. Isaac),,65,66
3,8:37.0,Offensive rebound by Team,,65,66
3,8:31.0,J. Butler makes 2-pt layup from 3 ft (assist by J. Embiid),,67,66
3,8:31.0,,Violation by Team (def goaltending),67,66
3,8:15.0,,Turnover by J. Isaac (bad pass; steal by J. Embiid),67,66
3,8:04.0,T. McConnell misses 2-pt jump shot from 7 ft,,67,66
3,7:59.0,Offensive rebound by J. Embiid,,67,66
3,7:57.0,J. Embiid makes 2-pt dunk at rim,,69,66
3,7:39.0,,A. Gordon misses 2-pt jump shot from 17 ft,69,66
3,7:36.0,Defensive rebound by J. Butler,,69,66
3,7:22.0,Shooting foul by E. Fournier (drawn by J. Butler),,69,66
3,7:22.0,J. Butler makes free throw 1 of 2,,70,66
3,7:22.0,J. Butler makes free throw 2 of 2,,71,66
3,7:04.0,,E. Fournier makes 2-pt jump shot from 15 ft,71,68
3,6:48.0,Turnover by J. Butler (bad pass; steal by J. Isaac),,71,68
3,6:43.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),71,70
3,6:20.0,J. Embiid makes 2-pt dunk from 1 ft,,73,70
3,5:59.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),73,73
3,5:44.0,Turnover by J. Redick (bad pass),,73,73
3,5:44.0,,Orlando full timeout,73,73
3,5:44.0,B. Marjanović enters the game for J. Embiid,,73,73
3,5:44.0,S. Milton enters the game for T. McConnell,,73,73
3,5:44.0,M. Scott enters the game for J. Redick,,73,73
3,5:44.0,,W. Iwundu enters the game for A. Gordon,73,73
3,5:31.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),73,76
3,5:11.0,B. Marjanović makes 2-pt hook shot from 11 ft (assist by J. Butler),,75,76
3,4:58.0,,E. Fournier misses 3-pt jump shot from 26 ft,75,76
3,4:56.0,,Offensive rebound by J. Isaac,75,76
3,4:46.0,,N. Vučević makes 2-pt hook shot from 9 ft,75,78
3,4:32.0,S. Milton makes 2-pt jump shot from 19 ft (assist by B. Marjanović),,77,78
3,4:11.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),77,80
3,3:53.0,J. Butler misses 3-pt jump shot from 25 ft,,77,80
3,3:52.0,,Defensive rebound by Team,77,80
3,3:52.0,,M. Carter-Williams enters the game for D. Augustin,77,80
3,3:52.0,,T. Ross enters the game for E. Fournier,77,80
3,3:35.0,,N. Vučević misses 2-pt jump shot from 18 ft,77,80
3,3:31.0,Defensive rebound by T. Harris,,77,80
3,3:18.0,S. Milton misses 3-pt jump shot from 24 ft,,77,80
3,3:15.0,,Defensive rebound by N. Vučević,77,80
3,3:09.0,,N. Vučević makes 2-pt layup from 3 ft (assist by T. Ross),77,82
3,2:51.0,M. Scott misses 3-pt jump shot from 25 ft,,77,82
3,2:47.0,,Defensive rebound by N. Vučević,77,82
3,2:43.0,,Shooting foul by S. Milton (drawn by M. Carter-Williams),77,82
3,2:43.0,Philadelphia full timeout,,77,82
3,2:43.0,J. Embiid enters the game for J. Butler,,77,82
3,2:43.0,T. McConnell enters the game for T. Harris,,77,82
3,2:43.0,J. Redick enters the game for B. Marjanović,,77,82
3,2:43.0,,K. Birch enters the game for J. Isaac,77,82
3,2:43.0,,A. Gordon enters the game for N. Vučević,77,82
3,2:43.0,,M. Carter-Williams makes free throw 1 of 2,77,83
3,2:43.0,,M. Carter-Williams makes free throw 2 of 2,77,84
3,2:32.0,Personal foul by K. Birch (drawn by J. Embiid),,77,84
3,2:22.0,J. Redick misses 3-pt jump shot from 26 ft,,77,84
3,2:22.0,,Defensive rebound by Team,77,84
3,2:22.0,Loose ball foul by J. Embiid (drawn by M. Carter-Williams),,77,84
3,2:10.0,,Turnover by A. Gordon (bad pass),77,84
3,1:48.0,M. Scott misses 3-pt jump shot from 25 ft,,77,84
3,1:43.0,,Defensive rebound by A. Gordon,77,84
3,1:36.0,,T. Ross misses 3-pt jump shot from 25 ft,77,84
3,1:34.0,,Offensive rebound by K. Birch,77,84
3,1:34.0,,Shooting foul by J. Embiid (drawn by K. Birch),77,84
3,1:34.0,,K. Birch makes free throw 1 of 2,77,85
3,1:34.0,,K. Birch misses free throw 2 of 2,77,85
3,1:31.0,,Offensive rebound by T. Ross,77,85
3,1:26.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by K. Birch),77,87
3,1:11.0,Personal foul by M. Carter-Williams (drawn by J. Embiid),,77,87
3,1:05.0,T. McConnell misses 2-pt jump shot from 14 ft,,77,87
3,1:00.0,,Defensive rebound by K. Birch,77,87
3,0:55.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,77,87
3,0:54.0,,Offensive rebound by M. Carter-Williams,77,87
3,0:54.0,,M. Carter-Williams makes 2-pt layup from 1 ft,77,89
3,0:54.0,Philadelphia full timeout,,77,89
3,0:54.0,T. Harris enters the game for J. Embiid,,77,89
3,0:38.0,J. Redick misses 3-pt jump shot from 25 ft,,77,89
3,0:34.0,,Defensive rebound by A. Gordon,77,89
3,0:22.0,,Shooting foul by T. Harris (drawn by K. Birch),77,89
3,0:22.0,,K. Birch misses free throw 1 of 2,77,89
3,0:22.0,,Offensive rebound by Team,77,89
3,0:22.0,J. Embiid enters the game for M. Scott,,77,89
3,0:22.0,,K. Birch misses free throw 2 of 2,77,89
3,0:20.0,Defensive rebound by T. Harris,,77,89
3,0:01.0,J. Embiid misses 2-pt jump shot from 16 ft,,77,89
3,0:01.0,,Defensive rebound by W. Iwundu,77,89
4,11:43.0,,T. Ross misses 3-pt jump shot from 25 ft,77,89
4,11:39.0,Defensive rebound by J. Butler,,77,89
4,11:23.0,Turnover by J. Redick (bad pass; steal by T. Ross),,77,89
4,11:18.0,,E. Fournier makes 2-pt layup from 3 ft (assist by T. Ross),77,91
4,11:05.0,J. Embiid misses 3-pt jump shot from 27 ft,,77,91
4,11:01.0,,Defensive rebound by K. Birch,77,91
4,10:56.0,,Personal foul by M. Scott (drawn by A. Gordon),77,91
4,10:50.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,77,91
4,10:46.0,Defensive rebound by J. Embiid,,77,91
4,10:40.0,Shooting foul by K. Birch (drawn by T. Harris),,77,91
4,10:40.0,T. Harris makes free throw 1 of 2,,78,91
4,10:40.0,T. Harris makes free throw 2 of 2,,79,91
4,10:24.0,,E. Fournier makes 2-pt layup from 3 ft,79,93
4,10:11.0,Shooting foul by K. Birch (drawn by J. Butler),,79,93
4,10:11.0,J. Butler makes free throw 1 of 2,,80,93
4,10:11.0,J. Butler makes free throw 2 of 2,,81,93
4,9:53.0,,K. Birch makes 2-pt layup from 3 ft (assist by M. Carter-Williams),81,95
4,9:40.0,Turnover by J. Embiid (bad pass),,81,95
4,9:19.0,,A. Gordon misses 2-pt layup from 3 ft,81,95
4,9:17.0,Defensive rebound by M. Scott,,81,95
4,9:09.0,J. Butler misses 2-pt layup from 3 ft,,81,95
4,9:07.0,,Defensive rebound by M. Carter-Williams,81,95
4,9:03.0,,E. Fournier makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),81,97
4,9:03.0,Philadelphia full timeout,,81,97
4,9:03.0,T. McConnell enters the game for J. Redick,,81,97
4,9:03.0,S. Milton enters the game for M. Scott,,81,97
4,8:43.0,J. Butler misses 3-pt jump shot from 24 ft,,81,97
4,8:40.0,,Defensive rebound by M. Carter-Williams,81,97
4,8:26.0,,Shooting foul by T. Harris (drawn by K. Birch),81,97
4,8:26.0,,K. Birch makes free throw 1 of 2,81,98
4,8:26.0,,K. Birch makes free throw 2 of 2,81,99
4,8:04.0,Turnover by T. Harris (bad pass; steal by M. Carter-Williams),,81,99
4,7:59.0,,M. Carter-Williams makes 2-pt layup from 1 ft,81,101
4,7:45.0,J. Embiid misses 3-pt jump shot from 25 ft,,81,101
4,7:42.0,,Defensive rebound by M. Carter-Williams,81,101
4,7:37.0,,E. Fournier misses 2-pt jump shot from 19 ft,81,101
4,7:34.0,Defensive rebound by J. Butler,,81,101
4,7:19.0,J. Butler misses 2-pt jump shot from 5 ft,,81,101
4,7:16.0,,Defensive rebound by T. Ross,81,101
4,7:04.0,,A. Gordon misses 3-pt jump shot from 24 ft,81,101
4,7:00.0,Defensive rebound by T. Harris,,81,101
4,6:57.0,Shooting foul by T. Ross (drawn by T. Harris),,81,101
4,6:57.0,T. Harris misses free throw 1 of 2,,81,101
4,6:57.0,Offensive rebound by Team,,81,101
4,6:57.0,J. Bolden enters the game for J. Embiid,,81,101
4,6:57.0,,N. Vučević enters the game for K. Birch,81,101
4,6:57.0,T. Harris makes free throw 2 of 2,,82,101
4,6:44.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),82,103
4,6:32.0,J. Bolden misses 3-pt jump shot from 26 ft,,82,103
4,6:27.0,,Defensive rebound by N. Vučević,82,103
4,6:21.0,,N. Vučević misses 3-pt jump shot from 26 ft,82,103
4,6:16.0,Defensive rebound by T. McConnell,,82,103
4,6:16.0,,D. Augustin enters the game for M. Carter-Williams,82,103
4,5:56.0,J. Butler misses 2-pt jump shot from 7 ft,,82,103
4,5:53.0,,Defensive rebound by N. Vučević,82,103
4,5:37.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by E. Fournier),82,106
4,5:34.0,Philadelphia full timeout,,82,106
4,5:34.0,A. Johnson enters the game for J. Butler,,82,106
4,5:34.0,J. Simmons enters the game for T. Harris,,82,106
4,5:34.0,Z. Smith enters the game for T. McConnell,,82,106
4,5:23.0,Turnover by A. Johnson (bad pass; steal by E. Fournier),,82,106
4,5:06.0,,N. Vučević makes 2-pt hook shot from 8 ft,82,108
4,4:50.0,Z. Smith makes 3-pt jump shot from 26 ft (assist by A. Johnson),,85,108
4,4:24.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Fournier),85,110
4,4:03.0,J. Simmons misses 2-pt jump shot from 15 ft,,85,110
4,4:00.0,,Defensive rebound by A. Gordon,85,110
4,3:47.0,,D. Augustin misses 3-pt jump shot from 25 ft,85,110
4,3:44.0,Defensive rebound by S. Milton,,85,110
4,3:38.0,Personal foul by A. Gordon (drawn by J. Bolden),,85,110
4,3:38.0,,J. Martin enters the game for A. Gordon,85,110
4,3:28.0,Shooting foul by J. Martin (drawn by J. Simmons),,85,110
4,3:28.0,,Orlando full timeout,85,110
4,3:28.0,,T. Caupain enters the game for D. Augustin,85,110
4,3:28.0,,J. Grant enters the game for E. Fournier,85,110
4,3:28.0,,W. Iwundu enters the game for T. Ross,85,110
4,3:28.0,,A. Jefferson enters the game for N. Vučević,85,110
4,3:28.0,J. Simmons makes free throw 1 of 2,,86,110
4,3:28.0,J. Simmons misses free throw 2 of 2,,86,110
4,3:24.0,,Defensive rebound by J. Martin,86,110
4,3:08.0,,J. Martin misses 3-pt jump shot from 27 ft,86,110
4,3:03.0,,Offensive rebound by T. Caupain,86,110
4,3:01.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by T. Caupain),86,113
4,2:36.0,J. Simmons makes 2-pt layup from 3 ft,,88,113
4,2:30.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by J. Grant),88,115
4,2:17.0,S. Milton misses 3-pt jump shot from 25 ft,,88,115
4,2:13.0,,Defensive rebound by W. Iwundu,88,115
4,2:08.0,,W. Iwundu misses 2-pt layup from 2 ft,88,115
4,2:05.0,Defensive rebound by Z. Smith,,88,115
4,2:01.0,S. Milton makes 2-pt layup from 2 ft (assist by J. Bolden),,90,115
4,1:44.0,,T. Caupain makes 2-pt jump shot from 20 ft,90,117
