QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW ORLEANS_ACTION,DALLAS_SCORE,NEW ORLEANS_SCORE
1,5:23.0,Loose ball foul by D. Jordan (drawn by T. Frazier),,17,21
1,5:16.0,,A. Davis misses 2-pt jump shot from 16 ft,17,21
1,5:12.0,Defensive rebound by L. Dončić,,17,21
1,5:08.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),,20,21
1,4:50.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),20,23
1,4:35.0,L. Dončić misses 3-pt jump shot from 26 ft,,20,23
1,4:32.0,,Defensive rebound by J. Randle,20,23
1,4:21.0,,Def 3 sec tech foul by Team,20,23
1,4:21.0,,A. Davis makes technical free throw,20,24
1,4:21.0,J. Barea enters the game for H. Barnes,,20,24
1,4:21.0,M. Kleber enters the game for L. Dončić,,20,24
1,4:21.0,,C. Diallo enters the game for T. Frazier,20,24
1,4:21.0,,E. Moore enters the game for J. Randle,20,24
1,4:14.0,,Personal foul by M. Kleber (drawn by J. Holiday),20,24
1,4:10.0,,A. Davis misses 2-pt dunk from 1 ft,20,24
1,4:09.0,Defensive rebound by Team,,20,24
1,3:53.0,M. Kleber misses 2-pt jump shot from 12 ft,,20,24
1,3:51.0,Offensive rebound by M. Kleber,,20,24
1,3:49.0,M. Kleber misses 2-pt layup from 4 ft (block by A. Davis),,20,24
1,3:45.0,,Defensive rebound by E. Moore,20,24
1,3:42.0,,Turnover by J. Holiday (bad pass; steal by J. Barea),20,24
1,3:37.0,J. Barea misses 2-pt jump shot from 8 ft,,20,24
1,3:33.0,Offensive rebound by D. Finney-Smith,,20,24
1,3:33.0,D. Finney-Smith misses 2-pt layup at rim,,20,24
1,3:33.0,Offensive rebound by Team,,20,24
1,3:33.0,W. Matthews enters the game for D. Finney-Smith,,20,24
1,3:33.0,D. Powell enters the game for D. Jordan,,20,24
1,3:33.0,,D. Miller enters the game for S. Hill,20,24
1,3:26.0,D. Harris misses 3-pt jump shot from 22 ft,,20,24
1,3:21.0,Offensive rebound by D. Powell,,20,24
1,3:18.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by W. Matthews),,23,24
1,3:03.0,,A. Davis makes 2-pt jump shot from 15 ft,23,26
1,2:48.0,M. Kleber misses 3-pt jump shot from 27 ft,,23,26
1,2:48.0,,Defensive rebound by D. Miller,23,26
1,2:33.0,,E. Moore misses 2-pt jump shot from 22 ft,23,26
1,2:31.0,Defensive rebound by D. Powell,,23,26
1,2:18.0,M. Kleber makes 2-pt hook shot from 4 ft,,25,26
1,2:07.0,,A. Davis makes 2-pt jump shot from 10 ft,25,28
1,1:50.0,Turnover by J. Barea (bad pass; steal by C. Diallo),,25,28
1,1:44.0,,A. Davis misses 2-pt jump shot from 14 ft,25,28
1,1:41.0,Defensive rebound by J. Barea,,25,28
1,1:38.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,27,28
1,1:27.0,,J. Holiday misses 2-pt layup from 8 ft (block by D. Powell),27,28
1,1:22.0,Defensive rebound by M. Kleber,,27,28
1,1:16.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,29,28
1,0:56.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Moore),29,30
1,0:56.0,,Shooting foul by D. Powell (drawn by A. Davis),29,30
1,0:56.0,,New Orleans full timeout,29,30
1,0:56.0,,T. Frazier enters the game for J. Holiday,29,30
1,0:56.0,,A. Davis misses free throw 1 of 1,29,30
1,0:56.0,Defensive rebound by D. Powell,,29,30
1,0:41.0,W. Matthews makes 2-pt jump shot from 10 ft (assist by J. Barea),,31,30
1,0:35.0,,T. Frazier misses 3-pt jump shot from 27 ft,31,30
1,0:32.0,Defensive rebound by D. Powell,,31,30
1,0:20.0,Turnover by J. Barea (lost ball; steal by A. Davis),,31,30
1,0:04.0,,E. Moore makes 2-pt jump shot from 20 ft (assist by T. Frazier),31,32
1,0:02.0,Turnover by J. Barea (bad pass; steal by D. Miller),,31,32
1,0:00.0,,D. Miller misses 3-pt jump shot from 34 ft,31,32
1,0:00.0,,Offensive rebound by Team,31,32
2,11:44.0,,J. Randle makes 2-pt layup from 3 ft,31,34
2,11:29.0,D. Harris misses 2-pt jump shot from 8 ft,,31,34
2,11:27.0,Offensive rebound by D. Powell,,31,34
2,11:25.0,W. Matthews misses 3-pt jump shot from 25 ft,,31,34
2,11:25.0,,Defensive rebound by C. Diallo,31,34
2,11:20.0,,Turnover by T. Frazier (bad pass; steal by J. Barea),31,34
2,11:06.0,Turnover by J. Barea (bad pass; steal by C. Diallo),,31,34
2,10:50.0,,E. Moore misses 2-pt jump shot from 19 ft,31,34
2,10:44.0,Defensive rebound by W. Matthews,,31,34
2,10:41.0,D. Harris misses 2-pt jump shot from 5 ft,,31,34
2,10:38.0,,Defensive rebound by J. Randle,31,34
2,10:31.0,,Turnover by C. Diallo (off goaltending),31,34
2,10:10.0,M. Kleber misses 2-pt jump shot from 20 ft,,31,34
2,10:06.0,,Defensive rebound by C. Diallo,31,34
2,10:00.0,,C. Diallo makes 2-pt dunk at rim (assist by D. Miller),31,36
2,9:47.0,J. Barea makes 3-pt jump shot from 25 ft,,34,36
2,9:35.0,,D. Miller makes 3-pt jump shot from 27 ft (assist by C. Diallo),34,39
2,9:22.0,J. Barea makes 2-pt jump shot from 3 ft,,36,39
2,9:14.0,,D. Miller makes 3-pt jump shot from 27 ft (assist by E. Moore),36,42
2,9:02.0,J. Barea misses 3-pt jump shot from 26 ft,,36,42
2,8:56.0,Offensive rebound by D. Harris,,36,42
2,8:55.0,Turnover by D. Harris (bad pass; steal by C. Diallo),,36,42
2,8:50.0,,J. Randle makes 2-pt layup from 3 ft (assist by E. Moore),36,44
2,8:50.0,Dallas full timeout,,36,44
2,8:50.0,J. Brunson enters the game for D. Harris,,36,44
2,8:50.0,D. Finney-Smith enters the game for W. Matthews,,36,44
2,8:36.0,M. Kleber misses 3-pt jump shot from 26 ft,,36,44
2,8:33.0,,Defensive rebound by T. Frazier,36,44
2,8:26.0,,E. Moore misses 2-pt layup from 2 ft,36,44
2,8:20.0,,Offensive rebound by C. Diallo,36,44
2,8:20.0,,C. Diallo makes 2-pt layup from 1 ft,36,46
2,8:17.0,J. Barea misses 2-pt jump shot from 9 ft,,36,46
2,8:14.0,,Defensive rebound by C. Diallo,36,46
2,8:10.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by T. Frazier),36,49
2,8:08.0,Dallas full timeout,,36,49
2,8:08.0,H. Barnes enters the game for J. Barea,,36,49
2,8:08.0,L. Dončić enters the game for M. Kleber,,36,49
2,8:08.0,D. Jordan enters the game for D. Powell,,36,49
2,7:52.0,H. Barnes makes 2-pt dunk from 2 ft (assist by J. Brunson),,38,49
2,7:33.0,,J. Randle makes 2-pt jump shot from 20 ft (assist by E. Moore),38,51
2,7:19.0,J. Brunson makes 2-pt jump shot from 3 ft (assist by D. Finney-Smith),,40,51
2,7:09.0,,Offensive foul by E. Moore (drawn by J. Brunson),40,51
2,7:09.0,,Turnover by E. Moore (offensive foul),40,51
2,7:09.0,,A. Davis enters the game for C. Diallo,40,51
2,7:09.0,,J. Holiday enters the game for D. Miller,40,51
2,6:58.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by J. Brunson),,43,51
2,6:42.0,,A. Davis misses 2-pt layup from 3 ft,43,51
2,6:38.0,,Offensive rebound by J. Randle,43,51
2,6:38.0,,J. Randle misses 2-pt layup from 1 ft,43,51
2,6:38.0,Defensive rebound by H. Barnes,,43,51
2,6:34.0,J. Brunson misses 3-pt jump shot from 25 ft,,43,51
2,6:32.0,,Defensive rebound by E. Moore,43,51
2,6:32.0,,Personal foul by L. Dončić (drawn by J. Holiday),43,51
2,6:32.0,,S. Hill enters the game for T. Frazier,43,51
2,6:22.0,,Shooting foul by H. Barnes (drawn by J. Randle),43,51
2,6:22.0,,J. Randle misses free throw 1 of 2,43,51
2,6:22.0,,Offensive rebound by Team,43,51
2,6:22.0,,J. Randle makes free throw 2 of 2,43,52
2,6:09.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,43,52
2,6:05.0,,Defensive rebound by J. Holiday,43,52
2,6:00.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),43,55
2,5:43.0,H. Barnes misses 3-pt jump shot from 26 ft,,43,55
2,5:38.0,,Defensive rebound by E. Moore,43,55
2,5:36.0,,Turnover by E. Moore (bad pass; steal by H. Barnes),43,55
2,5:19.0,Shooting foul by J. Randle (drawn by H. Barnes),,43,55
2,5:19.0,H. Barnes misses free throw 1 of 2,,43,55
2,5:19.0,Offensive rebound by Team,,43,55
2,5:19.0,,D. Miller enters the game for E. Moore,43,55
2,5:19.0,H. Barnes makes free throw 2 of 2,,44,55
2,5:15.0,Violation by Team (kicked ball),,44,55
2,5:01.0,,Turnover by D. Miller (lost ball; steal by J. Brunson),44,55
2,4:56.0,Shooting foul by S. Hill (drawn by H. Barnes),,44,55
2,4:56.0,H. Barnes makes free throw 1 of 2,,45,55
2,4:56.0,H. Barnes makes free throw 2 of 2,,46,55
2,4:50.0,,J. Randle makes 2-pt layup from 3 ft (assist by A. Davis),46,57
2,4:50.0,,Shooting foul by D. Finney-Smith (drawn by J. Randle),46,57
2,4:50.0,,J. Randle makes free throw 1 of 1,46,58
2,4:33.0,D. Finney-Smith misses 2-pt layup from 2 ft,,46,58
2,4:33.0,Offensive rebound by D. Finney-Smith,,46,58
2,4:32.0,D. Finney-Smith misses 2-pt layup from 2 ft,,46,58
2,4:32.0,,Defensive rebound by A. Davis,46,58
2,4:26.0,,Turnover by A. Davis (bad pass; steal by J. Brunson),46,58
2,4:17.0,J. Brunson makes 2-pt jump shot from 7 ft,,48,58
2,4:10.0,,Shooting foul by D. Finney-Smith (drawn by J. Randle),48,58
2,4:10.0,,J. Randle misses free throw 1 of 2,48,58
2,4:10.0,,Offensive rebound by Team,48,58
2,4:10.0,W. Matthews enters the game for D. Finney-Smith,,48,58
2,4:10.0,,J. Randle misses free throw 2 of 2,48,58
2,4:08.0,Defensive rebound by D. Jordan,,48,58
2,3:56.0,D. Jordan makes 2-pt layup from 2 ft (assist by L. Dončić),,50,58
2,3:44.0,,J. Holiday makes 2-pt layup from 3 ft (assist by S. Hill),50,60
2,3:25.0,H. Barnes misses 2-pt jump shot from 21 ft,,50,60
2,3:22.0,,Defensive rebound by J. Randle,50,60
2,3:10.0,,A. Davis misses 2-pt jump shot from 9 ft,50,60
2,3:09.0,Defensive rebound by L. Dončić,,50,60
2,3:06.0,L. Dončić misses 3-pt jump shot from 25 ft,,50,60
2,3:02.0,Offensive rebound by D. Jordan,,50,60
2,2:59.0,L. Dončić misses 2-pt layup from 4 ft,,50,60
2,2:59.0,,Defensive rebound by J. Randle,50,60
2,2:54.0,,Personal foul by J. Brunson (drawn by J. Randle),50,60
2,2:54.0,,J. Randle misses free throw 1 of 2,50,60
2,2:54.0,,Offensive rebound by Team,50,60
2,2:54.0,,J. Randle makes free throw 2 of 2,50,61
2,2:37.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by L. Dončić),,53,61
2,2:22.0,,J. Randle makes 2-pt layup from 5 ft (assist by J. Holiday),53,63
2,2:12.0,L. Dončić misses 3-pt jump shot from 25 ft,,53,63
2,2:08.0,,Defensive rebound by J. Randle,53,63
2,2:01.0,,J. Holiday misses 3-pt jump shot from 26 ft,53,63
2,1:59.0,Defensive rebound by D. Jordan,,53,63
2,1:49.0,J. Brunson misses 2-pt layup from 2 ft (block by A. Davis),,53,63
2,1:46.0,,Defensive rebound by A. Davis,53,63
2,1:39.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by J. Holiday),53,66
2,1:18.0,Turnover by D. Jordan (bad pass; steal by J. Holiday),,53,66
2,1:10.0,,D. Miller misses 3-pt jump shot from 26 ft,53,66
2,1:06.0,Defensive rebound by D. Jordan,,53,66
2,0:50.0,Turnover by H. Barnes (lost ball; steal by A. Davis),,53,66
2,0:47.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),53,69
2,0:27.0,H. Barnes misses 3-pt jump shot from 25 ft,,53,69
2,0:24.0,,Defensive rebound by J. Randle,53,69
2,0:01.0,,J. Holiday misses 2-pt layup from 3 ft,53,69
2,0:01.0,,Offensive rebound by J. Randle,53,69
2,0:01.0,,Turnover by Team (shot clock),53,69
3,11:46.0,,Shooting foul by W. Matthews (drawn by T. Frazier),53,69
3,11:46.0,,T. Frazier makes free throw 1 of 2,53,70
3,11:46.0,,T. Frazier misses free throw 2 of 2,53,70
3,11:44.0,Defensive rebound by D. Jordan,,53,70
3,11:31.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),,56,70
3,11:06.0,,A. Davis misses 2-pt jump shot from 8 ft,56,70
3,11:04.0,Defensive rebound by D. Jordan,,56,70
3,10:58.0,W. Matthews misses 3-pt jump shot from 26 ft,,56,70
3,10:54.0,,Defensive rebound by J. Randle,56,70
3,10:46.0,,Turnover by A. Davis (bad pass; steal by W. Matthews),56,70
3,10:43.0,W. Matthews makes 2-pt layup from 3 ft,,58,70
3,10:28.0,,J. Holiday misses 3-pt jump shot from 25 ft,58,70
3,10:26.0,Defensive rebound by D. Jordan,,58,70
3,10:18.0,H. Barnes misses 3-pt jump shot from 23 ft,,58,70
3,10:13.0,,Defensive rebound by J. Randle,58,70
3,9:59.0,,J. Holiday makes 2-pt jump shot from 12 ft,58,72
3,9:39.0,H. Barnes misses 3-pt jump shot from 25 ft,,58,72
3,9:35.0,,Defensive rebound by T. Frazier,58,72
3,9:32.0,,S. Hill misses 3-pt jump shot from 24 ft,58,72
3,9:30.0,Defensive rebound by W. Matthews,,58,72
3,9:30.0,Personal foul by T. Frazier (drawn by W. Matthews),,58,72
3,9:07.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),,61,72
3,8:48.0,,T. Frazier misses 3-pt jump shot from 24 ft,61,72
3,8:45.0,Defensive rebound by L. Dončić,,61,72
3,8:34.0,Turnover by L. Dončić (bad pass; steal by J. Holiday),,61,72
3,8:29.0,,A. Davis makes 2-pt layup from 1 ft (assist by T. Frazier),61,74
3,8:13.0,W. Matthews misses 3-pt jump shot from 23 ft,,61,74
3,8:10.0,,Defensive rebound by J. Randle,61,74
3,8:06.0,,S. Hill misses 3-pt jump shot from 26 ft,61,74
3,8:01.0,Defensive rebound by L. Dončić,,61,74
3,7:55.0,Personal foul by S. Hill (drawn by D. Jordan),,61,74
3,7:48.0,H. Barnes misses 3-pt jump shot from 25 ft,,61,74
3,7:44.0,,Defensive rebound by J. Randle,61,74
3,7:31.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by J. Holiday),61,77
3,7:29.0,Dallas full timeout,,61,77
3,7:17.0,Shooting foul by S. Hill (drawn by W. Matthews),,61,77
3,7:17.0,W. Matthews makes free throw 1 of 2,,62,77
3,7:17.0,W. Matthews makes free throw 2 of 2,,63,77
3,7:08.0,,A. Davis misses 2-pt jump shot from 12 ft,63,77
3,7:04.0,Defensive rebound by D. Finney-Smith,,63,77
3,6:55.0,W. Matthews makes 2-pt layup from 2 ft (assist by H. Barnes),,65,77
3,6:55.0,Shooting foul by A. Davis (drawn by W. Matthews),,65,77
3,6:55.0,,C. Diallo enters the game for T. Frazier,65,77
3,6:55.0,,E. Moore enters the game for J. Randle,65,77
3,6:55.0,W. Matthews makes free throw 1 of 1,,66,77
3,6:45.0,,E. Moore makes 2-pt layup from 2 ft (assist by A. Davis),66,79
3,6:34.0,Personal foul by A. Davis (drawn by L. Dončić),,66,79
3,6:34.0,L. Dončić makes free throw 1 of 2,,67,79
3,6:34.0,L. Dončić misses free throw 2 of 2,,67,79
3,6:31.0,,Defensive rebound by C. Diallo,67,79
3,6:12.0,,E. Moore makes 2-pt jump shot from 10 ft (assist by A. Davis),67,81
3,5:59.0,H. Barnes misses 2-pt jump shot from 6 ft,,67,81
3,5:56.0,,Defensive rebound by A. Davis,67,81
3,5:53.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),67,84
3,5:47.0,Personal take foul by E. Moore (drawn by W. Matthews),,67,84
3,5:47.0,,New Orleans full timeout,67,84
3,5:47.0,J. Barea enters the game for L. Dončić,,67,84
3,5:47.0,,J. Randle enters the game for A. Davis,67,84
3,5:47.0,W. Matthews misses free throw 1 of 2,,67,84
3,5:47.0,Offensive rebound by Team,,67,84
3,5:47.0,W. Matthews misses free throw 2 of 2,,67,84
3,5:41.0,,Defensive rebound by J. Randle,67,84
3,5:25.0,,C. Diallo makes 2-pt layup from 2 ft (assist by J. Holiday),67,86
3,5:10.0,Offensive foul by D. Jordan (drawn by J. Holiday),,67,86
3,5:10.0,Turnover by D. Jordan (offensive foul),,67,86
3,4:55.0,,J. Holiday misses 2-pt layup from 5 ft,67,86
3,4:53.0,,Offensive rebound by C. Diallo,67,86
3,4:53.0,,C. Diallo makes 2-pt layup from 3 ft,67,88
3,4:36.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,67,88
3,4:33.0,,Defensive rebound by C. Diallo,67,88
3,4:26.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by S. Hill),67,90
3,4:15.0,Turnover by D. Jordan (lost ball; steal by J. Holiday),,67,90
3,4:13.0,,J. Holiday makes 2-pt dunk from 1 ft,67,92
3,4:13.0,Dallas full timeout,,67,92
3,4:13.0,R. Broekhoff enters the game for H. Barnes,,67,92
3,4:13.0,J. Brunson enters the game for D. Finney-Smith,,67,92
3,4:13.0,M. Kleber enters the game for D. Jordan,,67,92
3,4:13.0,D. Powell enters the game for W. Matthews,,67,92
3,4:13.0,,T. Frazier enters the game for S. Hill,67,92
3,4:13.0,,D. Miller enters the game for J. Holiday,67,92
3,3:59.0,M. Kleber misses 3-pt jump shot from 23 ft,,67,92
3,3:55.0,,Defensive rebound by T. Frazier,67,92
3,3:44.0,,J. Randle misses 2-pt layup from 2 ft (block by M. Kleber),67,92
3,3:38.0,Defensive rebound by R. Broekhoff,,67,92
3,3:37.0,M. Kleber misses 3-pt jump shot from 26 ft,,67,92
3,3:37.0,Offensive rebound by D. Powell,,67,92
3,3:22.0,J. Brunson makes 3-pt jump shot from 27 ft (assist by M. Kleber),,70,92
3,3:12.0,,E. Moore misses 2-pt layup from 7 ft (block by D. Powell),70,92
3,3:09.0,Defensive rebound by R. Broekhoff,,70,92
3,3:09.0,Turnover by R. Broekhoff (step out of bounds),,70,92
3,2:47.0,,T. Frazier makes 3-pt jump shot from 26 ft (assist by D. Miller),70,95
3,2:35.0,J. Barea makes 2-pt layup from 1 ft,,72,95
3,2:06.0,,T. Frazier makes 2-pt layup from 1 ft (assist by J. Randle),72,97
3,2:00.0,Personal foul by C. Diallo (drawn by D. Powell),,72,97
3,2:00.0,D. Powell misses free throw 1 of 2,,72,97
3,2:00.0,Offensive rebound by Team,,72,97
3,2:00.0,D. Powell makes free throw 2 of 2,,73,97
3,1:48.0,,J. Randle misses 2-pt layup from 3 ft (block by R. Broekhoff),73,97
3,1:45.0,Defensive rebound by M. Kleber,,73,97
3,1:31.0,J. Barea makes 3-pt jump shot from 25 ft,,76,97
3,1:07.0,,J. Randle misses 2-pt layup from 2 ft,76,97
3,1:07.0,Defensive rebound by Team,,76,97
3,0:57.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,76,97
3,0:55.0,Offensive rebound by R. Broekhoff,,76,97
3,0:53.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,76,97
3,0:51.0,,Defensive rebound by J. Randle,76,97
3,0:39.0,,Turnover by J. Randle (traveling),76,97
3,0:39.0,,Violation by Team (delay of game),76,97
3,0:39.0,,A. Davis enters the game for J. Randle,76,97
3,0:39.0,,Technical foul by J. Randle,76,97
3,0:39.0,R. Broekhoff makes technical free throw,,77,97
3,0:27.0,J. Barea misses 3-pt jump shot from 26 ft,,77,97
3,0:24.0,Offensive rebound by M. Kleber,,77,97
3,0:22.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by J. Barea),,80,97
3,0:02.0,,A. Davis misses 2-pt jump shot from 19 ft,80,97
3,0:02.0,,Offensive rebound by Team,80,97
4,11:49.0,J. Brunson misses 2-pt layup from 2 ft (block by A. Davis),,80,97
4,11:48.0,Offensive rebound by Team,,80,97
4,11:39.0,R. Broekhoff misses 3-pt jump shot from 27 ft,,80,97
4,11:35.0,,Defensive rebound by E. Moore,80,97
4,11:20.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by E. Moore),80,100
4,11:04.0,D. Powell misses 2-pt layup from 1 ft (block by A. Davis),,80,100
4,11:00.0,,Defensive rebound by C. Diallo,80,100
4,10:56.0,,Personal foul by M. Kleber (drawn by J. Holiday),80,100
4,10:51.0,,Shooting foul by M. Kleber (drawn by J. Holiday),80,100
4,10:51.0,,J. Holiday misses free throw 1 of 2,80,100
4,10:51.0,,Offensive rebound by Team,80,100
4,10:51.0,,J. Holiday makes free throw 2 of 2,80,101
4,10:45.0,,Violation by Team (kicked ball),80,101
4,10:33.0,J. Brunson misses 3-pt jump shot from 23 ft (block by A. Davis),,80,101
4,10:27.0,Offensive rebound by J. Barea,,80,101
4,10:24.0,J. Barea makes 2-pt jump shot from 14 ft,,82,101
4,10:14.0,,E. Moore misses 2-pt layup from 1 ft,82,101
4,10:12.0,Defensive rebound by R. Broekhoff,,82,101
4,10:05.0,Turnover by D. Powell (out of bounds lost ball),,82,101
4,9:48.0,,E. Moore misses 3-pt jump shot from 25 ft,82,101
4,9:44.0,Defensive rebound by D. Powell,,82,101
4,9:33.0,J. Barea makes 2-pt layup from 2 ft,,84,101
4,9:29.0,Violation by Team (kicked ball),,84,101
4,9:23.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by A. Davis),84,104
4,9:10.0,Personal foul by E. Moore (drawn by J. Barea),,84,104
4,9:10.0,,J. Randle enters the game for C. Diallo,84,104
4,9:00.0,D. Powell makes 2-pt dunk from 1 ft (assist by R. Broekhoff),,86,104
4,8:56.0,,Personal foul by J. Brunson (drawn by E. Moore),86,104
4,8:56.0,,Technical foul by R. Carlisle,86,104
4,8:56.0,,J. Holiday makes technical free throw,86,105
4,8:50.0,,Personal foul by J. Brunson (drawn by J. Holiday),86,105
4,8:42.0,,Personal foul by J. Brunson (drawn by A. Davis),86,105
4,8:42.0,,A. Davis makes free throw 1 of 2,86,106
4,8:42.0,,A. Davis makes free throw 2 of 2,86,107
4,8:30.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),,88,107
4,8:11.0,,J. Holiday makes 2-pt dunk at rim,88,109
4,7:58.0,D. Powell misses 3-pt jump shot from 26 ft,,88,109
4,7:56.0,,Defensive rebound by J. Randle,88,109
4,7:43.0,,Personal foul by D. Powell (drawn by A. Davis),88,109
4,7:43.0,,A. Davis makes free throw 1 of 2,88,110
4,7:43.0,D. Finney-Smith enters the game for J. Barea,,88,110
4,7:43.0,,A. Davis makes free throw 2 of 2,88,111
4,7:27.0,R. Broekhoff makes 2-pt layup from 3 ft (assist by J. Brunson),,90,111
4,7:14.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by A. Davis),90,114
4,6:57.0,M. Kleber misses 3-pt jump shot from 26 ft,,90,114
4,6:55.0,,Defensive rebound by A. Davis,90,114
4,6:48.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),90,116
4,6:48.0,Dallas full timeout,,90,116
4,6:32.0,D. Finney-Smith makes 2-pt hook shot from 9 ft,,92,116
4,6:17.0,,J. Randle makes 2-pt layup from 2 ft (assist by A. Davis),92,118
4,6:09.0,Shooting foul by J. Randle (drawn by J. Brunson),,92,118
4,6:09.0,J. Brunson misses free throw 1 of 2,,92,118
4,6:09.0,Offensive rebound by Team,,92,118
4,6:09.0,J. Brunson misses free throw 2 of 2,,92,118
4,6:07.0,,Defensive rebound by J. Randle,92,118
4,5:58.0,,A. Davis misses 2-pt dunk from 2 ft,92,118
4,5:52.0,Defensive rebound by D. Finney-Smith,,92,118
4,5:50.0,J. Brunson makes 2-pt layup from 2 ft (assist by D. Finney-Smith),,94,118
4,5:32.0,,A. Davis makes 3-pt jump shot from 24 ft (assist by E. Moore),94,121
4,5:09.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Brunson),,96,121
4,4:55.0,,E. Moore misses 2-pt jump shot from 10 ft,96,121
