QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
1,7:33.0,Turnover by B. Ingram (lost ball; steal by K. Durant),,10,9
1,7:27.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Green),10,12
1,7:07.0,K. Kuzma misses 2-pt hook shot from 10 ft,,10,12
1,7:06.0,,Defensive rebound by Team,10,12
1,6:59.0,,S. Curry misses 3-pt jump shot from 29 ft,10,12
1,6:57.0,Defensive rebound by I. Zubac,,10,12
1,6:35.0,B. Ingram makes 3-pt jump shot from 22 ft (assist by L. James),,13,12
1,6:10.0,,S. Curry makes 2-pt layup from 4 ft (assist by K. Durant),13,14
1,5:59.0,Personal foul by D. Green (drawn by L. James),,13,14
1,5:59.0,,Golden State full timeout,13,14
1,5:59.0,,A. Iguodala enters the game for K. Looney,13,14
1,5:55.0,I. Zubac makes 2-pt layup from 2 ft (assist by B. Ingram),,15,14
1,5:40.0,,S. Curry makes 2-pt jump shot from 19 ft,15,16
1,5:31.0,Shooting foul by D. Green (drawn by L. James),,15,16
1,5:31.0,L. James misses free throw 1 of 2,,15,16
1,5:31.0,Offensive rebound by Team,,15,16
1,5:31.0,T. Chandler enters the game for I. Zubac,,15,16
1,5:31.0,,K. Looney enters the game for D. Green,15,16
1,5:31.0,L. James makes free throw 2 of 2,,16,16
1,5:16.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Curry),16,18
1,5:01.0,B. Ingram misses 3-pt jump shot from 25 ft,,16,18
1,4:59.0,Offensive rebound by T. Chandler,,16,18
1,4:55.0,L. Ball makes 3-pt jump shot from 28 ft (assist by L. James),,19,18
1,4:37.0,,K. Looney makes 2-pt layup from 4 ft (assist by K. Durant),19,20
1,4:28.0,Shooting foul by S. Curry (drawn by L. Ball),,19,20
1,4:28.0,L. Ball makes free throw 1 of 2,,20,20
1,4:28.0,,J. Jerebko enters the game for S. Curry,20,20
1,4:28.0,L. Ball misses free throw 2 of 2,,20,20
1,4:26.0,,Defensive rebound by A. Iguodala,20,20
1,4:13.0,,A. Iguodala makes 3-pt jump shot from 27 ft (assist by K. Looney),20,23
1,3:54.0,L. Ball misses 3-pt jump shot from 28 ft,,20,23
1,3:52.0,,Defensive rebound by K. Durant,20,23
1,3:47.0,,K. Looney misses 2-pt layup from 2 ft,20,23
1,3:46.0,Defensive rebound by L. James,,20,23
1,3:41.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),,23,23
1,3:25.0,,K. Thompson misses 3-pt jump shot from 26 ft,23,23
1,3:23.0,Defensive rebound by L. James,,23,23
1,3:14.0,L. James makes 2-pt layup from 7 ft,,25,23
1,2:56.0,,Personal foul by B. Ingram (drawn by K. Looney),25,23
1,2:56.0,LA Lakers full timeout,,25,23
1,2:56.0,J. Hart enters the game for L. Ball,,25,23
1,2:56.0,R. Rondo enters the game for B. Ingram,,25,23
1,2:56.0,,S. Livingston enters the game for K. Thompson,25,23
1,2:49.0,,J. Jerebko misses 3-pt jump shot from 29 ft,25,23
1,2:47.0,Defensive rebound by L. James,,25,23
1,2:29.0,L. James makes 2-pt jump shot from 16 ft,,27,23
1,2:14.0,,J. Jerebko misses 2-pt jump shot from 20 ft,27,23
1,2:13.0,Defensive rebound by K. Kuzma,,27,23
1,2:05.0,L. James misses 3-pt jump shot from 26 ft,,27,23
1,2:03.0,,Defensive rebound by K. Durant,27,23
1,1:57.0,,S. Livingston makes 2-pt jump shot from 8 ft,27,25
1,1:36.0,K. Kuzma misses 3-pt jump shot from 23 ft,,27,25
1,1:34.0,,Defensive rebound by J. Jerebko,27,25
1,1:27.0,,S. Livingston misses 2-pt jump shot from 16 ft,27,25
1,1:26.0,Defensive rebound by R. Rondo,,27,25
1,1:16.0,R. Rondo misses 2-pt layup from 7 ft,,27,25
1,1:15.0,,Defensive rebound by Team,27,25
1,1:15.0,Loose ball foul by T. Chandler (drawn by K. Looney),,27,25
1,1:15.0,K. Caldwell-Pope enters the game for L. James,,27,25
1,0:52.0,,J. Jerebko misses 3-pt jump shot from 26 ft,27,25
1,0:51.0,,Offensive rebound by Team,27,25
1,0:51.0,,Turnover by Team (shot clock),27,25
1,0:40.0,J. Hart makes 3-pt jump shot from 25 ft (assist by R. Rondo),,30,25
1,0:31.0,,J. Jerebko misses 3-pt jump shot from 25 ft,30,25
1,0:29.0,Defensive rebound by T. Chandler,,30,25
1,0:06.0,R. Rondo makes 2-pt jump shot from 11 ft,,32,25
1,0:01.0,,K. Durant misses 3-pt jump shot from 32 ft,32,25
1,0:00.0,,Offensive rebound by Team,32,25
2,11:47.0,,A. Iguodala makes 2-pt jump shot from 19 ft (assist by S. Curry),32,27
2,11:31.0,L. Stephenson misses 2-pt jump shot from 18 ft,,32,27
2,11:29.0,,Defensive rebound by A. Iguodala,32,27
2,11:20.0,,D. Green misses 3-pt jump shot from 27 ft,32,27
2,11:18.0,Defensive rebound by Team,,32,27
2,11:09.0,Turnover by J. Hart (out of bounds lost ball),,32,27
2,10:56.0,,Turnover by S. Livingston (lost ball; steal by T. Chandler),32,27
2,10:52.0,Turnover by J. Hart (lost ball; steal by D. Green),,32,27
2,10:43.0,,S. Livingston makes 2-pt jump shot from 12 ft (assist by A. Iguodala),32,29
2,10:24.0,L. Stephenson makes 3-pt jump shot from 23 ft (assist by R. Rondo),,35,29
2,10:09.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Curry),35,31
2,9:57.0,J. Hart misses 3-pt jump shot from 27 ft,,35,31
2,9:55.0,,Defensive rebound by A. McKinnie,35,31
2,9:45.0,,Turnover by S. Curry (bad pass; steal by J. Hart),35,31
2,9:39.0,J. Hart makes 2-pt jump shot from 5 ft (assist by R. Rondo),,37,31
2,9:26.0,,A. Iguodala makes 2-pt layup from 1 ft (assist by D. Green),37,33
2,9:20.0,Personal foul by A. McKinnie (drawn by K. Caldwell-Pope),,37,33
2,9:09.0,Personal foul by S. Livingston (drawn by R. Rondo),,37,33
2,8:56.0,L. Stephenson makes 3-pt jump shot from 27 ft,,40,33
2,8:47.0,,S. Curry misses 3-pt jump shot from 27 ft,40,33
2,8:45.0,Defensive rebound by R. Rondo,,40,33
2,8:38.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,40,33
2,8:36.0,,Defensive rebound by S. Livingston,40,33
2,8:32.0,,A. McKinnie misses 2-pt layup from 3 ft (block by J. Hart),40,33
2,8:31.0,,Offensive rebound by A. McKinnie,40,33
2,8:31.0,,A. McKinnie misses 2-pt layup from 2 ft,40,33
2,8:29.0,,Offensive rebound by A. McKinnie,40,33
2,8:27.0,,A. McKinnie misses 2-pt layup from 3 ft,40,33
2,8:26.0,,Offensive rebound by A. Iguodala,40,33
2,8:25.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by A. Iguodala),40,35
2,8:20.0,LA Lakers full timeout,,40,35
2,8:20.0,I. Zubac enters the game for T. Chandler,,40,35
2,8:20.0,,K. Thompson enters the game for A. Iguodala,40,35
2,8:07.0,L. Stephenson makes 2-pt jump shot from 10 ft,,42,35
2,7:44.0,,D. Green misses 3-pt jump shot from 26 ft,42,35
2,7:42.0,Defensive rebound by I. Zubac,,42,35
2,7:36.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by R. Rondo),,44,35
2,7:25.0,,A. McKinnie misses 3-pt jump shot from 24 ft,44,35
2,7:23.0,Defensive rebound by Team,,44,35
2,7:07.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft (assist by R. Rondo),,46,35
2,7:02.0,,Personal foul by L. Stephenson (drawn by S. Livingston),46,35
2,7:02.0,B. Ingram enters the game for L. Stephenson,,46,35
2,7:02.0,,K. Durant enters the game for S. Livingston,46,35
2,6:56.0,,A. McKinnie misses 3-pt jump shot from 27 ft,46,35
2,6:55.0,,Offensive rebound by Team,46,35
2,6:55.0,Loose ball foul by B. Ingram (drawn by D. Green),,46,35
2,6:50.0,,K. Durant misses 3-pt jump shot from 27 ft,46,35
2,6:48.0,Defensive rebound by I. Zubac,,46,35
2,6:42.0,R. Rondo misses 2-pt jump shot from 18 ft,,46,35
2,6:41.0,,Defensive rebound by K. Durant,46,35
2,6:30.0,,A. McKinnie misses 2-pt layup from 1 ft (block by I. Zubac),46,35
2,6:29.0,Defensive rebound by R. Rondo,,46,35
2,6:21.0,Turnover by I. Zubac (traveling),,46,35
2,6:21.0,L. James enters the game for R. Rondo,,46,35
2,6:05.0,,A. McKinnie makes 2-pt dunk from 3 ft (assist by D. Green),46,37
2,5:54.0,I. Zubac misses 2-pt hook shot from 6 ft,,46,37
2,5:53.0,,Defensive rebound by A. McKinnie,46,37
2,5:45.0,,A. McKinnie misses 2-pt jump shot from 12 ft,46,37
2,5:44.0,Defensive rebound by K. Caldwell-Pope,,46,37
2,5:38.0,Turnover by K. Caldwell-Pope (bad pass; steal by S. Curry),,46,37
2,5:35.0,,S. Curry misses 3-pt jump shot from 27 ft,46,37
2,5:32.0,Defensive rebound by I. Zubac,,46,37
2,5:32.0,Shooting foul by K. Durant (drawn by J. Hart),,46,37
2,5:32.0,J. Hart makes free throw 1 of 2,,47,37
2,5:32.0,L. Ball enters the game for K. Caldwell-Pope,,47,37
2,5:32.0,,A. Iguodala enters the game for S. Curry,47,37
2,5:32.0,,K. Looney enters the game for D. Green,47,37
2,5:32.0,J. Hart makes free throw 2 of 2,,48,37
2,5:32.0,,Turnover by K. Thompson (step out of bounds),48,37
2,5:32.0,K. Kuzma enters the game for J. Hart,,48,37
2,5:06.0,B. Ingram makes 2-pt layup from 3 ft (assist by K. Kuzma),,50,37
2,4:56.0,,K. Durant misses 2-pt jump shot from 17 ft,50,37
2,4:55.0,Defensive rebound by B. Ingram,,50,37
2,4:39.0,L. James makes 2-pt jump shot from 13 ft,,52,37
2,4:32.0,,Golden State full timeout,52,37
2,4:32.0,,S. Curry enters the game for K. Looney,52,37
2,4:32.0,,D. Green enters the game for A. McKinnie,52,37
2,4:25.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by K. Durant),52,40
2,4:05.0,Turnover by L. Ball (offensive foul),,52,40
2,4:05.0,Offensive foul by L. Ball (drawn by S. Curry),,52,40
2,3:56.0,,S. Curry makes 2-pt layup from 2 ft,52,42
2,3:37.0,I. Zubac makes 2-pt layup from 3 ft (assist by B. Ingram),,54,42
2,3:28.0,,D. Green makes 2-pt layup from 3 ft,54,44
2,3:28.0,,Away from play foul by B. Ingram (drawn by K. Durant),54,44
2,3:28.0,J. Hart enters the game for B. Ingram,,54,44
2,3:28.0,,K. Durant makes free throw 1 of 1,54,45
2,3:07.0,L. James misses 2-pt jump shot from 22 ft,,54,45
2,3:05.0,,Defensive rebound by K. Thompson,54,45
2,2:51.0,,A. Iguodala misses 2-pt jump shot from 8 ft,54,45
2,2:50.0,Defensive rebound by L. James,,54,45
2,2:44.0,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),,56,45
2,2:32.0,,S. Curry misses 2-pt jump shot from 17 ft,56,45
2,2:30.0,Defensive rebound by L. James,,56,45
2,2:25.0,J. Hart misses 3-pt jump shot from 26 ft,,56,45
2,2:23.0,Offensive rebound by L. James,,56,45
2,2:20.0,L. James misses 2-pt layup from 3 ft,,56,45
2,2:19.0,Offensive rebound by L. James,,56,45
2,2:15.0,L. James makes 2-pt layup at rim,,58,45
2,2:10.0,,K. Durant misses 2-pt jump shot from 13 ft,58,45
2,2:09.0,Defensive rebound by L. James,,58,45
2,1:59.0,L. James makes 2-pt layup from 3 ft,,60,45
2,1:56.0,,Turnover by D. Green (bad pass),60,45
2,1:53.0,Turnover by L. James (bad pass),,60,45
2,1:35.0,,Personal foul by K. Kuzma (drawn by D. Green),60,45
2,1:27.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Durant),60,48
2,1:09.0,Shooting foul by A. Iguodala (drawn by L. James),,60,48
2,1:09.0,L. James misses free throw 1 of 2,,60,48
2,1:09.0,Offensive rebound by Team,,60,48
2,1:09.0,L. James makes free throw 2 of 2,,61,48
2,1:01.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),61,50
2,0:49.0,I. Zubac makes 2-pt dunk from 1 ft (assist by L. James),,63,50
2,0:39.0,,A. Iguodala misses 3-pt jump shot from 27 ft,63,50
2,0:37.0,Defensive rebound by I. Zubac,,63,50
2,0:18.0,L. James makes 2-pt layup from 2 ft,,65,50
2,0:01.0,,S. Curry misses 2-pt jump shot from 20 ft,65,50
2,0:00.0,,Offensive rebound by Team,65,50
3,11:48.0,,Turnover by D. Green (bad pass),65,50
3,11:33.0,Shooting foul by D. Green (drawn by B. Ingram),,65,50
3,11:33.0,B. Ingram makes free throw 1 of 2,,66,50
3,11:33.0,B. Ingram makes free throw 2 of 2,,67,50
3,11:20.0,,Turnover by K. Looney (traveling),67,50
3,11:03.0,Shooting foul by K. Thompson (drawn by K. Kuzma),,67,50
3,11:03.0,K. Kuzma makes free throw 1 of 3,,68,50
3,11:03.0,K. Kuzma misses free throw 2 of 3,,68,50
3,11:03.0,Offensive rebound by Team,,68,50
3,11:03.0,K. Kuzma makes free throw 3 of 3,,69,50
3,10:53.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Thompson),69,52
3,10:53.0,,Shooting foul by L. James (drawn by D. Green),69,52
3,10:53.0,,D. Green misses free throw 1 of 1,69,52
3,10:51.0,Defensive rebound by L. James,,69,52
3,10:41.0,,Violation by Team (kicked ball),69,52
3,10:31.0,B. Ingram misses 3-pt jump shot from 27 ft,,69,52
3,10:29.0,,Defensive rebound by K. Looney,69,52
3,10:21.0,,K. Durant makes 3-pt jump shot from 28 ft,69,55
3,10:11.0,Personal foul by S. Curry (drawn by L. Ball),,69,55
3,9:58.0,L. James misses 3-pt jump shot from 27 ft,,69,55
3,9:56.0,,Defensive rebound by Team,69,55
3,9:50.0,,S. Curry misses 3-pt jump shot from 23 ft,69,55
3,9:48.0,Defensive rebound by L. James,,69,55
3,9:30.0,I. Zubac makes 2-pt hook shot from 5 ft (assist by L. Ball),,71,55
3,9:20.0,,Turnover by D. Green (bad pass),71,55
3,9:05.0,Turnover by B. Ingram (bad pass),,71,55
3,8:59.0,,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),71,57
3,8:59.0,LA Lakers full timeout,,71,57
3,8:45.0,B. Ingram misses 2-pt jump shot from 16 ft,,71,57
3,8:44.0,,Defensive rebound by D. Green,71,57
3,8:35.0,,Personal foul by B. Ingram (drawn by K. Durant),71,57
3,8:35.0,J. Hart enters the game for B. Ingram,,71,57
3,8:23.0,,K. Looney misses 2-pt layup from 1 ft,71,57
3,8:22.0,Defensive rebound by L. James,,71,57
3,8:13.0,K. Kuzma misses 3-pt jump shot from 27 ft,,71,57
3,8:11.0,,Defensive rebound by D. Green,71,57
3,7:57.0,,D. Green misses 2-pt jump shot from 14 ft,71,57
3,7:56.0,Defensive rebound by I. Zubac,,71,57
3,7:51.0,LA Lakers full timeout,,71,57
3,7:51.0,K. Caldwell-Pope enters the game for L. James,,71,57
3,7:42.0,K. Kuzma makes 2-pt layup from 3 ft (assist by L. Ball),,73,57
3,7:25.0,,K. Thompson misses 2-pt jump shot from 17 ft,73,57
3,7:24.0,Defensive rebound by L. Ball,,73,57
3,7:18.0,K. Kuzma misses 3-pt jump shot from 24 ft,,73,57
3,7:16.0,,Defensive rebound by D. Green,73,57
3,7:08.0,,K. Durant misses 3-pt jump shot from 27 ft,73,57
3,7:06.0,Defensive rebound by I. Zubac,,73,57
3,7:03.0,Personal take foul by D. Green (drawn by L. Ball),,73,57
3,7:03.0,,A. Iguodala enters the game for D. Green,73,57
3,6:51.0,K. Kuzma misses 2-pt jump shot from 5 ft,,73,57
3,6:51.0,,Defensive rebound by K. Durant,73,57
3,6:35.0,,A. Iguodala makes 2-pt jump shot from 13 ft (assist by K. Durant),73,59
3,6:21.0,L. Ball makes 2-pt jump shot from 16 ft,,75,59
3,6:19.0,,Golden State full timeout,75,59
3,6:19.0,T. Chandler enters the game for I. Zubac,,75,59
3,6:05.0,,K. Durant makes 2-pt layup from 4 ft,75,61
3,6:05.0,,Shooting foul by T. Chandler (drawn by K. Durant),75,61
3,6:05.0,,K. Durant makes free throw 1 of 1,75,62
3,5:55.0,J. Hart misses 3-pt jump shot from 26 ft,,75,62
3,5:53.0,,Defensive rebound by K. Looney,75,62
3,5:43.0,,A. Iguodala misses 3-pt jump shot from 25 ft,75,62
3,5:40.0,Defensive rebound by Team,,75,62
3,5:24.0,Personal foul by K. Thompson (drawn by K. Kuzma),,75,62
3,5:24.0,K. Kuzma misses free throw 1 of 2,,75,62
3,5:24.0,Offensive rebound by Team,,75,62
3,5:24.0,K. Kuzma makes free throw 2 of 2,,76,62
3,5:13.0,,S. Curry misses 2-pt jump shot from 10 ft,76,62
3,5:12.0,Defensive rebound by L. Ball,,76,62
3,5:08.0,Turnover by K. Kuzma (traveling),,76,62
3,4:59.0,,S. Curry misses 2-pt layup from 4 ft,76,62
3,4:55.0,,Offensive rebound by K. Looney,76,62
3,4:55.0,,K. Looney misses 2-pt dunk at rim,76,62
3,4:55.0,Defensive rebound by T. Chandler,,76,62
3,4:55.0,Turnover by J. Hart (off goaltending),,76,62
3,4:48.0,,S. Curry makes 3-pt jump shot from 26 ft,76,65
3,4:26.0,K. Kuzma misses 3-pt jump shot from 31 ft,,76,65
3,4:24.0,,Defensive rebound by S. Curry,76,65
3,4:17.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Looney),76,68
3,4:15.0,LA Lakers full timeout,,76,68
3,4:15.0,R. Rondo enters the game for L. Ball,,76,68
3,4:00.0,J. Hart misses 2-pt jump shot from 9 ft,,76,68
3,3:59.0,,Defensive rebound by S. Curry,76,68
3,3:51.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),76,71
3,3:28.0,K. Kuzma misses 2-pt layup from 4 ft,,76,71
3,3:26.0,,Defensive rebound by A. Iguodala,76,71
3,3:22.0,,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),76,73
3,3:00.0,Shooting foul by K. Looney (drawn by K. Kuzma),,76,73
3,3:00.0,K. Kuzma makes free throw 1 of 2,,77,73
3,3:00.0,L. Stephenson enters the game for J. Hart,,77,73
3,3:00.0,,J. Bell enters the game for K. Looney,77,73
3,3:00.0,,S. Livingston enters the game for K. Thompson,77,73
3,3:00.0,K. Kuzma makes free throw 2 of 2,,78,73
3,2:48.0,,Shooting foul by K. Kuzma (drawn by S. Curry),78,73
3,2:48.0,,S. Curry makes free throw 1 of 3,78,74
3,2:48.0,,S. Curry makes free throw 2 of 3,78,75
3,2:48.0,B. Ingram enters the game for K. Kuzma,,78,75
3,2:48.0,,S. Curry makes free throw 3 of 3,78,76
3,2:27.0,R. Rondo makes 2-pt layup from 2 ft,,80,76
3,2:17.0,,S. Curry misses 3-pt jump shot from 29 ft,80,76
3,2:15.0,Defensive rebound by K. Caldwell-Pope,,80,76
3,2:10.0,Personal foul by S. Curry (drawn by B. Ingram),,80,76
3,2:10.0,B. Ingram makes free throw 1 of 2,,81,76
3,2:10.0,,J. Jerebko enters the game for S. Curry,81,76
3,2:10.0,B. Ingram makes free throw 2 of 2,,82,76
3,1:52.0,,Turnover by J. Jerebko (bad pass; steal by T. Chandler),82,76
3,1:43.0,T. Chandler misses 2-pt layup from 4 ft,,82,76
3,1:42.0,,Defensive rebound by A. Iguodala,82,76
3,1:38.0,,Personal foul by K. Caldwell-Pope (drawn by A. Iguodala),82,76
3,1:38.0,,A. Iguodala makes free throw 1 of 2,82,77
3,1:38.0,,A. Iguodala makes free throw 2 of 2,82,78
3,1:20.0,B. Ingram makes 2-pt jump shot from 17 ft,,84,78
3,1:19.0,,J. Jerebko makes 2-pt jump shot from 19 ft,84,80
3,0:51.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by R. Rondo),,86,80
3,0:40.0,,J. Bell makes 2-pt layup from 2 ft (assist by K. Durant),86,82
3,0:27.0,R. Rondo makes 2-pt hook shot from 8 ft,,88,82
3,0:09.0,,J. Jerebko misses 3-pt jump shot from 25 ft,88,82
3,0:07.0,Defensive rebound by T. Chandler,,88,82
3,0:02.0,L. Stephenson makes 3-pt jump shot from 29 ft (assist by R. Rondo),,91,82
4,11:42.0,R. Rondo makes 2-pt hook shot from 6 ft (assist by I. Zubac),,93,82
4,11:27.0,,S. Curry misses 3-pt jump shot from 27 ft,93,82
4,11:25.0,Defensive rebound by L. Stephenson,,93,82
4,11:07.0,L. Stephenson misses 3-pt jump shot from 26 ft,,93,82
4,11:05.0,Offensive rebound by I. Zubac,,93,82
4,11:02.0,I. Zubac makes 2-pt layup from 3 ft,,95,82
4,10:42.0,,Turnover by S. Livingston (bad pass; steal by K. Caldwell-Pope),95,82
4,10:31.0,B. Ingram misses 2-pt layup from 2 ft,,95,82
4,10:29.0,,Defensive rebound by J. Jerebko,95,82
4,10:22.0,,S. Livingston misses 2-pt hook shot from 4 ft,95,82
4,10:21.0,,Offensive rebound by S. Livingston,95,82
4,10:21.0,,S. Livingston misses 2-pt layup from 2 ft,95,82
4,10:20.0,,Offensive rebound by S. Livingston,95,82
4,10:19.0,,Shooting foul by I. Zubac (drawn by S. Livingston),95,82
4,10:19.0,,S. Livingston misses free throw 1 of 2,95,82
4,10:19.0,,Offensive rebound by Team,95,82
4,10:19.0,J. Hart enters the game for L. Stephenson,,95,82
4,10:19.0,,K. Thompson enters the game for J. Jerebko,95,82
4,10:19.0,,S. Livingston makes free throw 2 of 2,95,83
4,9:58.0,R. Rondo makes 3-pt jump shot from 28 ft (assist by I. Zubac),,98,83
4,9:44.0,,D. Green misses 2-pt layup from 3 ft (block by I. Zubac),98,83
4,9:43.0,,Offensive rebound by Team,98,83
4,9:40.0,Violation by Team (jump ball),,98,83
4,9:33.0,,Turnover by K. Thompson (bad pass),98,83
4,9:21.0,Shooting foul by D. Green (drawn by R. Rondo),,98,83
4,9:21.0,,K. Durant enters the game for D. Green,98,83
4,9:21.0,,K. Looney enters the game for A. Iguodala,98,83
4,9:21.0,R. Rondo makes free throw 1 of 2,,99,83
4,9:21.0,R. Rondo makes free throw 2 of 2,,100,83
4,9:10.0,,S. Livingston makes 2-pt dunk from 2 ft (assist by S. Curry),100,85
4,8:58.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,100,85
4,8:56.0,,Defensive rebound by K. Thompson,100,85
4,8:45.0,,K. Durant misses 3-pt jump shot from 26 ft,100,85
4,8:43.0,Defensive rebound by K. Caldwell-Pope,,100,85
4,8:21.0,R. Rondo misses 3-pt jump shot from 24 ft,,100,85
4,8:19.0,,Defensive rebound by K. Durant,100,85
4,8:10.0,,K. Durant misses 2-pt layup from 2 ft,100,85
4,8:09.0,Defensive rebound by R. Rondo,,100,85
4,8:04.0,I. Zubac makes 2-pt dunk from 3 ft (assist by K. Caldwell-Pope),,102,85
4,8:03.0,,Golden State full timeout,102,85
4,7:51.0,,K. Durant misses 3-pt jump shot from 26 ft,102,85
4,7:49.0,Defensive rebound by R. Rondo,,102,85
4,7:35.0,Shooting foul by S. Livingston (drawn by B. Ingram),,102,85
4,7:35.0,B. Ingram misses free throw 1 of 2,,102,85
4,7:35.0,Offensive rebound by Team,,102,85
4,7:35.0,,A. McKinnie enters the game for S. Livingston,102,85
4,7:35.0,B. Ingram makes free throw 2 of 2,,103,85
4,7:24.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by A. McKinnie),103,87
4,7:03.0,I. Zubac makes 2-pt dunk from 1 ft (assist by R. Rondo),,105,87
4,6:56.0,,Personal foul by R. Rondo (drawn by K. Durant),105,87
4,6:42.0,,Shooting foul by R. Rondo (drawn by K. Durant),105,87
4,6:42.0,Violation by Team (delay of game),,105,87
4,6:42.0,,K. Durant makes free throw 1 of 2,105,88
4,6:42.0,K. Kuzma enters the game for B. Ingram,,105,88
4,6:42.0,,K. Durant makes free throw 2 of 2,105,89
4,6:15.0,R. Rondo misses 2-pt jump shot from 4 ft,,105,89
4,6:14.0,Offensive rebound by I. Zubac,,105,89
4,6:11.0,I. Zubac makes 2-pt layup from 1 ft,,107,89
4,6:06.0,,Shooting foul by I. Zubac (drawn by A. McKinnie),107,89
4,6:06.0,,A. McKinnie makes free throw 1 of 2,107,90
4,6:06.0,,A. McKinnie misses free throw 2 of 2,107,90
4,6:04.0,Defensive rebound by K. Kuzma,,107,90
4,5:51.0,Personal foul by S. Curry (drawn by R. Rondo),,107,90
4,5:51.0,,D. Green enters the game for A. McKinnie,107,90
4,5:45.0,R. Rondo makes 2-pt layup from 2 ft,,109,90
4,5:36.0,,Offensive foul by D. Green (drawn by R. Rondo),109,90
4,5:36.0,,Turnover by D. Green (offensive foul),109,90
4,5:36.0,,A. Iguodala enters the game for D. Green,109,90
4,5:16.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Rondo),,112,90
4,5:03.0,,Shooting foul by K. Kuzma (drawn by K. Durant),112,90
