QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
1,3:05.0,A. Rivers makes free throw 2 of 2,,28,13
1,2:48.0,,K. Looney makes 2-pt layup from 2 ft (assist by K. Durant),28,15
1,2:35.0,G. Green makes 3-pt jump shot from 28 ft (assist by E. Gordon),,31,15
1,2:17.0,,K. Durant misses 2-pt jump shot from 11 ft,31,15
1,2:16.0,Defensive rebound by G. Green,,31,15
1,2:03.0,E. Gordon misses 2-pt jump shot from 8 ft (block by A. Iguodala),,31,15
1,2:02.0,,Defensive rebound by J. Jerebko,31,15
1,1:52.0,,K. Durant makes 2-pt layup from 2 ft,31,17
1,1:34.0,A. Rivers misses 3-pt jump shot from 25 ft,,31,17
1,1:32.0,,Defensive rebound by J. Jerebko,31,17
1,1:12.0,,A. Iguodala misses 3-pt jump shot from 23 ft,31,17
1,1:10.0,Defensive rebound by A. Rivers,,31,17
1,1:04.0,Turnover by A. Rivers (out of bounds lost ball),,31,17
1,0:40.0,,Q. Cook misses 2-pt jump shot from 12 ft,31,17
1,0:38.0,Defensive rebound by P. Tucker,,31,17
1,0:37.0,Shooting foul by A. Iguodala (drawn by E. Gordon),,31,17
1,0:37.0,E. Gordon makes free throw 1 of 2,,32,17
1,0:37.0,E. Gordon makes free throw 2 of 2,,33,17
1,0:31.0,,K. Durant makes 3-pt jump shot from 27 ft,33,20
1,0:06.0,E. Gordon makes 2-pt hook shot from 15 ft,,35,20
1,0:01.0,,Q. Cook misses 2-pt jump shot from 13 ft,35,20
1,0:01.0,,Offensive rebound by Team,35,20
2,11:42.0,,D. Cousins misses 2-pt hook shot from 6 ft,35,20
2,11:41.0,Defensive rebound by K. Faried,,35,20
2,11:32.0,Turnover by G. Green (lost ball; steal by A. Iguodala),,35,20
2,11:31.0,,Personal foul by G. Green (drawn by A. Iguodala),35,20
2,11:18.0,,Turnover by D. Cousins (lost ball; steal by N. Hilário),35,20
2,11:18.0,Personal foul by D. Cousins (drawn by N. Hilário),,35,20
2,11:11.0,Turnover by N. Hilário (bad pass; steal by D. Cousins),,35,20
2,11:00.0,,Shooting foul by N. Hilário (drawn by D. Cousins),35,20
2,11:00.0,,D. Cousins makes free throw 1 of 2,35,21
2,11:00.0,C. Paul enters the game for G. Green,,35,21
2,11:00.0,,D. Cousins makes free throw 2 of 2,35,22
2,10:44.0,A. Rivers misses 3-pt jump shot from 26 ft,,35,22
2,10:42.0,,Defensive rebound by D. Green,35,22
2,10:32.0,,Turnover by D. Cousins (lost ball; steal by A. Rivers),35,22
2,10:24.0,E. Gordon misses 3-pt jump shot from 25 ft,,35,22
2,10:21.0,,Defensive rebound by A. Iguodala,35,22
2,10:08.0,,D. Cousins misses 2-pt jump shot from 10 ft (block by A. Rivers),35,22
2,10:08.0,,Offensive rebound by Team,35,22
2,10:08.0,C. Capela enters the game for N. Hilário,,35,22
2,10:06.0,,Shooting foul by C. Capela (drawn by D. Cousins),35,22
2,10:06.0,,D. Cousins makes free throw 1 of 2,35,23
2,10:06.0,,D. Cousins makes free throw 2 of 2,35,24
2,9:45.0,K. Faried makes 2-pt jump shot from 17 ft (assist by C. Paul),,37,24
2,9:33.0,,K. Thompson misses 2-pt jump shot from 13 ft,37,24
2,9:27.0,Defensive rebound by C. Capela,,37,24
2,9:19.0,K. Faried makes 3-pt jump shot from 26 ft (assist by C. Paul),,40,24
2,9:03.0,,K. Thompson misses 3-pt jump shot from 27 ft,40,24
2,8:59.0,,Offensive rebound by S. Livingston,40,24
2,8:49.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Thompson),40,26
2,8:49.0,,Shooting foul by K. Faried (drawn by A. Iguodala),40,26
2,8:49.0,,A. Iguodala misses free throw 1 of 1,40,26
2,8:46.0,,Offensive rebound by D. Cousins,40,26
2,8:40.0,,D. Cousins misses 2-pt layup from 2 ft,40,26
2,8:39.0,,Offensive rebound by K. Thompson,40,26
2,8:39.0,,K. Thompson misses 2-pt layup from 1 ft,40,26
2,8:37.0,,Offensive rebound by D. Cousins,40,26
2,8:37.0,,D. Cousins makes 2-pt layup from 1 ft,40,28
2,8:20.0,K. Faried makes 2-pt layup from 3 ft,,42,28
2,8:10.0,,D. Cousins misses 3-pt jump shot from 26 ft,42,28
2,8:08.0,Defensive rebound by C. Capela,,42,28
2,7:58.0,A. Rivers misses 3-pt jump shot from 26 ft,,42,28
2,7:56.0,,Defensive rebound by D. Cousins,42,28
2,7:42.0,,D. Green misses 2-pt jump shot from 12 ft,42,28
2,7:42.0,Defensive rebound by K. Faried,,42,28
2,7:36.0,E. Gordon misses 3-pt jump shot from 29 ft,,42,28
2,7:33.0,Offensive rebound by K. Faried,,42,28
2,7:28.0,C. Paul makes 3-pt jump shot from 25 ft (assist by K. Faried),,45,28
2,7:27.0,,Golden State full timeout,45,28
2,7:27.0,G. Green enters the game for E. Gordon,,45,28
2,7:27.0,,S. Curry enters the game for A. Iguodala,45,28
2,7:16.0,,Turnover by D. Green (lost ball; steal by C. Paul),45,28
2,7:06.0,A. Rivers makes 2-pt layup from 1 ft (assist by C. Paul),,47,28
2,6:55.0,,S. Livingston misses 2-pt layup from 3 ft (block by G. Green),47,28
2,6:51.0,Defensive rebound by C. Paul,,47,28
2,6:51.0,Shooting foul by D. Green (drawn by K. Faried),,47,28
2,6:51.0,K. Faried makes free throw 1 of 2,,48,28
2,6:51.0,,K. Durant enters the game for K. Thompson,48,28
2,6:51.0,K. Faried misses free throw 2 of 2,,48,28
2,6:49.0,,Defensive rebound by D. Cousins,48,28
2,6:43.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),48,30
2,6:43.0,,Shooting foul by C. Capela (drawn by D. Green),48,30
2,6:43.0,P. Tucker enters the game for K. Faried,,48,30
2,6:43.0,,D. Green misses free throw 1 of 1,48,30
2,6:42.0,Defensive rebound by G. Green,,48,30
2,6:30.0,C. Capela misses 2-pt jump shot from 8 ft (block by D. Cousins),,48,30
2,6:29.0,,Defensive rebound by S. Curry,48,30
2,6:21.0,,K. Durant misses 3-pt jump shot from 23 ft,48,30
2,6:19.0,Defensive rebound by Team,,48,30
2,6:19.0,N. Hilário enters the game for C. Capela,,48,30
2,6:01.0,N. Hilário misses 2-pt jump shot from 6 ft (block by D. Cousins),,48,30
2,6:00.0,Offensive rebound by Team,,48,30
2,6:00.0,,J. Bell enters the game for D. Cousins,48,30
2,5:39.0,N. Hilário makes 2-pt dunk from 2 ft (assist by C. Paul),,50,30
2,5:20.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),50,32
2,5:02.0,G. Green misses 3-pt jump shot from 26 ft,,50,32
2,5:00.0,Offensive rebound by N. Hilário,,50,32
2,4:57.0,P. Tucker misses 3-pt jump shot from 26 ft,,50,32
2,4:55.0,Offensive rebound by G. Green,,50,32
2,4:53.0,Turnover by G. Green (bad pass; steal by J. Bell),,50,32
2,4:48.0,,K. Durant misses 3-pt jump shot from 27 ft,50,32
2,4:46.0,Defensive rebound by C. Paul,,50,32
2,4:37.0,C. Paul misses 2-pt jump shot from 14 ft,,50,32
2,4:36.0,,Defensive rebound by S. Curry,50,32
2,4:22.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),50,35
2,4:20.0,Houston full timeout,,50,35
2,4:20.0,E. Gordon enters the game for C. Paul,,50,35
2,4:20.0,,A. Iguodala enters the game for D. Green,50,35
2,4:20.0,,K. Thompson enters the game for S. Livingston,50,35
2,4:07.0,Shooting foul by K. Durant (drawn by N. Hilário),,50,35
2,4:07.0,N. Hilário makes free throw 1 of 2,,51,35
2,4:07.0,N. Hilário makes free throw 2 of 2,,52,35
2,3:48.0,,K. Thompson makes 2-pt jump shot from 20 ft,52,37
2,3:28.0,E. Gordon misses 2-pt layup from 2 ft,,52,37
2,3:27.0,Offensive rebound by N. Hilário,,52,37
2,3:24.0,P. Tucker misses 3-pt jump shot from 23 ft,,52,37
2,3:22.0,,Defensive rebound by K. Thompson,52,37
2,3:16.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by K. Thompson),52,39
2,3:16.0,,Shooting foul by N. Hilário (drawn by K. Durant),52,39
2,3:16.0,,K. Durant makes free throw 1 of 1,52,40
2,3:07.0,Shooting foul by J. Bell (drawn by E. Gordon),,52,40
2,3:07.0,E. Gordon makes free throw 1 of 2,,53,40
2,3:07.0,K. Faried enters the game for G. Green,,53,40
2,3:07.0,C. Paul enters the game for N. Hilário,,53,40
2,3:07.0,E. Gordon makes free throw 2 of 2,,54,40
2,2:53.0,,K. Durant makes 2-pt jump shot from 20 ft,54,42
2,2:40.0,E. Gordon misses 2-pt jump shot from 8 ft,,54,42
2,2:38.0,Offensive rebound by K. Faried,,54,42
2,2:38.0,K. Faried misses 2-pt layup at rim,,54,42
2,2:37.0,,Defensive rebound by S. Curry,54,42
2,2:31.0,,S. Curry makes 2-pt layup from 3 ft,54,44
2,2:14.0,Turnover by A. Rivers (traveling),,54,44
2,2:05.0,,A. Iguodala misses 3-pt jump shot from 24 ft,54,44
2,2:03.0,Defensive rebound by P. Tucker,,54,44
2,1:46.0,K. Faried makes 2-pt hook shot from 7 ft (assist by C. Paul),,56,44
2,1:37.0,,Turnover by S. Curry (lost ball; steal by A. Rivers),56,44
2,1:25.0,K. Faried misses 2-pt layup from 4 ft (block by J. Bell),,56,44
2,1:24.0,Offensive rebound by Team,,56,44
2,1:24.0,,D. Green enters the game for J. Bell,56,44
2,1:14.0,C. Paul makes 3-pt jump shot from 32 ft,,59,44
2,1:02.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by S. Curry),59,46
2,1:02.0,,Shooting foul by P. Tucker (drawn by K. Durant),59,46
2,1:02.0,,K. Durant makes free throw 1 of 1,59,47
2,0:46.0,E. Gordon misses 3-pt jump shot from 28 ft,,59,47
2,0:44.0,,Defensive rebound by S. Curry,59,47
2,0:38.0,,S. Curry makes 2-pt layup from 3 ft,59,49
2,0:32.0,C. Paul misses 3-pt jump shot from 28 ft,,59,49
2,0:31.0,,Defensive rebound by D. Green,59,49
2,0:27.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),59,52
2,0:05.0,Personal foul by A. Iguodala (drawn by C. Paul),,59,52
2,0:05.0,C. Paul makes free throw 1 of 2,,60,52
2,0:05.0,C. Paul makes free throw 2 of 2,,61,52
2,0:00.0,,A. Iguodala makes 2-pt jump shot from 10 ft (assist by S. Curry),61,54
3,11:44.0,,K. Durant makes 2-pt jump shot from 13 ft,61,56
3,11:16.0,C. Paul makes 2-pt jump shot from 12 ft,,63,56
3,10:54.0,,K. Durant makes 3-pt jump shot from 26 ft,63,59
3,10:32.0,E. Gordon misses 3-pt jump shot from 25 ft,,63,59
3,10:30.0,,Defensive rebound by D. Cousins,63,59
3,10:19.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by K. Durant),63,62
3,10:04.0,Personal foul by S. Curry (drawn by C. Paul),,63,62
3,10:03.0,Turnover by C. Paul (lost ball; steal by S. Curry),,63,62
3,9:54.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Thompson),63,64
3,9:54.0,Violation by Team (def goaltending),,63,64
3,9:45.0,K. Faried misses 2-pt jump shot from 6 ft,,63,64
3,9:44.0,Offensive rebound by K. Faried,,63,64
3,9:42.0,K. Faried misses 2-pt layup from 3 ft (block by D. Cousins),,63,64
3,9:40.0,,Defensive rebound by D. Cousins,63,64
3,9:39.0,,Turnover by D. Cousins (bad pass; steal by P. Tucker),63,64
3,9:28.0,K. Faried misses 2-pt layup from 5 ft (block by D. Cousins),,63,64
3,9:27.0,Offensive rebound by C. Paul,,63,64
3,9:24.0,C. Paul makes 3-pt jump shot from 25 ft,,66,64
3,9:10.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by K. Durant),66,66
3,8:59.0,C. Paul misses 2-pt jump shot from 12 ft,,66,66
3,8:58.0,,Defensive rebound by K. Durant,66,66
3,8:47.0,,Turnover by S. Curry (lost ball; steal by P. Tucker),66,66
3,8:42.0,P. Tucker makes 3-pt jump shot from 27 ft (assist by E. Gordon),,69,66
3,8:25.0,,S. Curry misses 3-pt jump shot from 23 ft (block by E. Gordon),69,66
3,8:23.0,Defensive rebound by P. Tucker,,69,66
3,8:17.0,Shooting foul by D. Cousins (drawn by K. Faried),,69,66
3,8:17.0,,Violation by Team (delay of game),69,66
3,8:17.0,K. Faried makes free throw 1 of 2,,70,66
3,8:17.0,K. Faried misses free throw 2 of 2,,70,66
3,8:15.0,,Defensive rebound by D. Green,70,66
3,8:05.0,,D. Cousins misses 3-pt jump shot from 27 ft,70,66
3,8:03.0,Defensive rebound by K. Faried,,70,66
3,7:50.0,Turnover by C. Paul (lost ball; steal by D. Cousins),,70,66
3,7:46.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),70,69
3,7:30.0,E. Gordon misses 2-pt jump shot from 9 ft,,70,69
3,7:30.0,,Defensive rebound by Team,70,69
3,7:30.0,Loose ball foul by C. Capela (drawn by D. Cousins),,70,69
3,7:22.0,,D. Green misses 2-pt layup from 3 ft,70,69
3,7:21.0,,Offensive rebound by D. Cousins,70,69
3,7:21.0,,D. Cousins makes 2-pt layup at rim,70,71
3,7:08.0,P. Tucker misses 2-pt layup from 6 ft (block by K. Durant),,70,71
3,7:07.0,Offensive rebound by P. Tucker,,70,71
3,7:02.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,73,71
3,6:56.0,,Technical foul by D. Cousins,73,71
3,6:56.0,C. Paul makes technical free throw,,74,71
3,6:56.0,,Golden State full timeout,74,71
3,6:56.0,N. Hilário enters the game for C. Capela,,74,71
3,6:56.0,A. Rivers enters the game for E. Gordon,,74,71
3,6:45.0,,K. Thompson misses 2-pt jump shot from 18 ft,74,71
3,6:44.0,Defensive rebound by Team,,74,71
3,6:28.0,P. Tucker misses 3-pt jump shot from 27 ft,,74,71
3,6:26.0,,Defensive rebound by D. Cousins,74,71
3,6:14.0,,K. Thompson makes 2-pt layup from 2 ft,74,73
3,5:46.0,C. Paul misses 3-pt jump shot from 23 ft,,74,73
3,5:45.0,,Defensive rebound by Team,74,73
3,5:45.0,,A. Iguodala enters the game for D. Green,74,73
3,5:37.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Iguodala),74,76
3,5:15.0,K. Faried makes 3-pt jump shot from 23 ft (assist by C. Paul),,77,76
3,5:06.0,,K. Thompson misses 2-pt jump shot from 12 ft (block by P. Tucker),77,76
3,5:02.0,Defensive rebound by Team,,77,76
3,5:00.0,C. Paul misses 2-pt jump shot from 20 ft,,77,76
3,4:58.0,,Defensive rebound by S. Curry,77,76
3,4:52.0,,S. Curry misses 2-pt layup from 9 ft (block by P. Tucker),77,76
3,4:51.0,Defensive rebound by Team,,77,76
3,4:38.0,,Violation by Team (kicked ball),77,76
3,4:32.0,K. Faried misses 3-pt jump shot from 27 ft,,77,76
3,4:30.0,,Defensive rebound by D. Cousins,77,76
3,4:22.0,,K. Durant misses 2-pt jump shot from 19 ft,77,76
3,4:22.0,Defensive rebound by P. Tucker,,77,76
3,4:16.0,C. Paul misses 2-pt jump shot from 13 ft,,77,76
3,4:15.0,,Defensive rebound by S. Curry,77,76
3,4:05.0,,Personal foul by A. Rivers (drawn by S. Curry),77,76
3,4:05.0,E. Gordon enters the game for K. Faried,,77,76
3,4:05.0,G. Green enters the game for C. Paul,,77,76
3,4:05.0,,J. Bell enters the game for D. Cousins,77,76
3,3:56.0,,A. Iguodala misses 3-pt jump shot from 23 ft,77,76
3,3:54.0,Defensive rebound by E. Gordon,,77,76
3,3:48.0,E. Gordon makes 2-pt layup from 8 ft,,79,76
3,3:48.0,Shooting foul by J. Bell (drawn by E. Gordon),,79,76
3,3:48.0,,J. Jerebko enters the game for K. Thompson,79,76
3,3:48.0,E. Gordon makes free throw 1 of 1,,80,76
3,3:36.0,,Turnover by A. Iguodala (bad pass; steal by N. Hilário),80,76
3,3:33.0,Offensive foul by G. Green (drawn by S. Curry),,80,76
3,3:33.0,Turnover by G. Green (offensive foul),,80,76
3,3:09.0,,Turnover by Team (shot clock),80,76
3,2:55.0,N. Hilário makes 2-pt jump shot from 21 ft (assist by G. Green),,82,76
3,2:44.0,,S. Curry misses 3-pt jump shot from 26 ft,82,76
3,2:42.0,,Offensive rebound by J. Bell,82,76
3,2:36.0,,Turnover by J. Jerebko (bad pass; steal by G. Green),82,76
3,2:31.0,G. Green makes 3-pt jump shot from 27 ft,,85,76
3,2:16.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by A. Iguodala),85,79
3,1:59.0,E. Gordon misses 3-pt jump shot from 27 ft,,85,79
3,1:57.0,,Defensive rebound by J. Jerebko,85,79
3,1:37.0,,J. Bell makes 2-pt dunk at rim (assist by A. Iguodala),85,81
3,1:36.0,Houston full timeout,,85,81
3,1:36.0,C. Capela enters the game for N. Hilário,,85,81
3,1:36.0,,Q. Cook enters the game for S. Curry,85,81
3,1:28.0,A. Rivers makes 2-pt layup from 11 ft,,87,81
3,1:10.0,,K. Durant makes 2-pt jump shot from 10 ft,87,83
3,0:52.0,C. Capela makes 2-pt dunk from 1 ft (assist by A. Rivers),,89,83
3,0:37.0,,J. Jerebko misses 3-pt jump shot from 27 ft,89,83
3,0:35.0,Defensive rebound by C. Capela,,89,83
3,0:30.0,Personal foul by A. Iguodala (drawn by A. Rivers),,89,83
3,0:29.0,E. Gordon misses 3-pt jump shot from 29 ft,,89,83
3,0:26.0,,Defensive rebound by Team,89,83
3,0:26.0,Loose ball foul by C. Capela (drawn by J. Bell),,89,83
3,0:26.0,K. Faried enters the game for C. Capela,,89,83
3,0:26.0,,K. Thompson enters the game for J. Bell,89,83
3,0:04.0,,A. Iguodala makes 3-pt jump shot from 23 ft,89,86
3,0:00.0,P. Tucker makes 3-pt jump shot from 28 ft (assist by E. Gordon),,92,86
4,11:48.0,E. Gordon makes 3-pt jump shot from 29 ft,,95,86
4,11:29.0,,Offensive foul by D. Green (drawn by A. Rivers),95,86
4,11:29.0,,Turnover by D. Green (offensive foul),95,86
4,11:18.0,K. Faried misses 3-pt jump shot from 23 ft,,95,86
4,11:16.0,,Defensive rebound by K. Thompson,95,86
4,11:10.0,,Turnover by D. Cousins (out of bounds lost ball),95,86
4,10:48.0,N. Hilário makes 2-pt jump shot from 15 ft (assist by A. Rivers),,97,86
4,10:30.0,,D. Cousins misses 2-pt layup from 3 ft,97,86
4,10:29.0,,Offensive rebound by D. Cousins,97,86
4,10:29.0,,D. Cousins makes 2-pt layup at rim,97,88
4,10:29.0,Violation by Team (def goaltending),,97,88
4,10:16.0,Turnover by E. Gordon (lost ball; steal by D. Cousins),,97,88
4,10:11.0,,K. Thompson misses 3-pt jump shot from 23 ft,97,88
4,10:09.0,Defensive rebound by N. Hilário,,97,88
4,9:58.0,G. Green misses 3-pt jump shot from 24 ft,,97,88
4,9:56.0,Offensive rebound by K. Faried,,97,88
4,9:54.0,K. Faried makes 2-pt hook shot from 8 ft,,99,88
4,9:41.0,,D. Green makes 2-pt jump shot from 8 ft (assist by K. Thompson),99,90
4,9:41.0,,Shooting foul by G. Green (drawn by D. Green),99,90
4,9:41.0,C. Capela enters the game for E. Gordon,,99,90
4,9:41.0,C. Paul enters the game for N. Hilário,,99,90
4,9:41.0,,D. Green misses free throw 1 of 1,99,90
4,9:39.0,Defensive rebound by G. Green,,99,90
4,9:25.0,A. Rivers misses 3-pt jump shot from 27 ft,,99,90
4,9:23.0,,Defensive rebound by D. Cousins,99,90
4,9:14.0,,S. Livingston makes 2-pt layup from 2 ft (assist by D. Cousins),99,92
4,8:57.0,K. Faried misses 2-pt layup from 6 ft,,99,92
4,8:56.0,,Defensive rebound by Team,99,92
4,8:56.0,,Golden State full timeout,99,92
4,8:56.0,,J. Bell enters the game for D. Green,99,92
4,8:56.0,,S. Curry enters the game for A. Iguodala,99,92
4,8:45.0,,K. Thompson misses 2-pt layup from 2 ft,99,92
4,8:44.0,Defensive rebound by C. Capela,,99,92
4,8:32.0,G. Green makes 2-pt jump shot from 17 ft (assist by C. Paul),,101,92
4,8:18.0,,J. Bell makes 2-pt jump shot from 15 ft (assist by D. Cousins),101,94
4,7:54.0,C. Paul makes 3-pt jump shot from 30 ft,,104,94
4,7:45.0,,S. Curry misses 3-pt jump shot from 28 ft,104,94
4,7:43.0,Defensive rebound by C. Capela,,104,94
4,7:28.0,K. Faried makes 2-pt hook shot from 7 ft,,106,94
4,7:13.0,,Turnover by S. Livingston (bad pass),106,94
4,7:13.0,,K. Durant enters the game for K. Thompson,106,94
4,7:04.0,G. Green misses 2-pt jump shot from 16 ft,,106,94
4,7:03.0,,Defensive rebound by J. Bell,106,94
4,6:56.0,,J. Bell makes 2-pt layup from 1 ft (assist by S. Curry),106,96
4,6:36.0,C. Capela makes 2-pt jump shot from 8 ft (assist by C. Paul),,108,96
4,6:29.0,,Personal foul by G. Green (drawn by S. Livingston),108,96
4,6:22.0,,S. Livingston misses 2-pt jump shot from 16 ft,108,96
4,6:21.0,Defensive rebound by C. Capela,,108,96
4,6:03.0,Turnover by C. Paul (bad pass; steal by J. Bell),,108,96
4,6:02.0,,Personal foul by A. Rivers (drawn by D. Cousins),108,96
