QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
2,10:10.0,Violation by Team (kicked ball),,37,29
2,10:10.0,,D. Sabonis misses 2-pt jump shot from 4 ft,37,29
2,9:55.0,Defensive rebound by M. Morris,,37,29
2,9:46.0,P. George makes 2-pt dunk from 1 ft (assist by D. Schröder),,39,29
2,9:27.0,,Turnover by W. Matthews (bad pass; steal by A. Nader),39,29
2,9:22.0,D. Schröder misses 3-pt jump shot from 25 ft,,39,29
2,9:18.0,,Defensive rebound by W. Matthews,39,29
2,9:14.0,,W. Matthews misses 3-pt jump shot from 28 ft,39,29
2,9:13.0,Defensive rebound by Team,,39,29
2,9:13.0,Oklahoma City full timeout,,39,29
2,9:13.0,,T. Young enters the game for T. Leaf,39,29
2,9:00.0,A. Nader makes 3-pt jump shot from 23 ft (assist by P. George),,42,29
2,8:35.0,,Shooting foul by N. Noel (drawn by D. Sabonis),42,29
2,8:35.0,R. Westbrook enters the game for P. George,,42,29
2,8:35.0,,D. Collison enters the game for W. Matthews,42,29
2,8:35.0,,D. Sabonis makes free throw 1 of 2,42,30
2,8:35.0,,B. Bogdanović enters the game for D. McDermott,42,30
2,8:35.0,,D. Sabonis misses free throw 2 of 2,42,30
2,8:33.0,,Offensive rebound by Team,42,30
2,8:20.0,,T. Young misses 3-pt jump shot from 26 ft,42,30
2,8:17.0,Defensive rebound by N. Noel,,42,30
2,8:00.0,Turnover by N. Noel (lost ball; steal by T. Young),,42,30
2,7:46.0,,C. Joseph misses 3-pt jump shot from 25 ft,42,30
2,7:43.0,Defensive rebound by R. Westbrook,,42,30
2,7:38.0,D. Schröder misses 2-pt jump shot from 15 ft,,42,30
2,7:34.0,,Defensive rebound by D. Sabonis,42,30
2,7:30.0,,D. Collison misses 2-pt layup from 5 ft (block by R. Westbrook),42,30
2,7:26.0,Defensive rebound by M. Morris,,42,30
2,7:19.0,N. Noel misses 2-pt dunk from 2 ft,,42,30
2,7:17.0,Offensive rebound by R. Westbrook,,42,30
2,7:15.0,A. Nader makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,45,30
2,7:12.0,,Indiana full timeout,45,30
2,7:12.0,S. Adams enters the game for M. Morris,,45,30
2,7:12.0,J. Grant enters the game for N. Noel,,45,30
2,6:59.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),45,32
2,6:41.0,D. Schröder misses 2-pt layup from 3 ft,,45,32
2,6:39.0,,Defensive rebound by D. Sabonis,45,32
2,6:23.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by B. Bogdanović),45,34
2,6:11.0,A. Nader misses 3-pt jump shot from 26 ft,,45,34
2,6:08.0,,Defensive rebound by T. Young,45,34
2,5:56.0,,D. Collison misses 2-pt layup from 2 ft,45,34
2,5:54.0,,Offensive rebound by D. Collison,45,34
2,5:54.0,,D. Collison makes 2-pt layup from 1 ft,45,36
2,5:34.0,Turnover by S. Adams (lost ball; steal by D. Collison),,45,36
2,5:26.0,,Personal foul by D. Schröder (drawn by D. Collison),45,36
2,5:26.0,T. Ferguson enters the game for A. Nader,,45,36
2,5:26.0,P. George enters the game for D. Schröder,,45,36
2,5:26.0,,W. Matthews enters the game for C. Joseph,45,36
2,5:21.0,,D. Sabonis misses 2-pt jump shot from 17 ft,45,36
2,5:18.0,Defensive rebound by R. Westbrook,,45,36
2,5:15.0,Personal foul by D. Sabonis (drawn by S. Adams),,45,36
2,5:15.0,,M. Turner enters the game for D. Sabonis,45,36
2,5:11.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. George),,48,36
2,4:46.0,,D. Collison misses 2-pt jump shot from 7 ft,48,36
2,4:44.0,Defensive rebound by S. Adams,,48,36
2,4:37.0,S. Adams misses 2-pt hook shot from 6 ft,,48,36
2,4:34.0,Offensive rebound by S. Adams,,48,36
2,4:34.0,Offensive foul by S. Adams (drawn by M. Turner),,48,36
2,4:34.0,Turnover by S. Adams (offensive foul),,48,36
2,4:24.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,48,36
2,4:21.0,,Offensive rebound by M. Turner,48,36
2,4:21.0,,M. Turner makes 2-pt layup from 1 ft,48,38
2,4:15.0,P. George makes 3-pt jump shot from 26 ft,,51,38
2,3:55.0,,Personal foul by T. Ferguson (drawn by W. Matthews),51,38
2,3:55.0,D. Schröder enters the game for T. Ferguson,,51,38
2,3:50.0,,M. Turner misses 3-pt jump shot from 28 ft,51,38
2,3:47.0,Defensive rebound by D. Schröder,,51,38
2,3:44.0,Personal foul by D. Collison (drawn by R. Westbrook),,51,38
2,3:33.0,Offensive foul by P. George (drawn by W. Matthews),,51,38
2,3:33.0,Turnover by P. George (offensive foul),,51,38
2,3:25.0,,W. Matthews makes 2-pt layup from 3 ft (assist by D. Collison),51,40
2,3:14.0,S. Adams makes 2-pt dunk from 2 ft (assist by P. George),,53,40
2,2:58.0,,Shooting foul by S. Adams (drawn by M. Turner),53,40
2,2:58.0,Technical foul by S. Adams,,53,40
2,2:58.0,,B. Bogdanović makes technical free throw,53,41
2,2:58.0,Oklahoma City full timeout,,53,41
2,2:58.0,,M. Turner makes free throw 1 of 2,53,42
2,2:58.0,,M. Turner makes free throw 2 of 2,53,43
2,2:42.0,P. George makes 2-pt jump shot from 11 ft,,55,43
2,2:26.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),55,45
2,2:11.0,S. Adams misses 2-pt dunk from 1 ft,,55,45
2,2:09.0,,Defensive rebound by W. Matthews,55,45
2,1:57.0,,Turnover by M. Turner (bad pass; steal by R. Westbrook),55,45
2,1:52.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,57,45
2,1:37.0,,Personal foul by P. George (drawn by B. Bogdanović),57,45
2,1:37.0,,B. Bogdanović misses free throw 1 of 2,57,45
2,1:37.0,,Offensive rebound by Team,57,45
2,1:37.0,,B. Bogdanović misses free throw 2 of 2,57,45
2,1:36.0,Defensive rebound by R. Westbrook,,57,45
2,1:26.0,S. Adams makes 2-pt dunk from 3 ft (assist by R. Westbrook),,59,45
2,1:06.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by M. Turner),59,48
2,0:54.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,48
2,0:52.0,,Turnover by W. Matthews (bad pass),61,48
2,0:44.0,P. George misses 3-pt jump shot from 28 ft,,61,48
2,0:41.0,,Defensive rebound by D. Collison,61,48
2,0:35.0,,M. Turner misses 3-pt jump shot from 27 ft,61,48
2,0:32.0,Defensive rebound by P. George,,61,48
2,0:27.0,P. George misses 2-pt layup from 8 ft,,61,48
2,0:26.0,Offensive rebound by S. Adams,,61,48
2,0:26.0,S. Adams makes 2-pt dunk at rim,,63,48
2,0:07.0,,B. Bogdanović makes 2-pt dunk from 1 ft,63,50
2,0:03.0,P. George misses 3-pt jump shot from 32 ft,,63,50
2,0:03.0,,Defensive rebound by M. Turner,63,50
3,11:39.0,,B. Bogdanović misses 2-pt jump shot from 9 ft (block by R. Westbrook),63,50
3,11:36.0,Defensive rebound by P. George,,63,50
3,11:33.0,S. Adams misses 2-pt layup from 3 ft (block by M. Turner),,63,50
3,11:33.0,,Defensive rebound by W. Matthews,63,50
3,11:33.0,Technical foul by N. McMillan,,63,50
3,11:33.0,P. George misses technical free throw,,63,50
3,11:33.0,,Defensive rebound by Team,63,50
3,11:23.0,,W. Matthews misses 2-pt jump shot from 6 ft,63,50
3,11:20.0,,Offensive rebound by W. Matthews,63,50
3,11:09.0,,W. Matthews misses 2-pt layup from 1 ft,63,50
3,11:07.0,Defensive rebound by S. Adams,,63,50
3,10:59.0,P. George misses 2-pt layup from 1 ft,,63,50
3,10:57.0,,Defensive rebound by M. Turner,63,50
3,10:52.0,,Turnover by D. Collison (bad pass),63,50
3,10:34.0,P. George misses 2-pt jump shot from 12 ft,,63,50
3,10:31.0,,Defensive rebound by D. Collison,63,50
3,10:24.0,,Turnover by D. Collison (lost ball; steal by R. Westbrook),63,50
3,10:21.0,P. George makes 2-pt layup from 2 ft (assist by J. Grant),,65,50
3,10:19.0,,Indiana full timeout,65,50
3,9:56.0,,W. Matthews misses 2-pt layup from 1 ft,65,50
3,9:52.0,Defensive rebound by P. George,,65,50
3,9:45.0,Turnover by R. Westbrook (out of bounds lost ball),,65,50
3,9:26.0,,D. Collison makes 2-pt layup at rim (assist by T. Young),65,52
3,9:10.0,R. Westbrook makes 2-pt layup from 1 ft,,67,52
3,8:55.0,,Turnover by T. Young (bad pass; steal by T. Ferguson),67,52
3,8:51.0,R. Westbrook misses 2-pt layup at rim,,67,52
3,8:48.0,,Defensive rebound by D. Collison,67,52
3,8:46.0,,Personal foul by P. George (drawn by W. Matthews),67,52
3,8:42.0,,Personal foul by R. Westbrook (drawn by D. Collison),67,52
3,8:31.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,67,52
3,8:28.0,Defensive rebound by R. Westbrook,,67,52
3,8:23.0,R. Westbrook makes 3-pt jump shot from 29 ft,,70,52
3,8:13.0,,T. Young makes 2-pt layup from 2 ft,70,54
3,7:54.0,J. Grant misses 2-pt jump shot from 11 ft,,70,54
3,7:51.0,,Defensive rebound by M. Turner,70,54
3,7:39.0,,W. Matthews misses 3-pt jump shot from 27 ft,70,54
3,7:35.0,Defensive rebound by R. Westbrook,,70,54
3,7:32.0,Turnover by R. Westbrook (bad pass; steal by W. Matthews),,70,54
3,7:27.0,,Turnover by T. Young (bad pass; steal by J. Grant),70,54
3,7:27.0,Personal take foul by B. Bogdanović (drawn by J. Grant),,70,54
3,7:18.0,P. George makes 2-pt dunk at rim (assist by R. Westbrook),,72,54
3,7:18.0,Shooting foul by W. Matthews (drawn by P. George),,72,54
3,7:18.0,P. George makes free throw 1 of 1,,73,54
3,7:04.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),73,56
3,7:04.0,,Shooting foul by R. Westbrook (drawn by T. Young),73,56
3,7:04.0,,T. Young makes free throw 1 of 1,73,57
3,6:55.0,Offensive foul by J. Grant (drawn by T. Young),,73,57
3,6:55.0,Turnover by J. Grant (offensive foul),,73,57
3,6:38.0,,Turnover by D. Collison (out of bounds lost ball),73,57
3,6:38.0,Oklahoma City full timeout,,73,57
3,6:38.0,,D. Sabonis enters the game for T. Young,73,57
3,6:26.0,P. George misses 2-pt jump shot from 17 ft,,73,57
3,6:23.0,,Defensive rebound by B. Bogdanović,73,57
3,6:16.0,,Personal foul by J. Grant (drawn by D. Sabonis),73,57
3,6:06.0,,B. Bogdanović misses 2-pt jump shot from 8 ft (block by J. Grant),73,57
3,6:03.0,Defensive rebound by S. Adams,,73,57
3,5:54.0,Turnover by S. Adams (lost ball; steal by D. Collison),,73,57
3,5:50.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),73,59
3,5:36.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,75,59
3,5:21.0,,Shooting foul by J. Grant (drawn by B. Bogdanović),75,59
3,5:21.0,,B. Bogdanović makes free throw 1 of 2,75,60
3,5:21.0,D. Schröder enters the game for P. George,,75,60
3,5:21.0,,C. Joseph enters the game for W. Matthews,75,60
3,5:21.0,,B. Bogdanović makes free throw 2 of 2,75,61
3,5:05.0,T. Ferguson makes 3-pt jump shot from 28 ft (assist by D. Schröder),,78,61
3,4:47.0,,D. Sabonis makes 2-pt layup at rim (assist by D. Collison),78,63
3,4:47.0,Violation by Team (def goaltending),,78,63
3,4:35.0,Shooting foul by D. Sabonis (drawn by R. Westbrook),,78,63
3,4:35.0,R. Westbrook makes free throw 1 of 2,,79,63
3,4:35.0,R. Westbrook makes free throw 2 of 2,,80,63
3,4:35.0,M. Morris enters the game for J. Grant,,80,63
3,4:12.0,,Shooting foul by T. Ferguson (drawn by B. Bogdanović),80,63
3,4:12.0,,B. Bogdanović makes free throw 1 of 2,80,64
3,4:12.0,,B. Bogdanović makes free throw 2 of 2,80,65
3,4:02.0,M. Morris misses 3-pt jump shot from 24 ft,,80,65
3,3:59.0,,Defensive rebound by M. Turner,80,65
3,3:52.0,,D. Collison misses 3-pt jump shot from 23 ft,80,65
3,3:49.0,Defensive rebound by D. Schröder,,80,65
3,3:38.0,T. Ferguson misses 2-pt jump shot from 15 ft,,80,65
3,3:34.0,,Defensive rebound by C. Joseph,80,65
3,3:25.0,,Personal foul by D. Schröder (drawn by B. Bogdanović),80,65
3,3:25.0,,B. Bogdanović misses free throw 1 of 2,80,65
3,3:25.0,,Offensive rebound by Team,80,65
3,3:25.0,N. Noel enters the game for S. Adams,,80,65
3,3:25.0,,B. Bogdanović makes free throw 2 of 2,80,66
3,3:09.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,83,66
3,3:00.0,,D. Collison makes 2-pt layup from 1 ft,83,68
3,2:47.0,R. Westbrook misses 2-pt jump shot from 16 ft,,83,68
3,2:45.0,Offensive rebound by N. Noel,,83,68
3,2:38.0,Turnover by N. Noel (bad pass; steal by C. Joseph),,83,68
3,2:34.0,,M. Turner makes 2-pt layup at rim (assist by B. Bogdanović),83,70
3,2:27.0,R. Westbrook makes 2-pt layup from 1 ft (assist by N. Noel),,85,70
3,2:17.0,,Personal foul by T. Ferguson (drawn by D. Collison),85,70
3,2:17.0,P. George enters the game for T. Ferguson,,85,70
3,2:17.0,A. Nader enters the game for R. Westbrook,,85,70
3,2:17.0,,W. Matthews enters the game for B. Bogdanović,85,70
3,2:17.0,,T. Young enters the game for M. Turner,85,70
3,2:17.0,,D. Collison makes free throw 1 of 2,85,71
3,2:17.0,,D. Collison makes free throw 2 of 2,85,72
3,2:04.0,Turnover by P. George (lost ball; steal by W. Matthews),,85,72
3,1:55.0,,T. Young misses 3-pt jump shot from 24 ft,85,72
3,1:52.0,,Offensive rebound by Team,85,72
3,1:52.0,Loose ball foul by A. Nader (drawn by D. Sabonis),,85,72
3,1:52.0,,D. Sabonis makes free throw 1 of 2,85,73
3,1:52.0,,D. McDermott enters the game for D. Collison,85,73
3,1:52.0,,D. Sabonis makes free throw 2 of 2,85,74
3,1:40.0,D. Schröder misses 2-pt jump shot from 16 ft,,85,74
3,1:37.0,,Defensive rebound by D. McDermott,85,74
3,1:23.0,,D. Sabonis makes 2-pt layup from 2 ft,85,76
3,1:16.0,Personal foul by C. Joseph (drawn by D. Schröder),,85,76
3,1:10.0,Personal foul by T. Young (drawn by P. George),,85,76
3,1:10.0,P. George makes free throw 1 of 2,,86,76
3,1:10.0,P. George misses free throw 2 of 2,,86,76
3,1:09.0,,Defensive rebound by D. Sabonis,86,76
3,0:57.0,,Personal foul by M. Morris (drawn by D. Sabonis),86,76
3,0:57.0,,D. Sabonis makes free throw 1 of 2,86,77
3,0:57.0,,D. Sabonis makes free throw 2 of 2,86,78
3,0:33.0,D. Schröder misses 2-pt jump shot from 12 ft,,86,78
3,0:33.0,Offensive rebound by Team,,86,78
3,0:33.0,Turnover by Team (shot clock),,86,78
3,0:20.0,,C. Joseph misses 3-pt jump shot from 26 ft,86,78
3,0:16.0,Defensive rebound by P. George,,86,78
3,0:01.0,Shooting foul by D. McDermott (drawn by P. George),,86,78
3,0:01.0,P. George makes free throw 1 of 2,,87,78
3,0:01.0,P. George makes free throw 2 of 2,,88,78
3,0:00.0,,C. Joseph makes 3-pt jump shot from 46 ft (assist by D. Sabonis),88,81
4,11:44.0,P. George misses 2-pt layup from 3 ft (block by D. Sabonis),,88,81
4,11:44.0,Offensive rebound by Team,,88,81
4,11:38.0,P. George misses 2-pt jump shot from 13 ft,,88,81
4,11:35.0,,Defensive rebound by D. Sabonis,88,81
4,11:22.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. McDermott),88,83
4,11:04.0,D. Schröder misses 2-pt layup from 1 ft,,88,83
4,11:02.0,,Defensive rebound by T. Young,88,83
4,10:56.0,,W. Matthews misses 3-pt jump shot from 26 ft,88,83
4,10:53.0,Defensive rebound by P. George,,88,83
4,10:40.0,A. Nader misses 3-pt jump shot from 27 ft,,88,83
4,10:34.0,,Defensive rebound by W. Matthews,88,83
4,10:22.0,,D. McDermott misses 2-pt jump shot from 18 ft,88,83
4,10:18.0,,Offensive rebound by T. Young,88,83
4,10:18.0,,T. Young misses 2-pt layup at rim,88,83
4,10:17.0,Defensive rebound by P. George,,88,83
4,10:12.0,Personal foul by C. Joseph (drawn by P. George),,88,83
4,10:12.0,R. Westbrook enters the game for D. Schröder,,88,83
4,10:01.0,R. Westbrook misses 3-pt jump shot from 29 ft,,88,83
4,9:58.0,,Defensive rebound by D. McDermott,88,83
4,9:51.0,,Turnover by W. Matthews (traveling),88,83
4,9:31.0,M. Morris misses 2-pt jump shot from 19 ft,,88,83
4,9:27.0,,Defensive rebound by W. Matthews,88,83
4,9:12.0,,Personal foul by M. Morris (drawn by D. Sabonis),88,83
4,8:57.0,,Turnover by C. Joseph (bad pass; steal by R. Westbrook),88,83
4,8:51.0,Shooting foul by D. Sabonis (drawn by A. Nader),,88,83
4,8:51.0,A. Nader makes free throw 1 of 2,,89,83
4,8:51.0,D. Schröder enters the game for P. George,,89,83
4,8:51.0,,D. Collison enters the game for W. Matthews,89,83
4,8:51.0,A. Nader makes free throw 2 of 2,,90,83
4,8:36.0,,C. Joseph misses 2-pt jump shot from 17 ft,90,83
4,8:33.0,Defensive rebound by R. Westbrook,,90,83
4,8:26.0,R. Westbrook misses 2-pt layup from 1 ft (block by C. Joseph),,90,83
4,8:23.0,,Defensive rebound by D. Sabonis,90,83
4,8:19.0,,Turnover by D. Collison (bad pass; steal by M. Morris),90,83
4,8:15.0,A. Nader makes 2-pt dunk from 1 ft (assist by D. Schröder),,92,83
4,8:15.0,,Indiana full timeout,92,83
4,8:15.0,S. Adams enters the game for N. Noel,,92,83
4,7:54.0,,D. Sabonis misses 2-pt jump shot from 12 ft,92,83
4,7:54.0,,Offensive rebound by Team,92,83
4,7:44.0,,D. Sabonis misses 2-pt jump shot from 17 ft,92,83
4,7:41.0,Defensive rebound by M. Morris,,92,83
4,7:23.0,A. Nader misses 3-pt jump shot from 28 ft,,92,83
4,7:20.0,,Defensive rebound by C. Joseph,92,83
4,7:00.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),92,85
4,6:48.0,S. Adams makes 2-pt jump shot from 10 ft (assist by D. Schröder),,94,85
4,6:35.0,,D. McDermott misses 2-pt layup from 1 ft,94,85
4,6:32.0,Defensive rebound by R. Westbrook,,94,85
4,6:27.0,D. Schröder makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,96,85
4,6:25.0,,Indiana full timeout,96,85
4,6:25.0,P. George enters the game for M. Morris,,96,85
4,6:25.0,J. Grant enters the game for A. Nader,,96,85
4,6:25.0,,B. Bogdanović enters the game for C. Joseph,96,85
4,6:25.0,,W. Matthews enters the game for D. McDermott,96,85
4,6:25.0,,M. Turner enters the game for T. Young,96,85
