QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
2,9:54.0,T. Gibson misses 2-pt layup from 3 ft (block by D. Favors),,29,38
2,9:50.0,Offensive rebound by T. Gibson,,29,38
2,9:49.0,T. Gibson makes 2-pt layup from 2 ft,,31,38
2,9:43.0,,Personal foul by C. Reynolds (drawn by D. Favors),31,38
2,9:43.0,,R. O'Neale enters the game for J. Crowder,31,38
2,9:30.0,,K. Korver misses 3-pt jump shot from 26 ft,31,38
2,9:27.0,Defensive rebound by K. Bates-Diop,,31,38
2,9:19.0,C. Reynolds misses 3-pt jump shot from 23 ft (block by J. Ingles),,31,38
2,9:15.0,,Defensive rebound by R. O'Neale,31,38
2,9:04.0,,J. Ingles misses 3-pt jump shot from 24 ft,31,38
2,8:59.0,Defensive rebound by T. Gibson,,31,38
2,8:48.0,T. Gibson misses 2-pt hook shot from 9 ft,,31,38
2,8:46.0,,Defensive rebound by D. Favors,31,38
2,8:40.0,,R. Neto makes 2-pt layup from 2 ft,31,40
2,8:28.0,K. Bates-Diop misses 2-pt jump shot from 17 ft,,31,40
2,8:24.0,,Defensive rebound by R. Neto,31,40
2,8:14.0,,K. Korver misses 3-pt jump shot from 27 ft,31,40
2,8:11.0,Defensive rebound by T. Gibson,,31,40
2,8:05.0,Minnesota full timeout,,31,40
2,8:05.0,G. Dieng enters the game for K. Bates-Diop,,31,40
2,8:05.0,A. Wiggins enters the game for T. Gibson,,31,40
2,8:05.0,,R. Gobert enters the game for D. Favors,31,40
2,8:05.0,,D. Mitchell enters the game for J. Ingles,31,40
2,8:05.0,,G. Niang enters the game for K. Korver,31,40
2,7:55.0,A. Wiggins misses 2-pt jump shot from 16 ft,,31,40
2,7:53.0,,Defensive rebound by R. Neto,31,40
2,7:46.0,,R. Neto misses 2-pt layup from 5 ft,31,40
2,7:44.0,,Offensive rebound by R. Gobert,31,40
2,7:43.0,,R. Gobert makes 2-pt layup from 3 ft,31,42
2,7:35.0,Personal foul by R. Neto (drawn by J. Bayless),,31,42
2,7:27.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by J. Bayless),,33,42
2,7:15.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),33,45
2,6:59.0,J. Bayless misses 2-pt jump shot from 20 ft,,33,45
2,6:56.0,,Defensive rebound by R. Gobert,33,45
2,6:48.0,,Turnover by R. Gobert (lost ball; steal by J. Bayless),33,45
2,6:44.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by J. Bayless),,36,45
2,6:24.0,,D. Mitchell misses 3-pt jump shot from 25 ft,36,45
2,6:21.0,Defensive rebound by A. Tolliver,,36,45
2,6:12.0,G. Dieng makes 2-pt jump shot from 22 ft,,38,45
2,6:01.0,,D. Mitchell makes 2-pt jump shot from 9 ft,38,47
2,5:35.0,G. Dieng misses 2-pt jump shot from 21 ft,,38,47
2,5:32.0,Offensive rebound by J. Bayless,,38,47
2,5:29.0,G. Dieng makes 2-pt layup from 2 ft (assist by J. Bayless),,40,47
2,5:14.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by D. Mitchell),40,50
2,4:58.0,A. Wiggins misses 2-pt layup from 3 ft,,40,50
2,4:56.0,,Defensive rebound by G. Niang,40,50
2,4:56.0,,Personal take foul by G. Dieng (drawn by G. Niang),40,50
2,4:56.0,T. Jones enters the game for G. Dieng,,40,50
2,4:56.0,D. Šarić enters the game for C. Reynolds,,40,50
2,4:56.0,K. Towns enters the game for A. Tolliver,,40,50
2,4:56.0,,J. Crowder enters the game for R. Neto,40,50
2,4:56.0,,J. Ingles enters the game for G. Niang,40,50
2,4:56.0,,R. Rubio enters the game for R. O'Neale,40,50
2,4:36.0,,D. Mitchell misses 2-pt layup from 2 ft,40,50
2,4:36.0,,Offensive rebound by Team,40,50
2,4:36.0,Loose ball foul by D. Šarić (drawn by R. Gobert),,40,50
2,4:30.0,,Turnover by J. Ingles (bad pass; steal by T. Jones),40,50
2,4:16.0,A. Wiggins makes 2-pt layup from 2 ft,,42,50
2,3:57.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by R. Rubio),42,53
2,3:46.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,45,53
2,3:42.0,,Utah full timeout,45,53
2,3:28.0,,Shooting foul by D. Šarić (drawn by R. Rubio),45,53
2,3:28.0,,R. Rubio makes free throw 1 of 2,45,54
2,3:28.0,G. Dieng enters the game for D. Šarić,,45,54
2,3:28.0,,R. Rubio makes free throw 2 of 2,45,55
2,3:12.0,Personal foul by R. Rubio (drawn by K. Towns),,45,55
2,3:08.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Bayless),,47,55
2,3:08.0,Shooting foul by R. Gobert (drawn by A. Wiggins),,47,55
2,3:08.0,A. Wiggins misses free throw 1 of 1,,47,55
2,3:07.0,Offensive rebound by G. Dieng,,47,55
2,3:02.0,T. Jones makes 2-pt jump shot from 9 ft (assist by G. Dieng),,49,55
2,2:39.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Crowder),49,58
2,2:26.0,Turnover by G. Dieng (traveling),,49,58
2,2:26.0,,D. Favors enters the game for R. Gobert,49,58
2,2:14.0,,J. Ingles misses 3-pt jump shot from 24 ft,49,58
2,2:10.0,,Offensive rebound by D. Favors,49,58
2,2:06.0,,D. Favors misses 2-pt layup from 4 ft (block by G. Dieng),49,58
2,2:03.0,,Offensive rebound by J. Ingles,49,58
2,1:58.0,,D. Mitchell misses 3-pt jump shot from 33 ft,49,58
2,1:54.0,Defensive rebound by A. Wiggins,,49,58
2,1:47.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,52,58
2,1:33.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),52,60
2,1:10.0,T. Jones misses 2-pt layup from 4 ft (block by D. Favors),,52,60
2,1:10.0,Offensive rebound by Team,,52,60
2,1:10.0,,Loose ball foul by J. Crowder (drawn by K. Towns),52,60
2,1:05.0,A. Wiggins misses 3-pt jump shot from 26 ft,,52,60
2,1:03.0,,Defensive rebound by Team,52,60
2,0:43.0,,R. Rubio misses 2-pt jump shot from 10 ft,52,60
2,0:40.0,,Offensive rebound by J. Ingles,52,60
2,0:38.0,,D. Mitchell misses 3-pt jump shot from 25 ft,52,60
2,0:35.0,Defensive rebound by J. Bayless,,52,60
2,0:27.0,Turnover by J. Bayless (bad pass; steal by R. Rubio),,52,60
2,0:26.0,,Personal take foul by G. Dieng (drawn by D. Mitchell),52,60
2,0:26.0,,D. Mitchell makes free throw 1 of 2,52,61
2,0:26.0,A. Tolliver enters the game for G. Dieng,,52,61
2,0:26.0,,D. Mitchell makes free throw 2 of 2,52,62
2,0:06.0,A. Tolliver makes 2-pt layup from 3 ft (assist by T. Jones),,54,62
2,0:06.0,Shooting foul by D. Favors (drawn by A. Tolliver),,54,62
2,0:06.0,G. Dieng enters the game for K. Towns,,54,62
2,0:06.0,A. Tolliver makes free throw 1 of 1,,55,62
2,0:01.0,,R. Rubio misses 2-pt layup from 3 ft,55,62
2,0:00.0,,Offensive rebound by D. Favors,55,62
2,0:00.0,,D. Favors makes 2-pt layup from 1 ft,55,64
3,11:49.0,A. Wiggins misses 2-pt jump shot from 9 ft,,55,64
3,11:47.0,,Defensive rebound by R. Gobert,55,64
3,11:31.0,,D. Favors misses 2-pt jump shot from 16 ft,55,64
3,11:29.0,Defensive rebound by A. Wiggins,,55,64
3,11:16.0,Personal foul by D. Mitchell (drawn by D. Šarić),,55,64
3,11:12.0,K. Towns misses 3-pt jump shot from 25 ft,,55,64
3,11:09.0,,Defensive rebound by R. Rubio,55,64
3,11:03.0,,Shooting foul by K. Towns (drawn by R. Gobert),55,64
3,11:03.0,,R. Gobert misses free throw 1 of 2,55,64
3,11:03.0,,Offensive rebound by Team,55,64
3,11:03.0,,R. Gobert misses free throw 2 of 2,55,64
3,11:02.0,Defensive rebound by A. Wiggins,,55,64
3,10:47.0,D. Šarić makes 2-pt jump shot from 18 ft (assist by T. Jones),,57,64
3,10:31.0,,R. Rubio misses 3-pt jump shot from 25 ft,57,64
3,10:28.0,Defensive rebound by K. Towns,,57,64
3,10:20.0,K. Towns makes 2-pt layup from 2 ft (assist by D. Šarić),,59,64
3,10:13.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),59,66
3,9:53.0,Shooting foul by D. Mitchell (drawn by D. Šarić),,59,66
3,9:53.0,D. Šarić makes free throw 1 of 2,,60,66
3,9:53.0,D. Šarić makes free throw 2 of 2,,61,66
3,9:40.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),61,68
3,9:28.0,K. Towns makes 3-pt jump shot from 23 ft (assist by T. Jones),,64,68
3,9:12.0,,Shooting foul by T. Jones (drawn by R. Rubio),64,68
3,9:12.0,,R. Rubio makes free throw 1 of 2,64,69
3,9:12.0,,R. Rubio makes free throw 2 of 2,64,70
3,9:02.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,66,70
3,8:43.0,,Shooting foul by J. Okogie (drawn by D. Mitchell),66,70
3,8:43.0,,D. Mitchell misses free throw 1 of 2,66,70
3,8:43.0,,Offensive rebound by Team,66,70
3,8:43.0,,D. Mitchell makes free throw 2 of 2,66,71
3,8:33.0,K. Towns misses 2-pt jump shot from 23 ft,,66,71
3,8:31.0,,Defensive rebound by D. Favors,66,71
3,8:23.0,,Turnover by J. Ingles (bad pass; steal by J. Okogie),66,71
3,8:18.0,J. Okogie makes 2-pt layup from 2 ft,,68,71
3,8:08.0,,R. Rubio misses 2-pt layup from 2 ft,68,71
3,8:07.0,Defensive rebound by T. Jones,,68,71
3,8:00.0,T. Jones makes 2-pt layup from 2 ft,,70,71
3,7:59.0,,Utah full timeout,70,71
3,7:59.0,,J. Crowder enters the game for D. Favors,70,71
3,7:59.0,,R. O'Neale enters the game for J. Ingles,70,71
3,7:46.0,,J. Crowder misses 3-pt jump shot from 24 ft,70,71
3,7:43.0,Defensive rebound by T. Jones,,70,71
3,7:33.0,A. Wiggins misses 2-pt jump shot from 15 ft,,70,71
3,7:30.0,,Defensive rebound by R. Gobert,70,71
3,7:23.0,,Shooting foul by J. Okogie (drawn by D. Mitchell),70,71
3,7:23.0,,D. Mitchell makes free throw 1 of 2,70,72
3,7:23.0,,D. Mitchell misses free throw 2 of 2,70,72
3,7:22.0,,Offensive rebound by D. Mitchell,70,72
3,7:15.0,,D. Mitchell makes 2-pt layup from 3 ft,70,74
3,7:04.0,Personal foul by R. Gobert (drawn by K. Towns),,70,74
3,6:50.0,K. Towns misses 2-pt jump shot from 10 ft,,70,74
3,6:47.0,,Defensive rebound by R. Rubio,70,74
3,6:32.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. O'Neale),70,76
3,6:15.0,A. Wiggins misses 3-pt jump shot from 27 ft,,70,76
3,6:11.0,Offensive rebound by K. Towns,,70,76
3,6:08.0,A. Wiggins misses 2-pt layup from 6 ft (block by R. Gobert),,70,76
3,6:06.0,,Defensive rebound by R. Gobert,70,76
3,5:59.0,,D. Mitchell misses 2-pt jump shot from 2 ft,70,76
3,5:58.0,,Offensive rebound by R. Gobert,70,76
3,5:58.0,,R. Gobert makes 2-pt dunk at rim,70,78
3,5:58.0,Minnesota full timeout,,70,78
3,5:58.0,K. Bates-Diop enters the game for J. Okogie,,70,78
3,5:58.0,,K. Korver enters the game for R. Rubio,70,78
3,5:46.0,D. Šarić misses 3-pt jump shot from 23 ft,,70,78
3,5:43.0,,Defensive rebound by R. O'Neale,70,78
3,5:36.0,,D. Mitchell misses 2-pt layup from 2 ft,70,78
3,5:35.0,,Offensive rebound by Team,70,78
3,5:33.0,,K. Korver misses 2-pt jump shot from 22 ft,70,78
3,5:30.0,Defensive rebound by K. Towns,,70,78
3,5:21.0,K. Towns misses 2-pt layup from 3 ft (block by R. Gobert),,70,78
3,5:18.0,,Defensive rebound by R. O'Neale,70,78
3,5:15.0,,D. Mitchell misses 3-pt jump shot from 24 ft,70,78
3,5:12.0,,Offensive rebound by Team,70,78
3,4:59.0,,J. Crowder misses 3-pt jump shot from 28 ft,70,78
3,4:56.0,Defensive rebound by K. Towns,,70,78
3,4:47.0,A. Wiggins misses 2-pt jump shot from 12 ft,,70,78
3,4:44.0,,Defensive rebound by R. Gobert,70,78
3,4:41.0,,Shooting foul by D. Šarić (drawn by J. Crowder),70,78
3,4:41.0,,J. Crowder misses free throw 1 of 2,70,78
3,4:41.0,,Offensive rebound by Team,70,78
3,4:41.0,T. Gibson enters the game for D. Šarić,,70,78
3,4:41.0,,J. Crowder makes free throw 2 of 2,70,79
3,4:18.0,T. Gibson misses 2-pt layup from 9 ft,,70,79
3,4:18.0,,Defensive rebound by K. Korver,70,79
3,4:01.0,,R. Gobert misses 2-pt hook shot from 3 ft,70,79
3,3:59.0,Defensive rebound by K. Towns,,70,79
3,3:50.0,Shooting foul by R. Gobert (drawn by K. Towns),,70,79
3,3:50.0,K. Towns makes free throw 1 of 2,,71,79
3,3:50.0,C. Reynolds enters the game for A. Wiggins,,71,79
3,3:50.0,,D. Favors enters the game for R. Gobert,71,79
3,3:50.0,K. Towns makes free throw 2 of 2,,72,79
3,3:37.0,,J. Crowder makes 2-pt dunk from 1 ft (assist by K. Korver),72,81
3,3:20.0,K. Towns makes 2-pt jump shot from 6 ft (assist by K. Bates-Diop),,74,81
3,3:20.0,Shooting foul by J. Crowder (drawn by K. Towns),,74,81
3,3:20.0,K. Towns misses free throw 1 of 1,,74,81
3,3:18.0,Offensive rebound by K. Towns,,74,81
3,3:17.0,K. Towns makes 2-pt dunk from 1 ft,,76,81
3,3:17.0,,J. Ingles enters the game for D. Mitchell,76,81
3,3:17.0,,R. Neto enters the game for R. O'Neale,76,81
3,2:57.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Ingles),76,83
3,2:36.0,Turnover by K. Towns (lost ball; steal by J. Crowder),,76,83
3,2:30.0,,K. Korver makes 3-pt jump shot from 30 ft (assist by J. Ingles),76,86
3,2:11.0,K. Towns makes 2-pt layup from 2 ft (assist by T. Jones),,78,86
3,2:11.0,Shooting foul by J. Crowder (drawn by K. Towns),,78,86
3,2:11.0,K. Towns makes free throw 1 of 1,,79,86
3,1:51.0,,Personal foul by T. Gibson (drawn by J. Crowder),79,86
3,1:51.0,,J. Crowder makes free throw 1 of 2,79,87
3,1:51.0,J. Bayless enters the game for T. Jones,,79,87
3,1:51.0,A. Tolliver enters the game for K. Towns,,79,87
3,1:51.0,,J. Crowder makes free throw 2 of 2,79,88
3,1:43.0,K. Bates-Diop misses 3-pt jump shot from 25 ft,,79,88
3,1:40.0,,Defensive rebound by D. Favors,79,88
3,1:22.0,,D. Favors misses 2-pt hook shot from 5 ft,79,88
3,1:19.0,Defensive rebound by K. Bates-Diop,,79,88
3,1:12.0,K. Bates-Diop makes 2-pt layup from 2 ft,,81,88
3,0:55.0,,Personal foul by A. Tolliver (drawn by J. Crowder),81,88
3,0:55.0,,J. Crowder makes free throw 1 of 2,81,89
3,0:55.0,,J. Crowder misses free throw 2 of 2,81,89
3,0:53.0,Defensive rebound by T. Gibson,,81,89
3,0:45.0,Turnover by J. Bayless (bad pass; steal by K. Korver),,81,89
3,0:43.0,,J. Ingles makes 2-pt dunk from 1 ft (assist by R. Neto),81,91
3,0:23.0,J. Bayless misses 2-pt jump shot from 7 ft (block by R. Neto),,81,91
3,0:20.0,,Defensive rebound by J. Crowder,81,91
3,0:03.0,,Turnover by J. Ingles (bad pass),81,91
3,0:03.0,K. Towns enters the game for T. Gibson,,81,91
3,0:03.0,,R. O'Neale enters the game for K. Korver,81,91
3,0:00.0,J. Bayless misses 3-pt jump shot from 51 ft,,81,91
3,0:00.0,Offensive rebound by Team,,81,91
4,11:45.0,,Personal foul by T. Gibson (drawn by R. Neto),81,91
4,11:33.0,,K. Korver misses 3-pt jump shot from 25 ft,81,91
4,11:27.0,Defensive rebound by A. Tolliver,,81,91
4,11:16.0,A. Tolliver misses 2-pt jump shot from 10 ft,,81,91
4,11:13.0,,Defensive rebound by K. Korver,81,91
4,11:06.0,,Shooting foul by A. Wiggins (drawn by D. Favors),81,91
4,11:06.0,,D. Favors misses free throw 1 of 2,81,91
4,11:06.0,,Offensive rebound by Team,81,91
4,11:06.0,,G. Niang enters the game for J. Crowder,81,91
4,11:06.0,,D. Favors makes free throw 2 of 2,81,92
4,10:48.0,J. Bayless misses 2-pt jump shot from 16 ft,,81,92
4,10:45.0,,Defensive rebound by R. Neto,81,92
4,10:28.0,,J. Ingles misses 3-pt jump shot from 25 ft,81,92
4,10:23.0,Defensive rebound by K. Bates-Diop,,81,92
4,10:08.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,81,92
4,10:05.0,Offensive rebound by Team,,81,92
4,10:05.0,,R. O'Neale enters the game for R. Neto,81,92
4,10:00.0,J. Bayless makes 2-pt layup from 4 ft (assist by T. Gibson),,83,92
4,9:41.0,,K. Korver misses 3-pt jump shot from 24 ft,83,92
4,9:38.0,Defensive rebound by A. Tolliver,,83,92
4,9:28.0,A. Wiggins misses 2-pt jump shot from 20 ft,,83,92
4,9:26.0,,Defensive rebound by J. Ingles,83,92
4,9:21.0,,G. Niang makes 2-pt layup from 2 ft (assist by J. Ingles),83,94
4,9:19.0,Minnesota full timeout,,83,94
4,9:19.0,K. Towns enters the game for T. Gibson,,83,94
4,9:12.0,A. Wiggins makes 2-pt layup from 3 ft,,85,94
4,8:55.0,,Turnover by J. Ingles (bad pass; steal by J. Bayless),85,94
4,8:40.0,J. Bayless makes 2-pt layup from 3 ft (assist by K. Towns),,87,94
4,8:40.0,,Violation by Team (def goaltending),87,94
4,8:32.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),87,97
4,8:12.0,A. Tolliver misses 3-pt jump shot from 23 ft,,87,97
4,8:09.0,,Defensive rebound by D. Favors,87,97
4,7:59.0,,K. Korver misses 2-pt jump shot from 19 ft,87,97
4,7:56.0,Defensive rebound by J. Bayless,,87,97
4,7:52.0,J. Bayless makes 2-pt layup from 2 ft,,89,97
4,7:34.0,,J. Ingles makes 3-pt jump shot from 24 ft,89,100
4,7:21.0,Turnover by J. Bayless (lost ball; steal by R. O'Neale),,89,100
4,7:14.0,,Turnover by R. O'Neale (bad pass),89,100
4,7:14.0,T. Jones enters the game for A. Wiggins,,89,100
4,7:14.0,,D. Mitchell enters the game for J. Ingles,89,100
4,7:14.0,,R. Neto enters the game for K. Korver,89,100
4,7:01.0,K. Towns makes 2-pt jump shot from 7 ft (assist by T. Jones),,91,100
4,7:01.0,Shooting foul by D. Favors (drawn by K. Towns),,91,100
4,7:01.0,,R. Gobert enters the game for D. Favors,91,100
4,7:01.0,K. Towns makes free throw 1 of 1,,92,100
4,6:51.0,,Personal foul by T. Jones (drawn by R. Gobert),92,100
4,6:36.0,,R. Neto misses 2-pt jump shot from 24 ft,92,100
4,6:36.0,,Offensive rebound by Team,92,100
4,6:36.0,,Turnover by Team (shot clock),92,100
4,6:25.0,Offensive foul by K. Towns (drawn by R. Gobert),,92,100
4,6:25.0,Turnover by K. Towns (offensive foul),,92,100
4,6:25.0,D. Šarić enters the game for A. Tolliver,,92,100
4,6:25.0,,R. Rubio enters the game for R. Neto,92,100
4,6:10.0,,D. Mitchell misses 2-pt jump shot from 6 ft,92,100
4,6:06.0,,Offensive rebound by R. Gobert,92,100
4,6:06.0,,R. Gobert misses 2-pt layup at rim,92,100
