QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
1,6:33.0,A. Len makes 2-pt jump shot from 14 ft (assist by J. Adams),,6,13
1,6:18.0,,Personal foul by T. Prince (drawn by A. Gordon),6,13
1,6:18.0,D. Bembry enters the game for J. Collins,,6,13
1,6:18.0,V. Carter enters the game for T. Prince,,6,13
1,6:11.0,,E. Fournier misses 3-pt jump shot from 25 ft,6,13
1,6:07.0,Defensive rebound by A. Len,,6,13
1,6:03.0,J. Adams misses 3-pt jump shot from 26 ft,,6,13
1,5:58.0,,Defensive rebound by A. Gordon,6,13
1,5:47.0,,Turnover by N. Vučević (lost ball; steal by K. Bazemore),6,13
1,5:43.0,D. Bembry misses 3-pt jump shot from 24 ft,,6,13
1,5:38.0,,Defensive rebound by N. Vučević,6,13
1,5:35.0,,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),6,15
1,5:18.0,D. Bembry makes 2-pt jump shot from 8 ft,,8,15
1,5:06.0,,D. Augustin misses 3-pt jump shot from 25 ft,8,15
1,5:02.0,Defensive rebound by K. Bazemore,,8,15
1,4:58.0,Turnover by K. Bazemore (bad pass),,8,15
1,4:58.0,,W. Iwundu enters the game for A. Gordon,8,15
1,4:44.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),8,17
1,4:28.0,A. Len makes 2-pt hook shot from 4 ft (assist by V. Carter),,10,17
1,4:18.0,,Offensive foul by E. Fournier (drawn by K. Bazemore),10,17
1,4:18.0,,Turnover by E. Fournier (offensive foul),10,17
1,4:08.0,K. Bazemore misses 2-pt jump shot from 16 ft,,10,17
1,4:03.0,,Defensive rebound by W. Iwundu,10,17
1,3:56.0,,N. Vučević misses 3-pt jump shot from 26 ft,10,17
1,3:53.0,Defensive rebound by K. Bazemore,,10,17
1,3:34.0,A. Len makes 2-pt hook shot from 7 ft,,12,17
1,3:14.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. Augustin),12,19
1,3:00.0,V. Carter makes 2-pt jump shot from 16 ft,,14,19
1,2:53.0,,Orlando full timeout,14,19
1,2:53.0,,M. Carter-Williams enters the game for D. Augustin,14,19
1,2:53.0,,T. Ross enters the game for E. Fournier,14,19
1,2:46.0,,Turnover by T. Ross (bad pass; steal by V. Carter),14,19
1,2:40.0,D. Bembry misses 2-pt dunk from 3 ft,,14,19
1,2:37.0,,Defensive rebound by T. Ross,14,19
1,2:35.0,,M. Carter-Williams misses 2-pt layup from 4 ft,14,19
1,2:34.0,,Offensive rebound by N. Vučević,14,19
1,2:34.0,,N. Vučević misses 2-pt layup at rim,14,19
1,2:34.0,,Offensive rebound by N. Vučević,14,19
1,2:33.0,,N. Vučević misses 2-pt layup at rim,14,19
1,2:32.0,Defensive rebound by K. Bazemore,,14,19
1,2:25.0,Shooting foul by N. Vučević (drawn by K. Bazemore),,14,19
1,2:25.0,K. Bazemore makes free throw 1 of 2,,15,19
1,2:25.0,J. Collins enters the game for J. Adams,,15,19
1,2:25.0,T. Young enters the game for A. Len,,15,19
1,2:25.0,,K. Birch enters the game for J. Isaac,15,19
1,2:25.0,,A. Gordon enters the game for N. Vučević,15,19
1,2:25.0,K. Bazemore makes free throw 2 of 2,,16,19
1,2:13.0,,Turnover by A. Gordon (lost ball; steal by D. Bembry),16,19
1,2:10.0,Shooting foul by M. Carter-Williams (drawn by K. Bazemore),,16,19
1,2:10.0,K. Bazemore misses free throw 1 of 2,,16,19
1,2:10.0,Offensive rebound by Team,,16,19
1,2:10.0,K. Bazemore makes free throw 2 of 2,,17,19
1,1:54.0,,Personal foul by J. Collins (drawn by A. Gordon),17,19
1,1:54.0,,A. Gordon misses free throw 1 of 2,17,19
1,1:54.0,,Offensive rebound by Team,17,19
1,1:54.0,,A. Gordon makes free throw 2 of 2,17,20
1,1:42.0,J. Collins makes 2-pt jump shot from 6 ft (assist by D. Bembry),,19,20
1,1:33.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),19,23
1,1:33.0,,Shooting foul by D. Bembry (drawn by T. Ross),19,23
1,1:33.0,,T. Ross makes free throw 1 of 1,19,24
1,1:24.0,T. Young makes 2-pt jump shot from 13 ft,,21,24
1,1:12.0,,Shooting foul by J. Collins (drawn by W. Iwundu),21,24
1,1:12.0,,W. Iwundu makes free throw 1 of 2,21,25
1,1:12.0,A. Len enters the game for J. Collins,,21,25
1,1:12.0,,W. Iwundu makes free throw 2 of 2,21,26
1,1:03.0,T. Young misses 3-pt jump shot from 25 ft,,21,26
1,1:00.0,,Defensive rebound by A. Gordon,21,26
1,0:47.0,,Turnover by K. Birch (bad pass),21,26
1,0:42.0,D. Bembry makes 2-pt layup from 3 ft (assist by A. Len),,23,26
1,0:27.0,,T. Ross makes 2-pt jump shot from 10 ft (assist by A. Gordon),23,28
1,0:04.0,T. Young makes 2-pt layup from 2 ft,,25,28
1,0:01.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,25,28
1,0:01.0,,Offensive rebound by Team,25,28
2,11:42.0,,A. Gordon misses 2-pt layup from 3 ft,25,28
2,11:41.0,,Offensive rebound by A. Gordon,25,28
2,11:41.0,,Personal foul by J. Collins (drawn by A. Gordon),25,28
2,11:41.0,A. Len enters the game for J. Collins,,25,28
2,11:36.0,,A. Gordon misses 2-pt layup from 3 ft,25,28
2,11:33.0,Defensive rebound by A. Len,,25,28
2,11:29.0,K. Huerter misses 3-pt jump shot from 28 ft,,25,28
2,11:25.0,,Defensive rebound by A. Gordon,25,28
2,11:21.0,,A. Gordon makes 3-pt jump shot from 25 ft,25,31
2,10:57.0,K. Huerter misses 3-pt jump shot from 26 ft,,25,31
2,10:52.0,,Defensive rebound by T. Ross,25,31
2,10:48.0,,Shooting foul by A. Len (drawn by K. Birch),25,31
2,10:48.0,,K. Birch makes free throw 1 of 2,25,32
2,10:48.0,,K. Birch misses free throw 2 of 2,25,32
2,10:45.0,Defensive rebound by K. Bazemore,,25,32
2,10:24.0,T. Young misses 2-pt jump shot from 11 ft,,25,32
2,10:19.0,,Defensive rebound by M. Carter-Williams,25,32
2,10:08.0,,A. Gordon misses 3-pt jump shot from 26 ft,25,32
2,10:05.0,Defensive rebound by K. Bazemore,,25,32
2,10:01.0,K. Bazemore misses 2-pt jump shot from 15 ft,,25,32
2,9:57.0,,Defensive rebound by A. Gordon,25,32
2,9:49.0,,A. Gordon makes 2-pt layup from 2 ft,25,34
2,9:35.0,D. Dedmon misses 3-pt jump shot from 25 ft,,25,34
2,9:29.0,,Defensive rebound by T. Ross,25,34
2,9:26.0,,Shooting foul by K. Bazemore (drawn by K. Birch),25,34
2,9:26.0,,K. Birch makes free throw 1 of 2,25,35
2,9:26.0,V. Carter enters the game for K. Bazemore,,25,35
2,9:26.0,T. Prince enters the game for D. Dedmon,,25,35
2,9:26.0,,K. Birch makes free throw 2 of 2,25,36
2,9:16.0,T. Young misses 3-pt jump shot from 26 ft,,25,36
2,9:13.0,,Defensive rebound by K. Birch,25,36
2,9:09.0,,T. Ross misses 3-pt jump shot from 26 ft,25,36
2,9:04.0,Defensive rebound by K. Huerter,,25,36
2,8:55.0,T. Prince makes 2-pt jump shot from 7 ft (assist by V. Carter),,27,36
2,8:41.0,,Shooting foul by T. Young (drawn by M. Carter-Williams),27,36
2,8:41.0,Violation by Team (delay of game),,27,36
2,8:41.0,,M. Carter-Williams misses free throw 1 of 2,27,36
2,8:41.0,,Offensive rebound by Team,27,36
2,8:41.0,,M. Carter-Williams makes free throw 2 of 2,27,37
2,8:33.0,Personal foul by E. Fournier (drawn by A. Len),,27,37
2,8:33.0,,W. Iwundu enters the game for E. Fournier,27,37
2,8:26.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),,30,37
2,8:09.0,,Turnover by T. Ross (bad pass; steal by V. Carter),30,37
2,7:59.0,V. Carter misses 3-pt jump shot from 26 ft,,30,37
2,7:56.0,,Defensive rebound by T. Ross,30,37
2,7:48.0,,K. Birch makes 2-pt dunk from 1 ft (assist by T. Ross),30,39
2,7:35.0,Personal foul by M. Carter-Williams (drawn by T. Young),,30,39
2,7:35.0,,D. Augustin enters the game for K. Birch,30,39
2,7:35.0,,N. Vučević enters the game for M. Carter-Williams,30,39
2,7:29.0,T. Young misses 2-pt jump shot from 15 ft,,30,39
2,7:25.0,,Defensive rebound by N. Vučević,30,39
2,7:20.0,,N. Vučević misses 3-pt jump shot from 26 ft,30,39
2,7:15.0,Defensive rebound by T. Young,,30,39
2,7:12.0,T. Prince makes 3-pt jump shot from 26 ft (assist by T. Young),,33,39
2,6:45.0,,D. Augustin misses 2-pt jump shot from 4 ft (block by K. Huerter),33,39
2,6:41.0,Defensive rebound by T. Young,,33,39
2,6:40.0,A. Len makes 3-pt jump shot from 24 ft (assist by T. Young),,36,39
2,6:13.0,,W. Iwundu makes 3-pt jump shot from 25 ft (assist by N. Vučević),36,42
2,5:49.0,A. Len misses 2-pt hook shot from 6 ft,,36,42
2,5:46.0,,Defensive rebound by N. Vučević,36,42
2,5:42.0,,A. Gordon makes 2-pt dunk from 1 ft,36,44
2,5:27.0,T. Young makes 2-pt jump shot from 11 ft,,38,44
2,5:06.0,,T. Ross misses 3-pt jump shot from 27 ft,38,44
2,5:03.0,Defensive rebound by K. Huerter,,38,44
2,4:51.0,T. Prince misses 2-pt layup from 3 ft,,38,44
2,4:48.0,,Defensive rebound by N. Vučević,38,44
2,4:46.0,,A. Gordon makes 2-pt layup from 1 ft (assist by D. Augustin),38,46
2,4:45.0,Atlanta full timeout,,38,46
2,4:45.0,J. Adams enters the game for K. Huerter,,38,46
2,4:45.0,D. Bembry enters the game for A. Len,,38,46
2,4:45.0,D. Dedmon enters the game for T. Young,,38,46
2,4:45.0,,J. Isaac enters the game for A. Gordon,38,46
2,4:30.0,V. Carter misses 3-pt jump shot from 25 ft,,38,46
2,4:26.0,,Defensive rebound by N. Vučević,38,46
2,4:15.0,,N. Vučević misses 2-pt hook shot from 9 ft,38,46
2,4:11.0,Defensive rebound by T. Prince,,38,46
2,3:58.0,V. Carter misses 2-pt layup from 4 ft,,38,46
2,3:55.0,,Defensive rebound by W. Iwundu,38,46
2,3:51.0,,D. Augustin makes 3-pt jump shot from 25 ft,38,49
2,3:27.0,D. Dedmon makes 2-pt jump shot from 6 ft,,40,49
2,3:12.0,,W. Iwundu makes 3-pt jump shot from 25 ft (assist by D. Augustin),40,52
2,2:53.0,Turnover by T. Prince (lost ball; steal by T. Ross),,40,52
2,2:48.0,,W. Iwundu misses 3-pt jump shot from 24 ft,40,52
2,2:42.0,Defensive rebound by D. Dedmon,,40,52
2,2:33.0,V. Carter makes 3-pt jump shot from 26 ft,,43,52
2,2:17.0,,T. Ross misses 2-pt jump shot from 18 ft,43,52
2,2:13.0,Defensive rebound by D. Dedmon,,43,52
2,1:59.0,Turnover by D. Dedmon (lost ball; steal by T. Ross),,43,52
2,1:55.0,,T. Ross misses 3-pt jump shot from 24 ft,43,52
2,1:52.0,,Offensive rebound by W. Iwundu,43,52
2,1:52.0,,Shooting foul by T. Prince (drawn by W. Iwundu),43,52
2,1:52.0,,Orlando full timeout,43,52
2,1:52.0,K. Bazemore enters the game for T. Prince,,43,52
2,1:52.0,,A. Gordon enters the game for T. Ross,43,52
2,1:52.0,,W. Iwundu misses free throw 1 of 2,43,52
2,1:52.0,,Offensive rebound by Team,43,52
2,1:52.0,,W. Iwundu makes free throw 2 of 2,43,53
2,1:34.0,J. Adams makes 3-pt jump shot from 25 ft (assist by D. Bembry),,46,53
2,1:10.0,,A. Gordon misses 2-pt jump shot from 17 ft,46,53
2,1:06.0,Defensive rebound by J. Adams,,46,53
2,0:57.0,J. Adams misses 2-pt layup from 4 ft (block by W. Iwundu),,46,53
2,0:54.0,,Defensive rebound by D. Augustin,46,53
2,0:51.0,,J. Isaac misses 2-pt dunk from 1 ft,46,53
2,0:51.0,Defensive rebound by D. Dedmon,,46,53
2,0:45.0,Turnover by D. Bembry (lost ball; steal by D. Augustin),,46,53
2,0:35.0,,D. Augustin makes 3-pt jump shot from 23 ft,46,56
2,0:20.0,D. Bembry misses 2-pt layup from 12 ft (block by W. Iwundu),,46,56
2,0:18.0,Offensive rebound by D. Dedmon,,46,56
2,0:17.0,D. Dedmon misses 2-pt jump shot from 3 ft,,46,56
2,0:15.0,Offensive rebound by D. Bembry,,46,56
2,0:14.0,D. Bembry misses 2-pt layup from 2 ft (block by J. Isaac),,46,56
2,0:13.0,,Defensive rebound by N. Vučević,46,56
2,0:02.0,,A. Gordon misses 3-pt jump shot from 25 ft,46,56
2,0:02.0,Defensive rebound by J. Adams,,46,56
3,11:36.0,,E. Fournier misses 3-pt jump shot from 26 ft,46,56
3,11:32.0,Defensive rebound by D. Dedmon,,46,56
3,11:15.0,Personal foul by A. Gordon (drawn by J. Collins),,46,56
3,11:10.0,K. Huerter misses 2-pt jump shot from 18 ft,,46,56
3,11:07.0,,Defensive rebound by J. Isaac,46,56
3,11:00.0,,Shooting foul by D. Dedmon (drawn by N. Vučević),46,56
3,11:00.0,,N. Vučević makes free throw 1 of 2,46,57
3,11:00.0,,N. Vučević makes free throw 2 of 2,46,58
3,10:44.0,Turnover by T. Prince (bad pass; steal by E. Fournier),,46,58
3,10:37.0,,J. Isaac misses 3-pt jump shot from 23 ft,46,58
3,10:34.0,Defensive rebound by T. Prince,,46,58
3,10:24.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),,48,58
3,10:08.0,,N. Vučević misses 2-pt layup from 3 ft,48,58
3,10:05.0,Defensive rebound by D. Dedmon,,48,58
3,10:01.0,T. Prince makes 2-pt layup from 2 ft,,50,58
3,9:43.0,,J. Isaac misses 3-pt jump shot from 26 ft,50,58
3,9:37.0,Defensive rebound by D. Dedmon,,50,58
3,9:32.0,D. Dedmon misses 3-pt jump shot from 26 ft,,50,58
3,9:29.0,,Defensive rebound by E. Fournier,50,58
3,9:22.0,,E. Fournier misses 2-pt jump shot from 9 ft,50,58
3,9:16.0,,Offensive rebound by A. Gordon,50,58
3,9:14.0,,E. Fournier misses 3-pt jump shot from 25 ft,50,58
3,9:11.0,Defensive rebound by D. Dedmon,,50,58
3,9:04.0,Personal foul by D. Augustin (drawn by T. Young),,50,58
3,9:00.0,T. Young misses 3-pt jump shot from 26 ft,,50,58
3,8:56.0,,Defensive rebound by A. Gordon,50,58
3,8:50.0,,A. Gordon makes 2-pt layup from 2 ft,50,60
3,8:37.0,Offensive foul by D. Dedmon (drawn by E. Fournier),,50,60
3,8:37.0,Turnover by D. Dedmon (offensive foul),,50,60
3,8:24.0,,Turnover by E. Fournier (bad pass; steal by D. Dedmon),50,60
3,8:17.0,T. Prince misses 3-pt jump shot from 23 ft,,50,60
3,8:14.0,Offensive rebound by D. Dedmon,,50,60
3,8:12.0,D. Dedmon misses 2-pt hook shot from 13 ft,,50,60
3,8:12.0,,Defensive rebound by N. Vučević,50,60
3,8:06.0,,D. Augustin misses 3-pt jump shot from 26 ft,50,60
3,8:05.0,Defensive rebound by D. Dedmon,,50,60
3,7:57.0,Turnover by T. Prince (bad pass; steal by N. Vučević),,50,60
3,7:55.0,,Personal foul by K. Huerter (drawn by A. Gordon),50,60
3,7:55.0,A. Len enters the game for D. Dedmon,,50,60
3,7:44.0,,Turnover by J. Isaac (bad pass; steal by T. Prince),50,60
3,7:38.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Prince),,52,60
3,7:23.0,,D. Augustin makes 2-pt jump shot from 18 ft,52,62
3,7:23.0,,Shooting foul by T. Young (drawn by D. Augustin),52,62
3,7:23.0,,D. Augustin makes free throw 1 of 1,52,63
3,7:08.0,Turnover by K. Huerter (bad pass; steal by J. Isaac),,52,63
3,7:01.0,,Offensive foul by D. Augustin (drawn by T. Young),52,63
3,7:01.0,,Turnover by D. Augustin (offensive foul),52,63
3,6:49.0,T. Young makes 2-pt layup from 3 ft,,54,63
3,6:39.0,,Orlando full timeout,54,63
3,6:39.0,K. Bazemore enters the game for K. Huerter,,54,63
3,6:39.0,D. Bembry enters the game for T. Prince,,54,63
3,6:32.0,,N. Vučević makes 2-pt layup from 4 ft (assist by E. Fournier),54,65
3,6:17.0,A. Len misses 3-pt jump shot from 23 ft,,54,65
3,6:14.0,,Defensive rebound by A. Gordon,54,65
3,6:00.0,,E. Fournier makes 2-pt layup from 4 ft (assist by N. Vučević),54,67
3,5:47.0,T. Young makes 2-pt jump shot from 19 ft,,56,67
3,5:33.0,,N. Vučević misses 3-pt jump shot from 26 ft,56,67
3,5:29.0,Defensive rebound by J. Collins,,56,67
3,5:16.0,Turnover by K. Bazemore (bad pass; steal by N. Vučević),,56,67
3,5:11.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),56,70
3,4:54.0,T. Young makes 2-pt jump shot from 10 ft,,58,70
3,4:38.0,,E. Fournier misses 2-pt jump shot from 18 ft,58,70
3,4:36.0,Defensive rebound by D. Bembry,,58,70
3,4:31.0,A. Len misses 3-pt jump shot from 26 ft,,58,70
3,4:26.0,,Defensive rebound by E. Fournier,58,70
3,4:18.0,,Personal foul by J. Collins (drawn by D. Augustin),58,70
3,4:18.0,J. Adams enters the game for J. Collins,,58,70
3,4:18.0,V. Carter enters the game for T. Young,,58,70
3,4:18.0,,W. Iwundu enters the game for A. Gordon,58,70
3,4:10.0,,J. Isaac misses 3-pt jump shot from 27 ft,58,70
3,4:07.0,Defensive rebound by K. Bazemore,,58,70
3,3:51.0,Turnover by J. Adams (bad pass; steal by N. Vučević),,58,70
3,3:45.0,,D. Augustin misses 2-pt layup from 4 ft,58,70
3,3:45.0,,Offensive rebound by W. Iwundu,58,70
3,3:45.0,,Shooting foul by V. Carter (drawn by W. Iwundu),58,70
3,3:45.0,,W. Iwundu makes free throw 1 of 2,58,71
3,3:45.0,,M. Carter-Williams enters the game for D. Augustin,58,71
3,3:45.0,,T. Ross enters the game for E. Fournier,58,71
3,3:45.0,,W. Iwundu makes free throw 2 of 2,58,72
3,3:33.0,Shooting foul by N. Vučević (drawn by A. Len),,58,72
3,3:33.0,A. Len makes free throw 1 of 2,,59,72
3,3:33.0,A. Len makes free throw 2 of 2,,60,72
3,3:12.0,,W. Iwundu misses 3-pt jump shot from 23 ft,60,72
3,3:07.0,Defensive rebound by A. Len,,60,72
3,3:00.0,K. Bazemore misses 2-pt layup from 2 ft,,60,72
3,2:57.0,,Defensive rebound by J. Isaac,60,72
3,2:55.0,,Personal foul by D. Bembry (drawn by M. Carter-Williams),60,72
3,2:55.0,Atlanta full timeout,,60,72
3,2:55.0,,K. Birch enters the game for J. Isaac,60,72
3,2:55.0,,A. Gordon enters the game for N. Vučević,60,72
3,2:55.0,,M. Carter-Williams misses free throw 1 of 2,60,72
3,2:55.0,,Offensive rebound by Team,60,72
3,2:55.0,,M. Carter-Williams makes free throw 2 of 2,60,73
3,2:39.0,A. Len makes 2-pt dunk from 1 ft (assist by D. Bembry),,62,73
3,2:25.0,,Turnover by T. Ross (bad pass),62,73
3,2:11.0,V. Carter misses 3-pt jump shot from 26 ft,,62,73
3,2:07.0,,Defensive rebound by K. Birch,62,73
3,1:53.0,,W. Iwundu misses 2-pt layup from 4 ft (block by A. Len),62,73
3,1:49.0,,Offensive rebound by W. Iwundu,62,73
3,1:41.0,,A. Gordon makes 2-pt jump shot from 15 ft,62,75
3,1:19.0,D. Bembry makes 2-pt layup from 3 ft,,64,75
3,1:00.0,,Turnover by T. Ross (out of bounds lost ball),64,75
3,0:49.0,D. Bembry makes 2-pt jump shot from 3 ft,,66,75
3,0:32.0,,K. Birch misses 2-pt layup from 3 ft,66,75
3,0:31.0,Defensive rebound by Team,,66,75
3,0:28.0,J. Adams makes 2-pt layup from 2 ft,,68,75
3,0:28.0,Shooting foul by K. Birch (drawn by J. Adams),,68,75
3,0:28.0,J. Adams misses free throw 1 of 1,,68,75
3,0:25.0,,Defensive rebound by W. Iwundu,68,75
3,0:09.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,68,75
3,0:05.0,Defensive rebound by J. Adams,,68,75
3,0:00.0,K. Bazemore misses 3-pt jump shot from 23 ft,,68,75
3,0:00.0,Offensive rebound by Team,,68,75
4,11:48.0,J. Collins misses 2-pt layup from 10 ft,,68,75
4,11:48.0,Offensive rebound by D. Bembry,,68,75
4,11:48.0,Personal foul by M. Carter-Williams (drawn by A. Len),,68,75
4,11:39.0,Turnover by D. Bembry (traveling),,68,75
4,11:29.0,,Offensive foul by T. Ross (drawn by D. Bembry),68,75
4,11:29.0,,Turnover by T. Ross (offensive foul),68,75
4,11:15.0,J. Adams misses 3-pt jump shot from 27 ft,,68,75
4,11:12.0,Offensive rebound by J. Collins,,68,75
4,11:11.0,J. Collins makes 2-pt layup from 2 ft,,70,75
4,10:59.0,,Shooting foul by J. Adams (drawn by M. Carter-Williams),70,75
4,10:59.0,,M. Carter-Williams makes free throw 1 of 2,70,76
4,10:59.0,,M. Carter-Williams misses free throw 2 of 2,70,76
4,10:56.0,Defensive rebound by J. Collins,,70,76
4,10:36.0,J. Collins misses 2-pt layup from 5 ft,,70,76
4,10:36.0,,Defensive rebound by K. Birch,70,76
4,10:36.0,,Personal foul by J. Collins (drawn by K. Birch),70,76
4,10:15.0,,W. Iwundu misses 2-pt jump shot from 16 ft,70,76
4,10:12.0,Defensive rebound by K. Huerter,,70,76
4,10:04.0,Offensive foul by K. Huerter (drawn by M. Carter-Williams),,70,76
4,10:04.0,Turnover by K. Huerter (offensive foul),,70,76
4,10:04.0,V. Carter enters the game for J. Collins,,70,76
4,9:55.0,,Shooting foul by J. Adams (drawn by M. Carter-Williams),70,76
4,9:55.0,,M. Carter-Williams makes free throw 1 of 2,70,77
4,9:55.0,,M. Carter-Williams makes free throw 2 of 2,70,78
4,9:37.0,D. Bembry misses 2-pt jump shot from 20 ft,,70,78
4,9:34.0,,Defensive rebound by M. Carter-Williams,70,78
4,9:32.0,,Personal foul by D. Bembry (drawn by M. Carter-Williams),70,78
4,9:32.0,T. Prince enters the game for J. Adams,,70,78
4,9:32.0,T. Young enters the game for D. Bembry,,70,78
4,9:26.0,,T. Ross misses 3-pt jump shot from 26 ft,70,78
4,9:20.0,Defensive rebound by T. Young,,70,78
4,9:12.0,T. Young makes 2-pt jump shot from 14 ft,,72,78
4,8:56.0,,A. Gordon misses 3-pt jump shot from 24 ft,72,78
4,8:55.0,,Offensive rebound by W. Iwundu,72,78
4,8:54.0,,W. Iwundu makes 2-pt dunk from 1 ft,72,80
4,8:36.0,K. Huerter misses 2-pt jump shot from 12 ft,,72,80
4,8:32.0,,Defensive rebound by M. Carter-Williams,72,80
4,8:32.0,Violation by Team (kicked ball),,72,80
4,8:32.0,,E. Fournier enters the game for T. Ross,72,80
4,8:17.0,,A. Gordon makes 2-pt jump shot from 12 ft,72,82
4,8:05.0,Turnover by A. Len (bad pass; steal by W. Iwundu),,72,82
4,8:03.0,,Personal take foul by K. Huerter (drawn by W. Iwundu),72,82
4,8:03.0,,W. Iwundu misses free throw 1 of 2,72,82
4,8:03.0,,Offensive rebound by Team,72,82
4,8:03.0,D. Dedmon enters the game for A. Len,,72,82
4,8:03.0,,N. Vučević enters the game for K. Birch,72,82
4,8:03.0,,W. Iwundu makes free throw 2 of 2,72,83
4,7:54.0,T. Young misses 2-pt jump shot from 16 ft,,72,83
4,7:48.0,,Defensive rebound by M. Carter-Williams,72,83
4,7:28.0,,E. Fournier misses 3-pt jump shot from 26 ft,72,83
4,7:23.0,Defensive rebound by T. Prince,,72,83
4,7:18.0,D. Dedmon misses 3-pt jump shot from 26 ft,,72,83
4,7:18.0,,Defensive rebound by Team,72,83
4,7:18.0,,Technical foul by M. Carter-Williams,72,83
4,7:18.0,T. Young makes technical free throw,,73,83
4,7:18.0,K. Bazemore enters the game for K. Huerter,,73,83
4,7:18.0,,D. Augustin enters the game for M. Carter-Williams,73,83
4,7:18.0,,J. Isaac enters the game for A. Gordon,73,83
