QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
4,6:44.0,,Defensive rebound by O. Anunoby,108,110
4,6:40.0,,K. Lowry misses 3-pt jump shot from 27 ft,108,110
4,6:35.0,Defensive rebound by J. Green,,108,110
4,6:30.0,J. Green misses 2-pt jump shot from 4 ft,,108,110
4,6:28.0,,Defensive rebound by O. Anunoby,108,110
4,6:10.0,,Turnover by K. Lowry (bad pass; steal by W. Johnson),108,110
4,6:06.0,Offensive foul by J. Parker (drawn by K. Lowry),,108,110
4,6:06.0,Turnover by J. Parker (offensive foul),,108,110
4,6:06.0,,S. Ibaka enters the game for M. Gasol,108,110
4,5:49.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by S. Ibaka),108,112
4,5:48.0,Washington full timeout,,108,112
4,5:27.0,J. Green misses 3-pt jump shot from 26 ft,,108,112
4,5:24.0,,Defensive rebound by S. Ibaka,108,112
4,5:08.0,,Turnover by S. Ibaka (out of bounds lost ball),108,112
4,5:08.0,T. Ariza enters the game for W. Johnson,,108,112
4,4:55.0,B. Portis makes 3-pt jump shot from 25 ft (assist by B. Beal),,111,112
4,4:35.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by S. Ibaka),111,115
4,4:24.0,Turnover by B. Beal (dbl dribble),,111,115
4,4:04.0,,K. Lowry misses 2-pt jump shot from 15 ft,111,115
4,4:01.0,,Offensive rebound by P. Siakam,111,115
4,3:59.0,,P. Siakam makes 2-pt layup at rim,111,117
4,3:56.0,Turnover by B. Beal (bad pass),,111,117
4,3:43.0,,P. Siakam makes 2-pt jump shot from 5 ft,111,119
4,3:34.0,Personal foul by O. Anunoby (drawn by B. Beal),,111,119
4,3:34.0,B. Beal makes free throw 1 of 2,,112,119
4,3:34.0,B. Beal makes free throw 2 of 2,,113,119
4,3:29.0,,Toronto full timeout,113,119
4,3:19.0,,P. Siakam misses 2-pt hook shot from 6 ft,113,119
4,3:15.0,Defensive rebound by J. Parker,,113,119
4,3:15.0,Personal foul by P. Siakam (drawn by J. Parker),,113,119
4,3:15.0,,Violation by Team (delay of game),113,119
4,3:15.0,B. Beal makes technical free throw,,114,119
4,3:15.0,J. Parker misses free throw 1 of 2,,114,119
4,3:15.0,Offensive rebound by Team,,114,119
4,3:15.0,J. Parker misses free throw 2 of 2,,114,119
4,3:11.0,,Defensive rebound by P. Siakam,114,119
4,3:04.0,,Offensive foul by S. Ibaka (drawn by T. Ariza),114,119
4,3:04.0,,Turnover by S. Ibaka (offensive foul),114,119
4,2:55.0,Turnover by B. Beal (bad pass; steal by K. Lowry),,114,119
4,2:51.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),114,121
4,2:36.0,J. Parker misses 3-pt jump shot from 24 ft (block by P. Siakam),,114,121
4,2:36.0,Offensive rebound by Team,,114,121
4,2:30.0,T. Ariza misses 3-pt jump shot from 25 ft,,114,121
4,2:27.0,,Defensive rebound by S. Ibaka,114,121
4,2:20.0,,Personal foul by B. Portis (drawn by K. Lowry),114,121
4,2:07.0,,P. Siakam misses 2-pt hook shot from 7 ft,114,121
4,2:05.0,Defensive rebound by T. Ariza,,114,121
4,1:51.0,J. Parker misses 2-pt layup from 2 ft,,114,121
4,1:48.0,,Defensive rebound by O. Anunoby,114,121
4,1:45.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Lowry),114,124
4,1:45.0,Washington full timeout,,114,124
4,1:45.0,T. Bryant enters the game for J. Parker,,114,124
4,1:39.0,T. Bryant misses 3-pt jump shot from 24 ft,,114,124
4,1:34.0,,Defensive rebound by P. Siakam,114,124
4,1:23.0,,S. Ibaka misses 2-pt dunk from 2 ft (block by T. Bryant),114,124
4,1:19.0,Defensive rebound by T. Bryant,,114,124
4,1:16.0,T. Ariza misses 3-pt jump shot from 27 ft,,114,124
4,1:13.0,,Defensive rebound by S. Ibaka,114,124
4,1:10.0,,Offensive foul by P. Siakam (drawn by T. Bryant),114,124
4,1:10.0,,Turnover by P. Siakam (offensive foul),114,124
4,1:05.0,B. Beal misses 3-pt jump shot from 27 ft,,114,124
4,1:04.0,,Defensive rebound by Team,114,124
4,1:04.0,,Personal foul by T. Bryant (drawn by P. Siakam),114,124
4,1:04.0,,P. Siakam misses free throw 1 of 2,114,124
4,1:04.0,,Offensive rebound by Team,114,124
4,1:04.0,,P. Siakam makes free throw 2 of 2,114,125
4,0:59.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by B. Beal),,117,125
4,0:57.0,,Personal take foul by B. Portis (drawn by P. Siakam),117,125
4,0:57.0,,P. Siakam makes free throw 1 of 2,117,126
4,0:57.0,,P. Siakam makes free throw 2 of 2,117,127
4,0:51.0,Personal foul by K. Lowry (drawn by B. Beal),,117,127
4,0:51.0,B. Beal makes free throw 1 of 2,,118,127
4,0:51.0,B. Beal makes free throw 2 of 2,,119,127
4,0:31.0,,Shooting foul by J. Green (drawn by P. Siakam),119,127
4,0:31.0,,P. Siakam makes free throw 1 of 2,119,128
4,0:31.0,J. McRae enters the game for T. Ariza,,119,128
4,0:31.0,C. Randle enters the game for B. Beal,,119,128
4,0:31.0,,C. Boucher enters the game for S. Ibaka,119,128
4,0:31.0,,J. Loyd enters the game for K. Lowry,119,128
4,0:31.0,,P. Siakam makes free throw 2 of 2,119,129
4,0:26.0,Personal take foul by J. Loyd (drawn by C. Randle),,119,129
4,0:26.0,,N. Powell enters the game for P. Siakam,119,129
4,0:26.0,C. Randle misses free throw 1 of 2,,119,129
4,0:26.0,Offensive rebound by Team,,119,129
4,0:26.0,C. Randle makes free throw 2 of 2,,120,129
4,0:02.0,,Turnover by Team (shot clock),120,129
