QUARTER,TIME_REMAINING,DENVER_ACTION,OKLAHOMA CITY_ACTION,DENVER_SCORE,OKLAHOMA CITY_SCORE
2,7:27.0,J. Murray misses 3-pt jump shot from 25 ft,,43,29
2,7:24.0,,Defensive rebound by S. Adams,43,29
2,7:19.0,,R. Westbrook makes 2-pt layup at rim,43,31
2,7:17.0,,Violation by Team (delay of game),43,31
2,7:01.0,J. Murray misses 2-pt jump shot from 20 ft,,43,31
2,6:58.0,Offensive rebound by M. Plumlee,,43,31
2,6:48.0,M. Morris misses 2-pt layup from 1 ft,,43,31
2,6:46.0,,Defensive rebound by S. Adams,43,31
2,6:41.0,,Turnover by R. Westbrook (out of bounds lost ball),43,31
2,6:41.0,,J. Grant enters the game for P. Patterson,43,31
2,6:22.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),,45,31
2,6:22.0,Shooting foul by Á. Abrines (drawn by M. Plumlee),,45,31
2,6:22.0,T. Craig enters the game for M. Morris,,45,31
2,6:22.0,,P. George enters the game for D. Burton,45,31
2,6:22.0,M. Plumlee misses free throw 1 of 1,,45,31
2,6:22.0,,Defensive rebound by Team,45,31
2,6:12.0,,S. Adams misses 2-pt hook shot from 2 ft,45,31
2,6:10.0,Defensive rebound by J. Murray,,45,31
2,5:58.0,M. Beasley misses 3-pt jump shot from 25 ft,,45,31
2,5:54.0,Offensive rebound by T. Craig,,45,31
2,5:53.0,T. Craig misses 2-pt layup from 2 ft (block by P. George),,45,31
2,5:53.0,Offensive rebound by M. Plumlee,,45,31
2,5:46.0,Turnover by T. Lyles (traveling),,45,31
2,5:30.0,,Shooting foul by M. Plumlee (drawn by J. Grant),45,31
2,5:30.0,,J. Grant makes free throw 1 of 2,45,32
2,5:30.0,J. Hernangómez enters the game for M. Beasley,,45,32
2,5:30.0,N. Jokić enters the game for T. Lyles,,45,32
2,5:30.0,P. Millsap enters the game for M. Plumlee,,45,32
2,5:30.0,,J. Grant misses free throw 2 of 2,45,32
2,5:29.0,,Offensive rebound by Team,45,32
2,5:25.0,,P. George makes 2-pt dunk at rim (assist by R. Westbrook),45,34
2,5:11.0,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),,47,34
2,5:00.0,,Personal foul by P. Millsap (drawn by S. Adams),47,34
2,4:53.0,,Á. Abrines misses 3-pt jump shot from 23 ft,47,34
2,4:50.0,Defensive rebound by T. Craig,,47,34
2,4:43.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,49,34
2,4:24.0,,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),49,36
2,4:17.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),,52,36
2,4:05.0,,Turnover by R. Westbrook (bad pass; steal by J. Hernangómez),52,36
2,4:02.0,J. Hernangómez makes 2-pt layup from 2 ft,,54,36
2,4:02.0,Shooting foul by J. Grant (drawn by J. Hernangómez),,54,36
2,4:02.0,,Technical foul by Á. Abrines,54,36
2,4:02.0,J. Murray makes technical free throw,,55,36
2,4:02.0,,D. Schröder enters the game for Á. Abrines,55,36
2,4:02.0,J. Hernangómez makes free throw 1 of 1,,56,36
2,3:50.0,,D. Schröder misses 3-pt jump shot from 24 ft,56,36
2,3:48.0,Defensive rebound by T. Craig,,56,36
2,3:36.0,T. Craig misses 2-pt layup from 2 ft (block by P. George),,56,36
2,3:34.0,,Defensive rebound by J. Grant,56,36
2,3:26.0,,P. George misses 2-pt layup from 2 ft,56,36
2,3:24.0,,Offensive rebound by S. Adams,56,36
2,3:24.0,,S. Adams misses 2-pt layup from 1 ft,56,36
2,3:24.0,Defensive rebound by N. Jokić,,56,36
2,3:12.0,Offensive foul by N. Jokić (drawn by S. Adams),,56,36
2,3:12.0,Turnover by N. Jokić (offensive foul),,56,36
2,2:59.0,,R. Westbrook misses 3-pt jump shot from 24 ft,56,36
2,2:58.0,Defensive rebound by Team,,56,36
2,2:58.0,Denver full timeout,,56,36
2,2:47.0,J. Murray misses 3-pt jump shot from 25 ft,,56,36
2,2:45.0,,Defensive rebound by P. George,56,36
2,2:39.0,,P. George misses 2-pt jump shot from 18 ft,56,36
2,2:35.0,Defensive rebound by P. Millsap,,56,36
2,2:24.0,Personal foul by P. George (drawn by T. Craig),,56,36
2,2:18.0,N. Jokić misses 2-pt jump shot from 10 ft,,56,36
2,2:14.0,,Defensive rebound by R. Westbrook,56,36
2,2:11.0,,Turnover by R. Westbrook (lost ball; steal by T. Craig),56,36
2,1:52.0,N. Jokić misses 2-pt jump shot from 4 ft,,56,36
2,1:51.0,Offensive rebound by N. Jokić,,56,36
2,1:51.0,N. Jokić makes 2-pt layup from 2 ft,,58,36
2,1:51.0,Shooting foul by R. Westbrook (drawn by N. Jokić),,58,36
2,1:51.0,N. Jokić makes free throw 1 of 1,,59,36
2,1:35.0,,R. Westbrook misses 3-pt jump shot from 25 ft,59,36
2,1:33.0,Defensive rebound by J. Murray,,59,36
2,1:24.0,N. Jokić misses 3-pt jump shot from 27 ft,,59,36
2,1:21.0,Offensive rebound by T. Craig,,59,36
2,1:21.0,T. Craig makes 2-pt layup from 1 ft,,61,36
2,1:09.0,,Shooting foul by T. Craig (drawn by D. Schröder),61,36
2,1:09.0,,D. Schröder makes free throw 1 of 2,61,37
2,1:09.0,M. Plumlee enters the game for N. Jokić,,61,37
2,1:09.0,,D. Schröder makes free throw 2 of 2,61,38
2,0:56.0,Offensive foul by P. Millsap (drawn by J. Grant),,61,38
2,0:56.0,Turnover by P. Millsap (offensive foul),,61,38
2,0:48.0,,Shooting foul by J. Hernangómez (drawn by P. George),61,38
2,0:48.0,,P. George makes free throw 1 of 3,61,39
2,0:48.0,,P. George makes free throw 2 of 3,61,40
2,0:48.0,,P. George makes free throw 3 of 3,61,41
2,0:34.0,M. Plumlee misses 2-pt layup from 2 ft,,61,41
2,0:34.0,Offensive rebound by Team,,61,41
2,0:34.0,Turnover by M. Plumlee (traveling),,61,41
2,0:28.0,,R. Westbrook misses 3-pt jump shot from 25 ft,61,41
2,0:24.0,Defensive rebound by M. Plumlee,,61,41
2,0:07.0,J. Murray makes 2-pt jump shot from 19 ft,,63,41
2,0:05.0,,Personal foul by P. Millsap (drawn by R. Westbrook),63,41
2,0:05.0,,R. Westbrook misses free throw 1 of 2,63,41
2,0:05.0,,Offensive rebound by Team,63,41
2,0:05.0,M. Morris enters the game for T. Craig,,63,41
2,0:05.0,,R. Westbrook makes free throw 2 of 2,63,42
2,0:00.0,J. Murray misses 3-pt jump shot from 32 ft,,63,42
2,0:00.0,Offensive rebound by Team,,63,42
3,11:48.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,63,42
3,11:44.0,Defensive rebound by P. Millsap,,63,42
3,11:27.0,N. Jokić misses 3-pt jump shot from 25 ft,,63,42
3,11:24.0,Offensive rebound by T. Craig,,63,42
3,11:10.0,J. Murray misses 2-pt jump shot from 14 ft,,63,42
3,11:07.0,,Defensive rebound by S. Adams,63,42
3,11:02.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),63,44
3,11:02.0,,Shooting foul by N. Jokić (drawn by S. Adams),63,44
3,11:02.0,,S. Adams misses free throw 1 of 1,63,44
3,11:02.0,Defensive rebound by J. Hernangómez,,63,44
3,10:51.0,Turnover by T. Craig (lost ball; steal by T. Luwawu-Cabarrot),,63,44
3,10:44.0,,J. Grant misses 2-pt jump shot from 12 ft,63,44
3,10:40.0,Defensive rebound by T. Craig,,63,44
3,10:31.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,65,44
3,10:15.0,,Shooting foul by N. Jokić (drawn by P. George),65,44
3,10:15.0,,P. George misses free throw 1 of 2,65,44
3,10:15.0,,Offensive rebound by Team,65,44
3,10:15.0,,P. George makes free throw 2 of 2,65,45
3,10:05.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by J. Murray),,68,45
3,10:05.0,Shooting foul by P. George (drawn by J. Hernangómez),,68,45
3,10:05.0,M. Plumlee enters the game for N. Jokić,,68,45
3,10:05.0,J. Hernangómez makes free throw 1 of 1,,69,45
3,9:58.0,,R. Westbrook misses 2-pt layup from 2 ft (block by T. Craig),69,45
3,9:56.0,,Offensive rebound by R. Westbrook,69,45
3,9:56.0,,Personal foul by J. Hernangómez (drawn by R. Westbrook),69,45
3,9:52.0,,R. Westbrook makes 2-pt layup from 1 ft,69,47
3,9:29.0,J. Murray misses 2-pt layup from 2 ft (block by P. George),,69,47
3,9:26.0,Turnover by Team (shot clock),,69,47
3,9:26.0,Offensive rebound by J. Murray,,69,47
3,9:06.0,,Offensive foul by S. Adams (drawn by M. Plumlee),69,47
3,9:06.0,,Turnover by S. Adams (offensive foul),69,47
3,8:51.0,P. Millsap misses 2-pt jump shot from 9 ft,,69,47
3,8:49.0,,Defensive rebound by T. Luwawu-Cabarrot,69,47
3,8:36.0,,P. George misses 2-pt layup from 2 ft,69,47
3,8:34.0,Defensive rebound by M. Plumlee,,69,47
3,8:16.0,T. Craig misses 3-pt jump shot from 26 ft,,69,47
3,8:12.0,,Defensive rebound by P. George,69,47
3,8:06.0,,P. George misses 2-pt layup from 3 ft (block by J. Hernangómez),69,47
3,8:06.0,Defensive rebound by Team,,69,47
3,7:52.0,J. Hernangómez misses 2-pt layup from 1 ft,,69,47
3,7:50.0,,Defensive rebound by P. George,69,47
3,7:43.0,,R. Westbrook makes 2-pt jump shot from 9 ft,69,49
3,7:43.0,Denver full timeout,,69,49
3,7:24.0,Turnover by J. Murray (out of bounds lost ball),,69,49
3,7:12.0,,J. Grant misses 2-pt layup from 1 ft (block by M. Plumlee),69,49
3,7:12.0,Defensive rebound by Team,,69,49
3,6:58.0,P. Millsap misses 2-pt jump shot from 2 ft,,69,49
3,6:57.0,,Defensive rebound by S. Adams,69,49
3,6:51.0,,R. Westbrook misses 2-pt layup from 1 ft (block by P. Millsap),69,49
3,6:48.0,,Offensive rebound by S. Adams,69,49
3,6:48.0,,S. Adams makes 2-pt layup from 1 ft,69,51
3,6:29.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),,72,51
3,6:17.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),72,53
3,6:04.0,T. Craig misses 3-pt jump shot from 25 ft,,72,53
3,6:01.0,Offensive rebound by M. Plumlee,,72,53
3,5:57.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by P. Millsap),,74,53
3,5:50.0,,R. Westbrook misses 2-pt layup from 1 ft (block by T. Craig),74,53
3,5:50.0,,Offensive rebound by Team,74,53
3,5:50.0,,D. Schröder enters the game for T. Luwawu-Cabarrot,74,53
3,5:43.0,,P. George misses 2-pt jump shot from 10 ft,74,53
3,5:40.0,Defensive rebound by T. Craig,,74,53
3,5:19.0,J. Hernangómez misses 3-pt jump shot from 28 ft,,74,53
3,5:18.0,Offensive rebound by Team,,74,53
3,5:18.0,Turnover by Team (shot clock),,74,53
3,5:08.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),74,56
3,4:45.0,M. Plumlee misses 2-pt hook shot from 1 ft,,74,56
3,4:43.0,,Defensive rebound by D. Schröder,74,56
3,4:35.0,,R. Westbrook misses 3-pt jump shot from 25 ft,74,56
3,4:33.0,Defensive rebound by P. Millsap,,74,56
3,4:24.0,Personal foul by R. Westbrook (drawn by P. Millsap),,74,56
3,4:24.0,,Oklahoma City full timeout,74,56
3,4:24.0,M. Morris enters the game for J. Murray,,74,56
3,4:11.0,M. Plumlee misses 2-pt layup from 1 ft (block by J. Grant),,74,56
3,4:10.0,Offensive rebound by J. Hernangómez,,74,56
3,4:10.0,Turnover by Team (shot clock),,74,56
3,4:10.0,T. Lyles enters the game for P. Millsap,,74,56
3,4:01.0,,D. Schröder misses 2-pt jump shot from 15 ft,74,56
3,3:57.0,,Offensive rebound by S. Adams,74,56
3,3:57.0,,S. Adams misses 2-pt layup from 1 ft,74,56
3,3:57.0,,Offensive rebound by S. Adams,74,56
3,3:49.0,,R. Westbrook makes 2-pt layup from 1 ft,74,58
3,3:24.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,74,58
3,3:22.0,,Defensive rebound by P. George,74,58
3,3:16.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by R. Westbrook),74,61
3,3:00.0,M. Morris misses 2-pt jump shot from 10 ft,,74,61
3,2:58.0,,Defensive rebound by P. George,74,61
3,2:50.0,,Shooting foul by M. Plumlee (drawn by R. Westbrook),74,61
3,2:50.0,,Offensive rebound by Team,74,61
3,2:50.0,,R. Westbrook misses free throw 1 of 2,74,61
3,2:50.0,N. Jokić enters the game for M. Plumlee,,74,61
3,2:50.0,,R. Westbrook misses free throw 2 of 2,74,61
3,2:48.0,Defensive rebound by Team,,74,61
3,2:32.0,J. Hernangómez misses 2-pt layup from 1 ft,,74,61
3,2:32.0,Offensive rebound by Team,,74,61
3,2:30.0,T. Lyles makes 2-pt jump shot from 14 ft (assist by M. Morris),,76,61
3,2:30.0,Shooting foul by J. Grant (drawn by T. Lyles),,76,61
3,2:30.0,T. Lyles makes free throw 1 of 1,,77,61
3,2:16.0,,S. Adams misses 2-pt hook shot from 8 ft,77,61
3,2:13.0,,Offensive rebound by R. Westbrook,77,61
3,2:13.0,,R. Westbrook misses 3-pt jump shot from 23 ft,77,61
3,2:09.0,,Offensive rebound by P. George,77,61
3,2:00.0,,J. Grant makes 2-pt layup from 1 ft,77,63
3,1:47.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,77,63
3,1:44.0,,Defensive rebound by P. George,77,63
3,1:37.0,,D. Schröder misses 2-pt layup from 2 ft,77,63
3,1:34.0,Defensive rebound by J. Hernangómez,,77,63
3,1:25.0,Personal foul by J. Grant (drawn by J. Hernangómez),,77,63
3,1:25.0,,D. Burton enters the game for J. Grant,77,63
3,1:13.0,Turnover by N. Jokić (lost ball; steal by S. Adams),,77,63
3,1:09.0,,R. Westbrook misses 2-pt layup from 2 ft,77,63
3,1:06.0,Defensive rebound by T. Lyles,,77,63
3,0:57.0,N. Jokić misses 3-pt jump shot from 25 ft,,77,63
3,0:55.0,,Defensive rebound by R. Westbrook,77,63
3,0:41.0,,D. Schröder misses 3-pt jump shot from 26 ft,77,63
3,0:37.0,Defensive rebound by J. Hernangómez,,77,63
3,0:36.0,Personal foul by P. George (drawn by M. Morris),,77,63
3,0:36.0,M. Morris makes free throw 1 of 2,,78,63
3,0:36.0,M. Plumlee enters the game for N. Jokić,,78,63
3,0:36.0,M. Morris makes free throw 2 of 2,,79,63
3,0:25.0,,D. Burton misses 3-pt jump shot from 25 ft,79,63
3,0:22.0,,Offensive rebound by S. Adams,79,63
3,0:15.0,,R. Westbrook makes 3-pt jump shot from 26 ft,79,66
3,0:00.0,M. Morris misses 2-pt jump shot from 12 ft,,79,66
3,0:00.0,Offensive rebound by Team,,79,66
4,11:49.0,Personal foul by P. George (drawn by J. Murray),,79,66
4,11:49.0,,Technical foul by P. George,79,66
4,11:49.0,J. Murray makes technical free throw,,80,66
4,11:42.0,J. Murray misses 3-pt jump shot from 23 ft,,80,66
4,11:38.0,,Defensive rebound by P. George,80,66
4,11:22.0,,D. Burton makes 2-pt layup from 1 ft,80,68
4,11:06.0,Personal foul by D. Burton (drawn by N. Jokić),,80,68
4,11:03.0,J. Murray misses 2-pt layup from 2 ft,,80,68
4,11:02.0,Offensive rebound by J. Murray,,80,68
4,11:02.0,J. Murray misses 2-pt layup from 1 ft,,80,68
4,10:58.0,,Defensive rebound by Á. Abrines,80,68
4,10:49.0,,P. George misses 3-pt jump shot from 26 ft,80,68
4,10:49.0,Defensive rebound by M. Beasley,,80,68
4,10:25.0,M. Beasley misses 2-pt jump shot from 11 ft,,80,68
4,10:23.0,,Defensive rebound by D. Schröder,80,68
4,10:14.0,,P. George makes 3-pt jump shot from 26 ft (assist by Á. Abrines),80,71
4,10:12.0,Denver full timeout,,80,71
4,10:12.0,,R. Westbrook enters the game for Á. Abrines,80,71
4,10:01.0,J. Murray misses 2-pt jump shot from 16 ft,,80,71
4,9:59.0,,Defensive rebound by N. Noel,80,71
4,9:46.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),80,73
4,9:28.0,T. Lyles makes 2-pt layup from 1 ft,,82,73
4,9:28.0,Shooting foul by R. Westbrook (drawn by T. Lyles),,82,73
4,9:28.0,T. Craig enters the game for M. Beasley,,82,73
4,9:28.0,T. Lyles makes free throw 1 of 1,,83,73
4,9:11.0,,D. Burton makes 2-pt layup from 3 ft (assist by P. George),83,75
4,8:52.0,N. Jokić misses 3-pt jump shot from 25 ft,,83,75
4,8:48.0,,Defensive rebound by D. Burton,83,75
