QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
2,4:46.0,Offensive rebound by K. Kuzma,,52,57
2,4:46.0,Personal foul by K. Williams (drawn by K. Kuzma),,52,57
2,4:42.0,J. Hart misses 3-pt jump shot from 24 ft,,52,57
2,4:39.0,,Defensive rebound by S. Johnson,52,57
2,4:23.0,,K. Williams misses 2-pt layup from 2 ft,52,57
2,4:22.0,,Offensive rebound by K. Williams,52,57
2,4:22.0,,Turnover by K. Williams (out of bounds lost ball),52,57
2,4:11.0,L. James makes 2-pt dunk from 1 ft (assist by R. Rondo),,54,57
2,3:58.0,,I. Clark makes 2-pt jump shot from 8 ft (assist by J. Holiday),54,59
2,3:37.0,R. Bullock misses 2-pt layup from 2 ft,,54,59
2,3:37.0,,Defensive rebound by J. Holiday,54,59
2,3:28.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by S. Johnson),54,62
2,3:25.0,LA Lakers full timeout,,54,62
2,3:25.0,,E. Payton enters the game for S. Johnson,54,62
2,3:20.0,Personal foul by I. Clark (drawn by R. Bullock),,54,62
2,3:05.0,Shooting foul by K. Williams (drawn by K. Kuzma),,54,62
2,3:05.0,K. Kuzma misses free throw 1 of 2,,54,62
2,3:05.0,Offensive rebound by Team,,54,62
2,3:05.0,K. Kuzma makes free throw 2 of 2,,55,62
2,2:47.0,,J. Randle makes 2-pt layup from 3 ft,55,64
2,2:37.0,R. Bullock misses 3-pt jump shot from 23 ft,,55,64
2,2:35.0,,Defensive rebound by E. Payton,55,64
2,2:24.0,,J. Randle makes 2-pt layup from 2 ft (assist by K. Williams),55,66
2,2:08.0,Turnover by R. Rondo (bad pass; steal by J. Holiday),,55,66
2,1:58.0,,K. Williams misses 3-pt jump shot from 25 ft,55,66
2,1:54.0,Defensive rebound by R. Rondo,,55,66
2,1:41.0,L. James misses 3-pt jump shot from 24 ft,,55,66
2,1:38.0,,Defensive rebound by K. Williams,55,66
2,1:32.0,,Turnover by E. Payton (out of bounds lost ball),55,66
2,1:32.0,M. Wagner enters the game for K. Kuzma,,55,66
2,1:32.0,,F. Jackson enters the game for I. Clark,55,66
2,1:21.0,M. Wagner makes 2-pt layup from 1 ft (assist by L. James),,57,66
2,1:08.0,,F. Jackson makes 3-pt jump shot from 27 ft,57,69
2,0:46.0,Turnover by L. James (lost ball; steal by E. Payton),,57,69
2,0:45.0,,Personal foul by J. Hart (drawn by E. Payton),57,69
2,0:38.0,,J. Randle misses 2-pt jump shot from 10 ft,57,69
2,0:37.0,Defensive rebound by R. Bullock,,57,69
2,0:27.0,Personal foul by J. Randle (drawn by L. James),,57,69
2,0:27.0,Offensive rebound by Team,,57,69
2,0:27.0,L. James misses free throw 1 of 2,,57,69
2,0:27.0,L. James misses free throw 2 of 2,,57,69
2,0:25.0,,Defensive rebound by E. Payton,57,69
2,0:08.0,,K. Williams misses 3-pt jump shot from 25 ft,57,69
2,0:03.0,,Offensive rebound by Team,57,69
2,0:02.0,,J. Randle misses 3-pt jump shot from 23 ft,57,69
2,0:01.0,,Offensive rebound by Team,57,69
2,0:01.0,,F. Jackson misses 2-pt layup from 1 ft,57,69
2,0:01.0,,Offensive rebound by F. Jackson,57,69
3,11:50.0,,Personal foul by R. Bullock (drawn by J. Holiday),57,69
3,11:41.0,,Turnover by J. Randle (out of bounds lost ball),57,69
3,11:30.0,Offensive foul by J. McGee (drawn by E. Payton),,57,69
3,11:30.0,Turnover by J. McGee (offensive foul),,57,69
3,11:17.0,,J. Holiday misses 2-pt jump shot from 10 ft,57,69
3,11:13.0,Defensive rebound by J. McGee,,57,69
3,11:03.0,Turnover by R. Bullock (out of bounds lost ball),,57,69
3,10:52.0,,J. Holiday misses 3-pt jump shot from 25 ft,57,69
3,10:49.0,Defensive rebound by L. James,,57,69
3,10:46.0,Shooting foul by J. Randle (drawn by B. Ingram),,57,69
3,10:46.0,B. Ingram makes free throw 1 of 2,,58,69
3,10:46.0,B. Ingram makes free throw 2 of 2,,59,69
3,10:37.0,,J. Holiday misses 2-pt layup from 2 ft (block by J. McGee),59,69
3,10:34.0,Defensive rebound by B. Ingram,,59,69
3,10:30.0,Turnover by B. Ingram (out of bounds lost ball),,59,69
3,10:20.0,,E. Payton misses 2-pt layup from 1 ft,59,69
3,10:16.0,,Offensive rebound by J. Okafor,59,69
3,10:15.0,,J. Okafor misses 2-pt layup from 2 ft,59,69
3,10:15.0,Defensive rebound by L. James,,59,69
3,10:06.0,R. Bullock misses 3-pt jump shot from 27 ft,,59,69
3,10:05.0,,Defensive rebound by Team,59,69
3,9:53.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Holiday),59,72
3,9:36.0,K. Kuzma misses 2-pt jump shot from 19 ft,,59,72
3,9:33.0,,Defensive rebound by J. Okafor,59,72
3,9:21.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by K. Williams),59,75
3,9:13.0,Personal foul by E. Payton (drawn by B. Ingram),,59,75
3,9:04.0,R. Bullock misses 2-pt jump shot from 13 ft,,59,75
3,9:02.0,,Defensive rebound by K. Williams,59,75
3,8:55.0,,J. Holiday misses 2-pt jump shot from 10 ft,59,75
3,8:55.0,Defensive rebound by Team,,59,75
3,8:55.0,,Loose ball foul by J. Okafor (drawn by J. McGee),59,75
3,8:43.0,B. Ingram misses 2-pt jump shot from 9 ft,,59,75
3,8:41.0,,Defensive rebound by K. Williams,59,75
3,8:31.0,,Turnover by J. Holiday (bad pass; steal by L. James),59,75
3,8:29.0,Shooting foul by K. Williams (drawn by R. Bullock),,59,75
3,8:29.0,R. Bullock makes free throw 1 of 2,,60,75
3,8:29.0,R. Bullock misses free throw 2 of 2,,60,75
3,8:27.0,,Defensive rebound by E. Payton,60,75
3,8:22.0,,J. Holiday makes 2-pt layup from 1 ft (assist by E. Payton),60,77
3,8:07.0,Shooting foul by J. Holiday (drawn by J. McGee),,60,77
3,8:07.0,J. McGee makes free throw 1 of 2,,61,77
3,8:07.0,J. McGee makes free throw 2 of 2,,62,77
3,7:58.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Randle),62,80
3,7:45.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,64,80
3,7:19.0,,J. Holiday misses 2-pt layup from 1 ft,64,80
3,7:17.0,Defensive rebound by B. Ingram,,64,80
3,7:12.0,B. Ingram makes 2-pt jump shot from 9 ft,,66,80
3,7:08.0,,Turnover by J. Randle (lost ball; steal by L. James),66,80
3,6:57.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by R. Bullock),,69,80
3,6:38.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by K. Williams),69,83
3,6:23.0,L. James makes 3-pt jump shot from 30 ft (assist by K. Kuzma),,72,83
3,6:11.0,,J. Okafor makes 2-pt layup from 2 ft (assist by J. Holiday),72,85
3,6:08.0,LA Lakers full timeout,,72,85
3,6:08.0,J. Hart enters the game for R. Bullock,,72,85
3,6:08.0,,C. Diallo enters the game for J. Okafor,72,85
3,6:08.0,,F. Jackson enters the game for E. Payton,72,85
3,6:00.0,B. Ingram misses 2-pt dunk from 4 ft (block by C. Diallo),,72,85
3,5:56.0,,Defensive rebound by K. Williams,72,85
3,5:51.0,,Personal foul by K. Kuzma (drawn by C. Diallo),72,85
3,5:46.0,,Shooting foul by J. Hart (drawn by J. Holiday),72,85
3,5:46.0,,J. Holiday makes free throw 1 of 3,72,86
3,5:46.0,,J. Holiday makes free throw 2 of 3,72,87
3,5:46.0,,J. Holiday misses free throw 3 of 3,72,87
3,5:43.0,Defensive rebound by L. James,,72,87
3,5:39.0,Turnover by J. McGee (lost ball; steal by C. Diallo),,72,87
3,5:35.0,,Turnover by C. Diallo (step out of bounds),72,87
3,5:25.0,L. James makes 3-pt jump shot from 26 ft,,75,87
3,5:14.0,,J. Randle misses 3-pt jump shot from 25 ft,75,87
3,5:12.0,,Offensive rebound by Team,75,87
3,5:03.0,,J. Holiday makes 2-pt jump shot from 11 ft,75,89
3,4:54.0,Personal foul by F. Jackson (drawn by L. James),,75,89
3,4:54.0,M. Wagner enters the game for J. McGee,,75,89
3,4:54.0,L. James makes free throw 1 of 2,,76,89
3,4:54.0,L. James misses free throw 2 of 2,,76,89
3,4:51.0,,Defensive rebound by C. Diallo,76,89
3,4:42.0,,F. Jackson misses 3-pt jump shot from 23 ft,76,89
3,4:38.0,Defensive rebound by K. Kuzma,,76,89
3,4:27.0,B. Ingram misses 2-pt jump shot from 19 ft,,76,89
3,4:27.0,,Defensive rebound by Team,76,89
3,4:27.0,Loose ball foul by M. Wagner (drawn by C. Diallo),,76,89
3,4:27.0,K. Caldwell-Pope enters the game for B. Ingram,,76,89
3,4:20.0,,J. Holiday misses 3-pt jump shot from 25 ft,76,89
3,4:17.0,Defensive rebound by L. James,,76,89
3,4:09.0,M. Wagner misses 3-pt jump shot from 26 ft,,76,89
3,4:04.0,,Defensive rebound by J. Holiday,76,89
3,3:57.0,,F. Jackson misses 2-pt layup from 3 ft,76,89
3,3:54.0,Defensive rebound by M. Wagner,,76,89
3,3:53.0,Turnover by L. James (bad pass),,76,89
3,3:44.0,,K. Williams misses 3-pt jump shot from 26 ft,76,89
3,3:39.0,,Offensive rebound by C. Diallo,76,89
3,3:38.0,,J. Randle misses 3-pt jump shot from 25 ft,76,89
3,3:35.0,Defensive rebound by K. Kuzma,,76,89
3,3:25.0,K. Kuzma misses 2-pt layup from 2 ft,,76,89
3,3:21.0,Offensive rebound by M. Wagner,,76,89
3,3:20.0,L. James makes 3-pt jump shot from 27 ft (assist by M. Wagner),,79,89
3,3:19.0,,New Orleans full timeout,79,89
3,3:19.0,B. Ingram enters the game for K. Kuzma,,79,89
3,3:19.0,,E. Payton enters the game for J. Holiday,79,89
3,3:04.0,,J. Randle misses 2-pt layup from 3 ft (block by L. James),79,89
3,3:01.0,Defensive rebound by J. Hart,,79,89
3,2:55.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,79,89
3,2:55.0,,Defensive rebound by F. Jackson,79,89
3,2:43.0,,C. Diallo makes 2-pt layup from 3 ft (assist by E. Payton),79,91
3,2:23.0,L. James misses 3-pt jump shot from 26 ft,,79,91
3,2:21.0,,Defensive rebound by K. Williams,79,91
3,2:11.0,,F. Jackson misses 3-pt jump shot from 26 ft,79,91
3,2:10.0,,Offensive rebound by Team,79,91
3,2:10.0,Loose ball foul by J. Hart (drawn by J. Randle),,79,91
3,2:10.0,,J. Randle misses free throw 1 of 2,79,91
3,2:10.0,,Offensive rebound by Team,79,91
3,2:10.0,,S. Johnson enters the game for K. Williams,79,91
3,2:10.0,,J. Randle makes free throw 2 of 2,79,92
3,1:56.0,B. Ingram makes 2-pt layup from 2 ft,,81,92
3,1:46.0,,F. Jackson makes 2-pt jump shot from 5 ft (assist by E. Payton),81,94
3,1:24.0,M. Wagner makes 2-pt layup from 3 ft (assist by B. Ingram),,83,94
3,1:07.0,,Turnover by J. Randle (lost ball; steal by M. Wagner),83,94
3,1:04.0,Turnover by M. Wagner (lost ball; steal by J. Randle),,83,94
3,1:00.0,,C. Diallo makes 2-pt jump shot from 8 ft,83,96
3,0:45.0,M. Wagner misses 3-pt jump shot from 24 ft,,83,96
3,0:45.0,Offensive rebound by J. Hart,,83,96
3,0:41.0,B. Ingram misses 2-pt layup from 2 ft (block by C. Diallo),,83,96
3,0:38.0,,Defensive rebound by J. Randle,83,96
3,0:34.0,,Shooting foul by J. Hart (drawn by J. Randle),83,96
3,0:34.0,,Offensive rebound by Team,83,96
3,0:34.0,,J. Randle misses free throw 1 of 2,83,96
3,0:34.0,,J. Randle makes free throw 2 of 2,83,97
3,0:34.0,,I. Clark enters the game for J. Randle,83,97
3,0:26.0,L. James misses 2-pt jump shot from 9 ft,,83,97
3,0:23.0,Offensive rebound by B. Ingram,,83,97
3,0:15.0,Personal foul by E. Payton (drawn by B. Ingram),,83,97
3,0:15.0,,J. Holiday enters the game for C. Diallo,83,97
3,0:15.0,B. Ingram misses free throw 1 of 2,,83,97
3,0:15.0,Offensive rebound by Team,,83,97
3,0:15.0,K. Kuzma enters the game for M. Wagner,,83,97
3,0:15.0,B. Ingram makes free throw 2 of 2,,84,97
3,0:00.0,,J. Holiday makes 3-pt jump shot from 24 ft,84,100
4,11:47.0,R. Rondo misses 3-pt jump shot from 23 ft,,84,100
4,11:43.0,,Defensive rebound by S. Johnson,84,100
4,11:34.0,,S. Johnson misses 3-pt jump shot from 26 ft,84,100
4,11:30.0,Defensive rebound by L. Stephenson,,84,100
4,11:13.0,B. Ingram misses 2-pt jump shot from 11 ft,,84,100
4,11:11.0,Offensive rebound by B. Ingram,,84,100
4,11:09.0,B. Ingram misses 2-pt layup from 10 ft,,84,100
4,11:07.0,,Defensive rebound by C. Diallo,84,100
4,11:04.0,,E. Payton misses 2-pt layup from 3 ft,84,100
4,11:01.0,Defensive rebound by L. Stephenson,,84,100
4,10:59.0,B. Ingram makes 2-pt layup from 5 ft (assist by L. Stephenson),,86,100
4,10:59.0,Shooting foul by C. Diallo (drawn by B. Ingram),,86,100
4,10:59.0,B. Ingram makes free throw 1 of 1,,87,100
4,10:44.0,,I. Clark misses 2-pt jump shot from 6 ft,87,100
4,10:42.0,,Offensive rebound by S. Johnson,87,100
4,10:41.0,,I. Clark makes 2-pt layup from 2 ft (assist by S. Johnson),87,102
4,10:25.0,Turnover by R. Rondo (bad pass; steal by I. Clark),,87,102
4,10:20.0,,I. Clark makes 2-pt layup at rim,87,104
4,10:05.0,L. Stephenson makes 2-pt layup from 2 ft (assist by B. Ingram),,89,104
4,9:53.0,,E. Payton misses 3-pt jump shot from 26 ft,89,104
4,9:50.0,Defensive rebound by L. Stephenson,,89,104
4,9:32.0,B. Ingram makes 2-pt layup from 5 ft,,91,104
4,9:32.0,Shooting foul by C. Diallo (drawn by B. Ingram),,91,104
4,9:32.0,B. Ingram misses free throw 1 of 1,,91,104
4,9:30.0,,Defensive rebound by C. Diallo,91,104
4,9:20.0,,I. Clark makes 2-pt jump shot from 15 ft,91,106
4,9:01.0,Turnover by B. Ingram (lost ball; steal by S. Johnson),,91,106
4,8:56.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by S. Johnson),91,108
4,8:54.0,LA Lakers full timeout,,91,108
4,8:54.0,R. Bullock enters the game for J. Hart,,91,108
4,8:54.0,L. James enters the game for B. Ingram,,91,108
4,8:54.0,K. Kuzma enters the game for J. McGee,,91,108
4,8:47.0,Personal foul by S. Johnson (drawn by L. James),,91,108
4,8:35.0,K. Kuzma makes 2-pt jump shot from 5 ft (assist by L. Stephenson),,93,108
4,8:21.0,,Personal foul by R. Rondo (drawn by C. Diallo),93,108
4,8:09.0,,Turnover by E. Payton (bad pass; steal by L. James),93,108
4,8:08.0,Personal foul by I. Clark (drawn by L. James),,93,108
4,8:08.0,,J. Holiday enters the game for F. Jackson,93,108
4,8:01.0,L. Stephenson makes 2-pt layup from 3 ft (assist by K. Kuzma),,95,108
4,7:43.0,,Turnover by E. Payton (bad pass; steal by R. Rondo),95,108
4,7:41.0,Turnover by R. Rondo (lost ball; steal by I. Clark),,95,108
4,7:32.0,,J. Holiday makes 3-pt jump shot from 25 ft,95,111
4,7:20.0,Offensive foul by L. Stephenson (drawn by E. Payton),,95,111
4,7:20.0,Turnover by L. Stephenson (offensive foul),,95,111
4,7:20.0,Technical foul by L. Stephenson,,95,111
4,7:20.0,,I. Clark makes technical free throw,95,112
4,7:20.0,,J. Randle enters the game for C. Diallo,95,112
4,7:20.0,,K. Williams enters the game for S. Johnson,95,112
4,7:06.0,,J. Holiday makes 3-pt jump shot from 24 ft,95,115
4,6:52.0,R. Rondo makes 2-pt jump shot from 21 ft (assist by L. James),,97,115
4,6:41.0,Violation by Team (kicked ball),,97,115
4,6:41.0,,F. Jackson enters the game for E. Payton,97,115
