QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
1,6:06.0,K. Leonard makes 3-pt jump shot from 25 ft,,18,11
1,5:48.0,,T. Harris misses 2-pt jump shot from 9 ft,18,11
1,5:45.0,,Offensive rebound by G. Monroe,18,11
1,5:43.0,,G. Monroe misses 2-pt layup from 2 ft,18,11
1,5:43.0,Defensive rebound by M. Gasol,,18,11
1,5:35.0,K. Lowry misses 3-pt jump shot from 26 ft,,18,11
1,5:32.0,,Defensive rebound by B. Simmons,18,11
1,5:27.0,,Offensive foul by J. Butler (drawn by D. Green),18,11
1,5:27.0,,Turnover by J. Butler (offensive foul),18,11
1,5:27.0,S. Ibaka enters the game for P. Siakam,,18,11
1,5:27.0,,M. Scott enters the game for J. Butler,18,11
1,5:11.0,Turnover by K. Leonard (bad pass),,18,11
1,4:59.0,,Turnover by J. Ennis (offensive foul),18,11
1,4:59.0,,Offensive foul by J. Ennis (drawn by D. Green),18,11
1,4:49.0,Personal foul by B. Simmons (drawn by K. Leonard),,18,11
1,4:40.0,M. Gasol misses 3-pt jump shot from 26 ft,,18,11
1,4:37.0,,Defensive rebound by G. Monroe,18,11
1,4:32.0,,B. Simmons misses 2-pt layup from 1 ft,18,11
1,4:29.0,Defensive rebound by M. Gasol,,18,11
1,4:25.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),,20,11
1,4:08.0,,T. Harris misses 2-pt layup from 4 ft,20,11
1,4:06.0,Defensive rebound by K. Leonard,,20,11
1,4:03.0,Shooting foul by B. Simmons (drawn by K. Leonard),,20,11
1,4:03.0,K. Leonard makes free throw 1 of 2,,21,11
1,4:03.0,P. Siakam enters the game for M. Gasol,,21,11
1,4:03.0,F. VanVleet enters the game for K. Lowry,,21,11
1,4:03.0,,J. Butler enters the game for B. Simmons,21,11
1,4:03.0,K. Leonard makes free throw 2 of 2,,22,11
1,3:47.0,,M. Scott misses 3-pt jump shot from 24 ft,22,11
1,3:44.0,,Offensive rebound by J. Ennis,22,11
1,3:42.0,,J. Ennis misses 2-pt layup from 4 ft,22,11
1,3:42.0,,Offensive rebound by G. Monroe,22,11
1,3:38.0,,G. Monroe misses 2-pt layup from 3 ft,22,11
1,3:36.0,Defensive rebound by K. Leonard,,22,11
1,3:33.0,D. Green misses 3-pt jump shot from 27 ft,,22,11
1,3:29.0,,Defensive rebound by J. Butler,22,11
1,3:22.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by T. Harris),22,13
1,3:14.0,Toronto full timeout,,22,13
1,3:14.0,,J. Embiid enters the game for T. Harris,22,13
1,3:14.0,,J. Redick enters the game for G. Monroe,22,13
1,3:04.0,P. Siakam misses 2-pt jump shot from 14 ft,,22,13
1,3:02.0,,Defensive rebound by J. Redick,22,13
1,2:46.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by J. Butler),22,16
1,2:19.0,K. Leonard misses 2-pt jump shot from 15 ft,,22,16
1,2:17.0,,Defensive rebound by J. Butler,22,16
1,2:05.0,,J. Redick misses 3-pt jump shot from 27 ft,22,16
1,2:02.0,Defensive rebound by K. Leonard,,22,16
1,1:57.0,S. Ibaka misses 3-pt jump shot from 25 ft,,22,16
1,1:54.0,,Defensive rebound by M. Scott,22,16
1,1:38.0,,Shooting foul by P. Siakam (drawn by J. Embiid),22,16
1,1:38.0,,J. Embiid makes free throw 1 of 2,22,17
1,1:38.0,P. McCaw enters the game for D. Green,,22,17
1,1:38.0,,J. Embiid makes free throw 2 of 2,22,18
1,1:20.0,P. Siakam misses 3-pt jump shot from 25 ft,,22,18
1,1:17.0,,Defensive rebound by J. Butler,22,18
1,1:13.0,,Shooting foul by S. Ibaka (drawn by J. Butler),22,18
1,1:13.0,,J. Butler makes free throw 1 of 2,22,19
1,1:13.0,,J. Butler misses free throw 2 of 2,22,19
1,1:10.0,Defensive rebound by S. Ibaka,,22,19
1,1:00.0,P. Siakam misses 2-pt jump shot from 16 ft,,22,19
1,0:58.0,Offensive rebound by S. Ibaka,,22,19
1,0:58.0,S. Ibaka makes 2-pt layup from 1 ft,,24,19
1,0:48.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Embiid),24,21
1,0:40.0,F. VanVleet misses 2-pt jump shot from 17 ft,,24,21
1,0:37.0,,Defensive rebound by J. Embiid,24,21
1,0:22.0,,J. Embiid misses 2-pt jump shot from 8 ft,24,21
1,0:20.0,Defensive rebound by P. Siakam,,24,21
1,0:05.0,Personal foul by M. Scott (drawn by K. Leonard),,24,21
1,0:05.0,M. Gasol enters the game for S. Ibaka,,24,21
1,0:05.0,K. Lowry enters the game for P. Siakam,,24,21
1,0:01.0,M. Gasol misses 3-pt jump shot from 25 ft,,24,21
1,0:01.0,,Defensive rebound by J. Ennis,24,21
2,11:47.0,,T. Harris makes 2-pt dunk from 1 ft (assist by J. Embiid),24,23
2,11:31.0,K. Lowry misses 3-pt jump shot from 25 ft,,24,23
2,11:28.0,,Defensive rebound by J. Embiid,24,23
2,11:23.0,,Personal foul by P. McCaw (drawn by J. Butler),24,23
2,11:11.0,,Turnover by J. Redick (bad pass; steal by P. McCaw),24,23
2,11:06.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),,26,23
2,10:44.0,,T. Harris makes 2-pt layup from 1 ft,26,25
2,10:27.0,M. Gasol makes 2-pt jump shot from 10 ft (assist by N. Powell),,28,25
2,10:10.0,,J. Embiid misses 2-pt layup from 2 ft,28,25
2,10:08.0,Defensive rebound by K. Lowry,,28,25
2,9:59.0,P. McCaw misses 2-pt jump shot from 7 ft,,28,25
2,9:55.0,Offensive rebound by P. McCaw,,28,25
2,9:53.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by P. McCaw),,31,25
2,9:38.0,,Personal foul by M. Gasol (drawn by T. Harris),31,25
2,9:25.0,,T. Harris misses 3-pt jump shot from 26 ft,31,25
2,9:22.0,Defensive rebound by N. Powell,,31,25
2,9:13.0,Turnover by M. Gasol (bad pass; steal by T. Harris),,31,25
2,9:08.0,,J. Redick makes 3-pt jump shot from 26 ft,31,28
2,9:08.0,K. Leonard enters the game for P. McCaw,,31,28
2,9:08.0,,B. Simmons enters the game for J. Butler,31,28
2,8:41.0,Turnover by K. Leonard (bad pass; steal by J. Ennis),,31,28
2,8:36.0,,T. Harris misses 2-pt layup from 2 ft (block by S. Ibaka),31,28
2,8:33.0,Defensive rebound by K. Lowry,,31,28
2,8:28.0,N. Powell misses 3-pt jump shot from 23 ft,,31,28
2,8:25.0,,Defensive rebound by J. Embiid,31,28
2,8:10.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. Harris),31,30
2,8:01.0,Toronto full timeout,,31,30
2,8:01.0,D. Green enters the game for S. Ibaka,,31,30
2,8:01.0,P. Siakam enters the game for N. Powell,,31,30
2,8:01.0,,G. Monroe enters the game for J. Embiid,31,30
2,7:45.0,K. Leonard misses 2-pt layup from 5 ft (block by G. Monroe),,31,30
2,7:42.0,Offensive rebound by M. Gasol,,31,30
2,7:41.0,D. Green misses 3-pt jump shot from 25 ft,,31,30
2,7:41.0,,Defensive rebound by J. Ennis,31,30
2,7:36.0,,Turnover by T. Harris (lost ball; steal by P. Siakam),31,30
2,7:36.0,Personal take foul by G. Monroe (drawn by P. Siakam),,31,30
2,7:24.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Leonard),,34,30
2,7:22.0,,Philadelphia full timeout,34,30
2,7:22.0,S. Ibaka enters the game for M. Gasol,,34,30
2,7:04.0,,J. Redick misses 3-pt jump shot from 27 ft,34,30
2,7:01.0,Defensive rebound by S. Ibaka,,34,30
2,6:57.0,K. Lowry misses 2-pt layup from 2 ft,,34,30
2,6:54.0,,Defensive rebound by J. Redick,34,30
2,6:47.0,,J. Ennis misses 3-pt jump shot from 23 ft,34,30
2,6:44.0,Defensive rebound by P. Siakam,,34,30
2,6:30.0,Shooting foul by T. Harris (drawn by K. Leonard),,34,30
2,6:30.0,K. Leonard makes free throw 1 of 2,,35,30
2,6:30.0,,J. Butler enters the game for J. Redick,35,30
2,6:30.0,K. Leonard makes free throw 2 of 2,,36,30
2,6:17.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by B. Simmons),36,32
2,6:07.0,K. Leonard misses 2-pt hook shot from 5 ft,,36,32
2,6:05.0,Offensive rebound by Team,,36,32
2,6:00.0,S. Ibaka misses 3-pt jump shot from 25 ft,,36,32
2,5:56.0,,Defensive rebound by B. Simmons,36,32
2,5:37.0,,J. Butler misses 2-pt jump shot from 5 ft,36,32
2,5:35.0,Defensive rebound by S. Ibaka,,36,32
2,5:31.0,Turnover by D. Green (offensive foul),,36,32
2,5:31.0,Offensive foul by D. Green (drawn by J. Ennis),,36,32
2,5:17.0,,G. Monroe misses 2-pt layup from 4 ft (block by S. Ibaka),36,32
2,5:14.0,Defensive rebound by S. Ibaka,,36,32
2,5:03.0,Turnover by K. Leonard (lost ball; steal by B. Simmons),,36,32
2,5:00.0,,Shooting foul by D. Green (drawn by J. Butler),36,32
2,5:00.0,,J. Butler makes free throw 1 of 2,36,33
2,5:00.0,,J. Butler makes free throw 2 of 2,36,34
2,4:45.0,P. Siakam misses 2-pt jump shot from 14 ft,,36,34
2,4:43.0,,Defensive rebound by T. Harris,36,34
2,4:43.0,,Personal foul by K. Lowry (drawn by T. Harris),36,34
2,4:43.0,M. Gasol enters the game for S. Ibaka,,36,34
2,4:22.0,,J. Butler misses 2-pt jump shot from 21 ft,36,34
2,4:19.0,Defensive rebound by K. Leonard,,36,34
2,4:12.0,K. Leonard misses 3-pt jump shot from 27 ft (block by B. Simmons),,36,34
2,4:08.0,Offensive rebound by K. Leonard,,36,34
2,4:07.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,39,34
2,3:49.0,,Personal foul by D. Green (drawn by B. Simmons),39,34
2,3:49.0,,Offensive rebound by Team,39,34
2,3:49.0,,B. Simmons misses free throw 1 of 2,39,34
2,3:49.0,S. Ibaka enters the game for P. Siakam,,39,34
2,3:49.0,,J. Embiid enters the game for J. Ennis,39,34
2,3:49.0,,J. Redick enters the game for G. Monroe,39,34
2,3:49.0,,B. Simmons misses free throw 2 of 2,39,34
2,3:46.0,Defensive rebound by K. Leonard,,39,34
2,3:37.0,K. Leonard makes 2-pt dunk at rim,,41,34
2,3:21.0,,Turnover by J. Redick (traveling),41,34
2,3:07.0,S. Ibaka makes 2-pt hook shot from 4 ft (assist by M. Gasol),,43,34
2,2:49.0,,T. Harris makes 2-pt layup from 2 ft,43,36
2,2:34.0,S. Ibaka misses 2-pt dunk from 2 ft (block by J. Embiid),,43,36
2,2:32.0,,Defensive rebound by B. Simmons,43,36
2,2:23.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),43,38
2,2:10.0,Toronto full timeout,,43,38
2,2:00.0,S. Ibaka misses 2-pt dunk from 2 ft (block by J. Embiid),,43,38
2,1:59.0,Offensive rebound by Team,,43,38
2,1:59.0,Turnover by Team (shot clock),,43,38
2,1:42.0,,T. Harris misses 3-pt jump shot from 26 ft,43,38
2,1:39.0,,Offensive rebound by J. Butler,43,38
2,1:38.0,,J. Butler makes 2-pt jump shot from 11 ft,43,40
2,1:24.0,K. Lowry misses 2-pt jump shot from 6 ft,,43,40
2,1:22.0,Offensive rebound by K. Lowry,,43,40
2,1:19.0,K. Lowry misses 3-pt jump shot from 24 ft,,43,40
2,1:15.0,Offensive rebound by K. Leonard,,43,40
2,1:14.0,K. Leonard makes 2-pt layup from 2 ft,,45,40
2,0:57.0,,B. Simmons misses 2-pt layup from 1 ft,45,40
2,0:54.0,Defensive rebound by D. Green,,45,40
2,0:47.0,M. Gasol misses 3-pt jump shot from 25 ft,,45,40
2,0:44.0,,Defensive rebound by J. Embiid,45,40
2,0:30.0,,Shooting foul by M. Gasol (drawn by J. Embiid),45,40
2,0:30.0,,J. Embiid makes free throw 1 of 2,45,41
2,0:30.0,,J. Ennis enters the game for J. Redick,45,41
2,0:30.0,,M. Scott enters the game for B. Simmons,45,41
2,0:30.0,,J. Embiid makes free throw 2 of 2,45,42
2,0:19.0,K. Leonard makes 2-pt layup from 3 ft,,47,42
2,0:01.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by M. Scott),47,45
2,0:00.0,Personal foul by J. Butler (drawn by K. Lowry),,47,45
2,0:00.0,,B. Marjanović enters the game for J. Ennis,47,45
2,0:00.0,Turnover by K. Lowry (bad pass; steal by J. Embiid),,47,45
3,11:44.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by J. Embiid),47,47
3,11:20.0,Turnover by K. Leonard (lost ball; steal by B. Simmons),,47,47
3,11:08.0,,T. Harris misses 3-pt jump shot from 24 ft,47,47
3,11:02.0,,Offensive rebound by T. Harris,47,47
3,11:00.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),47,49
3,10:55.0,Toronto full timeout,,47,49
3,10:39.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by K. Lowry),,49,49
3,10:17.0,,J. Butler misses 2-pt jump shot from 10 ft,49,49
3,10:14.0,Defensive rebound by K. Leonard,,49,49
3,10:09.0,K. Leonard makes 3-pt jump shot from 26 ft,,52,49
3,9:47.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),52,51
3,9:36.0,Turnover by D. Green (step out of bounds),,52,51
3,9:18.0,,T. Harris misses 3-pt jump shot from 25 ft,52,51
3,9:15.0,,Offensive rebound by J. Butler,52,51
3,9:10.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by J. Butler),52,54
3,8:45.0,K. Leonard misses 2-pt jump shot from 11 ft,,52,54
3,8:42.0,,Defensive rebound by J. Butler,52,54
3,8:35.0,,T. Harris misses 3-pt jump shot from 25 ft,52,54
3,8:32.0,Defensive rebound by K. Lowry,,52,54
3,8:25.0,K. Lowry misses 3-pt jump shot from 26 ft,,52,54
3,8:21.0,,Defensive rebound by T. Harris,52,54
3,8:11.0,,Personal foul by P. Siakam (drawn by J. Redick),52,54
3,8:04.0,,Turnover by J. Butler (bad pass; steal by D. Green),52,54
3,7:57.0,M. Gasol misses 3-pt jump shot from 26 ft,,52,54
3,7:54.0,,Defensive rebound by B. Simmons,52,54
3,7:48.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by B. Simmons),52,57
3,7:28.0,K. Lowry makes 2-pt jump shot from 14 ft,,54,57
3,7:13.0,,Shooting foul by P. Siakam (drawn by J. Redick),54,57
3,7:13.0,,J. Redick makes free throw 1 of 3,54,58
3,7:13.0,,J. Redick makes free throw 2 of 3,54,59
3,7:13.0,,G. Monroe enters the game for J. Embiid,54,59
3,7:13.0,,J. Redick makes free throw 3 of 3,54,60
3,6:56.0,K. Leonard makes 3-pt jump shot from 26 ft,,57,60
3,6:33.0,,Turnover by T. Harris (bad pass),57,60
3,6:33.0,,J. Ennis enters the game for J. Redick,57,60
3,6:23.0,P. Siakam misses 2-pt layup from 3 ft,,57,60
3,6:23.0,,Defensive rebound by Team,57,60
3,6:23.0,Loose ball foul by K. Leonard (drawn by J. Butler),,57,60
3,6:06.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by T. Harris),57,62
3,5:49.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by P. Siakam),,59,62
3,5:23.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by B. Simmons),59,65
3,5:13.0,Shooting foul by G. Monroe (drawn by D. Green),,59,65
3,5:13.0,D. Green makes free throw 1 of 2,,60,65
3,5:13.0,S. Ibaka enters the game for M. Gasol,,60,65
3,5:13.0,,M. Scott enters the game for T. Harris,60,65
3,5:13.0,D. Green makes free throw 2 of 2,,61,65
3,4:54.0,,Turnover by J. Butler (bad pass; steal by P. Siakam),61,65
3,4:44.0,Shooting foul by G. Monroe (drawn by D. Green),,61,65
3,4:44.0,,Technical foul by G. Monroe,61,65
3,4:44.0,K. Leonard makes technical free throw,,62,65
3,4:44.0,D. Green makes free throw 1 of 2,,63,65
3,4:44.0,D. Green makes free throw 2 of 2,,64,65
3,4:24.0,,J. Ennis misses 3-pt jump shot from 25 ft,64,65
3,4:21.0,Defensive rebound by S. Ibaka,,64,65
3,4:15.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,66,65
3,4:15.0,,Philadelphia full timeout,66,65
3,4:15.0,,J. Embiid enters the game for J. Butler,66,65
3,4:15.0,,J. Redick enters the game for G. Monroe,66,65
3,3:59.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by J. Embiid),66,68
3,3:36.0,K. Leonard makes 2-pt jump shot from 14 ft,,68,68
3,3:10.0,,J. Embiid makes 2-pt layup from 1 ft,68,70
3,2:52.0,,Violation by Team (kicked ball),68,70
3,2:52.0,M. Gasol enters the game for K. Lowry,,68,70
3,2:52.0,F. VanVleet enters the game for P. Siakam,,68,70
3,2:40.0,F. VanVleet misses 2-pt jump shot from 17 ft (block by J. Ennis),,68,70
3,2:37.0,,Defensive rebound by J. Ennis,68,70
3,2:20.0,,B. Simmons makes 2-pt layup from 2 ft,68,72
3,2:03.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Gasol),,71,72
3,1:47.0,,M. Scott misses 3-pt jump shot from 26 ft,71,72
3,1:45.0,Defensive rebound by D. Green,,71,72
3,1:33.0,Personal foul by B. Simmons (drawn by K. Leonard),,71,72
3,1:33.0,,T. Harris enters the game for J. Ennis,71,72
3,1:26.0,M. Gasol makes 2-pt dunk from 4 ft (assist by K. Leonard),,73,72
3,1:07.0,,J. Redick misses 3-pt jump shot from 23 ft,73,72
3,1:05.0,Defensive rebound by S. Ibaka,,73,72
3,0:56.0,S. Ibaka misses 3-pt jump shot from 26 ft,,73,72
3,0:53.0,,Defensive rebound by J. Embiid,73,72
3,0:34.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Redick),73,75
3,0:18.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by M. Gasol),,75,75
3,0:00.0,,Personal foul by F. VanVleet (drawn by B. Simmons),75,75
3,0:00.0,,Turnover by (5 sec),75,75
4,11:48.0,S. Ibaka misses 2-pt hook shot from 6 ft (block by J. Butler),,75,75
4,11:44.0,,Defensive rebound by J. Embiid,75,75
4,11:35.0,,Shooting foul by S. Ibaka (drawn by J. Butler),75,75
4,11:35.0,,J. Butler misses free throw 1 of 2,75,75
4,11:35.0,,Offensive rebound by Team,75,75
4,11:35.0,,J. Butler makes free throw 2 of 2,75,76
4,11:18.0,D. Green misses 2-pt jump shot from 7 ft,,75,76
4,11:12.0,,Defensive rebound by J. Butler,75,76
4,11:05.0,,J. Ennis misses 3-pt jump shot from 23 ft,75,76
4,11:04.0,,Offensive rebound by J. Butler,75,76
4,11:04.0,,Shooting foul by D. Green (drawn by J. Butler),75,76
4,11:04.0,,J. Butler makes free throw 1 of 2,75,77
4,11:04.0,,J. Butler makes free throw 2 of 2,75,78
4,10:46.0,K. Lowry makes 2-pt layup from 2 ft,,77,78
4,10:32.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Butler),77,81
4,10:16.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by K. Lowry),,79,81
4,10:02.0,,J. Butler misses 2-pt jump shot from 18 ft,79,81
4,10:00.0,Defensive rebound by Team,,79,81
4,10:00.0,,Loose ball foul by J. Embiid (drawn by S. Ibaka),79,81
4,10:00.0,K. Leonard enters the game for D. Green,,79,81
4,10:00.0,,B. Simmons enters the game for J. Redick,79,81
4,9:47.0,P. Siakam makes 2-pt dunk from 2 ft,,81,81
4,9:46.0,,Philadelphia full timeout,81,81
4,9:34.0,,Personal foul by K. Lowry (drawn by J. Ennis),81,81
4,9:18.0,,J. Butler makes 3-pt jump shot from 26 ft,81,84
4,9:14.0,Away from play foul by J. Ennis (drawn by K. Lowry),,81,84
4,9:14.0,K. Leonard misses free throw 1 of 1,,81,84
4,9:14.0,Offensive rebound by Team,,81,84
4,8:47.0,K. Lowry misses 2-pt jump shot from 13 ft,,81,84
4,8:45.0,,Defensive rebound by T. Harris,81,84
4,8:27.0,,J. Butler misses 2-pt layup from 3 ft,81,84
4,8:26.0,,Offensive rebound by Team,81,84
4,8:24.0,,T. Harris misses 3-pt jump shot from 25 ft,81,84
4,8:22.0,,Offensive rebound by Team,81,84
4,8:22.0,Loose ball foul by P. Siakam (drawn by B. Simmons),,81,84
4,8:14.0,,T. Harris misses 2-pt dunk from 2 ft (block by S. Ibaka),81,84
4,8:12.0,Defensive rebound by K. Lowry,,81,84
4,7:55.0,Turnover by K. Leonard (out of bounds lost ball),,81,84
4,7:55.0,D. Green enters the game for P. Siakam,,81,84
4,7:38.0,,T. Harris misses 3-pt jump shot from 23 ft,81,84
4,7:36.0,Defensive rebound by K. Leonard,,81,84
4,7:36.0,Personal take foul by J. Ennis (drawn by K. Lowry),,81,84
4,7:36.0,,M. Scott enters the game for J. Embiid,81,84
4,7:22.0,M. Gasol misses 2-pt hook shot from 7 ft,,81,84
4,7:20.0,Offensive rebound by S. Ibaka,,81,84
4,7:20.0,Personal foul by M. Scott (drawn by S. Ibaka),,81,84
4,7:09.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Leonard),,84,84
4,6:42.0,,J. Butler misses 3-pt jump shot from 27 ft,84,84
4,6:39.0,,Offensive rebound by J. Ennis,84,84
4,6:36.0,,Turnover by M. Scott (bad pass),84,84
4,6:20.0,Shooting foul by M. Scott (drawn by K. Leonard),,84,84
4,6:20.0,K. Leonard makes free throw 1 of 2,,85,84
4,6:20.0,,J. Redick enters the game for J. Ennis,85,84
4,6:20.0,K. Leonard misses free throw 2 of 2,,85,84
4,6:18.0,,Defensive rebound by T. Harris,85,84
4,6:05.0,,M. Scott misses 3-pt jump shot from 26 ft,85,84
4,6:01.0,Defensive rebound by K. Lowry,,85,84
4,5:49.0,K. Leonard misses 3-pt jump shot from 26 ft,,85,84
4,5:46.0,,Defensive rebound by M. Scott,85,84
4,5:42.0,,Philadelphia full timeout,85,84
4,5:42.0,,J. Embiid enters the game for M. Scott,85,84
4,5:31.0,,Personal foul by M. Gasol (drawn by J. Embiid),85,84
4,5:31.0,,J. Embiid misses free throw 1 of 2,85,84
4,5:31.0,,Offensive rebound by Team,85,84
4,5:31.0,,J. Embiid misses free throw 2 of 2,85,84
4,5:29.0,Defensive rebound by K. Leonard,,85,84
4,5:07.0,M. Gasol misses 3-pt jump shot from 27 ft,,85,84
4,5:03.0,Offensive rebound by K. Leonard,,85,84
4,4:56.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Leonard),,87,84
4,4:37.0,,Turnover by J. Embiid (lost ball; steal by D. Green),87,84
4,4:24.0,Turnover by K. Leonard (bad pass; steal by J. Embiid),,87,84
4,4:23.0,,Personal foul by D. Green (drawn by J. Embiid),87,84
4,4:23.0,,J. Embiid misses free throw 1 of 2,87,84
4,4:23.0,,Offensive rebound by Team,87,84
4,4:23.0,,J. Embiid makes free throw 2 of 2,87,85
4,4:10.0,Offensive foul by M. Gasol (drawn by J. Embiid),,87,85
4,4:10.0,Turnover by M. Gasol (offensive foul),,87,85
4,4:02.0,,Turnover by J. Embiid (traveling),87,85
4,4:02.0,Toronto full timeout,,87,85
4,3:48.0,K. Leonard makes 2-pt jump shot from 13 ft,,89,85
4,3:22.0,,T. Harris misses 3-pt jump shot from 26 ft,89,85
4,3:16.0,,Offensive rebound by B. Simmons,89,85
4,3:16.0,,B. Simmons misses 2-pt layup from 1 ft,89,85
4,3:15.0,Defensive rebound by D. Green,,89,85
4,3:01.0,K. Leonard misses 2-pt jump shot from 14 ft,,89,85
4,2:58.0,,Defensive rebound by J. Redick,89,85
4,2:46.0,,J. Butler misses 3-pt jump shot from 26 ft,89,85
4,2:43.0,,Offensive rebound by J. Butler,89,85
4,2:35.0,,Shooting foul by K. Leonard (drawn by J. Butler),89,85
4,2:35.0,,J. Butler makes free throw 1 of 2,89,86
4,2:35.0,,J. Butler makes free throw 2 of 2,89,87
4,2:22.0,Personal foul by J. Embiid (drawn by K. Leonard),,89,87
4,2:22.0,K. Leonard makes free throw 1 of 2,,90,87
4,2:22.0,K. Leonard makes free throw 2 of 2,,91,87
4,2:07.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Butler),91,90
4,1:45.0,Toronto full timeout,,91,90
4,1:43.0,Turnover by M. Gasol (bad pass; steal by T. Harris),,91,90
4,1:25.0,,J. Embiid misses 2-pt jump shot from 3 ft,91,90
4,1:23.0,Defensive rebound by S. Ibaka,,91,90
4,1:01.0,K. Leonard makes 3-pt jump shot from 26 ft,,94,90
4,0:44.0,,T. Harris misses 3-pt jump shot from 22 ft,94,90
4,0:40.0,Defensive rebound by D. Green,,94,90
4,0:38.0,Personal take foul by B. Simmons (drawn by D. Green),,94,90
