QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
2,4:53.0,D. White makes 2-pt jump shot from 8 ft (assist by M. Belinelli),,45,45
2,4:35.0,,K. Towns makes 2-pt layup from 4 ft,45,47
2,4:24.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. White),,48,47
2,3:59.0,,A. Tolliver misses 3-pt jump shot from 23 ft,48,47
2,3:56.0,Defensive rebound by D. Bertāns,,48,47
2,3:41.0,P. Mills misses 3-pt jump shot from 24 ft,,48,47
2,3:36.0,,Defensive rebound by A. Wiggins,48,47
2,3:30.0,,K. Towns misses 3-pt jump shot from 26 ft,48,47
2,3:28.0,Defensive rebound by D. Bertāns,,48,47
2,3:23.0,Turnover by M. Belinelli (bad pass),,48,47
2,3:23.0,Loose ball foul by J. Poeltl (drawn by K. Towns),,48,47
2,3:08.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by J. Teague),48,49
2,3:07.0,San Antonio full timeout,,48,49
2,3:07.0,L. Aldridge enters the game for J. Poeltl,,48,49
2,3:07.0,,D. Rose enters the game for J. Okogie,48,49
2,2:58.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),,50,49
2,2:32.0,,A. Wiggins misses 3-pt jump shot from 23 ft,50,49
2,2:29.0,,Offensive rebound by D. Rose,50,49
2,2:29.0,R. Gay enters the game for D. White,,50,49
2,2:18.0,,Shooting foul by L. Aldridge (drawn by A. Tolliver),50,49
2,2:18.0,,A. Tolliver makes free throw 1 of 2,50,50
2,2:18.0,,A. Tolliver makes free throw 2 of 2,50,51
2,2:07.0,P. Mills misses 3-pt jump shot from 24 ft,,50,51
2,2:04.0,,Defensive rebound by K. Towns,50,51
2,1:47.0,,K. Towns misses 2-pt hook shot from 9 ft,50,51
2,1:45.0,Defensive rebound by L. Aldridge,,50,51
2,1:38.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,53,51
2,1:09.0,,Shooting foul by D. Bertāns (drawn by K. Towns),53,51
2,1:09.0,,K. Towns makes free throw 1 of 2,53,52
2,1:09.0,,K. Towns makes free throw 2 of 2,53,53
2,1:00.0,Personal foul by A. Wiggins (drawn by R. Gay),,53,53
2,1:00.0,R. Gay makes free throw 1 of 2,,54,53
2,1:00.0,J. Poeltl enters the game for L. Aldridge,,54,53
2,1:00.0,,T. Gibson enters the game for K. Towns,54,53
2,1:00.0,R. Gay makes free throw 2 of 2,,55,53
2,0:43.0,,J. Teague misses 2-pt layup from 2 ft (block by R. Gay),55,53
2,0:40.0,Defensive rebound by D. Bertāns,,55,53
2,0:38.0,M. Belinelli misses 3-pt jump shot from 25 ft,,55,53
2,0:34.0,Offensive rebound by R. Gay,,55,53
2,0:32.0,P. Mills makes 3-pt jump shot from 23 ft (assist by R. Gay),,58,53
2,0:18.0,,A. Wiggins makes 3-pt jump shot from 28 ft (assist by J. Teague),58,56
2,0:02.0,Turnover by R. Gay (out of bounds lost ball),,58,56
2,0:02.0,,K. Towns enters the game for T. Gibson,58,56
2,0:00.0,,Shooting foul by J. Poeltl (drawn by K. Towns),58,56
2,0:00.0,,K. Towns makes free throw 1 of 2,58,57
2,0:00.0,,K. Towns makes free throw 2 of 2,58,58
3,12:00.0,,Violation by Team (delay of game),58,58
3,11:45.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by T. Gibson),58,60
3,11:31.0,Turnover by P. Gasol (bad pass),,58,60
3,11:14.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Gibson),58,63
3,11:01.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by R. Gay),,61,63
3,10:37.0,,K. Towns misses 2-pt jump shot from 8 ft (block by L. Aldridge),61,63
3,10:36.0,,Offensive rebound by Team,61,63
3,10:35.0,,Turnover by J. Teague (bad pass),61,63
3,10:25.0,Shooting foul by K. Towns (drawn by L. Aldridge),,61,63
3,10:25.0,L. Aldridge makes free throw 1 of 2,,62,63
3,10:25.0,L. Aldridge misses free throw 2 of 2,,62,63
3,10:23.0,Offensive rebound by L. Aldridge,,62,63
3,10:13.0,R. Gay makes 2-pt jump shot from 20 ft,,64,63
3,10:02.0,,Offensive foul by K. Towns (drawn by D. White),64,63
3,10:02.0,,Turnover by K. Towns (offensive foul),64,63
3,10:02.0,,G. Dieng enters the game for K. Towns,64,63
3,9:47.0,R. Gay makes 2-pt jump shot from 8 ft (assist by D. White),,66,63
3,9:34.0,,A. Wiggins misses 2-pt jump shot from 13 ft,66,63
3,9:32.0,,Offensive rebound by Team,66,63
3,9:22.0,,J. Teague makes 2-pt jump shot from 12 ft,66,65
3,9:05.0,L. Aldridge misses 2-pt jump shot from 7 ft,,66,65
3,9:05.0,,Defensive rebound by G. Dieng,66,65
3,8:58.0,,Shooting foul by D. White (drawn by J. Teague),66,65
3,8:58.0,,J. Teague makes free throw 1 of 2,66,66
3,8:58.0,,J. Teague makes free throw 2 of 2,66,67
3,8:46.0,Personal foul by T. Gibson (drawn by R. Gay),,66,67
3,8:43.0,,Violation by Team (kicked ball),66,67
3,8:34.0,L. Aldridge misses 2-pt layup from 7 ft,,66,67
3,8:32.0,Offensive rebound by P. Gasol,,66,67
3,8:32.0,Shooting foul by T. Gibson (drawn by P. Gasol),,66,67
3,8:32.0,P. Gasol makes free throw 1 of 2,,67,67
3,8:32.0,P. Gasol misses free throw 2 of 2,,67,67
3,8:29.0,,Defensive rebound by G. Dieng,67,67
3,8:16.0,,Shooting foul by B. Forbes (drawn by J. Okogie),67,67
3,8:16.0,,J. Okogie makes free throw 1 of 3,67,68
3,8:16.0,M. Belinelli enters the game for B. Forbes,,67,68
3,8:16.0,,J. Okogie makes free throw 2 of 3,67,69
3,8:16.0,,J. Okogie makes free throw 3 of 3,67,70
3,7:59.0,L. Aldridge misses 2-pt jump shot from 14 ft,,67,70
3,7:57.0,,Defensive rebound by A. Wiggins,67,70
3,7:48.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by J. Teague),67,73
3,7:47.0,San Antonio full timeout,,67,73
3,7:34.0,Turnover by M. Belinelli (bad pass),,67,73
3,7:21.0,,G. Dieng misses 2-pt jump shot from 20 ft,67,73
3,7:17.0,,Offensive rebound by A. Wiggins,67,73
3,7:16.0,,A. Wiggins makes 3-pt jump shot from 25 ft,67,76
3,6:57.0,Turnover by L. Aldridge (step out of bounds),,67,76
3,6:45.0,,T. Gibson misses 2-pt jump shot from 14 ft,67,76
3,6:42.0,Defensive rebound by P. Gasol,,67,76
3,6:34.0,Personal foul by G. Dieng (drawn by P. Gasol),,67,76
3,6:34.0,D. Bertāns enters the game for P. Gasol,,67,76
3,6:34.0,,D. Šarić enters the game for T. Gibson,67,76
3,6:26.0,Offensive foul by R. Gay (drawn by A. Wiggins),,67,76
3,6:26.0,Turnover by R. Gay (offensive foul),,67,76
3,6:06.0,,Shooting foul by D. Bertāns (drawn by J. Teague),67,76
3,6:06.0,,J. Teague makes free throw 1 of 2,67,77
3,6:06.0,D. Cunningham enters the game for D. Bertāns,,67,77
3,6:06.0,P. Mills enters the game for D. White,,67,77
3,6:06.0,,J. Teague misses free throw 2 of 2,67,77
3,6:03.0,Defensive rebound by M. Belinelli,,67,77
3,5:51.0,M. Belinelli misses 2-pt layup from 7 ft (block by G. Dieng),,67,77
3,5:48.0,,Defensive rebound by J. Teague,67,77
3,5:34.0,,J. Okogie misses 3-pt jump shot from 25 ft,67,77
3,5:30.0,Defensive rebound by R. Gay,,67,77
3,5:21.0,R. Gay makes 2-pt layup from 3 ft,,69,77
3,5:07.0,,D. Šarić misses 3-pt jump shot from 24 ft,69,77
3,5:07.0,Defensive rebound by L. Aldridge,,69,77
3,4:54.0,R. Gay misses 2-pt jump shot from 11 ft,,69,77
3,4:51.0,Offensive rebound by Team,,69,77
3,4:51.0,,J. Bayless enters the game for J. Okogie,69,77
3,4:51.0,,D. Rose enters the game for J. Teague,69,77
3,4:45.0,L. Aldridge makes 2-pt jump shot from 9 ft,,71,77
3,4:36.0,,D. Rose misses 2-pt jump shot from 7 ft,71,77
3,4:36.0,Defensive rebound by M. Belinelli,,71,77
3,4:30.0,Personal foul by D. Rose (drawn by R. Gay),,71,77
3,4:30.0,R. Gay misses free throw 1 of 2,,71,77
3,4:30.0,Offensive rebound by Team,,71,77
3,4:30.0,R. Gay makes free throw 2 of 2,,72,77
3,4:18.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by D. Rose),72,79
3,4:08.0,L. Aldridge makes 2-pt layup from 4 ft (assist by P. Mills),,74,79
3,4:08.0,Shooting foul by G. Dieng (drawn by L. Aldridge),,74,79
3,4:08.0,L. Aldridge misses free throw 1 of 1,,74,79
3,4:07.0,Offensive rebound by D. Cunningham,,74,79
3,4:07.0,D. Cunningham makes 2-pt layup from 1 ft,,76,79
3,4:04.0,,Minnesota full timeout,76,79
3,4:04.0,D. Bertāns enters the game for R. Gay,,76,79
3,3:52.0,,G. Dieng misses 2-pt jump shot from 20 ft,76,79
3,3:49.0,Defensive rebound by D. Cunningham,,76,79
3,3:41.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by P. Mills),,79,79
3,3:26.0,,Def 3 sec tech foul by Team,79,79
3,3:26.0,,D. Rose makes technical free throw,79,80
3,3:20.0,,J. Bayless makes 2-pt jump shot from 9 ft (assist by G. Dieng),79,82
3,3:10.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),,82,82
3,2:58.0,,G. Dieng misses 2-pt jump shot from 19 ft,82,82
3,2:58.0,Defensive rebound by D. Bertāns,,82,82
3,2:47.0,Personal foul by G. Dieng (drawn by L. Aldridge),,82,82
3,2:47.0,L. Aldridge misses free throw 1 of 2,,82,82
3,2:47.0,Offensive rebound by Team,,82,82
3,2:47.0,,T. Gibson enters the game for G. Dieng,82,82
3,2:47.0,,A. Tolliver enters the game for A. Wiggins,82,82
3,2:47.0,L. Aldridge makes free throw 2 of 2,,83,82
3,2:34.0,,D. Rose misses 2-pt jump shot from 7 ft,83,82
3,2:32.0,Defensive rebound by P. Mills,,83,82
3,2:27.0,L. Aldridge makes 2-pt layup from 2 ft,,85,82
3,2:15.0,,T. Gibson makes 2-pt layup from 1 ft (assist by D. Rose),85,84
3,1:58.0,D. Cunningham makes 2-pt layup from 3 ft (assist by P. Mills),,87,84
3,1:50.0,,D. Rose makes 2-pt jump shot from 18 ft,87,86
3,1:35.0,P. Mills misses 3-pt jump shot from 26 ft,,87,86
3,1:32.0,,Defensive rebound by T. Gibson,87,86
3,1:24.0,,D. Rose makes 2-pt layup from 1 ft (assist by T. Gibson),87,88
3,1:07.0,Def 3 sec tech foul by Team,,87,88
3,1:07.0,M. Belinelli makes technical free throw,,88,88
3,0:58.0,L. Aldridge misses 2-pt jump shot from 19 ft,,88,88
3,0:54.0,,Defensive rebound by T. Gibson,88,88
3,0:37.0,,J. Bayless misses 2-pt jump shot from 11 ft,88,88
3,0:35.0,,Offensive rebound by Team,88,88
3,0:35.0,Loose ball foul by L. Aldridge (drawn by D. Šarić),,88,88
3,0:35.0,J. Poeltl enters the game for L. Aldridge,,88,88
3,0:29.0,,D. Rose makes 2-pt jump shot from 16 ft,88,90
3,0:09.0,M. Belinelli misses 3-pt jump shot from 25 ft,,88,90
3,0:06.0,,Defensive rebound by A. Tolliver,88,90
3,0:00.0,,D. Rose misses 3-pt jump shot from 25 ft,88,90
3,0:00.0,,Offensive rebound by Team,88,90
4,11:50.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. White),,91,90
4,11:30.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by D. Rose),91,92
4,11:12.0,R. Gay misses 2-pt jump shot from 17 ft,,91,92
4,11:09.0,,Defensive rebound by K. Towns,91,92
4,10:59.0,,K. Towns misses 2-pt jump shot from 8 ft,91,92
4,10:56.0,,Offensive rebound by T. Gibson,91,92
4,10:53.0,,A. Tolliver misses 3-pt jump shot from 26 ft,91,92
4,10:51.0,,Offensive rebound by A. Tolliver,91,92
4,10:37.0,,Turnover by Team (shot clock),91,92
4,10:20.0,D. Bertāns misses 3-pt jump shot from 26 ft,,91,92
4,10:17.0,,Defensive rebound by K. Towns,91,92
4,10:17.0,,J. Okogie enters the game for J. Bayless,91,92
4,10:09.0,,Shooting foul by R. Gay (drawn by D. Rose),91,92
4,10:09.0,,D. Rose makes free throw 1 of 2,91,93
4,10:09.0,B. Forbes enters the game for M. Belinelli,,91,93
4,10:09.0,,D. Rose makes free throw 2 of 2,91,94
4,9:55.0,R. Gay makes 2-pt jump shot from 21 ft,,93,94
4,9:37.0,,K. Towns misses 3-pt jump shot from 23 ft,93,94
4,9:35.0,Defensive rebound by D. White,,93,94
4,9:25.0,Personal foul by J. Okogie (drawn by D. Bertāns),,93,94
4,9:25.0,,J. Teague enters the game for D. Rose,93,94
4,9:19.0,R. Gay makes 2-pt jump shot from 11 ft,,95,94
4,9:19.0,Shooting foul by K. Towns (drawn by R. Gay),,95,94
4,9:19.0,P. Mills enters the game for D. White,,95,94
4,9:19.0,,G. Dieng enters the game for K. Towns,95,94
4,9:19.0,R. Gay makes free throw 1 of 1,,96,94
4,9:10.0,,J. Teague makes 2-pt jump shot from 16 ft,96,96
4,8:57.0,J. Poeltl makes 2-pt jump shot from 6 ft (assist by B. Forbes),,98,96
4,8:45.0,,J. Teague misses 3-pt jump shot from 25 ft,98,96
4,8:44.0,Defensive rebound by B. Forbes,,98,96
4,8:37.0,Turnover by R. Gay (lost ball; steal by J. Okogie),,98,96
4,8:37.0,,Personal foul by R. Gay (drawn by J. Okogie),98,96
4,8:20.0,,Offensive foul by T. Gibson (drawn by J. Poeltl),98,96
4,8:20.0,,Turnover by T. Gibson (offensive foul),98,96
4,8:20.0,,D. Šarić enters the game for G. Dieng,98,96
4,7:59.0,J. Poeltl makes 2-pt layup at rim (assist by P. Mills),,100,96
4,7:48.0,,Offensive foul by J. Teague (drawn by P. Mills),100,96
4,7:48.0,,Turnover by J. Teague (offensive foul),100,96
4,7:48.0,L. Aldridge enters the game for P. Mills,,100,96
