QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
1,8:37.0,,I. Clark misses 3-pt jump shot from 25 ft,0,4
1,8:31.0,Defensive rebound by D. Cousins,,0,4
1,8:28.0,Turnover by D. Cousins (out of bounds lost ball),,0,4
1,8:09.0,,J. Okafor misses 2-pt hook shot from 6 ft,0,4
1,8:07.0,Defensive rebound by D. Green,,0,4
1,8:01.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),,3,4
1,7:45.0,,I. Clark misses 2-pt jump shot from 7 ft,3,4
1,7:45.0,Defensive rebound by D. Green,,3,4
1,7:45.0,Personal foul by I. Clark (drawn by D. Green),,3,4
1,7:35.0,J. Evans makes 2-pt jump shot from 13 ft,,5,4
1,7:18.0,,C. Wood misses 2-pt jump shot from 18 ft,5,4
1,7:15.0,Defensive rebound by A. McKinnie,,5,4
1,7:05.0,D. Green misses 2-pt jump shot from 8 ft,,5,4
1,7:03.0,,Defensive rebound by J. Okafor,5,4
1,6:50.0,,I. Clark misses 2-pt jump shot from 20 ft,5,4
1,6:46.0,Defensive rebound by J. Evans,,5,4
1,6:36.0,S. Curry misses 3-pt jump shot from 24 ft,,5,4
1,6:32.0,,Defensive rebound by E. Payton,5,4
1,6:24.0,,E. Payton makes 2-pt layup from 2 ft,5,6
1,6:05.0,D. Cousins misses 2-pt hook shot from 7 ft,,5,6
1,6:03.0,,Defensive rebound by J. Okafor,5,6
1,5:56.0,,I. Clark misses 3-pt jump shot from 26 ft,5,6
1,5:52.0,Defensive rebound by D. Cousins,,5,6
1,5:47.0,D. Cousins makes 2-pt dunk at rim,,7,6
1,5:47.0,Shooting foul by I. Clark (drawn by D. Cousins),,7,6
1,5:47.0,,New Orleans full timeout,7,6
1,5:47.0,D. Cousins misses free throw 1 of 1,,7,6
1,5:43.0,,Defensive rebound by C. Wood,7,6
1,5:31.0,,K. Williams misses 3-pt jump shot from 24 ft,7,6
1,5:28.0,,Offensive rebound by C. Wood,7,6
1,5:26.0,,Turnover by I. Clark (lost ball; steal by J. Evans),7,6
1,5:21.0,Turnover by J. Evans (lost ball; steal by I. Clark),,7,6
1,5:13.0,,K. Williams misses 2-pt jump shot from 6 ft,7,6
1,5:09.0,Defensive rebound by D. Green,,7,6
1,4:58.0,D. Cousins misses 3-pt jump shot from 25 ft,,7,6
1,4:55.0,,Defensive rebound by E. Payton,7,6
1,4:35.0,,J. Okafor makes 2-pt jump shot from 12 ft,7,8
1,4:19.0,Offensive foul by D. Cousins (drawn by K. Williams),,7,8
1,4:19.0,Turnover by D. Cousins (offensive foul),,7,8
1,4:19.0,D. Lee enters the game for D. Cousins,,7,8
1,4:19.0,K. Looney enters the game for J. Evans,,7,8
1,4:19.0,,C. Diallo enters the game for C. Wood,7,8
1,3:59.0,,I. Clark misses 2-pt jump shot from 9 ft,7,8
1,3:53.0,Defensive rebound by A. McKinnie,,7,8
1,3:47.0,A. McKinnie makes 2-pt layup from 2 ft (assist by S. Curry),,9,8
1,3:34.0,,J. Okafor makes 2-pt jump shot from 9 ft (assist by I. Clark),9,10
1,3:21.0,Turnover by S. Curry (lost ball; steal by J. Okafor),,9,10
1,3:21.0,,S. Hill enters the game for K. Williams,9,10
1,3:16.0,Golden State full timeout,,9,10
1,3:16.0,S. Livingston enters the game for A. McKinnie,,9,10
1,3:16.0,,D. Bertāns enters the game for E. Payton,9,10
1,3:04.0,,S. Hill misses 3-pt jump shot from 28 ft,9,10
1,2:59.0,Defensive rebound by D. Lee,,9,10
1,2:43.0,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Looney),,11,10
1,2:43.0,Q. Cook enters the game for S. Curry,,11,10
1,2:43.0,,C. Wood enters the game for J. Okafor,11,10
1,2:31.0,,I. Clark makes 2-pt jump shot from 12 ft (assist by S. Hill),11,12
1,2:31.0,,Shooting foul by Q. Cook (drawn by I. Clark),11,12
1,2:31.0,,I. Clark makes free throw 1 of 1,11,13
1,2:20.0,D. Lee misses 2-pt jump shot from 16 ft,,11,13
1,2:18.0,,Defensive rebound by Team,11,13
1,2:18.0,Loose ball foul by K. Looney (drawn by C. Wood),,11,13
1,2:05.0,,I. Clark makes 2-pt jump shot from 10 ft (assist by D. Bertāns),11,15
1,1:51.0,Shooting foul by C. Wood (drawn by D. Lee),,11,15
1,1:51.0,D. Lee makes free throw 1 of 2,,12,15
1,1:51.0,D. Lee makes free throw 2 of 2,,13,15
1,1:38.0,,I. Clark makes 2-pt jump shot from 18 ft,13,17
1,1:26.0,Q. Cook misses 2-pt jump shot from 17 ft,,13,17
1,1:21.0,,Defensive rebound by C. Diallo,13,17
1,1:11.0,,C. Wood misses 2-pt jump shot from 12 ft,13,17
1,1:06.0,Defensive rebound by D. Lee,,13,17
1,0:59.0,D. Lee makes 2-pt jump shot from 17 ft (assist by D. Green),,15,17
1,0:44.0,,C. Diallo misses 2-pt jump shot from 14 ft,15,17
1,0:41.0,Defensive rebound by D. Lee,,15,17
1,0:33.0,Turnover by D. Lee (bad pass),,15,17
1,0:26.0,,Personal foul by Q. Cook (drawn by I. Clark),15,17
1,0:12.0,,C. Wood misses 2-pt layup from 4 ft,15,17
1,0:11.0,,Offensive rebound by C. Wood,15,17
1,0:11.0,,C. Wood makes 2-pt dunk from 1 ft,15,19
1,0:01.0,Q. Cook makes 3-pt jump shot from 26 ft,,18,19
1,0:00.0,,Turnover by C. Wood (bad pass; steal by D. Lee),18,19
2,11:47.0,D. Lee misses 2-pt layup from 2 ft,,18,19
2,11:45.0,,Defensive rebound by C. Wood,18,19
2,11:41.0,,D. Bertāns misses 2-pt jump shot from 22 ft,18,19
2,11:38.0,Defensive rebound by D. Lee,,18,19
2,11:32.0,J. Jerebko misses 2-pt layup from 2 ft (block by E. Payton),,18,19
2,11:28.0,,Defensive rebound by E. Payton,18,19
2,11:24.0,,C. Diallo misses 2-pt jump shot from 10 ft,18,19
2,11:24.0,Defensive rebound by Q. Cook,,18,19
2,11:13.0,J. Jerebko misses 3-pt jump shot from 26 ft,,18,19
2,11:13.0,Offensive rebound by S. Livingston,,18,19
2,11:05.0,J. Jerebko makes 2-pt layup from 2 ft (assist by Q. Cook),,20,19
2,10:45.0,,S. Hill makes 2-pt jump shot from 21 ft,20,21
2,10:24.0,D. Cousins makes 2-pt layup from 3 ft,,22,21
2,10:16.0,,E. Payton misses 2-pt layup from 3 ft,22,21
2,10:14.0,Defensive rebound by S. Livingston,,22,21
2,10:00.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by Q. Cook),,25,21
2,9:46.0,,D. Bertāns misses 3-pt jump shot from 27 ft,25,21
2,9:42.0,Defensive rebound by D. Cousins,,25,21
2,9:36.0,Q. Cook misses 3-pt jump shot from 26 ft,,25,21
2,9:34.0,,Defensive rebound by S. Hill,25,21
2,9:26.0,,C. Diallo makes 2-pt hook shot from 6 ft (assist by S. Hill),25,23
2,9:09.0,D. Cousins misses 2-pt layup from 2 ft,,25,23
2,9:05.0,,Defensive rebound by C. Diallo,25,23
2,9:02.0,,C. Wood makes 2-pt dunk from 1 ft (assist by C. Diallo),25,25
2,9:02.0,Golden State full timeout,,25,25
2,9:02.0,J. Evans enters the game for D. Lee,,25,25
2,8:54.0,Shooting foul by S. Hill (drawn by S. Livingston),,25,25
2,8:54.0,S. Livingston misses free throw 1 of 2,,25,25
2,8:54.0,Offensive rebound by Team,,25,25
2,8:54.0,S. Livingston misses free throw 2 of 2,,25,25
2,8:51.0,,Defensive rebound by E. Payton,25,25
2,8:41.0,,C. Wood makes 3-pt jump shot from 26 ft (assist by E. Payton),25,28
2,8:26.0,J. Evans makes 2-pt jump shot from 16 ft (assist by J. Jerebko),,27,28
2,8:08.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by C. Diallo),27,31
2,7:51.0,J. Jerebko misses 3-pt jump shot from 26 ft,,27,31
2,7:48.0,,Defensive rebound by C. Diallo,27,31
2,7:37.0,,Turnover by C. Wood (lost ball; steal by J. Evans),27,31
2,7:33.0,J. Evans misses 2-pt layup from 2 ft,,27,31
2,7:29.0,Offensive rebound by J. Jerebko,,27,31
2,7:29.0,J. Jerebko makes 2-pt dunk at rim,,29,31
2,7:27.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by S. Hill),29,33
2,7:17.0,D. Cousins makes 2-pt layup from 2 ft,,31,33
2,7:17.0,Shooting foul by C. Wood (drawn by D. Cousins),,31,33
2,7:17.0,A. McKinnie enters the game for S. Livingston,,31,33
2,7:17.0,,I. Clark enters the game for D. Bertāns,31,33
2,7:17.0,,K. Williams enters the game for S. Hill,31,33
2,7:17.0,D. Cousins makes free throw 1 of 1,,32,33
2,7:12.0,,Turnover by E. Payton (bad pass; steal by D. Cousins),32,33
2,7:07.0,Shooting foul by C. Diallo (drawn by D. Cousins),,32,33
2,7:07.0,D. Cousins misses free throw 1 of 2,,32,33
2,7:07.0,Offensive rebound by Team,,32,33
2,7:07.0,,J. Okafor enters the game for C. Diallo,32,33
2,7:07.0,D. Cousins makes free throw 2 of 2,,33,33
2,6:57.0,,C. Wood misses 3-pt jump shot from 25 ft,33,33
2,6:53.0,,Offensive rebound by E. Payton,33,33
2,6:51.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by E. Payton),33,36
2,6:41.0,Q. Cook makes 2-pt layup from 2 ft,,35,36
2,6:36.0,,C. Wood makes 2-pt dunk from 1 ft (assist by E. Payton),35,38
2,6:20.0,D. Cousins makes 2-pt layup from 2 ft (assist by Q. Cook),,37,38
2,6:04.0,,J. Okafor makes 2-pt dunk at rim,37,40
2,5:49.0,Shooting foul by J. Okafor (drawn by D. Cousins),,37,40
2,5:49.0,D. Cousins makes free throw 1 of 2,,38,40
2,5:49.0,J. Bell enters the game for J. Jerebko,,38,40
2,5:49.0,D. Cousins makes free throw 2 of 2,,39,40
2,5:30.0,,Personal foul by J. Bell (drawn by E. Payton),39,40
2,5:22.0,,Turnover by E. Payton (bad pass; steal by A. McKinnie),39,40
2,5:17.0,J. Bell makes 2-pt dunk at rim (assist by D. Cousins),,41,40
2,5:04.0,,Personal foul by Q. Cook (drawn by K. Williams),41,40
2,5:04.0,D. Lee enters the game for Q. Cook,,41,40
2,4:51.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by I. Clark),41,43
2,4:27.0,D. Cousins misses 3-pt jump shot from 25 ft,,41,43
2,4:23.0,Offensive rebound by J. Bell,,41,43
2,4:20.0,J. Evans makes 2-pt layup from 2 ft (assist by J. Bell),,43,43
2,3:58.0,,J. Okafor misses 2-pt jump shot from 9 ft (block by D. Cousins),43,43
2,3:57.0,Defensive rebound by Team,,43,43
2,3:57.0,,C. Diallo enters the game for C. Wood,43,43
2,3:39.0,J. Bell misses 2-pt jump shot from 11 ft,,43,43
2,3:36.0,,Defensive rebound by J. Okafor,43,43
2,3:28.0,,Shooting foul by J. Evans (drawn by E. Payton),43,43
2,3:28.0,,E. Payton misses free throw 1 of 2,43,43
2,3:28.0,,Offensive rebound by Team,43,43
2,3:28.0,,E. Payton makes free throw 2 of 2,43,44
2,3:07.0,D. Cousins misses 2-pt jump shot from 16 ft,,43,44
2,3:04.0,Offensive rebound by J. Bell,,43,44
2,3:02.0,A. McKinnie makes 3-pt jump shot from 25 ft (assist by J. Bell),,46,44
2,2:44.0,,J. Okafor makes 2-pt layup from 3 ft,46,46
2,2:30.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,49,46
2,2:08.0,,J. Okafor misses 2-pt dunk from 4 ft (block by J. Evans),49,46
2,2:05.0,,Offensive rebound by K. Williams,49,46
2,2:05.0,,K. Williams makes 2-pt layup from 2 ft,49,48
2,1:52.0,A. McKinnie misses 2-pt layup from 3 ft,,49,48
2,1:49.0,,Defensive rebound by J. Okafor,49,48
2,1:47.0,,J. Okafor makes 2-pt layup from 3 ft,49,50
2,1:47.0,,Shooting foul by J. Evans (drawn by J. Okafor),49,50
2,1:47.0,,New Orleans full timeout,49,50
2,1:47.0,,J. Okafor misses free throw 1 of 1,49,50
2,1:43.0,Defensive rebound by A. McKinnie,,49,50
2,1:32.0,D. Lee misses 3-pt jump shot from 25 ft,,49,50
2,1:24.0,Offensive rebound by J. Bell,,49,50
2,1:24.0,J. Bell makes 2-pt dunk at rim,,51,50
2,1:06.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by E. Payton),51,53
2,0:46.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Cousins),,53,53
2,0:31.0,,Turnover by J. Okafor (lost ball; steal by A. McKinnie),53,53
2,0:29.0,Personal foul by E. Payton (drawn by A. McKinnie),,53,53
2,0:29.0,A. McKinnie misses free throw 1 of 2,,53,53
2,0:29.0,Offensive rebound by Team,,53,53
2,0:29.0,A. McKinnie makes free throw 2 of 2,,54,53
2,0:11.0,,C. Diallo makes 3-pt jump shot from 26 ft (assist by K. Williams),54,56
2,0:02.0,J. Bell makes 2-pt layup from 3 ft (assist by D. Lee),,56,56
2,0:01.0,,K. Williams misses 3-pt jump shot from 49 ft,56,56
2,0:00.0,,Offensive rebound by Team,56,56
3,11:47.0,Q. Cook misses 2-pt jump shot from 14 ft,,56,56
3,11:43.0,,Defensive rebound by C. Wood,56,56
3,11:31.0,,Turnover by C. Wood (bad pass; steal by J. Evans),56,56
3,11:27.0,J. Evans makes 2-pt dunk from 1 ft,,58,56
3,11:12.0,,C. Wood makes 3-pt jump shot from 25 ft (assist by E. Payton),58,59
3,10:59.0,D. Cousins misses 3-pt jump shot from 25 ft,,58,59
3,10:56.0,,Defensive rebound by C. Wood,58,59
3,10:48.0,,Personal foul by A. McKinnie (drawn by I. Clark),58,59
3,10:38.0,,J. Okafor misses 2-pt jump shot from 6 ft,58,59
3,10:36.0,Defensive rebound by D. Cousins,,58,59
3,10:26.0,D. Cousins misses 2-pt jump shot from 6 ft,,58,59
3,10:25.0,,Defensive rebound by E. Payton,58,59
3,10:25.0,,Personal foul by D. Green (drawn by E. Payton),58,59
3,10:14.0,,Shooting foul by A. McKinnie (drawn by C. Wood),58,59
3,10:14.0,,C. Wood makes free throw 1 of 2,58,60
3,10:14.0,,C. Wood misses free throw 2 of 2,58,60
3,10:11.0,,Offensive rebound by K. Williams,58,60
3,10:03.0,,C. Wood misses 2-pt layup from 2 ft,58,60
3,10:01.0,Defensive rebound by J. Evans,,58,60
3,9:54.0,J. Evans misses 3-pt jump shot from 26 ft,,58,60
3,9:50.0,,Defensive rebound by J. Okafor,58,60
3,9:43.0,,E. Payton misses 3-pt jump shot from 26 ft,58,60
3,9:40.0,Defensive rebound by D. Green,,58,60
3,9:36.0,Turnover by D. Green (bad pass; steal by K. Williams),,58,60
3,9:32.0,,I. Clark misses 3-pt jump shot from 26 ft (block by J. Evans),58,60
3,9:32.0,,Offensive rebound by Team,58,60
3,9:27.0,,J. Okafor misses 3-pt jump shot from 26 ft,58,60
3,9:24.0,Defensive rebound by D. Green,,58,60
3,9:24.0,Turnover by D. Green (bad pass),,58,60
3,9:17.0,,Shooting foul by D. Green (drawn by C. Wood),58,60
3,9:17.0,,C. Wood makes free throw 1 of 3,58,61
3,9:17.0,,C. Wood makes free throw 2 of 3,58,62
3,9:17.0,,C. Wood makes free throw 3 of 3,58,63
3,9:02.0,Personal foul by J. Okafor (drawn by D. Cousins),,58,63
3,8:49.0,A. McKinnie makes 2-pt dunk from 1 ft (assist by D. Cousins),,60,63
3,8:33.0,,I. Clark misses 2-pt jump shot from 9 ft,60,63
3,8:30.0,Defensive rebound by A. McKinnie,,60,63
3,8:27.0,Q. Cook makes 2-pt jump shot from 14 ft,,62,63
3,8:08.0,,C. Wood makes 2-pt dunk from 1 ft (assist by E. Payton),62,65
3,7:55.0,Q. Cook makes 3-pt jump shot from 26 ft,,65,65
3,7:44.0,,I. Clark misses 2-pt jump shot from 11 ft,65,65
3,7:40.0,Defensive rebound by J. Evans,,65,65
3,7:40.0,Shooting foul by K. Williams (drawn by A. McKinnie),,65,65
3,7:40.0,A. McKinnie makes free throw 1 of 2,,66,65
3,7:40.0,,D. Bertāns enters the game for E. Payton,66,65
3,7:40.0,A. McKinnie makes free throw 2 of 2,,67,65
3,7:20.0,,C. Wood makes 2-pt dunk from 1 ft (assist by K. Williams),67,67
3,7:04.0,Q. Cook makes 2-pt jump shot from 9 ft,,69,67
3,6:52.0,,C. Wood misses 3-pt jump shot from 25 ft,69,67
3,6:48.0,Defensive rebound by D. Cousins,,69,67
3,6:40.0,Turnover by D. Cousins (bad pass; steal by K. Williams),,69,67
3,6:36.0,,I. Clark makes 2-pt layup from 2 ft (assist by K. Williams),69,69
3,6:17.0,Q. Cook misses 2-pt jump shot from 4 ft,,69,69
3,6:12.0,,Defensive rebound by K. Williams,69,69
3,6:08.0,,New Orleans full timeout,69,69
3,6:08.0,J. Bell enters the game for D. Green,,69,69
3,6:08.0,,C. Diallo enters the game for K. Williams,69,69
3,6:08.0,,S. Hill enters the game for C. Wood,69,69
3,6:06.0,,D. Bertāns misses 3-pt jump shot from 23 ft,69,69
3,6:02.0,Defensive rebound by A. McKinnie,,69,69
3,5:50.0,D. Cousins makes 2-pt jump shot from 7 ft (assist by J. Bell),,71,69
3,5:25.0,,I. Clark misses 3-pt jump shot from 23 ft,71,69
3,5:23.0,Defensive rebound by D. Cousins,,71,69
3,5:16.0,Personal foul by I. Clark (drawn by A. McKinnie),,71,69
3,5:08.0,Q. Cook makes 2-pt layup from 2 ft (assist by D. Cousins),,73,69
3,4:57.0,,I. Clark makes 2-pt jump shot from 16 ft,73,71
3,4:40.0,J. Evans makes 3-pt jump shot from 25 ft (assist by D. Cousins),,76,71
3,4:13.0,,S. Hill misses 2-pt layup from 4 ft,76,71
3,4:13.0,,Offensive rebound by Team,76,71
3,4:13.0,D. Lee enters the game for J. Evans,,76,71
3,3:58.0,,J. Okafor makes 2-pt dunk at rim,76,73
3,3:45.0,D. Cousins misses 3-pt jump shot from 25 ft,,76,73
3,3:41.0,,Defensive rebound by C. Diallo,76,73
3,3:34.0,,J. Okafor makes 2-pt dunk at rim (assist by C. Diallo),76,75
3,3:24.0,Shooting foul by C. Diallo (drawn by Q. Cook),,76,75
3,3:24.0,Q. Cook makes free throw 1 of 2,,77,75
3,3:24.0,S. Livingston enters the game for A. McKinnie,,77,75
3,3:24.0,Q. Cook makes free throw 2 of 2,,78,75
3,3:10.0,,J. Okafor misses 2-pt jump shot from 5 ft,78,75
3,3:07.0,Defensive rebound by D. Cousins,,78,75
3,2:56.0,D. Cousins misses 2-pt layup from 1 ft,,78,75
3,2:54.0,,Defensive rebound by C. Diallo,78,75
3,2:49.0,,J. Okafor makes 2-pt layup from 1 ft (assist by C. Diallo),78,77
3,2:49.0,Golden State full timeout,,78,77
3,2:49.0,,C. Wood enters the game for J. Okafor,78,77
3,2:32.0,D. Lee makes 3-pt jump shot from 26 ft (assist by J. Bell),,81,77
3,2:10.0,,C. Wood makes 2-pt jump shot from 14 ft (assist by I. Clark),81,79
3,1:51.0,J. Bell makes 2-pt jump shot from 21 ft,,83,79
3,1:34.0,,C. Wood misses 2-pt dunk from 2 ft,83,79
3,1:32.0,Defensive rebound by D. Cousins,,83,79
3,1:26.0,Turnover by J. Bell (traveling),,83,79
3,1:11.0,,C. Wood misses 3-pt jump shot from 24 ft,83,79
3,1:08.0,Defensive rebound by D. Cousins,,83,79
3,0:56.0,Def 3 sec tech foul by Team,,83,79
3,0:56.0,Q. Cook makes technical free throw,,84,79
3,0:49.0,Shooting foul by C. Diallo (drawn by D. Cousins),,84,79
3,0:49.0,D. Cousins makes free throw 1 of 2,,85,79
3,0:49.0,D. Cousins makes free throw 2 of 2,,86,79
3,0:36.0,,S. Hill misses 3-pt jump shot from 25 ft,86,79
3,0:32.0,Defensive rebound by S. Livingston,,86,79
3,0:29.0,S. Livingston misses 2-pt jump shot from 17 ft,,86,79
3,0:24.0,J. Bell makes 2-pt layup from 1 ft,,88,79
3,0:24.0,Offensive rebound by J. Bell,,88,79
3,0:20.0,,C. Wood misses 3-pt jump shot from 23 ft,88,79
3,0:15.0,Defensive rebound by Q. Cook,,88,79
3,0:00.0,Shooting foul by C. Wood (drawn by D. Cousins),,88,79
3,0:00.0,D. Cousins misses free throw 1 of 2,,88,79
3,0:00.0,Offensive rebound by Team,,88,79
3,0:00.0,D. Cousins misses free throw 2 of 2,,88,79
3,0:00.0,,Defensive rebound by C. Wood,88,79
4,11:46.0,,J. Okafor makes 2-pt dunk at rim (assist by C. Diallo),88,81
4,11:31.0,D. Lee makes 2-pt jump shot from 15 ft (assist by J. Jerebko),,90,81
4,11:15.0,,Turnover by J. Okafor (off goaltending),90,81
4,11:04.0,Turnover by J. Evans (bad pass; steal by K. Williams),,90,81
4,10:57.0,,C. Diallo makes 2-pt layup from 1 ft (assist by D. Bertāns),90,83
4,10:41.0,D. Lee makes 3-pt jump shot from 25 ft (assist by D. Cousins),,93,83
4,10:24.0,,Personal foul by D. Cousins (drawn by J. Okafor),93,83
4,10:10.0,,J. Okafor makes 2-pt jump shot from 13 ft (assist by K. Williams),93,85
4,9:52.0,J. Jerebko misses 2-pt layup from 2 ft,,93,85
4,9:50.0,Offensive rebound by J. Evans,,93,85
4,9:47.0,D. Cousins makes 2-pt jump shot from 6 ft (assist by J. Evans),,95,85
4,9:40.0,,K. Williams makes 3-pt jump shot from 26 ft,95,88
4,9:19.0,J. Evans misses 3-pt jump shot from 26 ft,,95,88
4,9:16.0,,Defensive rebound by C. Diallo,95,88
4,9:10.0,,Personal foul by S. Livingston (drawn by K. Williams),95,88
4,9:10.0,K. Looney enters the game for D. Cousins,,95,88
4,9:03.0,,K. Williams misses 3-pt jump shot from 24 ft,95,88
4,8:59.0,Defensive rebound by K. Looney,,95,88
4,8:53.0,J. Evans misses 2-pt jump shot from 16 ft,,95,88
4,8:51.0,,Defensive rebound by S. Hill,95,88
4,8:46.0,,C. Diallo makes 2-pt jump shot from 15 ft (assist by S. Hill),95,90
4,8:25.0,D. Lee makes 3-pt jump shot from 24 ft (assist by K. Looney),,98,90
4,8:12.0,,S. Hill misses 2-pt jump shot from 19 ft,98,90
4,8:08.0,Defensive rebound by D. Lee,,98,90
4,7:58.0,D. Lee misses 3-pt jump shot from 26 ft,,98,90
4,7:55.0,,Defensive rebound by K. Williams,98,90
4,7:44.0,,Personal foul by J. Evans (drawn by D. Bertāns),98,90
4,7:44.0,A. McKinnie enters the game for S. Livingston,,98,90
4,7:31.0,,S. Hill misses 3-pt jump shot from 25 ft,98,90
4,7:27.0,Defensive rebound by D. Lee,,98,90
4,7:20.0,D. Lee makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,101,90
4,7:10.0,,Personal foul by K. Looney (drawn by J. Okafor),101,90
4,7:00.0,,J. Okafor misses 2-pt jump shot from 4 ft,101,90
4,6:57.0,Defensive rebound by J. Jerebko,,101,90
4,6:56.0,Personal foul by D. Bertāns (drawn by D. Lee),,101,90
4,6:56.0,,New Orleans full timeout,101,90
4,6:56.0,,I. Clark enters the game for D. Bertāns,101,90
4,6:56.0,,C. Wood enters the game for C. Diallo,101,90
4,6:49.0,K. Looney misses 2-pt jump shot from 21 ft,,101,90
4,6:46.0,Offensive rebound by K. Looney,,101,90
4,6:43.0,K. Looney makes 2-pt layup from 1 ft,,103,90
4,6:24.0,,Turnover by J. Okafor (traveling),103,90
4,6:14.0,Turnover by J. Evans (bad pass; steal by S. Hill),,103,90
4,6:11.0,,Turnover by S. Hill (bad pass; steal by K. Looney),103,90
4,6:07.0,J. Jerebko misses 3-pt jump shot from 25 ft,,103,90
4,6:05.0,,Defensive rebound by S. Hill,103,90
4,6:02.0,,C. Wood makes 2-pt layup from 2 ft (assist by K. Williams),103,92
4,5:42.0,K. Looney makes 2-pt jump shot from 20 ft (assist by J. Evans),,105,92
4,5:25.0,,I. Clark misses 2-pt jump shot from 23 ft,105,92
4,5:22.0,Defensive rebound by K. Looney,,105,92
4,5:17.0,A. McKinnie misses 3-pt jump shot from 25 ft,,105,92
4,5:16.0,,Defensive rebound by Team,105,92
4,5:16.0,Q. Cook enters the game for D. Lee,,105,92
4,5:01.0,,J. Okafor makes 2-pt layup from 2 ft (assist by K. Williams),105,94
4,5:01.0,,Shooting foul by K. Looney (drawn by J. Okafor),105,94
4,5:01.0,M. Derrickson enters the game for J. Jerebko,,105,94
4,5:01.0,,D. Bertāns enters the game for S. Hill,105,94
4,5:01.0,,J. Okafor misses free throw 1 of 1,105,94
4,4:58.0,Defensive rebound by A. McKinnie,,105,94
4,4:36.0,Turnover by Team (shot clock),,105,94
4,4:20.0,,J. Okafor misses 2-pt layup from 2 ft,105,94
4,4:16.0,Defensive rebound by M. Derrickson,,105,94
4,4:11.0,Q. Cook makes 2-pt layup from 2 ft,,107,94
4,3:58.0,,K. Williams misses 2-pt jump shot from 19 ft,107,94
4,3:55.0,Defensive rebound by J. Evans,,107,94
4,3:48.0,Q. Cook misses 2-pt jump shot from 12 ft,,107,94
4,3:44.0,,Defensive rebound by K. Williams,107,94
4,3:39.0,,I. Clark makes 3-pt jump shot from 26 ft,107,97
4,3:22.0,A. McKinnie misses 3-pt jump shot from 26 ft,,107,97
4,3:18.0,Offensive rebound by M. Derrickson,,107,97
4,3:17.0,M. Derrickson makes 2-pt jump shot from 15 ft,,109,97
4,3:14.0,,New Orleans full timeout,109,97
4,3:14.0,J. Bell enters the game for Q. Cook,,109,97
4,3:14.0,D. Lee enters the game for A. McKinnie,,109,97
4,2:58.0,,D. Bertāns misses 2-pt jump shot from 16 ft,109,97
4,2:55.0,Defensive rebound by D. Lee,,109,97
