QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
4,5:39.0,,P. Siakam enters the game for D. Green,106,94
4,5:27.0,,Personal foul by Q. Cook (drawn by K. Lowry),106,94
4,5:22.0,,Toronto full timeout,106,94
4,5:18.0,,Shooting foul by A. Bogut (drawn by P. Siakam),106,94
4,5:18.0,,P. Siakam makes free throw 1 of 2,106,95
4,5:18.0,,P. Siakam misses free throw 2 of 2,106,95
4,5:17.0,,Offensive rebound by K. Leonard,106,95
4,5:04.0,,F. VanVleet misses 2-pt jump shot from 13 ft,106,95
4,5:01.0,,Offensive rebound by P. Siakam,106,95
4,5:01.0,,P. Siakam misses 2-pt layup at rim,106,95
4,5:00.0,,Offensive rebound by K. Leonard,106,95
4,4:52.0,,F. VanVleet misses 3-pt jump shot from 23 ft,106,95
4,4:48.0,,Offensive rebound by K. Leonard,106,95
4,4:46.0,,F. VanVleet makes 2-pt layup from 1 ft (assist by K. Leonard),106,97
4,4:32.0,Turnover by S. Livingston (bad pass),,106,97
4,4:32.0,Loose ball foul by S. Curry (drawn by F. VanVleet),,106,97
4,4:32.0,D. Cousins enters the game for A. Bogut,,106,97
4,4:32.0,A. Iguodala enters the game for S. Livingston,,106,97
4,4:26.0,,Personal foul by S. Curry (drawn by K. Lowry),106,97
4,4:26.0,,K. Lowry misses free throw 1 of 2,106,97
4,4:26.0,,Offensive rebound by Team,106,97
4,4:26.0,,K. Lowry makes free throw 2 of 2,106,98
4,4:05.0,A. Iguodala misses 3-pt jump shot from 26 ft,,106,98
4,4:03.0,,Defensive rebound by K. Leonard,106,98
4,3:54.0,,F. VanVleet misses 2-pt jump shot from 22 ft,106,98
4,3:52.0,Defensive rebound by D. Cousins,,106,98
4,3:52.0,Personal foul by K. Lowry (drawn by D. Cousins),,106,98
4,3:52.0,,D. Green enters the game for K. Lowry,106,98
4,3:38.0,Q. Cook misses 3-pt jump shot from 27 ft,,106,98
4,3:35.0,,Defensive rebound by K. Leonard,106,98
4,3:23.0,,P. Siakam misses 3-pt jump shot from 23 ft,106,98
4,3:20.0,Defensive rebound by D. Cousins,,106,98
4,2:54.0,D. Green misses 3-pt jump shot from 37 ft,,106,98
4,2:52.0,,Defensive rebound by K. Leonard,106,98
4,2:48.0,,K. Leonard misses 3-pt jump shot from 27 ft,106,98
4,2:44.0,Defensive rebound by D. Cousins,,106,98
4,2:29.0,D. Cousins misses 3-pt jump shot from 27 ft,,106,98
4,2:26.0,,Defensive rebound by K. Leonard,106,98
4,2:18.0,,Turnover by K. Leonard (lost ball; steal by D. Green),106,98
4,2:18.0,Personal foul by K. Leonard (drawn by D. Cousins),,106,98
4,2:00.0,D. Cousins misses 2-pt layup from 5 ft (block by K. Leonard),,106,98
4,1:58.0,,Defensive rebound by Team,106,98
4,1:58.0,Violation by Team (jump ball),,106,98
4,1:38.0,,K. Leonard misses 2-pt jump shot from 9 ft,106,98
4,1:36.0,Defensive rebound by D. Green,,106,98
4,1:21.0,Q. Cook misses 2-pt jump shot from 13 ft,,106,98
4,1:18.0,,Defensive rebound by P. Siakam,106,98
4,1:08.0,,Personal foul by D. Cousins (drawn by K. Leonard),106,98
4,1:08.0,Technical foul by S. Curry,,106,98
4,1:08.0,,K. Leonard makes technical free throw,106,99
4,1:08.0,,K. Leonard makes free throw 1 of 2,106,100
4,1:08.0,,K. Leonard makes free throw 2 of 2,106,101
4,1:08.0,Golden State full timeout,,106,101
4,0:51.0,Turnover by D. Green (bad pass),,106,101
4,0:51.0,S. Livingston enters the game for Q. Cook,,106,101
4,0:40.0,,F. VanVleet misses 3-pt jump shot from 27 ft,106,101
4,0:37.0,,Offensive rebound by D. Green,106,101
4,0:31.0,,K. Leonard misses 2-pt hook shot from 9 ft,106,101
4,0:28.0,,Offensive rebound by P. Siakam,106,101
4,0:26.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),106,104
4,0:07.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by S. Livingston),,109,104
4,0:05.0,,Toronto full timeout,109,104
4,0:05.0,J. Bell enters the game for D. Cousins,,109,104
4,0:01.0,,D. Green misses 3-pt jump shot from 24 ft,109,104
4,0:01.0,Defensive rebound by A. Iguodala,,109,104
