QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW ORLEANS_ACTION,HOUSTON_SCORE,NEW ORLEANS_SCORE
2,9:46.0,,Personal foul by E. Gordon (drawn by T. Frazier),34,24
2,9:46.0,,I. Clark enters the game for F. Jackson,34,24
2,9:33.0,,J. Randle misses 2-pt jump shot from 10 ft,34,24
2,9:30.0,Defensive rebound by D. House,,34,24
2,9:20.0,Shooting foul by T. Frazier (drawn by A. Rivers),,34,24
2,9:20.0,A. Rivers misses free throw 1 of 2,,34,24
2,9:20.0,Offensive rebound by Team,,34,24
2,9:20.0,A. Rivers misses free throw 2 of 2,,34,24
2,9:17.0,,Defensive rebound by E. Moore,34,24
2,8:58.0,,J. Randle misses 2-pt jump shot from 6 ft,34,24
2,8:55.0,,Offensive rebound by I. Clark,34,24
2,8:55.0,,I. Clark misses 2-pt jump shot from 20 ft (block by G. Green),34,24
2,8:55.0,,Offensive rebound by Team,34,24
2,8:55.0,,Turnover by Team (shot clock),34,24
2,8:45.0,G. Green misses 3-pt jump shot from 27 ft,,34,24
2,8:40.0,,Defensive rebound by T. Frazier,34,24
2,8:36.0,,J. Randle misses 2-pt layup from 5 ft (block by C. Capela),34,24
2,8:36.0,Defensive rebound by A. Rivers,,34,24
2,8:27.0,G. Green makes 3-pt jump shot from 23 ft (assist by E. Gordon),,37,24
2,8:06.0,,T. Frazier makes 3-pt jump shot from 27 ft (assist by J. Okafor),37,27
2,8:05.0,Houston full timeout,,37,27
2,8:05.0,P. Tucker enters the game for D. House,,37,27
2,8:05.0,,J. Holiday enters the game for E. Moore,37,27
2,7:51.0,P. Tucker misses 3-pt jump shot from 25 ft,,37,27
2,7:47.0,,Defensive rebound by J. Okafor,37,27
2,7:32.0,,T. Frazier makes 2-pt jump shot from 17 ft (assist by J. Randle),37,29
2,7:18.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by A. Rivers),,40,29
2,6:54.0,,J. Holiday makes 2-pt jump shot from 8 ft,40,31
2,6:41.0,E. Gordon misses 3-pt jump shot from 30 ft,,40,31
2,6:38.0,,Defensive rebound by T. Frazier,40,31
2,6:27.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by I. Clark),40,33
2,6:13.0,A. Rivers makes 2-pt layup from 2 ft,,42,33
2,6:05.0,,Turnover by I. Clark (bad pass; steal by P. Tucker),42,33
2,5:57.0,A. Rivers misses 3-pt jump shot from 27 ft,,42,33
2,5:54.0,,Defensive rebound by J. Holiday,42,33
2,5:43.0,,J. Holiday makes 2-pt layup from 3 ft (assist by T. Frazier),42,35
2,5:28.0,Turnover by E. Gordon (traveling),,42,35
2,5:28.0,J. Harden enters the game for G. Green,,42,35
2,5:28.0,,A. Davis enters the game for I. Clark,42,35
2,5:28.0,,E. Moore enters the game for J. Okafor,42,35
2,5:17.0,,J. Holiday misses 2-pt layup from 2 ft,42,35
2,5:17.0,,Offensive rebound by Team,42,35
2,5:14.0,,E. Moore misses 2-pt layup from 8 ft,42,35
2,5:10.0,,Offensive rebound by J. Randle,42,35
2,5:08.0,,J. Randle makes 2-pt hook shot from 4 ft,42,37
2,4:59.0,J. Harden misses 3-pt jump shot from 27 ft,,42,37
2,4:55.0,,Defensive rebound by J. Randle,42,37
2,4:47.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. Frazier),42,40
2,4:45.0,Houston full timeout,,42,40
2,4:45.0,N. Hilário enters the game for C. Capela,,42,40
2,4:45.0,D. House enters the game for E. Gordon,,42,40
2,4:30.0,J. Harden makes 3-pt jump shot from 26 ft (assist by N. Hilário),,45,40
2,4:02.0,,A. Davis misses 2-pt jump shot from 15 ft,45,40
2,3:58.0,Defensive rebound by A. Rivers,,45,40
2,3:48.0,J. Harden misses 3-pt jump shot from 28 ft,,45,40
2,3:44.0,,Defensive rebound by A. Davis,45,40
2,3:38.0,,E. Moore misses 2-pt layup from 5 ft,45,40
2,3:37.0,,Offensive rebound by Team,45,40
2,3:28.0,,J. Holiday misses 2-pt jump shot from 20 ft,45,40
2,3:25.0,,Offensive rebound by J. Randle,45,40
2,3:16.0,,J. Holiday misses 2-pt jump shot from 10 ft,45,40
2,3:13.0,Defensive rebound by P. Tucker,,45,40
2,2:53.0,A. Rivers misses 3-pt jump shot from 25 ft,,45,40
2,2:47.0,,Defensive rebound by A. Davis,45,40
2,2:42.0,,E. Moore makes 2-pt layup from 2 ft (assist by T. Frazier),45,42
2,2:27.0,P. Tucker misses 2-pt layup from 2 ft (block by A. Davis),,45,42
2,2:27.0,,Defensive rebound by J. Randle,45,42
2,2:20.0,,E. Moore misses 3-pt jump shot from 25 ft,45,42
2,2:20.0,,Offensive rebound by Team,45,42
2,2:11.0,,T. Frazier misses 3-pt jump shot from 28 ft,45,42
2,2:08.0,Defensive rebound by P. Tucker,,45,42
2,1:50.0,Turnover by J. Harden (bad pass; steal by J. Randle),,45,42
2,1:47.0,,Shooting foul by D. House (drawn by A. Davis),45,42
2,1:47.0,,A. Davis misses free throw 1 of 2,45,42
2,1:47.0,,Offensive rebound by Team,45,42
2,1:47.0,,A. Davis makes free throw 2 of 2,45,43
2,1:29.0,N. Hilário makes 2-pt layup from 2 ft (assist by D. House),,47,43
2,1:12.0,,Turnover by A. Davis (lost ball; steal by J. Harden),47,43
2,1:03.0,Personal foul by E. Moore (drawn by J. Harden),,47,43
2,1:03.0,C. Capela enters the game for N. Hilário,,47,43
2,0:56.0,Turnover by J. Harden (bad pass; steal by A. Davis),,47,43
2,0:52.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Randle),47,45
2,0:35.0,Shooting foul by E. Moore (drawn by J. Harden),,47,45
2,0:35.0,J. Harden makes free throw 1 of 3,,48,45
2,0:35.0,J. Harden makes free throw 2 of 3,,49,45
2,0:35.0,J. Harden makes free throw 3 of 3,,50,45
2,0:30.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),50,48
2,0:08.0,J. Harden makes 3-pt jump shot from 27 ft,,53,48
2,0:00.0,,T. Frazier makes 2-pt layup from 3 ft (assist by J. Holiday),53,50
3,11:41.0,,J. Randle misses 2-pt layup from 4 ft,53,50
3,11:36.0,Defensive rebound by C. Capela,,53,50
3,11:33.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,55,50
3,11:23.0,,J. Holiday misses 2-pt jump shot from 13 ft,55,50
3,11:23.0,Defensive rebound by E. Gordon,,55,50
3,11:13.0,J. Harden misses 2-pt layup from 2 ft,,55,50
3,11:08.0,,Defensive rebound by A. Davis,55,50
3,11:00.0,,E. Moore makes 2-pt layup from 2 ft,55,52
3,10:39.0,Shooting foul by S. Hill (drawn by E. Gordon),,55,52
3,10:39.0,E. Gordon makes free throw 1 of 2,,56,52
3,10:39.0,E. Gordon misses free throw 2 of 2,,56,52
3,10:36.0,,Defensive rebound by J. Holiday,56,52
3,10:25.0,,Turnover by E. Moore (bad pass; steal by J. Harden),56,52
3,10:11.0,D. House misses 3-pt jump shot from 25 ft,,56,52
3,10:07.0,Offensive rebound by D. House,,56,52
3,10:01.0,J. Harden misses 2-pt jump shot from 15 ft,,56,52
3,9:59.0,,Defensive rebound by Team,56,52
3,9:59.0,Loose ball foul by C. Capela (drawn by A. Davis),,56,52
3,9:46.0,,A. Davis misses 2-pt hook shot from 6 ft,56,52
3,9:46.0,Defensive rebound by J. Harden,,56,52
3,9:29.0,E. Gordon misses 3-pt jump shot from 26 ft,,56,52
3,9:26.0,Offensive rebound by C. Capela,,56,52
3,9:19.0,Shooting foul by S. Hill (drawn by J. Harden),,56,52
3,9:19.0,J. Harden makes free throw 1 of 3,,57,52
3,9:19.0,J. Harden makes free throw 2 of 3,,58,52
3,9:19.0,J. Harden makes free throw 3 of 3,,59,52
3,9:04.0,,S. Hill misses 2-pt layup from 6 ft (block by P. Tucker),59,52
3,9:04.0,,Offensive rebound by Team,59,52
3,8:54.0,,J. Holiday misses 3-pt jump shot from 24 ft,59,52
3,8:52.0,Defensive rebound by J. Harden,,59,52
3,8:43.0,P. Tucker misses 3-pt jump shot from 23 ft,,59,52
3,8:39.0,,Defensive rebound by S. Hill,59,52
3,8:30.0,,J. Randle misses 2-pt layup from 9 ft (block by J. Harden),59,52
3,8:30.0,,Offensive rebound by Team,59,52
3,8:30.0,,J. Randle misses 2-pt layup from 9 ft (block by J. Harden),59,52
3,8:30.0,,Offensive rebound by Team,59,52
3,8:30.0,,Turnover by J. Holiday (bad pass),59,52
3,8:20.0,E. Gordon misses 3-pt jump shot from 27 ft,,59,52
3,8:16.0,,Defensive rebound by A. Davis,59,52
3,8:10.0,,Personal foul by P. Tucker (drawn by A. Davis),59,52
3,8:10.0,,T. Frazier enters the game for S. Hill,59,52
3,8:03.0,,Turnover by J. Randle (offensive foul),59,52
3,8:03.0,,Offensive foul by J. Randle (drawn by P. Tucker),59,52
3,8:03.0,,New Orleans full timeout,59,52
3,7:48.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,61,52
3,7:32.0,,Personal foul by P. Tucker (drawn by J. Holiday),61,52
3,7:25.0,,E. Moore misses 2-pt layup from 5 ft,61,52
3,7:19.0,Defensive rebound by C. Capela,,61,52
3,7:13.0,J. Harden misses 3-pt jump shot from 27 ft,,61,52
3,7:07.0,,Defensive rebound by J. Randle,61,52
3,7:02.0,,E. Moore makes 2-pt layup from 3 ft (assist by T. Frazier),61,54
3,6:51.0,E. Gordon makes 2-pt layup from 3 ft,,63,54
3,6:33.0,,A. Davis misses 2-pt jump shot from 10 ft,63,54
3,6:33.0,Defensive rebound by C. Capela,,63,54
3,6:27.0,Turnover by J. Harden (bad pass; steal by A. Davis),,63,54
3,6:27.0,,Shooting foul by J. Harden (drawn by A. Davis),63,54
3,6:27.0,,A. Davis makes free throw 1 of 2,63,55
3,6:27.0,G. Green enters the game for E. Gordon,,63,55
3,6:27.0,A. Rivers enters the game for D. House,,63,55
3,6:27.0,,A. Davis makes free throw 2 of 2,63,56
3,6:11.0,J. Harden makes 2-pt layup from 3 ft,,65,56
3,5:58.0,,J. Holiday makes 2-pt jump shot from 12 ft,65,58
3,5:36.0,J. Harden misses 3-pt jump shot from 27 ft,,65,58
3,5:31.0,,Defensive rebound by J. Randle,65,58
3,5:25.0,,J. Randle makes 2-pt layup from 2 ft,65,60
3,5:08.0,A. Rivers makes 2-pt layup from 3 ft,,67,60
3,4:59.0,,J. Randle makes 2-pt layup from 3 ft,67,62
3,4:47.0,A. Rivers misses 3-pt jump shot from 27 ft,,67,62
3,4:44.0,,Defensive rebound by E. Moore,67,62
3,4:44.0,N. Hilário enters the game for C. Capela,,67,62
3,4:44.0,,I. Clark enters the game for E. Moore,67,62
3,4:22.0,,Turnover by T. Frazier (back court),67,62
3,4:22.0,,S. Hill enters the game for J. Randle,67,62
3,4:12.0,Shooting foul by T. Frazier (drawn by N. Hilário),,67,62
3,4:12.0,N. Hilário misses free throw 1 of 2,,67,62
3,4:12.0,Offensive rebound by Team,,67,62
3,4:12.0,D. House enters the game for P. Tucker,,67,62
3,4:12.0,N. Hilário makes free throw 2 of 2,,68,62
3,4:06.0,,I. Clark misses 3-pt jump shot from 23 ft,68,62
3,4:02.0,Defensive rebound by A. Rivers,,68,62
3,3:44.0,Turnover by A. Rivers (bad pass; steal by T. Frazier),,68,62
3,3:34.0,,J. Holiday misses 3-pt jump shot from 26 ft,68,62
3,3:30.0,Defensive rebound by A. Rivers,,68,62
3,3:15.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by A. Rivers),,70,62
3,2:55.0,,J. Holiday makes 2-pt layup from 3 ft,70,64
3,2:55.0,,Shooting foul by J. Harden (drawn by J. Holiday),70,64
3,2:55.0,Houston full timeout,,70,64
3,2:55.0,,J. Holiday makes free throw 1 of 1,70,65
3,2:43.0,G. Green misses 3-pt jump shot from 26 ft,,70,65
3,2:39.0,,Defensive rebound by T. Frazier,70,65
3,2:33.0,,J. Holiday misses 3-pt jump shot from 26 ft,70,65
3,2:28.0,Defensive rebound by G. Green,,70,65
3,2:23.0,J. Harden misses 3-pt jump shot from 27 ft,,70,65
3,2:20.0,,Defensive rebound by T. Frazier,70,65
3,2:02.0,,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),70,67
3,1:41.0,N. Hilário misses 2-pt jump shot from 16 ft,,70,67
3,1:37.0,,Defensive rebound by T. Frazier,70,67
3,1:20.0,,I. Clark makes 3-pt jump shot from 26 ft,70,70
3,1:06.0,Turnover by J. Harden (lost ball; steal by J. Holiday),,70,70
3,1:03.0,,J. Holiday makes 2-pt dunk from 2 ft,70,72
3,1:03.0,Houston full timeout,,70,72
3,1:03.0,,New Orleans full timeout,70,72
3,1:03.0,E. Gordon enters the game for J. Harden,,70,72
3,1:03.0,,F. Jackson enters the game for J. Holiday,70,72
3,0:50.0,D. House makes 3-pt jump shot from 24 ft (assist by E. Gordon),,73,72
3,0:41.0,,Personal foul by N. Hilário (drawn by I. Clark),73,72
3,0:41.0,,I. Clark makes free throw 1 of 2,73,73
3,0:41.0,,I. Clark makes free throw 2 of 2,73,74
3,0:32.0,E. Gordon makes 2-pt layup from 2 ft,,75,74
3,0:13.0,,Shooting foul by A. Rivers (drawn by A. Davis),75,74
3,0:13.0,,A. Davis makes free throw 1 of 2,75,75
3,0:13.0,,A. Davis makes free throw 2 of 2,75,76
3,0:06.0,Personal foul by S. Hill (drawn by E. Gordon),,75,76
3,0:04.0,E. Gordon makes 2-pt dunk from 4 ft (assist by N. Hilário),,77,76
3,0:00.0,,T. Frazier misses 3-pt jump shot from 25 ft,77,76
3,0:00.0,,Offensive rebound by Team,77,76
4,11:48.0,E. Gordon makes 2-pt layup from 4 ft (assist by A. Rivers),,79,76
4,11:30.0,,Turnover by J. Holiday (bad pass; steal by G. Green),79,76
4,11:24.0,D. House makes 2-pt layup from 2 ft,,81,76
4,11:09.0,,Away from play foul by A. Rivers (drawn by J. Randle),81,76
4,10:59.0,,E. Moore misses 2-pt jump shot from 10 ft,81,76
4,10:58.0,Defensive rebound by Team,,81,76
4,10:45.0,D. House makes 3-pt jump shot from 27 ft (assist by A. Rivers),,84,76
4,10:44.0,,New Orleans full timeout,84,76
4,10:44.0,,I. Clark enters the game for F. Jackson,84,76
4,10:33.0,,Shooting foul by N. Hilário (drawn by J. Randle),84,76
4,10:33.0,,J. Randle makes free throw 1 of 2,84,77
4,10:33.0,,J. Randle misses free throw 2 of 2,84,77
4,10:31.0,Defensive rebound by N. Hilário,,84,77
4,10:15.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by A. Rivers),,87,77
4,10:08.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Holiday),87,80
4,9:52.0,E. Gordon makes 2-pt layup from 4 ft,,89,80
4,9:42.0,,I. Clark makes 2-pt jump shot from 8 ft,89,82
4,9:29.0,Shooting foul by J. Holiday (drawn by D. House),,89,82
4,9:29.0,D. House misses free throw 1 of 2,,89,82
4,9:29.0,Offensive rebound by Team,,89,82
4,9:29.0,C. Capela enters the game for G. Green,,89,82
4,9:29.0,P. Tucker enters the game for N. Hilário,,89,82
4,9:29.0,,A. Davis enters the game for J. Okafor,89,82
4,9:29.0,D. House makes free throw 2 of 2,,90,82
4,9:21.0,,J. Randle misses 2-pt layup from 3 ft,90,82
4,9:17.0,Defensive rebound by D. House,,90,82
4,8:58.0,D. House makes 3-pt jump shot from 25 ft (assist by E. Gordon),,93,82
4,8:36.0,,Personal foul by D. House (drawn by A. Davis),93,82
4,8:36.0,J. Harden enters the game for D. House,,93,82
4,8:28.0,,J. Holiday makes 2-pt layup from 4 ft,93,84
4,8:13.0,P. Tucker misses 3-pt jump shot from 24 ft,,93,84
4,8:10.0,Offensive rebound by C. Capela,,93,84
4,8:03.0,Turnover by E. Gordon (bad pass; steal by J. Randle),,93,84
4,7:52.0,,I. Clark misses 2-pt jump shot from 10 ft,93,84
4,7:51.0,Defensive rebound by Team,,93,84
4,7:31.0,J. Harden makes 3-pt jump shot from 27 ft,,96,84
4,7:15.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),96,86
4,6:57.0,C. Capela makes 2-pt dunk from 3 ft (assist by J. Harden),,98,86
4,6:41.0,,E. Moore misses 2-pt jump shot from 11 ft,98,86
4,6:38.0,,Offensive rebound by E. Moore,98,86
4,6:31.0,,Turnover by I. Clark (lost ball; steal by E. Gordon),98,86
4,6:25.0,A. Rivers misses 3-pt jump shot from 26 ft,,98,86
4,6:19.0,Offensive rebound by P. Tucker,,98,86
4,6:14.0,Personal foul by I. Clark (drawn by A. Rivers),,98,86
4,6:14.0,G. Green enters the game for E. Gordon,,98,86
4,5:56.0,J. Harden makes 3-pt jump shot from 23 ft (assist by A. Rivers),,101,86
4,5:50.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),101,89
4,5:37.0,Turnover by C. Capela (traveling),,101,89
4,5:26.0,,E. Moore misses 3-pt jump shot from 27 ft,101,89
4,5:23.0,Defensive rebound by G. Green,,101,89
4,5:19.0,Turnover by J. Harden (bad pass; steal by A. Davis),,101,89
4,5:19.0,,Personal foul by C. Capela (drawn by A. Davis),101,89
4,5:07.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Randle),101,92
4,4:46.0,P. Tucker misses 2-pt layup from 5 ft,,101,92
4,4:42.0,,Defensive rebound by J. Randle,101,92
4,4:36.0,,J. Randle misses 2-pt layup from 4 ft (block by C. Capela),101,92
4,4:35.0,Defensive rebound by Team,,101,92
4,4:35.0,,Loose ball foul by J. Randle (drawn by J. Harden),101,92
4,4:20.0,A. Rivers misses 3-pt jump shot from 24 ft,,101,92
4,4:15.0,,Defensive rebound by J. Randle,101,92
4,4:11.0,,A. Davis misses 3-pt jump shot from 29 ft,101,92
4,4:07.0,Defensive rebound by P. Tucker,,101,92
4,3:55.0,J. Harden misses 3-pt jump shot from 27 ft,,101,92
4,3:51.0,,Defensive rebound by J. Holiday,101,92
4,3:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,101,92
4,3:46.0,Defensive rebound by A. Rivers,,101,92
4,3:31.0,A. Rivers misses 2-pt layup from 6 ft,,101,92
4,3:29.0,,Defensive rebound by E. Moore,101,92
4,3:27.0,,New Orleans full timeout,101,92
4,3:27.0,D. House enters the game for G. Green,,101,92
4,3:19.0,,J. Holiday makes 2-pt dunk from 2 ft,101,94
4,2:52.0,C. Capela misses 2-pt layup from 2 ft,,101,94
4,2:49.0,,Defensive rebound by A. Davis,101,94
4,2:36.0,,A. Davis misses 2-pt layup from 5 ft (block by C. Capela),101,94
4,2:36.0,,Offensive rebound by J. Randle,101,94
4,2:36.0,,J. Randle makes 2-pt layup from 6 ft,101,96
4,2:36.0,,Shooting foul by C. Capela (drawn by J. Randle),101,96
4,2:36.0,,J. Randle misses free throw 1 of 1,101,96
4,2:24.0,Defensive rebound by P. Tucker,,101,96
4,2:22.0,J. Harden misses 2-pt layup from 4 ft (block by J. Randle),,101,96
4,2:12.0,,Defensive rebound by J. Holiday,101,96
4,2:08.0,,E. Moore misses 2-pt jump shot from 9 ft,101,96
4,2:05.0,,Offensive rebound by A. Davis,101,96
4,2:01.0,,I. Clark misses 3-pt jump shot from 28 ft,101,96
4,1:58.0,,Offensive rebound by J. Randle,101,96
4,1:55.0,,J. Holiday misses 3-pt jump shot from 27 ft,101,96
4,1:51.0,Defensive rebound by D. House,,101,96
4,1:50.0,Personal foul by J. Holiday (drawn by J. Harden),,101,96
4,1:34.0,J. Harden misses 3-pt jump shot from 27 ft (block by J. Holiday),,101,96
4,1:34.0,Offensive rebound by Team,,101,96
