QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
4,4:34.0,A. Iguodala makes 2-pt dunk from 3 ft (assist by K. Durant),,104,96
4,4:34.0,,LA Clippers full timeout,104,96
4,4:13.0,,Offensive foul by M. Harrell (drawn by D. Green),104,96
4,4:13.0,,Turnover by M. Harrell (offensive foul),104,96
4,3:53.0,D. Green misses 2-pt layup from 2 ft,,104,96
4,3:50.0,Offensive rebound by D. Green,,104,96
4,3:50.0,D. Green makes 2-pt layup from 1 ft,,106,96
4,3:39.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),106,99
4,3:23.0,Personal foul by M. Harrell (drawn by A. Iguodala),,106,99
4,3:23.0,,J. Green enters the game for M. Harrell,106,99
4,3:11.0,S. Curry misses 2-pt jump shot from 6 ft (block by P. Beverley),,106,99
4,3:06.0,,Defensive rebound by J. Green,106,99
4,3:03.0,,L. Williams misses 2-pt jump shot from 15 ft,106,99
4,3:01.0,Defensive rebound by S. Curry,,106,99
4,2:53.0,S. Curry makes 2-pt layup from 1 ft,,108,99
4,2:37.0,,Personal foul by K. Durant (drawn by P. Beverley),108,99
4,2:37.0,,P. Beverley makes free throw 1 of 2,108,100
4,2:37.0,,L. Shamet enters the game for S. Gilgeous-Alexander,108,100
4,2:37.0,,P. Beverley misses free throw 2 of 2,108,100
4,2:33.0,Defensive rebound by S. Curry,,108,100
4,2:17.0,S. Curry misses 3-pt jump shot from 23 ft,,108,100
4,2:17.0,,Defensive rebound by Team,108,100
4,2:08.0,,Turnover by L. Williams (bad pass; steal by S. Curry),108,100
4,1:53.0,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),,111,100
4,1:53.0,,LA Clippers full timeout,111,100
4,1:41.0,,Shooting foul by K. Thompson (drawn by L. Williams),111,100
4,1:41.0,,L. Williams misses free throw 1 of 2,111,100
4,1:41.0,,Offensive rebound by Team,111,100
4,1:41.0,,L. Williams makes free throw 2 of 2,111,101
4,1:31.0,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),,113,101
4,1:20.0,,D. Gallinari misses 2-pt layup from 4 ft,113,101
4,1:19.0,,Offensive rebound by D. Gallinari,113,101
4,1:19.0,,D. Gallinari misses 2-pt layup at rim,113,101
4,1:19.0,,Offensive rebound by D. Gallinari,113,101
4,1:19.0,,D. Gallinari makes 2-pt layup at rim,113,103
4,0:55.0,A. Iguodala misses 2-pt jump shot from 17 ft,,113,103
4,0:52.0,,Defensive rebound by L. Williams,113,103
4,0:45.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by P. Beverley),113,105
4,0:34.0,Personal take foul by D. Gallinari (drawn by S. Curry),,113,105
4,0:34.0,,S. Gilgeous-Alexander enters the game for J. Green,113,105
4,0:31.0,Offensive foul by S. Curry (drawn by P. Beverley),,113,105
4,0:31.0,Turnover by S. Curry (offensive foul),,113,105
4,0:31.0,,LA Clippers full timeout,113,105
4,0:23.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,113,105
4,0:22.0,,Offensive rebound by Team,113,105
4,0:18.0,,Turnover by P. Beverley (bad pass; steal by S. Curry),113,105
