"node1","node2","Pin_Pout","Pin_Nout","Nin_Pout","Nin_Nout","Pin_Pin","Pin_Nin","Nin_Pin","Nin_Nin","Pout_Pin","Pout_Nin","Nout_Pin","Nout_Nin","Pout_Pout","Pout_Nout","Nout_Pout","Nout_Nout"
30,1676,0,0,0,0,0,0,0,0,0.5,3,0,0,0.5,0,0,0
31,1676,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0
32,8820,0,0,0,0,0,0,1.5,3,0.333333333333333,1,6,2,0,0,0,0
33,8820,0,0,0,0,1.5,0.111111111111111,1.5,0,1.5,0.5,0,0,0,0,0,0
34,1534,1.14285714285714,2.4,2.28571428571429,4.8,8,4.5,16,9,20,22.5,8,4.5,10,15,1.33333333333333,2.4
20,1534,1.14285714285714,2.4,2,4.5,8,3.6,12,9,12,13.5,8,3.6,6,9,1.33333333333333,2.4
19,1192,19,15,52.25,44,11,60,30.25,132,28.6,156,77,84,41.1666666666667,31.2,133,84
35,1192,50.6666666666667,38.4,104.5,88,88,64,121,132,170.5,186,88,96,294.5,186,76,64
35,1531,6.85714285714286,0,9.42857142857143,0,40,9.6,55,16.5,77.5,46.5,40,9.6,46.5,0,6.85714285714286,0
36,8823,0,0,0,0,52.5,98,7.5,14,22.5,42,75,70,0,0,0,0
37,8823,0,0,0,0,22.5,8.4,15,5.6,135,126,67.5,42,0,0,0,0
38,8825,0,0,0,0,3,0,1,0,10,0,9,0,0,0,0,0
38,8826,0,0,0,0,0.75,3,0.25,1,2.22222222222222,10,18,9,0,0,0,0
39,8826,0,0,0,0,1,0,1,0.125,1,0.5,1,0.142857142857143,0,0,0,0
41,8828,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,8829,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0
43,8824,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
44,8829,0,0,0,0,0,0,0.5,3,1,3,6,3,0,0,0,0
45,8823,0,0,0,0,0,0,15,5.6,15,14,22.5,14,0,0,0,0
46,8830,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
47,8830,0,0,0,0,0.5,0.0909090909090909,0.5,0.0909090909090909,1,1,1,0,0,0,0,0
47,8831,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0
41,8832,0,0,0,0,0,0,0,0,0.0833333333333333,1,1,1,0,0,0,0
48,8833,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
48,8834,0,0,0,0,0,0,0.375,3,0,0,6,6,0,0,0,0
49,8834,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
50,8834,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
50,8835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
52,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
53,8837,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
53,8838,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
54,8838,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56,8839,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
57,313,46.2,8.4,49.5,12,16.8,189,14.4,162,9.33333333333333,126,48,108,30.8,5.6,132,24
58,313,0,0,0,0,0,0,0,0,0,0,8,18,0,0,22,4
59,313,2.75,0.4,0,0,0.666666666666667,9,0,0,0,0,4,9,0,0,11,2
60,313,0,0,0,0,0,0,0,0,2,4.5,8,12,5.5,1,11,2
60,314,0,0,0,0,0,0,0,0,0,2,0,8,0.166666666666667,0,4,0
61,314,0.375,0,0,0,0,6,0,0,0,2,0,4,0.111111111111111,0,2,0
62,667,0,0,0,0,0,0,0,0,7,4,3.5,0.8,5,1,1,0.166666666666667
63,667,0,0,0,0,0,0,0,0,14,16,21,12,10,2,15,3
64,667,0,0,0,0,0,0,0,0,1.16666666666667,4,7,4,0.714285714285714,0.142857142857143,5,1
64,320,0,0,0,0,0,0,0,0,2,0,2,0,4,1,1.14285714285714,0.333333333333333
65,8840,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
65,8841,0,0,0,0,0,0,0,0,3,0,1.5,0,0,0,0,0
66,318,0,0,0,0,0,0,0,0,1.6,17,8,17,1.6,3,8,12
66,997,0,0,0,0,0,0,0,0,1,0.5,1,0.333333333333333,0.5,2,0.2,1.33333333333333
67,997,0.125,0.666666666666667,0.6,3,0.25,1,1,3,0.4,1,6,3,0.166666666666667,1,3,12
67,318,1.14285714285714,2,4.8,9,4,17,12,51,4,17,24,51,4,6,24,36
67,313,1.375,0.285714285714286,6.6,1.2,0.444444444444444,9,2,27,0.8,9,12,27,2.2,0.4,33,6
68,4517,0,0,0.444444444444444,0,0,0,0.571428571428571,8,0,0,2,4,0,0,2,0
60,318,0,0,0,0,0,0,0,0,1.6,17,32,68,1.33333333333333,2.4,32,48
61,315,0.857142857142857,1,0,0,1.5,0,0,0,0.5,0,1,0,1,1,0.8,1
63,320,0,0,0,0,0,0,0,0,8,0,6,0,16,4,4.8,1.2
63,319,0,0,0,0,0,0,0,0,38,22,28.5,11,26,12,7.8,3.6
63,313,0,0,0,0,0,0,0,0,2.28571428571429,36,12,27,7.33333333333333,1.33333333333333,33,6
70,313,0,0,2.2,0.4,0,0,2,2.25,4,9,8,7.2,11,2,8.8,1.6
65,318,0,0,0,0,0,0,0,0,2.28571428571429,34,8,17,2.66666666666667,4.8,8,12
71,4415,0,0,0,0,0,0,0,0,0.5,0.5,0,0,5,1,0,0
61,319,5.57142857142857,3,0,0,9.5,33,0,0,3.16666666666667,11,38,22,1.85714285714286,0.857142857142857,26,12
73,1818,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0
74,255,15.5,8.85714285714286,21,11.6666666666667,31,0,35,0,49,0,43,0,73.5,49,32.25,17.2
75,257,12.3333333333333,15.6,12.3333333333333,15.6,25,15.2,25,19,125,190,112.5,114,185,195,111,175.5
76,3928,0,0,0,0,0.5,0,0,0,1.5,1.5,0.5,0.166666666666667,1.5,3,0.142857142857143,0.4
77,3928,0.111111111111111,0.222222222222222,0.125,0.333333333333333,0.1,1,0.142857142857143,1,0,0,1,1,0,0,1,2
78,4198,0,0,0,0,4,0,5,0,4,0,7,0,2,2,0,0
79,4198,0,0,0,0,18,0,23,0,35,0,19,0,17.5,17.5,0,0
80,8842,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0
79,8843,0,0,0,0,9,0,11.5,0,17.5,0,9.5,0,0,0,0,0
79,8844,0,0,0,0,9,0,11.5,0,17.5,0,9.5,0,0,0,0,0
81,8845,0,0,0,0,6.5,0,5.5,0,11,0,10.5,0,0,0,0,0
83,8847,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
83,1790,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1
84,1790,0.125,0.142857142857143,0.125,0.142857142857143,0,2,0,2,0,2,0,2,0.111111111111111,0.125,1,1
74,267,0,3.875,0,5,5.16666666666667,31,7,35,9.8,49,43,43,0,7,43,43
74,257,286.75,403,431.666666666667,455,155,1178,218.75,1330,245,1862,1075,1634,453.25,637,1591,1677
85,1796,0,0,0,0,0,0,0,0,0.428571428571429,3,2,2,2.57142857142857,0.428571428571429,12,2
86,8848,0,0,0,0,1.5,0,1.5,0,3.5,0,3.5,0,0,0,0,0
79,261,2.25,7.2,3.28571428571429,9.2,36,2,46,2.875,70,17.5,38,3.16666666666667,17.5,35,3.16666666666667,9.5
79,8849,0,0,0,0,18,0,23,0,35,0,19,0,0,0,0,0
81,8849,0,0,0,0,13,0,11,0,22,0,21,0,0,0,0,0
87,1795,0.1,0.25,0,0,1,0.285714285714286,0,0,1,1,3,0.75,0.5,1,0.3,0.75
88,1795,0.1,0.25,0.111111111111111,0.333333333333333,0.25,2,0.285714285714286,2,0,0,2,2,0,0,1,2
89,1795,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2
90,383,45.6,42,69.6666666666667,51.3333333333333,108,300,99,275,108,300,126,175,114,84,133,98
91,383,22.1666666666667,19.6,82.3333333333333,60.6666666666667,25.2,175,58.5,325,12,100,198,275,10.8571428571429,9.33333333333333,209,154
92,383,12.6666666666667,11.2,5.42857142857143,4.66666666666667,36,25,18,10,90,125,90,83.3333333333333,95,70,47.5,46.6666666666667
93,8851,0,0,0,0,0,1,0,1,0.285714285714286,2,2,2,0,0,0,0
94,395,1.28571428571429,1.6,1.28571428571429,1.6,1.5,0.428571428571429,1.5,0.428571428571429,10.5,10.5,6,3,31.5,28,7.2,10.6666666666667
94,388,1.85714285714286,2.6,1.85714285714286,2.16666666666667,2.33333333333333,17,2.33333333333333,17,19.6,119,56,68,15.1666666666667,15.1666666666667,52,52
95,388,1.625,2.16666666666667,0,0,2,17,0,0,0,0,14,17,0,0,13,13
96,388,0,0,0,0,0,0,0,0,7,8.5,7,3.4,6.5,6.5,1.85714285714286,2.16666666666667
98,643,3.33333333333333,0.833333333333333,5,1,17.5,2.14285714285714,17.5,2.5,14,6,10.5,1.5,8,2,2.4,0.6
98,8852,0,0,0,0,2.5,0,2.5,0,2,0,1.5,0,0,0,0,0
98,383,15.8333333333333,17.5,23.75,23.3333333333333,45,125,45,125,36,100,54,75,38,28,57,42
99,383,79.8,73.5,114,84,189,525,216,600,162,450,540,750,171,126,570,420
100,383,0,0,0,0,0,0,0,0,0,0,18,25,0,0,19,14
101,8853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,8851,0,0,0,0,0.5,0.111111111111111,0.5,0.2,0.5,0.5,1,0.666666666666667,0,0,0,0
104,4949,1.75,2.33333333333333,0.75,1.2,0,7,0,3,0,1,0,7,0.222222222222222,0.25,14,14
105,388,3.71428571428571,4.33333333333333,4.33333333333333,5.2,14,34,14,34,7,17,14,17,6.5,6.5,13,13
107,388,0,0,7.8,9.75,0,0,21,12.75,35,42.5,7,3.4,32.5,32.5,2.16666666666667,2.6
107,8854,0,0,0,0,0,0,6,0,10,0,2,0,0,0,0,0
107,8855,0,0,0,0,0,0,1.5,0,2.5,0,0.5,0,0,0,0,0
107,384,0,0,0.5,0,0,0,1.5,0,2.5,0,0.5,0,2.5,0,0.25,0
107,383,0,0,11.4,10.5,0,0,13.5,75,18,125,18,25,15.8333333333333,14,19,14
109,383,7.6,5.6,19,17.5,7.2,50,22.5,125,68.4,475,288,400,60.1666666666667,53.2,304,224
109,5213,2.33333333333333,2,7,6,0.333333333333333,4,0.833333333333333,10,3.16666666666667,38,16,32,22.1666666666667,19,112,96
110,5213,2,2,2.8,2.4,1,0.8,1,0.8,1.5,3,0,0,10.5,9,0,0
111,5213,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,6
112,677,5.83333333333333,10,2.8,5.33333333333333,32.5,35,13,14,45.5,49,65,35,24.5,28,35,40
112,685,1.25,5,0.571428571428571,2.4,7.5,2.5,3,1.2,10.5,10.5,7.5,2.5,7,21,1.66666666666667,7.5
112,1259,0,0.714285714285714,0,0.333333333333333,5,0,2,0,7,0,5,0,0,3.5,0,0.714285714285714
113,8856,0,0,0,0,3,0,0,0,1.5,0,1.5,0,0,0,0,0
114,8857,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
117,8858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118,8860,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0
118,8861,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
119,685,0,0,0,0,0,0,0,0,1.5,1.5,3,1,1,3,0.571428571428571,2
112,8862,0,0,0,0,0.714285714285714,15,0.333333333333333,6,1,21,5,15,0,0,0,0
112,8863,0,0,0,0,2.5,0,1,0,3.5,0,2.5,0,0,0,0,0
112,1577,0.625,0,0.285714285714286,0,2.5,0,1,0,3.5,0,2.5,0,3.5,0,0.625,0
112,8864,0,0,0,0,3.33333333333333,5,1.6,2,4,7,20,5,0,0,0,0
120,8864,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0
121,8864,0,0,0,0,0,0,0,0,2,0.5,2,0.111111111111111,0,0,0,0
121,8865,0,0,0,0,0,0,0,0,0.0909090909090909,2,1,2,0,0,0,0
113,677,1.75,2.28571428571429,0,0,3.25,14,0,0,1.625,7,13,7,0.875,1.14285714285714,7,8
122,1394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
117,8866,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0
123,1265,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1.5,0,0
123,8867,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
123,8869,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
124,8870,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
125,1579,0,0,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0,0
125,8873,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
125,8874,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0
126,8874,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
127,430,9.6,12,13,17.3333333333333,28.8,144,39,156,28.2,141,123,123,11.75,15.6666666666667,41,41
127,8875,0,0,0,0,8,144,8.66666666666667,156,7.83333333333333,141,41,123,0,0,0,0
128,8875,0,0,0,0,0,3,0.5,9,0,0,4,12,0,0,0,0
129,434,24,26.6666666666667,12,13.3333333333333,32,128,16,64,50,200,92,184,112.5,125,207,230
129,3716,0,4,0,2.66666666666667,8,0,4,0,12.5,0,11.5,0,0,25,0,11.5
129,745,18.6666666666667,19.2,11.2,12,8,0,4,0,12.5,0,11.5,0,87.5,75,32.2,34.5
130,430,0,0,0,0,0,0,0,0,1,6,15,15,0.285714285714286,0.333333333333333,5,5
131,430,1.5,1.8,1.2,1.5,13.5,6.75,9,6,12,12,7.5,5,4,4,1.66666666666667,2.5
132,8875,0,0,0,0,0.5,0.428571428571429,1,1.2,1,3,2.5,3.75,0,0,0,0
127,8876,0,0,0,0,24,8,26,10.4,23.5,23.5,20.5,8.2,0,0,0,0
133,8876,0,0,0,0,0.666666666666667,4,0.333333333333333,2,0.333333333333333,2,1,1,0,0,0,0
134,8877,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
134,8878,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0
135,8878,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0
135,434,2.25,3.33333333333333,0,0,1.33333333333333,16,0,0,0,0,12,24,0,0,27,30
129,752,6.85714285714286,22.4,4,14,8,0,4,0,12.5,0,11.5,0,37.5,87.5,17.25,53.6666666666667
129,447,0,0,0,0,8,0,4,0,12.5,0,11.5,0,0,0,0,0
129,1093,2.66666666666667,0,1.6,0,3.55555555555556,128,2.28571428571429,64,6.25,200,46,184,5,0,23,0
137,1092,0,0,0,0.4,0,1,0,2,0,2,0,3,0,0.4,0,3
127,980,13.7142857142857,0,17.3333333333333,0,8,48,10.4,52,7.83333333333333,47,41,41,13.4285714285714,0,82,0
127,445,24,36,20.8,52,48,8,52,10.4,47,23.5,41,8.2,47,70.5,27.3333333333333,41
139,439,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0
140,341,13,12.6,0,0,43.5,18,0,0,72.5,75,14.5,10,65,52.5,6.5,7
141,350,0,0,0,0,0,0,0,0,63,75,21,16.6666666666667,79.5,69,13.25,15.3333333333333
142,8879,0,0,0,0,0.111111111111111,1,0.25,2,0.444444444444444,4,8,8,0,0,0,0
143,8879,0,0,0,0,1.5,0.5,0,0,1,1,1,0.5,0,0,0,0
143,8880,0,0,0,0,0,9,0,0,0,6,0,6,0,0,0,0
144,345,2.14285714285714,3.33333333333333,0.5,0.666666666666667,3.125,25,0.625,5,0,0,5,5,0,0,3,4
145,345,1.5,2,0,0,7.5,15,2.5,5,2.5,5,5,5,1.5,2,3,4
146,1550,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
140,342,5.5,5.4,0,0,12.5,63,0,0,25,105,25,21,11,11.25,11,9
147,350,8.83333333333333,7.66666666666667,39.75,46,7,50,25.2,150,8.4,50,84,100,10.6,11.5,106,92
147,3702,0,0,0,0,3,0.666666666666667,9,2.4,3,2,6,2.66666666666667,0,0,0,0
148,3702,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
149,3702,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
140,4061,0.428571428571429,1,0,0,3,0,0,0,5,0,1,0,2.5,5,0.166666666666667,0.4
140,3702,0,0,0,0,9,2,0,0,15,10,3,1.33333333333333,0,0,0,0
140,343,0.3,3,0,0,15,5,0,0,25,25,5,3.33333333333333,2.5,12.5,0.125,1.66666666666667
141,343,0,0,0,0,0,0,0,0,6,30,10,10,0.333333333333333,3.75,1,5
150,344,0,0,0,0,0,0,0,0,0,0,12,8,0,0,4,4
151,1541,0,0.5,0,0,0.125,2,0,0,0,0,1,2,0,0,0,3
152,1661,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
143,1661,0,0,0,0,4.5,0,0,0,3,1,3,0,0,0,0,0
143,8881,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0
153,8881,0,0,0,0,0,6,0,6,0,2,0,4,0,0,0,0
154,3702,0,0,0,0,12,3.2,12,4,48,32,27,9,0,0,0,0
141,3702,0,0,0,0,0,0,0,0,9,6,3,1.33333333333333,0,0,0,0
156,1741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
157,301,0.2,0.5,0.5,1.2,2,2,4,4,4,4,8,4,1,3,2,6
158,301,0.6,1.5,0.166666666666667,0.428571428571429,6,1.5,2,0.333333333333333,8,4,0,0,2,6,0,0
159,301,0,0,0,0,0,0,2,0,2,1,2,0.666666666666667,0.5,1.5,0.333333333333333,0.75
160,302,10,8,2.85714285714286,2.66666666666667,7.8,27,1.85714285714286,9,0,0,78,54,0,0,120,96
161,8883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,304,0.1,0,0,0,1.5,0.375,0,0,1.5,1.5,3,1.2,0.5,0.5,0.222222222222222,0
163,304,0,0,0.333333333333333,0,1.5,0,4.5,1.5,4.5,4.5,0,0,1.5,1.5,0,0
164,305,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6
165,305,0,0,0,0,0,0,0,0,0.444444444444444,4,4,4,0.75,1.2,6,6
166,305,3.42857142857143,6,4,4.8,8,3.2,8,4,4,4,6,3,6,6,3.6,3.6
167,618,0,0,0,0,8.5,0,11,0,7.5,0,5,0,0,7.5,0,0
168,309,0,2.5,0,2.2,2.5,30,2.75,22,3,36,15,30,0,3.6,0,15
169,309,0,1,0,1.2,1,12,1.2,12,0.5,6,3,6,0,0.5,0,3
169,303,1.5,2,2.4,2.4,5,18,6,18,2.5,9,15,9,0.857142857142857,1,6,6
170,303,2.85714285714286,5,2,3,25,6,15,3.6,27.5,16.5,12.5,3,11,11,1.42857142857143,1.66666666666667
171,8884,0,0,0,0,0.5,0.2,0.5,0.2,2,2,0.5,0.2,0,0,0,0
172,8884,0,0,0,0,1,6,0.666666666666667,4,0,1,2,2,0,0,0,0
173,301,0,0,0,0,0,0,0,0,1.33333333333333,4,8,4,0.333333333333333,0.857142857142857,2,6
173,8885,0,0,0,0,0,0,0,0,1,1,1,0.4,0,0,0,0
160,8885,0,0,0,0,0.333333333333333,3,0.111111111111111,1,0,0,6,6,0,0,0,0
160,308,0,0.5,0,0.166666666666667,1.5,6,0.428571428571429,2,0,0,18,12,0,0,0,6
174,308,0,0,0,0.142857142857143,1.5,0,1.5,0.285714285714286,4.5,3,3,0.8,0,1.5,0,0.333333333333333
160,8886,0,0,0,0,0,6,0,2,0,0,0,12,0,0,0,0
175,8886,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0
175,305,0.857142857142857,0.857142857142857,0,0,2,0.5,0,0,2,2,2,0.666666666666667,3,3,0.75,1
176,305,7.5,12,9,10.8,8,40,7.2,36,4.66666666666667,28,24,24,7,8.4,36,36
176,306,4.44444444444444,1.25,4.5,1.125,20,7.5,18,9,14,10.5,12,6,14,3.5,3,0.857142857142857
167,309,0,2.42857142857143,0,4.4,8.5,8.5,11,14.6666666666667,7.5,15,5,6.66666666666667,0,7.5,0,1.66666666666667
167,301,2.83333333333333,8.5,4.4,13.2,34,5.66666666666667,44,11,30,15,20,5,7.5,22.5,2,6
167,302,56.6666666666667,68,110,117.333333333333,110.5,30.6,143,66,97.5,67.5,65,30,150,120,50,40
170,308,0,2,0,1.5,15,4,9,3,16.5,11,7.5,2.5,0,5.5,0,1.25
170,8887,0,0,0,0,0,10,0,6,0,11,0,5,0,0,0,0
177,497,0,0,0,0,0,0,0,0,37.5,37.5,22.5,9,50,37.5,10,9
178,8888,0,0,0,0,0,2,0,2,0,12,0,6,0,0,0,0
179,8888,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0
180,8891,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0
181,1156,0,0,0,0,0,0,0,0,0,1,4,2,0.111111111111111,0,2,0
182,1156,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
183,509,0,0,0.142857142857143,0,0,0,0.285714285714286,2,0.857142857142857,6,4,4,0.428571428571429,0,2,2
184,509,2.8,0,3.83333333333333,0,4,28,9.2,46,3.42857142857143,24,18,18,1.71428571428571,0,9,9
177,509,0,0,0,0,0,0,0,0,25,25,15,7.5,12.5,12.5,2.5,0
177,934,0,0,0,0,0,0,0,0,37.5,12.5,22.5,3.75,62.5,112.5,18.75,33.75
185,934,0.833333333333333,1.8,0,0,1.5,0.2,0,0,9,3,6,1,15,27,3.33333333333333,9
185,8892,0,0,0,0,0.5,0,0,0,3,0,2,0,0,0,0,0
179,8893,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0
186,8894,0,0,0,0,1,0,1,0,4.5,0,3,0,0,0,0,0
186,8895,0,0,0,0,1,0,1,0,4.5,0,3,0,0,0,0,0
177,8896,0,0,0,0,0,0,0,0,12.5,0,7.5,0,0,0,0,0
177,8897,0,0,0,0,0,0,0,0,3.57142857142857,25,15,15,0,0,0,0
186,8897,0,0,0,0,1,0.333333333333333,1,0.4,4.5,4.5,3,2,0,0,0,0
186,8898,0,0,0,0,0,4,0,4,0,18,0,12,0,0,0,0
179,8898,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0
181,8899,0,0,0,0,0,0,0,0,1,2,4,4,0,0,0,0
187,8899,0,0,0,0,0,0,0,0,0.285714285714286,2,4,4,0,0,0,0
188,7523,0,0,0,0,0,0,2,0.666666666666667,1,1,0,0,0,0,0,0
189,8900,0,0,0,0,0.4,2,0.75,3,2.8,14,3,3,0,0,0,0
191,8900,0,0,0,0,14.5,7.25,21,14,27,27,22,11,0,0,0,0
193,8901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,354,3,3.6,4.5,4.5,6,0,6,0,8,0,12,0,12,12,12,18
194,8902,0,0,0,0,0.5,3,0.6,3,0.5,4,6,6,0,0,0,0
195,8902,0,0,0,0,0,0,0.5,0.25,1,1,1,0.285714285714286,0,0,0,0
195,369,0,0,0.285714285714286,0.166666666666667,0,0,0,1,0,2,0,2,0.571428571428571,0.285714285714286,4,2
195,368,0,0,0,0.125,0,0,0.166666666666667,2,0.285714285714286,4,2,4,0,0.222222222222222,0,2
