id,players,team
9944,"{'T. Sefolosha', ""R. O'Neale"", 'R. Gobert', 'R. Neto', 'A. Burks'}",UTA
9945,"{'T. Sefolosha', ""R. O'Neale"", 'E. Udoh', 'R. Neto', 'A. Burks'}",UTA
9946,"{'T. Sefolosha', 'G. Allen', 'D. Exum', 'E. Udoh', 'R. Neto'}",UTA
9947,"{'H. Barnes', 'D. Finney-Smith', 'D. Harris', 'M. Kleber', 'D. Smith'}",DAL
9948,"{'J. Brunson', 'D. Jordan', 'D. Harris', 'M. Kleber', 'L. Dončić'}",DAL
9949,"{'J. Brunson', 'D. Jordan', 'M. Kleber', 'D. Smith', 'L. Dončić'}",DAL
9950,"{'H. Barnes', 'D. Finney-Smith', 'J. Brunson', 'D. Harris', 'M. Kleber'}",DAL
9951,"{'R. Broekhoff', 'H. Barnes', 'D. Finney-Smith', 'J. Brunson', 'M. Kleber'}",DAL
9952,"{'N. Jokić', 'M. Beasley', 'M. Morris', 'G. Harris', 'J. Hernangómez'}",DEN
9953,"{'D. White', 'M. Belinelli', 'P. Mills', 'D. Cunningham', 'L. Aldridge'}",SAS
9954,"{'J. Poeltl', 'D. White', 'C. Metu', 'M. Belinelli', 'P. Mills'}",SAS
9955,"{'C. Metu', 'D. DeRozan', 'M. Belinelli', 'P. Mills', 'D. Cunningham'}",SAS
9956,"{'B. Forbes', 'C. Metu', 'D. DeRozan', 'M. Belinelli', 'D. Cunningham'}",SAS
9957,"{'B. Forbes', 'R. Gay', 'C. Metu', 'M. Belinelli', 'D. Cunningham'}",SAS
9958,"{'T. Warren', 'R. Holmes', 'T. Ariza', 'J. Jackson', 'I. Canaan'}",PHX
9959,"{'D. Ayton', 'T. Ariza', 'T. Daniels', 'D. Booker', 'I. Canaan'}",PHX
9960,"{'R. Holmes', 'T. Ariza', 'T. Daniels', 'D. Booker', 'J. Crawford'}",PHX
9961,"{'T. Warren', 'D. Ayton', 'T. Ariza', 'I. Canaan', 'J. Crawford'}",PHX
9962,"{'T. Warren', 'R. Holmes', 'T. Ariza', 'I. Canaan', 'J. Crawford'}",PHX
9963,"{'T. Warren', 'R. Holmes', 'T. Ariza', 'D. Booker', 'I. Canaan'}",PHX
9964,"{'T. Warren', 'R. Holmes', 'J. Jackson', 'D. Booker', 'J. Crawford'}",PHX
9965,"{'T. Warren', 'R. Holmes', 'J. Jackson', 'I. Canaan', 'J. Crawford'}",PHX
9966,"{'R. Holmes', 'T. Ariza', 'J. Jackson', 'I. Canaan', 'J. Crawford'}",PHX
9967,"{'R. Holmes', 'T. Ariza', 'D. Booker', 'I. Canaan', 'J. Crawford'}",PHX
9968,"{'D. Ayton', 'T. Ariza', 'D. Booker', 'I. Canaan', 'J. Crawford'}",PHX
9969,"{'R. Westbrook', 'D. Schröder', 'P. George', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
9970,"{'S. Adams', 'D. Schröder', 'P. George', 'T. Luwawu-Cabarrot', 'R. Felton'}",OKC
9971,"{'P. Patterson', 'D. Schröder', 'P. George', 'T. Luwawu-Cabarrot', 'R. Felton'}",OKC
9972,"{'P. Patterson', 'D. Schröder', 'D. Burton', 'T. Luwawu-Cabarrot', 'R. Felton'}",OKC
9973,"{'P. Patterson', 'R. Westbrook', 'T. Luwawu-Cabarrot', 'D. Burton', 'H. Diallo'}",OKC
9974,"{'R. Westbrook', 'T. Luwawu-Cabarrot', 'J. Grant', 'H. Diallo', 'S. Adams'}",OKC
9975,"{'R. Westbrook', 'T. Luwawu-Cabarrot', 'P. George', 'H. Diallo', 'S. Adams'}",OKC
9976,"{'D. Schröder', 'P. George', 'J. Grant', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
9977,"{'P. Patterson', 'D. Schröder', 'P. George', 'J. Grant', 'T. Luwawu-Cabarrot'}",OKC
9978,"{'P. Patterson', 'D. Schröder', 'J. Grant', 'D. Burton', 'T. Luwawu-Cabarrot'}",OKC
9979,"{'P. Patterson', 'R. Westbrook', 'D. Schröder', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
9980,"{'P. Patterson', 'R. Westbrook', 'P. George', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
9981,"{'R. Hollis-Jefferson', 'E. Davis', 'D. Carroll', 'D. Russell', 'S. Dinwiddie'}",BKN
9982,"{'R. Hollis-Jefferson', 'S. Napier', 'E. Davis', 'D. Carroll', 'S. Dinwiddie'}",BKN
9983,"{'S. Napier', 'J. Harris', 'E. Davis', 'D. Carroll', 'S. Dinwiddie'}",BKN
9984,"{'S. Napier', 'D. Carroll', 'J. Dudley', 'D. Russell', 'E. Davis'}",BKN
9985,"{'J. Harris', 'E. Davis', 'J. Dudley', 'D. Russell', 'S. Dinwiddie'}",BKN
9986,"{'R. Hollis-Jefferson', 'J. Allen', 'J. Harris', 'D. Russell', 'S. Dinwiddie'}",BKN
9987,"{'R. Hollis-Jefferson', 'D. Carroll', 'D. Russell', 'E. Davis', 'A. Crabbe'}",BKN
9988,"{'R. Hollis-Jefferson', 'J. Harris', 'D. Russell', 'E. Davis', 'A. Crabbe'}",BKN
9989,"{'R. Hollis-Jefferson', 'J. Allen', 'J. Harris', 'D. Russell', 'A. Crabbe'}",BKN
9990,"{'J. Allen', 'J. Harris', 'D. Russell', 'S. Dinwiddie', 'A. Crabbe'}",BKN
9991,"{'Z. Collins', 'E. Turner', 'W. Baldwin', 'M. Leonard', 'N. Stauskas'}",POR
9992,"{'E. Turner', 'J. Layman', 'W. Baldwin', 'M. Leonard', 'N. Stauskas'}",POR
9993,"{'J. Nurkić', 'D. Lillard', 'J. Layman', 'C. McCollum', 'N. Stauskas'}",POR
9994,"{'K. Lowry', 'J. Valančiūnas', 'F. VanVleet', 'D. Wright', 'D. Green'}",TOR
9995,"{'J. Valančiūnas', 'F. VanVleet', 'L. Brown', 'D. Wright', 'D. Green'}",TOR
9996,"{'J. Valančiūnas', 'K. Leonard', 'F. VanVleet', 'L. Brown', 'D. Wright'}",TOR
9997,"{'S. Ibaka', 'J. Valančiūnas', 'F. VanVleet', 'L. Brown', 'D. Green'}",TOR
9998,"{'G. Monroe', 'S. Ibaka', 'L. Brown', 'D. Wright', 'D. Green'}",TOR
9999,"{'G. Monroe', 'S. Ibaka', 'K. Lowry', 'L. Brown', 'D. Wright'}",TOR
10000,"{'S. Ibaka', 'J. Valančiūnas', 'K. Lowry', 'L. Brown', 'D. Wright'}",TOR
10001,"{'S. Ibaka', 'J. Valančiūnas', 'K. Lowry', 'F. VanVleet', 'D. Wright'}",TOR
10002,"{'S. Ibaka', 'K. Lowry', 'P. Siakam', 'L. Brown', 'D. Wright'}",TOR
10003,"{'G. Monroe', 'S. Ibaka', 'F. VanVleet', 'L. Brown', 'D. Wright'}",TOR
10004,"{'D. Green', 'S. Ibaka', 'F. VanVleet', 'G. Monroe', 'D. Wright'}",TOR
10005,"{'F. Ntilikina', 'K. Knox', 'T. Hardaway', 'T. Burke', 'N. Vonleh'}",NYK
10006,"{'K. Knox', 'A. Trier', 'T. Hardaway', 'T. Burke', 'N. Vonleh'}",NYK
10007,"{'F. Ntilikina', 'E. Mudiay', 'M. Robinson', 'T. Hardaway', 'N. Vonleh'}",NYK
10008,"{'M. Bridges', 'R. Holmes', 'T. Ariza', 'J. Jackson', 'J. Crawford'}",PHX
10009,"{'M. Bridges', 'R. Holmes', 'T. Ariza', 'I. Canaan', 'J. Crawford'}",PHX
10010,"{'M. Bridges', 'T. Warren', 'R. Holmes', 'T. Ariza', 'D. Booker'}",PHX
10011,"{'M. Bridges', 'T. Warren', 'R. Holmes', 'J. Jackson', 'I. Canaan'}",PHX
10012,"{'M. Bridges', 'T. Warren', 'R. Holmes', 'J. Jackson', 'J. Crawford'}",PHX
10013,"{'M. Bridges', 'R. Holmes', 'T. Ariza', 'D. Booker', 'J. Crawford'}",PHX
10014,"{'L. Stephenson', 'B. Ingram', 'J. Hart', 'L. James', 'T. Chandler'}",LAL
10015,"{'S. Napier', 'J. Allen', 'D. Carroll', 'J. Dudley', 'D. Russell'}",BKN
10016,"{'J. Allen', 'J. Harris', 'D. Carroll', 'D. Russell', 'S. Dinwiddie'}",BKN
10017,"{'R. Hollis-Jefferson', 'J. Harris', 'E. Davis', 'S. Dinwiddie', 'A. Crabbe'}",BKN
10018,"{'R. Hollis-Jefferson', 'J. Allen', 'D. Russell', 'S. Dinwiddie', 'A. Crabbe'}",BKN
10019,"{'S. Napier', 'E. Davis', 'D. Carroll', 'J. Dudley', 'S. Dinwiddie'}",BKN
10020,"{'S. Napier', 'E. Davis', 'J. Dudley', 'D. Russell', 'A. Crabbe'}",BKN
10021,"{'R. Hollis-Jefferson', 'J. Harris', 'D. Russell', 'S. Dinwiddie', 'A. Crabbe'}",BKN
10022,"{'S. Napier', 'R. Hollis-Jefferson', 'D. Russell', 'S. Dinwiddie', 'A. Crabbe'}",BKN
10023,"{'D. Schröder', 'N. Noel', 'P. George', 'J. Grant', 'T. Luwawu-Cabarrot'}",OKC
10024,"{'P. Patterson', 'N. Noel', 'D. Schröder', 'T. Luwawu-Cabarrot', 'H. Diallo'}",OKC
10025,"{'P. Patterson', 'D. Schröder', 'T. Luwawu-Cabarrot', 'S. Adams', 'H. Diallo'}",OKC
10026,"{'R. Westbrook', 'N. Noel', 'T. Luwawu-Cabarrot', 'J. Grant', 'H. Diallo'}",OKC
10027,"{'A. Nader', 'J. Grant', 'D. Burton', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
10028,"{'R. Jackson', 'B. Griffin', 'Z. Pachulia', 'G. Robinson', 'R. Bullock'}",DET
10029,"{'L. Galloway', 'R. Jackson', 'B. Griffin', 'S. Johnson', 'J. Leuer'}",DET
10030,"{'I. Smith', 'R. Jackson', 'B. Griffin', 'R. Bullock', 'J. Leuer'}",DET
10031,"{'I. Smith', 'G. Robinson', 'B. Griffin', 'S. Johnson', 'J. Leuer'}",DET
10032,"{'I. Smith', 'G. Robinson', 'R. Bullock', 'A. Drummond', 'S. Johnson'}",DET
10033,"{'M. Harkless', 'D. Lillard', 'E. Turner', 'C. McCollum', 'M. Leonard'}",POR
10034,"{'M. Harkless', 'D. Lillard', 'E. Turner', 'M. Leonard', 'N. Stauskas'}",POR
10035,"{'D. Lillard', 'E. Turner', 'M. Leonard', 'A. Aminu', 'N. Stauskas'}",POR
10036,"{'Z. Collins', 'W. Baldwin', 'M. Leonard', 'A. Simons', 'N. Stauskas'}",POR
10037,"{'C. Swanigan', 'Z. Collins', 'J. Layman', 'W. Baldwin', 'A. Simons'}",POR
10038,"{'J. Holiday', 'W. Johnson', 'E. Moore', 'F. Jackson', 'A. Davis'}",NOP
10039,"{'J. Okafor', 'J. Holiday', 'N. Mirotić', 'A. Davis', 'J. Randle'}",NOP
10040,"{'K. Anderson', 'S. Mack', 'J. Green', 'W. Selden', 'O. Casspi'}",MEM
10041,"{'K. Anderson', 'M. Brooks', 'S. Mack', 'O. Casspi', 'W. Selden'}",MEM
10042,"{'M. Brooks', 'M. Conley', 'O. Casspi', 'W. Selden', 'M. Gasol'}",MEM
10043,"{'M. Brooks', 'M. Conley', 'O. Casspi', 'J. Green', 'W. Selden'}",MEM
10044,"{'M. Conley', 'J. Green', 'O. Casspi', 'G. Temple', 'W. Selden'}",MEM
10045,"{'B. Bogdanović', 'F. Mason', 'N. Bjelica', 'M. Bagley', 'J. Jackson'}",SAC
10046,"{'B. Bogdanović', 'N. Bjelica', 'F. Mason', 'H. Giles', 'J. Jackson'}",SAC
10047,"{'B. Bogdanović', 'F. Mason', 'H. Giles', 'J. Jackson', 'B. Hield'}",SAC
10048,"{'B. Bogdanović', 'H. Giles', 'M. Bagley', 'J. Jackson', 'B. Hield'}",SAC
10049,"{'B. Bogdanović', 'W. Cauley-Stein', 'M. Bagley', 'J. Jackson', 'B. Hield'}",SAC
10050,"{'B. Bogdanović', 'I. Shumpert', 'D. Fox', 'M. Bagley', 'J. Jackson'}",SAC
10051,"{'T. Rozier', 'D. Theis', 'G. Hayward', 'K. Irving', 'S. Ojeleye'}",BOS
10052,"{'J. Tatum', 'G. Hayward', 'M. Morris', 'R. Williams', 'M. Smart'}",BOS
10053,"{'T. Rozier', 'A. Baynes', 'M. Smart', 'S. Ojeleye', 'B. Wanamaker'}",BOS
10054,"{'T. Rozier', 'J. Brown', 'A. Baynes', 'S. Ojeleye', 'B. Wanamaker'}",BOS
10055,"{'J. Johnson', 'W. Ellington', 'D. Wade', 'J. Winslow', 'H. Whiteside'}",MIA
10056,"{'J. Johnson', 'W. Ellington', 'D. Wade', 'R. McGruder', 'H. Whiteside'}",MIA
10057,"{'B. Adebayo', 'J. Johnson', 'W. Ellington', 'D. Wade', 'R. McGruder'}",MIA
10058,"{'B. Adebayo', 'J. Johnson', 'D. Wade', 'W. Ellington', 'J. Winslow'}",MIA
10059,"{'J. Martin', 'W. Iwundu', 'J. Simmons', 'K. Birch', 'I. Briscoe'}",ORL
10060,"{'G. Green', 'J. Ennis', 'C. Paul', 'C. Capela', 'J. Harden'}",HOU
10061,"{'E. Gordon', 'G. Green', 'P. Tucker', 'G. Clark', 'J. Harden'}",HOU
10062,"{'E. Gordon', 'G. Green', 'P. Tucker', 'I. Hartenstein', 'C. Paul'}",HOU
10063,"{'E. Gordon', 'G. Green', 'P. Tucker', 'G. Clark', 'C. Paul'}",HOU
10064,"{'J. Poeltl', 'D. Bertāns', 'D. DeRozan', 'P. Mills', 'D. Cunningham'}",SAS
10065,"{'J. Poeltl', 'B. Forbes', 'R. Gay', 'D. DeRozan', 'M. Belinelli'}",SAS
10066,"{'S. Mack', 'O. Casspi', 'J. Green', 'W. Selden', 'J. Jackson'}",MEM
10067,"{'S. Mack', 'M. Conley', 'O. Casspi', 'J. Green', 'J. Jackson'}",MEM
10068,"{'S. Mack', 'J. Green', 'O. Casspi', 'G. Temple', 'J. Jackson'}",MEM
10069,"{'T. Sefolosha', 'D. Exum', 'J. Ingles', 'D. Favors', 'A. Burks'}",UTA
10070,"{'T. Sefolosha', 'G. Allen', 'J. Ingles', 'R. Rubio', 'R. Gobert'}",UTA
10071,"{'T. Sefolosha', 'D. Exum', ""R. O'Neale"", 'J. Crowder', 'A. Burks'}",UTA
10072,"{'T. Warren', 'R. Holmes', 'J. Jackson', 'D. Booker', 'I. Canaan'}",PHX
10073,"{'T. Warren', 'D. Ayton', 'J. Jackson', 'I. Canaan', 'J. Crawford'}",PHX
10074,"{'D. Ayton', 'T. Ariza', 'J. Jackson', 'I. Canaan', 'J. Crawford'}",PHX
10075,"{'M. Bridges', 'R. Holmes', 'T. Ariza', 'D. Booker', 'I. Canaan'}",PHX
10076,"{'W. Johnson', 'A. Davis', 'E. Moore', 'J. Randle', 'D. Miller'}",NOP
10077,"{'J. Holiday', 'W. Johnson', 'A. Davis', 'F. Jackson', 'J. Randle'}",NOP
10078,"{'I. Clark', 'J. Holiday', 'E. Moore', 'J. Randle', 'C. Diallo'}",NOP
10079,"{'K. Walker', 'J. Lamb', 'C. Zeller', 'D. Bacon', 'M. Williams'}",CHA
10080,"{'M. Bridges', 'J. Lamb', 'D. Bacon', 'F. Kaminsky', 'K. Walker'}",CHA
10081,"{'D. Graham', 'M. Bridges', 'D. Bacon', 'F. Kaminsky', 'N. Batum'}",CHA
10082,"{'M. Bridges', 'C. Zeller', 'D. Bacon', 'K. Walker', 'N. Batum'}",CHA
10083,"{'K. Walker', 'J. Lamb', 'F. Kaminsky', 'M. Williams', 'N. Batum'}",CHA
10084,"{'K. Walker', 'J. Lamb', 'D. Bacon', 'M. Williams', 'N. Batum'}",CHA
10085,"{'K. Walker', 'C. Zeller', 'D. Bacon', 'M. Williams', 'N. Batum'}",CHA
10086,"{'M. Bridges', 'K. Walker', 'D. Bacon', 'F. Kaminsky', 'N. Batum'}",CHA
10087,"{'D. Graham', 'M. Bridges', 'J. Lamb', 'D. Bacon', 'F. Kaminsky'}",CHA
10088,"{'D. Graham', 'M. Bridges', 'K. Walker', 'J. Lamb', 'M. Williams'}",CHA
10089,"{'D. Graham', 'K. Walker', 'J. Lamb', 'C. Zeller', 'M. Williams'}",CHA
10090,"{'T. Thompson', 'A. Harrison', 'L. Nance', 'K. Korver', 'R. Hood'}",CLE
10091,"{'D. Nwaba', 'C. Sexton', 'A. Žižić', 'R. Hood', 'C. Osman'}",CLE
10092,"{'J. Clarkson', 'A. Harrison', 'L. Nance', 'D. Nwaba', 'C. Osman'}",CLE
10093,"{'J. Clarkson', 'T. Thompson', 'A. Harrison', 'L. Nance', 'C. Osman'}",CLE
10094,"{'J. Clarkson', 'A. Harrison', 'C. Sexton', 'R. Hood', 'C. Osman'}",CLE
10095,"{'T. Thompson', 'A. Harrison', 'C. Sexton', 'R. Hood', 'C. Osman'}",CLE
10096,"{'K. Oubre', 'J. Wall', 'B. Beal', 'T. Satoranský', 'M. Morris'}",WAS
10097,"{'K. Oubre', 'A. Rivers', 'T. Satoranský', 'O. Porter', 'M. Morris'}",WAS
10098,"{'K. Oubre', 'J. Wall', 'T. Satoranský', 'O. Porter', 'J. Green'}",WAS
10099,"{'J. Wall', 'B. Beal', 'O. Porter', 'J. Green', 'T. Bryant'}",WAS
10100,"{'O. White', 'A. Rivers', 'T. Satoranský', 'J. Green', 'T. Bryant'}",WAS
10101,"{'G. Green', 'P. Tucker', 'G. Clark', 'I. Hartenstein', 'J. Harden'}",HOU
10102,"{'E. Gordon', 'J. Ennis', 'G. Clark', 'M. Carter-Williams', 'C. Capela'}",HOU
10103,"{'E. Gordon', 'G. Green', 'G. Clark', 'M. Carter-Williams', 'C. Capela'}",HOU
10104,"{'T. Rozier', 'J. Tatum', 'A. Horford', 'M. Smart', 'S. Ojeleye'}",BOS
10105,"{'T. Rozier', 'J. Brown', 'K. Irving', 'A. Horford', 'S. Ojeleye'}",BOS
10106,"{'J. Brown', 'K. Irving', 'A. Baynes', 'M. Smart', 'S. Ojeleye'}",BOS
10107,"{'J. Tatum', 'K. Irving', 'A. Baynes', 'M. Smart', 'S. Ojeleye'}",BOS
10108,"{'J. Tatum', 'T. Rozier', 'A. Horford', 'M. Morris', 'S. Ojeleye'}",BOS
10109,"{'B. Bogdanović', 'F. Mason', 'T. Williams', 'M. Bagley', 'J. Jackson'}",SAC
10110,"{'I. Shumpert', 'F. Mason', 'W. Cauley-Stein', 'T. Williams', 'J. Jackson'}",SAC
10111,"{'I. Shumpert', 'F. Mason', 'H. Giles', 'T. Williams', 'J. Jackson'}",SAC
10112,"{'B. Bogdanović', 'I. Shumpert', 'F. Mason', 'H. Giles', 'B. Hield'}",SAC
10113,"{'B. Bogdanović', 'I. Shumpert', 'D. Fox', 'H. Giles', 'B. Hield'}",SAC
10114,"{'B. Bogdanović', 'I. Shumpert', 'D. Fox', 'M. Bagley', 'B. Hield'}",SAC
10115,"{'Q. Pondexter', 'B. Forbes', 'M. Belinelli', 'P. Mills', 'D. Cunningham'}",SAS
10116,"{'R. Gay', 'D. Bertāns', 'M. Belinelli', 'P. Mills', 'D. Cunningham'}",SAS
10117,"{'J. Holiday', 'A. Blakeney', 'S. Harrison', 'R. Lopez', 'Z. LaVine'}",CHI
10118,"{'C. Felício', 'W. Carter', 'C. Payne', 'A. Blakeney', 'S. Harrison'}",CHI
10119,"{'I. Clark', 'N. Mirotić', 'C. Diallo', 'F. Jackson', 'D. Miller'}",NOP
10120,"{'J. Holiday', 'N. Mirotić', 'W. Johnson', 'E. Moore', 'C. Diallo'}",NOP
10121,"{'J. Holiday', 'N. Mirotić', 'C. Diallo', 'F. Jackson', 'D. Miller'}",NOP
10122,"{'N. Mirotić', 'E. Moore', 'F. Jackson', 'J. Randle', 'D. Miller'}",NOP
10123,"{'K. Walker', 'J. Lamb', 'D. Bacon', 'F. Kaminsky', 'M. Williams'}",CHA
10124,"{'M. Bridges', 'M. Monk', 'D. Bacon', 'F. Kaminsky', 'K. Walker'}",CHA
10125,"{'M. Bridges', 'D. Graham', 'M. Monk', 'C. Zeller', 'N. Batum'}",CHA
10126,"{'M. Bridges', 'D. Graham', 'M. Monk', 'D. Bacon', 'M. Williams'}",CHA
10127,"{'M. Bridges', 'D. Graham', 'M. Monk', 'M. Williams', 'N. Batum'}",CHA
10128,"{'D. Graham', 'K. Walker', 'M. Monk', 'M. Williams', 'N. Batum'}",CHA
10129,"{'M. Bridges', 'K. Walker', 'M. Monk', 'J. Lamb', 'M. Williams'}",CHA
10130,"{'M. Bridges', 'K. Walker', 'J. Lamb', 'D. Bacon', 'M. Williams'}",CHA
10131,"{'M. Bridges', 'R. Holmes', 'J. Jackson', 'I. Canaan', 'J. Crawford'}",PHX
10132,"{'M. Bridges', 'D. Ayton', 'T. Ariza', 'J. Jackson', 'D. Booker'}",PHX
10133,"{'R. Holmes', 'J. Jackson', 'D. Booker', 'I. Canaan', 'J. Crawford'}",PHX
10134,"{'D. Ayton', 'J. Jackson', 'D. Booker', 'I. Canaan', 'J. Crawford'}",PHX
10135,"{'M. Bridges', 'D. Ayton', 'D. Booker', 'I. Canaan', 'J. Crawford'}",PHX
10136,"{'M. Robinson', 'T. Hardaway', 'M. Hezonja', 'T. Burke', 'E. Freedom'}",NYK
10137,"{'A. Trier', 'E. Mudiay', 'T. Hardaway', 'T. Burke', 'E. Freedom'}",NYK
10138,"{'F. Ntilikina', 'A. Trier', 'M. Robinson', 'T. Burke', 'E. Freedom'}",NYK
10139,"{'A. Bradley', 'M. Harrell', 'M. Teodosić', 'T. Harris', 'D. Gallinari'}",LAC
10140,"{'D. Exum', 'R. Rubio', 'R. Gobert', 'D. Favors', 'A. Burks'}",UTA
10141,"{'T. Sefolosha', ""R. O'Neale"", 'R. Rubio', 'D. Favors', 'A. Burks'}",UTA
10142,"{'T. Sefolosha', ""R. O'Neale"", 'R. Rubio', 'R. Gobert', 'A. Burks'}",UTA
10143,"{'T. Sefolosha', 'G. Allen', ""R. O'Neale"", 'R. Rubio', 'R. Gobert'}",UTA
10144,"{'D. Exum', 'J. Ingles', 'R. Rubio', 'J. Crowder', 'D. Favors'}",UTA
10145,"{'D. Exum', 'J. Ingles', 'R. Rubio', 'R. Gobert', 'D. Favors'}",UTA
10146,"{'D. Exum', 'R. Gobert', 'R. Neto', 'D. Favors', 'A. Burks'}",UTA
10147,"{""R. O'Neale"", 'R. Gobert', 'R. Neto', 'D. Favors', 'A. Burks'}",UTA
10148,"{'T. Sefolosha', 'G. Allen', 'J. Ingles', 'R. Neto', 'D. Favors'}",UTA
10149,"{'T. Sefolosha', 'D. Exum', 'R. Rubio', 'D. Favors', 'A. Burks'}",UTA
10150,"{'T. Sefolosha', 'D. Exum', 'R. Rubio', 'R. Gobert', 'A. Burks'}",UTA
10151,"{'J. Ingles', 'R. Gobert', 'R. Neto', 'J. Crowder', 'A. Burks'}",UTA
10152,"{'G. Allen', 'R. Gobert', 'R. Neto', 'J. Crowder', 'A. Burks'}",UTA
10153,"{'G. Allen', 'G. Niang', 'R. Neto', 'E. Udoh', 'A. Burks'}",UTA
10154,"{'B. Adebayo', 'W. Ellington', 'J. Richardson', 'J. Winslow', 'H. Whiteside'}",MIA
10155,"{'J. Johnson', 'D. Wade', 'J. Richardson', 'K. Olynyk', 'R. McGruder'}",MIA
10156,"{'J. Tatum', 'G. Hayward', 'K. Irving', 'A. Horford', 'A. Baynes'}",BOS
10157,"{'T. Rozier', 'J. Tatum', 'G. Yabusele', 'G. Hayward', 'A. Baynes'}",BOS
10158,"{'G. Yabusele', 'G. Hayward', 'A. Horford', 'M. Morris', 'M. Smart'}",BOS
10159,"{'T. Rozier', 'J. Tatum', 'G. Hayward', 'A. Horford', 'A. Baynes'}",BOS
10160,"{'I. Anigbogu', 'A. Holiday', 'T. Leaf', ""K. O'Quinn"", 'E. Sumner'}",IND
10161,"{'M. Chriss', 'P. Tucker', 'G. Clark', 'D. House', 'J. Harden'}",HOU
10162,"{'M. Chriss', 'J. Ennis', 'G. Clark', 'J. Harden', 'D. House'}",HOU
10163,"{'E. Gordon', 'M. Chriss', 'J. Ennis', 'D. House', 'J. Harden'}",HOU
10164,"{'E. Gordon', 'M. Chriss', 'J. Ennis', 'P. Tucker', 'M. Carter-Williams'}",HOU
10165,"{'J. Ennis', 'P. Tucker', 'G. Clark', 'J. Harden', 'D. House'}",HOU
10166,"{'E. Gordon', 'P. Tucker', 'I. Hartenstein', 'D. House', 'J. Harden'}",HOU
10167,"{'E. Gordon', 'P. Tucker', 'G. Clark', 'J. Harden', 'D. House'}",HOU
10168,"{'M. Beasley', 'B. Ingram', 'J. Hart', 'L. James', 'T. Chandler'}",LAL
10169,"{'L. Stephenson', 'M. Beasley', 'J. Hart', 'L. James', 'T. Chandler'}",LAL
10170,"{'K. Caldwell-Pope', 'L. Stephenson', 'K. Kuzma', 'J. Hart', 'T. Chandler'}",LAL
10171,"{'K. Caldwell-Pope', 'S. Mykhailiuk', 'K. Kuzma', 'B. Ingram', 'L. James'}",LAL
10172,"{'K. Caldwell-Pope', 'M. Beasley', 'S. Mykhailiuk', 'I. Zubac', 'J. Hart'}",LAL
10173,"{'K. Caldwell-Pope', 'S. Mykhailiuk', 'I. Zubac', 'J. Hart', 'M. Wagner'}",LAL
10174,"{'A. Trier', 'E. Mudiay', 'M. Robinson', 'T. Hardaway', 'E. Freedom'}",NYK
10175,"{'E. Mudiay', 'M. Robinson', 'T. Hardaway', 'D. Dotson', 'E. Freedom'}",NYK
10176,"{'K. Knox', 'A. Trier', 'T. Burke', 'D. Dotson', 'E. Freedom'}",NYK
10177,"{'K. Knox', 'A. Trier', 'T. Burke', 'D. Dotson', 'N. Vonleh'}",NYK
10178,"{'F. Ntilikina', 'K. Knox', 'A. Trier', 'M. Hezonja', 'D. Dotson'}",NYK
10179,"{'F. Ntilikina', 'K. Knox', 'A. Trier', 'T. Hardaway', 'D. Dotson'}",NYK
10180,"{'K. Knox', 'A. Trier', 'T. Hardaway', 'D. Dotson', 'E. Freedom'}",NYK
10181,"{'S. Ibaka', 'K. Lowry', 'J. Valančiūnas', 'O. Anunoby', 'F. VanVleet'}",TOR
10182,"{'C. Miles', 'J. Valančiūnas', 'O. Anunoby', 'L. Brown', 'D. Wright'}",TOR
10183,"{'A. Len', 'J. Lin', 'K. Bazemore', 'O. Spellman', 'T. Young'}",ATL
10184,"{'A. Len', 'J. Anderson', 'K. Bazemore', 'J. Lin', 'D. Bembry'}",ATL
10185,"{'A. Len', 'J. Anderson', 'K. Bazemore', 'J. Lin', 'K. Huerter'}",ATL
10186,"{'T. Prince', 'J. Lin', 'D. Dedmon', 'O. Spellman', 'T. Young'}",ATL
10187,"{'T. Prince', 'J. Collins', 'K. Bazemore', 'O. Spellman', 'T. Young'}",ATL
10188,"{'T. Prince', 'J. Anderson', 'K. Bazemore', 'D. Bembry', 'J. Collins'}",ATL
10189,"{'J. Barea', 'H. Barnes', 'D. Finney-Smith', 'D. Jordan', 'M. Kleber'}",DAL
10190,"{'W. Matthews', 'D. Smith', 'D. Harris', 'M. Kleber', 'D. Powell'}",DAL
10191,"{'J. Barea', 'H. Barnes', 'D. Finney-Smith', 'M. Kleber', 'D. Smith'}",DAL
10192,"{'H. Barnes', 'D. Finney-Smith', 'J. Brunson', 'M. Kleber', 'D. Smith'}",DAL
10193,"{'R. Broekhoff', 'D. Finney-Smith', 'J. Brunson', 'S. Mejri', 'D. Smith'}",DAL
10194,"{'T. Warren', 'D. Ayton', 'E. Okobo', 'J. Jackson', 'D. Booker'}",PHX
10195,"{'R. Holmes', 'E. Okobo', 'T. Ariza', 'J. Jackson', 'D. Booker'}",PHX
10196,"{'R. Holmes', 'E. Okobo', 'T. Ariza', 'J. Jackson', 'J. Crawford'}",PHX
10197,"{'D. Ayton', 'T. Ariza', 'J. Jackson', 'D. Booker', 'J. Crawford'}",PHX
